Hybridization REF	TCGA-B6-A0RG-01A-11R-A056-07
ACIN1	-0.374
SPATS1	-1.21325
XKR8	-0.156
FAM84A	1.04691666666667
MS4A7	3.89209090909091
AGXT2L2	-0.2845
OR1F1	-0.386
SMAP1L	-0.285833333333333
IPO11	-0.136375
ZC3H11A	0.2578125
C1orf151	1.397
RNASEH2A	-1.15675
CCR10	-1.3145
TXNDC11	0.748083333333333
TMEM112	1.640625
MAP1B	-1.62142857142857
NVL	-0.468
PKM2	-1.16325
ARC	-0.40425
NUP54	-1.0145
PPFIBP2	0.461666666666667
STAT2	0.506
PTAFR	1.4205
ROBO2	-0.7925
RNF40	0.585666666666667
CCDC135	-0.819833333333333
IFT81	-0.2882
MORF4	-0.7795
TM7SF3	-0.243125
OR10H3	0.186
ABP1	1.948875
CHRD	-0.092375
PLEKHA8	-0.075
NCALD	1.3625
OR5AK2	0.20975
ACCN1	2.59683333333333
SLITRK1	-0.57075
ARMET	-0.04
C9orf52	1.05525
REEP4	-0.4445
MTSS1	2.290875
ADH1B	0.1265
DLD	-1.161
CDK5	0.1235
PPFIA1	0.0326875
WFDC3	1.38425
DNAJB12	0.951642857142857
RANGRF	-0.815
MLANA	-4.7085
AMY2B	0.195
KIAA0319	-0.638
RPS7	-2.0275
JAK3	0.1404
ARFGEF1	1.88925
CXCL5	0.30475
TRAPPC4	-0.678
CETN2	2.01275
HSPC111	-1.4605
RHOBTB3	0.3292
PHLPP	0.9585
RGS10	-0.215
TMEM58	0.93625
CHERP	0.087375
HSP90AB3P	0.937333333333333
FSTL3	-0.607666666666667
PEX11A	2.1395
OR5V1	0.819
FCN3	1.661
PTPN3	0.801375
NPTX1	-4.57275
C21orf84	-0.828
C11orf51	0.082875
ZBED2	-0.71775
FLJ90757	1.332
NPY2R	0.59525
PLD3	0.56725
SYT17	-2.05633333333333
SGSM2	-0.006
OR1A2	0.18325
FOXP1	0.3595
SLC5A1	0.45875
POFUT1	-0.7087
EPHB6	-3.2685
MYO1G	-2.396375
STAC	-2.0933
KLHL17	-0.169
RGMA	-0.2877
TJP2	-0.3616
FAM114A1	0.540166666666667
SERINC1	1.67925
SLC9A8	0.574375
PEX19	0.43825
EDN2	-0.24575
PSMD7	-1.01311111111111
C3orf41	0.0385
UQCR	0.024375
PPP1R3C	1.9765
LRP4	0.772
TM2D1	0.196
TTC17	0.2326875
C4BPB	-4.799625
CCL25	0.09025
ZNF253	-0.262666666666667
CHRNA9	-3.18475
SOX11	-1.525375
HIVEP3	1.2075
CGN	3.182
C3orf35	0.07025
PKD2L1	1.26275
SYVN1	0.757
PDE8B	-2.18925
LOC439951	1.24075
LTC4S	1.88383333333333
MIF4GD	0.808333333333333
SMARCA2	1.4070625
TUBGCP6	-0.550166666666667
CABLES1	-0.447125
C16orf77	0.742
ZNF791	0.40425
FUT5	-1.64
ADH6	-2.20433333333333
P4HB	0.78175
CLDND2	-1.7835
ALKBH8	-0.02775
PLAC4	-2.1845
F11R	0.9275
MGC35295	0.9275
PDZD4	-0.813
LOC389073	-0.9975
FAM80B	0.492833333333333
PSMB1	-0.52025
TXN	-0.505166666666667
VIPR1	2.183
WBSCR18	0.2619
EXOSC6	-0.156333333333333
ACTA2	3.43216666666667
SP5	-2.41591666666667
ANKRD1	-3.32175
DDR1	2.5105
ATP6V1D	-0.0355
PTGS1	-2.26241666666667
RNF157	-1.78075
DCC	0.47
SPAG7	-0.15825
FBXO18	0.332
UBE3C	-0.2827
HOXC6	0.9405
LRP2BP	0.0846666666666667
MYST2	1.02075
PDSS2	-0.04775
ATE1	-0.134
ARAF	0.039
KLF10	0.15575
PLA2G2E	0.3015
ASCL1	-1.5715
TSNAXIP1	0.73875
FAM131B	-0.1145
IFNA10	0.601
NUP43	-0.968
FAM44B	0.00200000000000001
L1TD1	-4.842
NMD3	-0.46
C18orf54	-0.356
PHOSPHO1	0.5475
RAG2	-1.6275
EMILIN3	-0.0175
METTL3	-0.4005
VPS13C	0.407625
REXO2	-1.802
ANXA4	0.2505
CA1	-0.9605
DCP1B	0.191
TULP3	-0.547166666666667
ATP2A2	-0.199714285714286
ATIC	-0.87
ADAM15	-0.678916666666667
NPL	-0.527833333333333
LGR4	1.41
UEVLD	1.98616666666667
GAB1	2.04825
SNAI2	-0.429333333333333
ZGPAT	0.2678
SNF1LK	1.43325
DLEU1	-1.48775
UBE2Q1	1.155625
ZMYM6	-0.172125
JPH3	-1.89933333333333
FAM38A	-0.46025
PXK	0.0393333333333333
DENND2D	2.84875
BAX	-0.570166666666667
CP	-4.93590909090909
RPL37	-1.2111
G6PC3	1.073875
NCOA4	1.21116666666667
LRRC14	-0.32575
GORASP1	1.0245
FCHO2	1.398875
CYP24A1	-3.7221
FXYD3	1.98125
SMARCAL1	0.8655
ABCB8	0.7925
CCDC44	0.4735
PRDM7	-3.129
USH1C	-1.29075
DNAH5	-0.575333333333333
SRF	0.28575
MAL2	2.44783333333333
PGPEP1	0.100916666666667
SIN3B	0.00300000000000003
SEMA3C	2.477
GRAMD3	1.569
FBXO10	-0.489875
OR5D13	0.09
FLJ31818	-0.07775
CACNA1I	1.62325
S100A13	0.5205
TP63	0.586142857142857
ANXA11	0.6709
WDR66	0.249125
CSF2RB	-0.0185
IFI44	-0.17075
DACT1	1.62016666666667
ANKRD23	-1.3935
ATP5G1	-0.272666666666667
C21orf70	-0.52
PPWD1	-1.98575
DNAJC13	0.02975
PAH	-4.2375
PTCH2	1.02825
TRMU	-1.84025
CCDC9	0.834
USP3	0.0918
DCLRE1C	-0.1271
FAM55C	1.744
FRMD4B	1.70575
CYP2R1	0.279
RFPL1	-0.1384
XPO5	-0.485
ARL6IP2	0.4985
OSBPL5	0.2355
MMP9	3.25463636363636
KIAA0802	-0.815625
DHRS2	0.0503333333333333
SGEF	2.438125
TXNDC10	-0.516
EXOC6	1.52725
RPS27	-0.179833333333333
PNCK	-1.68983333333333
FSTL1	-0.72875
AACS	0.616
SLMAP	0.8975
SAMD4A	-1.3675
ABRA	0.563
SMARCD3	0.21125
PKNOX2	-2.80933333333333
A4GNT	-0.1115
C9orf39	-0.5625
RALYL	0.42125
MGC33556	-3.033
C10orf25	-1.0105
BBOX1	3.05575
NHEDC1	0.13275
XDH	1.12875
GCSH	-1.435
EDN1	-0.565166666666667
MTERF	-0.722
CLK4	0.100125
ZNF799	1.1125
KCNG1	-2.052
CXCR4	0.0858333333333333
PTPRR	-3.17025
IRAK1	-0.18775
LOC401397	-0.76125
TMSB10	1.286
CXCL3	-3.157
TMC4	2.91
OR7A10	0.018
STYK1	3.351
CHRNA10	-1.29075
CCNI	0.797
EP300	0.918285714285714
LOC165186	-0.6412
HIC2	-3.084
SDR-O	0.193
OR2W1	0.3345
KCNA6	0.8
TRIM74	-1.49375
REEP6	1.64275
ATP5G2	0.0135
ERG	0.056875
TMEM42	-0.0995
PARN	0.341666666666667
SOD2	-1.0223125
DIRAS1	1.58566666666667
PNPT1	-1.1925
JOSD3	-3.094
hCG_40738	0.045
PDE1C	-1.93725
SEMA4D	-0.337
AGPAT1	0.451833333333333
NOSTRIN	1.093625
MAP3K3	-0.243166666666667
MAX	0.499214285714286
CAPS	2.14783333333333
SERPINA12	-0.392
OSBPL8	0.41475
RICS	1.9771
NR4A2	2.50116666666667
PPCS	0.755666666666667
LONP1	-0.77975
SCYL3	1.13325
HERC2P2	-1.83466666666667
FIBCD1	-0.965
C15orf41	-1.503
DMC1	-1.667
C20orf27	-1.06075
RPS6KA5	0.9947
FAHD1	0.7275
SLC12A4	-0.249
BRCA1	-1.573
GBL	0.25625
SLK	0.253
NUDT9P1	-1.4985
NOXO1	1.673
USP52	-1.1425
BAZ1B	0.759375
SLCO2B1	0.68575
BBS12	1.313
LRGUK	-0.0405
TERF2IP	-0.02575
COL1A1	4.6355
KIAA0090	0.3595
GRK5	-1.25566666666667
AP1S2	-2.9294
TMEM52	-0.259
CA11	-0.703625
OR4A15	0.602666666666667
ACBD3	1.1947
SPAG11B	0.455
PRDM2	0.1322
FOXP3	-0.07675
SMYD3	0.5853
LOC389199	1.5405
LGI2	-0.578666666666667
NAPE-PLD	0.115
ANKRD6	0.5915
WDR45	0.418
SHROOM1	-1.7115
PSCD3	0.0525
PYY	1.8595
KCNC1	-1.1115
ARHGEF9	0.4693
OR8J1	0.109
GPR55	-0.263166666666667
NS3BP	-2.177
C10orf22	0.153833333333333
NAT8L	-0.22625
DUSP4	-1.59
FOXM1	-1.43783333333333
GRAMD2	-0.6905
ZBTB48	-0.408666666666667
BUD31	-0.7645
PABPC5	0.239
CCDC41	-0.4905
FBXO11	-0.213416666666667
C6orf148	-1.57025
RFXAP	-2.31425
C6orf15	-0.833333333333333
CDK8	-1.265
C6orf70	-0.2715
TESSP2	-0.1005
ALG2	0.19
PPP1R3D	1.63625
TPM3	0.787055555555556
SYT13	3.41725
EPB42	-1.44233333333333
CETN3	-0.4705
PRY	-0.9475
NTHL1	0.250166666666667
POLR2B	0.397
RPS28	-0.34675
P2RX3	0.5895
LYZL4	-0.50925
WBP4	-0.847
PMM1	-0.65325
C11orf79	0.38925
CBLL1	-1.31075
IL1F10	0.484166666666667
VAX2	1.791
SETDB1	0.4345
LRAP	-1.248
GCLM	-0.122666666666667
CPEB3	2.5615
PPM1A	0.558625
INTS1	-0.892
CAMTA1	-1.00708333333333
SAMSN1	-3.00075
LOC158830	-4.31966666666667
GMPPA	0.35525
AIPL1	0.3745
IL24	0.386916666666667
BDKRB1	-3.021
MLF1	1.1547
TAF12	-0.15925
ID1	-2.431875
THADA	-0.069125
PIK3CB	0.8095
OR4N5	0.7995
TBC1D17	-0.201
COX8A	-0.23025
CDCA4	-0.50225
C2orf44	-0.86925
ZNF534	-1.07575
IMMP1L	0.2365
NIPSNAP3B	0.116625
FTMT	0.278625
PWP2	-0.410166666666667
MMP15	-0.8636
DNAH11	-2.76925
MTMR14	0.50725
DNAL4	1.404
IPP	0.93975
TMEM59	0.995
C1orf157	1.3015
RGS4	1.357
DDX18	0.046
SNX6	-0.00399999999999999
ZNHIT2	0.930833333333333
NCDN	0.9125
FLJ33534	0.5345
RAG1	-2.32425
OR4D10	0.661
PTPN5	0.631166666666667
POMT1	0.542625
LRRC8A	0.2562
CYP1A1	-1.47425
CAPN1	1.1755
DDHD2	-0.740875
GRIK2	0.25725
GNRHR	0.237
PPBP	0.38175
HTR3A	-1.08975
SLITRK4	1.7135
ANKRD49	-1.51725
BTF3	0.0651
SARS	0.05025
C13orf18	-1.795
CACNB1	-0.405642857142857
QKI	-0.180809523809524
SETMAR	0.417625
MAN2B1	0.357166666666667
EML3	-0.20725
ACADL	-0.708
OFD1	-0.3325
DEFB114	-0.2765
CGA	-2.3445
PEX16	0.410833333333333
LRRC10	-0.411
GNG12	-0.262
C1orf152	0.0405
CHRM1	0.8795
CD53	-1.8355
DBH	-0.8395
TFAP2B	-1.194625
HIST1H2BJ	0.477166666666667
FAM46D	1.3725
TMEM11	-0.30875
C3orf32	-3.1105
PCCB	1.13775
IPO13	0.810125
C6orf105	-4.4335
COMMD5	1.173
SUV420H1	-0.3113
LTBR	1.565
ARHGAP15	-2.39325
HDHD2	-0.015
TDRKH	0.141333333333333
LOC401052	1.9585
PSG4	-1.5585
GNB4	-0.0797
SPATA4	3.852
SLC9A3	-2.276
OSBP	0.897333333333333
NBPF3	-0.05075
DOCK11	-2.2915
SLC39A5	-1.973
PRR5	1.2478
C10orf63	-0.555875
SMTNL2	-0.687
ADRA1A	0.663
ASAH1	0.5624
DOM3Z	-0.0946
GIPR	1.17416666666667
AHI1	-0.673166666666667
NADSYN1	0.368
RGS14	0.3016
IL18BP	0.0815
RTN4RL1	2.58433333333333
ARMC6	0.26675
PSMD5	-0.167666666666667
HK3	1.3442
OR4S1	0.20275
RSU1	1.5966
MAD2L1	-2.14388888888889
EIF4A3	0.80625
DLEC1	-0.189166666666667
E4F1	0.616833333333333
CHMP2B	0.6186
CAMSAP1	-0.20175
RPS21	-1.62583333333333
ARID5A	-0.355
UBE2N	-0.1665
IGSF8	1.6415
MAGEB6	-2.396
ACAD11	-1.8879
MGC4172	-0.457
LMO4	0.232
KLKB1	-0.68325
HP	-0.9055
HDAC3	-0.39325
SCHIP1	-0.6055
CLCA1	0.002
OLFML2A	1.3965
C1orf112	-0.99325
KIF19	-0.355833333333333
HAPLN4	-0.2735
CXCR7	4.58233333333333
GOT2	-0.8499
RAB38	-1.054
DCX	-0.11675
PPM1H	0.862
NFYC	0.643666666666667
KIN	-0.15725
ZNF228	-0.25975
PLSCR4	1.47733333333333
HIG2	-0.62575
FAM79B	3.828
C21orf86	-0.7893
KCNK10	-0.0665
ZNF738	-1.86025
FSTL5	-1.1772
OR6A2	-0.00800000000000001
OTOA	-0.0649999999999999
EXOC1	0.5675
AHRR	-3.38075
PDAP1	-0.895166666666667
C19orf6	0.29025
ZAN	0.2305
LY6G6E	0.08
EIF4E2	-0.2495
C20orf198	-0.432
ZNF324	0.54975
CYP3A5	-3.64016666666667
ENTPD7	1.0505
MBOAT5	0.454
GJB5	-2.85675
TTC13	-0.17725
S100Z	-2.0225
KIAA0664	-0.492
PDGFRB	2.20066666666667
IL17D	-1.2145
OR56B4	-0.4145
RDX	-3.8965
SLC34A3	1.3475
IL28B	1.9385
JUND	2.6695
CHRNB1	0.056
CAMK2B	-0.30625
FETUB	-1.564
CXorf23	1.251
MRTO4	-1.197125
TTC3	0.2906
NDUFB8	-0.548
EDG2	-1.72575
SEMA3G	1.9085
IL23A	-2.74575
GRHL1	1.0534
LOC441054	-1.418
WDR65	1.132125
PSTK	-0.7935
STOML3	-0.104333333333333
R3HDM2	0.3096
C5	-2.48575
SLC2A10	1.8615
C3orf22	0.54025
PAQR3	-2.56238461538462
ANKRD26	-0.43525
HCRTR1	-0.219
LOC399947	-0.3555
PSD2	0.1255
TIGD2	-1.38616666666667
SCRN1	-1.622875
COQ10A	-1.6935
DDI2	-0.804
METTL7B	-0.6445
UCN2	0.774
FAM92A3	-1.68025
WDR16	-0.563
ZNF511	-0.458
ZMYM5	-0.825125
POLR3G	-2.52975
ZNF586	-0.26725
C1orf49	-0.183
TANK	-0.0431666666666667
RCAN1	-1.0535
PELI3	0.939666666666667
LIMD2	-0.85525
TMEM189	0.335
NTN4	-2.4055
LOC151300	-0.6565
CLEC2A	-2.031
GPR135	-0.263875
DPYSL4	-2.1558
JAK2	0.893666666666667
TSHZ1	0.308
TM9SF4	-0.100125
ZNF264	0.6745
SIRPG	0.1685
BICD1	-0.34125
HERC6	0.620333333333333
METTL5	-0.885
CASP1	-1.39025
PRRT1	-0.432833333333333
PLA2G4C	0.541666666666667
ICA1L	-0.3815
TPTE2	0.163333333333333
OTUD7A	1.1275
AQP11	-1.618
APOA2	-4.3772
KALRN	-1.1965
SECTM1	0.4015
IFNAR1	0.175
TALDO1	-0.133
RAB11FIP4	0.202
EIF5A	-0.4225
FAM49A	0.688
NEGR1	0.430166666666667
YTHDC2	0.767875
EHD2	1.202125
NCF1	0.7542
SCRT2	1.4835
HOXA5	-1.70033333333333
NUP133	-0.161
FGF12	-0.3
SLMO2	-0.32575
SNTA1	0.00487500000000001
CACNG2	0.236
GCM1	0.65575
ELF1	1.052
TLR5	4.17325
TCFL5	-1.11925
RBMY2FP	0.104
LOC100125556	0.9095
FAM129B	0.8665
MAP3K7IP1	-0.38475
NCK2	0.84
OXA1L	-0.83775
FMO9P	0.691
ZSCAN12	-0.53975
PSMD12	0.21625
HSCB	-1.35075
CLDN10	-2.3755
MGC13053	-0.90175
HPCAL4	-1.1685
ASZ1	-0.6255
MEX3D	0.370583333333333
NFAT5	-1.0171
CSPG4LYP1	-0.570166666666667
FBXO3	1.2837
DVL1	-0.682333333333333
CMKLR1	0.6975
TYMS	-3.382125
PEF1	1.5275
ZNF750	0.960333333333333
MCM5	-1.0668
MEGF11	-1.056
KCNK7	0.161
PTP4A3	0.534
C1QTNF2	-2.05066666666667
OR6S1	0.514
FAM122B	-0.887
ZNF551	-0.795125
HBQ1	-2.414
GEMIN6	-0.29125
ARSK	-0.048
RBP7	3.60166666666667
CPNE9	0.04025
DSC1	1.166
LOC730112	-0.7945
MAP2K4	-0.730125
HS3ST5	3.0645
EPB41L3	1.3715
TEKT2	0.692
CDKN2B	0.120333333333333
ZNF480	-0.33425
MAP3K6	0.1556
MAP6	1.179
HN1	1.1621
OR2L13	1.17733333333333
SLC16A11	0.66175
FAM96A	-1.00075
APOL1	-0.32875
C5orf32	0.60175
RTP1	-0.779833333333333
RNF175	-1.041875
ZBTB41	1.8185
AHCTF1	0.0516
SAE2	-0.5536
ITGA2	1.48583333333333
MME	-1.5205
CCDC14	-1.55825
MAST4	2.96042857142857
KRT33B	0.5015
KCTD2	0.605
WDR26	0.714083333333333
MFI2	-0.188375
NR4A3	0.155875
ARSA	1.49225
UNKL	-0.309166666666667
SULT6B1	0.596
CCNA2	-2.255
SOX15	0.127
PPAPDC1B	-0.784416666666667
C19orf44	0.052
MCAT	0.500416666666667
ARID1B	0.345375
OR52N1	-1.5015
C12orf48	-1.324
MAGI1	1.3295
NIPA2	-0.65075
GBX2	-1.57025
RSHL3	-0.329875
RAVER1	0.895833333333333
C15orf17	0.1715
SLC30A2	2.073625
ZNF518	-0.472
PCYT1B	-1.718
C10orf114	-2.07625
EIF3H	0.0830833333333333
SLC25A39	0.152166666666667
KIF1B	-1.4835
AMOTL2	0.7465
C6orf120	0.227875
PSRC1	-2.3155
PLA2G10	3.771875
KIF5C	1.2635
MRPL37	-0.555
C17orf62	1.01016666666667
C9orf135	-1.73683333333333
DUSP10	-0.475
CLCNKB	0.5765
PSMA5	-0.0203750000000001
C8orf53	0.08525
AMPD3	-0.382166666666667
PIAS1	-0.012
ADCYAP1R1	0.186
GYLTL1B	-0.93425
CDH20	-0.0691666666666667
FBXO7	-0.48125
TMEM134	0.8145
FLJ14213	0.103666666666667
ZNF3	0.40975
LRRFIP1	0.554666666666667
CNOT2	0.1545
ABI3	1.41075
ALDH5A1	0.200416666666667
HNT	2.7176
SERPINA4	-2.58275
TK2	-0.1895
STMN1	-1.69466666666667
GUCA2A	0.146666666666667
GALNT10	0.337785714285714
DPP6	-0.70145
C9orf93	0.1795
PRELID2	-0.37125
STK39	-0.069625
SFTPA1	-0.7075
CKS2	-0.659222222222222
RHO	0.128
C20orf135	-0.5245
XKR3	-2.9595
CR1	0.00899999999999998
RPS6KA2	1.22328571428571
C20orf112	0.8115
MRPL22	-0.40175
C4orf23	0.718166666666667
GADD45B	2.874
KLHDC1	0.4105
C2orf48	-2.279
ZNF287	0.826
DAAM2	-1.60825
DPPA2	-2.50283333333333
TCTN3	0.438833333333333
DNAJB11	0.629375
FPR1	1.7025
DEFB4	0.159
PTCD2	-1.0477
SMOC2	2.69566666666667
CABP7	-0.3645
SERPINB11	0.107333333333333
MAGEF1	1.01
NDE1	0.527333333333333
ITGA10	-0.201
FSHB	0.678
ANXA2	1.106375
HORMAD2	-0.34025
HLCS	0.53625
MCF2L	2.22133333333333
FH	-0.380125
TBC1D24	1.302
KIAA1505	1.36175
LGALS2	-2.99125
CNBD1	0.297
SYNPO2L	-0.1745
PTPN23	0.654785714285714
C1orf183	-1.24766666666667
MAGEA8	-1.39225
DGCR8	-1.458375
GSR	-1.42625
PAQR7	0.6875
ZNF676	-0.282
CACNA1C	-0.3668
SP7	0.261
PDCD6	-0.294
NRN1L	-1.6715
BRI3BP	0.588333333333333
KIAA1183	0.7535
ASB4	0.31425
CCL23	-0.4438
OBSL1	-0.55975
SLC12A7	1.1715
KIAA0240	1.1475
CD1B	-3.102
FCGR2A	-0.126125
MDC1	-0.97175
HTR1A	0.784666666666667
OCEL1	1.22275
ATP11B	0.498
FBXO34	0.412166666666667
PCDH12	3.47583333333333
RPE	-0.6105
C17orf74	0.697
CSDC2	0.425
PET112L	0.371
TMBIM1	0.828125
P2RXL1	0.13725
TCHP	-0.66525
TRMT1	-1.29916666666667
F2RL2	1.33325
LRRC32	3.09866666666667
IMPG2	0.4635
BGLAP	-0.159
LOC493869	-1.51425
MRAS	1.092
SLC35F5	0.01075
CBWD1	-0.02
AXL	-2.269375
ATP2C2	1.36825
TELO2	-0.01025
PNPLA3	-2.057
PCDHB14	0.25825
CD276	1.436
KRT80	-0.77725
DUSP28	0.2735
CSNK1E	-0.0564166666666667
SRP14	0.979
KCNQ4	-1.2235
KRT72	0.196333333333333
CCDC117	0.922875
C6orf89	0.443055555555556
TUBB2B	-3.066
RTN4IP1	-1.1465
CR1L	-4.07
CEND1	0.341
C12orf41	-0.277166666666667
RNF31	0.02275
UBN1	0.496166666666667
C17orf32	0.918875
SLC5A7	1.1095
GPR92	0.00133333333333333
ESAM	2.4314
CTNNA1	1.11191666666667
HRBL	0.0712
CBX4	1.36225
TMEM182	-1.8315
SH3TC2	-1.70366666666667
IL10	0.674166666666667
PXMP4	1.417
RNF167	0.39
PAK7	0.77
ETV3	-0.2355
ATPIF1	0.169333333333333
LOC554207	-1.69733333333333
OR8H1	-0.44375
WDFY3	1.426875
DPM1	-1.63625
GPSM1	-0.2965
WDR92	-0.2738
LRP1	0.798833333333333
ANKH	-1.76025
THUMPD3	-0.547
POLR1B	-0.6645
OLFM4	2.3795
RAD9B	-1.01125
TSPY2	-3.8845
PAX6	-2.08475
SCG2	-3.041375
SLC17A6	0.0356666666666667
FMO3	2.1085
PADI4	0.252875
TUBB4	-0.2495
NLK	-0.11275
POU4F3	-0.64
SDF4	-0.296
ITGBL1	0.6975
NETO1	-2.110875
TAP2	0.6195
ABBA-1	0.13925
GNAI1	-1.33275
VPS4B	0.57925
NOPE	-0.4383
GALNT6	1.65516666666667
SESN1	-0.07025
GBE1	-2.39622222222222
CLASP1	0.659
RASGEF1B	0.513285714285714
ACOT11	0.0110714285714286
AFAP1	1.28025
OR2H2	-0.1865
DPY19L2P1	-1.2545
DZIP1	-2.34225
SEC22C	0.353
GPR161	-1.332
RNF146	0.28775
WDR74	-1.054375
GALP	0.1985
PURA	0.75575
DNPEP	0.914916666666667
RP11-78J21.1	-1.32075
ERBB2	2.638375
FANCM	-1.12283333333333
NEO1	0.804333333333333
DDX3Y	-5.1574
RPS3A	-0.27725
MXRA7	0.383
LGALS3	-1.87666666666667
GLT8D1	-0.01375
CFL2	-1.804
UPB1	-0.1165
NAP1L5	-0.231
CLDN14	0.71575
DHX38	-0.71725
BTBD1	-0.119
TARS2	0.2345
ABCF1	0.0284
FCF1	0.534833333333333
LRRC49	-0.6525
GUCY1B2	0.3525
C1orf177	0.563666666666667
SMARCA4	0.0482142857142857
LRP8	-1.9905
TAGLN3	-0.982
MRPL14	-0.1165
TTRAP	-0.2045
ZDHHC20	0.54725
NFE2L3	-1.45275
KIAA1377	-1.448125
PALMD	0.0298
TMEM43	-0.40375
TTL	-1.28275
STAT5B	-0.3245
SSB	-0.899625
OR10H5	0.773
SLC22A13	-0.89525
AKAP3	-0.428
TIMM23	0.285666666666667
OAS2	2.30041666666667
KIAA0423	0.51625
TRIM11	1.54016666666667
GLIS3	1.29375
TMEM50B	0.134833333333333
ARHGEF4	-3.09225
DEGS1	-1.90881818181818
TBL1XR1	1.23656666666667
G6PD	-0.74975
SP140	-0.5583
MUC17	-0.217
NUDC	0.2974
DNAJC5B	0.0835
SCARA3	-1.28216666666667
CPA3	6.79516666666667
BCAT2	0.63525
MFN1	0.2333
NRG3	0.2115
SNX11	1.2245
PLEKHH1	0.689833333333333
GPR177	-0.545166666666667
HCFC2	-0.03425
TCAP	-0.34925
MOCOS	-2.50075
C14orf93	0.04
PRDM10	-0.608166666666667
SLC16A4	-0.960666666666667
SRGAP1	2.3945
VIP	-0.1945
DUSP27	-1.10866666666667
LILRA1	-0.4079
MC2R	0.647
MGC24103	-3.54925
MBTD1	-1.279
FUT11	-0.494833333333333
USP33	0.5164
C15orf39	-1.724
MAP3K12	-0.373875
PAAF1	-1.5285
BARHL1	-0.3215
FLJ16165	-0.5575
PIWIL2	-3.207
SYNE1	-0.522416666666667
CMTM4	-1.13275
TSPYL1	0.8599
GUF1	0.171333333333333
TMEM157	1.883
WDR44	1.10375
HIST1H3C	1.068
DKFZp666G057	1.41275
RNPEP	1.83875
GAS2L2	-0.269166666666667
ADH4	-4.59825
GRPR	1.63183333333333
FBXL17	1.58825
ZBTB10	2.10208333333333
Gcom1	0.343055555555556
HTRA1	1.325
ZNF585A	-0.176666666666667
SLC26A2	-0.1015
OTOP3	0.189666666666667
WISP1	2.78522222222222
ATP2B4	-0.1735
FLJ10769	1.04425
CRAMP1L	0.468125
CHST12	-0.13025
RAB22A	0.487583333333333
TARDBP	-0.289071428571429
STAU1	-0.1125
CRB3	2.48283333333333
MIG7	-0.5095
CHMP1A	0.170833333333333
ZNF160	-0.22725
B3GALT6	-0.521375
BARX1	-0.323
C6orf167	-1.80725
NXNL1	0.072
DHX29	0.391875
HADHB	-0.2355
PLXNB2	0.46225
ILDR1	-1.0205
SLC15A3	1.49075
GAS2	-4.55883333333333
C20orf69	-0.575
NUMB	-0.16275
TNIP1	1.285
MESP1	-1.33116666666667
PSKH1	-0.461
NSFL1C	0.479
RHOG	-0.27075
HEY1	-2.17333333333333
KNG1	-2.507125
ITGAX	0.8684
LIN9	-0.7775
CANT1	2.332
XRN1	0.727071428571429
CCDC96	1.6688
HEATR6	-0.499333333333333
GNG7	1.57875
RUNX2	0.6625625
SOX1	1.01333333333333
FCRL5	-0.0502
ZNF99	0.58625
FAM9A	0.00600000000000001
SNX22	0.306333333333333
MBNL3	-3.12066666666667
ODC1	-3.7521
ADORA2B	-4.06566666666667
NR2F6	1.63275
ZFYVE16	-0.101444444444444
SYNJ2BP	0.9753
POLE	-0.715125
E2F2	-1.366125
THRA	0.138333333333333
PTGES2	-0.514666666666667
HIP1R	0.4265
TMUB1	-0.267
ENO3	-2.3885
RSPH10B	-0.326
CXorf39	0.622625
IRGC	-0.03975
GPR109B	-2.415
FLJ13305	-2.159
LCE3A	-0.186
TNFRSF18	-0.748333333333333
DET1	0.0475
TRPM3	-0.387833333333333
C16orf79	-0.6735
FECH	-0.522666666666667
RAP2A	0.6475
CRIP1	3.15916666666667
AZIN1	0.671125
SLC7A7	2.2595
IL10RA	-0.6966
TMEM64	4.7785
CDC42EP4	1.5392
C16orf58	-0.2905
ARG2	-3.42125
POU5F1P4	-4.822
FAM62B	-0.187125
DNAH8	-2.64155555555556
ASH2L	0.134375
TSLP	-3.762
CNTNAP5	0.485166666666667
TMEM16C	2.203
IFNA14	-0.205
SLC1A3	-1.216375
CABYR	1.403
BCL7B	0.2361
NUDT13	-1.37833333333333
C13orf28	1.36975
C1orf53	0.91125
ARL6IP4	0.4099
RPL35A	-0.262
EMR3	0.657
RAB40C	1.39283333333333
SLC41A1	-0.581166666666667
LRCH1	-0.05975
LY6G5B	-0.9685
FAM124A	-0.682428571428571
MGC10981	-4.02466666666667
CLIP3	-0.0449
MAP4K2	0.557666666666667
CHIC1	0.11225
SULF1	2.97866666666667
C20orf30	-0.00978571428571431
PRDM5	-1.740125
ELOVL1	1.1085
C11orf48	-0.8
SLC39A10	0.23525
KCNV1	-0.21625
ACP1	-1.058
ZMYM2	-0.379125
B3GNT6	-0.305333333333333
C9orf69	0.45375
C2orf15	2.20625
C20orf166	0.76
HSP90AA6P	1.2125
EDG7	-1.606
NEURL	-0.264
LPL	-1.35316666666667
CLEC2D	-0.783785714285714
GRRP1	1.02983333333333
CD8B	-3.3918
HIST1H3D	2.05483333333333
SLC6A12	0.923125
FAM27L	-0.4025
CD84	0.5126
RASA1	-0.1245
PHKG1	-0.3155
MAGEA11	-1.2595
IMPA1	-0.9308
NPM3	-1.903
RARRES1	1.18475
SH3BP1	-0.0667499999999999
B3GNTL1	0.5105
ARPC5L	-0.370166666666667
