Hybridization REF	TCGA-AO-A0JE-01A-11R-A056-07
TMEM26	-0.500583333333333
RALBP1	0.457
TSPYL6	-0.307
EVPL	0.804666666666667
PVRL4	3.565
C2orf30	0.714
ITIH4	-0.569
ADARB2	1.0115
C1orf104	1.15275
PIM2	0.0524166666666666
REGL	0.9735
SLC17A5	-0.868333333333333
PIPOX	-0.041
INSIG1	-2.42616666666667
SYNGR1	-0.364
TEX15	-3.5745
REPIN1	-1.292
PDE4A	1.7218
CAPZB	0.311
YPEL3	0.21325
C14orf100	1.077625
GINS2	-1.69625
C18orf21	0.0801666666666667
CYP1B1	1.436375
VISA	-0.8642
XYLT1	-0.8767
ZNF440	-1.16925
BRWD1	-0.495714285714286
GOLPH3L	1.658
C11orf77	1.690625
ZBTB17	-0.44025
SLC19A2	-0.77875
C6orf134	-0.37375
C9	-0.36025
ART5	-0.455375
ARTN	0.4865
TMTC2	2.13225
GNRH2	0.02725
STEAP1	1.193
RPL39L	-0.308333333333333
FLJ10292	-1.001
RLF	-1.1755
NAT14	0.4115
RRN3	2.05025
C11orf16	0.8185
C3orf14	-0.1655
TEX264	0.094
C22orf28	0.079
C20orf175	-1.31025
XPNPEP2	0.5785
PDE6A	-0.94725
SPIB	0.87375
TBCB	-0.361666666666667
SLC5A11	2.53425
ADRA2C	-2.2865
DHCR24	1.86858333333333
MEF2D	0.842625
C6orf114	1.546
ZPLD1	1.607
MYO1B	0.308166666666667
VAMP8	1.595625
ANKRA2	0.187666666666667
C11orf42	0.5155
TAS2R60	0.6485
PANX1	1.578
C12orf42	0.213833333333333
RCBTB1	0.35175
FGL2	6.45575
CEP70	0.198
WASL	0.3215
SEPT14	0.4735
DCHS2	0.01025
CYBA	-0.20475
ARHGAP11A	-3.3415
MPZL2	-0.659166666666667
KIAA1881	0.037
ANXA1	0.0585
AFF1	-0.0259375
FRMD3	-0.6765
SUSD5	0.4235
C9orf32	-0.60225
RASSF7	-0.195375
KIR2DL2	0.4305
SENP1	-0.516333333333333
C20orf195	-0.7725
C3orf44	0.11625
KRTAP9-3	1.27175
ZFP28	0.107375
PLCB2	0.831
TXNDC15	1.23725
CALR3	0.39025
HLTF	-0.688142857142857
C17orf67	-0.87325
NDUFA6	0.790625
PKP1	2.5
HMG20B	-0.33175
GPR180	-0.5021
BAI3	-0.71325
NOSIP	0.2462
TRIM23	0.305625
ARL1	0.924285714285714
CDK5RAP2	-0.421
SSH2	-0.396833333333333
KCTD15	-0.17525
FTHL17	1.0315
AK3	-0.838
RAB3C	-0.268
PAX4	0.514125
KDELC2	-0.3515
BIK	2.691
KIAA1553	-0.34125
CEP135	-0.12575
NANOG	-3.69516666666667
TRIM22	3.65483333333333
CDH13	-1.17816666666667
B4GALNT4	-0.62425
MDGA2	-0.5395
SAMD3	3.20516666666667
OR1E1	0.454
TAS2R10	-0.9325
FASN	0.97575
GPR116	3.6187
ZNF219	-0.05
CD33	-0.457875
RAB3GAP1	0.6125
H1FOO	0.7975
NXPH3	0.416
CROCC	-0.736333333333333
GPX7	0.74575
BASP1	-1.2141
STAM	-0.1425
TBK1	-0.112
STX2	-0.901666666666667
RPL29	-1.372
NR1H3	0.97075
MPPE1	0.390875
PHACTR3	-0.443
SLC44A2	1.88175
C10orf109	0.07375
CLCN6	-0.68925
C16orf59	-0.34725
SQSTM1	1.20683333333333
AADAC	0.11825
LRRC8C	-0.221
BIN3	-1.0523
HPS6	1.05025
MAN2A2	-1.158
GABPB2	-0.5045
KCND1	-0.46925
PTPN11	-0.0297857142857142
ZNF274	-0.77125
ATF3	-0.160166666666667
C7orf26	-0.3765
C1QL3	0.3145
WDR54	-1.48016666666667
FLJ40869	-1.07366666666667
ZNF397	0.350125
MLL	-0.8157
TTLL6	-0.7345
ANKRD15	-1.62816666666667
KIAA1958	-1.33925
C1orf218	1.61825
ZDHHC16	0.27675
DDX47	-0.63975
EVI5L	0.216
GDF6	-4.57175
TAPBPL	1.103
BTG1	2.268
DPP4	1.0785
KLHL23	-2.63475
APOC3	-4.03375
BTBD12	0.689666666666667
CNOT4	-0.311625
HIST1H3I	0.280833333333333
OR5H1	0.443
APEH	-0.843
TRY1	0.276333333333333
SLC26A8	1.96583333333333
KCNA2	0.0791666666666667
TMEM159	3.0955
C6orf81	-0.154
PCYT1A	0.906166666666667
C6orf157	-0.49675
BRMS1	-0.00749999999999999
CHST1	3.06916666666667
LGALS1	0.93025
TAF1B	-0.34
FLJ40504	-0.4095
GPR173	0.294
COL15A1	1.93275
CASP10	1.101
PCMT1	-0.272928571428571
HDAC5	-0.115
LOC641367	0.4425
EVC2	0.38075
SGPL1	2.034
GON4L	0.332714285714286
AFG3L2	-0.318
C5orf15	0.118833333333333
UBXD1	0.2887
LILRB4	2.0095
GSTA4	1.50183333333333
ADIG	0.5275
GRIPAP1	-0.11025
HIST1H3B	0.183833333333333
BTRC	0.3985
USP49	-1.3185
IQCH	0.28525
ACBD6	-0.1875
YEATS2	-0.86275
CABP5	0.421
TRIM3	0.9055
HNRPM	0.4105
FGG	-4.3271
C18orf16	-0.0575
CLEC2B	0.4895
PQBP1	0.0958333333333333
JTB	0.439166666666667
REST	0.221166666666667
SLC8A3	-0.949
TMEM16H	-0.07375
MRPL47	0.271375
EVI1	1.2106
MUC1	3.327125
TEAD3	0.53275
STOML1	0.37675
USP24	-0.7899
PNMA5	-1.05475
MAEL	0.844166666666667
LBP	4.7575
HSD17B4	0.16225
SEC31B	-1.9925
IDH2	0.7824
SFRS16	-0.394
AICDA	0.618
RNF180	-0.4725
C1orf56	0.206333333333333
FLJ10324	-0.864
GPR148	0.2795
MEF2A	0.241083333333333
ASF1B	-1.25483333333333
HTN3	0.127333333333333
RNF215	0.93425
SLC4A3	0.0543333333333333
ADAMTS9	-0.2643
C9orf66	1.22966666666667
FOXD3	0.7215
GSDM1	0.05475
IFITM5	1.148
PODXL2	-0.6345
C1orf176	1.03575
RPS3	0.45125
hCG_2004593	-0.481125
COL21A1	0.25125
NTNG2	1.99683333333333
RAI14	0.167166666666667
P76	1.09575
LRFN3	0.978125
FAM14B	0.5525
FKBP14	0.5435
TNNI3	-1.52816666666667
HOXB3	-0.397875
SGCB	-0.0725
PPAPDC3	0.751
FRAT1	0.719833333333333
MORN1	0.0566666666666667
ARHGEF2	-0.175
BNIP2	-0.12725
DHX30	-0.93625
EEFSEC	-0.49225
FGF20	-0.2465
FLJ38973	0.175
PLCH2	-0.454583333333333
CCNG2	1.54025
PSPN	0.4215
WDR88	-0.4095
HOXB13	-2.61575
MTMR8	-1.0205
SPAM1	-0.637
PPP2R1B	-0.64375
TANC1	1.13
CNN3	2.8452
CHGA	-0.56025
C9orf128	2.00375
CACNA1B	1.0365
MMAB	-1.0303
RHOA	0.268416666666667
RAPGEFL1	-1.97175
SLC1A5	-1.4455
CALCA	0.361125
SYCP1	1.14025
CXCL11	7.108
GFI1B	-1.25833333333333
PSCD1	0.820666666666667
C11orf58	0.342333333333333
MGC45438	3.13266666666667
NUDT18	0.863666666666667
ASB3	-0.655833333333333
ZP1	-1.472
LPPR2	0.3465
ZNF527	0.1885
ZNF771	0.10225
TTBK2	0.30325
TRIM55	-0.42625
GJB3	-0.504833333333333
PRSS35	-0.6505
SCRG1	0.26125
ZDHHC24	1.094
DUSP26	1.24375
C1orf51	-0.4695
DNAJC3	0.337666666666667
LITAF	3.01475
ZNF410	0.2875
AFP	-3.33983333333333
ZW10	-1.05575
PHOX2B	0.318
VILL	-0.4345
ELOVL7	0.3815
LOC644186	3.5245
PPP3CC	0.25825
CHST13	-1.84675
WDR40B	0.184916666666667
MEA1	-0.15975
HILS1	-1.10975
DLX6	-2.7495
NKG7	3.10016666666667
EMP1	1.52275
ACTR6	-0.2705
CHCHD7	-0.993142857142857
COG2	0.706
TCEA2	0.1278
TARS	-0.76325
FLJ20294	-0.0895
ZNF92	-0.330375
TRAPPC2L	-0.4509
ARHGAP28	0.725125
CCDC109B	0.57275
LGTN	-0.721333333333333
INGX	0.248666666666667
LOC124446	0.806
RPS2	-0.3315
C17orf75	-0.492666666666667
NBPF1	-1.3795
SLC2A8	0.216416666666667
SNRPE	-0.96475
CARD6	1.0775
IL13RA2	-0.1695
CUEDC2	-0.06475
C4orf19	-2.82575
AOC3	0.843625
MTHFD2	-0.388
OR5M9	0.5925
C4orf38	0.805
SS18L2	-0.6665
OAS3	2.54866666666667
LARGE	0.3495
LRIG3	1.41416666666667
LIMA1	0.53325
STARD3	0.859416666666667
VPS39	0.559375
CTAGE6	0.743
ODAM	-1.85075
MORF4L2	0.592
GSTO2	2.61675
MTFMT	-0.76775
PRKAB2	-0.988357142857143
ZNF76	-0.354166666666667
HSPB2	4.2015
CRB2	-0.687
KLRK1	-1.378
LYST	0.931
UBE2M	0.165666666666667
SLC16A9	-2.06725
ZNF281	-0.082
ST8SIA1	1.006875
C9orf105	-1.5915
ANKRD46	-0.5735
FAM108A3	0.0615
C20orf91	1.295
ZYX	0.405666666666667
RSPH1	1.8065
ZSCAN5	-0.24575
RIMS3	-0.711833333333333
KRT76	0.4275
CEACAM4	0.6755
SIRPB1	0.32025
CFHR4	-1.1915
SOX3	-0.599333333333333
GATAD1	-1.470375
C21orf57	0.88875
TMC8	-0.390333333333333
AVIL	1.7825
LMOD1	3.8265
HIGD1A	-0.729125
NEU3	0.0491666666666667
DES	-0.00462499999999996
BZW1	-0.5696
ZNF221	-0.1485
CCDC27	0.618
GDAP1	1.02775
RBBP4	1.172
MGC40499	0.78325
PHKA1	-0.549625
PRKAR1A	-0.0922222222222222
HSD3B1	0.65525
RAD52	-0.826333333333333
CD207	0.506
LOC389791	0.289
RSPO1	2.6355
TMEPAI	3.106
MFSD2	1.770625
ETV4	-2.82025
SCGN	0.467
LOC391356	0.43825
MPP1	-0.95625
STARD3NL	-0.18375
TFAP2D	0.752
CD2AP	-0.127625
CCL20	-2.042
CCDC86	-0.8445
ZFP30	-1.305
CTBP1	0.165333333333333
MAK10	-0.474833333333333
STXBP5	-0.6285
LOR	0.5927
MAP6D1	-0.783125
ARMC7	0.034
TMEM150	1.021
NSL1	0.40525
KIF5A	-1.42875
ASCC2	-0.00116666666666667
PSENEN	-0.167
OPTC	-1.0215
FCRL2	0.526
KBTBD11	-2.06375
PCK1	-2.041
CENTD3	-1.31575
MEGF8	-0.8875
ALPPL2	0.04725
OBFC2B	-0.388833333333333
ZFYVE20	-0.008375
GALC	2.05683333333333
CTRB2	0.46125
C20orf71	0.278666666666667
TBKBP1	0.656
CAMLG	0.546125
TREML4	-0.4095
RSAD1	-0.4775
TUBA3D	-0.7649
KIAA1833	0.001125
PNPLA1	-0.429
LRRC34	-1.95133333333333
CDH26	-0.845333333333333
ZNF167	0.564333333333333
ZBTB26	-0.5284
VWF	3.4555
VTN	-0.839166666666667
BAD	0.29525
PDS5B	-0.0418333333333333
ZNF644	0.277833333333333
SH3GLB2	-0.76
SMPDL3A	0.3848
NRG2	0.4985
IL15	2.69966666666667
GABARAPL1	0.344
LAT2	0.7712
SLCO1A2	-1.58116666666667
LIG4	-0.561333333333333
GSDMDC1	0.427125
BMP4	-1.44025
METT10D	-0.229125
SYCE1	0.3355
SPANXD	-5.736
SLC12A9	-0.185833333333333
MC1R	-1.925
RNF168	0.498
TRIM69	0.94975
GALNT7	1.21633333333333
ISG20L2	-0.3895
KIAA2026	-0.3635
TNFAIP8L1	-1.0855
DPY19L2	-0.95775
C12orf63	0.5365
PRDX5	-0.054625
MED6	-0.348
TXNDC5	-0.095875
CD46	1.13225
CCK	-2.66225
C17orf48	-0.3735
ANUBL1	1.92625
SIT1	0.849666666666667
TYSND1	0.570333333333333
DEF6	-0.1925
GLT8D4	1.64825
UTP14A	-0.60725
RPH3AL	-1.30375
NXF1	0.0436666666666667
TRERF1	0.419
TUBB3	-1.3139375
SLC24A2	0.599
SEC22B	1.72933333333333
ZNF653	0.53225
GGTL3	-1.00308333333333
CDKL2	-0.6405
CTF8	-0.717833333333333
EPC1	0.694833333333333
CYP4A11	-0.247666666666667
THRSP	5.78083333333333
LELP1	-0.184
TES	0.709875
C17orf87	2.802
FERD3L	-0.07825
SH3TC1	0.47
RAB36	0.7405
CRYGB	-0.972
GRIA3	1.3321
BHLHB9	0.5535
C1QTNF9	1.5905
GOPC	1.061875
PNPLA8	-0.4995
ZNF444	-0.357
FMO1	6.0195
POLR3C	0.06925
SLC35F3	-1.9045
SGCG	-2.03933333333333
DCDC2	-5.1365
NANP	0.1525
MGC23270	-1.631
BEX4	-0.7155
HYDIN	1.2432
RPS6KB2	-0.70975
ADRM1	-0.237416666666667
BAT3	-0.87925
RAB31	1.3920625
SCGB2A1	8.136375
SLC6A14	-1.930375
DDX4	-0.356
PRRC1	1.01116666666667
AP3B2	-0.907333333333333
TRGV7	0.682833333333333
TMEM184B	1.32475
ADPRHL1	1.057
C21orf45	-0.06075
ARNTL	0.389375
AADAT	0.826125
CCL2	2.878
SNTB2	0.176333333333333
RGS9BP	-0.33875
KPNA1	0.70325
TMEM41B	-0.460833333333333
S100A11	1.00775
DOT1L	-1.419
EFHC2	0.873
CLTC	-0.1495
SRP9	0.771571428571429
ZNF521	1.0345
FAM26F	1.67525
GPR88	0.836
COL13A1	1.3855
CHMP4B	0.0332
SIGLEC6	0.349166666666667
NFAM1	0.615125
PVRL2	0.0691
ALKBH4	-0.621
CCDC93	-0.468125
NXT1	-0.58425
KCNK4	1.5655
TROAP	-1.79183333333333
KCNA10	0.44225
CCDC114	0.0801666666666666
RAN	-0.223083333333333
LMTK2	-0.759
LOC400657	-0.092
UFC1	0.82975
UBE1DC1	-0.566
EEF1A1	-0.480944444444445
CHAC1	0.362
HMGA2	-5.3254
B3GALTL	0.21675
ING2	-0.21025
C1orf109	-0.048
INTS3	0.7895
ZNF558	0.196
TRPM4	1.93966666666667
LTB4R	-1.1815
ISYNA1	-0.037
LSM7	-0.17275
LRRC47	-0.4883125
ZNF179	-2.102
EXDL1	0.602666666666667
SLC4A10	-0.998125
ACSS2	-0.207166666666667
COPS7B	-0.5655
KIAA0040	2.4985
C1orf95	0.175
AP1GBP1	0.69125
OR9A2	-0.258
FAM71C	0.0831666666666667
RIN1	-1.27
ITGA4	-0.9375
DNAJC6	-0.999333333333333
CLOCK	0.814333333333333
SLC35A4	0.499
DSG4	0.1025
LOC26010	0.66375
NSUN2	-0.512
TMEM86B	-1.4156
C14orf135	0.137
KIFC3	-1.04616666666667
PHF5A	-0.58925
NCAPH	-1.70825
STK11IP	0.0645
FLJ42953	0.958125
CCDC19	2.10316666666667
ZNF329	0.091125
TAX1BP1	0.042
ZDHHC18	-0.425833333333333
C10orf88	0.31875
TMBIM4	1.1244
NMUR1	0.291
KIR2DS4	0.5195
C9orf90	0.423
MGC87631	-0.1165
KDR	3.4995
ST3GAL2	-0.963
RLN2	-1.09133333333333
HPD	-3.46
MOXD1	-0.569833333333333
PDGFRL	2.9365
SMYD4	-1.31523076923077
FAM103A1	1.02433333333333
MFAP4	-0.36
LOC285141	0.87425
TMEM45B	0.085125
SMCR7L	-1.00221428571429
GZMH	5.0495
CBLN1	-0.1595
CNNM1	-0.40275
PHF17	-0.799083333333333
NUP98	0.151583333333333
RMI1	0.2075
PTPRS	0.12925
ANKRD57	-1.016875
CLDN15	-0.641833333333333
OR51A2	0.201
GUCA2B	0.401
DOCK9	0.9105
ITGB1BP1	-0.680166666666667
DLG2	0.43825
BRAP	0.11225
SESN3	0.6895
ZC3H7B	0.03575
FAM101A	4.24333333333333
FKSG24	0.28225
ZYG11B	-0.80375
RFC2	-1.6065
SH2D3A	0.465
DVL3	-0.372833333333333
ADFP	-1.566
KRIT1	-1.111875
SERTAD3	1.633
LEFTY2	-3.075
KRT27	-0.3525
SCFD2	0.44
MN1	-0.21425
RORA	-0.77325
PTPRD	0.9355
PIAS2	0.0433333333333333
CYP4X1	3.816
FBXL15	0.57975
MYH15	0.160166666666667
CRX	-0.0148333333333333
TBC1D13	-0.045
SLC22A17	1.5775
PLK2	1.4045
ARHGAP9	2.00375
EIF1B	-1.01775
C20orf185	-0.531
DEFA7P	0.169
PRIM1	-2.33816666666667
CRYAA	-2.05825
BACE1	0.55
AGTRL1	1.00966666666667
ACAD9	-0.240375
GRASP	0.7495
RBP4	-3.50883333333333
TFB2M	0.32525
METTL9	-0.4609
ATP5O	-0.50275
SP100	0.7084
CPSF1	-0.7595
S100A4	-0.0755
LIME1	-0.41575
GPR137C	-1.166
OR2A2	-0.808
C2orf29	-0.3305
NUP188	-1.05825
SDPR	-2.11825
RAI1	-0.47875
RPS20	-1.0695
LAMB1	-0.209
ADM2	2.23683333333333
ZNF229	0.5555
DKFZp434K1815	-1.205125
EPN3	2.155
CLIC3	-1.112
MEIG1	-1.46625
HMGB4	-0.60025
STARD10	2.289
KLF8	3.926
EPB41L2	-0.728666666666667
JMJD6	-0.223625
CTSL1	0.456333333333333
GPR27	0.366
ELAVL4	1.517875
MMP21	0.1855
PPM1B	0.435125
SUV39H1	-0.8015
AAMP	-0.0555
TUSC4	0.124
MBD6	-0.1835
KLK13	-1.262375
FMNL3	0.631166666666667
TRIM13	-0.0829999999999999
C15orf5	-0.707
IQCF1	0.1725
CACNG8	0.3835
SLC35D3	0.376333333333333
ZDHHC9	0.6365
ODF3L1	0.08225
C9orf86	-0.9716
TSEN2	-1.21725
C17orf64	-0.30125
SEPX1	1.6118
TSPO	0.6955
SYMPK	-0.42
ADORA1	2.13475
TSPAN10	0.92325
SEMA6C	0.322333333333333
RTTN	-0.9159
IL2	0.362833333333333
ARRDC3	0.31975
TBPL1	-0.212333333333333
STX12	0.549
MRPL39	-1.2885
OR8H3	0.34
IFIT5	2.83066666666667
CASC5	-2.159625
FAM46A	0.239666666666667
HPCAL1	0.114625
CYLC1	0.484
VGLL2	-0.220125
C20orf191	-0.52825
CDH1	2.69116666666667
ITPA	0.04375
CCDC101	0.837
D15Wsu75e	0.8215
EDA	-0.863
CREG1	0.32375
OR7G2	0.539
SAP18	0.282666666666667
IFIT1	4.37775
CALML3	0.776833333333333
FLJ37440	1.301
FNDC5	-0.08075
SERPINB6	-1.04314285714286
JUNB	1.0412
SYS1	0.88575
SCN2A	-0.331833333333333
ZKSCAN5	-1.1418
WNT7A	0.152833333333333
TSHZ3	3.12775
RNF148	0.9845
H6PD	-0.101125
CAD	-0.643
ZNF449	-0.06925
DOCK10	-0.568
FAIM2	0.042
HEXDC	0.31975
PRB1	0.059
C14orf148	0.0195
ETHE1	0.469
IRF5	1.0095
GNMT	2.781
MGC16291	-2.124875
RPAIN	-1.17307142857143
CAGE1	0.246
CNTNAP3	-3.583625
ACTR1B	-0.58775
EEF1E1	-1.6725
MSX1	-0.237375
ESF1	-0.2779
HSPC171	0.3425
MRPL2	-0.483
RDH12	-0.0633333333333333
CELP	0.0495
METRNL	-0.13025
C10orf116	3.57366666666667
C19orf48	-2.20525
ZNF346	-0.418
NCR1	-0.198
C10orf64	0.392
CD52	2.24925
VPS18	0.91425
AP4S1	0.571666666666667
NPBWR1	1.082
TPK1	1.51125
UBA52	-0.320055555555556
RIPK1	0.925833333333333
CPNE3	-0.0707
HSPC159	0.272875
C8orf38	-0.048
LRRC4B	-0.1465
PARP10	1.0956
ANKRD50	1.016
CXCL9	7.337
FGF18	1.54336363636364
EIF2A	-1.2685
SLC20A2	0.736333333333333
KIAA1549	-2.04641666666667
SPINT1	2.2962
ZNF584	0.2665
CRBN	-0.3305
ABCF3	-0.0605
NCBP1	-0.0433333333333333
PLA2G4F	0.371
PCDH10	-0.91
TTC21A	0.54775
C20orf144	0.903
FGFR1OP2	0.373
SLC9A1	-0.0202
CHRND	0.7255
FOXF1	-1.7985
KIAA1467	0.01025
TPO	1.207
LTF	5.00242857142857
DNAJB9	0.53725
MRPS27	-0.172
bA16L21.2.1	-0.20175
WBP2	0.142833333333333
MRGPRX3	-1.80833333333333
PRPF18	0.856
C10orf58	0.1785
SMOC1	-2.0621
ADAT3	0.544666666666667
TMEM138	0.735
TMEM131	-0.00825
TIMM8B	-0.44525
MYH7	-0.0846666666666667
ST6GAL2	1.7195
KIF1C	-0.0075
SUHW2	-1.027
PAPSS1	0.68025
CABP2	0.1995
HOXA4	-1.10175
ELF2	-0.57775
SEMA3D	2.3775
MC5R	0.7685
OGFR	0.4435
FLJ30092	-0.354333333333333
TGFA	-0.6999
MMP17	0.90975
KIF15	-3.10025
CHIA	0.49475
CATSPER3	0.74675
CEACAM7	1.42266666666667
PADI2	2.810875
HOXA9	0.547666666666667
LNX2	0.0466666666666667
TMEM144	2.7505
HIF1AN	1.409
METTL7A	0.1849
C6orf165	2.69666666666667
KIAA1468	0.641625
DSG3	-0.8665
ZNF180	-0.165833333333333
EIF4E3	1.781
SLC46A1	1.977375
DKK1	-4.9585
ZNF205	1.217
LOC162073	2.06727777777778
COX7A1	4.96025
MAGEA1	-1.60283333333333
NEDD8	0.2485
KLHDC5	0.122833333333333
C3orf19	-0.215
MRPS2	-1.0495
POLR3H	0.322571428571429
ABHD11	2.464
TMEM17	1.80675
PAIP2B	-0.0949
MAT1A	-3.544
LGI3	0.14525
THUMPD2	-0.134
TKTL2	-0.2165
XAGE3	-2.27016666666667
CALM3	0.0476666666666667
C6orf136	-0.634666666666667
KCNC4	1.23833333333333
RGS9	0.900166666666667
ACIN1	-1.27266666666667
SPATS1	0.732
XKR8	-0.4905
FAM84A	2.13633333333333
MS4A7	4.75727272727273
AGXT2L2	-0.37375
OR1F1	-0.3315
SMAP1L	0.164
IPO11	0.33
ZC3H11A	0.0971875
C1orf151	-0.25775
RNASEH2A	-0.7115
CCR10	-0.708
TXNDC11	1.59858333333333
TMEM112	1.330875
MAP1B	1.28592857142857
NVL	0.42225
PKM2	-0.7735
ARC	-1.33
NUP54	-0.748
PPFIBP2	2.04466666666667
STAT2	1.532875
PTAFR	2.73116666666667
ROBO2	-0.7515
RNF40	0.412166666666667
CCDC135	-0.638666666666667
IFT81	-0.6844
MORF4	0.2075
TM7SF3	1.117
OR10H3	-0.3335
ABP1	0.207625
CHRD	0.612625
PLEKHA8	0.172333333333333
NCALD	1.08516666666667
OR5AK2	0.23675
ACCN1	0.0725
SLITRK1	-0.222
ARMET	-0.04375
C9orf52	1.736
REEP4	-0.4
MTSS1	3.18175
ADH1B	0.878833333333333
DLD	-1.12675
CDK5	-0.73925
PPFIA1	0.0476875
WFDC3	0.52875
DNAJB12	0.507214285714286
RANGRF	-0.751
MLANA	-4.6485
AMY2B	0.105
KIAA0319	-0.76175
RPS7	-1.005
JAK3	0.3777
ARFGEF1	0.569
CXCL5	1.00216666666667
TRAPPC4	-0.834
CETN2	0.81575
HSPC111	-1.03125
RHOBTB3	-2.3117
PHLPP	-0.896
RGS10	0.90625
TMEM58	0.38175
CHERP	-0.216375
HSP90AB3P	-0.974666666666667
FSTL3	-0.704666666666667
PEX11A	1.7905
OR5V1	0.841
FCN3	3.49525
PTPN3	-0.724
NPTX1	-5.136125
C21orf84	-2.30125
C11orf51	0.38725
ZBED2	4.4155
FLJ90757	-0.2715
NPY2R	0.83025
PLD3	0.01275
SYT17	3.98516666666667
SGSM2	-1.1325
OR1A2	-0.03
FOXP1	0.754625
SLC5A1	5.9875
POFUT1	-0.3772
EPHB6	-2.2255
MYO1G	-0.61825
STAC	-1.3341
KLHL17	-0.550666666666667
RGMA	0.7437
TJP2	-1.3218
FAM114A1	0.475833333333333
SERINC1	1.21183333333333
SLC9A8	-0.088
PEX19	0.547125
EDN2	4.34325
PSMD7	-0.836888888888889
C3orf41	-2.84225
UQCR	-0.436875
PPP1R3C	-0.066
LRP4	-2.24183333333333
TM2D1	-0.17725
TTC17	-0.08625
C4BPB	-2.004
CCL25	0.90875
ZNF253	0.1785
CHRNA9	-4.702
SOX11	-0.795375
HIVEP3	1.227
CGN	-0.333416666666667
C3orf35	0.32625
PKD2L1	4.35075
SYVN1	0.10975
PDE8B	-2.048125
LOC439951	0.8875
LTC4S	2.198
MIF4GD	0.235833333333333
SMARCA2	1.253375
TUBGCP6	-0.134666666666667
CABLES1	0.197125
C16orf77	1.2215
ZNF791	-0.18925
FUT5	1.096
ADH6	-2.12033333333333
P4HB	0.72625
CLDND2	-1.62025
ALKBH8	-1.07275
PLAC4	-1.386
F11R	1.5615
MGC35295	-0.00683333333333333
PDZD4	-0.411333333333333
LOC389073	-0.84825
FAM80B	-1.25516666666667
PSMB1	0.156875
TXN	-1.10033333333333
VIPR1	1.8967
WBSCR18	1.326
EXOSC6	-0.109166666666667
ACTA2	3.899
SP5	-3.41891666666667
ANKRD1	-1.97325
DDR1	1.2895
ATP6V1D	0.45675
PTGS1	-0.697333333333333
RNF157	-1.78825
DCC	0.318666666666667
SPAG7	-0.086
FBXO18	-0.29825
UBE3C	-0.7094
HOXC6	0.6135
LRP2BP	0.253166666666667
MYST2	-0.21575
PDSS2	0.20675
ATE1	1.68
ARAF	-0.45225
KLF10	-0.29475
PLA2G2E	-0.0595
ASCL1	-1.32766666666667
TSNAXIP1	2.6775
FAM131B	-0.096875
IFNA10	0.27
NUP43	-0.32
FAM44B	-0.88375
L1TD1	-4.73283333333333
NMD3	-0.684833333333333
C18orf54	-0.7579
PHOSPHO1	0.206
RAG2	-0.5935
EMILIN3	-0.2885
METTL3	-0.378
VPS13C	0.657125
REXO2	-1.1275
ANXA4	1.309
CA1	-1.10275
DCP1B	0.31275
TULP3	-0.9325
ATP2A2	-0.3905
ATIC	-0.1055
ADAM15	-0.0315833333333334
NPL	2.21383333333333
LGR4	-1.16775
UEVLD	0.719166666666667
GAB1	1.37025
SNAI2	0.631333333333333
ZGPAT	0.269
SNF1LK	0.376125
DLEU1	-1.41025
UBE2Q1	0.27775
ZMYM6	0.24075
JPH3	-0.696833333333333
FAM38A	-0.188916666666667
PXK	-0.128
DENND2D	2.28675
BAX	-0.853416666666667
CP	3.86045454545455
RPL37	-0.0114
G6PC3	0.827875
NCOA4	-0.094
LRRC14	0.280125
GORASP1	-0.20975
FCHO2	0.688375
CYP24A1	-3.5086
FXYD3	1.4115
SMARCAL1	0.6885
ABCB8	-0.531333333333333
CCDC44	-0.000249999999999993
PRDM7	-3.52425
USH1C	-1.0615
DNAH5	1.79783333333333
SRF	0.2155
MAL2	1.18083333333333
PGPEP1	-0.146833333333333
SIN3B	-0.21175
SEMA3C	-0.244833333333333
GRAMD3	2.50375
FBXO10	0.480125
OR5D13	0.265
FLJ31818	-0.304875
CACNA1I	0.57425
S100A13	0.012
TP63	1.38957142857143
ANXA11	0.7191
WDR66	0.91025
CSF2RB	0.473
IFI44	2.75775
DACT1	2.8125
ANKRD23	-1.57075
ATP5G1	-0.531166666666667
C21orf70	-0.265666666666667
PPWD1	-1.188
DNAJC13	0.00599999999999999
PAH	-4.92066666666667
PTCH2	0.72725
TRMU	-0.865
CCDC9	0.1755
USP3	-0.1953
DCLRE1C	-0.1796
FAM55C	1.97
FRMD4B	1.6505
CYP2R1	0.15775
RFPL1	-0.5117
XPO5	-0.95725
ARL6IP2	-1.292
OSBPL5	2.73925
MMP9	3.45372727272727
KIAA0802	0.24425
DHRS2	-1.696
SGEF	1.122375
TXNDC10	-0.367
EXOC6	0.77725
RPS27	0.606833333333333
PNCK	-1.871
FSTL1	0.15675
AACS	0.61475
SLMAP	0.0613333333333334
SAMD4A	0.3349
ABRA	-0.36675
SMARCD3	-0.036
PKNOX2	-3.016
A4GNT	0.04
C9orf39	-1.58783333333333
RALYL	0.616
MGC33556	-2.468
C10orf25	0.1395
BBOX1	5.65225
NHEDC1	0.02275
XDH	3.4935
GCSH	-1.4645
EDN1	2.48716666666667
MTERF	-0.9365
CLK4	0.118
ZNF799	-0.106666666666667
KCNG1	-2.116375
CXCR4	0.373666666666667
PTPRR	-0.73875
IRAK1	-0.86075
LOC401397	-1.4115
