Hybridization REF	TCGA-A2-A0EU-01A-22R-A056-07
RPL29	-0.611
NR1H3	-0.30825
MPPE1	0.8125
PHACTR3	-0.25
SLC44A2	1.539875
C10orf109	0.429
CLCN6	-1.22825
C16orf59	-1.1505
SQSTM1	1.25
AADAC	-0.19125
LRRC8C	-0.429625
BIN3	-1.498
HPS6	1.24675
MAN2A2	-0.3723
GABPB2	-0.8505
KCND1	-0.773
PTPN11	0.838142857142857
ZNF274	0.031
ATF3	0.854833333333333
C7orf26	-0.26875
C1QL3	0.9205
WDR54	-1.11183333333333
FLJ40869	-0.934833333333333
ZNF397	0.213875
MLL	-0.0975
TTLL6	-1.07575
ANKRD15	-0.307833333333333
KIAA1958	-0.449
C1orf218	1.64275
ZDHHC16	-1.038
DDX47	-0.6705
EVI5L	0.439166666666667
GDF6	-3.5575
TAPBPL	0.856
BTG1	2.1078
DPP4	-0.390375
KLHL23	-1.0215
APOC3	-4.67575
BTBD12	0.691333333333333
CNOT4	0.2355625
HIST1H3I	0.370666666666667
OR5H1	0.747
APEH	-0.21375
TRY1	0.486666666666667
SLC26A8	0.9895
KCNA2	-0.7
TMEM159	2.1765
C6orf81	-0.307333333333333
PCYT1A	1.13316666666667
C6orf157	0.4005
BRMS1	0.25225
CHST1	1.04366666666667
LGALS1	-0.451375
TAF1B	-0.188
FLJ40504	0.67625
GPR173	0.532
COL15A1	1.181375
CASP10	-1.2595
PCMT1	-0.0170714285714286
HDAC5	0.339
LOC641367	-0.37175
EVC2	-0.018
SGPL1	0.408166666666667
GON4L	0.0958571428571429
AFG3L2	-0.6135
C5orf15	0.1935
UBXD1	0.707
LILRB4	0.526666666666667
GSTA4	1.91516666666667
ADIG	-0.284
GRIPAP1	0.075875
HIST1H3B	-0.4165
BTRC	1.7275
USP49	-1.7635
IQCH	0.27675
ACBD6	-0.11475
YEATS2	-1.81075
CABP5	-0.249
TRIM3	1.24625
HNRPM	0.13625
FGG	-5.3794
C18orf16	0.504333333333333
CLEC2B	-1.20925
PQBP1	-0.0988333333333333
JTB	-0.117
REST	1.4335
SLC8A3	-0.387166666666667
TMEM16H	0.28525
MRPL47	0.3325
EVI1	1.0904
MUC1	0.638625
TEAD3	0.491
STOML1	-0.092625
USP24	-0.6523
PNMA5	-1.7505
MAEL	0.315166666666667
LBP	0.245777777777778
HSD17B4	0.641125
SEC31B	-2.13075
IDH2	-0.404
SFRS16	-0.83975
AICDA	-0.7415
RNF180	-1.29025
C1orf56	-0.265666666666667
FLJ10324	-0.796833333333333
GPR148	1.032
MEF2A	0.259833333333333
ASF1B	-0.822833333333333
HTN3	-0.7375
RNF215	0.763
SLC4A3	-0.384666666666667
ADAMTS9	0.9046
C9orf66	2.49833333333333
FOXD3	0.301
GSDM1	-1.06266666666667
IFITM5	0.2155
PODXL2	-1.51116666666667
C1orf176	0.44275
RPS3	-0.5955
hCG_2004593	-0.887875
COL21A1	-0.1
NTNG2	0.350833333333333
RAI14	0.630333333333333
P76	0.7745
LRFN3	0.405875
FAM14B	-0.782375
FKBP14	-0.7575
TNNI3	-3.0015
HOXB3	-0.925875
SGCB	-1.054
PPAPDC3	-0.63975
FRAT1	1.13883333333333
MORN1	0.923833333333333
ARHGEF2	-0.07675
BNIP2	-1.23675
DHX30	-0.4615
EEFSEC	-0.6025
FGF20	1.7655
FLJ38973	0.962714285714286
PLCH2	-0.292083333333333
CCNG2	2.66675
PSPN	0.3985
WDR88	1.402
HOXB13	-3.302
MTMR8	-2.1535
SPAM1	0.114
PPP2R1B	0.00325
TANC1	0.721125
CNN3	2.0477
CHGA	-1.041875
C9orf128	1.15725
CACNA1B	0.382
MMAB	-0.4954
RHOA	0.409833333333333
RAPGEFL1	-0.41875
SLC1A5	-1.2735
CALCA	-0.112875
SYCP1	0.5855
CXCL11	4.69025
GFI1B	-1.73116666666667
PSCD1	0.475
C11orf58	0.8175
MGC45438	3.7715
NUDT18	-0.452666666666667
ASB3	-0.764
ZP1	-2.9615
LPPR2	-0.1343
ZNF527	1.1155
ZNF771	0.947625
TTBK2	-0.069125
TRIM55	-0.227333333333333
GJB3	-1.463
PRSS35	-0.17125
SCRG1	0.11475
ZDHHC24	0.37925
DUSP26	-2.542
C1orf51	1.414375
DNAJC3	0.355666666666667
LITAF	0.88625
ZNF410	0.44625
AFP	-5.2565
ZW10	-0.78025
PHOX2B	0.973
VILL	-0.0505
ELOVL7	0.837125
LOC644186	0.455
PPP3CC	-0.64525
CHST13	-2.884
WDR40B	0.131363636363636
MEA1	0.06375
HILS1	-1.4235
DLX6	-3.03733333333333
NKG7	1.04733333333333
EMP1	1.353
ACTR6	0.7835
CHCHD7	0.552214285714286
COG2	0.6714
TCEA2	-0.7836
TARS	-0.41325
FLJ20294	0.466833333333333
ZNF92	1.464125
TRAPPC2L	-0.1456
ARHGAP28	-0.3645
CCDC109B	0.7825
LGTN	-0.609833333333333
INGX	-0.582333333333333
LOC124446	1.83725
RPS2	-1.23625
C17orf75	-0.258333333333333
NBPF1	0.148
SLC2A8	-0.535
SNRPE	-1.28325
CARD6	-0.68925
IL13RA2	0.858375
CUEDC2	-0.200625
C4orf19	1.311
AOC3	0.81
MTHFD2	-1.01116666666667
OR5M9	0.4065
C4orf38	-0.546333333333333
SS18L2	-0.068
OAS3	1.42683333333333
LARGE	0.812
LRIG3	-0.2825
LIMA1	2.179
STARD3	0.0378333333333333
VPS39	0.39125
CTAGE6	0.278
ODAM	-2.14325
MORF4L2	2.228875
GSTO2	2.20375
MTFMT	-0.4835
PRKAB2	-1.21257142857143
ZNF76	-0.267
HSPB2	2.365
CRB2	-0.75375
KLRK1	-2.8895
LYST	0.693875
UBE2M	-0.272666666666667
SLC16A9	-1.3625
ZNF281	0.533
ST8SIA1	-1.125375
C9orf105	-1.1545
ANKRD46	2.1035
FAM108A3	0.8355
C20orf91	-0.42125
ZYX	-0.2165
RSPH1	2.06925
ZSCAN5	0.1675
RIMS3	-2.31916666666667
KRT76	-0.083
CEACAM4	0.186166666666667
SIRPB1	-0.8125
CFHR4	-1.711
SOX3	-1.33266666666667
GATAD1	-0.251125
C21orf57	-1.7025
TMC8	-1.24866666666667
AVIL	1.26833333333333
LMOD1	2.47925
HIGD1A	0.209125
NEU3	0.0153333333333333
DES	-0.13625
BZW1	0.2019
ZNF221	-1.0625
CCDC27	-0.2025
GDAP1	1.653
RBBP4	0.5075
MGC40499	0.2985
PHKA1	0.72725
PRKAR1A	0.0126666666666667
HSD3B1	-0.65075
RAD52	-1.215
CD207	1.275
LOC389791	0.1055
RSPO1	1.8685
TMEPAI	1.56775
MFSD2	-1.298125
ETV4	-3.89
SCGN	-1.4945
LOC391356	-0.48
MPP1	-1.005
STARD3NL	-0.1725
TFAP2D	0.327
CD2AP	0.792625
CCL20	-4.587
CCDC86	-1.337
ZFP30	-0.02975
CTBP1	-0.0966666666666666
MAK10	0.300666666666667
STXBP5	-0.450333333333333
LOR	0.0571
MAP6D1	0.510875
ARMC7	0.614
TMEM150	-0.0531
NSL1	-0.31625
KIF5A	-1.19714285714286
ASCC2	-0.474666666666667
PSENEN	1.072
OPTC	-1.7585
FCRL2	-1.7036
KBTBD11	-1.152125
PCK1	-2.720875
CENTD3	-1.89725
MEGF8	-0.650625
ALPPL2	-0.264
OBFC2B	0.0641666666666667
ZFYVE20	-0.386125
GALC	0.819666666666667
CTRB2	-0.009
C20orf71	1.50916666666667
TBKBP1	-0.0176666666666667
CAMLG	1.500625
TREML4	0.204
RSAD1	0.2895
TUBA3D	1.1417
KIAA1833	0.8775
PNPLA1	1.041
LRRC34	-1.55916666666667
CDH26	-0.621666666666667
ZNF167	0.1655
ZBTB26	-0.9356
VWF	3.2534
VTN	-1.03716666666667
BAD	1.011
PDS5B	0.937181818181818
ZNF644	1.2515
SH3GLB2	0.046
SMPDL3A	1.1451
NRG2	-1.68425
IL15	-0.1125
GABARAPL1	0.871833333333333
LAT2	-0.5033
SLCO1A2	-2.37866666666667
LIG4	0.376583333333333
GSDMDC1	-0.1675
BMP4	-1.286875
METT10D	0.934125
SYCE1	0.24825
SPANXD	-0.77125
SLC12A9	-0.342833333333333
MC1R	-2.3955
RNF168	-1.296
TRIM69	0.0205
GALNT7	0.510833333333333
ISG20L2	0.07175
KIAA2026	1.0345
TNFAIP8L1	-0.2985
DPY19L2	-0.1175
C12orf63	1.04
PRDX5	0.1365
MED6	-1.286
TXNDC5	-1.566
CD46	0.76975
CCK	-3.604
C17orf48	0.26275
ANUBL1	2.7635
SIT1	-1.8855
TYSND1	0.272666666666667
DEF6	-1.526
GLT8D4	1.4035
UTP14A	0.613625
RPH3AL	2.159
NXF1	-0.296833333333333
TRERF1	0.4925
TUBB3	-1.4053125
SLC24A2	1.5655
SEC22B	0.208166666666667
ZNF653	0.71325
GGTL3	-1.83775
CDKL2	0.79625
CTF8	-0.404083333333333
EPC1	1.0195
CYP4A11	-0.443333333333333
THRSP	4.86766666666667
LELP1	-0.256
TES	1.003
C17orf87	0.863
FERD3L	-0.27025
SH3TC1	-0.2125
RAB36	0.4305
CRYGB	-0.8375
GRIA3	1.4169
BHLHB9	0.4505
C1QTNF9	1.373
GOPC	0.36775
PNPLA8	1.29033333333333
ZNF444	0.6515
FMO1	2.66875
POLR3C	-0.5425
SLC35F3	2.60625
SGCG	-3.3355
DCDC2	-5.4375
NANP	0.25
MGC23270	-0.522
BEX4	0.137916666666667
HYDIN	-0.0117777777777778
RPS6KB2	-1.60425
ADRM1	-0.0878333333333333
BAT3	-0.93125
RAB31	2.5111875
SCGB2A1	6.6005
SLC6A14	-4.595125
DDX4	-1.208
PRRC1	1.06616666666667
AP3B2	-1.87333333333333
TRGV7	0.391833333333333
TMEM184B	0.4355
ADPRHL1	0.551666666666667
C21orf45	-1.109875
ARNTL	0.888375
AADAT	-0.9345
CCL2	1.276
SNTB2	0.0741666666666667
RGS9BP	0.35325
KPNA1	0.66375
TMEM41B	0.114833333333333
S100A11	0.0678333333333333
DOT1L	-1.944
EFHC2	0.553
CLTC	0.2265
SRP9	1.14314285714286
ZNF521	-0.8715
FAM26F	-1.7405
GPR88	2.91583333333333
COL13A1	-1.021
CHMP4B	0.6108
SIGLEC6	1.15483333333333
NFAM1	0.1635
PVRL2	1.388
ALKBH4	-0.148
CCDC93	-0.457125
NXT1	0.69875
KCNK4	0.626
TROAP	-1.99983333333333
KCNA10	-0.5395
CCDC114	0.2655
RAN	-0.0116666666666667
LMTK2	-0.2155
LOC400657	0.333
UFC1	0.6325
UBE1DC1	-1.0055
EEF1A1	-0.296588235294118
CHAC1	-0.294
HMGA2	-5.962
B3GALTL	-0.1835
ING2	0.53425
C1orf109	0.36775
INTS3	0.1405
ZNF558	1.38
TRPM4	1.33483333333333
LTB4R	-2.1375
ISYNA1	-1.128
LSM7	0.13525
LRRC47	-0.3771875
ZNF179	-2.2585
EXDL1	-0.394166666666667
SLC4A10	-1.03025
ACSS2	-0.972333333333333
COPS7B	-0.91
KIAA0040	2.56683333333333
C1orf95	0.7
AP1GBP1	-0.34875
OR9A2	0.123
FAM71C	-0.3628
RIN1	-2.09933333333333
ITGA4	-2.198625
DNAJC6	-0.166333333333333
CLOCK	0.860666666666667
SLC35A4	0.206166666666667
DSG4	1.1875
LOC26010	-0.73275
NSUN2	0.21025
TMEM86B	-1.276
C14orf135	0.04975
KIFC3	-1.87883333333333
PHF5A	-0.356
NCAPH	-2.551375
STK11IP	-0.74575
FLJ42953	0.61875
CCDC19	2.1425
ZNF329	-0.00975000000000001
TAX1BP1	1.24083333333333
ZDHHC18	-0.230833333333333
C10orf88	0.222
TMBIM4	0.8905
NMUR1	0.019
KIR2DS4	0.179375
C9orf90	-0.200625
MGC87631	-1.355
KDR	3.377
ST3GAL2	-1.403125
RLN2	2.506
HPD	-4.20775
MOXD1	-1.62266666666667
PDGFRL	2.1515
SMYD4	-0.475214285714286
FAM103A1	0.7005
MFAP4	-0.440666666666667
LOC285141	-0.789
TMEM45B	1.1485
SMCR7L	-0.410214285714286
GZMH	3.31475
CBLN1	-2.24866666666667
CNNM1	-0.535
PHF17	-1.61191666666667
NUP98	0.34475
RMI1	-0.524
PTPRS	-0.1765
ANKRD57	1.103875
CLDN15	-0.997333333333333
OR51A2	1.185
GUCA2B	5.785
DOCK9	1.57275
ITGB1BP1	-0.877166666666667
DLG2	-0.383875
BRAP	0.41525
SESN3	-0.91675
ZC3H7B	-0.26475
FAM101A	1.07966666666667
FKSG24	0.06625
ZYG11B	-0.289
RFC2	-1.17225
SH2D3A	1.5685
DVL3	0.0529166666666667
ADFP	-1.8515
KRIT1	-0.0345
SERTAD3	2.83616666666667
LEFTY2	-4.13425
KRT27	-0.1715
SCFD2	-0.36775
MN1	-0.80275
RORA	0.635
PTPRD	0.132
PIAS2	-0.3345
CYP4X1	2.8435
FBXL15	0.209
MYH15	-0.244166666666667
CRX	0.234833333333333
TBC1D13	-0.26875
SLC22A17	0.743666666666667
PLK2	-0.333333333333333
ARHGAP9	0.1565
EIF1B	-0.23925
C20orf185	-0.5235
DEFA7P	-0.3615
PRIM1	-2.05816666666667
CRYAA	-1.95325
BACE1	-0.161
AGTRL1	0.332333333333333
ACAD9	-0.087
GRASP	-0.12225
RBP4	-3.6585
TFB2M	-0.371
METTL9	0.5095
ATP5O	-0.6995
SP100	0.6063
CPSF1	-0.955333333333333
S100A4	-0.94575
LIME1	-1.687
GPR137C	0.58875
OR2A2	1.549
C2orf29	-0.3945
NUP188	-1.3315
SDPR	-0.95225
RAI1	0.45425
RPS20	-0.2911
LAMB1	-0.61575
ADM2	0.446666666666667
ZNF229	-2.303
DKFZp434K1815	-1.37125
EPN3	2.5555
CLIC3	-1.1035
MEIG1	-0.75475
HMGB4	-0.349
STARD10	2.517625
KLF8	2.23275
EPB41L2	-0.804666666666667
JMJD6	-0.779375
CTSL1	-0.370666666666667
GPR27	0.35
ELAVL4	1.25228571428571
MMP21	0.3525
PPM1B	0.441125
SUV39H1	-0.8935
AAMP	0.0765
TUSC4	0.746166666666667
MBD6	-0.14125
KLK13	-1.76775
FMNL3	0.343666666666667
TRIM13	0.573833333333333
C15orf5	-0.86275
IQCF1	0.177571428571429
CACNG8	0.108
SLC35D3	0.370833333333333
ZDHHC9	0.2015
ODF3L1	0.343
C9orf86	-0.9895
TSEN2	-0.511
C17orf64	0.26675
SEPX1	0.5406
TSPO	0.096
SYMPK	-0.7705
ADORA1	-0.26325
TSPAN10	0.125375
SEMA6C	-0.9265
RTTN	-1.1228
IL2	0.4384
ARRDC3	-0.00533333333333332
TBPL1	-1.21816666666667
STX12	1.0225
MRPL39	-0.82675
OR8H3	-0.3285
IFIT5	2.24383333333333
CASC5	-2.65525
FAM46A	0.0715
HPCAL1	-0.33925
CYLC1	0.6705
VGLL2	-0.158
C20orf191	0.87
CDH1	3.40358333333333
ITPA	-0.011
CCDC101	1.294
D15Wsu75e	-1.007
EDA	-2.68525
CREG1	-0.798
OR7G2	0.136
SAP18	1.36533333333333
IFIT1	2.89675
CALML3	-0.153333333333333
FLJ37440	1.5765
FNDC5	1.41975
SERPINB6	-0.0176428571428571
JUNB	1.9878
SYS1	2.10625
SCN2A	0.3274
ZKSCAN5	-0.3977
WNT7A	-0.2985
TSHZ3	2.296
RNF148	0.665
H6PD	-0.13825
CAD	-2.14716666666667
ZNF449	0.69375
DOCK10	-0.446
FAIM2	0.697833333333333
HEXDC	0.14075
PRB1	-0.0855
C14orf148	-1.0135
ETHE1	1.09975
IRF5	1.0438
GNMT	2.00633333333333
MGC16291	-2.40425
RPAIN	0.0415
CAGE1	-0.306
CNTNAP3	-3.198375
ACTR1B	-1.446
EEF1E1	-0.978
MSX1	0.82375
ESF1	0.3389
HSPC171	0.47225
MRPL2	-0.186833333333333
RDH12	-0.812666666666667
CELP	-1.5755
METRNL	0.263
C10orf116	4.624
C19orf48	-1.226
ZNF346	-0.43675
NCR1	-2.927
C10orf64	0.46
CD52	-0.40675
VPS18	1.30625
AP4S1	-0.822666666666667
NPBWR1	0.406
TPK1	0.78975
UBA52	-0.606222222222222
RIPK1	1.0535
CPNE3	1.3168
HSPC159	-0.343125
C8orf38	1.019
LRRC4B	-1.365
PARP10	0.3585
ANKRD50	2.23225
CXCL9	6.20025
FGF18	0.983181818181818
EIF2A	-0.32825
SLC20A2	1.71
KIAA1549	0.916
SPINT1	2.3747
ZNF584	-0.2075
CRBN	0.6115
ABCF3	-0.218833333333333
NCBP1	-0.823166666666667
PLA2G4F	1.519
PCDH10	-0.668875
TTC21A	0.36
C20orf144	0.1555
FGFR1OP2	0.256333333333333
SLC9A1	0.1957
CHRND	0.816
FOXF1	-2.7675
KIAA1467	2.067
TPO	0.048
LTF	-0.101071428571429
DNAJB9	1.1525
MRPS27	-1.11525
bA16L21.2.1	0.54175
WBP2	0.432
MRGPRX3	-2.5735
PRPF18	0.45925
C10orf58	1.16975
SMOC1	-3.4323
ADAT3	0.4635
TMEM138	-0.38725
TMEM131	-0.62725
TIMM8B	0.87125
MYH7	-0.741333333333333
ST6GAL2	1.11775
KIF1C	-0.02625
SUHW2	-1.7555
PAPSS1	1.4835
CABP2	-0.0705
HOXA4	-2.149
ELF2	0.19425
SEMA3D	1.097
MC5R	-0.0765
OGFR	0.1125
FLJ30092	1.03433333333333
TGFA	-0.4193
MMP17	0.00125
KIF15	-3.0125
CHIA	1.2195
CATSPER3	0.623
CEACAM7	1.96475
PADI2	0.03575
HOXA9	-0.0836666666666667
LNX2	1.11833333333333
TMEM144	2.94575
HIF1AN	0.16175
METTL7A	-0.7072
C6orf165	2.14683333333333
KIAA1468	0.32275
DSG3	-1.5855
ZNF180	0.708166666666667
EIF4E3	0.875125
SLC46A1	0.061625
DKK1	-5.50433333333333
ZNF205	0.693666666666667
LOC162073	2.26244444444444
COX7A1	4.65425
MAGEA1	-5.40583333333333
NEDD8	-0.373083333333333
KLHDC5	1.23666666666667
C3orf19	0.536666666666667
MRPS2	-1.4825
POLR3H	0.126428571428571
ABHD11	1.5012
TMEM17	1.34325
PAIP2B	-2.5426
MAT1A	-2.329
LGI3	-0.672
THUMPD2	-0.42
TKTL2	0.6955
XAGE3	-2.388
CALM3	0.121
C6orf136	-0.668
KCNC4	-0.707166666666667
RGS9	-0.5435
ACIN1	-0.6
SPATS1	-0.8915
XKR8	0.141
FAM84A	2.58566666666667
MS4A7	5.95990909090909
AGXT2L2	0.1015
OR1F1	-0.0405
SMAP1L	-0.603083333333333
IPO11	0.51425
ZC3H11A	-0.7224375
C1orf151	0.975
RNASEH2A	-0.55875
CCR10	-1.451
TXNDC11	0.444833333333333
TMEM112	1.431875
MAP1B	-0.994857142857143
NVL	-0.63475
PKM2	-1.5695
ARC	0.225
NUP54	-0.9135
PPFIBP2	0.7875
STAT2	0.0225
PTAFR	2.30933333333333
ROBO2	-0.093625
RNF40	0.5385
CCDC135	-1.84933333333333
IFT81	0.2678
MORF4	-0.17275
TM7SF3	-0.83625
OR10H3	0.5315
ABP1	-0.324875
CHRD	0.566625
PLEKHA8	-1.10433333333333
NCALD	3.00766666666667
OR5AK2	0.161
ACCN1	0.59
SLITRK1	-1.24166666666667
ARMET	-0.103
C9orf52	-0.24125
REEP4	-1.381
MTSS1	1.269375
ADH1B	2.92033333333333
DLD	-0.30425
CDK5	-0.552
PPFIA1	0.3629375
WFDC3	1.533
DNAJB12	0.784214285714286
RANGRF	0.715
MLANA	-5.01125
AMY2B	0.955
KIAA0319	1.08175
RPS7	-1.2025
JAK3	-0.936555555555555
ARFGEF1	2.648
CXCL5	0.268833333333333
TRAPPC4	0.3175
CETN2	1.5315
HSPC111	-0.99825
RHOBTB3	-1.2117
PHLPP	-0.334
RGS10	1.28975
TMEM58	0.92625
CHERP	0.617
HSP90AB3P	-0.0345
FSTL3	-0.745
PEX11A	1.813
OR5V1	0.8015
FCN3	1.6415
PTPN3	0.440375
NPTX1	-4.656875
C21orf84	0.04175
C11orf51	0.056875
ZBED2	0.69325
FLJ90757	1.00075
NPY2R	0.91925
PLD3	0.20975
SYT17	4.13983333333333
SGSM2	-0.41375
OR1A2	-0.81675
FOXP1	1.754875
SLC5A1	-0.149
POFUT1	-0.448
EPHB6	-3.68083333333333
MYO1G	-2.497
STAC	-1.8826
KLHL17	-0.556166666666667
RGMA	-0.5699
TJP2	-0.33
FAM114A1	0.039
SERINC1	1.35433333333333
SLC9A8	0.04975
PEX19	0.449375
EDN2	1.751
PSMD7	-0.632444444444444
C3orf41	-0.16525
UQCR	0.534375
PPP1R3C	1.94825
LRP4	-2.799
TM2D1	0.5655
TTC17	0.996125
C4BPB	-4.3935
CCL25	0.19925
ZNF253	0.324166666666667
CHRNA9	2.21775
SOX11	-1.4435
HIVEP3	0.77
CGN	3.07141666666667
C3orf35	0.00687499999999999
PKD2L1	1.1495
SYVN1	0.2515
PDE8B	-0.220125
LOC439951	-0.1155
LTC4S	2.778
MIF4GD	0.2535
SMARCA2	1.43375
TUBGCP6	-1.05666666666667
CABLES1	0.43825
C16orf77	0.895
ZNF791	0.54025
FUT5	-1.7635
ADH6	-3.2362
P4HB	0.1985
CLDND2	-1.6835
ALKBH8	1.1415
PLAC4	-0.97925
F11R	-0.260428571428571
MGC35295	3.12083333333333
PDZD4	-0.5104
LOC389073	-1.79175
FAM80B	0.650166666666667
PSMB1	-0.183
TXN	-0.840666666666667
VIPR1	2.0729
WBSCR18	0.0423
EXOSC6	-0.832
ACTA2	3.17766666666667
SP5	-4.05125
ANKRD1	-3.56633333333333
DDR1	1.9699
ATP6V1D	0.366
PTGS1	-0.876333333333333
RNF157	-1.7575
DCC	1.513
SPAG7	0.85125
FBXO18	-0.49775
UBE3C	-0.2847
HOXC6	0.38175
LRP2BP	0.579
MYST2	0.18475
PDSS2	0.1545
ATE1	0.3135
ARAF	-0.98375
KLF10	1.685
PLA2G2E	0.22425
ASCL1	-1.24533333333333
TSNAXIP1	0.61425
FAM131B	0.147142857142857
IFNA10	4.941
NUP43	-0.44275
FAM44B	0.639875
L1TD1	-6.16183333333333
NMD3	0.101416666666667
C18orf54	-1.7378
PHOSPHO1	-0.3865
RAG2	-0.825
EMILIN3	0.053
METTL3	-0.83425
VPS13C	0.13925
REXO2	-1.081
ANXA4	0.15325
CA1	-1.172
DCP1B	0.9595
TULP3	-0.451333333333333
ATP2A2	0.259857142857143
ATIC	-0.794
ADAM15	-1.17391666666667
NPL	1.0975
LGR4	1.38025
UEVLD	1.62416666666667
GAB1	1.8205
SNAI2	-0.0216666666666667
ZGPAT	0.5813
SNF1LK	-0.1715
DLEU1	-1.62425
UBE2Q1	0.519
ZMYM6	0.55875
JPH3	-1.36
FAM38A	-1.026
PXK	-0.303166666666667
DENND2D	2.3945
BAX	-1.25841666666667
CP	-5.01927272727273
RPL37	-0.9998
G6PC3	0.782625
NCOA4	0.265833333333333
LRRC14	0.86225
GORASP1	0.3975
FCHO2	1.07275
CYP24A1	-3.4642
FXYD3	3.174375
SMARCAL1	-0.313
ABCB8	0.407833333333333
CCDC44	-0.1365
PRDM7	-3.10266666666667
USH1C	-1.484
DNAH5	1.582
SRF	-0.35925
MAL2	2.822
PGPEP1	-0.112333333333333
SIN3B	0.15175
SEMA3C	1.6645
GRAMD3	1.71575
FBXO10	-0.48925
OR5D13	-1.398
FLJ31818	0.142875
CACNA1I	-0.151125
S100A13	0.4435
TP63	0.119615384615385
ANXA11	0.0847
WDR66	1.85275
CSF2RB	0.165
IFI44	0.24575
DACT1	2.16366666666667
ANKRD23	-1.37025
ATP5G1	-0.352333333333333
C21orf70	-1.7925
PPWD1	-0.96675
DNAJC13	-0.173
PAH	-4.87216666666667
PTCH2	1.244
TRMU	-1.26375
CCDC9	1.3825
USP3	-0.1499
DCLRE1C	0.3126
FAM55C	0.26525
FRMD4B	1.97425
CYP2R1	-1.1395
RFPL1	0.481
XPO5	-0.7615
ARL6IP2	0.1515
OSBPL5	0.8255
MMP9	3.37854545454545
KIAA0802	0.892625
DHRS2	3.07683333333333
SGEF	2.952375
TXNDC10	-0.3178
EXOC6	0.92925
RPS27	-0.109833333333333
PNCK	-1.06016666666667
FSTL1	-0.35025
AACS	0.6685
SLMAP	0.822666666666667
SAMD4A	-0.72
ABRA	-0.64375
SMARCD3	-1.04
PKNOX2	-3.859
A4GNT	0.036
C9orf39	-0.863
RALYL	-0.17075
MGC33556	-3.36
C10orf25	-0.609
BBOX1	1.606
NHEDC1	0.50275
XDH	-1.985
GCSH	-0.1495
EDN1	-0.522
MTERF	-0.84925
CLK4	1.400875
ZNF799	1.97366666666667
KCNG1	-2.705
CXCR4	-0.3275
PTPRR	-2.60175
IRAK1	-0.366875
LOC401397	-0.92425
TMSB10	-0.6755
CXCL3	-2.8615
TMC4	2.4235
OR7A10	0.635
STYK1	3.769
CHRNA10	-0.17675
CCNI	0.38825
EP300	1.41264285714286
LOC165186	-0.565
HIC2	-2.68075
SDR-O	-1.1045
OR2W1	0.7445
KCNA6	-1.3035
TRIM74	-2.356
REEP6	-0.11525
ATP5G2	0.27625
ERG	0.94775
TMEM42	-0.8055
PARN	1.00916666666667
SOD2	-0.061125
DIRAS1	-1.04733333333333
PNPT1	-1.4455
JOSD3	-1.42125
hCG_40738	-0.5525
PDE1C	-2.07175
SEMA4D	-0.47475
AGPAT1	0.111333333333333
NOSTRIN	1.652875
MAP3K3	-0.887833333333333
MAX	0.344
CAPS	2.5675
SERPINA12	0.0125
OSBPL8	0.60525
RICS	2.2146
NR4A2	1.30566666666667
PPCS	1.6345
LONP1	-1.03025
SCYL3	1.254
HERC2P2	-0.5015
FIBCD1	-0.887
C15orf41	-0.55975
DMC1	-1.45266666666667
C20orf27	-1.30775
RPS6KA5	1.2872
FAHD1	0.719
SLC12A4	-0.751
BRCA1	-1.10191666666667
GBL	0.1555
SLK	0.892666666666667
NUDT9P1	-2.035
NOXO1	3.644
USP52	-1.03075
BAZ1B	-0.17075
SLCO2B1	1.606
BBS12	1.50183333333333
LRGUK	-0.2525
TERF2IP	0.49575
COL1A1	5
KIAA0090	0.593625
GRK5	0.214
AP1S2	-2.152
TMEM52	-0.933333333333333
CA11	-1.275375
OR4A15	0.437
ACBD3	1.2781
SPAG11B	0.85075
PRDM2	0.9253
FOXP3	-0.69225
SMYD3	-1.2183
LOC389199	0.103
LGI2	1.08566666666667
NAPE-PLD	-0.0678
ANKRD6	0.194
WDR45	0.444
SHROOM1	-2.14825
PSCD3	0.27
PYY	1.049
KCNC1	3.3505
ARHGEF9	0.5099
OR8J1	-0.28575
GPR55	-0.3375
NS3BP	-2.2065
C10orf22	0.684166666666667
NAT8L	3.40075
DUSP4	-2.25266666666667
FOXM1	-2.46783333333333
GRAMD2	1.204
ZBTB48	-0.286166666666667
BUD31	-0.554
PABPC5	5.921
CCDC41	0.39175
FBXO11	-0.1365
C6orf148	-1.9485
RFXAP	-1.125
C6orf15	0.1435
CDK8	-0.740666666666667
C6orf70	0.356125
TESSP2	-0.285
ALG2	0.272
PPP1R3D	2.731
TPM3	0.7355
SYT13	4.92675
EPB42	-1.13583333333333
CETN3	0.03825
PRY	-0.155
NTHL1	-0.628333333333333
POLR2B	0.7985
RPS28	0.03775
P2RX3	-0.017
LYZL4	0.8395
WBP4	0.114
PMM1	-0.2655
C11orf79	0.38125
CBLL1	-0.917
IL1F10	0.449333333333333
VAX2	2.7035
SETDB1	-0.225833333333333
LRAP	-3.8495
GCLM	-0.370833333333333
CPEB3	2.4135
PPM1A	1.0318125
INTS1	-1.2565
CAMTA1	0.463166666666667
SAMSN1	-1.57675
LOC158830	-2.12983333333333
GMPPA	-1.131875
AIPL1	-0.667666666666667
IL24	-0.454416666666667
BDKRB1	-0.522333333333333
MLF1	0.4328
TAF12	-0.129
ID1	-2.581625
THADA	-0.452625
PIK3CB	0.25725
OR4N5	0.473
