Hybridization REF	TCGA-AO-A0JI-01A-21R-A056-07
KRT27	-0.9905
SCFD2	-0.04925
MN1	-1.849
RORA	1.3675
PTPRD	-1.484
PIAS2	0.3445
CYP4X1	1.64233333333333
FBXL15	0.24925
MYH15	-0.292
CRX	0.0716666666666667
TBC1D13	0.41925
SLC22A17	0.246666666666667
PLK2	0.394
ARHGAP9	0.6215
EIF1B	1.09075
C20orf185	0.08575
DEFA7P	0.2975
PRIM1	-0.679833333333333
CRYAA	-1.6765
BACE1	0.80825
AGTRL1	-0.00739999999999998
ACAD9	-0.00487500000000002
GRASP	-0.27175
RBP4	-3.11966666666667
TFB2M	0.3475
METTL9	-0.1383
ATP5O	-0.0205
SP100	0.1339
CPSF1	-1.5905
S100A4	-1.35475
LIME1	-1.79675
GPR137C	0.89025
OR2A2	-0.0675
C2orf29	-0.2035
NUP188	-1.91775
SDPR	1.84125
RAI1	-1.07475
RPS20	0.3051
LAMB1	-1.6965
ADM2	-0.3192
ZNF229	-0.49975
DKFZp434K1815	-1.4105
EPN3	2.1485
CLIC3	-2.5915
MEIG1	1.98175
HMGB4	0.114
STARD10	1.276
KLF8	0.30125
EPB41L2	-1.567
JMJD6	-1.11816666666667
CTSL1	0.377166666666667
GPR27	-0.099
ELAVL4	0.286
MMP21	0.1705
PPM1B	1.303125
SUV39H1	-1.37425
AAMP	-0.61025
TUSC4	1.1045
MBD6	0.459
KLK13	-2.6558
FMNL3	-0.4094
TRIM13	0.1925
C15orf5	-0.45225
IQCF1	-0.225166666666667
CACNG8	0.00600000000000001
SLC35D3	0.134166666666667
ZDHHC9	0.639
ODF3L1	-0.3225
C9orf86	-1.4205
TSEN2	-0.407
C17orf64	-0.36425
SEPX1	-0.7575
TSPO	0.0846666666666667
SYMPK	-0.383
ADORA1	-1.31275
TSPAN10	-0.723
SEMA6C	-1.04666666666667
RTTN	-0.640444444444444
IL2	0.708
ARRDC3	-0.281666666666667
TBPL1	-1.46483333333333
STX12	1.06025
MRPL39	0.3785
OR8H3	1.27
IFIT5	2.35083333333333
CASC5	-2.232875
FAM46A	-1.53166666666667
HPCAL1	-1.2345
CYLC1	1.6545
VGLL2	-0.2235
C20orf191	1.14525
CDH1	2.33675
ITPA	-0.09225
CCDC101	0.4245
D15Wsu75e	-0.36575
EDA	-0.64675
CREG1	-0.13675
OR7G2	-0.185
SAP18	1.30358333333333
IFIT1	3.1935
CALML3	0.919166666666667
FLJ37440	0.8175
FNDC5	1.49225
SERPINB6	0.864
JUNB	-0.6316
SYS1	2.05975
SCN2A	0.0546000000000001
ZKSCAN5	-0.5005
WNT7A	-0.4845
TSHZ3	3.06475
RNF148	-0.110333333333333
H6PD	-1.148375
CAD	-1.74833333333333
ZNF449	0.39975
DOCK10	-0.3365
FAIM2	-0.249833333333333
HEXDC	-0.6805
PRB1	0.8155
C14orf148	1.745
ETHE1	0.367
IRF5	1.2597
GNMT	3.80516666666667
MGC16291	-3.02825
RPAIN	0.111285714285714
CAGE1	0.9425
CNTNAP3	-2.785
ACTR1B	-0.599
EEF1E1	-0.26
MSX1	-0.261625
ESF1	0.3938
HSPC171	0.71825
MRPL2	-0.982
RDH12	-0.706666666666667
CELP	-0.8345
METRNL	0.6825
C10orf116	5.2525
C19orf48	-1.181
ZNF346	-0.700875
NCR1	-0.039
C10orf64	0.9015
CD52	0.87725
VPS18	0.561125
AP4S1	0.2335
NPBWR1	-0.2275
TPK1	2.20675
UBA52	-0.660111111111111
RIPK1	-0.130166666666667
CPNE3	1.717
HSPC159	1.08175
C8orf38	2.02375
LRRC4B	-1.4695
PARP10	-1.129
ANKRD50	2.1795
CXCL9	7.33225
FGF18	-0.875454545454545
EIF2A	-0.266875
SLC20A2	1.0295
KIAA1549	0.807416666666667
SPINT1	2.7738
ZNF584	-0.3255
CRBN	1.04633333333333
ABCF3	-0.436333333333333
NCBP1	0.161666666666667
PLA2G4F	-0.225166666666667
PCDH10	-0.611125
TTC21A	0.284
C20orf144	0.506
FGFR1OP2	-0.0293333333333333
SLC9A1	0.0623
CHRND	-0.8085
FOXF1	-2.34225
KIAA1467	2.8225
TPO	0.224
LTF	1.85957142857143
DNAJB9	0.50025
MRPS27	-0.5465
bA16L21.2.1	1.36175
WBP2	0.377
MRGPRX3	-1.818
PRPF18	1.51425
C10orf58	2.4015
SMOC1	-2.6235
ADAT3	-0.655833333333333
TMEM138	-0.4675
TMEM131	0.154375
TIMM8B	1.58975
MYH7	-0.435833333333333
ST6GAL2	0.016875
KIF1C	-0.034
SUHW2	-1.264
PAPSS1	1.31475
CABP2	0.3955
HOXA4	-1.41625
ELF2	0.5985
SEMA3D	-0.0884
MC5R	0.4195
OGFR	-0.3545
FLJ30092	0.508
TGFA	0.4763
MMP17	-0.9835
KIF15	-1.83775
CHIA	0.083
CATSPER3	0.827
CEACAM7	-0.469583333333333
PADI2	-0.37825
HOXA9	-0.630833333333333
LNX2	0.450666666666667
TMEM144	4.1985
HIF1AN	-0.3125
METTL7A	0.0357
C6orf165	3.947
KIAA1468	0.927
DSG3	0.2325
ZNF180	1.293
EIF4E3	2.32925
SLC46A1	0.133375
DKK1	-6.0625
ZNF205	-0.302
LOC162073	-1.36072222222222
COX7A1	5.92225
MAGEA1	-4.2934
NEDD8	0.476333333333333
KLHDC5	0.124833333333333
C3orf19	0.0398333333333333
MRPS2	-1.5635
POLR3H	0.433928571428571
ABHD11	1.2434
TMEM17	2.72725
PAIP2B	2.7914
MAT1A	-4.31
LGI3	-0.5765
THUMPD2	0.211
TKTL2	0.214
XAGE3	-1.633
CALM3	1.4775
C6orf136	-1.01116666666667
KCNC4	-0.323166666666667
RGS9	-0.476166666666667
ACIN1	-1.51933333333333
SPATS1	-0.72675
XKR8	-0.3345
FAM84A	4.93233333333333
MS4A7	4.81590909090909
AGXT2L2	-0.2455
OR1F1	0.173
SMAP1L	-0.244666666666667
IPO11	0.906625
ZC3H11A	-0.270375
C1orf151	-0.2185
RNASEH2A	-1.33375
CCR10	-2.033
TXNDC11	-0.24825
TMEM112	-0.312375
MAP1B	-1.1
NVL	-0.67075
PKM2	-1.31125
ARC	-0.61175
NUP54	-0.34
PPFIBP2	-0.256833333333333
STAT2	0.635375
PTAFR	1.12566666666667
ROBO2	-1.015375
RNF40	-1.049
CCDC135	-1.5285
IFT81	0.0947777777777778
MORF4	0.32775
TM7SF3	0.565875
OR10H3	0.0235
ABP1	0.169875
CHRD	0.287428571428571
PLEKHA8	-1.74716666666667
NCALD	1.22827272727273
OR5AK2	0.79725
ACCN1	0.448
SLITRK1	-0.4585
ARMET	0.1105
C9orf52	3.63525
REEP4	-1.4905
MTSS1	0.436
ADH1B	2.49933333333333
DLD	0.38875
CDK5	-0.207
PPFIA1	-0.386
WFDC3	3.23225
DNAJB12	0.806714285714286
RANGRF	0.966
MLANA	-4.25
AMY2B	-0.70225
KIAA0319	-2.05414285714286
RPS7	-0.27
JAK3	-0.558
ARFGEF1	2.79825
CXCL5	0.251416666666667
TRAPPC4	0.97575
CETN2	1.1025
HSPC111	-0.258
RHOBTB3	0.1862
PHLPP	-0.6745
RGS10	1.22575
TMEM58	1.4665
CHERP	-0.495875
HSP90AB3P	-0.903833333333333
FSTL3	-0.352833333333333
PEX11A	3.5115
OR5V1	0.5525
FCN3	-0.479
PTPN3	-0.536375
NPTX1	-0.21875
C21orf84	-1.098
C11orf51	-0.040125
ZBED2	0.429
FLJ90757	-1.5255
NPY2R	1.1325
PLD3	-1.011
SYT17	2.60333333333333
SGSM2	-1.5075
OR1A2	0.48875
FOXP1	1.129625
SLC5A1	-0.418666666666667
POFUT1	-0.2613
EPHB6	-3.18416666666667
MYO1G	-2.083
STAC	-2.16366666666667
KLHL17	-2.00166666666667
RGMA	0.336
TJP2	-0.2419
FAM114A1	-0.1595
SERINC1	1.99058333333333
SLC9A8	0.190375
PEX19	0.74625
EDN2	-2.44625
PSMD7	-1.13544444444444
C3orf41	-2.9885
UQCR	0.503875
PPP1R3C	-3.714
LRP4	-1.86833333333333
TM2D1	0.20675
TTC17	0.020625
C4BPB	-0.521125
CCL25	0.42325
ZNF253	0.572333333333333
CHRNA9	4.19375
SOX11	-2.841
HIVEP3	0.1385
CGN	3.32091666666667
C3orf35	-0.4985
PKD2L1	0.436
SYVN1	-0.659875
PDE8B	2.609
LOC439951	-1.24725
LTC4S	2.858
MIF4GD	0.0651666666666667
SMARCA2	1.4585625
TUBGCP6	-0.8565
CABLES1	0.303375
C16orf77	0.383833333333333
ZNF791	0.001
FUT5	-2.196
ADH6	-1.39483333333333
P4HB	-0.59
CLDND2	-1.052
ALKBH8	0.88625
PLAC4	-1.47775
F11R	-0.100571428571429
MGC35295	1.39016666666667
PDZD4	-0.9858
LOC389073	0.161
FAM80B	0.0085
PSMB1	-0.654125
TXN	-0.450666666666667
VIPR1	0.572444444444444
WBSCR18	0.7863
EXOSC6	-1.66166666666667
ACTA2	3.13983333333333
SP5	-3.85458333333333
ANKRD1	-1.92025
DDR1	1.736
ATP6V1D	0.768
PTGS1	0.00266666666666669
RNF157	-0.85625
DCC	1.14133333333333
SPAG7	-0.11275
FBXO18	-1.06975
UBE3C	-0.4788
HOXC6	-0.328
LRP2BP	-0.0736666666666667
MYST2	-0.15125
PDSS2	0.68575
ATE1	0.671
ARAF	-1.4885
KLF10	-0.6615
PLA2G2E	0.59675
ASCL1	3.35866666666667
TSNAXIP1	1.43525
FAM131B	0.5295
IFNA10	1.377
NUP43	-1.105875
FAM44B	0.542
L1TD1	-4.38716666666667
NMD3	0.00083333333333332
C18orf54	0.9287
PHOSPHO1	0.238
RAG2	-0.6325
EMILIN3	-0.421
METTL3	-0.2095
VPS13C	1.201875
REXO2	-1.10675
ANXA4	0.335
CA1	-1.759
DCP1B	1.05625
TULP3	-1.1905
ATP2A2	-0.196428571428571
ATIC	-0.85675
ADAM15	-0.961583333333333
NPL	0.8535
LGR4	-0.070125
UEVLD	1.09383333333333
GAB1	1.91425
SNAI2	-0.894833333333333
ZGPAT	-0.547
SNF1LK	-0.001
DLEU1	-1.17875
UBE2Q1	-0.2955
ZMYM6	-0.107375
JPH3	-2.33016666666667
FAM38A	-1.54491666666667
PXK	0.713
DENND2D	1.53875
BAX	-1.22933333333333
CP	-3.2383
RPL37	0.1469
G6PC3	1.69025
NCOA4	0.491166666666667
LRRC14	-0.45875
GORASP1	-0.47025
FCHO2	0.452125
CYP24A1	-4.1842
FXYD3	3.5435
SMARCAL1	-0.39175
ABCB8	-0.128666666666667
CCDC44	-0.5445
PRDM7	-2.79275
USH1C	-2.154
DNAH5	0.0484
SRF	0.05775
MAL2	2.47433333333333
PGPEP1	0.148333333333333
SIN3B	-1.6395
SEMA3C	1.33683333333333
GRAMD3	0.5145
FBXO10	-0.696625
OR5D13	null
FLJ31818	0.412
CACNA1I	-1.28375
S100A13	-0.134
TP63	0.835
ANXA11	-0.5976
WDR66	2.530625
CSF2RB	-0.1295
IFI44	0.781
DACT1	-0.329833333333333
ANKRD23	-1.05385714285714
ATP5G1	-1.15366666666667
C21orf70	-0.658666666666667
PPWD1	-0.90025
DNAJC13	-0.44075
PAH	-3.41883333333333
PTCH2	0.4695
TRMU	-1.4635
CCDC9	-0.0945
USP3	-1.0337
DCLRE1C	-0.202
FAM55C	0.94575
FRMD4B	0.78975
CYP2R1	1.43975
RFPL1	-0.9819
XPO5	-0.95875
ARL6IP2	-0.3955
OSBPL5	1.14775
MMP9	1.61118181818182
KIAA0802	0.552625
DHRS2	-2.74883333333333
SGEF	0.85575
TXNDC10	0.2502
EXOC6	2.51925
RPS27	0.576666666666667
PNCK	-1.4235
FSTL1	-1.845
AACS	-0.32325
SLMAP	1.6245
SAMD4A	-0.064
ABRA	0.75
SMARCD3	2.275
PKNOX2	-0.669833333333333
A4GNT	0.9825
C9orf39	-0.815833333333333
RALYL	0.59575
MGC33556	-2.2075
C10orf25	-0.261
BBOX1	1.021
NHEDC1	3.11275
XDH	-1.864
GCSH	-0.4815
EDN1	0.862166666666667
MTERF	-0.6135
CLK4	1.46325
ZNF799	0.2565
KCNG1	-2.14225
CXCR4	-0.396
PTPRR	-2.558
IRAK1	-0.563875
LOC401397	0.2965
TMSB10	0.167785714285714
CXCL3	-3.8344
TMC4	2.1175
OR7A10	0.119
STYK1	0
CHRNA10	-0.7705
CCNI	0.2745
EP300	1.25557142857143
LOC165186	0.134333333333333
HIC2	-2.803
SDR-O	-1.236
OR2W1	0.8745
KCNA6	-0.263
TRIM74	-2.13175
REEP6	-0.32375
ATP5G2	0.194
ERG	1.0065
TMEM42	1.01975
PARN	-0.0825
SOD2	-1.1240625
DIRAS1	0.3385
PNPT1	-0.66675
JOSD3	-0.716
hCG_40738	0.061
PDE1C	-2.896
SEMA4D	-0.35375
AGPAT1	-0.241833333333333
NOSTRIN	0.9395
MAP3K3	-1.1635
MAX	0.883285714285714
CAPS	1.57866666666667
SERPINA12	0.357
OSBPL8	-0.39975
RICS	1.17811111111111
NR4A2	0.322666666666667
PPCS	1.165
LONP1	-2.16025
SCYL3	1.7325
HERC2P2	-1.66816666666667
FIBCD1	-0.688
C15orf41	-0.1955
DMC1	-2.25566666666667
C20orf27	-0.8495
RPS6KA5	1.3774
FAHD1	1.01183333333333
SLC12A4	-1.614
BRCA1	-1.15691666666667
GBL	-1.19675
SLK	1.08466666666667
NUDT9P1	0.852
NOXO1	5.8705
USP52	-0.415
BAZ1B	-0.411625
SLCO2B1	2.702
BBS12	1.57833333333333
LRGUK	-1.07166666666667
TERF2IP	0.002
COL1A1	2.399
KIAA0090	0.308125
GRK5	-0.979333333333333
AP1S2	-1.4722
TMEM52	-2.01833333333333
CA11	-0.4555
OR4A15	0.287
ACBD3	1.8084
SPAG11B	0.797375
PRDM2	0.6612
FOXP3	0.091
SMYD3	-0.8483
LOC389199	-0.495
LGI2	0.456166666666667
NAPE-PLD	-0.4224
ANKRD6	-0.5545
WDR45	0.0798333333333333
SHROOM1	-2.6575
PSCD3	-0.311
PYY	-0.5645
KCNC1	3.8945
ARHGEF9	0.707
OR8J1	0.19725
GPR55	1.0022
NS3BP	-3.276
C10orf22	1.02166666666667
NAT8L	2.66875
DUSP4	0.0463333333333333
FOXM1	-1.94616666666667
GRAMD2	0.600666666666667
ZBTB48	-1.1455
BUD31	0.103
PABPC5	1.3395
CCDC41	0.23925
FBXO11	0.5285
C6orf148	0.70725
RFXAP	-0.77725
C6orf15	0.339
CDK8	-1.3665
C6orf70	0.306625
TESSP2	0.2235
ALG2	0.69
PPP1R3D	1.1345
TPM3	0.769055555555555
SYT13	2.45375
EPB42	-1.06066666666667
CETN3	0.35175
PRY	-0.196
NTHL1	-0.56
POLR2B	0.383
RPS28	-0.0371666666666667
P2RX3	-0.1465
LYZL4	0.5415
WBP4	0.2918
PMM1	-0.393
C11orf79	0.698
CBLL1	-0.1485
IL1F10	-0.0983333333333333
VAX2	-0.241
SETDB1	-0.171333333333333
LRAP	-3.507
GCLM	-0.244166666666667
CPEB3	2.705
PPM1A	1.6833125
INTS1	-1.80175
CAMTA1	0.343583333333333
SAMSN1	0.6925
LOC158830	-1.638
GMPPA	-1.825875
AIPL1	0.185
IL24	0.201
BDKRB1	-1.64166666666667
MLF1	2.1293
TAF12	-0.443
ID1	-2.57975
THADA	-0.216
PIK3CB	0.353
OR4N5	-0.199
TBC1D17	-0.975666666666667
COX8A	0.4495
CDCA4	-2.29325
C2orf44	-1.77775
ZNF534	0.215
IMMP1L	0.60525
NIPSNAP3B	0.409625
FTMT	0.323375
PWP2	-1.75883333333333
MMP15	-1.5694
DNAH11	-1.5745
MTMR14	-1.07575
DNAL4	0.2615
IPP	0.081
TMEM59	1.651375
C1orf157	0.7045
RGS4	-0.218333333333333
DDX18	-0.810333333333333
SNX6	0.1675
ZNHIT2	0.5985
NCDN	-0.5605
FLJ33534	0.697
RAG1	-1.31714285714286
OR4D10	-0.4295
PTPN5	-0.154666666666667
POMT1	0.98225
LRRC8A	-0.2302
CYP1A1	-2.128
CAPN1	-2.032
DDHD2	2.978625
GRIK2	-0.146
GNRHR	0.947
PPBP	0.8045
HTR3A	-1.71725
SLITRK4	-0.42425
ANKRD49	0.6945
BTF3	0.743
SARS	-1.33125
C13orf18	-0.257
CACNB1	-0.632142857142857
QKI	-0.963954545454545
SETMAR	0.406875
MAN2B1	-0.157166666666667
EML3	-2.06275
ACADL	-0.084
OFD1	0.2445
DEFB114	0.6255
CGA	4.9424
PEX16	-0.0991666666666667
LRRC10	-1.0845
GNG12	-3.0125
C1orf152	0.233833333333333
CHRM1	-0.446
CD53	-0.002625
DBH	-1.0385
TFAP2B	-1.337625
HIST1H2BJ	0.539666666666667
FAM46D	0.5275
TMEM11	0.1645
C3orf32	-2.22575
PCCB	-0.245375
IPO13	-0.824875
C6orf105	-3.4765
COMMD5	0.72175
SUV420H1	-0.066
LTBR	-0.43075
ARHGAP15	-0.1565
HDHD2	1.63025
TDRKH	-0.252666666666667
LOC401052	-0.691
PSG4	-0.67075
GNB4	-1.671
SPATA4	4.664
SLC9A3	-0.203
OSBP	0.530666666666667
NBPF3	-0.87875
DOCK11	-0.906
SLC39A5	-1.77583333333333
PRR5	-0.1557
C10orf63	0.8
SMTNL2	-1.14075
ADRA1A	-0.374
ASAH1	4.548
DOM3Z	-0.5893
GIPR	0.303166666666667
AHI1	-0.864083333333333
NADSYN1	-1.05566666666667
RGS14	-1.8035
IL18BP	-0.141
RTN4RL1	2.3275
ARMC6	-1.106
PSMD5	-0.941833333333333
HK3	-0.2434
OR4S1	0.557666666666667
RSU1	-0.1228
MAD2L1	-0.839777777777778
EIF4A3	0.22775
DLEC1	0.361
E4F1	-0.917
CHMP2B	1.083
CAMSAP1	-0.13575
RPS21	0.275333333333333
ARID5A	-0.41975
UBE2N	0.6659
IGSF8	0.704666666666667
MAGEB6	-2.0255
ACAD11	-0.7257
MGC4172	-1.12975
LMO4	-0.82025
KLKB1	0
HP	-1.347
HDAC3	-0.096
SCHIP1	-0.671
CLCA1	-0.6655
OLFML2A	0.579875
C1orf112	-0.45875
KIF19	0.483727272727273
HAPLN4	-0.817666666666667
CXCR7	1.288
GOT2	0.8615
RAB38	-3.40925
DCX	0.888
PPM1H	1.31466666666667
NFYC	-0.465916666666667
KIN	0.779625
ZNF228	1.74175
PLSCR4	1.61916666666667
HIG2	0.51525
FAM79B	8.8985
C21orf86	-0.2816
KCNK10	-0.45
ZNF738	-1.402375
FSTL5	-0.880166666666667
OR6A2	1.359
OTOA	0.379833333333333
EXOC1	1.11
AHRR	-3.53825
PDAP1	-2.06541666666667
C19orf6	-1.016125
ZAN	0.3765
LY6G6E	1.2305
EIF4E2	-0.76825
C20orf198	0.69125
ZNF324	-0.071
CYP3A5	-3.40366666666667
ENTPD7	1.61133333333333
MBOAT5	-1.4395
GJB5	-1.575
TTC13	-0.389
S100Z	-1.583
KIAA0664	-1.5095
PDGFRB	1.59783333333333
IL17D	1.35625
OR56B4	-0.435
RDX	0.131
SLC34A3	0.3305
IL28B	-0.3025
JUND	0.795
CHRNB1	-0.0985000000000001
CAMK2B	1.5545
FETUB	-2.147
CXorf23	1.97175
MRTO4	-1.272
TTC3	0.0169
NDUFB8	0.534
EDG2	-1.718
SEMA3G	-0.03
IL23A	-1.36975
GRHL1	1.4408
LOC441054	-1.017
WDR65	0.834714285714286
PSTK	0.89225
STOML3	0.1228
R3HDM2	0.0898
C5	-0.088
SLC2A10	2.022
C3orf22	0.28625
PAQR3	-1.09941666666667
ANKRD26	0.623333333333333
HCRTR1	0.214
LOC399947	0.113666666666667
PSD2	-0.720666666666667
TIGD2	0.374166666666667
SCRN1	-0.547875
COQ10A	-0.322
DDI2	-0.1195
METTL7B	-1.16216666666667
UCN2	0.4695
FAM92A3	0.80975
WDR16	1.45475
ZNF511	-0.25
ZMYM5	0.230625
POLR3G	-2.00475
ZNF586	0.9375
C1orf49	0.2155
TANK	0.180666666666667
RCAN1	-0.919
PELI3	1.92516666666667
LIMD2	-1.34808333333333
TMEM189	-0.8245
NTN4	-1.741375
LOC151300	1.473
CLEC2A	0.182
GPR135	0.581625
DPYSL4	-2.4891
JAK2	0.349666666666667
TSHZ1	0.902166666666667
TM9SF4	0.3295
ZNF264	-0.0794999999999999
SIRPG	0.104875
BICD1	-1.67775
HERC6	2.74483333333333
METTL5	-0.3
CASP1	1.35
PRRT1	-0.740666666666667
PLA2G4C	1.19266666666667
ICA1L	1.22735714285714
TPTE2	-0.5752
OTUD7A	-1.70066666666667
AQP11	1.85025
APOA2	-3.8257
KALRN	0.2567
SECTM1	-0.3785
IFNAR1	-0.08625
TALDO1	0.041875
RAB11FIP4	0.329583333333333
EIF5A	-2.512
FAM49A	0.845
NEGR1	0.3006
YTHDC2	0.8285
EHD2	-1.914875
NCF1	-0.15
SCRT2	0.161
HOXA5	-1.81816666666667
NUP133	0.45225
FGF12	0.2450625
SLMO2	0.878125
SNTA1	-0.2555
CACNG2	0.8985
GCM1	1.00457142857143
ELF1	0.8275
TLR5	3.70375
TCFL5	-0.273666666666667
RBMY2FP	-0.9505
LOC100125556	0.42225
FAM129B	-0.32425
MAP3K7IP1	-0.306625
NCK2	-0.574
OXA1L	-1.05925
FMO9P	1.023
ZSCAN12	0.557
PSMD12	-0.0398333333333333
HSCB	0.60775
CLDN10	-3.2695
MGC13053	-0.94175
HPCAL4	-0.787
ASZ1	-0.4735
MEX3D	-0.449833333333333
NFAT5	-1.1413
CSPG4LYP1	-0.0345
FBXO3	2.0293
DVL1	-1.4605
CMKLR1	-0.1724
TYMS	-2.004625
PEF1	-0.56925
ZNF750	2.9935
MCM5	-1.0816
MEGF11	0.269
KCNK7	0.1705
PTP4A3	-0.5785
C1QTNF2	-2.1155
OR6S1	0.788
FAM122B	-0.15175
ZNF551	-0.85375
HBQ1	-1.3395
GEMIN6	1.3355
ARSK	1.647
RBP7	3.06883333333333
CPNE9	0.29025
DSC1	0.5435
LOC730112	0.11525
MAP2K4	1.66975
HS3ST5	-2.8845
EPB41L3	0.345
TEKT2	-2.252
CDKN2B	1.212
ZNF480	0.5255
MAP3K6	-0.8783
MAP6	0.326166666666667
HN1	-0.7153
OR2L13	0.251833333333333
SLC16A11	1.521
FAM96A	0.17725
APOL1	-1.9065
C5orf32	0.14875
RTP1	-0.07425
RNF175	-1.14475
ZBTB41	1.300125
AHCTF1	-0.5065
SAE2	0.6773
ITGA2	-0.754
MME	-0.776666666666667
CCDC14	-1.367
MAST4	0.383214285714286
KRT33B	-0.8505
KCTD2	-1.05833333333333
WDR26	0.763416666666667
MFI2	-0.481875
NR4A3	-0.546125
ARSA	0.922
UNKL	-1.15166666666667
SULT6B1	-0.1455
CCNA2	-1.80216666666667
SOX15	1.1035
PPAPDC1B	3.25858333333333
C19orf44	0.092
MCAT	-0.130333333333333
ARID1B	0.304375
OR52N1	-0.2945
C12orf48	-1.175
MAGI1	1.044375
NIPA2	0.085
GBX2	-1.77566666666667
RSHL3	0.336166666666667
RAVER1	-0.123166666666667
C15orf17	-0.40875
SLC30A2	0.817428571428571
ZNF518	-0.32225
PCYT1B	-1.243
C10orf114	1.303
EIF3H	1.31283333333333
SLC25A39	-1.56016666666667
KIF1B	-1.1885
AMOTL2	0.8995
C6orf120	0.779
PSRC1	-2.105
PLA2G10	-0.484285714285714
KIF5C	0.26175
MRPL37	-1.634
C17orf62	-0.925
C9orf135	-0.952
DUSP10	0.3151
CLCNKB	0.9245
PSMA5	0.0796249999999999
C8orf53	0.9295
AMPD3	1.42366666666667
PIAS1	0.21375
ADCYAP1R1	0.4155
GYLTL1B	-0.293
CDH20	0.262
FBXO7	-0.1025
TMEM134	0.251666666666667
FLJ14213	-0.428166666666667
ZNF3	-0.987
LRRFIP1	0.945791666666667
CNOT2	0.540666666666667
ABI3	1.31975
ALDH5A1	1.25525
HNT	1.4462
SERPINA4	-2.94466666666667
TK2	0.535
STMN1	-2.22055555555556
GUCA2A	0.710333333333333
GALNT10	-0.748785714285714
DPP6	-0.758388888888889
C9orf93	-0.3755
PRELID2	-0.357375
STK39	0.582125
SFTPA1	-1.409
CKS2	-1.33888888888889
RHO	0.5335
C20orf135	0.11175
XKR3	-2.3245
CR1	-0.474428571428571
RPS6KA2	-0.906
C20orf112	-0.4365
MRPL22	0.5055
C4orf23	-0.5905
GADD45B	0.9355
KLHDC1	2.6085
C2orf48	-2.4885
ZNF287	0.947
DAAM2	-1.56675
DPPA2	-1.941
TCTN3	0.586833333333333
DNAJB11	0.809875
FPR1	1.25975
DEFB4	-0.184
PTCD2	-0.4489
SMOC2	6.25033333333333
CABP7	0.99575
SERPINB11	-0.84125
MAGEF1	1.24125
NDE1	-0.788833333333333
ITGA10	-1.0805
FSHB	0.0925
ANXA2	0.35625
HORMAD2	0.3575
HLCS	1.583
MCF2L	0.495666666666667
FH	0.541125
TBC1D24	1.26625
KIAA1505	0.68525
LGALS2	0.1785
CNBD1	0.543
SYNPO2L	0.019
PTPN23	-0.581928571428571
C1orf183	-1.26583333333333
MAGEA8	-2.27475
DGCR8	-2.118875
GSR	0.106
PAQR7	-0.794
ZNF676	-0.703
CACNA1C	-0.9293
SP7	0.629
PDCD6	0.3825
NRN1L	-2.134
BRI3BP	-0.530333333333333
KIAA1183	-0.546333333333333
ASB4	-0.32075
CCL23	0.7393
OBSL1	-0.547125
SLC12A7	0.0321666666666666
KIAA0240	1.34
CD1B	-2.62033333333333
FCGR2A	0.78325
MDC1	-0.95075
HTR1A	0.703
OCEL1	0.839
ATP11B	-1.028375
FBXO34	0.5515
PCDH12	1.834
RPE	-0.44375
C17orf74	-0.0925
CSDC2	0.321666666666667
PET112L	0.2615
TMBIM1	-0.558
P2RXL1	0.706
TCHP	-1.2105
TRMT1	-1.54433333333333
F2RL2	1.29325
LRRC32	1.92183333333333
IMPG2	-0.437
BGLAP	-1.145
LOC493869	-3.06208333333333
MRAS	1.324625
SLC35F5	1.8385
CBWD1	0.977
AXL	-1.443875
ATP2C2	2.21025
TELO2	-1.6245
PNPLA3	-2.8715
PCDHB14	-0.56175
CD276	-0.024
KRT80	-1.859
DUSP28	-0.914
CSNK1E	-0.917916666666667
SRP14	1.886
KCNQ4	-0.2125
KRT72	0.496
CCDC117	1.5365
C6orf89	0.166777777777778
TUBB2B	-1.6725
RTN4IP1	-0.68775
CR1L	-2.68916666666667
CEND1	0.332375
C12orf41	-0.335666666666667
RNF31	-0.39225
UBN1	-1.00516666666667
C17orf32	1.572875
SLC5A7	1.108
GPR92	-0.911833333333333
ESAM	1.5726
CTNNA1	1.19283333333333
HRBL	-0.5334
CBX4	-0.15175
TMEM182	1.41225
SH3TC2	-1.13933333333333
IL10	0.538666666666667
PXMP4	1.0875
RNF167	0.2994
PAK7	0.160833333333333
ETV3	-0.8085
ATPIF1	-0.298833333333333
LOC554207	-0.298666666666667
OR8H1	0.761333333333333
WDFY3	1.614875
DPM1	0.40425
GPSM1	-0.3575
WDR92	0.5612
LRP1	-0.246
ANKH	-1.231375
THUMPD3	-0.47025
POLR1B	0.45225
OLFM4	1.4892
RAD9B	1.578
TSPY2	-3.295
PAX6	-1.01916666666667
SCG2	-2.75125
SLC17A6	0.2145
FMO3	1.77625
PADI4	0.113285714285714
TUBB4	-1.6634
NLK	0.3095
POU4F3	-1.2205
SDF4	-2.0275
ITGBL1	1.26016666666667
NETO1	-2.291
TAP2	-0.502
ABBA-1	-0.945583333333333
GNAI1	1.79675
VPS4B	1.8105
NOPE	-0.5341
GALNT6	2.64433333333333
SESN1	0.529875
GBE1	-1.59688888888889
CLASP1	-1.64625
RASGEF1B	0.603428571428571
ACOT11	-0.784846153846154
AFAP1	-0.3255
OR2H2	-0.357
DPY19L2P1	1.10775
DZIP1	-2.4245
SEC22C	0.5355
GPR161	-0.0871666666666667
