Hybridization REF	TCGA-BH-A0HB-01A-11R-A056-07
KIAA0040	3.091
C1orf95	0.919
AP1GBP1	-0.4955
OR9A2	-0.1095
FAM71C	-0.0326666666666667
RIN1	-1.62116666666667
ITGA4	-2.357625
DNAJC6	-0.316833333333333
CLOCK	1.226
SLC35A4	0.6325
DSG4	-0.26175
LOC26010	-1.00375
NSUN2	-0.8015
TMEM86B	-0.5585
C14orf135	0.08175
KIFC3	-1.7935
PHF5A	-0.5355
NCAPH	-1.79825
STK11IP	-0.63825
FLJ42953	0.524375
CCDC19	1.128
ZNF329	0.38975
TAX1BP1	0.794333333333333
ZDHHC18	0.5875
C10orf88	0.3385
TMBIM4	1.3155
NMUR1	-0.04
KIR2DS4	0.481142857142857
C9orf90	-0.1705
MGC87631	-1.4495
KDR	1.793
ST3GAL2	-0.705375
RLN2	0.2315
HPD	-4.8165
MOXD1	-1.25633333333333
PDGFRL	1.9735
SMYD4	-1.32014285714286
FAM103A1	0.774166666666667
MFAP4	-1.44883333333333
LOC285141	-0.31225
TMEM45B	-2.075875
SMCR7L	-0.777785714285714
GZMH	3.954
CBLN1	-1.38883333333333
CNNM1	-0.529
PHF17	-0.114916666666667
NUP98	-0.568166666666667
RMI1	-0.10875
PTPRS	0.682375
ANKRD57	0.012625
CLDN15	-0.55
OR51A2	0.3785
GUCA2B	0.2815
DOCK9	1.105
ITGB1BP1	-1.19416666666667
DLG2	0.0345
BRAP	0.1115
SESN3	0.056
ZC3H7B	0.574
FAM101A	1.785
FKSG24	-0.10025
ZYG11B	-0.225125
RFC2	-0.99225
SH2D3A	0.930833333333334
DVL3	-0.181333333333333
ADFP	-1.596
KRIT1	-0.768875
SERTAD3	2.79316666666667
LEFTY2	-3.56125
KRT27	-0.1215
SCFD2	0.0945
MN1	-0.60825
RORA	0.67225
PTPRD	-0.6315
PIAS2	0.5905
CYP4X1	0.327666666666667
FBXL15	-0.349
MYH15	-0.414166666666667
CRX	-1.582
TBC1D13	0.32575
SLC22A17	1.96233333333333
PLK2	0.396833333333333
ARHGAP9	1.24325
EIF1B	-0.9165
C20orf185	-0.15325
DEFA7P	-0.651
PRIM1	-1.6255
CRYAA	-1.46575
BACE1	-0.33
AGTRL1	0.389166666666667
ACAD9	-0.076375
GRASP	0.4185
RBP4	-2.13216666666667
TFB2M	-1.3635
METTL9	-1.3018
ATP5O	-0.59475
SP100	1.0467
CPSF1	0.380666666666667
S100A4	-0.29175
LIME1	-0.8685
GPR137C	1.48
OR2A2	0.9515
C2orf29	-0.3645
NUP188	-0.873
SDPR	-0.6485
RAI1	-0.147125
RPS20	0.3093
LAMB1	-1.47175
ADM2	-0.6572
ZNF229	0.13925
DKFZp434K1815	-1.13725
EPN3	4.3035
CLIC3	-1.30775
MEIG1	2.784
HMGB4	-0.357
STARD10	3.03325
KLF8	2.912
EPB41L2	-1.35633333333333
JMJD6	0.288125
CTSL1	-0.573666666666667
GPR27	-0.2855
ELAVL4	1.113625
MMP21	0.513
PPM1B	0.63075
SUV39H1	-1.02375
AAMP	0.0775
TUSC4	0.2095
MBD6	0.20325
KLK13	-1.43575
FMNL3	-0.234166666666667
TRIM13	-0.143916666666667
C15orf5	-0.38125
IQCF1	-0.480375
CACNG8	0.265
SLC35D3	0.384833333333333
ZDHHC9	1.445
ODF3L1	-0.19425
C9orf86	-0.2436
TSEN2	-0.9285
C17orf64	0.5495
SEPX1	0.2553
TSPO	0.267833333333333
SYMPK	-1.2805
ADORA1	2.127
TSPAN10	1.55125
SEMA6C	-0.151166666666667
RTTN	-0.1299
IL2	0.3864
ARRDC3	-0.677333333333333
TBPL1	-1.35116666666667
STX12	0.37625
MRPL39	-0.88275
OR8H3	-0.2995
IFIT5	2.27
CASC5	-1.545625
FAM46A	-0.798
HPCAL1	-0.890375
CYLC1	-0.77
VGLL2	0.19625
C20orf191	-0.7715
CDH1	3.3255
ITPA	-1.1205
CCDC101	0.0135
D15Wsu75e	-0.0245
EDA	-0.99625
CREG1	-0.87175
OR7G2	0.519
SAP18	0.5585
IFIT1	3.39275
CALML3	2.89866666666667
FLJ37440	1.149
FNDC5	-0.409
SERPINB6	1.38528571428571
JUNB	1.1829
SYS1	1.063
SCN2A	-0.0358333333333333
ZKSCAN5	-0.6469
WNT7A	-0.8295
TSHZ3	2.0725
RNF148	0.49
H6PD	0.1205
CAD	-1.2125
ZNF449	0.172
DOCK10	-1.036
FAIM2	-0.0573333333333333
HEXDC	-0.34475
PRB1	-0.0753333333333333
C14orf148	0.0365
ETHE1	0.5265
IRF5	0.3848
GNMT	-0.674
MGC16291	-3.04875
RPAIN	-1.2535
CAGE1	-0.3905
CNTNAP3	-3.24625
ACTR1B	-0.723
EEF1E1	-0.711
MSX1	-0.617
ESF1	0.690888888888889
HSPC171	0.583
MRPL2	-0.9725
RDH12	-0.677833333333333
CELP	0.4055
METRNL	-0.43675
C10orf116	4.7345
C19orf48	-0.70025
ZNF346	-0.72675
NCR1	-0.9915
C10orf64	0.1855
CD52	2.3355
VPS18	2.03625
AP4S1	-0.448666666666667
NPBWR1	1.6065
TPK1	0.996
UBA52	-0.520944444444444
RIPK1	0.416166666666667
CPNE3	1.6698
HSPC159	-0.385125
C8orf38	1.46125
LRRC4B	-0.219
PARP10	1.4361
ANKRD50	2.64225
CXCL9	7.60925
FGF18	1.48127272727273
EIF2A	1.102125
SLC20A2	2.35716666666667
KIAA1549	-0.233416666666667
SPINT1	2.1048
ZNF584	-0.1645
CRBN	0.499333333333333
ABCF3	0.117
NCBP1	-0.489
PLA2G4F	0.0211666666666667
PCDH10	-1.01325
TTC21A	0.84875
C20orf144	1.508
FGFR1OP2	-0.172833333333333
SLC9A1	0.5271
CHRND	-0.9225
FOXF1	-2.226
KIAA1467	1.3145
TPO	1.20316666666667
LTF	1.17414285714286
DNAJB9	-0.103
MRPS27	-1.041
bA16L21.2.1	0.09
WBP2	0.343166666666667
MRGPRX3	-1.03916666666667
PRPF18	0.72275
C10orf58	1.15225
SMOC1	-2.43244444444444
ADAT3	1.05466666666667
TMEM138	-0.38125
TMEM131	-0.26
TIMM8B	-0.0285
MYH7	-0.968333333333333
ST6GAL2	0.0107142857142857
KIF1C	-0.1455
SUHW2	-1.7455
PAPSS1	1.263
CABP2	-0.408
HOXA4	-2.2075
ELF2	0.246
SEMA3D	0.326
MC5R	-0.926
OGFR	0.922
FLJ30092	-0.110666666666667
TGFA	-0.0891999999999999
MMP17	1.617
KIF15	-2.13125
CHIA	0.2275
CATSPER3	-0.377
CEACAM7	-0.0969166666666667
PADI2	2.158875
HOXA9	-0.941666666666667
LNX2	0.429666666666667
TMEM144	1.33375
HIF1AN	0.599
METTL7A	-0.652
C6orf165	0.0793333333333333
KIAA1468	1.376625
DSG3	1.6835
ZNF180	0.960833333333333
EIF4E3	0.89575
SLC46A1	1.957125
DKK1	-5.56166666666667
ZNF205	1.27233333333333
LOC162073	0.709888888888889
COX7A1	5.4805
MAGEA1	-4.9754
NEDD8	-0.345166666666667
KLHDC5	0.649666666666667
C3orf19	1.3135
MRPS2	-0.86225
POLR3H	0.018
ABHD11	0.5454
TMEM17	1.1015
PAIP2B	0.4804
MAT1A	-3.7595
LGI3	0.185
THUMPD2	-0.736
TKTL2	0.716
XAGE3	-1.6468
CALM3	0.403
C6orf136	-1.05766666666667
KCNC4	0.071
RGS9	-0.3045
ACIN1	-0.527333333333333
SPATS1	-0.7195
XKR8	0.23225
FAM84A	2.36391666666667
MS4A7	5.95727272727273
AGXT2L2	-0.499
OR1F1	-1.133
SMAP1L	0.418666666666667
IPO11	0.20125
ZC3H11A	0.36125
C1orf151	0.962375
RNASEH2A	-0.79775
CCR10	-0.9755
TXNDC11	-0.333333333333333
TMEM112	1.1975
MAP1B	-1.38921428571429
NVL	0.1755
PKM2	-1.13785
ARC	-0.01025
NUP54	-0.5775
PPFIBP2	1.12116666666667
STAT2	0.45775
PTAFR	2.1515
ROBO2	-0.910125
RNF40	0.0416666666666667
CCDC135	-0.282833333333333
IFT81	0.215
MORF4	-1.117
TM7SF3	-0.732125
OR10H3	0.2115
ABP1	-0.126875
CHRD	0.736
PLEKHA8	-1.07633333333333
NCALD	0.343916666666667
OR5AK2	0.242
ACCN1	0.684
SLITRK1	-0.629
ARMET	-1.053
C9orf52	1.494
REEP4	-1.225
MTSS1	2.070875
ADH1B	3.65866666666667
DLD	-1.1725
CDK5	-0.50425
PPFIA1	-0.02775
WFDC3	0.19325
DNAJB12	1.28928571428571
RANGRF	0.079
MLANA	-4.4635
AMY2B	-1.503
KIAA0319	-1.36283333333333
RPS7	-0.974
JAK3	-0.4308
ARFGEF1	2.181
CXCL5	0.174
TRAPPC4	-1.033
CETN2	0.63475
HSPC111	-0.84425
RHOBTB3	-2.03
PHLPP	0.617
RGS10	1.3355
TMEM58	1.0105
CHERP	0.28675
HSP90AB3P	-0.457166666666667
FSTL3	-1.15933333333333
PEX11A	0.7335
OR5V1	0.539
FCN3	1.386
PTPN3	0.033
NPTX1	-4.718
C21orf84	-2.023
C11orf51	0.03975
ZBED2	3.0445
FLJ90757	-0.25675
NPY2R	4.229
PLD3	0.34475
SYT17	1.7825
SGSM2	-1.5825
OR1A2	-0.635
FOXP1	1.074
SLC5A1	0.18025
POFUT1	-0.4427
EPHB6	-3.0255
MYO1G	-1.102625
STAC	-1.7844
KLHL17	0.00500000000000004
RGMA	-0.0471
TJP2	-0.7694
FAM114A1	0.0583333333333333
SERINC1	0.86125
SLC9A8	0.180625
PEX19	0.245625
EDN2	2.88375
PSMD7	-0.755666666666667
C3orf41	-2.57075
UQCR	0.136375
PPP1R3C	0.32675
LRP4	-2.77783333333333
TM2D1	-0.10075
TTC17	-0.277625
C4BPB	-4.270625
CCL25	0.3345
ZNF253	-0.293666666666667
CHRNA9	-3.377
SOX11	-1.745125
HIVEP3	1.6995
CGN	2.83241666666667
C3orf35	-0.001375
PKD2L1	2.61025
SYVN1	0.7105
PDE8B	-1.949375
LOC439951	1.938
LTC4S	2.261
MIF4GD	-0.0753333333333333
SMARCA2	1.663375
TUBGCP6	-1.07383333333333
CABLES1	0.752125
C16orf77	1.103
ZNF791	0.65575
FUT5	-1.9635
ADH6	-1.92466666666667
P4HB	0.15125
CLDND2	-0.957
ALKBH8	-0.02425
PLAC4	-2.39325
F11R	0.217428571428571
MGC35295	1.72933333333333
PDZD4	-0.144833333333333
LOC389073	0.0393333333333333
FAM80B	-0.965333333333333
PSMB1	0.365
TXN	-0.106333333333333
VIPR1	0.2931
WBSCR18	0.2553
EXOSC6	-0.378
ACTA2	3.0955
SP5	-2.09666666666667
ANKRD1	-2.837
DDR1	0.7366
ATP6V1D	-0.1905
PTGS1	-2.162
RNF157	-0.45025
DCC	0.156
SPAG7	-0.06275
FBXO18	-1.199
UBE3C	-0.2453
HOXC6	0.572
LRP2BP	0.355666666666667
MYST2	1.496
PDSS2	-0.94075
ATE1	1.2505
ARAF	-0.93775
KLF10	0.70975
PLA2G2E	-0.4465
ASCL1	0.160833333333333
TSNAXIP1	0.09775
FAM131B	-0.709
IFNA10	0.517
NUP43	-1.05025
FAM44B	-0.599875
L1TD1	-5.5895
NMD3	-0.887416666666667
C18orf54	-0.1122
PHOSPHO1	-1.6405
RAG2	-0.851
EMILIN3	-0.115
METTL3	-1.20875
VPS13C	0.09075
REXO2	-1.566
ANXA4	0.61125
CA1	-0.69625
DCP1B	-0.98075
TULP3	-1.529
ATP2A2	-0.466785714285714
ATIC	-0.4865
ADAM15	-1.57858333333333
NPL	1.5245
LGR4	1.422875
UEVLD	1.46966666666667
GAB1	2.04375
SNAI2	-0.281333333333333
ZGPAT	-0.2037
SNF1LK	0.96175
DLEU1	-1.68575
UBE2Q1	0.271125
ZMYM6	-0.2763125
JPH3	-1.70016666666667
FAM38A	-0.362333333333333
PXK	-0.4575
DENND2D	1.67825
BAX	-0.86825
CP	-4.49036363636364
RPL37	-0.6222
G6PC3	0.24925
NCOA4	0.0141666666666667
LRRC14	0.6405
GORASP1	0.14575
FCHO2	1.380375
CYP24A1	-2.8704
FXYD3	2.322125
SMARCAL1	-0.076
ABCB8	0.1105
CCDC44	-0.91275
PRDM7	-2.61675
USH1C	-1.5695
DNAH5	0.9735
SRF	-0.324083333333333
MAL2	3.51833333333333
PGPEP1	-0.0215
SIN3B	0.20425
SEMA3C	1.51733333333333
GRAMD3	1.03725
FBXO10	-0.08
OR5D13	0.905
FLJ31818	-0.366875
CACNA1I	0.67475
S100A13	0.607
TP63	1.06292857142857
ANXA11	0.5434
WDR66	-0.058875
CSF2RB	0.32
IFI44	0.487
DACT1	1.28366666666667
ANKRD23	-1.808375
ATP5G1	0.519166666666667
C21orf70	-0.1525
PPWD1	-1.5085
DNAJC13	-0.18825
PAH	-3.96566666666667
PTCH2	0.70925
TRMU	-1.738
CCDC9	1.048
USP3	-0.0684
DCLRE1C	-0.3932
FAM55C	0.211
FRMD4B	1.1285
CYP2R1	-0.7005
RFPL1	-0.542
XPO5	-1.46025
ARL6IP2	-1.0065
OSBPL5	0.47875
MMP9	4.48109090909091
KIAA0802	-1.178
DHRS2	-0.279666666666667
SGEF	1.949625
TXNDC10	-0.7997
EXOC6	0.761
RPS27	-0.188666666666667
PNCK	-1.4335
FSTL1	-1.0275
AACS	0.4375
SLMAP	-0.259833333333333
SAMD4A	-0.648
ABRA	0.10825
SMARCD3	-0.2795
PKNOX2	-3.11716666666667
A4GNT	-0.4005
C9orf39	-0.4315
RALYL	0.65575
MGC33556	-2.782
C10orf25	-0.7185
BBOX1	3.6025
NHEDC1	1.44175
XDH	-1.151
GCSH	-0.8845
EDN1	0.2765
MTERF	-0.3935
CLK4	-0.22875
ZNF799	0.986833333333333
KCNG1	-1.23575
CXCR4	0.018
PTPRR	-2.89466666666667
IRAK1	-0.346125
LOC401397	-0.65425
TMSB10	0.829857142857143
CXCL3	-3.3347
TMC4	1.7675
OR7A10	-0.2325
STYK1	1.0375
CHRNA10	-0.577
CCNI	0.72875
EP300	0.946357142857143
LOC165186	-0.119666666666667
HIC2	-2.70025
SDR-O	0.4685
OR2W1	-0.513
KCNA6	-0.2175
TRIM74	-1.54975
REEP6	0.88725
ATP5G2	-0.3445
ERG	-0.013875
TMEM42	-0.39625
PARN	0.0961666666666667
SOD2	0.06625
DIRAS1	0.402666666666667
PNPT1	-0.41325
JOSD3	-2.5625
hCG_40738	-0.4565
PDE1C	-2.09175
SEMA4D	0.213
AGPAT1	0.0325
NOSTRIN	-0.01075
MAP3K3	-0.662166666666667
MAX	0.453142857142857
CAPS	2.2445
SERPINA12	0.169
OSBPL8	-0.419125
RICS	2.0465
NR4A2	3.08583333333333
PPCS	1.14533333333333
LONP1	-0.79775
SCYL3	1.36675
HERC2P2	-1.666
FIBCD1	-0.388
C15orf41	-1.0385
DMC1	-0.347666666666667
C20orf27	-1.72025
RPS6KA5	1.0757
FAHD1	0.102166666666667
SLC12A4	-0.61925
BRCA1	-2.39875
GBL	-0.25625
SLK	0.718833333333333
NUDT9P1	-0.875
NOXO1	1.6145
USP52	-1.82125
BAZ1B	0.399625
SLCO2B1	3.43775
BBS12	0.945166666666667
LRGUK	-1.3854
TERF2IP	0.552
COL1A1	5.2445
KIAA0090	1.18325
GRK5	-0.362833333333333
AP1S2	-1.8806
TMEM52	-0.282
CA11	-0.821
OR4A15	0.372666666666667
ACBD3	2.0794
SPAG11B	-0.335714285714286
PRDM2	0.9992
FOXP3	0.48575
SMYD3	-1.4041
LOC389199	2.19
LGI2	1.21616666666667
NAPE-PLD	-0.4532
ANKRD6	-0.378
WDR45	-0.193
SHROOM1	-1.88375
PSCD3	1.1985
PYY	0.9515
KCNC1	0.4005
ARHGEF9	0.3585
OR8J1	0.20025
GPR55	0.139666666666667
NS3BP	-1.91
C10orf22	0.579
NAT8L	1.72025
DUSP4	0.790833333333333
FOXM1	-2.047
GRAMD2	-0.4313
ZBTB48	-0.174
BUD31	-0.6465
PABPC5	0.694
CCDC41	-0.477
FBXO11	0.0250833333333333
C6orf148	-0.28725
RFXAP	-1.9805
C6orf15	0.501166666666667
CDK8	-1.17933333333333
C6orf70	0.439875
TESSP2	0.7465
ALG2	0.3805
PPP1R3D	1.617
TPM3	0.518055555555556
SYT13	3.38375
EPB42	-0.867
CETN3	0.34975
PRY	0.9485
NTHL1	-0.082
POLR2B	-0.201
RPS28	-0.0526666666666667
P2RX3	0.36225
LYZL4	0.2705
WBP4	-0.7715
PMM1	-1.4525
C11orf79	0.51975
CBLL1	-0.23875
IL1F10	1.24816666666667
VAX2	-0.0185
SETDB1	0.1075
LRAP	-1.34566666666667
GCLM	0.207
CPEB3	3.16625
PPM1A	1.011625
INTS1	-0.37175
CAMTA1	2.04975
SAMSN1	-1.432
LOC158830	-1.67666666666667
GMPPA	-0.477875
AIPL1	0.62175
IL24	0.885666666666667
BDKRB1	-1.0495
MLF1	1.2033
TAF12	-0.25875
ID1	-2.1035
THADA	-0.18525
PIK3CB	-0.48425
OR4N5	1.1825
TBC1D17	-0.3265
COX8A	-0.43
CDCA4	-0.52575
C2orf44	-0.563
ZNF534	0.48475
IMMP1L	0.581
NIPSNAP3B	-0.391875
FTMT	0.306875
PWP2	-0.6005
MMP15	-0.2452
DNAH11	-2.494
MTMR14	0.06075
DNAL4	0.34025
IPP	-0.283
TMEM59	1.225125
C1orf157	0.614
RGS4	0.642333333333333
DDX18	0.272
SNX6	-0.12775
ZNHIT2	1.041
NCDN	0.3795
FLJ33534	0.524
RAG1	-2.2225
OR4D10	0.365
PTPN5	1.039
POMT1	0.5
LRRC8A	0.3819
CYP1A1	-1.131
CAPN1	-0.2065
DDHD2	0.22
GRIK2	-0.391
GNRHR	-0.03725
PPBP	0.835
HTR3A	-0.795625
SLITRK4	1.643
ANKRD49	-0.94
BTF3	0.3011
SARS	-0.46775
C13orf18	-0.0688333333333333
CACNB1	-0.589846153846154
QKI	0.0817727272727273
SETMAR	-0.1665
MAN2B1	0.423
EML3	-1.387
ACADL	0.24975
OFD1	-0.472125
DEFB114	1.575
CGA	-0.5272
PEX16	-0.786666666666667
LRRC10	-1.7915
GNG12	0.0535
C1orf152	0.179833333333333
CHRM1	0.3525
CD53	0.50325
DBH	-1.193
TFAP2B	-1.328875
HIST1H2BJ	1.20383333333333
FAM46D	0.4865
TMEM11	-0.4435
C3orf32	-3.467
PCCB	-0.68
IPO13	0.122625
C6orf105	-3.07225
COMMD5	1.40075
SUV420H1	0.574
LTBR	-0.344
ARHGAP15	-1.203625
HDHD2	1.09575
TDRKH	-0.418
LOC401052	1.5255
PSG4	-0.699
GNB4	-0.0097777777777778
SPATA4	-0.4115
SLC9A3	-1.655
OSBP	0.804333333333333
NBPF3	-0.317583333333333
DOCK11	-0.898
SLC39A5	-1.24416666666667
PRR5	1.0541
C10orf63	0.1895
SMTNL2	-0.94625
ADRA1A	-0.15475
ASAH1	0.6217
DOM3Z	-0.4243
GIPR	0.980333333333333
AHI1	-0.871833333333333
NADSYN1	0.117
RGS14	-1.0829
IL18BP	1.4198
RTN4RL1	0.552166666666667
ARMC6	-0.47575
PSMD5	0.260333333333333
HK3	2.1924
OR4S1	1.47375
RSU1	0.1365
MAD2L1	-1.39366666666667
EIF4A3	0.47525
DLEC1	-0.773666666666667
E4F1	0.0406666666666667
CHMP2B	1.2263
CAMSAP1	0.13775
RPS21	-0.948666666666667
ARID5A	0.197
UBE2N	0.4838
IGSF8	0.5175
MAGEB6	-1.397
ACAD11	-2.2751
MGC4172	-1.9235
LMO4	-0.704
KLKB1	-0.54
HP	-0.236
HDAC3	-0.31325
SCHIP1	-0.853
CLCA1	1.2635
OLFML2A	1.340875
C1orf112	-1.55675
KIF19	0.59725
HAPLN4	0.0191
CXCR7	0.0263333333333333
GOT2	0.6249
RAB38	-0.410125
DCX	-1.23625
PPM1H	-1.45358333333333
NFYC	1.17166666666667
KIN	0.229375
ZNF228	0.841
PLSCR4	1.3405
HIG2	0.014
FAM79B	2.778
C21orf86	-0.608
KCNK10	-0.0345
ZNF738	-1.224875
FSTL5	-0.1655
OR6A2	0.228
OTOA	0.1804
EXOC1	-0.182625
AHRR	-2.544625
PDAP1	-1.72583333333333
C19orf6	-0.214375
ZAN	0.4375
LY6G6E	-0.0465
EIF4E2	-0.1635
C20orf198	0.04225
ZNF324	0.75125
CYP3A5	-3.95266666666667
ENTPD7	2.00016666666667
MBOAT5	-0.644666666666667
GJB5	-0.16175
TTC13	-0.00575
S100Z	-2.05216666666667
KIAA0664	-0.713333333333333
PDGFRB	1.99166666666667
IL17D	-1.207
OR56B4	-0.3485
RDX	-2.99583333333333
SLC34A3	1.3125
IL28B	-0.5495
JUND	2.4005
CHRNB1	-0.677375
CAMK2B	-0.037
FETUB	-2.00825
CXorf23	1.444875
MRTO4	-0.50475
TTC3	0.6146
NDUFB8	0.253833333333333
EDG2	-1.72875
SEMA3G	0.60525
IL23A	-1.464
GRHL1	0.4493
LOC441054	-0.7425
WDR65	0.594714285714286
PSTK	0.83175
STOML3	-0.0206666666666666
R3HDM2	-0.1453
C5	-2.492
SLC2A10	1.99233333333333
C3orf22	0.902
PAQR3	-0.912846153846154
ANKRD26	-0.161583333333333
HCRTR1	0.304
LOC399947	0.342666666666667
PSD2	0.695
TIGD2	-0.4425
SCRN1	-3.383625
COQ10A	-1.39
DDI2	-0.3615
METTL7B	-0.6295
UCN2	1.08
FAM92A3	-0.68025
WDR16	-0.4645
ZNF511	0.317
ZMYM5	-0.7425
POLR3G	-1.80875
ZNF586	-0.7295
C1orf49	0.00133333333333334
TANK	-0.115
RCAN1	-1.00133333333333
PELI3	1.31416666666667
LIMD2	-0.311833333333333
TMEM189	0.637
NTN4	-0.97425
LOC151300	1.791
CLEC2A	-2.4695
GPR135	-0.52125
DPYSL4	-3.2293
JAK2	0.0505
TSHZ1	2.93483333333333
TM9SF4	-0.06225
ZNF264	1.01816666666667
SIRPG	2.2115
BICD1	-1.16625
HERC6	1.4565
METTL5	-0.972
CASP1	0.17475
PRRT1	-0.427
PLA2G4C	1.89633333333333
ICA1L	0.468214285714286
TPTE2	0.154166666666667
OTUD7A	1.59883333333333
AQP11	-1.0235
APOA2	-4.0602
KALRN	-0.5175
SECTM1	0.807583333333333
IFNAR1	0.09575
TALDO1	-0.101875
RAB11FIP4	0.80375
EIF5A	-2.096
FAM49A	2.10875
NEGR1	-0.594333333333333
YTHDC2	0.731125
EHD2	0.32375
NCF1	2.5982
SCRT2	2.337
HOXA5	-1.3305
NUP133	0.2705
FGF12	0.3205
SLMO2	0.045625
SNTA1	-0.584125
CACNG2	0.804875
GCM1	0.02625
ELF1	0.0128333333333333
TLR5	3.634
TCFL5	-0.6865
RBMY2FP	0.234
LOC100125556	0.43
FAM129B	0.902875
MAP3K7IP1	-0.656625
NCK2	0.1125
OXA1L	-0.89475
FMO9P	-0.982
ZSCAN12	-1.481
PSMD12	-0.197416666666667
HSCB	-0.98025
CLDN10	-3.03225
MGC13053	-0.455
HPCAL4	-0.8696
ASZ1	0.161
MEX3D	1.22633333333333
NFAT5	-0.1264
CSPG4LYP1	-0.5435
FBXO3	0.8283
DVL1	-0.0535
CMKLR1	2.955
TYMS	-2.295
PEF1	1.2455
ZNF750	-0.438333333333333
MCM5	-0.8491
MEGF11	-1.347
KCNK7	0.0675
PTP4A3	0.857
C1QTNF2	-1.96833333333333
OR6S1	-0.406
FAM122B	-1.283
ZNF551	-0.522625
HBQ1	-2.5325
GEMIN6	-0.038
ARSK	-1.08625
RBP7	4.289
CPNE9	-0.27925
DSC1	1.257
LOC730112	-0.32575
MAP2K4	0.9015
HS3ST5	3.9955
EPB41L3	-0.59825
TEKT2	-0.02725
CDKN2B	0.160583333333333
ZNF480	-1.14575
MAP3K6	-0.0591
MAP6	1.21183333333333
HN1	0.7804
OR2L13	0.4474
SLC16A11	0.79075
FAM96A	-0.26875
APOL1	-0.0715
C5orf32	0.5605
RTP1	-1.15833333333333
RNF175	-0.387875
ZBTB41	0.63425
AHCTF1	-0.8697
SAE2	-0.2596
ITGA2	0.515416666666667
MME	-0.549833333333333
CCDC14	-1.994
MAST4	1.40835714285714
KRT33B	-0.099
KCTD2	-0.268666666666667
WDR26	1.09925
MFI2	-0.122
NR4A3	0.8765
ARSA	0.8115
UNKL	-0.435
SULT6B1	0.786
CCNA2	-1.856
SOX15	0.1715
PPAPDC1B	0.849166666666667
C19orf44	0.436
MCAT	1.01483333333333
ARID1B	1.066875
OR52N1	-0.6705
C12orf48	-1.7475
MAGI1	0.20325
NIPA2	-0.5865
GBX2	-1.755
RSHL3	-0.429833333333333
RAVER1	0.572333333333333
C15orf17	-0.78475
SLC30A2	1.889625
ZNF518	0.5925
PCYT1B	-1.17525
C10orf114	-1.4505
EIF3H	0.7305
SLC25A39	-1.18483333333333
KIF1B	0.418
AMOTL2	-0.424
C6orf120	1.078
PSRC1	-1.6835
PLA2G10	2.424875
KIF5C	0.250714285714286
MRPL37	-0.385
C17orf62	-0.159333333333333
C9orf135	-2.27083333333333
DUSP10	1.5627
CLCNKB	0.977
PSMA5	0.026875
C8orf53	1.94525
AMPD3	0.529666666666667
PIAS1	-0.59575
ADCYAP1R1	-0.385
GYLTL1B	-0.92125
CDH20	0.3084
FBXO7	-0.26375
TMEM134	1.15466666666667
FLJ14213	-0.117833333333333
ZNF3	-0.011
LRRFIP1	0.0242916666666667
CNOT2	0.52975
ABI3	2.558
ALDH5A1	-1.46925
HNT	3.265
SERPINA4	-2.743
TK2	0.765083333333333
STMN1	-0.763111111111111
GUCA2A	-0.215
GALNT10	0.776357142857143
DPP6	-0.961894736842105
C9orf93	0.063875
PRELID2	-0.413875
STK39	1.60875
SFTPA1	-0.53925
CKS2	-0.247888888888889
RHO	0.297875
C20orf135	0.14525
XKR3	-2.0885
CR1	0.20175
RPS6KA2	0.414071428571429
C20orf112	0.3755
MRPL22	-0.61525
C4orf23	0.864
GADD45B	1.589
KLHDC1	1.61383333333333
C2orf48	-1.96
ZNF287	0.107
DAAM2	-1.635
DPPA2	-2.58433333333333
TCTN3	0.329166666666667
DNAJB11	-0.290625
FPR1	3.80875
DEFB4	0.166
PTCD2	-0.7858
SMOC2	4.87483333333333
CABP7	2.38825
SERPINB11	-0.109
MAGEF1	0.69975
NDE1	0.374666666666667
ITGA10	0.277
FSHB	0.3375
ANXA2	0.652375
HORMAD2	0.45575
HLCS	0.63975
MCF2L	0.704583333333333
FH	-1.471875
TBC1D24	1.71125
KIAA1505	-0.35425
LGALS2	-0.7745
CNBD1	-0.7545
SYNPO2L	1.28675
PTPN23	0.1085
C1orf183	-0.205166666666667
MAGEA8	-2.16325
DGCR8	-1.563
GSR	-0.71375
PAQR7	0.2915
ZNF676	-0.76175
CACNA1C	-0.0328
SP7	0.0885
PDCD6	-0.77825
NRN1L	-0.766
BRI3BP	0.892666666666666
KIAA1183	0.50525
ASB4	1.022
CCL23	0.6567
OBSL1	-1.661375
SLC12A7	0.6665
KIAA0240	1.27425
CD1B	-1.20083333333333
FCGR2A	2.09325
MDC1	-1.78175
HTR1A	-0.0718333333333333
OCEL1	0.29
ATP11B	-0.5304375
FBXO34	0.1985
PCDH12	2.62183333333333
RPE	-0.34675
C17orf74	0.1645
CSDC2	0.707666666666667
PET112L	0.21925
TMBIM1	0.043625
P2RXL1	-0.6525
TCHP	-0.403
TRMT1	-0.592666666666667
F2RL2	0.569166666666667
LRRC32	2.6335
IMPG2	0.2515
BGLAP	-0.09025
LOC493869	-2.02491666666667
MRAS	1.812625
SLC35F5	0.9265
CBWD1	-1.1665
AXL	-2.26575
ATP2C2	3.6535
TELO2	0.184
PNPLA3	-3.42825
PCDHB14	1.1615
CD276	0.42325
KRT80	0.168
DUSP28	-0.9665
CSNK1E	-0.48575
SRP14	1.404
KCNQ4	0.378
