Hybridization REF	TCGA-AO-A03L-01A-41R-A056-07
KIF5A	-0.952
ASCC2	-0.00916666666666666
PSENEN	0.0458333333333333
OPTC	-0.2735
FCRL2	0.319166666666667
KBTBD11	-2.77325
PCK1	-2.658625
CENTD3	-1.21775
MEGF8	-1.26125
ALPPL2	0.092
OBFC2B	0.1165
ZFYVE20	-0.52325
GALC	1.12883333333333
CTRB2	0.343
C20orf71	0.582833333333333
TBKBP1	0.4815
CAMLG	0.773375
TREML4	0.0785
RSAD1	-0.37725
TUBA3D	-0.2197
KIAA1833	0.19
PNPLA1	-0.214
LRRC34	-1.95216666666667
CDH26	-0.51
ZNF167	-0.09
ZBTB26	-0.9703
VWF	3.1841
VTN	-0.9765
BAD	0.90675
PDS5B	0.104818181818182
ZNF644	0.216416666666667
SH3GLB2	0.010125
SMPDL3A	-0.1032
NRG2	-1.049875
IL15	1.311
GABARAPL1	-0.637833333333333
LAT2	0.5297
SLCO1A2	-2.0068
LIG4	-1.04641666666667
GSDMDC1	1.165875
BMP4	2.031625
METT10D	0.316
SYCE1	-0.26425
SPANXD	-5.559
SLC12A9	-0.2565
MC1R	-2.3165
RNF168	-0.25975
TRIM69	0.8275
GALNT7	2.203
ISG20L2	0.64175
KIAA2026	0.4765
TNFAIP8L1	-0.651
DPY19L2	-1.486
C12orf63	1.3505
PRDX5	0.04325
MED6	0.249125
TXNDC5	-0.89825
CD46	0.592833333333333
CCK	-2.37875
C17orf48	0.38325
ANUBL1	1.124
SIT1	-0.2285
TYSND1	0.705666666666667
DEF6	0.844333333333333
GLT8D4	1.165
UTP14A	0.634625
RPH3AL	0.625
NXF1	0.547833333333333
TRERF1	1.06666666666667
TUBB3	-1.005
SLC24A2	1.2985
SEC22B	0.53
ZNF653	0.96425
GGTL3	-2.068
CDKL2	1.7845
CTF8	0.0208333333333333
EPC1	1.01733333333333
CYP4A11	-0.305833333333333
THRSP	1.99366666666667
LELP1	0.0458333333333333
TES	0.50825
C17orf87	1.829
FERD3L	0.0475
SH3TC1	0.4575
RAB36	0.173
CRYGB	-0.7545
GRIA3	1.1407
BHLHB9	0.166
C1QTNF9	0.3515
GOPC	-0.2615
PNPLA8	-0.537833333333333
ZNF444	-0.447
FMO1	4.44275
POLR3C	0.32625
SLC35F3	-0.27575
SGCG	2.82566666666667
DCDC2	-3.51133333333333
NANP	-1.03175
MGC23270	0.54
BEX4	-0.688416666666667
HYDIN	0.5072
RPS6KB2	-0.18
ADRM1	-0.203666666666667
BAT3	-0.39375
RAB31	-0.00718750000000001
SCGB2A1	6.556
SLC6A14	-3.419875
DDX4	-0.57475
PRRC1	0.919
AP3B2	-0.640333333333333
TRGV7	0.772666666666667
TMEM184B	0.295
ADPRHL1	0.652833333333333
C21orf45	-0.367875
ARNTL	1.205625
AADAT	-1.281375
CCL2	0.991833333333333
SNTB2	0.323333333333333
RGS9BP	-0.4305
KPNA1	0.94175
TMEM41B	-0.236833333333333
S100A11	0.793666666666667
DOT1L	-1.0065
EFHC2	-0.43375
CLTC	0.0233333333333333
SRP9	0.755714285714286
ZNF521	0.08025
FAM26F	0.075
GPR88	0.690833333333333
COL13A1	0.1455
CHMP4B	0.423
SIGLEC6	0.376
NFAM1	0.2305
PVRL2	1.0162
ALKBH4	-0.125
CCDC93	-1.48475
NXT1	-0.075
KCNK4	0.2675
TROAP	-0.783
KCNA10	0.605
CCDC114	0.204666666666667
RAN	-0.0710833333333333
LMTK2	-0.4145
LOC400657	-0.3105
UFC1	0.542
UBE1DC1	-1.3555
EEF1A1	-0.0585
CHAC1	0.172
HMGA2	-5.0293
B3GALTL	0.33675
ING2	0.974
C1orf109	-1.05975
INTS3	0.852625
ZNF558	0.2395
TRPM4	2.4695
LTB4R	-1.103
ISYNA1	-1.685
LSM7	0.00475
LRRC47	-0.697375
ZNF179	0.483833333333333
EXDL1	-0.443666666666667
SLC4A10	-0.785
ACSS2	-0.930666666666667
COPS7B	-0.262
KIAA0040	1.6505
C1orf95	0.0865
AP1GBP1	-0.82175
OR9A2	-0.125
FAM71C	0.1635
RIN1	-1.7025
ITGA4	-1.986375
DNAJC6	-1.77833333333333
CLOCK	0.642833333333333
SLC35A4	0.830833333333333
DSG4	0.426
LOC26010	0.6105
NSUN2	-0.2295
TMEM86B	-1.2292
C14orf135	0.10325
KIFC3	-1.215
PHF5A	-0.29825
NCAPH	-1.024625
STK11IP	-0.02
FLJ42953	0.662375
CCDC19	2.55433333333333
ZNF329	0.797
TAX1BP1	-0.354166666666667
ZDHHC18	-0.101166666666667
C10orf88	0.571
TMBIM4	1.025
NMUR1	0.369
KIR2DS4	0.44175
C9orf90	-0.4985
MGC87631	-0.9235
KDR	2.7764
ST3GAL2	-1.065125
RLN2	-0.5905
HPD	-3.24175
MOXD1	-2.06683333333333
PDGFRL	2.17066666666667
SMYD4	-1.28135714285714
FAM103A1	0.71
MFAP4	0.767333333333333
LOC285141	-1.4305
TMEM45B	-0.00762499999999999
SMCR7L	-0.859
GZMH	2.952
CBLN1	-1.18583333333333
CNNM1	-0.537
PHF17	-1.01166666666667
NUP98	0.346
RMI1	0.0945
PTPRS	-0.602125
ANKRD57	0.264125
CLDN15	-0.637833333333333
OR51A2	-0.235
GUCA2B	0.885
DOCK9	1.1665
ITGB1BP1	-1.60383333333333
DLG2	-0.65625
BRAP	0.1865
SESN3	0.19625
ZC3H7B	-0.25775
FAM101A	2.73683333333333
FKSG24	0.25875
ZYG11B	-0.3795
RFC2	-0.6585
SH2D3A	1.6745
DVL3	-0.112333333333333
ADFP	-1.909
KRIT1	-0.7955
SERTAD3	1.32316666666667
LEFTY2	-2.17875
KRT27	-0.3125
SCFD2	0.125
MN1	-0.804
RORA	0.26875
PTPRD	-0.32175
PIAS2	-0.967
CYP4X1	1.26933333333333
FBXL15	0.273
MYH15	0.469
CRX	0.6985
TBC1D13	-0.68275
SLC22A17	1.13083333333333
PLK2	1.85266666666667
ARHGAP9	1.47175
EIF1B	-0.83375
C20orf185	-0.76825
DEFA7P	0.226
PRIM1	-1.30716666666667
CRYAA	-1.607
BACE1	0.26675
AGTRL1	0.796333333333333
ACAD9	-0.284125
GRASP	0.18725
RBP4	-3.39533333333333
TFB2M	-0.159
METTL9	0.0651
ATP5O	-0.95575
SP100	0.7808
CPSF1	-0.533833333333333
S100A4	-1.19725
LIME1	-1.03125
GPR137C	-0.3355
OR2A2	-0.075
C2orf29	-0.74475
NUP188	-0.43125
SDPR	-0.8225
RAI1	0.326625
RPS20	-0.3128
LAMB1	-0.47375
ADM2	1.8495
ZNF229	-0.69675
DKFZp434K1815	-1.5655
EPN3	3.61133333333333
CLIC3	-1.28375
MEIG1	-1.45875
HMGB4	0.075
STARD10	2.758
KLF8	2.329
EPB41L2	-0.634666666666667
JMJD6	0.47775
CTSL1	-0.6085
GPR27	0.671
ELAVL4	0.256375
MMP21	0.257
PPM1B	0.397125
SUV39H1	0.0545
AAMP	0.39525
TUSC4	-0.0453333333333333
MBD6	0.3105
KLK13	-1.134375
FMNL3	0.246666666666667
TRIM13	-0.19125
C15orf5	-1.9445
IQCF1	-0.238
CACNG8	0.6955
SLC35D3	0.567666666666667
ZDHHC9	0.7385
ODF3L1	0.29075
C9orf86	-0.2847
TSEN2	-1.65375
C17orf64	0.1445
SEPX1	0.3222
TSPO	0.498833333333333
SYMPK	-0.2755
ADORA1	0.3695
TSPAN10	0.917625
SEMA6C	0.145333333333333
RTTN	-0.844
IL2	0.423666666666667
ARRDC3	-0.358166666666667
TBPL1	-0.977333333333333
STX12	0.45475
MRPL39	-1.2655
OR8H3	0.4195
IFIT5	2.4035
CASC5	-1.514625
FAM46A	-1.14133333333333
HPCAL1	-0.71425
CYLC1	0.2945
VGLL2	0.243
C20orf191	0.10325
CDH1	2.42025
ITPA	-0.7095
CCDC101	-0.33225
D15Wsu75e	-0.24675
EDA	-1.19825
CREG1	-0.229
OR7G2	0.6195
SAP18	0.933833333333333
IFIT1	4.01
CALML3	2.45883333333333
FLJ37440	1.97
FNDC5	-0.57875
SERPINB6	0.858142857142857
JUNB	1.1817
SYS1	1.41325
SCN2A	0.0633333333333333
ZKSCAN5	-0.8571
WNT7A	-0.242666666666667
TSHZ3	2.5755
RNF148	0.23325
H6PD	0.021125
CAD	-1.044
ZNF449	-0.022
DOCK10	-0.0455
FAIM2	0.843166666666667
HEXDC	0.84275
PRB1	0.244666666666667
C14orf148	0.532
ETHE1	0.20425
IRF5	0.8933
GNMT	2.02133333333333
MGC16291	-2.430625
RPAIN	-0.577357142857143
CAGE1	0.436
CNTNAP3	-2.876625
ACTR1B	-1.08625
EEF1E1	-0.92175
MSX1	-0.5845
ESF1	-0.6241
HSPC171	0.0625
MRPL2	-0.0753333333333333
RDH12	-0.385666666666667
CELP	-0.146
METRNL	0.57725
C10orf116	3.92
C19orf48	0.24975
ZNF346	0.02725
NCR1	-1.617
C10orf64	0.421
CD52	1.254
VPS18	0.816
AP4S1	0.0445
NPBWR1	1.143
TPK1	0.8555
UBA52	0.216055555555556
RIPK1	0.8825
CPNE3	0.3244
HSPC159	0.180375
C8orf38	0.25875
LRRC4B	0.2355
PARP10	1.0262
ANKRD50	1.59675
CXCL9	6.80975
FGF18	1.73372727272727
EIF2A	-0.637625
SLC20A2	0.710166666666667
KIAA1549	-0.10775
SPINT1	2.5653
ZNF584	-0.3825
CRBN	0.00183333333333329
ABCF3	-0.170666666666667
NCBP1	-0.222833333333333
PLA2G4F	2.328
PCDH10	3.376625
TTC21A	-0.2535
C20orf144	0.6375
FGFR1OP2	-0.276166666666667
SLC9A1	0.2539
CHRND	0.3
FOXF1	-2.3895
KIAA1467	-1.309
TPO	0.534166666666667
LTF	4.03207142857143
DNAJB9	-0.342
MRPS27	-0.61875
bA16L21.2.1	-0.17225
WBP2	0.492666666666667
MRGPRX3	-1.62666666666667
PRPF18	0.11275
C10orf58	-0.99075
SMOC1	-2.6858
ADAT3	0.825833333333333
TMEM138	-0.15325
TMEM131	0.011375
TIMM8B	-0.3375
MYH7	-0.6075
ST6GAL2	1.42
KIF1C	-0.55975
SUHW2	-1.7555
PAPSS1	0.065
CABP2	0.3925
HOXA4	-0.95525
ELF2	0.38775
SEMA3D	-0.318777777777778
MC5R	0.468
OGFR	0.6715
FLJ30092	0.451666666666667
TGFA	0.4275
MMP17	0.924
KIF15	-1.95875
CHIA	0.3905
CATSPER3	0.79
CEACAM7	2.30516666666667
PADI2	2.784125
HOXA9	1.12733333333333
LNX2	0.760833333333333
TMEM144	2.55
HIF1AN	1.02975
METTL7A	-0.6891
C6orf165	2.9255
KIAA1468	0.18975
DSG3	2.2365
ZNF180	-0.109333333333333
EIF4E3	0.8905
SLC46A1	0.229875
DKK1	-5.73166666666667
ZNF205	1.12616666666667
LOC162073	0.261444444444444
COX7A1	4.5895
MAGEA1	-4.97233333333333
NEDD8	0.162666666666667
KLHDC5	0.258
C3orf19	-0.0366666666666667
MRPS2	-0.4365
POLR3H	-0.324714285714286
ABHD11	2.2167
TMEM17	0.01625
PAIP2B	0.3798
MAT1A	-2.72525
LGI3	-0.0515
THUMPD2	-0.258
TKTL2	0.2215
XAGE3	-1.716
CALM3	0.296
C6orf136	-0.231166666666667
KCNC4	0.369833333333333
RGS9	0.173
ACIN1	-0.2765
SPATS1	0.315333333333333
XKR8	-0.60725
FAM84A	1.42216666666667
MS4A7	4.805
AGXT2L2	0.5155
OR1F1	-0.865
SMAP1L	-0.445333333333333
IPO11	0.2805
ZC3H11A	-0.2303125
C1orf151	0.18875
RNASEH2A	0.0555
CCR10	-0.999
TXNDC11	0.787916666666667
TMEM112	1.084625
MAP1B	-0.922785714285714
NVL	1.33525
PKM2	-0.5975
ARC	-1.164
NUP54	-0.4045
PPFIBP2	2.33966666666667
STAT2	1.11925
PTAFR	2.25333333333333
ROBO2	2.565375
RNF40	0.538166666666667
CCDC135	0.444666666666667
IFT81	-0.3477
MORF4	0.1415
TM7SF3	-0.39925
OR10H3	-0.4185
ABP1	-0.0665
CHRD	0.215
PLEKHA8	-0.188166666666667
NCALD	0.758916666666667
OR5AK2	0.697
ACCN1	0.229
SLITRK1	-0.36625
ARMET	-0.809
C9orf52	1.59225
REEP4	-0.17725
MTSS1	1.6845
ADH1B	2.26716666666667
DLD	-1.18575
CDK5	-0.711
PPFIA1	0.242125
WFDC3	0.99925
DNAJB12	1.111
RANGRF	-0.147
MLANA	-4.5815
AMY2B	-0.34375
KIAA0319	-1.69375
RPS7	-1.0375
JAK3	0.1244
ARFGEF1	1.4785
CXCL5	0.577916666666667
TRAPPC4	0.228
CETN2	0.528
HSPC111	-0.34175
RHOBTB3	-0.7807
PHLPP	-0.279
RGS10	1.96125
TMEM58	0.50825
CHERP	0.056125
HSP90AB3P	0.0481666666666667
FSTL3	-1.04266666666667
PEX11A	1.53775
OR5V1	0.8335
FCN3	1.796
PTPN3	0.029625
NPTX1	-4.880375
C21orf84	-1.566
C11orf51	-0.146
ZBED2	1.826
FLJ90757	0.472
NPY2R	0.8695
PLD3	-0.17
SYT17	1.15966666666667
SGSM2	-0.74125
OR1A2	-0.5295
FOXP1	0.402375
SLC5A1	1.5285
POFUT1	-0.5908
EPHB6	-2.93483333333333
MYO1G	-1.211625
STAC	-1.4702
KLHL17	-0.0715
RGMA	0.4036
TJP2	0.1373
FAM114A1	0.262
SERINC1	0.695583333333333
SLC9A8	-0.334625
PEX19	0.448875
EDN2	2.58475
PSMD7	-0.972555555555556
C3orf41	-2.03725
UQCR	-0.29875
PPP1R3C	0.6045
LRP4	-2.30733333333333
TM2D1	-0.67325
TTC17	0.404625
C4BPB	-4.80125
CCL25	0.6
ZNF253	0.3745
CHRNA9	-4.0045
SOX11	-1.513
HIVEP3	1.3635
CGN	2.29008333333333
C3orf35	-0.258
PKD2L1	3.459
SYVN1	0.725875
PDE8B	-1.30075
LOC439951	0.99825
LTC4S	2.218
MIF4GD	0.71
SMARCA2	0.961375
TUBGCP6	-0.3985
CABLES1	0.0415
C16orf77	1.6495
ZNF791	0.23625
FUT5	-0.526
ADH6	-2.25883333333333
P4HB	0.39225
CLDND2	-1.48525
ALKBH8	-0.0225
PLAC4	-0.67
F11R	1.49107142857143
MGC35295	-0.465666666666667
PDZD4	-0.373333333333333
LOC389073	-1.2035
FAM80B	-0.603166666666667
PSMB1	-0.476625
TXN	-0.458833333333333
VIPR1	1.3252
WBSCR18	0.0554
EXOSC6	-0.327666666666667
ACTA2	3.63616666666667
SP5	-0.172166666666667
ANKRD1	-1.73375
DDR1	2.2443
ATP6V1D	-0.07325
PTGS1	-1.17016666666667
RNF157	-1.54975
DCC	0.25125
SPAG7	-0.15325
FBXO18	0.22175
UBE3C	-0.3989
HOXC6	1.09725
LRP2BP	0.185333333333333
MYST2	0.76175
PDSS2	0.194
ATE1	0.42725
ARAF	0.72
KLF10	-0.09475
PLA2G2E	-0.41525
ASCL1	-1.59616666666667
TSNAXIP1	-0.004
FAM131B	-0.309625
IFNA10	0.041
NUP43	-1.125625
FAM44B	-0.302625
L1TD1	-4.46483333333333
NMD3	-0.633333333333333
C18orf54	-0.7833
PHOSPHO1	0.062
RAG2	-0.5145
EMILIN3	-0.576
METTL3	-0.77625
VPS13C	0.262
REXO2	-1.67425
ANXA4	0.0575
CA1	-1.349
DCP1B	0.66375
TULP3	-1.05483333333333
ATP2A2	-0.378071428571429
ATIC	-0.20775
ADAM15	-0.389166666666667
NPL	0.616333333333333
LGR4	0.79125
UEVLD	0.986
GAB1	0.894
SNAI2	-0.149333333333333
ZGPAT	0.3918
SNF1LK	0.223875
DLEU1	-2.28125
UBE2Q1	0.632
ZMYM6	-0.2470625
JPH3	-1.6815
FAM38A	-0.43875
PXK	-0.658666666666667
DENND2D	1.85325
BAX	-0.792166666666667
CP	-2.77227272727273
RPL37	-0.2107
G6PC3	0.369875
NCOA4	0.457
LRRC14	0.278
GORASP1	0.451
FCHO2	0.961875
CYP24A1	-3.4226
FXYD3	2.802625
SMARCAL1	0.28825
ABCB8	-0.258666666666667
CCDC44	0.409
PRDM7	-3.5135
USH1C	-1.62725
DNAH5	-0.081
SRF	0.264
MAL2	1.72533333333333
PGPEP1	-0.604833333333333
SIN3B	-0.653
SEMA3C	0.0373333333333333
GRAMD3	1.95725
FBXO10	0.226375
OR5D13	0.972
FLJ31818	-0.586625
CACNA1I	0.57125
S100A13	0.1485
TP63	2.01592857142857
ANXA11	0.4908
WDR66	1.51225
CSF2RB	0.392
IFI44	1.5865
DACT1	2.36766666666667
ANKRD23	-2.14225
ATP5G1	-1.22883333333333
C21orf70	-0.638333333333333
PPWD1	-0.801
DNAJC13	0.2535
PAH	-5.45833333333333
PTCH2	0.75325
TRMU	-1.751
CCDC9	0.849
USP3	0.2116
DCLRE1C	0.1242
FAM55C	1.55775
FRMD4B	1.36125
CYP2R1	-0.092
RFPL1	-0.2175
XPO5	-0.649
ARL6IP2	-0.733
OSBPL5	1.99325
MMP9	2.894
KIAA0802	-1.254625
DHRS2	-1.7
SGEF	1.792125
TXNDC10	-1.5194
EXOC6	0.97625
RPS27	0.286833333333333
PNCK	-1.8725
FSTL1	-0.2765
AACS	0.64875
SLMAP	-0.0453333333333333
SAMD4A	-1.183
ABRA	-0.024
SMARCD3	-0.1955
PKNOX2	-2.64616666666667
A4GNT	-0.147
C9orf39	-1.16466666666667
RALYL	0.0845
MGC33556	-2.758
C10orf25	-1.0415
BBOX1	4.4495
NHEDC1	-0.6045
XDH	0.22425
GCSH	-1.828
EDN1	-0.201833333333333
MTERF	-0.45625
CLK4	0.7995
ZNF799	1.271
KCNG1	-1.813375
CXCR4	0.430833333333333
PTPRR	-2.5305
IRAK1	-0.228625
LOC401397	-1.8285
TMSB10	1.02928571428571
CXCL3	-3.8011
TMC4	0.3525
OR7A10	0.3845
STYK1	0.66725
CHRNA10	-0.19925
CCNI	0.59175
EP300	0.860571428571428
LOC165186	-0.00650000000000001
HIC2	-2.97375
SDR-O	0.0564999999999999
OR2W1	-0.00700000000000001
KCNA6	0.3985
TRIM74	-1.78725
REEP6	-0.155
ATP5G2	0.2055
ERG	0.455625
TMEM42	-1.01725
PARN	0.208333333333333
SOD2	-1.007375
DIRAS1	-0.466666666666667
PNPT1	-0.62875
JOSD3	-1.35775
hCG_40738	-0.1135
PDE1C	-2.1015
SEMA4D	0.152375
AGPAT1	0.0896666666666667
NOSTRIN	0.780375
MAP3K3	0.3515
MAX	1.52492857142857
CAPS	3.29033333333333
SERPINA12	0.367
OSBPL8	-0.009625
RICS	1.5755
NR4A2	0.1525
PPCS	1.06833333333333
LONP1	-0.46625
SCYL3	1.4285
HERC2P2	-1.37116666666667
FIBCD1	1.2405
C15orf41	-1.88275
DMC1	-2.40633333333333
C20orf27	-1.17075
RPS6KA5	0.495
FAHD1	1.00216666666667
SLC12A4	-0.09025
BRCA1	-1.26116666666667
GBL	0.3935
SLK	0.505166666666667
NUDT9P1	-1.437
NOXO1	3.2125
USP52	-0.9495
BAZ1B	-0.00575000000000001
SLCO2B1	2.2665
BBS12	0.647
LRGUK	-1.18433333333333
TERF2IP	-0.0165
COL1A1	4.677
KIAA0090	-0.12775
GRK5	-0.639166666666667
AP1S2	-1.1764
TMEM52	-0.877
CA11	-0.850625
OR4A15	0.340333333333333
ACBD3	1.1999
SPAG11B	0.67425
PRDM2	0.7925
FOXP3	0.548
SMYD3	1.1364
LOC389199	1.3095
LGI2	0.7775
NAPE-PLD	-0.6633
ANKRD6	1.343
WDR45	0.4975
SHROOM1	-0.135
PSCD3	0.7385
PYY	1.3235
KCNC1	-1.5855
ARHGEF9	0.3397
OR8J1	-0.29675
GPR55	0.398666666666667
NS3BP	-1.3035
C10orf22	0.293666666666667
NAT8L	-2.42
DUSP4	0.00666666666666666
FOXM1	-1.4785
GRAMD2	2.9881
ZBTB48	0.064
BUD31	-0.7275
PABPC5	0.369
CCDC41	-0.73025
FBXO11	0.09375
C6orf148	-1.38875
RFXAP	-2.01475
C6orf15	0.878833333333333
CDK8	-0.811666666666667
C6orf70	0.02275
TESSP2	-0.435
ALG2	0.42325
PPP1R3D	1.578
TPM3	1.44688888888889
SYT13	2.06325
EPB42	-0.963166666666667
CETN3	-0.48475
PRY	-0.085
NTHL1	0.915333333333333
POLR2B	0.293
RPS28	0.441666666666667
P2RX3	0.22525
LYZL4	0.472
WBP4	-0.4697
PMM1	-0.16275
C11orf79	0.77125
CBLL1	-1.089
IL1F10	0.21
VAX2	2.471
SETDB1	-0.0396666666666667
LRAP	-2.496
GCLM	-0.451
CPEB3	1.42225
PPM1A	0.9668125
INTS1	-0.8255
CAMTA1	-0.104333333333333
SAMSN1	-1.4535
LOC158830	-1.5215
GMPPA	0.48725
AIPL1	-0.23175
IL24	1.20908333333333
BDKRB1	-2.03366666666667
MLF1	0.9828
TAF12	-0.34025
ID1	-2.14825
THADA	-0.053375
PIK3CB	0.0915
OR4N5	0.736
TBC1D17	-0.279666666666667
COX8A	-0.05475
CDCA4	0.0385
C2orf44	-0.387
ZNF534	-0.522
IMMP1L	0.58625
NIPSNAP3B	-0.169125
FTMT	0.359875
PWP2	-1.05766666666667
MMP15	0.2744
DNAH11	-2.20575
MTMR14	-0.16025
DNAL4	0.9565
IPP	0.1125
TMEM59	0.205375
C1orf157	0.4735
RGS4	1.848
DDX18	-0.958666666666667
SNX6	0.086
ZNHIT2	1.231
NCDN	0.966333333333333
FLJ33534	0.29975
RAG1	-1.86125
OR4D10	0.566
PTPN5	0.169166666666667
POMT1	0.00975000000000001
LRRC8A	0.2833
CYP1A1	-1.25075
CAPN1	0.942333333333333
DDHD2	-0.3415
GRIK2	0.139333333333333
GNRHR	0.5375
PPBP	0.67675
HTR3A	-0.731285714285714
SLITRK4	-0.89825
ANKRD49	-0.4975
BTF3	0.7114
SARS	-0.44175
C13orf18	0.109833333333333
CACNB1	-0.274357142857143
QKI	-0.590476190476191
SETMAR	0.31425
MAN2B1	0.707833333333333
EML3	-0.4625
ACADL	-0.177833333333333
OFD1	-0.260375
DEFB114	-0.3135
CGA	-1.6681
PEX16	1.15066666666667
LRRC10	-0.7705
GNG12	-0.5135
C1orf152	-0.0985
CHRM1	0.444
CD53	0.466
DBH	-1
TFAP2B	-0.38
HIST1H2BJ	-0.785833333333333
FAM46D	-1.128
TMEM11	0.77775
C3orf32	-2.92225
PCCB	0.128625
IPO13	-0.271125
C6orf105	-3.0905
COMMD5	0.5885
SUV420H1	0.3217
LTBR	0.3175
ARHGAP15	-1.028875
HDHD2	-0.528
TDRKH	-0.0716666666666667
LOC401052	0.67
PSG4	-1.10925
GNB4	0.0231
SPATA4	-0.92325
SLC9A3	-0.865
OSBP	0.639666666666667
NBPF3	-0.12125
DOCK11	-1.099
SLC39A5	-1.61783333333333
PRR5	1.3367
C10orf63	0.711125
SMTNL2	-2.27525
ADRA1A	0.07975
ASAH1	1.5904
DOM3Z	-0.1991
GIPR	1.06016666666667
AHI1	-1.18583333333333
NADSYN1	1.76766666666667
RGS14	-0.6289
IL18BP	0.8609
RTN4RL1	2.21566666666667
ARMC6	0.30575
PSMD5	0.0356666666666667
HK3	1.916
OR4S1	-0.02075
RSU1	0.7267
MAD2L1	-1.224
EIF4A3	0.342
DLEC1	-0.364
E4F1	0.288666666666667
CHMP2B	-0.1435
CAMSAP1	-0.63325
RPS21	-1.17783333333333
ARID5A	1.05325
UBE2N	0.2904
IGSF8	0.519666666666667
MAGEB6	-1.25
ACAD11	-1.8455
MGC4172	-0.93325
LMO4	0.664
KLKB1	-0.7325
HP	-1.249
HDAC3	-0.14325
SCHIP1	0.058
CLCA1	0.43
OLFML2A	0.743
C1orf112	-0.915
KIF19	1.76758333333333
HAPLN4	-0.1391
CXCR7	-0.9505
GOT2	-0.597
RAB38	0.157
DCX	1.37525
PPM1H	0.849666666666667
NFYC	0.3515
KIN	0.272625
ZNF228	0.57875
PLSCR4	1.995
HIG2	-0.3305
FAM79B	6.8075
C21orf86	-0.7925
KCNK10	-0.07825
ZNF738	-0.4645
FSTL5	-1.777
OR6A2	0.0539999999999999
OTOA	0.997666666666667
EXOC1	0.2055
AHRR	-3.14175
PDAP1	-1.3115
C19orf6	0.22325
ZAN	0.4
LY6G6E	-0.712
EIF4E2	-0.22375
C20orf198	1.087
ZNF324	0.55625
CYP3A5	-3.06433333333333
ENTPD7	1.85566666666667
MBOAT5	-0.2565
GJB5	-0.90875
TTC13	-0.3905
S100Z	-0.852333333333333
KIAA0664	-0.427
PDGFRB	2.21125
IL17D	-0.229
OR56B4	-0.0645
RDX	-3.233
SLC34A3	0.9675
IL28B	0.924
JUND	1.068
CHRNB1	-0.558125
CAMK2B	1.214
FETUB	-1.79325
CXorf23	1.300875
MRTO4	-0.981125
TTC3	0.0255
NDUFB8	-0.3945
EDG2	-1.79625
SEMA3G	1.3195
IL23A	-1.84325
GRHL1	0.8365
LOC441054	-1.928
WDR65	0.364125
PSTK	-0.67975
STOML3	0.481333333333333
R3HDM2	-0.0071
C5	-2.8575
SLC2A10	2.59466666666667
C3orf22	0.678
PAQR3	-1.21807692307692
ANKRD26	-0.6355
HCRTR1	-0.0825
LOC399947	-0.261333333333333
PSD2	-0.231
TIGD2	-0.957666666666667
SCRN1	-1.68575
COQ10A	-1.72925
DDI2	0.1235
METTL7B	0.4185
UCN2	0.6415
FAM92A3	-1.13775
WDR16	1.249
ZNF511	0.863
ZMYM5	-0.09875
POLR3G	-2.711
ZNF586	1.68375
C1orf49	0.081
TANK	-0.2335
RCAN1	-1.19866666666667
PELI3	0.574666666666667
LIMD2	-0.316916666666667
TMEM189	0.8705
NTN4	0.21425
LOC151300	0.553
CLEC2A	-0.7065
GPR135	-0.04425
DPYSL4	-2.2126
JAK2	-0.475666666666667
TSHZ1	0.326833333333333
TM9SF4	-0.124875
ZNF264	0.667166666666667
SIRPG	1.885125
BICD1	-0.31225
HERC6	3.90416666666667
METTL5	-0.425
CASP1	0.5765
PRRT1	-0.4505
PLA2G4C	2.171
ICA1L	-0.464
TPTE2	0.335166666666667
OTUD7A	1.01416666666667
AQP11	-2.1245
APOA2	-4.1538
KALRN	-0.3293
SECTM1	1.86333333333333
IFNAR1	-0.51525
TALDO1	0.255625
RAB11FIP4	0.9925
EIF5A	-1.0295
FAM49A	1.887
NEGR1	-0.424333333333333
YTHDC2	-0.260125
EHD2	-0.54375
NCF1	2.4996
SCRT2	1.5955
HOXA5	-0.651
NUP133	-0.00925
FGF12	-0.6624375
SLMO2	-0.163875
SNTA1	0.231
CACNG2	-0.14925
GCM1	0.2285
ELF1	0.935833333333333
TLR5	2.53575
TCFL5	-1.42775
RBMY2FP	-1.206
LOC100125556	0.79225
FAM129B	0.341625
MAP3K7IP1	-0.335625
NCK2	0.093
OXA1L	0.025
FMO9P	-0.08
ZSCAN12	-0.16175
PSMD12	1.4035
HSCB	-0.53375
CLDN10	-2.08225
MGC13053	-0.645666666666667
HPCAL4	-0.4366
ASZ1	-0.173
MEX3D	0.93025
NFAT5	-1.1779
CSPG4LYP1	-0.2375
FBXO3	0.6534
DVL1	-0.836833333333333
CMKLR1	1.61116666666667
TYMS	-2.576375
PEF1	0.99725
ZNF750	1.7495
MCM5	-0.3359
MEGF11	-0.6685
KCNK7	0.3785
PTP4A3	-0.231
C1QTNF2	-0.922333333333333
OR6S1	0.5345
FAM122B	-1.708
ZNF551	1.466875
HBQ1	-2.515
GEMIN6	0.037
ARSK	-0.43325
RBP7	1.2535
CPNE9	-0.1985
DSC1	1.471
LOC730112	0.52875
MAP2K4	1.12625
HS3ST5	-1.374
EPB41L3	-0.592
TEKT2	1.216
CDKN2B	0.74975
ZNF480	-0.8405
MAP3K6	0.4987
MAP6	1.88516666666667
HN1	1.0913
OR2L13	0.0216666666666667
SLC16A11	0.5165
FAM96A	-0.3895
APOL1	0.75575
