Hybridization REF	TCGA-BH-A0BM-01A-11R-A056-07
XYLT1	-0.7272
ZNF440	-0.09675
BRWD1	0.444428571428571
GOLPH3L	1.48425
C11orf77	0.16825
ZBTB17	0.07575
SLC19A2	0.15675
C6orf134	-0.25575
C9	-0.183
ART5	0.8585
ARTN	1.50983333333333
TMTC2	3.5065
GNRH2	-0.0935
STEAP1	0.7639
RPL39L	-2.04966666666667
FLJ10292	-1.182
RLF	-0.7375
NAT14	-0.23825
RRN3	0.11175
C11orf16	0.658833333333333
C3orf14	-0.4095
TEX264	1.02966666666667
C22orf28	-0.779875
C20orf175	-1.77
XPNPEP2	0.166333333333333
PDE6A	-0.14275
SPIB	1.008
TBCB	-0.0495
SLC5A11	-0.34625
ADRA2C	-2.2465
DHCR24	1.02241666666667
MEF2D	1.028375
C6orf114	-0.5485
ZPLD1	0.688
MYO1B	-0.0538333333333333
VAMP8	1.80175
ANKRA2	0.438333333333333
C11orf42	0.531
TAS2R60	0.3615
PANX1	0.31475
C12orf42	0.508333333333333
RCBTB1	0.20125
FGL2	5.28675
CEP70	-1.6035
WASL	0.803
SEPT14	0.7885
DCHS2	0.379
CYBA	-0.73125
ARHGAP11A	-4.32666666666667
MPZL2	0.218166666666667
KIAA1881	4.78516666666667
ANXA1	0.2065
AFF1	0.892125
FRMD3	-1.187
SUSD5	0.30675
C9orf32	-1.3415
RASSF7	0.841125
KIR2DL2	0.5205
SENP1	-0.8495
C20orf195	0.14775
C3orf44	0.12725
KRTAP9-3	0.241
ZFP28	0.605125
PLCB2	-0.4834
TXNDC15	0.10675
CALR3	-0.59625
HLTF	-0.533857142857143
C17orf67	-0.71525
NDUFA6	0.4675
PKP1	1.54725
HMG20B	-0.09075
GPR180	-0.6683
BAI3	0.35375
NOSIP	-0.131
TRIM23	0.483375
ARL1	0.716071428571429
CDK5RAP2	0.29525
SSH2	-1.968
KCTD15	-0.573083333333333
FTHL17	-0.333
AK3	-0.632333333333333
RAB3C	1.05225
PAX4	0.414375
KDELC2	-0.78175
BIK	3.50366666666667
KIAA1553	-1.79025
CEP135	-0.8155
NANOG	-3.16583333333333
TRIM22	1.77516666666667
CDH13	-1.231
B4GALNT4	-0.61975
MDGA2	-1.795
SAMD3	1.36066666666667
OR1E1	0.405
TAS2R10	-1.279
FASN	0.6065
GPR116	3.6111
ZNF219	0.826333333333333
CD33	-2.20725
RAB3GAP1	0.78225
H1FOO	-0.197
NXPH3	-0.205
CROCC	-0.738166666666667
GPX7	-0.47125
BASP1	-1.4075
STAM	-0.74675
TBK1	0.27275
STX2	-0.726666666666667
RPL29	-0.23
NR1H3	0.93475
MPPE1	0.287
PHACTR3	-0.65325
SLC44A2	2.08125
C10orf109	-0.38625
CLCN6	-0.26725
C16orf59	-3.70325
SQSTM1	0.6065
AADAC	-0.74875
LRRC8C	-0.496
BIN3	-0.7666
HPS6	1.0525
MAN2A2	0.4757
GABPB2	-1.24025
KCND1	-0.33825
PTPN11	0.342642857142857
ZNF274	-0.173
ATF3	1.17483333333333
C7orf26	-0.47775
C1QL3	-0.164
WDR54	-1.834
FLJ40869	-1.76833333333333
ZNF397	0.675
MLL	0.5229
TTLL6	-0.83675
ANKRD15	0.170166666666667
KIAA1958	-0.52675
C1orf218	1.497625
ZDHHC16	0.377
DDX47	-0.8475
EVI5L	0.03
GDF6	-4.72825
TAPBPL	0.358166666666667
BTG1	1.9783
DPP4	-1.163375
KLHL23	-2.704
APOC3	-3.82375
BTBD12	-0.711
CNOT4	0.5494375
HIST1H3I	0.303166666666667
OR5H1	0.7005
APEH	-0.8965
TRY1	0.6875
SLC26A8	0.1795
KCNA2	-0.0721666666666667
TMEM159	2.696625
C6orf81	-0.743333333333333
PCYT1A	-0.111666666666667
C6orf157	-0.69375
BRMS1	0.06075
CHST1	1.58233333333333
LGALS1	-0.010125
TAF1B	-0.138
FLJ40504	-0.8475
GPR173	0.6305
COL15A1	1.25
CASP10	-0.696857142857143
PCMT1	-2.07821428571429
HDAC5	0.5665
LOC641367	-1.262
EVC2	0.749
SGPL1	0.4065
GON4L	0.285285714285714
AFG3L2	-1.37183333333333
C5orf15	-0.0688333333333333
UBXD1	1.0223
LILRB4	0.592333333333333
GSTA4	0.281166666666667
ADIG	0.473
GRIPAP1	-0.265125
HIST1H3B	-0.1955
BTRC	2.50666666666667
USP49	-1.814
IQCH	0.73525
ACBD6	-0.55025
YEATS2	-1.51875
CABP5	0.3695
TRIM3	-0.206
HNRPM	-0.12925
FGG	-4.6279
C18orf16	0.40825
CLEC2B	-0.195
PQBP1	-0.141666666666667
JTB	0.236
REST	1.21533333333333
SLC8A3	-0.687
TMEM16H	0.28825
MRPL47	-0.25725
EVI1	1.4218
MUC1	3.530625
TEAD3	0.986125
STOML1	0.304875
USP24	-0.6022
PNMA5	-0.28275
MAEL	0.450333333333333
LBP	0.8655
HSD17B4	0.728875
SEC31B	-1.90525
IDH2	0.4846
SFRS16	-0.825875
AICDA	0.685
RNF180	-0.42975
C1orf56	0.8235
FLJ10324	0.591833333333333
GPR148	0.8575
MEF2A	0.659416666666667
ASF1B	-2.73083333333333
HTN3	-0.31875
RNF215	0.82575
SLC4A3	0.478833333333333
ADAMTS9	0.2945
C9orf66	1.11533333333333
FOXD3	1.564
GSDM1	-0.462
IFITM5	2.8055
PODXL2	-1.73683333333333
C1orf176	0.16625
RPS3	0.17325
hCG_2004593	-0.309375
COL21A1	0.2035
NTNG2	0.305166666666667
RAI14	-0.594166666666667
P76	-0.1105
LRFN3	1.094875
FAM14B	-0.49725
FKBP14	-0.522
TNNI3	-0.395833333333333
HOXB3	0.3215
SGCB	-0.895
PPAPDC3	0.398
FRAT1	-0.0785
MORN1	0.770833333333333
ARHGEF2	-0.3305
BNIP2	-0.64925
DHX30	-0.65325
EEFSEC	-1.19325
FGF20	1.5945
FLJ38973	0.698
PLCH2	0.509166666666667
CCNG2	1.7985
PSPN	0.9885
WDR88	0.502
HOXB13	-2.571875
MTMR8	-1.9605
SPAM1	-0.228
PPP2R1B	-0.19
TANC1	0.82525
CNN3	1.8304
CHGA	0.629625
C9orf128	2.7375
CACNA1B	1.01383333333333
MMAB	-0.8583
RHOA	-0.234416666666667
RAPGEFL1	-0.70125
SLC1A5	-1.27583333333333
CALCA	-0.68675
SYCP1	0.535
CXCL11	0.602375
GFI1B	-1.396
PSCD1	-0.358666666666667
C11orf58	0.058
MGC45438	1.60583333333333
NUDT18	0.9565
ASB3	-0.149333333333333
ZP1	-3.3535
LPPR2	0.3216
ZNF527	0.8615
ZNF771	-0.31975
TTBK2	-0.58875
TRIM55	-0.201
GJB3	-0.0656666666666666
PRSS35	0.05525
SCRG1	0.8555
ZDHHC24	1.1805
DUSP26	1
C1orf51	-0.81225
DNAJC3	0.732666666666667
LITAF	0.960125
ZNF410	0.0855
AFP	-5.0418
ZW10	-1.16375
PHOX2B	-0.0635
VILL	0.28525
ELOVL7	-1.338125
LOC644186	1.819
PPP3CC	0.2265
CHST13	-1.84
WDR40B	0.279166666666667
MEA1	0.0615
HILS1	-0.826
DLX6	-2.05933333333333
NKG7	1.2305
EMP1	1.7885
ACTR6	-0.248
CHCHD7	-0.938785714285714
COG2	0.4803
TCEA2	1.0247
TARS	-1.55275
FLJ20294	0.631166666666667
ZNF92	0.202625
TRAPPC2L	-0.6128
ARHGAP28	0.196875
CCDC109B	0.26025
LGTN	0.0815
INGX	0.1154
LOC124446	1.76875
RPS2	-1.5495
C17orf75	-2.011
NBPF1	-0.019
SLC2A8	-0.327916666666667
SNRPE	-0.8615
CARD6	0.3045
IL13RA2	-1.2715
CUEDC2	-0.526375
C4orf19	-0.055
AOC3	3.519375
MTHFD2	-1.605
OR5M9	0.29
C4orf38	1.27966666666667
SS18L2	0.4065
OAS3	-0.1195
LARGE	-0.1415
LRIG3	0.606
LIMA1	1.042
STARD3	-0.4905
VPS39	-0.00337500000000004
CTAGE6	0.3865
ODAM	-2.21625
MORF4L2	-0.380875
GSTO2	1.81775
MTFMT	-1.572
PRKAB2	-1.01878571428571
ZNF76	-0.531
HSPB2	5.1165
CRB2	-0.21625
KLRK1	-2.4255
LYST	1.90625
UBE2M	-1.19983333333333
SLC16A9	-1.189
ZNF281	0.99125
ST8SIA1	0.197125
C9orf105	-0.9185
ANKRD46	0.802
FAM108A3	0.778
C20orf91	0.07075
ZYX	-0.00583333333333333
RSPH1	2.889
ZSCAN5	-0.43675
RIMS3	-0.126166666666667
KRT76	-0.616
CEACAM4	0.513
SIRPB1	-0.45325
CFHR4	-1.7585
SOX3	0.546666666666667
GATAD1	-0.338125
C21orf57	0.84175
TMC8	-0.625166666666667
AVIL	0.8055
LMOD1	4.1325
HIGD1A	0.198
NEU3	-0.566166666666667
DES	0.83375
BZW1	-0.6141
ZNF221	0.4275
CCDC27	-0.4735
GDAP1	-0.5185
RBBP4	1.165
MGC40499	-0.00675
PHKA1	-1.398
PRKAR1A	-0.149055555555556
HSD3B1	0.44775
RAD52	-1.23883333333333
CD207	0.656
LOC389791	0.134
RSPO1	2.932
TMEPAI	3.42975
MFSD2	1.136875
ETV4	-2.62075
SCGN	0.833
LOC391356	0.2375
MPP1	-1.386125
STARD3NL	-0.781
TFAP2D	0.7025
CD2AP	0.638125
CCL20	-5.20616666666667
CCDC86	-1.616
ZFP30	-0.23525
CTBP1	0.456166666666667
MAK10	0.123
STXBP5	-1.089
LOR	0.5965
MAP6D1	-0.703625
ARMC7	1.187
TMEM150	0.5023
NSL1	-0.39825
KIF5A	-0.883875
ASCC2	0.269333333333333
PSENEN	0.7135
OPTC	-0.7835
FCRL2	-0.399
KBTBD11	-0.37625
PCK1	0.550875
CENTD3	-0.5855
MEGF8	0.270125
ALPPL2	-0.01625
OBFC2B	-0.606166666666667
ZFYVE20	-0.240375
GALC	0.9665
CTRB2	0.65375
C20orf71	-0.0181666666666667
TBKBP1	1.10266666666667
CAMLG	0.972
TREML4	0.723
RSAD1	-0.156
TUBA3D	-0.6419
KIAA1833	0.114
PNPLA1	1.2935
LRRC34	-1.83416666666667
CDH26	-0.23
ZNF167	1.08283333333333
ZBTB26	-0.8867
VWF	4.0291
VTN	-0.753
BAD	1.159
PDS5B	0.695083333333333
ZNF644	0.713416666666667
SH3GLB2	-0.356625
SMPDL3A	-0.6517
NRG2	0.64925
IL15	0.187166666666667
GABARAPL1	-0.211
LAT2	-0.2491
SLCO1A2	-2.294
LIG4	-0.709666666666667
GSDMDC1	0.52875
BMP4	-1.2065
METT10D	-0.036125
SYCE1	0.8045
SPANXD	-5.7325
SLC12A9	0.241666666666667
MC1R	-1.8905
RNF168	-0.86975
TRIM69	0.46625
GALNT7	2.73316666666667
ISG20L2	0.1475
KIAA2026	0.6505
TNFAIP8L1	-0.7815
DPY19L2	-1.53375
C12orf63	1.083
PRDX5	0.130125
MED6	-1.0195
TXNDC5	-1.4025
CD46	0.953
CCK	-3.528
C17orf48	-0.634
ANUBL1	1.7055
SIT1	-1.076
TYSND1	0.6315
DEF6	-0.355
GLT8D4	2.1865
UTP14A	0.092875
RPH3AL	1.05075
NXF1	-0.163666666666667
TRERF1	1.12783333333333
TUBB3	-1.3291875
SLC24A2	0.8405
SEC22B	1.46275
ZNF653	0.2985
GGTL3	-1.21716666666667
CDKL2	0.36525
CTF8	-1.01616666666667
EPC1	1.44733333333333
CYP4A11	-0.136166666666667
THRSP	5.8415
LELP1	-0.161666666666667
TES	0.53825
C17orf87	0.816
FERD3L	0.1065
SH3TC1	-0.3375
RAB36	0.6825
CRYGB	-1.053
GRIA3	0.6428
BHLHB9	2.2485
C1QTNF9	1.89925
GOPC	0.00125
PNPLA8	0.398833333333333
ZNF444	1.0405
FMO1	3.276
POLR3C	-0.17925
SLC35F3	1.84525
SGCG	-0.467
DCDC2	-3.08133333333333
NANP	-0.69825
MGC23270	-0.9575
BEX4	0.0410833333333333
HYDIN	0.654888888888889
RPS6KB2	-2.4495
ADRM1	-0.86125
BAT3	-0.56325
RAB31	-0.336125
SCGB2A1	8.508875
SLC6A14	-1.36475
DDX4	-0.654
PRRC1	0.695833333333333
AP3B2	0.558333333333333
TRGV7	0.4124
TMEM184B	0.486
ADPRHL1	1.27116666666667
C21orf45	-0.840375
ARNTL	0.66425
AADAT	-1.172625
CCL2	0.773833333333333
SNTB2	0.218166666666667
RGS9BP	1.1925
KPNA1	0.13975
TMEM41B	-0.096
S100A11	0.536583333333333
DOT1L	-1.4525
EFHC2	0.844875
CLTC	-0.727333333333333
SRP9	0.537428571428571
ZNF521	0.37075
FAM26F	-1.1515
GPR88	0.9325
COL13A1	-0.893666666666666
CHMP4B	-0.0818
SIGLEC6	0.238333333333333
NFAM1	0.5585
PVRL2	0.857
ALKBH4	0.54925
CCDC93	-0.495875
NXT1	-0.0445
KCNK4	0.845
TROAP	-1.909
KCNA10	0.09675
CCDC114	0.129666666666667
RAN	-1.16575
LMTK2	-0.1845
LOC400657	-0.8085
UFC1	0.64825
UBE1DC1	-1.5135
EEF1A1	-0.450666666666667
CHAC1	-0.6905
HMGA2	-5.2408
B3GALTL	-0.78425
ING2	-0.3205
C1orf109	-0.09475
INTS3	0.888125
ZNF558	0.61225
TRPM4	2.40216666666667
LTB4R	-1.057
ISYNA1	-1.18875
LSM7	-0.12075
LRRC47	-0.503
ZNF179	-1.97483333333333
EXDL1	-0.344833333333333
SLC4A10	-0.9505
ACSS2	-0.0865
COPS7B	-0.844
KIAA0040	1.92483333333333
C1orf95	-0.5635
AP1GBP1	-0.40025
OR9A2	-0.761
FAM71C	0.212833333333333
RIN1	-0.708666666666667
ITGA4	-2.868625
DNAJC6	-1.1665
CLOCK	1.07766666666667
SLC35A4	0.606666666666667
DSG4	0.28475
LOC26010	-0.58625
NSUN2	-1.03025
TMEM86B	-1.0926
C14orf135	-0.0645
KIFC3	-1.5585
PHF5A	0.06475
NCAPH	-3.747
STK11IP	-0.596
FLJ42953	0.775875
CCDC19	2.456
ZNF329	-0.25325
TAX1BP1	0.6555
ZDHHC18	-0.335333333333333
C10orf88	-0.158
TMBIM4	1.0416
NMUR1	1.6465
KIR2DS4	0.3585
C9orf90	-0.208125
MGC87631	0.2025
KDR	2.8487
ST3GAL2	-1.191
RLN2	-0.0446666666666667
HPD	-3.296
MOXD1	-1.44016666666667
PDGFRL	2.36616666666667
SMYD4	-1.17023076923077
FAM103A1	0.279666666666667
MFAP4	0.727333333333333
LOC285141	1.62625
TMEM45B	-0.381875
SMCR7L	-0.496071428571429
GZMH	2.9855
CBLN1	-2.75183333333333
CNNM1	-0.7735
PHF17	-0.000750000000000001
NUP98	-0.192083333333333
RMI1	-0.34575
PTPRS	1.0855
ANKRD57	1.1045
CLDN15	-0.336
OR51A2	0.2555
GUCA2B	2.5685
DOCK9	1.9705
ITGB1BP1	-1.402
DLG2	0.618125
BRAP	-0.104
SESN3	2.95725
ZC3H7B	1.09025
FAM101A	1.931
FKSG24	0.2895
ZYG11B	-0.213125
RFC2	-1.7785
SH2D3A	1.44816666666667
DVL3	-0.226583333333333
ADFP	-1.61033333333333
KRIT1	-0.342875
SERTAD3	2.72283333333333
LEFTY2	-1.903
KRT27	-0.287
SCFD2	-0.2465
MN1	-1.11075
RORA	0.94125
PTPRD	-0.1855
PIAS2	-0.530833333333333
CYP4X1	8.17933333333333
FBXL15	0.2875
MYH15	-0.118166666666667
CRX	-0.426666666666667
TBC1D13	0.884
SLC22A17	1.48733333333333
PLK2	2.15766666666667
ARHGAP9	0.302
EIF1B	-0.47775
C20orf185	-0.222
DEFA7P	0.2395
PRIM1	-2.59783333333333
CRYAA	-1.80575
BACE1	0.46875
AGTRL1	0.758166666666667
ACAD9	-0.23025
GRASP	1.16125
RBP4	-0.0536666666666667
TFB2M	-0.677
METTL9	-0.8161
ATP5O	-0.52325
SP100	0.8082
CPSF1	-1.11
S100A4	-0.971
LIME1	-0.86575
GPR137C	-2.185
OR2A2	0.6
C2orf29	-0.80775
NUP188	-1.1985
SDPR	1.24875
RAI1	-0.189625
RPS20	0.474
LAMB1	-0.1705
ADM2	0.3405
ZNF229	0.12825
DKFZp434K1815	-1.279875
EPN3	2.17583333333333
CLIC3	-0.974
MEIG1	-0.887
HMGB4	0.1775
STARD10	1.430125
KLF8	2.8425
EPB41L2	-0.7595
JMJD6	-0.535
CTSL1	-1.2545
GPR27	-0.00850000000000001
ELAVL4	0.578625
MMP21	0.2765
PPM1B	0.6115
SUV39H1	-1.55775
AAMP	-0.14625
TUSC4	0.4525
MBD6	0.60525
KLK13	-1.13625
FMNL3	0.2635
TRIM13	0.539416666666667
C15orf5	0.53
IQCF1	0.17075
CACNG8	0.361
SLC35D3	0.314333333333333
ZDHHC9	0.735
ODF3L1	-0.32225
C9orf86	-0.3716
TSEN2	-0.92075
C17orf64	-0.000250000000000028
SEPX1	0.0738
TSPO	0.765333333333333
SYMPK	-0.5395
ADORA1	0.78275
TSPAN10	1.873375
SEMA6C	0.683333333333333
RTTN	-0.8489
IL2	0.4885
ARRDC3	0.4905
TBPL1	-1.20633333333333
STX12	0.577
MRPL39	-1.236
OR8H3	0.0965
IFIT5	1.71833333333333
CASC5	-3.846375
FAM46A	-0.9838
HPCAL1	-1.34275
CYLC1	0.1095
VGLL2	0.0975
C20orf191	-0.06325
CDH1	1.91525
ITPA	-0.5485
CCDC101	-0.2405
D15Wsu75e	0.5745
EDA	-0.206
CREG1	-0.4145
OR7G2	0.4395
SAP18	1.25891666666667
IFIT1	0.36325
CALML3	2.27533333333333
FLJ37440	2.0755
FNDC5	0.11725
SERPINB6	-0.442857142857143
JUNB	2.6917
SYS1	2.0625
SCN2A	0.794
ZKSCAN5	-0.8135
WNT7A	-0.197
TSHZ3	2.53425
RNF148	1.48625
H6PD	0.790625
CAD	-1.4895
ZNF449	0.3925
DOCK10	-0.2835
FAIM2	0.948166666666667
HEXDC	0.05125
PRB1	-0.551
C14orf148	-0.475
ETHE1	0.62225
IRF5	-0.2197
GNMT	-0.03
MGC16291	-1.823375
RPAIN	-1.12264285714286
CAGE1	0.527
CNTNAP3	-1.827375
ACTR1B	-0.2075
EEF1E1	-2.1155
MSX1	-0.122
ESF1	-0.1485
HSPC171	-0.28025
MRPL2	-0.354166666666667
RDH12	-0.7215
CELP	0.014
METRNL	-0.08775
C10orf116	4.61233333333333
C19orf48	-1.82675
ZNF346	-1.07425
NCR1	-0.7015
C10orf64	0.22
CD52	0.66625
VPS18	1.619875
AP4S1	-0.3325
NPBWR1	1.88
TPK1	0.922
UBA52	-0.368055555555556
RIPK1	0.783333333333333
CPNE3	0.2638
HSPC159	0.605875
C8orf38	-0.57725
LRRC4B	-0.561
PARP10	1.5215
ANKRD50	2.325625
CXCL9	5.39525
FGF18	2.25054545454545
EIF2A	-0.51775
SLC20A2	1.06066666666667
KIAA1549	-0.0495833333333333
SPINT1	1.9528
ZNF584	0.0045
CRBN	-0.0585
ABCF3	0.0491666666666667
NCBP1	-0.565
PLA2G4F	0.852666666666667
PCDH10	-0.865375
TTC21A	0.37825
C20orf144	1.275
FGFR1OP2	-0.372666666666667
SLC9A1	0.5142
CHRND	-0.0795
FOXF1	-1.66425
KIAA1467	2.427
TPO	2.03666666666667
LTF	5.70414285714286
DNAJB9	0.22725
MRPS27	-0.5465
bA16L21.2.1	0.184
WBP2	0.608166666666667
MRGPRX3	-0.297
PRPF18	0.165
C10orf58	0.63325
SMOC1	-1.9285
ADAT3	0.930333333333333
TMEM138	-0.59525
TMEM131	-0.720625
TIMM8B	0.34725
MYH7	-0.571333333333333
ST6GAL2	0.796875
KIF1C	0.8975
SUHW2	-1.4025
PAPSS1	1.11625
CABP2	0.1755
HOXA4	0.41525
ELF2	0.64225
SEMA3D	1.0557
MC5R	0.1025
OGFR	1.406
FLJ30092	-0.144666666666667
TGFA	0.5137
MMP17	2.00125
KIF15	-5.37325
CHIA	0.1225
CATSPER3	0.49125
CEACAM7	1.94333333333333
PADI2	2.181375
HOXA9	1.514
LNX2	0.818333333333333
TMEM144	2.438
HIF1AN	1.027
METTL7A	-0.2895
C6orf165	0.820166666666667
KIAA1468	0.523125
DSG3	1.7555
ZNF180	0.531333333333333
EIF4E3	1.711125
SLC46A1	0.79125
DKK1	-5.149
ZNF205	1.45516666666667
LOC162073	1.34277777777778
COX7A1	5.8215
MAGEA1	-3.5225
NEDD8	-0.285583333333333
KLHDC5	-0.237388888888889
C3orf19	0.707
MRPS2	-0.9245
POLR3H	0.536285714285714
ABHD11	0.6438
TMEM17	0.84625
PAIP2B	1.2946
MAT1A	-3.80225
LGI3	-0.016
THUMPD2	-0.41825
TKTL2	0.0193333333333334
XAGE3	-1.34616666666667
CALM3	-0.04175
C6orf136	-0.1885
KCNC4	0.362166666666667
RGS9	1.28216666666667
ACIN1	-0.479
SPATS1	-0.47775
XKR8	0.38225
FAM84A	2.21216666666667
MS4A7	5.98536363636364
AGXT2L2	0.39375
OR1F1	-0.101
SMAP1L	0.214583333333333
IPO11	0.077125
ZC3H11A	0.2330625
C1orf151	0.256375
RNASEH2A	-1.74
CCR10	-0.569
TXNDC11	-0.210916666666667
TMEM112	0.605
MAP1B	-0.331428571428571
NVL	-0.152
PKM2	-1.16435
ARC	0.043
NUP54	-0.768
PPFIBP2	2.653
STAT2	0.248625
PTAFR	0.9365
ROBO2	-0.6575
RNF40	0.285333333333333
CCDC135	-0.566
IFT81	-0.4306
MORF4	-1.03375
TM7SF3	-0.870125
OR10H3	0.09
ABP1	-0.08225
CHRD	0.213375
PLEKHA8	-0.833333333333333
NCALD	2.34575
OR5AK2	0.374
ACCN1	0.1115
SLITRK1	0.121
ARMET	-0.913
C9orf52	0.09325
REEP4	-1.126
MTSS1	2.158125
ADH1B	4.73616666666667
DLD	-1.096
CDK5	-0.75
PPFIA1	-0.777
WFDC3	0.53675
DNAJB12	1.17428571428571
RANGRF	-0.797
MLANA	-4.53275
AMY2B	0.4055
KIAA0319	-1.70725
RPS7	-0.467
JAK3	-0.4279
ARFGEF1	0.63625
CXCL5	0.568583333333333
TRAPPC4	-0.445
CETN2	0.503
HSPC111	-1.21375
RHOBTB3	-1.7731
PHLPP	-0.175
RGS10	1.941
TMEM58	0.80575
CHERP	0.095625
HSP90AB3P	-1.0715
FSTL3	-0.678166666666667
PEX11A	2.45125
OR5V1	0.7515
FCN3	3.14875
PTPN3	0.6465
NPTX1	-4.7815
C21orf84	-1.31075
C11orf51	-0.43225
ZBED2	-0.10425
FLJ90757	0.03975
NPY2R	5.4255
PLD3	-0.36575
SYT17	1.69933333333333
SGSM2	-0.944
OR1A2	-0.4395
FOXP1	2.13625
SLC5A1	6.339
POFUT1	-0.0476
EPHB6	-2.49366666666667
MYO1G	-2.071375
STAC	-1.0115
KLHL17	-0.266
RGMA	1.3642
TJP2	-0.3436
FAM114A1	0.265166666666667
SERINC1	1.15908333333333
SLC9A8	0.340375
PEX19	0.8645
EDN2	4.9595
PSMD7	-2.18588888888889
C3orf41	-1.3165
UQCR	-0.366875
PPP1R3C	3.8885
LRP4	-1.78283333333333
TM2D1	0.09725
TTC17	0.35975
C4BPB	-1.8225
CCL25	0.0335
ZNF253	0.003
CHRNA9	-4.049
SOX11	-1.2945
HIVEP3	1.182
CGN	2.01358333333333
C3orf35	0.2115
PKD2L1	0.95
SYVN1	0.156625
PDE8B	0.104375
LOC439951	2.25875
LTC4S	3.16133333333333
MIF4GD	-0.761666666666667
SMARCA2	2.195375
TUBGCP6	0.1685
CABLES1	0.446875
C16orf77	2.34833333333333
ZNF791	0.65775
FUT5	0.815
ADH6	-2.4602
P4HB	0.39075
CLDND2	-0.33775
ALKBH8	-0.0975
PLAC4	-1.4885
F11R	1.09192857142857
MGC35295	0.078
PDZD4	-0.516
LOC389073	-0.07875
FAM80B	0.493666666666667
PSMB1	-0.97275
TXN	-1.12683333333333
VIPR1	2.1233
WBSCR18	0.7563
EXOSC6	-0.725166666666667
ACTA2	4.47683333333333
SP5	-0.145333333333333
ANKRD1	-3.19575
DDR1	1.5951
ATP6V1D	-0.05975
PTGS1	-2.1815
RNF157	-1.09325
DCC	0.0045
SPAG7	-0.42725
FBXO18	-0.4575
UBE3C	-0.8491
HOXC6	0.82325
LRP2BP	-0.245333333333333
MYST2	-0.22275
PDSS2	-0.8555
ATE1	-0.1365
ARAF	-1.1215
KLF10	0.1755
PLA2G2E	0.42275
ASCL1	-1.80416666666667
TSNAXIP1	1.825
FAM131B	0.21975
IFNA10	-0.681
NUP43	-1.394625
FAM44B	-0.84625
L1TD1	-4.41666666666667
NMD3	-1.52966666666667
C18orf54	-1.9134
PHOSPHO1	-0.1425
RAG2	-1.247
EMILIN3	-0.0495
METTL3	-1.497
VPS13C	-0.23225
REXO2	-1.003
ANXA4	0.25075
CA1	-0.91225
DCP1B	0.341
TULP3	-0.933833333333333
ATP2A2	-0.409428571428571
ATIC	-0.991
ADAM15	-0.491833333333333
NPL	-0.0605
LGR4	-0.0614999999999999
UEVLD	0.202166666666667
GAB1	1.707
SNAI2	0.550833333333333
ZGPAT	0.21
SNF1LK	1.019
DLEU1	-2.123
UBE2Q1	0.789875
ZMYM6	0.253875
JPH3	-1.26866666666667
FAM38A	-0.355666666666667
PXK	0.538
DENND2D	2.825
BAX	-0.729166666666667
CP	-4.36381818181818
RPL37	0.3428
G6PC3	0.200875
NCOA4	-0.525666666666667
LRRC14	0.010375
GORASP1	0.22475
FCHO2	1.37325
CYP24A1	-3.2501
FXYD3	2.4755
SMARCAL1	-0.03025
ABCB8	-0.674833333333333
CCDC44	-0.6545
PRDM7	-2.582
USH1C	-1.4185
DNAH5	0.363666666666667
SRF	0.237916666666667
MAL2	2.362
PGPEP1	0.4975
SIN3B	-1.049
SEMA3C	1.15716666666667
GRAMD3	2.35075
FBXO10	0.00925
OR5D13	0.816
FLJ31818	0.026875
CACNA1I	1.257375
S100A13	-0.338
TP63	3.45842857142857
ANXA11	0.7299
WDR66	0.55725
CSF2RB	-0.012
IFI44	-0.90425
DACT1	1.70366666666667
ANKRD23	-1.9345
ATP5G1	-0.598833333333333
C21orf70	-0.7415
PPWD1	-1.4125
DNAJC13	-0.4345
PAH	-4.88633333333333
PTCH2	0.09975
TRMU	-0.793
CCDC9	0.9255
USP3	-0.7049
DCLRE1C	0.0259
FAM55C	0.79375
FRMD4B	2.3785
CYP2R1	-0.91825
RFPL1	-0.4964
XPO5	-1.53675
ARL6IP2	0.026
OSBPL5	2.046
MMP9	2.48927272727273
KIAA0802	-0.801625
DHRS2	-3.81083333333333
SGEF	1.278875
TXNDC10	-0.9222
EXOC6	0.22375
RPS27	0.7595
PNCK	-1.75766666666667
FSTL1	-0.24375
AACS	-0.1035
SLMAP	0.438
SAMD4A	-0.5961
ABRA	0.408
SMARCD3	1.08225
PKNOX2	-1.069
A4GNT	0.3945
C9orf39	-0.794166666666667
RALYL	0.31875
MGC33556	-2.7505
C10orf25	-0.779
BBOX1	5.8745
NHEDC1	0.157
XDH	-0.2075
GCSH	-1.7285
EDN1	1.662
MTERF	-0.37025
CLK4	0.20425
ZNF799	0.398666666666667
KCNG1	-1.584
CXCR4	-0.0995
PTPRR	-3.46975
IRAK1	-0.905375
LOC401397	-0.7265
TMSB10	-0.272214285714286
CXCL3	-2.1074
TMC4	2.482
OR7A10	0.3485
STYK1	1.8215
CHRNA10	0.043
CCNI	1.00475
EP300	0.738714285714286
LOC165186	-0.288333333333333
HIC2	-2.113
SDR-O	-1.2715
OR2W1	0.1455
KCNA6	-0.085
TRIM74	-1.24275
REEP6	2.96475
ATP5G2	0.437
ERG	0.8655
TMEM42	0.402
PARN	-0.0373333333333333
SOD2	-0.8279375
DIRAS1	0.2805
PNPT1	-1.6185
JOSD3	-1.34075
hCG_40738	-1.1955
PDE1C	-1.10925
SEMA4D	-0.22625
AGPAT1	0.581
