Hybridization REF	TCGA-A8-A0A6-01A-12R-A056-07
WDR16	1.899
ZNF511	-0.162
ZMYM5	-0.809625
POLR3G	-3.6665
ZNF586	-0.12725
C1orf49	1.23383333333333
TANK	0.765166666666667
RCAN1	0.593666666666667
PELI3	0.6915
LIMD2	0.253333333333333
TMEM189	-0.7025
NTN4	2.6815
LOC151300	-1.326
CLEC2A	-1.1965
GPR135	-0.649125
DPYSL4	-1.7127
JAK2	0.343833333333333
TSHZ1	0.574166666666667
TM9SF4	0.095875
ZNF264	0.736666666666667
SIRPG	2.801625
BICD1	-0.36675
HERC6	1.7225
METTL5	-0.8225
CASP1	1.9395
PRRT1	-0.128166666666667
PLA2G4C	3.65233333333333
ICA1L	-0.613357142857143
TPTE2	-1.06816666666667
OTUD7A	1.05483333333333
AQP11	-0.35025
APOA2	-4.2099
KALRN	-0.2496
SECTM1	0.45675
IFNAR1	0.333
TALDO1	1.07875
RAB11FIP4	0.158666666666667
EIF5A	-1.9225
FAM49A	2.26
NEGR1	-0.201166666666667
YTHDC2	-0.012
EHD2	-0.36175
NCF1	3.2555
SCRT2	1.5175
HOXA5	0.746833333333333
NUP133	0.414
FGF12	-0.9275625
SLMO2	-0.197
SNTA1	-0.2175
CACNG2	0.380875
GCM1	0.464875
ELF1	0.772
TLR5	3.80575
TCFL5	-1.25458333333333
RBMY2FP	-0.924
LOC100125556	0.02075
FAM129B	0.415625
MAP3K7IP1	0.10825
NCK2	0.5235
OXA1L	-0.65675
FMO9P	1.505
ZSCAN12	0.265
PSMD12	-0.50075
HSCB	-1.17825
CLDN10	-3.301
MGC13053	-1.48125
HPCAL4	-1.046
ASZ1	-0.2675
MEX3D	0.894666666666667
NFAT5	-0.8496
CSPG4LYP1	-0.567
FBXO3	1.218
DVL1	-0.432166666666667
CMKLR1	2.59016666666667
TYMS	-3.6905
PEF1	1.0355
ZNF750	2.39833333333333
MCM5	-1.0376
MEGF11	-0.56425
KCNK7	0.147
PTP4A3	0.0255
C1QTNF2	-1.405
OR6S1	-0.177
FAM122B	-1.45475
ZNF551	-0.560625
HBQ1	-2.786
GEMIN6	-0.975
ARSK	0.233
RBP7	2.07533333333333
CPNE9	0.73
DSC1	2.791
LOC730112	-0.35875
MAP2K4	0.266
HS3ST5	-3.003
EPB41L3	-0.25175
TEKT2	1.08575
CDKN2B	0.55925
ZNF480	-0.80825
MAP3K6	0.7982
MAP6	2.018
HN1	-0.3664
OR2L13	1.121
SLC16A11	0.763
FAM96A	-0.3725
APOL1	1.093
C5orf32	0.602
RTP1	-1.08416666666667
RNF175	1.012375
ZBTB41	2.243875
AHCTF1	0.1266
SAE2	-0.3636
ITGA2	0.274333333333333
MME	0.532833333333333
CCDC14	-0.95775
MAST4	1.42435714285714
KRT33B	-0.7525
KCTD2	0.661333333333333
WDR26	1.065
MFI2	-0.29775
NR4A3	-0.2715
ARSA	-0.15225
UNKL	0.0248333333333333
SULT6B1	0.1325
CCNA2	-3.376
SOX15	-0.027
PPAPDC1B	0.954666666666667
C19orf44	0.626
MCAT	0.373833333333333
ARID1B	0.2485
OR52N1	0.1835
C12orf48	-2.45325
MAGI1	0.304375
NIPA2	-0.01925
GBX2	-2.11625
RSHL3	0.89925
RAVER1	0.664166666666667
C15orf17	0.18975
SLC30A2	0.841875
ZNF518	-0.348
PCYT1B	-2.319
C10orf114	-1.367
EIF3H	-0.175916666666667
SLC25A39	-0.642333333333333
KIF1B	-0.56075
AMOTL2	0.136
C6orf120	-0.183375
PSRC1	-2.57925
PLA2G10	2.90725
KIF5C	0.865
MRPL37	-0.8245
C17orf62	0.718833333333333
C9orf135	-2.43983333333333
DUSP10	1.3883
CLCNKB	0.2275
PSMA5	-0.459625
C8orf53	-0.49425
AMPD3	1.2435
PIAS1	0.3185
ADCYAP1R1	0.054
GYLTL1B	0.687
CDH20	0.317833333333333
FBXO7	-0.18225
TMEM134	0.0771666666666667
FLJ14213	0.9835
ZNF3	-0.15475
LRRFIP1	0.52875
CNOT2	0.44175
ABI3	2.93725
ALDH5A1	-0.899166666666667
HNT	2.1363
SERPINA4	-2.3635
TK2	0.347916666666667
STMN1	-2.20088888888889
GUCA2A	-0.048
GALNT10	1.16257142857143
DPP6	-0.83
C9orf93	-0.282
PRELID2	-0.4725
STK39	0.68025
SFTPA1	-1.36
CKS2	-2.63111111111111
RHO	-0.025375
C20orf135	-0.42425
XKR3	-2.331
CR1	0.801375
RPS6KA2	0.755928571428571
C20orf112	0.749
MRPL22	0.02425
C4orf23	1.0675
GADD45B	0.193
KLHDC1	1.072
C2orf48	-3.031
ZNF287	0.605
DAAM2	-1.09375
DPPA2	-2.73416666666667
TCTN3	0.284
DNAJB11	0.48275
FPR1	3.79625
DEFB4	0.4385
PTCD2	-0.9909
SMOC2	4.2975
CABP7	0.34825
SERPINB11	0.33875
MAGEF1	-0.7635
NDE1	-0.0201666666666667
ITGA10	1.302
FSHB	-1.3105
ANXA2	0.877875
HORMAD2	0.35775
HLCS	0.63525
MCF2L	2.09333333333333
FH	0.38475
TBC1D24	0.577
KIAA1505	1.7005
LGALS2	1.52125
CNBD1	0.665
SYNPO2L	-1.103
PTPN23	0.0998571428571428
C1orf183	-0.7495
MAGEA8	-2.53825
DGCR8	-1.29375
GSR	-0.61225
PAQR7	0.323
ZNF676	-1.58925
CACNA1C	0.1939
SP7	3.427
PDCD6	-0.32275
NRN1L	-1.257
BRI3BP	-0.68475
KIAA1183	0.96375
ASB4	-0.00774999999999999
CCL23	2.3075
OBSL1	-0.54025
SLC12A7	1.25108333333333
KIAA0240	0.856125
CD1B	-1.51083333333333
FCGR2A	2.4815
MDC1	-1.42
HTR1A	0.1575
OCEL1	-0.03175
ATP11B	-1.1425
FBXO34	0.273333333333333
PCDH12	3.6465
RPE	-1.03175
C17orf74	0.1195
CSDC2	1.02916666666667
PET112L	0.1255
TMBIM1	0.932875
P2RXL1	-0.138333333333333
TCHP	-0.278
TRMT1	-1.1875
F2RL2	0.610583333333333
LRRC32	3.26083333333333
IMPG2	0.5945
BGLAP	0.525
LOC493869	-0.348083333333333
MRAS	1.60225
SLC35F5	0.3955
CBWD1	-0.624
AXL	-1.267
ATP2C2	2.582
TELO2	-0.63375
PNPLA3	-4.83125
PCDHB14	0.9375
CD276	0.50175
KRT80	-1.00675
DUSP28	-0.1315
CSNK1E	-0.55675
SRP14	1.024
KCNQ4	-0.021
KRT72	0.5145
CCDC117	-0.00475000000000001
C6orf89	0.0791666666666667
TUBB2B	-1.494
RTN4IP1	-0.911
CR1L	-2.8775
CEND1	0.68375
C12orf41	0.204833333333333
RNF31	0.2475
UBN1	0.0496666666666667
C17orf32	0.307625
SLC5A7	0.125
GPR92	1.879
ESAM	2.9458
CTNNA1	1.18033333333333
HRBL	0.0202
CBX4	-0.161
TMEM182	-0.18475
SH3TC2	-0.852166666666667
IL10	2.05816666666667
PXMP4	0.3785
RNF167	0.3007
PAK7	3.18983333333333
ETV3	-0.298
ATPIF1	-0.202833333333333
LOC554207	-2.1635
OR8H1	0.10275
WDFY3	1.029625
DPM1	-0.93975
GPSM1	-0.257
WDR92	-0.6599
LRP1	0.830833333333333
ANKH	-0.6655
THUMPD3	-0.952
POLR1B	-1.07725
OLFM4	4.35833333333333
RAD9B	0.16625
TSPY2	-3.7595
PAX6	-1.78566666666667
SCG2	-3.537375
SLC17A6	0.61
FMO3	3.8935
PADI4	-0.0752857142857143
TUBB4	-0.3469
NLK	-0.9365
POU4F3	-1.354
SDF4	0.087
ITGBL1	2.02266666666667
NETO1	-2.110625
TAP2	0.594375
ABBA-1	0.557083333333333
GNAI1	-0.55175
VPS4B	0.6975
NOPE	-0.4383
GALNT6	3.88033333333333
SESN1	0.537875
GBE1	-1.806
CLASP1	-0.01425
RASGEF1B	1.5395
ACOT11	-0.123928571428571
AFAP1	1.044
OR2H2	0.3605
DPY19L2P1	-2.0305
DZIP1	-2.12825
SEC22C	-0.354333333333333
GPR161	0.31
RNF146	0.99325
WDR74	-1.302375
GALP	-2.8895
PURA	1.325
DNPEP	0.689166666666666
RP11-78J21.1	-1.06425
ERBB2	3.49925
FANCM	-1.29658333333333
NEO1	1.24783333333333
DDX3Y	-4.9281
RPS3A	0.595375
MXRA7	0.207571428571429
LGALS3	-0.355833333333333
GLT8D1	0.287
CFL2	-2.09133333333333
UPB1	0.0205
NAP1L5	-0.263
CLDN14	-0.66475
DHX38	-0.377
BTBD1	-0.10275
TARS2	0.246
ABCF1	-0.427
FCF1	-0.160333333333333
LRRC49	0.16275
GUCY1B2	1.2925
C1orf177	0.322666666666667
SMARCA4	-0.385
LRP8	-3.2185
TAGLN3	-1.34275
MRPL14	-0.89975
TTRAP	0.05325
ZDHHC20	0.2805
NFE2L3	-1.6625
KIAA1377	0.641
PALMD	1.0907
TMEM43	-0.16175
TTL	-1.73575
STAT5B	-0.715
SSB	-1.2995
OR10H5	0.6085
SLC22A13	-0.8285
AKAP3	-0.0005
TIMM23	-0.0451666666666667
OAS2	1.92736363636364
KIAA0423	0.86475
TRIM11	1.142
GLIS3	0.877375
TMEM50B	1.016
ARHGEF4	-0.7545
DEGS1	1.37563636363636
TBL1XR1	0.766166666666667
G6PD	-2.04475
SP140	1.5076
MUC17	-0.318071428571429
NUDC	-0.2886
DNAJC5B	4.16916666666667
SCARA3	-0.661333333333333
CPA3	6.9325
BCAT2	-0.4865
MFN1	-0.2189
NRG3	0.1615
SNX11	0.99525
PLEKHH1	-1.0905
GPR177	-0.510833333333333
HCFC2	0.1365
TCAP	0.3705
MOCOS	-2.35725
C14orf93	-0.458
PRDM10	-0.572333333333333
SLC16A4	-0.132416666666667
SRGAP1	0.107
VIP	0.5295
DUSP27	-0.0303333333333333
LILRA1	1.3729
MC2R	0.4265
MGC24103	-3.106
MBTD1	-2.1475
FUT11	-0.628166666666667
USP33	0.0963
C15orf39	-0.57425
MAP3K12	-0.172625
PAAF1	-1.15866666666667
BARHL1	-0.581
FLJ16165	0.4125
PIWIL2	-3.09175
SYNE1	-0.0831666666666666
CMTM4	0.25
TSPYL1	0.7495
GUF1	-0.820833333333333
TMEM157	1.5235
WDR44	0.485
HIST1H3C	-0.362
DKFZp666G057	2.63075
RNPEP	1.94875
GAS2L2	0.619333333333333
ADH4	-3.661
GRPR	1.68616666666667
FBXL17	1.663
ZBTB10	-0.00616666666666667
Gcom1	0.795833333333333
HTRA1	1.0203
ZNF585A	-0.309833333333333
SLC26A2	-0.286642857142857
OTOP3	0.2755
WISP1	2.02044444444444
ATP2B4	-0.399333333333333
FLJ10769	0.84925
CRAMP1L	-0.137375
CHST12	0.04075
RAB22A	0.798416666666667
TARDBP	-0.0727857142857143
STAU1	-0.13075
CRB3	2.20033333333333
MIG7	-2.6665
CHMP1A	-0.0946666666666667
ZNF160	-0.405625
B3GALT6	-0.102375
BARX1	-1.619
C6orf167	-2.0895625
NXNL1	0.6425
DHX29	0.58025
HADHB	-0.30375
PLXNB2	0.9475
ILDR1	-0.89875
SLC15A3	3.44475
GAS2	-2.86283333333333
C20orf69	-0.1625
NUMB	-0.2705
TNIP1	0.65875
MESP1	-1.04333333333333
PSKH1	-0.14
NSFL1C	0.361625
RHOG	0.81025
HEY1	-2.2035
KNG1	-2.228625
ITGAX	2.9789
LIN9	-0.1335
CANT1	1.0815
XRN1	0.461928571428571
CCDC96	2.6495
HEATR6	-1.07583333333333
GNG7	1.20458333333333
RUNX2	0.7718125
SOX1	0.313166666666667
FCRL5	2.4451
ZNF99	-0.86925
FAM9A	0.783
SNX22	0.345666666666667
MBNL3	-1.8575
ODC1	-2.9129
ADORA2B	-2.09433333333333
NR2F6	0.626
ZFYVE16	0.00805555555555556
SYNJ2BP	-0.1727
POLE	-0.941875
E2F2	-1.63925
THRA	0.6005
PTGES2	-1.1765
HIP1R	0.8065
TMUB1	-0.312166666666667
ENO3	-2.28425
RSPH10B	0.11
CXorf39	0.67225
IRGC	0.194
GPR109B	0.5285
FLJ13305	-1.709
LCE3A	0.6625
TNFRSF18	-0.600666666666667
DET1	-0.01425
TRPM3	-0.349416666666667
C16orf79	-0.9095
FECH	-0.587666666666667
RAP2A	0.452166666666667
CRIP1	1.76816666666667
AZIN1	0.118
SLC7A7	4.25475
IL10RA	2.2188
TMEM64	-2.6565
CDC42EP4	1.3535
C16orf58	0.2443
ARG2	-2.8425
POU5F1P4	-4.621
FAM62B	-0.0805
DNAH8	-1.4251
ASH2L	-0.153125
TSLP	-1.565
CNTNAP5	-0.50175
TMEM16C	-0.69425
IFNA14	0.635
SLC1A3	1.21225
CABYR	1.088
BCL7B	0.3186
NUDT13	-1.39433333333333
C13orf28	1.596
C1orf53	-0.26325
ARL6IP4	0.6176
RPL35A	-0.43575
EMR3	1.96275
RAB40C	0.385583333333333
SLC41A1	-0.342333333333333
LRCH1	-0.02375
LY6G5B	-1.13
FAM124A	-0.0576428571428572
MGC10981	-3.354
CLIP3	0.1473
MAP4K2	-0.878
CHIC1	0.571
SULF1	3.47683333333333
C20orf30	-0.425428571428572
PRDM5	-0.666375
ELOVL1	0.015
C11orf48	-1.472375
SLC39A10	-0.64075
KCNV1	0.2485
ACP1	-1.0625
ZMYM2	-0.35425
B3GNT6	-0.217166666666667
C9orf69	0.163
C2orf15	1.11225
C20orf166	-1.3905
HSP90AA6P	-1.6265
EDG7	-1.091
NEURL	-0.32875
LPL	0.659333333333333
CLEC2D	0.576071428571428
GRRP1	2.30083333333333
CD8B	-1.3691
HIST1H3D	-2.10466666666667
SLC6A12	1.080375
FAM27L	0.0715
CD84	2.6203
RASA1	-0.124
PHKG1	0.013
MAGEA11	-2.647
IMPA1	-1.0323
NPM3	-1.567
RARRES1	4.985
SH3BP1	0.488625
B3GNTL1	-0.503
ARPC5L	-0.403166666666667
KLHL26	0.49325
SIM2	0.199875
GJC1	0.652
C20orf194	0.4085
EXO1	-2.766
SLC2A2	-2.96516666666667
LOC285074	-1.27725
LRG1	0.6025
KIRREL	-0.4645
PIK3R1	2.22892857142857
C4orf34	2.038
MAF	-0.937722222222222
ADCY4	3.824
ZMIZ2	0.4962
SLC46A3	1.61533333333333
STAMBP	-0.314833333333333
CCDC16	0.50525
MS4A12	0.461
TCF20	-0.24125
LRRC46	1.63625
C20orf152	0.335
MRPS6	-0.3195
ABCB11	0.5325
KCNC2	4.03733333333333
CDH19	-2.62566666666667
C9orf123	-0.1385
SSH3	0.057125
LDLRAD1	-2.9365
CCBE1	-0.68475
ZNF135	0.028125
TAAR1	-1.2275
WFDC12	-0.347
CCDC42	0.661333333333333
FLJ12529	-1.10125
PER1	-0.73
TIMM50	-0.516833333333333
SMARCAD1	-0.268333333333333
FAM26C	0.183
TP53TG3	-0.706833333333333
SH3RF1	2.459
LMCD1	2.17825
GPR63	-0.0915
FLJ21986	-2.491125
AIFM3	-1.20425
MICAL1	0.323
BLZF1	1.30266666666667
IQCA	3.71633333333333
PCDHGC3	0.2945
SAC	0.17325
BCL6B	2.46366666666667
DDO	1.54025
MARCO	3.9715
DCHS1	0.578
C1orf170	0.202
CD200R1	2.581
C22orf15	-0.242
SEPT11	-0.1315
ADNP	-0.34575
UST	-0.8132
C13orf34	-1.13266666666667
RFFL	0.743214285714286
APBA3	-0.0295
C2orf60	-0.617625
CUTL1	0.0613
PMS1	-1.444125
ZNF689	-0.108
EIF3E	-0.946333333333333
IL9	0.016
RPL31	-0.978125
LY9	1.9625
ATP2B3	-0.06225
KDELR2	0.97175
TFCP2	0.496125
NLRP12	0.0345
FLJ45422	-0.2645
TLE4	-0.529
ZNF570	-0.736
FLJ43806	-0.6545
TLK2	-0.510125
CIR	0.80225
MARS2	-0.556
COL24A1	-0.3765
SDF2L1	-0.133
HIBADH	-0.418333333333333
IGFBP3	-1.69221428571429
C12orf23	1.62325
PSPC1	-0.221
C20orf43	0.081
TRAV20	0.7285
ARHGAP24	0.684125
KIAA1975	-1.28725
C1QA	4.0292
DNTT	-4.949
C10orf6	-0.0771666666666666
C11orf41	0.10375
HNRPF	0.39075
COL11A1	5.018
UBAP2	-1.17316666666667
CDKN2AIPNL	-1.49
C20orf174	5.273
SPRED2	0.79725
PLA2G12A	-0.173
ICEBERG	-2.3065
SCN10A	-1.014
C11orf65	-1.45775
GBP5	6.0705
PITPNC1	-1.13516666666667
POU3F3	1.4005
NCOA7	-0.01475
LIN7C	0.6882
LOC348840	-1.368
NKX2-2	0.37325
ANKRD13D	0.099375
LOC123688	0.32
FUT2	3.12883333333333
TAAR8	0.716
FZD4	-0.405
PNMA3	0.061
OR4L1	0.22
WIT1	-3.057
EXOC3L	1.8525
ATPBD4	-0.4182
KRBA1	-0.26075
UBXD6	0.26375
HOXB7	0.4905
C7orf23	0.1125
UNQ338	-1.39375
STAB2	2.571
CDC20B	0.074
IRF9	2.3135
CENTG1	0.998166666666667
TNPO2	-0.93275
MCPH1	0.57325
BMS1P5	-1.4985
SLC26A7	0.748
HIST1H3J	0.79975
C9orf3	-0.0562
LBH	1.7895
MYO1D	1.1145
PTDSS2	-0.2035
NFU1	-0.09025
DEPDC4	-2.20525
WNT7B	0.6197
GLP2R	-0.704
SETD4	-0.5593
DYNLT3	-0.7162
FKBP11	1.11333333333333
SESTD1	-0.631166666666667
FLII	1.07675
RPS16	-0.4006
CHPF	0.286833333333333
CSNK2A1	-0.291833333333333
SUMO1P1	-0.173
FKBP6	-1.065
ZNF214	1.51033333333333
TWIST1	-0.490333333333333
DDX56	-0.524
TRAM1L1	1.6949
EPO	-3.01366666666667
MRPS18B	-0.8565
ZNF682	-1.43216666666667
RPL14	-0.241666666666667
MAFF	-0.24225
LOC51136	-0.777
LY96	0.506
DDX20	-0.6075
ABTB1	1.20416666666667
ARL5A	0.0422
CCT6A	-1.07125
HEPACAM	-1.25933333333333
EHHADH	-0.5475
RBAK	-0.265666666666667
CGB1	-0.325
ITGB5	2.017
YIPF3	0.39225
FKBP2	1.25075
NR1D1	0.3224
TMEM110	0.117
NEK2	-2.09816666666667
PRAMEF8	-3.317
C20orf52	-0.521666666666667
PCDHGA3	-0.087
VWA3B	0.70675
NDUFA5	0.198625
THAP9	-0.0265
FLVCR2	0.345833333333333
AP1S1	-0.8755
SMAD6	-0.82225
SAV1	0.308125
SAT1	1.8705
ZNF251	0.63025
ADAMTS7	0.4129
RPP38	-0.01475
C1orf211	-2.0595
YPEL2	1.8114
RBMS1	-0.27475
ZNF445	-0.624666666666667
NRXN2	0.621
PGBD4	-0.511375
UGT2B28	-1.30425
WBSCR16	-0.6725
NLRC3	1.117125
ASTL	0.412
ST6GALNAC1	-2.328
ZADH2	-0.170625
MLLT4	0.193833333333333
ARL6	0.152166666666667
MEF2C	1.1795
CBFA2T3	-1.7725
AFF3	1.03621428571429
COG7	0.585833333333333
MYB	-0.777666666666667
PLXNA3	0.906
XRCC2	-2.67266666666667
MMS19	-0.292
ST8SIA5	-1.237125
CHPT1	-0.803166666666667
KIAA1712	-1.2665
OR6X1	2.3375
ACTR3	0.339375
UGCG	1.05316666666667
OR4P4	-0.2025
ZAP70	-1.65975
LPP	1.070625
ZNF485	-1.10425
PTPRCAP	1.3205
IL12RB1	1.398
ATRX	0.3412
CHST8	-1.234875
C14orf109	-0.394
ARV1	1.2755
NMB	-1.26942857142857
COX5A	-1.1635
EIF6	-0.549
MPPED2	-0.476333333333333
SEMG1	-1.778
CHRDL1	0.049
TRAF3IP2	0.91325
WNK2	-0.73325
LILRA4	4.27666666666667
LAMA2	4.27775
PXT1	-1.279
RLBP1	-3.18
CD300C	1.3585
SLTM	0.244125
FLJ10404	-0.186875
APOBEC3D	-2.25616666666667
RENBP	1.46216666666667
ATXN7L1	0.387375
NID1	-0.27425
TUBGCP3	-0.4215
ITIH5	1.02483333333333
CCDC110	3.6645
C8A	-3.28875
MGC87042	0.1355
HOXC13	1.69975
TFDP2	-1.29925
HCP5	2.661375
POLI	0.23425
UCN	-0.351666666666667
ZNF764	0.164666666666667
C8orf45	-0.83225
FHL3	-0.63675
SPATA5L1	-0.945
MMRN2	3.6305
NDST1	0.794166666666667
COL20A1	0.132166666666667
ZNF248	-0.579333333333333
PELP1	-0.202666666666667
MBL2	-3.22116666666667
RNF41	0.316625
C5orf24	0.28225
THOC5	-1.014875
SERINC3	0.219666666666667
RP11-151A6.2	2.14925
CDCP2	-0.9095
HIST1H2AA	-0.2765
C11orf75	0.858833333333333
FKBP7	0.2905
DDOST	0.04475
GPNMB	0.917666666666667
TTF2	0.0683333333333333
KCNT1	0.302666666666667
SLC39A14	-0.514625
NGRN	0.8915
GPR137B	2.611
MECP2	0.028375
PSMA1	0.08375
C16orf73	-5.555
TMEM60	-0.236666666666667
CSN3	0.982
NOS1	0.459166666666667
RAB7L1	0.444833333333333
YBX2	-1.0995
KIAA1166	-0.061375
FUBP3	0.161666666666667
ABCG1	2.1225
ACACA	-1.35858333333333
ARL11	0.7863
ATOH1	-0.0629999999999999
ODF1	0.223833333333333
CREB3L3	-1.7265
TMEM127	1.19785714285714
DSCAML1	0.0355
PLN	3.72733333333333
LYPLA1	-0.406666666666667
PRDM9	-1.52125
SASP	-0.16125
PLUNC	-0.5345
INTU	0.56925
HISPPD1	-0.565
LNPEP	-0.109666666666667
YARS2	-0.649166666666667
APCDD1L	-1.3625
ZCCHC4	-0.3961
FBXO22	-0.720833333333333
TTLL13	-0.048
ZNF669	0.131333333333333
PTGDR	3.0055
DDX27	-0.303
KIAA0409	0.5605
GJB6	-0.1225
ASB8	1.258
PLP2	0.005
MEPE	0.818333333333333
OR10J5	-0.326
KRT222P	2.407
COQ7	-0.22
C1orf101	1.90475
RERG	1.6175
CHMP5	0.515625
THAP11	0.2875
ZNF43	-1.262
ZRANB3	-1.177
KRT13	4.69
MRPL19	-0.674125
RBBP9	-0.083875
SPATA17	0.813875
BXDC5	-0.3125
PAFAH1B1	0.0963333333333333
MAGEE1	0.58975
OSTF1	0.3825
KIAA0323	-0.210333333333333
TXNDC13	0.486
CNTN4	1.220125
LCE1B	2.2445
UNQ501	0.77275
ZNF154	0.0845
C3orf64	0.48175
SYT5	-0.0138
PON1	0.7095
FLJ10357	-0.16675
ATP4A	-0.888
GNPDA1	-0.2335
MGAT1	1.66633333333333
C14orf121	0.29225
SLC35B2	0.653
MIER3	0.790666666666667
CHEK1	-4.254625
ZNF8	-0.437333333333333
TXNDC1	-1.0085
CKB	-1.1844
RTN3	-0.141
FZD2	-0.627166666666667
PART1	-0.590875
PSMB6	-0.031
PCDHB8	-0.976
PHC3	0.4634
PPP1R8	-0.328833333333333
NOVA2	1.607
TNFRSF11B	-2.091875
GOLPH3	1.40283333333333
UBLCP1	-0.2515
SUHW3	-1.17575
TTLL1	1.139
OPN4	0.492
OR13G1	-0.128
ZPBP2	0.0656666666666666
HSD17B11	-1.177
C9orf50	0.2305
DHDDS	-0.115785714285714
CTSW	2.8391
NEFM	-2.12233333333333
MRPL28	-0.57375
SYN1	0.875333333333333
PIGV	-0.516833333333333
ZIM2	-0.8925
APBB1	0.8525
SND1	-0.0095
C1orf123	-0.520166666666667
CHD3	-0.07625
BHLHB8	0.4575
RNASE2	0.519666666666667
BCAP31	0.642
SLC25A44	0.936833333333333
CHD6	0.1264
PIB5PA	2.29346153846154
SELS	0.96325
LOC541471	-0.500625
FAT2	2.5985
ZNF81	0.076
OR4C16	0.4815
FLJ10081	-0.0561
LRRC4	0.25925
CS	-0.698833333333333
N4BP2	-0.57475
IGFBP7	2.1525
ZNF318	-0.1415
NDNL2	0.901375
ZNF609	0.17825
SIRT4	0.0225
EXOSC10	-0.26675
ECE2	0.215666666666667
OVGP1	0.96075
GTPBP3	-1.0025
PACS2	0.4251
C19orf36	0.779333333333333
ARL4C	0.03075
ATG4B	-0.469375
UBQLNL	0.06
RHOXF2B	-3.457
PLEKHG2	-1.3695
GALR1	-0.6195
AQP4	-0.438833333333333
HDAC7A	0.223333333333333
DCUN1D3	0.1365
OR8A1	-0.797
CCRN4L	0.210625
CBR4	-1.203
KIFC1	-2.47333333333333
SLC7A14	-1.326
LHX5	4.2705
TRPC7	0.179
LPXN	0.39825
SERPINA1	-1.66675
RPS13	-0.3331
BPIL3	-0.281
PRKAA1	-2.308
FADS2	-1.5278
ENAH	1.5379375
PRO1768	-0.437
APBA2BP	-0.4725
LIPH	2.63783333333333
C3orf33	-1.5305
RCC2	-0.2655
ALDH1A2	-3.0178
RNF103	1.953
AHCY	-1.004375
ALG12	0.528
CCL17	3.29025
ZNF543	0.874333333333333
ESRRG	2.8353
CNGA1	0.92375
RDH5	-0.6575
OTX1	-1.0047
PTGFR	-1.09733333333333
CDR2	0.71025
SELE	6.2865
NLGN2	-0.669333333333333
EXOSC9	-1.06825
ZNF566	-0.688
KLRC2	-3.222
GPR12	0.702
KIAA0196	0.127
PDRG1	-0.27675
SSR3	-0.307928571428571
MSI1	-0.746
CST9	1.569
CC2D1A	0.38925
PLAGL1	-0.522944444444444
ZNF778	0.1415
RNF2	0.954875
KLF6	1.02933333333333
THBD	1.79416666666667
tcag7.1314	2.22525
NR5A1	-0.014
ABCD2	0.943
DNAJC7	-1.461
CLEC4C	0.877
TM2D3	0.86425
CCDC4	-1.768
PLAC2	-1.69475
DCD	2.5695
FAAH	1.20325
POLA1	-0.9795
TM7SF2	-1.515875
FLJ39822	-0.418833333333333
FLOT2	0.374
MAP4K1	0.487166666666667
SRP68	0.424
C21orf74	-0.1075
ARPC5	0.8495
LOC126075	1.29475
HECW2	0.47225
ZDHHC4	-0.75075
ANKRD42	1.097
PDE9A	0.204833333333333
ABCA8	1.52975
NDUFS2	0.7685
UBR5	-0.613125
BTBD16	-2.81925
LOC554174	-1.1745
ZNF20	0.73
KIAA1843	-0.809
WDR17	0.276125
C15orf33	0.602
RNF113A	-0.04075
CAMKK1	-0.0433
CLCN2	0.63925
ANXA6	0.2465
LOC340069	-0.554
EMID1	0.14275
DPM3	0.156
ELA1	0.4895
SLC25A13	-1.4459
KRT24	1.1645
SMPD1	0.449166666666667
TH	-0.269375
COL6A2	0.157571428571429
ANKS1B	1.27125
GPR126	-2.7661
ZC3H12A	0.738833333333333
TMEM47	0.364
C2orf51	-0.449666666666667
C1orf88	2.73983333333333
HSF2BP	-0.1255
AKAP10	-0.05675
RPAP3	-0.6855
KLHDC8B	0.863875
STOM	1.624
MUPCDH	-0.209
C10orf72	-0.74975
PLEKHA3	1.13758333333333
TCP11L1	-0.1835
CWF19L1	0.052
SPEF1	2.61076923076923
YSK4	0.623
ELN	2.1438
SAMD8	0.175
MPI	-1.39216666666667
MEPCE	0.1485
ABCC3	-0.219125
NANOGP1	-4.239
KCNK17	2.905375
HLA-DMB	5.1055
RRAGA	0.59825
ANGEL1	-0.68375
RBM32B	0.0865
CPN1	-3.5345
MGC52282	-0.3834
HLA-A	3.314
OR9G4	0.411
EDNRB	-1.071
SCD	-1.68621428571429
C14orf80	-1.54966666666667
BAGE2	-0.1125
RABL4	0.814
RCVRN	-0.464
SHANK1	0.1235
NLRP7	-1.07175
CD226	2.34875
STAT3	1.49275
SYNJ2	-0.5182
TPCN2	0.806333333333333
WDR36	-0.942666666666667
MBD4	-0.2365
ROBO1	-0.4339
ST3GAL6	-2.54425
SLAMF8	4.435
ATN1	0.834333333333333
GPR141	0.79675
KRT36	0.269
TPH1	0.109
DDX52	-0.2645
ZSCAN29	-0.0321666666666667
TRPT1	0.453833333333333
DPEP3	0.8855
DENND4A	-0.161875
TSPAN16	0.112
PTCHD2	-0.5225
LOC145814	-0.78975
CAP1	0.650833333333333
EIF5A2	-0.8234
NT5DC3	-1.198375
SEPT9	-0.390625
SEZ6L2	1.120875
EGFLAM	3.9005
VPS11	0.618
NDUFB5	-0.482333333333333
CIDEA	3.01116666666667
IER5L	0.506
N6AMT1	0.40075
FAM83C	-0.6535
OXR1	0.66375
