Hybridization REF	TCGA-BH-A0HF-01A-11R-A056-07
ACBD3	1.0424
SPAG11B	0.0968571428571428
PRDM2	1.1604
FOXP3	0.08275
SMYD3	-0.5548
LOC389199	2.1695
LGI2	2.6965
NAPE-PLD	-0.496
ANKRD6	0.576
WDR45	0.726833333333333
SHROOM1	2.76075
PSCD3	0.6415
PYY	0.188
KCNC1	-0.647
ARHGEF9	0.069
OR8J1	-0.016
GPR55	-0.385333333333333
NS3BP	-1.808
C10orf22	0.462
NAT8L	1.10775
DUSP4	0.710833333333333
FOXM1	-2.18233333333333
GRAMD2	0.9148
ZBTB48	-0.219833333333333
BUD31	-0.6645
PABPC5	1.0145
CCDC41	-1.013
FBXO11	0.0315
C6orf148	-0.2195
RFXAP	-1.37425
C6orf15	0.244833333333333
CDK8	-1.2955
C6orf70	0.175375
TESSP2	-0.1595
ALG2	0.5465
PPP1R3D	1.0905
TPM3	0.199277777777778
SYT13	-1.37825
EPB42	0.476166666666667
CETN3	-1.12
PRY	-0.886
NTHL1	-0.605
POLR2B	-0.2415
RPS28	-0.196833333333333
P2RX3	0.37525
LYZL4	-0.122333333333333
WBP4	-0.6798
PMM1	-0.555
C11orf79	0.59825
CBLL1	-0.869
IL1F10	0.787833333333333
VAX2	-0.1075
SETDB1	-0.1515
LRAP	-2.894
GCLM	-0.555833333333333
CPEB3	2.2865
PPM1A	0.86675
INTS1	-0.42825
CAMTA1	1.61725
SAMSN1	-2.08225
LOC158830	-2.171
GMPPA	-0.355625
AIPL1	-0.097
IL24	-0.441416666666667
BDKRB1	-1.55216666666667
MLF1	0.1942
TAF12	-0.2905
ID1	-0.7735
THADA	-0.192875
PIK3CB	-0.87925
OR4N5	0.6945
TBC1D17	-0.328833333333333
COX8A	-0.43525
CDCA4	-0.76425
C2orf44	-0.72775
ZNF534	-0.59125
IMMP1L	0.38325
NIPSNAP3B	0.00425
FTMT	0.646375
PWP2	-0.837166666666667
MMP15	-0.4988
DNAH11	-1.563
MTMR14	0.080625
DNAL4	1.02425
IPP	-0.10625
TMEM59	1.220625
C1orf157	0.9695
RGS4	0.572333333333333
DDX18	-0.665333333333333
SNX6	-0.043
ZNHIT2	0.935
NCDN	0.0996666666666667
FLJ33534	1.09625
RAG1	-1.342125
OR4D10	0.3835
PTPN5	0.554666666666667
POMT1	0.3135
LRRC8A	0.3999
CYP1A1	-1.49375
CAPN1	-0.045
DDHD2	-0.341625
GRIK2	-0.10675
GNRHR	0.04025
PPBP	0.6685
HTR3A	-0.821625
SLITRK4	1.11025
ANKRD49	-0.31175
BTF3	0.0135
SARS	-0.236
C13orf18	0.281166666666667
CACNB1	-0.0837142857142857
QKI	0.517636363636364
SETMAR	0.68725
MAN2B1	0.728333333333333
EML3	-0.649
ACADL	0.400333333333333
OFD1	-0.124875
DEFB114	1.359
CGA	-3.3941
PEX16	0.4405
LRRC10	-1.099
GNG12	0.3815
C1orf152	0.431333333333333
CHRM1	0.31
CD53	1.051375
DBH	-0.48175
TFAP2B	0.03375
HIST1H2BJ	-0.532833333333333
FAM46D	0.0285
TMEM11	-0.567
C3orf32	-2.12
PCCB	0.166875
IPO13	3.46944695195361e-18
C6orf105	-3.1205
COMMD5	0.809
SUV420H1	0.2103
LTBR	0.877
ARHGAP15	-1.020625
HDHD2	0.744
TDRKH	-0.3065
LOC401052	1.1625
PSG4	-1.026
GNB4	0.1921
SPATA4	1.487
SLC9A3	-0.4255
OSBP	0.632
NBPF3	-0.526333333333333
DOCK11	-0.389
SLC39A5	-1.8785
PRR5	1.5519
C10orf63	0.2985
SMTNL2	-0.65475
ADRA1A	-0.340666666666667
ASAH1	2.3544
DOM3Z	0.0733
GIPR	1.37466666666667
AHI1	-0.68275
NADSYN1	0.253833333333333
RGS14	0.248
IL18BP	1.401
RTN4RL1	1.98483333333333
ARMC6	0.08475
PSMD5	-0.123333333333333
HK3	2.9818
OR4S1	1.004
RSU1	0.3872
MAD2L1	-2.90777777777778
EIF4A3	-0.4655
DLEC1	-0.638166666666667
E4F1	-0.121333333333333
CHMP2B	0.5013
CAMSAP1	-0.1805
RPS21	-1.00716666666667
ARID5A	1.41125
UBE2N	0.1408
IGSF8	0.790833333333333
MAGEB6	-1.4895
ACAD11	-2.0003
MGC4172	-0.93575
LMO4	-0.513
KLKB1	-0.167
HP	-0.8995
HDAC3	-0.04625
SCHIP1	0.566
CLCA1	0.397
OLFML2A	1.578125
C1orf112	-1.729
KIF19	0.916
HAPLN4	-0.3003
CXCR7	0.105833333333333
GOT2	0.3969
RAB38	-0.339
DCX	0.06675
PPM1H	0.146166666666667
NFYC	1.08683333333333
KIN	-0.127625
ZNF228	0.91925
PLSCR4	2.66
HIG2	-0.167
FAM79B	6.9915
C21orf86	-0.8468
KCNK10	0.97725
ZNF738	-0.79175
FSTL5	-1.0832
OR6A2	-0.4715
OTOA	1.438
EXOC1	-0.071
AHRR	-3.593
PDAP1	-1.79366666666667
C19orf6	-0.673125
ZAN	0.356
LY6G6E	-0.6095
EIF4E2	-0.355
C20orf198	-0.602
ZNF324	0.79
CYP3A5	-3.0585
ENTPD7	1.9005
MBOAT5	0.135333333333333
GJB5	-1.56575
TTC13	-0.76225
S100Z	-1.12233333333333
KIAA0664	-0.645
PDGFRB	2.74525
IL17D	0.4395
OR56B4	0.379
RDX	-2.13316666666667
SLC34A3	1.9235
IL28B	-0.013
JUND	2.23925
CHRNB1	-0.448
CAMK2B	0.37425
FETUB	-3.4495
CXorf23	1.071375
MRTO4	-1.179875
TTC3	0.4768
NDUFB8	0.106833333333333
EDG2	-0.21175
SEMA3G	1.8495
IL23A	-1.99125
GRHL1	0.625
LOC441054	-1.9885
WDR65	0.81475
PSTK	0.20625
STOML3	-0.0788333333333333
R3HDM2	-0.254
C5	-2.08675
SLC2A10	1.03133333333333
C3orf22	0.79925
PAQR3	-1.10415384615385
ANKRD26	-0.790583333333333
HCRTR1	0.4815
LOC399947	-0.237
PSD2	-0.84525
TIGD2	0.113833333333333
SCRN1	-2.373875
COQ10A	-0.641
DDI2	-0.1765
METTL7B	-0.2845
UCN2	1.22675
FAM92A3	-1.14475
WDR16	-0.778
ZNF511	0.218
ZMYM5	-0.69375
POLR3G	-2.7895
ZNF586	0.2815
C1orf49	0.0875
TANK	-0.331333333333333
RCAN1	-0.051
PELI3	1.14266666666667
LIMD2	-0.2575
TMEM189	-0.8125
NTN4	2.262625
LOC151300	0.049
CLEC2A	-1.1105
GPR135	-0.441625
DPYSL4	-2.7681
JAK2	-0.180166666666667
TSHZ1	1.23316666666667
TM9SF4	-0.363875
ZNF264	0.862666666666667
SIRPG	1.372375
BICD1	-0.54475
HERC6	0.897666666666667
METTL5	-0.717
CASP1	0.81575
PRRT1	-0.372166666666667
PLA2G4C	1.46633333333333
ICA1L	-0.167785714285714
TPTE2	-0.2055
OTUD7A	1.68616666666667
AQP11	0.06475
APOA2	-3.9309
KALRN	0.217
SECTM1	0.723
IFNAR1	0.4225
TALDO1	0.07125
RAB11FIP4	-0.470083333333333
EIF5A	-1.2555
FAM49A	2.00875
NEGR1	0.731666666666667
YTHDC2	0.402375
EHD2	0.672
NCF1	1.8424
SCRT2	2.4775
HOXA5	0.2885
NUP133	-0.32475
FGF12	-0.8068125
SLMO2	-0.533
SNTA1	0.458
CACNG2	0.307625
GCM1	1.599625
ELF1	0.0275
TLR5	2.99625
TCFL5	-1.2465
RBMY2FP	-0.5595
LOC100125556	0.159125
FAM129B	0.966
MAP3K7IP1	0.057875
NCK2	0.0135
OXA1L	-0.75925
FMO9P	0.664
ZSCAN12	-0.637
PSMD12	-0.772333333333333
HSCB	-0.122
CLDN10	-3.55475
MGC13053	-0.76225
HPCAL4	-0.625333333333333
ASZ1	0.072
MEX3D	0.66
NFAT5	-0.4259
CSPG4LYP1	-0.643833333333333
FBXO3	0.5521
DVL1	-0.750833333333333
CMKLR1	2.59416666666667
TYMS	-2.71775
PEF1	1.4395
ZNF750	1.4975
MCM5	-0.3917
MEGF11	-0.77675
KCNK7	0.13
PTP4A3	0.7935
C1QTNF2	-0.126833333333333
OR6S1	-0.182
FAM122B	-1.829
ZNF551	-0.293125
HBQ1	-2.4135
GEMIN6	-0.464
ARSK	-0.78725
RBP7	3.34633333333333
CPNE9	0.38625
DSC1	1.16
LOC730112	-0.904
MAP2K4	0.741375
HS3ST5	-1.202
EPB41L3	-0.15725
TEKT2	-0.04725
CDKN2B	0.29375
ZNF480	-0.611
MAP3K6	0.7729
MAP6	2.41066666666667
HN1	-0.1226
OR2L13	0.674333333333333
SLC16A11	0.42675
FAM96A	-0.87325
APOL1	0.8345
C5orf32	0.52425
RTP1	-0.335333333333333
RNF175	-0.00212499999999988
ZBTB41	0.903375
AHCTF1	-0.7307
SAE2	-0.4429
ITGA2	-1.36675
MME	0.180833333333333
CCDC14	-1.55075
MAST4	1.93042857142857
KRT33B	-0.121
KCTD2	0.0366666666666667
WDR26	-0.109916666666667
MFI2	-0.456625
NR4A3	0.760125
ARSA	2.0765
UNKL	-0.358
SULT6B1	0.0725
CCNA2	-2.87483333333333
SOX15	-0.4995
PPAPDC1B	0.424666666666667
C19orf44	0.466
MCAT	1.49208333333333
ARID1B	0.41025
OR52N1	1.698
C12orf48	-2.2515
MAGI1	1.24275
NIPA2	-0.56525
GBX2	-1.6855
RSHL3	0.781875
RAVER1	0.979833333333333
C15orf17	-0.27475
SLC30A2	1.229375
ZNF518	-0.1145
PCYT1B	-1.49875
C10orf114	-0.71825
EIF3H	0.170333333333333
SLC25A39	-1.106
KIF1B	-0.115
AMOTL2	0.355
C6orf120	0.218375
PSRC1	-2.356
PLA2G10	1.50725
KIF5C	1.66071428571429
MRPL37	-0.5045
C17orf62	0.7715
C9orf135	-0.8825
DUSP10	1.4031
CLCNKB	0.105
PSMA5	-0.200625
C8orf53	0.6145
AMPD3	0.51
PIAS1	-0.09325
ADCYAP1R1	-0.378
GYLTL1B	-0.0175
CDH20	-0.527
FBXO7	-0.08875
TMEM134	0.739833333333333
FLJ14213	1.033
ZNF3	-0.237
LRRFIP1	0.715541666666667
CNOT2	0.449666666666667
ABI3	2.8945
ALDH5A1	-0.348083333333333
HNT	3.1272
SERPINA4	-2.5255
TK2	0.967083333333333
STMN1	-1.588
GUCA2A	-0.182333333333333
GALNT10	1.17007142857143
DPP6	-0.976052631578947
C9orf93	0.11225
PRELID2	-0.16925
STK39	0.523
SFTPA1	-0.902666666666667
CKS2	-2.05511111111111
RHO	0.13575
C20orf135	0.0515
XKR3	-3.2895
CR1	-0.152
RPS6KA2	0.858142857142857
C20orf112	0.812
MRPL22	-0.2775
C4orf23	0.254333333333333
GADD45B	1.29725
KLHDC1	1.54016666666667
C2orf48	-2.6355
ZNF287	0.8505
DAAM2	-0.4985
DPPA2	-3.2745
TCTN3	0.277
DNAJB11	-0.14725
FPR1	3.32075
DEFB4	0.35
PTCD2	-1.0578
SMOC2	5.267
CABP7	1.478
SERPINB11	0.1135
MAGEF1	0.37275
NDE1	0.3555
ITGA10	0.7625
FSHB	-0.496
ANXA2	0.954125
HORMAD2	-0.256666666666667
HLCS	0.45275
MCF2L	0.76925
FH	-0.709125
TBC1D24	1.04575
KIAA1505	0.15
LGALS2	0.3105
CNBD1	0.1435
SYNPO2L	0.08375
PTPN23	-0.180928571428571
C1orf183	-0.100666666666667
MAGEA8	-2.47525
DGCR8	-1.1665
GSR	-1.4675
PAQR7	0.2915
ZNF676	-1.10025
CACNA1C	0.9803
SP7	0.696
PDCD6	-0.55725
NRN1L	-1.0515
BRI3BP	-0.163416666666667
KIAA1183	0.79925
ASB4	0.09625
CCL23	1.8237
OBSL1	-0.78075
SLC12A7	0.7065
KIAA0240	1.32725
CD1B	-1.98533333333333
FCGR2A	1.539625
MDC1	-1.3785
HTR1A	0.817666666666667
OCEL1	0.5795
ATP11B	-0.70025
FBXO34	0.389833333333333
PCDH12	4.188
RPE	-0.6055
C17orf74	0.375
CSDC2	0.941
PET112L	-0.065
TMBIM1	0.208125
P2RXL1	-0.51725
TCHP	-0.84225
TRMT1	-1.593
F2RL2	1.35208333333333
LRRC32	3.84016666666667
IMPG2	-0.447
BGLAP	-0.8335
LOC493869	-1.00391666666667
MRAS	2.053875
SLC35F5	0.18375
CBWD1	-0.3365
AXL	-1.191875
ATP2C2	2.97875
TELO2	-0.6155
PNPLA3	-2.8555
PCDHB14	0.81325
CD276	1.04125
KRT80	-1.528875
DUSP28	0.627
CSNK1E	-0.02575
SRP14	0.8685
KCNQ4	-0.514
KRT72	0.106333333333333
CCDC117	0.669875
C6orf89	0.264166666666667
TUBB2B	-1.45766666666667
RTN4IP1	-0.61325
CR1L	-3.66333333333333
CEND1	0.980875
C12orf41	-0.648666666666667
RNF31	0.22725
UBN1	-0.0968333333333333
C17orf32	0.561
SLC5A7	0.28975
GPR92	0.874666666666667
ESAM	3.1672
CTNNA1	0.547083333333333
HRBL	-0.0905
CBX4	-0.4555
TMEM182	-0.44375
SH3TC2	-1.15033333333333
IL10	0.962333333333333
PXMP4	1.355
RNF167	-0.1225
PAK7	1.28583333333333
ETV3	-0.297
ATPIF1	-0.095
LOC554207	-1.946
OR8H1	0.316
WDFY3	1.068125
DPM1	-1.37825
GPSM1	-0.9075
WDR92	-0.0401
LRP1	1.497
ANKH	-0.313
THUMPD3	-1.0535
POLR1B	-1.35025
OLFM4	4.788
RAD9B	0.60825
TSPY2	-2.856
PAX6	-2.4254
SCG2	-1.962375
SLC17A6	0.45975
FMO3	3.217375
PADI4	-0.300375
TUBB4	-0.1167
NLK	0.1625
POU4F3	-0.2735
SDF4	-0.028
ITGBL1	3.51533333333333
NETO1	-0.7035
TAP2	-0.159
ABBA-1	0.19475
GNAI1	0.11275
VPS4B	0.85925
NOPE	0.6226
GALNT6	3.94616666666667
SESN1	0.447125
GBE1	-1.676
CLASP1	0.0895
RASGEF1B	0.684
ACOT11	-0.0684285714285714
AFAP1	0.55425
OR2H2	0.17875
DPY19L2P1	-0.962
DZIP1	-1.25
SEC22C	-0.194166666666667
GPR161	-0.4035
RNF146	-0.3325
WDR74	-1.07275
GALP	-0.393
PURA	1.35625
DNPEP	0.706083333333333
RP11-78J21.1	-1.363
ERBB2	1.973375
FANCM	-0.6775
NEO1	1.46633333333333
DDX3Y	-4.4742
RPS3A	0.8655
MXRA7	0.0892857142857143
LGALS3	0.136
GLT8D1	0.107
CFL2	-1.42633333333333
UPB1	0.15725
NAP1L5	0.133375
CLDN14	0.3785
DHX38	-0.23325
BTBD1	0.14575
TARS2	-0.145166666666667
ABCF1	-0.2185
FCF1	0.0186666666666667
LRRC49	0.098
GUCY1B2	-1.982
C1orf177	0.431
SMARCA4	-1.09292857142857
LRP8	-2.9095
TAGLN3	-1.5235
MRPL14	-0.28425
TTRAP	-0.2135
ZDHHC20	0.68475
NFE2L3	-1.60175
KIAA1377	-0.63325
PALMD	1.6944
TMEM43	-0.21025
TTL	-1.157125
STAT5B	-0.904
SSB	-1.34175
OR10H5	-0.5145
SLC22A13	-0.6485
AKAP3	-0.29325
TIMM23	0.229166666666667
OAS2	2.15916666666667
KIAA0423	0.52125
TRIM11	0.1375
GLIS3	2.1955
TMEM50B	1.07616666666667
ARHGEF4	-0.943875
DEGS1	-0.565545454545455
TBL1XR1	0.941966666666667
G6PD	-2.01875
SP140	0.736
MUC17	0.2275
NUDC	-0.2558
DNAJC5B	3.25233333333333
SCARA3	-0.701333333333333
CPA3	6.20716666666667
BCAT2	0.151375
MFN1	-0.4619
NRG3	0.306
SNX11	0.69625
PLEKHH1	-1.56
GPR177	-0.713833333333333
HCFC2	0.44175
TCAP	-1.19575
MOCOS	-2.7185
C14orf93	-0.2095
PRDM10	-0.784833333333333
SLC16A4	-0.21775
SRGAP1	0.1935
VIP	0.74925
DUSP27	-0.199666666666667
LILRA1	0.7589
MC2R	0.4525
MGC24103	-0.00625
MBTD1	-1.9575
FUT11	-0.310666666666667
USP33	0.5016
C15orf39	-0.73975
MAP3K12	0.105125
PAAF1	-0.712
BARHL1	-0.4445
FLJ16165	0.2385
PIWIL2	-3.17075
SYNE1	0.813583333333333
CMTM4	0.171
TSPYL1	1.3311
GUF1	0.1245
TMEM157	1.3685
WDR44	0.2
HIST1H3C	0.2285
DKFZp666G057	-0.3955
RNPEP	0.44175
GAS2L2	-0.017
ADH4	-4.5815
GRPR	0.4264
FBXL17	2.4635
ZBTB10	0.1835
Gcom1	0.769277777777778
HTRA1	2.8399
ZNF585A	-0.889166666666667
SLC26A2	0.803714285714286
OTOP3	0.305333333333333
WISP1	3.39811111111111
ATP2B4	-0.4025
FLJ10769	0.23075
CRAMP1L	-0.567625
CHST12	-0.855
RAB22A	0.05025
TARDBP	-0.271071428571429
STAU1	-0.0535
CRB3	1.37066666666667
MIG7	-0.842
CHMP1A	0.151833333333333
ZNF160	-0.128625
B3GALT6	0.505875
BARX1	-0.832333333333333
C6orf167	-1.9318125
NXNL1	0.206
DHX29	0.31325
HADHB	-0.69125
PLXNB2	0.857375
ILDR1	-0.86475
SLC15A3	3.38
GAS2	-4.29366666666667
C20orf69	0.26025
NUMB	0.00825000000000001
TNIP1	0.287625
MESP1	-0.432166666666667
PSKH1	0.15825
NSFL1C	0.08675
RHOG	0.28825
HEY1	-1.372
KNG1	-1.90857142857143
ITGAX	2.8216
LIN9	-1.19766666666667
CANT1	0.88
XRN1	0.3105
CCDC96	2.1339
HEATR6	-1.08133333333333
GNG7	0.142166666666667
RUNX2	1.963125
SOX1	0.664666666666667
FCRL5	0.2157
ZNF99	-0.1475
FAM9A	0.1755
SNX22	0.410333333333333
MBNL3	-2.3595
ODC1	-2.3137
ADORA2B	-2.32033333333333
NR2F6	0.3155
ZFYVE16	0.0666111111111111
SYNJ2BP	0.6872
POLE	-1.10175
E2F2	-1.183375
THRA	0.416666666666667
PTGES2	-0.7205
HIP1R	0.828
TMUB1	-0.591166666666667
ENO3	-2.14325
RSPH10B	-1.322
CXorf39	1.191125
IRGC	0.10825
GPR109B	0.2595
FLJ13305	-1.377
LCE3A	-0.733
TNFRSF18	-1.14866666666667
DET1	0.4805
TRPM3	-0.433083333333333
C16orf79	-1.558
FECH	0.0656666666666667
RAP2A	0.209833333333333
CRIP1	2.483
AZIN1	-0.508625
SLC7A7	4.089
IL10RA	1.2717
TMEM64	-2.3885
CDC42EP4	1.0189
C16orf58	-0.0266
ARG2	-2.1975
POU5F1P4	-4.72725
FAM62B	-0.501625
DNAH8	-2.0823
ASH2L	0.01625
TSLP	-3.063
CNTNAP5	-0.478
TMEM16C	2.265
IFNA14	0.066
SLC1A3	1.32525
CABYR	1.6535
BCL7B	-0.0958
NUDT13	-1.27066666666667
C13orf28	0.320666666666667
C1orf53	0.791
ARL6IP4	0.3768
RPL35A	0.167
EMR3	0.3705
RAB40C	0.173
SLC41A1	-0.808833333333333
LRCH1	-0.227
LY6G5B	-1.4005
FAM124A	-0.191071428571429
MGC10981	-3.563
CLIP3	0.4154
MAP4K2	-0.187666666666667
CHIC1	-0.07
SULF1	3.571
C20orf30	0.199071428571429
PRDM5	-0.093625
ELOVL1	0.1135
C11orf48	-0.688375
SLC39A10	-0.20175
KCNV1	0.02125
ACP1	-0.8835
ZMYM2	-0.567125
B3GNT6	-0.229666666666667
C9orf69	0.16025
C2orf15	0.7645
C20orf166	0.729
HSP90AA6P	-0.5005
EDG7	-0.919
NEURL	-0.93175
LPL	3.093
CLEC2D	-0.905785714285714
GRRP1	2.93883333333333
CD8B	-2.6937
HIST1H3D	-1.045
SLC6A12	0.42875
FAM27L	-0.167
CD84	3.0172
RASA1	-0.9
PHKG1	-0.284
MAGEA11	-2.3135
IMPA1	-1.3766
NPM3	-1.0545
RARRES1	4.27875
SH3BP1	0.486625
B3GNTL1	-0.6085
ARPC5L	-0.245666666666667
KLHL26	0.274
SIM2	-0.691
GJC1	1.078
C20orf194	0.261
EXO1	-3.01825
SLC2A2	-3.025
LOC285074	-1.13725
LRG1	1.7725
KIRREL	0.838
PIK3R1	2.03778571428571
C4orf34	1.58525
MAF	-0.0912222222222222
ADCY4	4.17
ZMIZ2	0.3011
SLC46A3	1.84566666666667
STAMBP	-0.683666666666667
CCDC16	0.5
MS4A12	0.042
TCF20	0.15475
LRRC46	2.08325
C20orf152	-0.63025
MRPS6	-1.03125
ABCB11	0.267
KCNC2	6.0815
CDH19	-1.54916666666667
C9orf123	0.175
SSH3	1.127125
LDLRAD1	-1.1275
CCBE1	-0.60375
ZNF135	1.3965
TAAR1	0.59
WFDC12	-0.8815
CCDC42	-0.0296666666666667
FLJ12529	-0.82975
PER1	-0.0868333333333333
TIMM50	-0.4625
SMARCAD1	-0.5305
FAM26C	-0.2165
TP53TG3	-1.59766666666667
SH3RF1	2.1575
LMCD1	2.67575
GPR63	-0.2885
FLJ21986	-1.904875
AIFM3	-0.799
MICAL1	0.35
BLZF1	0.3915
IQCA	2.23083333333333
PCDHGC3	0.054
SAC	0.4285
BCL6B	2.83433333333333
DDO	0.31075
MARCO	4.5645
DCHS1	1.87916666666667
C1orf170	1.47933333333333
CD200R1	0.690333333333333
C22orf15	-0.305
SEPT11	0.517166666666667
ADNP	-0.33775
UST	-0.6032
C13orf34	-1.65366666666667
RFFL	0.685428571428572
APBA3	-0.943
C2orf60	-1.24175
CUTL1	0.0404
PMS1	-1.326
ZNF689	0.325
EIF3E	-0.793333333333333
IL9	-0.1102
RPL31	-0.222125
LY9	0.276
ATP2B3	0.110333333333333
KDELR2	0.724916666666667
TFCP2	0.143375
NLRP12	0.18275
FLJ45422	0.011
TLE4	-0.579
ZNF570	-0.491
FLJ43806	-0.398
TLK2	-0.6025
CIR	0.46775
MARS2	-0.423
COL24A1	1.58425
SDF2L1	-0.037
HIBADH	-0.441
IGFBP3	-2.39185714285714
C12orf23	0.78575
PSPC1	-0.766
C20orf43	-0.1835
TRAV20	0.069
ARHGAP24	0.875625
KIAA1975	-1.343625
C1QA	3.8533
DNTT	-4.205
C10orf6	-0.511166666666667
C11orf41	0.594375
HNRPF	0.556125
COL11A1	7.35533333333333
UBAP2	-0.794
CDKN2AIPNL	-0.2635
C20orf174	2.80925
SPRED2	0.12375
PLA2G12A	0.676666666666667
ICEBERG	-2.08633333333333
SCN10A	0.1135
C11orf65	-0.06575
GBP5	4.17725
PITPNC1	-0.995333333333333
POU3F3	2.1595
NCOA7	-0.874375
LIN7C	0.4144
LOC348840	-1.0365
NKX2-2	-3.829
ANKRD13D	0.34075
LOC123688	-0.68075
FUT2	1.3095
TAAR8	0.0915
FZD4	0.709583333333333
PNMA3	-0.143
OR4L1	-0.1485
WIT1	-2.965
EXOC3L	2.125
ATPBD4	-0.1081
KRBA1	-1.03625
UBXD6	-0.771
HOXB7	-0.540285714285714
C7orf23	-0.5875
UNQ338	1.513
STAB2	2.09425
CDC20B	0.20925
IRF9	1.6325
CENTG1	0.731666666666667
TNPO2	-1.56225
MCPH1	-0.19725
BMS1P5	-1.392
SLC26A7	-0.0315
HIST1H3J	0.338
C9orf3	-0.1683
LBH	2.050875
MYO1D	1.0565
PTDSS2	0.24975
NFU1	0.7005
DEPDC4	-2.10125
WNT7B	2.3564
GLP2R	-0.488166666666667
SETD4	-1.1154
DYNLT3	-0.00380000000000001
FKBP11	-1.1605
SESTD1	1.08483333333333
FLII	-0.13825
RPS16	-0.1361
CHPF	0.3395
CSNK2A1	-0.489833333333333
SUMO1P1	-0.62425
FKBP6	-0.456
ZNF214	0.962
TWIST1	0.904833333333333
DDX56	-0.818
TRAM1L1	2.6657
EPO	-3.03116666666667
MRPS18B	-0.09125
ZNF682	-0.3305
RPL14	-0.1765
MAFF	0.39575
LOC51136	-0.75425
LY96	1.0195
DDX20	-0.37425
ABTB1	1.08083333333333
ARL5A	0.3646
CCT6A	-1.29425
HEPACAM	-1.64683333333333
EHHADH	-0.822166666666667
RBAK	0.1495
CGB1	1.74325
ITGB5	1.3387
YIPF3	-0.169
FKBP2	0.2135
NR1D1	-0.0526
TMEM110	0.6015
NEK2	-2.329
PRAMEF8	-3.03175
C20orf52	-0.6305
PCDHGA3	-0.9475
VWA3B	0.4075
NDUFA5	-0.14325
THAP9	-0.35025
FLVCR2	0.1135
AP1S1	-1.579375
SMAD6	-0.638
SAV1	0.931
SAT1	0.62875
ZNF251	-0.192375
ADAMTS7	0.8774
RPP38	-0.076
C1orf211	-1.684
YPEL2	1.7595
RBMS1	-0.005
ZNF445	-0.2735
NRXN2	0.970666666666667
PGBD4	-0.738125
UGT2B28	4.724
WBSCR16	-0.6151
NLRC3	0.243625
ASTL	0.33025
ST6GALNAC1	-2.30175
ZADH2	0.285875
MLLT4	0.52125
ARL6	-0.589833333333333
MEF2C	1.792
CBFA2T3	-0.651
AFF3	2.32735714285714
COG7	0.143666666666667
MYB	0.2225
PLXNA3	-0.1
XRCC2	-2.11966666666667
MMS19	-0.624125
ST8SIA5	-1.401125
CHPT1	0.690333333333333
KIAA1712	-0.7035
OR6X1	0.16
ACTR3	-0.1685
UGCG	3.036
OR4P4	0.342
ZAP70	-2.77875
LPP	1.800125
ZNF485	-0.4725
PTPRCAP	0.21625
IL12RB1	0.4905
ATRX	0.3859
CHST8	0.87225
C14orf109	0.615
ARV1	-0.00225
NMB	-0.0381428571428571
COX5A	-0.975
EIF6	-0.46775
MPPED2	-0.182
SEMG1	-2.02
CHRDL1	1.461
TRAF3IP2	1.3015
WNK2	-0.085375
LILRA4	3.28616666666667
LAMA2	4.88375
PXT1	-0.4165
RLBP1	-3.13025
CD300C	1.36025
SLTM	-0.22625
FLJ10404	0.213875
APOBEC3D	-1.33833333333333
RENBP	0.5985
ATXN7L1	0.369375
NID1	0.7715
TUBGCP3	-1.2825
ITIH5	1.66661111111111
CCDC110	2.044
C8A	-2.8235
MGC87042	0.29075
HOXC13	-0.76025
TFDP2	-0.5275
HCP5	1.83
POLI	0.4215
UCN	-1.046
ZNF764	0.3105
C8orf45	-0.54825
FHL3	-0.22775
SPATA5L1	-0.81325
MMRN2	3.51133333333333
NDST1	1.29683333333333
COL20A1	0.0838333333333333
ZNF248	-0.919833333333333
PELP1	-0.124833333333333
MBL2	-2.7835
RNF41	0.44725
C5orf24	1.02225
THOC5	-0.4735
SERINC3	0.336833333333333
RP11-151A6.2	-0.16775
CDCP2	-0.5895
HIST1H2AA	0.21425
C11orf75	0.37
FKBP7	0.4525
DDOST	-0.0425
GPNMB	1.8995
TTF2	-1.5655
KCNT1	-0.0781666666666666
SLC39A14	-0.80425
NGRN	0.4201
GPR137B	1.672
MECP2	-0.19825
PSMA1	-0.39675
C16orf73	-5.43025
TMEM60	0.294666666666667
CSN3	0.946
NOS1	-0.0405
RAB7L1	-0.468666666666667
YBX2	-0.9155
KIAA1166	-0.273875
FUBP3	-0.1785
ABCG1	1.2545
ACACA	-0.578416666666667
ARL11	0.4606
ATOH1	-0.309
ODF1	-0.0658
CREB3L3	-1.42083333333333
TMEM127	1.51021428571429
DSCAML1	-0.42175
PLN	3.46733333333333
LYPLA1	0.803666666666667
PRDM9	-2.0555
SASP	0.349
PLUNC	0.164833333333333
INTU	0.399
HISPPD1	-0.72525
LNPEP	0.0645
YARS2	-0.832666666666667
APCDD1L	-0.7935
ZCCHC4	-0.4251
FBXO22	-1.03066666666667
TTLL13	-0.5015
ZNF669	-0.540333333333333
PTGDR	3.01225
DDX27	-0.79
KIAA0409	-0.198166666666667
GJB6	0.51875
ASB8	0.914
PLP2	-0.7325
MEPE	0.80475
OR10J5	-0.2135
KRT222P	1.238
COQ7	0.253833333333333
C1orf101	0.56125
RERG	3.851
CHMP5	0.14925
THAP11	0.474375
ZNF43	-0.180166666666667
ZRANB3	-0.824166666666667
KRT13	0.87125
MRPL19	-0.269875
RBBP9	-0.055625
SPATA17	0.994375
BXDC5	-0.313833333333333
