Hybridization REF	TCGA-AO-A0JD-01A-11R-A056-07
SERPINB6	-0.576
JUNB	0.9252
SYS1	1.28925
SCN2A	0.215666666666667
ZKSCAN5	0.1315
WNT7A	-0.071
TSHZ3	0.3275
RNF148	-0.104
H6PD	-0.409125
CAD	-1.44466666666667
ZNF449	-0.197
DOCK10	-0.246
FAIM2	-0.0705
HEXDC	-0.781
PRB1	0.069
C14orf148	0.2555
ETHE1	-0.33575
IRF5	-0.1931
GNMT	1.8165
MGC16291	-2.10975
RPAIN	-0.984357142857143
CAGE1	0.068
CNTNAP3	-3.012125
ACTR1B	0.10125
EEF1E1	-1.00675
MSX1	-1.178375
ESF1	-0.0961
HSPC171	0.1375
MRPL2	0.0641666666666666
RDH12	-0.162666666666667
CELP	-0.012
METRNL	-2.08775
C10orf116	2.116
C19orf48	-0.00949999999999999
ZNF346	0.387857142857143
NCR1	-1.1705
C10orf64	0.3235
CD52	1.057
VPS18	1.025875
AP4S1	0.1945
NPBWR1	0.9835
TPK1	0.0335
UBA52	-0.669166666666667
RIPK1	0.157833333333333
CPNE3	0.9453
HSPC159	0.56575
C8orf38	1.6465
LRRC4B	0.306
PARP10	0.8249
ANKRD50	1.931125
CXCL9	6.79225
FGF18	-0.000545454545454531
EIF2A	0.384625
SLC20A2	1.432
KIAA1549	-1.20425
SPINT1	2.0927
ZNF584	-0.6115
CRBN	0.5175
ABCF3	0.100833333333333
NCBP1	-0.358833333333333
PLA2G4F	0.165833333333333
PCDH10	-0.880857142857143
TTC21A	-0.61775
C20orf144	0.504
FGFR1OP2	-0.0115
SLC9A1	0.6753
CHRND	0.064
FOXF1	-2.74925
KIAA1467	1.71475
TPO	-0.429
LTF	3.72257142857143
DNAJB9	-0.30375
MRPS27	-0.4325
bA16L21.2.1	-0.1675
WBP2	0.2835
MRGPRX3	-1.9765
PRPF18	0.4005
C10orf58	-0.18425
SMOC1	-3.2993
ADAT3	0.708333333333333
TMEM138	-0.024
TMEM131	0.6535
TIMM8B	0.3925
MYH7	-0.779833333333333
ST6GAL2	-0.658375
KIF1C	-0.341
SUHW2	-1.771
PAPSS1	-0.23075
CABP2	1.035
HOXA4	-1.581
ELF2	0.036
SEMA3D	-0.2615
MC5R	0.166
OGFR	0.4025
FLJ30092	-0.114
TGFA	-1.186
MMP17	0.86525
KIF15	-1.08025
CHIA	0.2625
CATSPER3	1.1965
CEACAM7	1.37291666666667
PADI2	2.47575
HOXA9	-0.222666666666667
LNX2	1.33316666666667
TMEM144	2.5795
HIF1AN	0.10625
METTL7A	-0.5338
C6orf165	2.61033333333333
KIAA1468	2.18
DSG3	1.5435
ZNF180	0.512
EIF4E3	1.19125
SLC46A1	0.679375
DKK1	-1.40666666666667
ZNF205	0.840166666666667
LOC162073	1.82583333333333
COX7A1	4.4395
MAGEA1	1.10866666666667
NEDD8	-0.0805
KLHDC5	1.01194444444444
C3orf19	0.198166666666667
MRPS2	-1.41425
POLR3H	0.241214285714286
ABHD11	0.3508
TMEM17	1.84175
PAIP2B	0.7582
MAT1A	-0.47975
LGI3	-0.12525
THUMPD2	-0.02875
TKTL2	-0.203666666666667
XAGE3	-2.88316666666667
CALM3	0.205083333333333
C6orf136	-0.0831666666666667
KCNC4	-0.393166666666667
RGS9	-0.171666666666667
ACIN1	-0.416833333333333
SPATS1	-0.95025
XKR8	-1.582
FAM84A	2.07458333333333
MS4A7	4.72409090909091
AGXT2L2	-0.6625
OR1F1	0.165
SMAP1L	-0.535416666666667
IPO11	0.25325
ZC3H11A	0.246125
C1orf151	0.952125
RNASEH2A	-0.67125
CCR10	-1.3975
TXNDC11	0.55425
TMEM112	0.232125
MAP1B	-1.86792857142857
NVL	0.76
PKM2	-0.1942
ARC	-0.96575
NUP54	0.239
PPFIBP2	0.6705
STAT2	0.326625
PTAFR	1.7145
ROBO2	-0.742125
RNF40	0.3865
CCDC135	-0.550166666666667
IFT81	-0.3257
MORF4	0.279
TM7SF3	0.4715
OR10H3	0.4275
ABP1	0.048
CHRD	-0.61925
PLEKHA8	1.45016666666667
NCALD	1.74216666666667
OR5AK2	0.57125
ACCN1	0.948333333333333
SLITRK1	0.0875
ARMET	0.3785
C9orf52	0.49275
REEP4	0.30025
MTSS1	-0.016125
ADH1B	2.65
DLD	-0.779
CDK5	-1.29975
PPFIA1	2.84075
WFDC3	0.682
DNAJB12	0.362
RANGRF	-0.5605
MLANA	-5.02425
AMY2B	-0.725
KIAA0319	-0.675
RPS7	-0.2765
JAK3	-0.2928
ARFGEF1	1.174
CXCL5	0.644545454545455
TRAPPC4	-0.7335
CETN2	0.572
HSPC111	0.19075
RHOBTB3	-1.3627
PHLPP	1.264
RGS10	-0.2555
TMEM58	0.32625
CHERP	-0.03125
HSP90AB3P	0.211
FSTL3	-1.97466666666667
PEX11A	2.20175
OR5V1	0.714
FCN3	2.1015
PTPN3	0.769125
NPTX1	-5.61225
C21orf84	-2.281
C11orf51	-0.069625
ZBED2	2.98625
FLJ90757	0.03
NPY2R	1.19533333333333
PLD3	0.34475
SYT17	2.30516666666667
SGSM2	-0.35125
OR1A2	-0.7305
FOXP1	0.68175
SLC5A1	1.13175
POFUT1	-0.4266
EPHB6	-3.25933333333333
MYO1G	-1.73275
STAC	-1.7284
KLHL17	-0.163166666666667
RGMA	-0.6778
TJP2	-0.4266
FAM114A1	-0.357333333333333
SERINC1	0.745666666666667
SLC9A8	0.553875
PEX19	0.081375
EDN2	0.64975
PSMD7	-0.711222222222222
C3orf41	-2.4775
UQCR	0.4425
PPP1R3C	-2.72025
LRP4	-3.146
TM2D1	-0.61825
TTC17	0.50125
C4BPB	-0.66975
CCL25	0.45575
ZNF253	0.134666666666667
CHRNA9	-1.7645
SOX11	-2.42725
HIVEP3	0.6795
CGN	2.37541666666667
C3orf35	0.22825
PKD2L1	3.67325
SYVN1	-0.299
PDE8B	-1.14325
LOC439951	0.5855
LTC4S	1.8815
MIF4GD	0.234166666666667
SMARCA2	0.9689375
TUBGCP6	-1.00616666666667
CABLES1	0.200625
C16orf77	1.0515
ZNF791	-0.09975
FUT5	-1.786
ADH6	-2.46283333333333
P4HB	1.565
CLDND2	-2.11175
ALKBH8	-0.424
PLAC4	-1.494
F11R	0.703
MGC35295	0.3515
PDZD4	-0.4595
LOC389073	-0.50175
FAM80B	0.133166666666667
PSMB1	0.579125
TXN	-0.680833333333333
VIPR1	0.6513
WBSCR18	0.1726
EXOSC6	-0.405333333333333
ACTA2	2.675
SP5	-0.772833333333333
ANKRD1	-4.98575
DDR1	2.0607
ATP6V1D	0.531
PTGS1	-2.188
RNF157	-1.37425
DCC	1.26125
SPAG7	-0.116
FBXO18	0.13925
UBE3C	-0.1751
HOXC6	1.05175
LRP2BP	0.216333333333333
MYST2	-0.31
PDSS2	1.33025
ATE1	0.93675
ARAF	0.41675
KLF10	-0.124
PLA2G2E	-0.0575
ASCL1	-1.81283333333333
TSNAXIP1	0.65275
FAM131B	-0.194125
IFNA10	0.275
NUP43	0.25925
FAM44B	-0.302625
L1TD1	-5.553
NMD3	-0.194666666666667
C18orf54	0.2699
PHOSPHO1	-0.5755
RAG2	-1.8845
EMILIN3	-0.448
METTL3	0.16175
VPS13C	0.625375
REXO2	-1.47375
ANXA4	0.05625
CA1	-0.96575
DCP1B	-0.1285
TULP3	-0.680166666666667
ATP2A2	0.602142857142857
ATIC	-1.296
ADAM15	0.99525
NPL	1.94466666666667
LGR4	-1.48275
UEVLD	2.65466666666667
GAB1	1.2545
SNAI2	-1.52516666666667
ZGPAT	-0.1825
SNF1LK	-0.353875
DLEU1	-0.62675
UBE2Q1	0.519875
ZMYM6	-0.4108125
JPH3	-2.83216666666667
FAM38A	-0.485083333333333
PXK	0.256
DENND2D	2.8975
BAX	-1.17808333333333
CP	-1.81736363636364
RPL37	-0.6978
G6PC3	0.2935
NCOA4	0.0868333333333333
LRRC14	-0.97275
GORASP1	0.789
FCHO2	1.337
CYP24A1	-3.6234
FXYD3	0.253875
SMARCAL1	-0.074
ABCB8	0.1865
CCDC44	1.602
PRDM7	-3.07775
USH1C	-0.83875
DNAH5	1.48966666666667
SRF	0.0364166666666666
MAL2	1.50466666666667
PGPEP1	-0.6155
SIN3B	-0.00650000000000001
SEMA3C	1.6765
GRAMD3	1.47475
FBXO10	-0.153375
OR5D13	-0.0245
FLJ31818	-0.743875
CACNA1I	0.32925
S100A13	-0.7705
TP63	1.84178571428571
ANXA11	-0.9824
WDR66	-1.023375
CSF2RB	-0.0675
IFI44	0.57875
DACT1	0.313333333333333
ANKRD23	-1.212875
ATP5G1	-0.286833333333333
C21orf70	-0.6865
PPWD1	-0.8455
DNAJC13	0.37325
PAH	-5.33033333333333
PTCH2	0.26925
TRMU	-0.6275
CCDC9	0.3155
USP3	0.9014
DCLRE1C	0.2123
FAM55C	1.016
FRMD4B	1.6425
CYP2R1	0.5295
RFPL1	-1.0596
XPO5	-0.0575
ARL6IP2	-1.2405
OSBPL5	0.16575
MMP9	3.22254545454545
KIAA0802	-1.759125
DHRS2	-4.1595
SGEF	1.599875
TXNDC10	0.6196
EXOC6	0.47325
RPS27	0.112166666666667
PNCK	-0.0791666666666667
FSTL1	-2.18875
AACS	-0.37875
SLMAP	1.3795
SAMD4A	-1.2806
ABRA	-0.316
SMARCD3	0.88875
PKNOX2	-3.1435
A4GNT	0.0925
C9orf39	-1.34833333333333
RALYL	0.13725
MGC33556	-3.4985
C10orf25	-1.334
BBOX1	5.6045
NHEDC1	-0.22625
XDH	-0.75575
GCSH	-1.1225
EDN1	0.1455
MTERF	0.43
CLK4	-0.024125
ZNF799	1.00483333333333
KCNG1	-2.36525
CXCR4	-0.253
PTPRR	-3.06475
IRAK1	0.30875
LOC401397	-0.8665
TMSB10	0.672857142857143
CXCL3	-3.1468
TMC4	0.38775
OR7A10	-0.154
STYK1	1.60425
CHRNA10	-0.877
CCNI	0.5255
EP300	0.760571428571429
LOC165186	-0.199833333333333
HIC2	-2.969
SDR-O	0.1505
OR2W1	0.352
KCNA6	-0.325
TRIM74	0.08625
REEP6	1.7735
ATP5G2	0.16125
ERG	0.1385
TMEM42	0.0505
PARN	0.1225
SOD2	1.0495625
DIRAS1	-1.08466666666667
PNPT1	0.11625
JOSD3	0.237
hCG_40738	1.1755
PDE1C	-1.8675
SEMA4D	-0.281125
AGPAT1	-0.148666666666667
NOSTRIN	0.817375
MAP3K3	-0.821333333333333
MAX	1.11628571428571
CAPS	-1.04583333333333
SERPINA12	0.13
OSBPL8	0.307125
RICS	1.5394
NR4A2	-0.108833333333333
PPCS	0.673
LONP1	-0.53275
SCYL3	1.35
HERC2P2	-2.29666666666667
FIBCD1	-1.213
C15orf41	-1.286
DMC1	-0.926166666666667
C20orf27	-0.2965
RPS6KA5	1.1023
FAHD1	-0.174833333333333
SLC12A4	-1.6855
BRCA1	-1.5695
GBL	0.59925
SLK	0.217666666666667
NUDT9P1	-1.954
NOXO1	2.695
USP52	-0.801
BAZ1B	1.0195
SLCO2B1	2.2765
BBS12	0.3645
LRGUK	-1.218
TERF2IP	-0.46275
COL1A1	2.92
KIAA0090	0.27125
GRK5	-0.463166666666667
AP1S2	-1.5224
TMEM52	-0.334
CA11	-0.85425
OR4A15	0.6225
ACBD3	1.3972
SPAG11B	0.225857142857143
PRDM2	0.1601
FOXP3	0.81825
SMYD3	0.0687
LOC389199	1.113
LGI2	0.403833333333333
NAPE-PLD	0.626
ANKRD6	0.272
WDR45	-0.161166666666667
SHROOM1	0.55475
PSCD3	0.6895
PYY	1.091
KCNC1	-0.909
ARHGEF9	1.1759
OR8J1	0.15825
GPR55	-0.152666666666667
NS3BP	-2.4195
C10orf22	-0.223166666666667
NAT8L	1.3175
DUSP4	1.00283333333333
FOXM1	-0.320833333333333
GRAMD2	1.8277
ZBTB48	-0.480833333333333
BUD31	0.214
PABPC5	0.228
CCDC41	-0.1335
FBXO11	0.783583333333333
C6orf148	-1.42725
RFXAP	-0.728
C6orf15	0.386
CDK8	0.473166666666667
C6orf70	0.986875
TESSP2	-0.464
ALG2	0.20475
PPP1R3D	1.192
TPM3	1.16172222222222
SYT13	1.499
EPB42	-0.770833333333333
CETN3	-0.746
PRY	-0.000999999999999994
NTHL1	-0.114166666666667
POLR2B	1.192
RPS28	0.0847499999999999
P2RX3	0.027
LYZL4	-0.0005
WBP4	0.2943
PMM1	-1.11475
C11orf79	0.12525
CBLL1	-0.82725
IL1F10	0.824
VAX2	-1.323
SETDB1	-0.197
LRAP	0.113833333333333
GCLM	-0.431666666666667
CPEB3	1.48425
PPM1A	1.781375
INTS1	-0.2215
CAMTA1	-0.13725
SAMSN1	-1.6865
LOC158830	-2.008
GMPPA	-0.14575
AIPL1	0.06675
IL24	1.09433333333333
BDKRB1	-0.867
MLF1	1.0856
TAF12	-0.937
ID1	-2.735375
THADA	-0.122375
PIK3CB	0.21625
OR4N5	-0.319
TBC1D17	-0.508
COX8A	-0.75225
CDCA4	1.0045
C2orf44	-1.03775
ZNF534	-0.6085
IMMP1L	1.3305
NIPSNAP3B	0.143125
FTMT	0.489625
PWP2	-1.09183333333333
MMP15	-0.1003
DNAH11	0.05425
MTMR14	0.254
DNAL4	0.4675
IPP	-0.40175
TMEM59	0.09025
C1orf157	0.322
RGS4	-0.609833333333333
DDX18	0.206333333333333
SNX6	-0.14775
ZNHIT2	-0.117
NCDN	-0.168833333333333
FLJ33534	-0.1295
RAG1	-1.92625
OR4D10	0.4205
PTPN5	-0.832166666666667
POMT1	-0.281
LRRC8A	-0.7664
CYP1A1	-0.66375
CAPN1	-0.520833333333333
DDHD2	-0.1795
GRIK2	-0.422
GNRHR	0.0425
PPBP	0.31525
HTR3A	-0.892875
SLITRK4	-2.39025
ANKRD49	1.6935
BTF3	0.499
SARS	-0.06075
C13orf18	-0.832166666666667
CACNB1	-0.374571428571429
QKI	0.181090909090909
SETMAR	1.009
MAN2B1	0.0968333333333333
EML3	-0.6485
ACADL	0.1475
OFD1	-0.454375
DEFB114	-0.047
CGA	-3.1003
PEX16	0.340666666666667
LRRC10	-0.5185
GNG12	0.8435
C1orf152	0.0815
CHRM1	0.137
CD53	0.17875
DBH	-1.03775
TFAP2B	4.62275
HIST1H2BJ	0.1535
FAM46D	0.125
TMEM11	-0.40475
C3orf32	-2.988
PCCB	0.227875
IPO13	0.218
C6orf105	-3.47075
COMMD5	0.00300000000000001
SUV420H1	1.8165
LTBR	0.48575
ARHGAP15	-1.11675
HDHD2	1.218
TDRKH	0.9525
LOC401052	0.019
PSG4	-2.18025
GNB4	0.1194
SPATA4	-0.578
SLC9A3	-0.722
OSBP	1.09666666666667
NBPF3	-0.767166666666667
DOCK11	-1.585
SLC39A5	-1.97716666666667
PRR5	0.3033
C10orf63	0.18325
SMTNL2	-1.50275
ADRA1A	-0.06225
ASAH1	1.8233
DOM3Z	0.4733
GIPR	0.8455
AHI1	0.47275
NADSYN1	2.14733333333333
RGS14	-0.4061
IL18BP	1.086
RTN4RL1	-0.0209166666666667
ARMC6	-0.15675
PSMD5	-0.299166666666667
HK3	2.311
OR4S1	0.8025
RSU1	0.0733
MAD2L1	-0.497444444444444
EIF4A3	0.42125
DLEC1	-0.9155
E4F1	-0.150666666666667
CHMP2B	1.4493
CAMSAP1	-0.4365
RPS21	-0.941166666666667
ARID5A	-0.20725
UBE2N	0.8783
IGSF8	0.278333333333333
MAGEB6	0.656
ACAD11	-1.2904
MGC4172	-1.64875
LMO4	0.56725
KLKB1	-1.11825
HP	-3.012
HDAC3	0.21125
SCHIP1	-0.92475
CLCA1	0.0945
OLFML2A	0.11075
C1orf112	-0.104
KIF19	0.796833333333333
HAPLN4	-0.2159
CXCR7	-1.21816666666667
GOT2	-0.1445
RAB38	-1.080375
DCX	0.52575
PPM1H	2.24258333333333
NFYC	0.194916666666667
KIN	0.021125
ZNF228	0.6785
PLSCR4	0.332
HIG2	-1.115
FAM79B	3.792
C21orf86	-1.198
KCNK10	0.154
ZNF738	-0.1775
FSTL5	-1.35583333333333
OR6A2	-0.894
OTOA	0.943833333333333
EXOC1	0.003875
AHRR	-0.4195
PDAP1	-0.115416666666667
C19orf6	-0.352625
ZAN	0.3785
LY6G6E	-0.6655
EIF4E2	-0.2605
C20orf198	-0.82525
ZNF324	-0.47125
CYP3A5	-3.54866666666667
ENTPD7	1.182
MBOAT5	0.7745
GJB5	-1.9945
TTC13	1.15475
S100Z	-1.22966666666667
KIAA0664	0.169833333333333
PDGFRB	0.821
IL17D	-1.853
OR56B4	-0.6025
RDX	-1.937
SLC34A3	0.7655
IL28B	-0.416
JUND	0.7105
CHRNB1	-0.750375
CAMK2B	0.8195
FETUB	-1.906
CXorf23	1.480625
MRTO4	-1.059875
TTC3	0.7135
NDUFB8	-0.7755
EDG2	-1.0285
SEMA3G	-0.271
IL23A	-1.89875
GRHL1	1.029
LOC441054	-0.2895
WDR65	0.169625
PSTK	-0.03775
STOML3	-0.042
R3HDM2	-0.2731
C5	-2.94375
SLC2A10	-1.05166666666667
C3orf22	0.857
PAQR3	-1.02207692307692
ANKRD26	-0.272416666666667
HCRTR1	-0.3165
LOC399947	-0.12925
PSD2	1.2255
TIGD2	-0.426166666666667
SCRN1	-1.45525
COQ10A	-1.43175
DDI2	-0.058
METTL7B	-0.571333333333333
UCN2	0.23
FAM92A3	-0.56875
WDR16	0.437
ZNF511	-0.575
ZMYM5	-0.574
POLR3G	-1.48575
ZNF586	-0.829
C1orf49	0.457333333333333
TANK	-0.038
RCAN1	-0.715666666666667
PELI3	2.01366666666667
LIMD2	-0.667166666666667
TMEM189	-0.344
NTN4	2.415625
LOC151300	0.8065
CLEC2A	-0.4925
GPR135	0.005
DPYSL4	-3.5825
JAK2	0.2745
TSHZ1	-0.168333333333333
TM9SF4	0.26525
ZNF264	0.0168333333333333
SIRPG	1.7295
BICD1	-0.337
HERC6	0.546
METTL5	-0.8665
CASP1	0.65025
PRRT1	-0.743833333333333
PLA2G4C	0.941833333333333
ICA1L	-0.771428571428571
TPTE2	-0.4928
OTUD7A	0.811166666666667
AQP11	-2.78475
APOA2	-4.4249
KALRN	-0.957
SECTM1	-0.324083333333333
IFNAR1	-0.02125
TALDO1	-0.109375
RAB11FIP4	0.457583333333333
EIF5A	-0.2915
FAM49A	1.4855
NEGR1	-0.8795
YTHDC2	0.8075
EHD2	-1.820875
NCF1	1.8529
SCRT2	0.9145
HOXA5	0.576166666666667
NUP133	0.8225
FGF12	2.4046875
SLMO2	0.247625
SNTA1	-0.03175
CACNG2	0.279375
GCM1	0.35925
ELF1	0.960666666666667
TLR5	3.4385
TCFL5	-0.918666666666667
RBMY2FP	-1.5905
LOC100125556	0.755875
FAM129B	-0.087875
MAP3K7IP1	-0.21325
NCK2	0.6
OXA1L	-0.39425
FMO9P	2.2625
ZSCAN12	-0.15675
PSMD12	0.096
HSCB	-2.064
CLDN10	-3.85825
MGC13053	-0.58575
HPCAL4	-0.792
ASZ1	-0.3965
MEX3D	0.05425
NFAT5	-0.9027
CSPG4LYP1	-0.335
FBXO3	1.2571
DVL1	-0.508333333333333
CMKLR1	2.45816666666667
TYMS	-2.48875
PEF1	0.85125
ZNF750	1.09816666666667
MCM5	-0.7805
MEGF11	-0.92675
KCNK7	1.0135
PTP4A3	-0.543
C1QTNF2	-1.12933333333333
OR6S1	0.588
FAM122B	-0.02425
ZNF551	-0.883125
HBQ1	-2.8825
GEMIN6	-0.71925
ARSK	1.0395
RBP7	1.2645
CPNE9	-0.0415
DSC1	1.336
LOC730112	-1.0085
MAP2K4	-0.03875
HS3ST5	-2.233
EPB41L3	1.042
TEKT2	0.65425
CDKN2B	-0.0878333333333334
ZNF480	-0.4285
MAP3K6	-0.5949
MAP6	1.55216666666667
HN1	1.2808
OR2L13	0.534833333333333
SLC16A11	0.4395
FAM96A	0.71
APOL1	0.0745
C5orf32	0.03425
RTP1	-0.659
RNF175	-0.397
ZBTB41	2.5525
AHCTF1	0.8732
SAE2	0.1152
ITGA2	0.751166666666667
MME	-0.780333333333333
CCDC14	-1.7585
MAST4	0.468357142857143
KRT33B	-1.407
KCTD2	0.188333333333333
WDR26	0.877916666666667
MFI2	-1.114625
NR4A3	-0.312625
ARSA	-0.00299999999999999
UNKL	-0.1865
SULT6B1	0.4845
CCNA2	-1.1235
SOX15	-0.372
PPAPDC1B	-0.358083333333333
C19orf44	-0.427
MCAT	0.630583333333333
ARID1B	0.957875
OR52N1	0.7
C12orf48	-0.32675
MAGI1	0.656875
NIPA2	-1.195
GBX2	-2.135
RSHL3	1.404125
RAVER1	0.6985
C15orf17	-0.29475
SLC30A2	1.10725
ZNF518	-0.28175
PCYT1B	-1.37075
C10orf114	-0.53625
EIF3H	-0.413
SLC25A39	-0.410166666666667
KIF1B	-0.395375
AMOTL2	-0.65675
C6orf120	1.33175
PSRC1	-0.63825
PLA2G10	0.30725
KIF5C	0.021125
MRPL37	-0.4895
C17orf62	-0.577166666666667
C9orf135	-0.690833333333333
DUSP10	0.8265
CLCNKB	0.354
PSMA5	0.863625
C8orf53	-1.0025
AMPD3	0.5795
PIAS1	0.06875
ADCYAP1R1	-0.2465
GYLTL1B	1.5545
CDH20	-0.15
FBXO7	-0.93075
TMEM134	2.26183333333333
FLJ14213	-0.0666666666666667
ZNF3	0.63975
LRRFIP1	-0.126958333333333
CNOT2	0.51725
ABI3	2.017
ALDH5A1	-1.15016666666667
HNT	1.5727
SERPINA4	-1.0235
TK2	-0.160583333333333
STMN1	-1.57366666666667
GUCA2A	0.188333333333333
GALNT10	1.81628571428571
DPP6	-0.87655
C9orf93	-0.151125
PRELID2	-0.031875
STK39	0.767125
SFTPA1	-2.216
CKS2	0.038
RHO	0.416
C20orf135	-0.62675
XKR3	-3.077
CR1	0.0548571428571429
RPS6KA2	0.184
C20orf112	0.89025
MRPL22	0.46425
C4orf23	0.973166666666667
GADD45B	0.757
KLHDC1	0.4515
C2orf48	-2.035
ZNF287	-3.4935
DAAM2	-1.96775
DPPA2	-2.62083333333333
TCTN3	-0.2935
DNAJB11	0.706875
FPR1	2.93675
DEFB4	-0.049
PTCD2	-0.2132
SMOC2	2.325
CABP7	1.80475
SERPINB11	-0.59525
MAGEF1	0.02825
NDE1	0.1995
ITGA10	0.5565
FSHB	-0.0855
ANXA2	0.0865
HORMAD2	0.096
HLCS	0.2135
MCF2L	1.76075
FH	0.839125
TBC1D24	2.08825
KIAA1505	1.53825
LGALS2	-0.46825
CNBD1	0.294
SYNPO2L	-0.7655
PTPN23	0.1885
C1orf183	-0.940166666666666
MAGEA8	1.4065
DGCR8	-1.92825
GSR	0.24675
PAQR7	0.049
ZNF676	-0.2275
CACNA1C	-0.8054
SP7	0.3955
PDCD6	-0.605
NRN1L	-1.8825
BRI3BP	-0.399666666666667
KIAA1183	0.5045
ASB4	0.85125
CCL23	1.2469
OBSL1	-2.12275
SLC12A7	0.789916666666667
KIAA0240	0.5955
CD1B	-1.75016666666667
FCGR2A	1.11475
MDC1	-1.0535
HTR1A	0.376666666666667
OCEL1	-0.11
ATP11B	-0.217375
FBXO34	0.94
PCDH12	2.561
RPE	-0.1475
C17orf74	0.051
CSDC2	0.0518333333333333
PET112L	0.694
TMBIM1	-0.159
P2RXL1	0.16575
TCHP	-1.03525
TRMT1	-1.52783333333333
F2RL2	-0.661333333333333
LRRC32	2.06366666666667
IMPG2	0.426
BGLAP	-0.06275
LOC493869	-0.80225
MRAS	1.27775
SLC35F5	1.353
CBWD1	1.706
AXL	-2.946125
ATP2C2	0.8375
TELO2	-0.1895
PNPLA3	-0.51525
PCDHB14	0.99
CD276	1.04475
KRT80	-1.142125
DUSP28	-0.2605
CSNK1E	-0.751583333333333
SRP14	0.4295
KCNQ4	0.604
KRT72	0.198166666666667
CCDC117	0.180375
C6orf89	0.378
TUBB2B	-2.23583333333333
RTN4IP1	0.34925
CR1L	-3.15016666666667
CEND1	0.424375
C12orf41	0.391
RNF31	0.175
UBN1	-0.0635
C17orf32	1.055
SLC5A7	0.84925
GPR92	0.536666666666667
ESAM	1.9968
CTNNA1	0.979583333333333
HRBL	0.5991
CBX4	1.5075
TMEM182	0.89625
SH3TC2	-0.982333333333334
IL10	1.29033333333333
PXMP4	1.32
RNF167	-0.4061
PAK7	1.55133333333333
ETV3	-0.3735
ATPIF1	-0.228
LOC554207	-2.48433333333333
OR8H1	0.353
WDFY3	0.667375
DPM1	-0.5565
GPSM1	-0.00849999999999999
WDR92	-0.097
LRP1	-0.1125
ANKH	-1.783625
THUMPD3	-0.6825
POLR1B	0.43375
OLFM4	4.7135
RAD9B	1.367
TSPY2	-3.722
PAX6	-1.72633333333333
SCG2	-4.146875
SLC17A6	-0.305
FMO3	5.12025
PADI4	-0.219714285714286
TUBB4	-0.8843
NLK	0.45775
POU4F3	-0.1955
SDF4	0.36125
ITGBL1	-0.0246666666666667
NETO1	-1.470125
TAP2	0.899375
ABBA-1	-0.129083333333333
GNAI1	0.9015
VPS4B	1.79975
NOPE	-1.3374
GALNT6	2.94066666666667
SESN1	0.4655
GBE1	-1.28144444444444
CLASP1	0.02625
RASGEF1B	1.346875
ACOT11	-0.650071428571429
AFAP1	-0.00750000000000001
OR2H2	0.268
DPY19L2P1	-0.19575
DZIP1	-3.49175
SEC22C	0.482416666666667
GPR161	-1.698
RNF146	0.4355
WDR74	-0.76175
GALP	0.165
PURA	0.81575
DNPEP	0.6035
RP11-78J21.1	-0.6145
ERBB2	1.49825
FANCM	0.0161666666666667
NEO1	1.583
DDX3Y	-4.6686
RPS3A	0.4705
MXRA7	-1.45828571428571
LGALS3	-0.255166666666667
GLT8D1	-0.17275
CFL2	-2.07116666666667
UPB1	0.3305
NAP1L5	0.203125
CLDN14	-1.23775
DHX38	-0.37225
BTBD1	0.1435
TARS2	-0.078
ABCF1	0.1748
FCF1	1.053
LRRC49	0.8235
GUCY1B2	-1.3155
C1orf177	-0.321166666666667
SMARCA4	-0.0337857142857143
LRP8	-3.141
TAGLN3	-0.64125
MRPL14	0.31325
TTRAP	-0.02575
ZDHHC20	2.09625
NFE2L3	-1.741
KIAA1377	0.737
PALMD	0.0696
TMEM43	-0.6555
TTL	-0.3425
STAT5B	-0.9925
SSB	-1.10525
OR10H5	0.1545
SLC22A13	-0.8385
AKAP3	-0.84875
TIMM23	0.655333333333333
OAS2	1.73816666666667
KIAA0423	0.76775
TRIM11	1.20033333333333
GLIS3	-0.370625
TMEM50B	0.447833333333333
ARHGEF4	-2.353
DEGS1	0.803
TBL1XR1	1.7479
G6PD	-0.5005
SP140	0.7005
MUC17	0.331357142857143
NUDC	-0.3155
DNAJC5B	4.26533333333333
SCARA3	-1.6785
CPA3	5.97066666666667
BCAT2	-0.061
MFN1	-0.0912
NRG3	0.2775
SNX11	0.08975
PLEKHH1	0.0736666666666667
GPR177	-0.878
HCFC2	0.0555
TCAP	-1.794
MOCOS	-1.93975
C14orf93	-0.92275
PRDM10	-0.293166666666667
SLC16A4	-1.02958333333333
SRGAP1	-0.504666666666667
VIP	0.17325
DUSP27	-1.08766666666667
LILRA1	0.7787
MC2R	0.2925
MGC24103	-3.851
MBTD1	-1.9335
FUT11	-0.900666666666667
USP33	0.6281
C15orf39	-0.33225
MAP3K12	-0.158
PAAF1	-1.10466666666667
BARHL1	0.024
FLJ16165	0.272
PIWIL2	-3.52375
SYNE1	-0.31775
CMTM4	0.8915
TSPYL1	0.9502
GUF1	0.004
TMEM157	0.918
WDR44	-0.365
HIST1H3C	-0.177
DKFZp666G057	-0.14025
RNPEP	1.84275
GAS2L2	0.079
ADH4	-5.1655
GRPR	6.14133333333333
FBXL17	1.08375
ZBTB10	0.484083333333333
Gcom1	0.585277777777778
HTRA1	-0.0597
ZNF585A	-0.2874
SLC26A2	0.459928571428571
OTOP3	0.2984
WISP1	0.963666666666666
