Hybridization REF	TCGA-A8-A0A2-01A-11R-A034-07
TLE4	-0.8234
ZNF570	-0.034
FLJ43806	-1.0145
TLK2	-0.108875
CIR	0.6415
MARS2	-0.192
COL24A1	1.606
SDF2L1	-0.372
HIBADH	-0.0015
IGFBP3	-1.8385
C12orf23	1.46675
PSPC1	-0.1275
C20orf43	0.03925
TRAV20	0.3895
ARHGAP24	0.77175
KIAA1975	-1.078375
C1QA	3.3214
DNTT	-4.24866666666667
C10orf6	0.557833333333333
C11orf41	-0.86325
HNRPF	0.276625
COL11A1	6.392
UBAP2	-0.3455
CDKN2AIPNL	-0.167
C20orf174	2.50075
SPRED2	0.25225
PLA2G12A	0.661166666666667
ICEBERG	-1.60166666666667
SCN10A	-0.041
C11orf65	-0.349
GBP5	4.82925
PITPNC1	-1.7925
POU3F3	0.797
NCOA7	-1.75625
LIN7C	-0.3937
LOC348840	-0.8855
NKX2-2	-1.13525
ANKRD13D	0.047125
LOC123688	-0.924
FUT2	0.3785
TAAR8	0.487
FZD4	0.176166666666667
PNMA3	-0.858
OR4L1	0.3245
WIT1	-2.615
EXOC3L	1.115
ATPBD4	-0.1061
KRBA1	-0.91575
UBXD6	0.7365
HOXB7	-0.622
C7orf23	-0.4245
UNQ338	0.76325
STAB2	0.1345
CDC20B	0.224
IRF9	1.45075
CENTG1	0.0569166666666667
TNPO2	-0.8405
MCPH1	0.705625
BMS1P5	-1.1245
SLC26A7	0.23625
HIST1H3J	0.52325
C9orf3	-0.4654
LBH	0.74725
MYO1D	0.377875
PTDSS2	-0.332
NFU1	-0.6415
DEPDC4	-1.77975
WNT7B	0.9552
GLP2R	-0.3615
SETD4	-0.7993
DYNLT3	-0.4545
FKBP11	-0.7565
SESTD1	1.49516666666667
FLII	-0.59475
RPS16	-0.297
CHPF	-0.607333333333333
CSNK2A1	-0.4765
SUMO1P1	-0.2925
FKBP6	0.026
ZNF214	1.35
TWIST1	-0.123833333333333
DDX56	-0.308
TRAM1L1	2.5699
EPO	-2.98433333333333
MRPS18B	-0.09975
ZNF682	0.0421666666666667
RPL14	-0.266333333333333
MAFF	-0.4165
LOC51136	-0.731375
LY96	-0.281
DDX20	-0.43025
ABTB1	0.390833333333333
ARL5A	0.3044
CCT6A	-1.0485
HEPACAM	-1.52016666666667
EHHADH	-0.3485
RBAK	0.886
CGB1	0.01125
ITGB5	1.0793
YIPF3	0.0035
FKBP2	-0.03075
NR1D1	-1.1625
TMEM110	0.2085
NEK2	-1.744
PRAMEF8	-3.12625
C20orf52	-0.563833333333333
PCDHGA3	-0.897
VWA3B	-0.0025
NDUFA5	0.1265
THAP9	-0.75525
FLVCR2	0.0125
AP1S1	-0.589625
SMAD6	-0.6345
SAV1	0.231625
SAT1	2.231375
ZNF251	1.179375
ADAMTS7	0.1539
RPP38	-0.0245
C1orf211	-1.4125
YPEL2	1.4896
RBMS1	-0.82225
ZNF445	0.113
NRXN2	-0.077
PGBD4	0.331875
UGT2B28	-3.07225
WBSCR16	-0.3995
NLRC3	0.371375
ASTL	0.002
ST6GALNAC1	-3.52475
ZADH2	0.4705
MLLT4	1.662
ARL6	-0.420833333333333
MEF2C	0.9245
CBFA2T3	-2.7785
AFF3	2.23278571428571
COG7	0.128166666666667
MYB	0.9925
PLXNA3	0.102
XRCC2	-2.12983333333333
MMS19	-0.53625
ST8SIA5	-1.193125
CHPT1	0.9375
KIAA1712	-0.217625
OR6X1	0.979
ACTR3	-0.4385
UGCG	2.9605
OR4P4	0.5395
ZAP70	-2.77
LPP	2.0775
ZNF485	-0.40525
PTPRCAP	-0.093
IL12RB1	0.489
ATRX	0.612
CHST8	-2.322625
C14orf109	0.81675
ARV1	0.7675
NMB	-2.05914285714286
COX5A	-0.6575
EIF6	-0.801
MPPED2	-0.4255
SEMG1	-1.2315
CHRDL1	-0.459
TRAF3IP2	0.14375
WNK2	-0.822
LILRA4	2.27766666666667
LAMA2	4.498
PXT1	0.7765
RLBP1	-3.08025
CD300C	0.08975
SLTM	0.318625
FLJ10404	0.1451875
APOBEC3D	-2.06266666666667
RENBP	0.00600000000000001
ATXN7L1	0.4255
NID1	0.095
TUBGCP3	-1.163
ITIH5	0.372666666666667
CCDC110	3.474
C8A	-2.89975
MGC87042	0.826
HOXC13	2.18725
TFDP2	-0.487
HCP5	0.93025
POLI	0.55575
UCN	-0.798666666666667
ZNF764	0.165166666666667
C8orf45	-0.69625
FHL3	-0.42225
SPATA5L1	-0.51275
MMRN2	2.63766666666667
NDST1	1.29333333333333
COL20A1	-0.268
ZNF248	0.313
PELP1	0.128666666666667
MBL2	-2.65833333333333
RNF41	0.3115
C5orf24	0.903125
THOC5	-0.302375
SERINC3	0.192916666666667
RP11-151A6.2	-0.42375
CDCP2	0.18525
HIST1H2AA	0.33875
C11orf75	-0.173833333333333
FKBP7	-0.39775
DDOST	-0.59425
GPNMB	0.412166666666667
TTF2	-2.0905
KCNT1	0.0163333333333333
SLC39A14	-1.047
NGRN	0.8442
GPR137B	1.969
MECP2	0.434125
PSMA1	-0.72075
C16orf73	-4.925
TMEM60	0.7745
CSN3	-0.112
NOS1	0.223333333333333
RAB7L1	0.777833333333333
YBX2	0.2345
KIAA1166	-0.491625
FUBP3	-0.638333333333333
ABCG1	1.9895
ACACA	-0.37775
ARL11	0.3164
ATOH1	-0.3585
ODF1	0.0641666666666667
CREB3L3	-1.7195
TMEM127	1.39778571428571
DSCAML1	1.962
PLN	2.92166666666667
LYPLA1	0.382416666666667
PRDM9	-1.74475
SASP	-0.5625
PLUNC	-0.0393333333333333
INTU	0.959
HISPPD1	-0.013
LNPEP	0.140833333333333
YARS2	-0.585666666666667
APCDD1L	-1.489
ZCCHC4	-0.3415
FBXO22	-0.568833333333333
TTLL13	-0.377
ZNF669	0.534833333333333
PTGDR	2.29525
DDX27	-0.45275
KIAA0409	-0.132166666666667
GJB6	0.47425
ASB8	0.5935
PLP2	-0.218833333333333
MEPE	0.305
OR10J5	-0.82
KRT222P	0.448
COQ7	0.459166666666667
C1orf101	1.1115
RERG	3.1441
CHMP5	0.03025
THAP11	0.1425
ZNF43	0.222166666666667
ZRANB3	-1.247
KRT13	-0.296
MRPL19	-0.891875
RBBP9	0.3705
SPATA17	0.47725
BXDC5	0.3035
PAFAH1B1	0.0671666666666667
MAGEE1	0.4325
OSTF1	-0.36425
KIAA0323	0.633833333333333
TXNDC13	-0.394
CNTN4	1.6695
LCE1B	-0.688
UNQ501	0.41575
ZNF154	0.60625
C3orf64	-0.5625
SYT5	-0.0291
PON1	-0.093
FLJ10357	-0.16525
ATP4A	-1.63
GNPDA1	-0.519
MGAT1	1.09716666666667
C14orf121	-0.1045
SLC35B2	-0.339
MIER3	0.642833333333333
CHEK1	-3.63475
ZNF8	0.3395
TXNDC1	-0.118666666666667
CKB	-1.1441
RTN3	0.376357142857143
FZD2	-1.03816666666667
PART1	0.174125
PSMB6	-0.49825
PCDHB8	-1.344
PHC3	0.4748
PPP1R8	-0.0235
NOVA2	1.18466666666667
TNFRSF11B	-3.176875
GOLPH3	1.1775
UBLCP1	-0.5925
SUHW3	-0.93325
TTLL1	-0.185
OPN4	0.115
OR13G1	0.0965
ZPBP2	-0.202
HSD17B11	-1.577375
C9orf50	-0.2515
DHDDS	-0.110571428571429
CTSW	0.4251
NEFM	-0.353833333333333
MRPL28	-0.77025
SYN1	0.605666666666667
PIGV	0.03
ZIM2	-0.834
APBB1	0.799166666666667
SND1	-0.259
C1orf123	-0.358
CHD3	-0.21775
BHLHB8	0.0965
RNASE2	0.77
BCAP31	-0.352875
SLC25A44	0.424666666666667
CHD6	0.9704
PIB5PA	3.50115384615385
SELS	0.424375
LOC541471	-0.1415
FAT2	0.048
ZNF81	0.4065
OR4C16	0.373
FLJ10081	0.9232
LRRC4	0.461
CS	-0.632333333333333
N4BP2	-0.224125
IGFBP7	1.5515
ZNF318	0.179583333333333
NDNL2	0.862125
ZNF609	0.685625
SIRT4	0.44425
EXOSC10	-0.07175
ECE2	-0.20975
OVGP1	0.98825
GTPBP3	-0.8
PACS2	0.7939
C19orf36	-0.447666666666667
ARL4C	-0.903375
ATG4B	-0.4895
UBQLNL	-0.8835
RHOXF2B	-3.527
PLEKHG2	-0.589
GALR1	-0.1695
AQP4	-0.0371666666666667
HDAC7A	0.561333333333333
DCUN1D3	-0.00025
OR8A1	-0.225
CCRN4L	-0.10525
CBR4	0.0733333333333333
KIFC1	-2.0745
SLC7A14	-1.33066666666667
LHX5	0.0005
TRPC7	-0.1205
LPXN	-0.55875
SERPINA1	-2.1295
RPS13	-0.5421
BPIL3	0.004
PRKAA1	-1.95775
FADS2	-1.5134
ENAH	1.2360625
PRO1768	-0.506
APBA2BP	0.44475
LIPH	2.69383333333333
C3orf33	-1.291
RCC2	-0.332357142857143
ALDH1A2	-2.7814
RNF103	2.3155
AHCY	-0.80725
ALG12	-0.088
CCL17	1.9775
ZNF543	1.3115
ESRRG	1.523
CNGA1	-0.82425
RDH5	-1.27933333333333
OTX1	-0.3152
PTGFR	-1.80433333333333
CDR2	0.0465
SELE	2.45475
NLGN2	-1.30566666666667
EXOSC9	-0.81725
ZNF566	0.440333333333333
KLRC2	-4.177
GPR12	0.5975
KIAA0196	1.13125
PDRG1	0.0225
SSR3	-0.653428571428571
MSI1	-0.8495
CST9	1.3885
CC2D1A	-0.022125
PLAGL1	-0.559722222222222
ZNF778	-0.122
RNF2	0.436875
KLF6	1.18616666666667
THBD	3.63816666666667
tcag7.1314	2.60275
NR5A1	-0.2825
ABCD2	-0.09925
DNAJC7	-1.38075
CLEC4C	0.0475
TM2D3	0.5445
CCDC4	-0.3885
PLAC2	-2.97825
DCD	0.34
FAAH	1.96475
POLA1	-0.557
TM7SF2	-1.15025
FLJ39822	0.227666666666667
FLOT2	-0.202125
MAP4K1	-0.599833333333333
SRP68	0.00525
C21orf74	-0.019
ARPC5	-0.02825
LOC126075	1.0725
HECW2	0.384875
ZDHHC4	-0.7835
ANKRD42	1.3575
PDE9A	-1.16616666666667
ABCA8	-0.07525
NDUFS2	0.288
UBR5	0.37125
BTBD16	-3.73475
LOC554174	0.2355
ZNF20	0.943
KIAA1843	0.2325
WDR17	0.1195
C15orf33	0.284
RNF113A	-0.18875
CAMKK1	-0.2598
CLCN2	0.08725
ANXA6	0.1105
LOC340069	0.079
EMID1	0.361125
DPM3	-0.0709166666666667
ELA1	0.0935
SLC25A13	-0.9883
KRT24	0.1645
SMPD1	0.0138333333333333
TH	-0.1875
COL6A2	0.744642857142857
ANKS1B	1.762
GPR126	-3.2391
ZC3H12A	0.745666666666667
TMEM47	-0.192333333333333
C2orf51	-0.26
C1orf88	1.64216666666667
HSF2BP	-0.18425
AKAP10	-0.05175
RPAP3	-0.3605
KLHDC8B	0.32525
STOM	1.1889
MUPCDH	-0.04225
C10orf72	-0.014875
PLEKHA3	0.565416666666667
TCP11L1	-0.39075
CWF19L1	-0.0995
SPEF1	1.02215384615385
YSK4	-0.01325
ELN	2.4218
SAMD8	0.203166666666667
MPI	-0.512666666666667
MEPCE	0.2617
ABCC3	-0.355625
NANOGP1	-4.389
KCNK17	-0.711375
HLA-DMB	4.48733333333333
RRAGA	0.7975
ANGEL1	0.324
RBM32B	0.0835
CPN1	-2.95975
MGC52282	-0.0597
HLA-A	0.755916666666667
OR9G4	0.209
EDNRB	-1.48825
SCD	-0.448857142857143
C14orf80	-1.09516666666667
BAGE2	-0.149
RABL4	1.05333333333333
RCVRN	0.3285
SHANK1	-0.012
NLRP7	-2.12925
CD226	1.102
STAT3	0.8694375
SYNJ2	-0.2269
TPCN2	-0.9375
WDR36	-0.72475
MBD4	-0.03725
ROBO1	-1.2803
ST3GAL6	-2.62325
SLAMF8	2.62466666666667
ATN1	0.395333333333333
GPR141	0.91775
KRT36	-0.0155
TPH1	0.06
DDX52	-0.2805
ZSCAN29	0.295166666666667
TRPT1	-0.437666666666667
DPEP3	0.50875
DENND4A	-0.0295
TSPAN16	-0.1575
PTCHD2	0.1335
LOC145814	-0.4765
CAP1	0.4605
EIF5A2	-1.2296
NT5DC3	-1.55125
SEPT9	-1.16075
SEZ6L2	0.37525
EGFLAM	2.424
VPS11	0.492125
NDUFB5	-0.129833333333333
CIDEA	-0.106833333333333
IER5L	0.17875
N6AMT1	0.02475
FAM83C	0.0775
OXR1	1.32341666666667
IRX1	-0.22
DGKB	-0.424
GCN5L2	-1.12925
MIR16	1.016
FBXW9	0.2315
WDR4	-2.77783333333333
PDC	-0.114
VPS33B	-0.2215
HEXB	0.21975
FLJ32214	0.71825
TCEB3	-0.775
CRLF1	-4.00675
ABI3BP	0.513
C8orf22	-4.272
PYCR1	-1.196
KIAA1706	0.34375
CDK5R2	0.465
WAS	0.1205
C12orf60	-0.14775
CCBL2	-0.2975
MADD	0.0235
C5orf34	-2.19075
WDR42A	0.4715
KLF12	-0.02875
HSPA1A	1.73975
ITM2C	-1.20275
DAPK2	2.81983333333333
LOC442590	1.388
SUMF2	-0.208375
CENPA	-2.95046153846154
TMED5	-0.468375
CDH6	-0.8178
BRP44	1.61775
THG1L	-0.8455
GABRA2	-2.127
C14orf166	0.83425
MYL1	-1.80083333333333
TNFSF18	0.66
PAP2D	-1.54183333333333
PPIB	-0.9695
KLHL4	-0.48825
SFN	-0.264333333333333
CCDC127	0.64275
FRAP1	-0.3825
GOLGA5	1.135
SDCCAG1	0.64925
MGC21675	0.564333333333333
C10orf95	-0.57275
KIAA1345	-0.9455
C1orf163	-1.2275
LACE1	-0.469
OR10K2	-0.356
CENPN	-2.69364
TMED2	-0.09075
UGT1A6	-1.555
ANG	1.4655
U2AF1	-1.08516666666667
CASC2	0.628833333333333
NMT2	-1.32966666666667
OSGEPL1	0.3465
DFNB31	-1.1945
SLC6A20	0.10925
DKC1	-1.31575
FXYD4	-1.02425
WDR64	0.43875
MGC5590	0.175
CREBZF	0.1675
DAZ1	-0.04975
PRPSAP1	-0.29075
GCHFR	-1.5135
TTC7A	-1.0815
LOC196993	0.539
UBD	1.164
S100A1	-0.2655
RPL6	0.260333333333333
DNAJB6	-0.24585
NAGS	1.6935
C2orf58	-0.0685
KERA	1.65433333333333
MT1X	-1.2698
UBE2B	1.1431
KEAP1	0.29475
MST1	-2.014875
OMA1	0.4745
ABLIM2	1.049
BCL2L13	-0.00933333333333336
JAZF1	0.00100000000000001
TMEM63B	0.9115
S100A8	-1.2888
ARFIP2	1.549
UROS	0.3625
KHDRBS2	0.675
POLQ	-2.814875
SOAT1	-1.3855
SPAG4	-1.67375
MRPS30	0.540833333333333
LOC494141	-0.89275
OR2T11	0.2115
ORAOV1	-0.879
ZNF184	0.1225
TCEB3B	0.047
ADAM21	0.175
GDPD1	-0.59375
SPINLW1	0.1375
PRR14	0.0593333333333333
KCTD9	0.423
NUDT3	0.542
KIAA1822	0.2175
HIST1H4K	1.1455
DFNA5	-1.84825
GABPA	0.26575
C14orf44	2.277
POLB	1.58975
PTAR1	-0.1355
SEC31A	0.9307
TRIM58	-0.12475
TAS2R14	-0.051
VPS8	0.563
H1F0	1.98133333333333
PRKCB1	-2.699
UGT2A1	0.2685
TOR1B	-0.1765
LSS	-1.17283333333333
C2orf19	-0.0035
HNRNPC	0.678714285714286
TMEM100	-2.4455
LOC116349	0.51
OR51M1	0.048
CCDC142	-0.39075
ISG15	-0.0493125
ZCCHC14	-0.4995
CREBL2	1.087
TGDS	-1.81225
DC2	-0.4165
CACNA2D3	-1.428
ZNF429	-0.812
LYPD6	2.16333333333333
SUCLG1	0.101166666666667
OR51I1	-1.4
MAGEH1	2.6625
PRPF40A	-0.4445
SMR3A	0.945
SPINK2	-1.6985
THAP2	0.710625
NPY5R	0.204125
IRF4	-0.966625
SPESP1	-1.54416666666667
OR10S1	0.168
DTD1	-0.938
TUBE1	-0.4555
DDX19A	-1.292
PDPN	-0.90025
TMEM34	0.432
MGAM	1.442
COL3A1	5.60933333333333
GFM2	-0.1369
OR5A2	0.4245
PSG9	-1.00325
ARHGEF11	0.155166666666667
IVNS1ABP	-0.5556875
SIGIRR	0.654
DUSP19	-0.4135
DNAJC14	0.2377
ACSS1	0.052125
IL1RAPL2	0.4985
C4orf30	0.066
SEPT4	1.9475
LANCL3	-2.41125
SPAG17	0.700166666666667
PRDX3	-0.13575
HNF1A	-1.438625
P4HA2	-0.7005
RFWD3	-1.49183333333333
MOV10	0.112
DNAJA5	1.01028571428571
LOC729440	0.55775
LOC200383	0.224625
SMC2	-2.17225
MIXL1	-1.20533333333333
TMEM9	0.848
FAM86A	0.522
ZNF174	0.7237
MYH14	-0.7255
CCR8	0.2975
VPS37C	0.7815
GPATCH1	0.840833333333333
B3GNT8	2.281
TBX4	-0.2905
CNR2	0.351833333333333
PCDH1	1.72475
C5orf29	4.1615
OCIAD2	0.52925
PLCG2	0.461
KIAA0247	2.8135
HRH3	0.146
CAPN13	4.448
CCR1	-0.8408
MGC15523	0.389055555555556
UVRAG	-0.0203333333333333
DNAJA2	-1.017
ITGA2B	-1.00116666666667
CLDN5	3.038625
PTPRN2	-1.99442857142857
ZNF512	0.342833333333333
PSAP	0.511142857142857
CCDC140	0.1045
LRRC55	-0.05175
CYP26C1	0.467
C8orf47	-1.84775
LYN	0.068
DUSP6	-1.028
TGFB3	4.40806666666667
ELK1	-0.3702
PCDH11Y	0.111666666666667
HGD	2.04975
C17orf58	1.29925
MYO3A	0.704
SERPINE2	-4.43683333333333
AARSD1	-0.8965
C14orf73	-1.824
ADAM33	-0.15875
ZNF491	0.7145
MAPK6	-0.69
TCN1	1.5225
SLC24A6	1.089
UBE2R2	0.4155
H1FNT	0.24075
TATDN2	0.2495
LILRB1	2.12675
P2RY5	1.356
NUCB2	0.72325
C2orf37	0.066
SNX27	1.35733333333333
MTA3	0.328125
FOXO4	0.402
ID4	-0.848666666666667
SOX5	-2.62
PXMP3	1.038
OR52M1	-0.1495
SFT2D3	0.25175
INA	-3.31366666666667
MCOLN1	0.53275
NFIX	0.7115
CLEC14A	4.89133333333333
HIBCH	-0.0345
PLA2G5	0.93175
TIMM10	-0.963
MED17	-0.0829
COL4A4	-1.0915
TPP1	0.258166666666667
GJA3	-0.7535
TMPRSS5	-0.872
AADACL3	0.523
DNMBP	-0.2975
ENPP5	6.68816666666667
NQO1	0.4031
ZSCAN2	-0.289
SEC24C	-0.267
GTF2A1L	-0.752
AXIN2	0.1462
FAM33A	-1.80116666666667
C16orf13	-0.230125
SPNS2	0.5675
TAF1	0.53925
AP1G2	0.478166666666667
RBM42	0.232333333333333
HCN2	0.471333333333333
EFHB	0.8545
RUSC1	0.0198333333333333
GRIK5	-0.2715
USP21	0.636166666666667
ATAD3C	0.34175
ORMDL2	1.2125
PRSS7	-2.8265
PSAT1	-5.4125
FLJ13195	-0.864666666666667
TBC1D1	-0.532166666666667
IFNG	1.9575
OTOS	-0.0521666666666666
ZNF773	0.585833333333333
EMD	-1.04475
RETN	-0.15175
CCL8	3.059
APH1A	-0.843
COX18	-0.150375
GTF2IRD2	0.32425
CCDC82	-1.91533333333333
PAFAH2	0.6831
NPEPL1	-0.4373
RP11-114G1.1	0.318
TP53INP1	1.945375
ZNF300	-1.9185
FOXL2	-2.63575
LARP2	0.446166666666667
LATS1	0.41775
HTR6	0.264
SPOCK2	0.188166666666667
RNF144B	3.07316666666667
HTATIP2	-2.52225
MGC10334	-0.00575000000000001
CENTA2	2.48066666666667
FGF2	-2.162
FXYD7	0.00650000000000001
PHYHIPL	-2.11375
GPR34	5.601
DDX6	0.383333333333333
OR10W1	0.0735
LHFPL1	-0.5125
ZNF313	-0.655071428571429
VPS28	0.92925
AP3M1	-0.0652
AKR1CL2	-1.14325
TRAF4	-0.3395
OR2B11	0.078
C19orf12	0.807833333333333
AKAP9	1.845
C1orf62	0.1815
SLC20A1	-0.8839
FAM112A	-0.2205
LDB2	0.82575
MRPS23	-0.81975
KLK5	0.699
SPTB	-0.3534
EFEMP2	0.20925
EFNB2	0.6055
PCM1	1.79635714285714
NMNAT3	2.806375
TSG101	0.605833333333333
C8orf40	0.9385
NOB1	-1.50825
ABHD3	-0.52925
GTF3C4	-0.24925
PIGN	0.2765
GALNTL1	-0.04625
AEBP1	1.905125
OR9Q1	0.1815
ANKRD2	-0.4325
CCL28	-1.363
TRIM38	0.583
TMCC1	0.806583333333333
SMG5	-0.11125
LRRC7	-0.345
NCAPD2	-1.76033333333333
C6orf153	-0.39675
C1orf74	-0.10475
OTUD6A	0.2405
DCP2	-0.343333333333333
TMEM24	0.23975
RPL18	-0.583166666666667
TMEM177	-0.6515
LRRC37A3	1.4555
C1D	-1.01633333333333
LDHC	-2.50825
UBE4B	-0.2015
NIT1	0.812875
BTN3A3	0.526625
RASD1	1.5045
COMMD3	0.9
SHFM1	0.22225
BIRC8	0.1745
DUT	-0.59175
C12orf51	1.396
LRRC59	-0.8395
LY6H	0.25275
WDR22	1.23358333333333
EDEM1	0.684357142857143
ADH1A	0.493
PANX2	-0.6585
CYP11B1	0.297
CDC73	-0.208
GPR172A	-0.38225
GSTM3	1.74753846153846
KCNA5	0.11875
SERAC1	0.849
NFATC2	0.048
ANAPC5	-0.3969
C15orf24	0.66625
NFATC2IP	-0.3915
TNRC6C	0.895666666666667
MGC102966	-1.834
FGD5	0.288833333333333
MED9	-0.29075
RAB13	0.718333333333333
C15orf49	-0.03
CRYGS	0.9494
C12orf53	-0.8734
LOC283693	-0.3385
COX6B2	-0.655625
PHF14	-0.02125
FAM3A	-0.540625
RPL13	-0.8885
PRDX2	-0.3455
FLJ34047	-1.31025
PRMT3	-1.07475
KCTD19	-1.6355
TRIM10	-0.542
MGC26597	0.0858333333333333
GCNT4	0.039
GPRASP1	0.9015
CDKN1C	-1.05783333333333
RHBDL2	-0.243
HSPH1	-1.2985
AQP1	2.6655
COL17A1	-0.6634
GFAP	-0.003625
CDC16	-0.35475
KIAA1614	0.085
C6orf118	-0.282833333333333
ZSWIM5	0.33375
FAM83F	3.52975
LYNX1	-0.0255625
SYNPR	-0.4665
XG	2.244
PRSS16	-0.234625
KIF13B	2.43
PCDH9	-1.709875
HIST1H2AH	0.311833333333333
RBM18	-0.46675
ZNF626	0.686625
HEXIM2	0.797666666666667
ITFG1	-0.2895
TUBG2	-0.9025
SFRS7	-0.25475
C9orf14	0.0675
EXTL1	-1.76075
GBP3	1.07766666666667
WDR5	-1.5745
RARG	0.266
MYO7A	-0.77675
CECR6	0.18525
C13orf3	-2.768625
SFRS18	0.437625
ACVR1B	0.5365
PSMD1	-0.28
C7orf31	-0.306333333333333
ILVBL	-1.66925
IFNGR1	1.36675
RNF186	0.14425
NOL9	-0.64275
MAGEL2	0.8855
SLC29A2	-0.36375
NHSL1	-2.021
RBMX	-0.267
PSORS1C2	0.08125
RAD51L3	-0.6855
LCN6	0.768
ORAI2	-0.550625
BRUNOL6	0.4514
OR4K5	-0.056
CDC123	-0.878125
MSLN	-2.3295
WWTR1	-0.3895
ZNF700	-0.165666666666667
COBL	1.42925
PPP1R16B	0.354
GAS7	0.4198
MDN1	-0.42375
HAAO	-0.3475
C9orf68	2.471
TNFAIP2	1.1585
FOXN1	-0.118
hCG_2033311	-0.253833333333333
ATP6V0D2	-0.4713
RPL41	0.724625
SLC38A1	2.875125
ARHGAP6	-0.713916666666667
ADAD2	-1.138
PHF20L1	0.6705625
MCM3AP	0.159333333333333
ST3GAL3	-0.663
SNX1	0.919833333333333
ELF5	0.04475
PARP3	-0.042125
RBM8A	-0.2129375
LINGO4	0.102
ITGA9	0.709166666666667
ZFR	0.21375
ACSL6	-0.298125
FLJ20699	-0.7017
DAOA	0.24225
FABP4	2.643
KCNB1	-1.70425
CANX	0.2425
SLC25A28	0.272833333333333
ADIPOR2	0.811125
ECHDC2	2.1725
SMA4	0.97225
FRZB	3.717375
PABPC1	0.14
DMRTB1	-0.1405
APOBEC3G	0.012
CATSPER2	-0.400166666666667
CUEDC1	1.598
STARD9	-1.18225
CLDN8	1.675625
LOC23117	-0.158
E2F6	-0.6405
TMEM126B	-1.02483333333333
DPY19L4	1.1265
GIMAP5	3.059
NDUFA9	-0.558
FAM77C	-2.391
CTPS2	0.54
LOC51035	-0.038875
WDSOF1	-0.90475
EGLN3	0.222
PITX3	0.4605
OR52E8	0.3435
GRM4	-0.2405
KLK1	-2.326
GPM6B	-1.80275
RRAGD	-1.5525
PAGE5	-3.34175
UCHL5	-1.3415
ULK3	-0.317333333333333
AIM2	1.592
PNO1	-1.29083333333333
OR2F2	-0.218
GNAT2	-0.784
SIX1	2.49675
ST13	0.428666666666667
ZBTB44	0.637125
TIMP2	-0.807
ZMAT4	-1.32925
GTF2IRD1	0.0656666666666667
ZNF19	0.280166666666667
ZNF714	-0.751
RSC1A1	-0.121
C9orf80	-0.00725
PSMA8	-0.2035
TMEM141	0.284
COX4I1	-0.821285714285714
CTAGE1	0.478166666666667
DTWD1	-0.1815
HSD11B1	-0.175
KRT6B	3.021375
ARID4B	1.805625
LHFPL3	0.50425
WWP2	0.173333333333333
ZNF326	0.0651666666666667
RGPD1	-0.5185
CTSH	1.18416666666667
FASTKD1	-0.69025
PAF1	0.7969
TTC9C	-0.44325
IFT57	-0.0568
PRSS36	0.0275
IL20RB	-1.4135
ZNF592	0.559
DCTD	-0.9507
CFP	0.37025
MFNG	-0.450625
JMJD2B	1.57875
ALDH3B1	-1.405375
THSD4	3.108
KCNJ5	2.79783333333333
LMNA	0.186166666666667
TBCD	-0.12975
ZNF250	0.563833333333333
CASQ2	1.05116666666667
PEG10	-4.05766666666667
PRAME	-4.85133333333333
NP	-0.6655
TRIM59	-0.243333333333333
ZNF12	0.976875
XTP3TPA	-0.25975
SIGLEC7	-0.0882
PANK4	-0.65975
FAM70A	-1.474
SNED1	-0.54625
HIP1	0.3595
RAET1E	-1.2065
AMAC1L2	0.231
AHNAK2	-0.18825
TOE1	-0.609666666666667
RECQL4	-1.83375
SPRYD3	0.647
DPAGT1	-0.474
MAGED2	3.7473
ANKRD55	-0.34475
TRPS1	5.58016666666667
DOK7	-1.61225
TFPI2	-7.29975
GTF2H3	-1.02983333333333
CYP4F11	-0.531625
LHX2	-4.06083333333333
ATG16L1	1.01966666666667
ASB12	0.718
C1orf116	3.818625
NF2	-0.0921
POM121	-0.4194
PHYHD1	2.3976
TXNDC17	-0.823166666666667
DKFZp779O175	-0.142
NUP62	-0.187285714285714
MYO18B	0.4075
PRAMEF1	-0.06
TCBA1	1.032625
TMEM168	1.41925
FJX1	-1.22466666666667
CLCF1	-0.926
SEPN1	-0.00875
IGSF2	0.36075
NUDCD1	-0.381333333333333
TFF3	1.37633333333333
NDFIP1	1.09864285714286
CHCHD4	-0.417
TNR	0.005
CUTA	0.32
USP44	-3.9095
DPP10	-0.446666666666667
IWS1	-0.398666666666667
PCGF1	-0.00149999999999999
SULT1C4	0.106
NTF5	-0.266
PTPN13	2.58825
SSTR5	-0.017
SFRP1	-3.208875
IDH3B	-0.857125
SUOX	1.21366666666667
TMCO5	0.19425
GOLT1B	-0.83425
MIB1	0.0987857142857143
PCDHGB1	0.2765
SUSD1	-0.73225
ICAM5	-3.03383333333333
PAPOLB	0.279
URM1	-0.7131
TMEM106B	0.734333333333333
LRIG2	-0.63625
SLC27A5	-1.9535
CLIC6	2.4464
ZNF420	1.784
SCN9A	-1.6696
KIAA1909	0.2005
ELMOD1	-1.36925
PRKAG1	0.003
FAM64A	-2.93122222222222
EEF1G	-0.4332
SMAD5	1.2565
INCENP	-2.819
WASF2	-0.3955
GARS	-1.0561
CDK10	-1.176
HLX	-0.518
MDM4	1.057375
ZNRF1	-1.15278571428571
HHATL	-1.97933333333333
FAM21C	0.9307
HIST2H3C	-0.8485
PFDN2	0.028375
ZNF200	-0.5865
NDN	-0.5265
HBA2	-2.42983333333333
FBLN5	1.36
