Hybridization REF	TCGA-BH-A0HY-01A-11R-A056-07
FAM131B	-0.087125
IFNA10	1.335
NUP43	-1.081
FAM44B	-0.588
L1TD1	-4.73333333333333
NMD3	-0.98675
C18orf54	-0.7771
PHOSPHO1	0.979
RAG2	-1.0085
EMILIN3	-0.1835
METTL3	-1.0135
VPS13C	0.114125
REXO2	-1.68275
ANXA4	-0.30975
CA1	-1.2425
DCP1B	0.3995
TULP3	-0.924666666666667
ATP2A2	-0.273
ATIC	-0.446
ADAM15	0.344833333333333
NPL	0.243666666666667
LGR4	-0.999125
UEVLD	0.259333333333333
GAB1	1.91225
SNAI2	-0.423166666666667
ZGPAT	0.7205
SNF1LK	0.37275
DLEU1	0.124
UBE2Q1	0.92875
ZMYM6	-0.1485
JPH3	-1.27016666666667
FAM38A	0.2675
PXK	-0.628666666666667
DENND2D	2.1945
BAX	-0.8715
CP	-1.71563636363636
RPL37	0.2708
G6PC3	0.00162499999999999
NCOA4	-0.223
LRRC14	0.506
GORASP1	0.294
FCHO2	-0.1485
CYP24A1	-3.2258
FXYD3	1.790875
SMARCAL1	0.462
ABCB8	0.467833333333333
CCDC44	0.95975
PRDM7	-3.10325
USH1C	-1.274
DNAH5	1.47633333333333
SRF	0.996083333333333
MAL2	1.98683333333333
PGPEP1	-0.244083333333333
SIN3B	-0.44575
SEMA3C	1.47966666666667
GRAMD3	1.55925
FBXO10	0.0425
OR5D13	0.492
FLJ31818	0.00374999999999999
CACNA1I	1.5025
S100A13	1.0385
TP63	0.859357142857143
ANXA11	0.8092
WDR66	-1.1215
CSF2RB	0.3445
IFI44	0.1185
DACT1	2.161
ANKRD23	-1.519375
ATP5G1	0.278
C21orf70	-0.836333333333333
PPWD1	-2.22825
DNAJC13	0.431
PAH	-4.24916666666667
PTCH2	0.465
TRMU	-1.27425
CCDC9	0.817
USP3	-0.4616
DCLRE1C	0.3661
FAM55C	0.98325
FRMD4B	1.37875
CYP2R1	-0.70825
RFPL1	-0.2988
XPO5	0.7045
ARL6IP2	-0.6805
OSBPL5	1.09875
MMP9	3.21545454545455
KIAA0802	-1.55175
DHRS2	-3.82733333333333
SGEF	-0.286125
TXNDC10	-0.6694
EXOC6	0.822
RPS27	0.915166666666667
PNCK	-2.03116666666667
FSTL1	-0.19875
AACS	0.412
SLMAP	-0.5585
SAMD4A	-0.8367
ABRA	0.89275
SMARCD3	1.17175
PKNOX2	-2.69583333333333
A4GNT	-0.371
C9orf39	-1.72933333333333
RALYL	0.24125
MGC33556	-2.517
C10orf25	-0.2935
BBOX1	5.17975
NHEDC1	0.764
XDH	0.091
GCSH	-1.572
EDN1	1.6225
MTERF	-0.6925
CLK4	-0.48875
ZNF799	-0.0395
KCNG1	-1.701625
CXCR4	1.19466666666667
PTPRR	-2.41475
IRAK1	-0.4205
LOC401397	-1.0185
TMSB10	1.47621428571429
CXCL3	-3.8384
TMC4	1.76075
OR7A10	0.8895
STYK1	1.78725
CHRNA10	-0.35775
CCNI	0.66475
EP300	0.618
LOC165186	-0.558166666666667
HIC2	-1.90175
SDR-O	0.138
OR2W1	0.1735
KCNA6	-0.744
TRIM74	-1.57975
REEP6	2.3305
ATP5G2	0.342
ERG	0.724625
TMEM42	-0.345
PARN	-0.0211666666666667
SOD2	-0.9976875
DIRAS1	-0.0718333333333333
PNPT1	-1.83025
JOSD3	-2.289
hCG_40738	0.3525
PDE1C	-1.4355
SEMA4D	0.794375
AGPAT1	-0.192166666666667
NOSTRIN	1.404125
MAP3K3	0.166833333333333
MAX	0.112071428571429
CAPS	2.596
SERPINA12	-0.3045
OSBPL8	1.28375
RICS	2.6386
NR4A2	-0.469166666666667
PPCS	0.848166666666667
LONP1	-0.8865
SCYL3	1.73475
HERC2P2	-2.13583333333333
FIBCD1	-0.7125
C15orf41	-1.39675
DMC1	-3.05033333333333
C20orf27	-0.75775
RPS6KA5	0.4798
FAHD1	-1.4365
SLC12A4	0.14525
BRCA1	-1.625
GBL	-0.23125
SLK	-0.707166666666667
NUDT9P1	-1.0135
NOXO1	0.3
USP52	-1.34675
BAZ1B	0.4845
SLCO2B1	1.645
BBS12	0.467333333333333
LRGUK	-0.4035
TERF2IP	-0.21075
COL1A1	5.585
KIAA0090	0.63
GRK5	-0.431333333333333
AP1S2	-2.4214
TMEM52	-0.692
CA11	-0.850875
OR4A15	0.504333333333333
ACBD3	1.7905
SPAG11B	0.278428571428571
PRDM2	0.864
FOXP3	0.30625
SMYD3	1.0204
LOC389199	1.8995
LGI2	0.868
NAPE-PLD	-0.5532
ANKRD6	1.1325
WDR45	0.305833333333333
SHROOM1	-0.524
PSCD3	1.0765
PYY	0.7815
KCNC1	2.0825
ARHGEF9	0.6759
OR8J1	0.61775
GPR55	0.412166666666667
NS3BP	-1.7615
C10orf22	-0.0758333333333333
NAT8L	-1.8575
DUSP4	0.263833333333333
FOXM1	-1.2495
GRAMD2	1.868
ZBTB48	0.300333333333333
BUD31	-0.3545
PABPC5	-0.052
CCDC41	-0.32875
FBXO11	0.0155
C6orf148	-1.15125
RFXAP	-1.18075
C6orf15	0.165333333333333
CDK8	-1.26833333333333
C6orf70	-0.433875
TESSP2	0.4405
ALG2	0.849
PPP1R3D	1.48575
TPM3	0.894833333333333
SYT13	-3.1955
EPB42	-0.453166666666667
CETN3	-2.10575
PRY	-0.31
NTHL1	-0.438
POLR2B	-0.024
RPS28	-0.19675
P2RX3	0.10975
LYZL4	-0.02675
WBP4	-0.0197
PMM1	0.3165
C11orf79	0.633
CBLL1	-0.83025
IL1F10	0.800833333333333
VAX2	-1.2395
SETDB1	1.074
LRAP	-2.1225
GCLM	-0.910666666666667
CPEB3	2.10175
PPM1A	0.1919375
INTS1	-0.1815
CAMTA1	0.848166666666666
SAMSN1	-2.90275
LOC158830	-2.85666666666667
GMPPA	0.77275
AIPL1	0.28825
IL24	-0.52775
BDKRB1	-1.44416666666667
MLF1	2.138
TAF12	-0.0155
ID1	-2.191125
THADA	-0.535625
PIK3CB	-0.10175
OR4N5	-0.398
TBC1D17	-0.3905
COX8A	2.781
CDCA4	0.3795
C2orf44	-0.77225
ZNF534	-2.2265
IMMP1L	-0.67
NIPSNAP3B	1.041875
FTMT	0.9605
PWP2	-0.537
MMP15	1.4556
DNAH11	-2.06625
MTMR14	0.671625
DNAL4	1.80625
IPP	-0.06725
TMEM59	0.841125
C1orf157	0.5605
RGS4	-1.06733333333333
DDX18	-0.339
SNX6	-0.101
ZNHIT2	1.2635
NCDN	1.2635
FLJ33534	0.12425
RAG1	-1.43875
OR4D10	0.988
PTPN5	-0.431
POMT1	1.25125
LRRC8A	1.3906
CYP1A1	-1.97325
CAPN1	1.00316666666667
DDHD2	0.8015
GRIK2	-0.05125
GNRHR	-0.06725
PPBP	0.34325
HTR3A	-0.382875
SLITRK4	0.18375
ANKRD49	-1.0855
BTF3	-0.9115
SARS	-0.905
C13orf18	-0.979833333333333
CACNB1	0.749142857142857
QKI	-0.539954545454545
SETMAR	1.235875
MAN2B1	1.49716666666667
EML3	-0.3705
ACADL	-0.0796666666666667
OFD1	-0.887125
DEFB114	0.148
CGA	-3.1293
PEX16	0.456333333333333
LRRC10	-1.4065
GNG12	-0.159
C1orf152	-0.259666666666667
CHRM1	0.73
CD53	-1.10225
DBH	-0.71925
TFAP2B	5.24825
HIST1H2BJ	-0.461666666666667
FAM46D	0.253
TMEM11	0.1785
C3orf32	-2.34925
PCCB	0.229
IPO13	0.519875
C6orf105	-4.236
COMMD5	0.55525
SUV420H1	0.0765
LTBR	1.25925
ARHGAP15	-1.379
HDHD2	0.0775
TDRKH	1.7
LOC401052	2.705
PSG4	-0.15825
GNB4	-1.4017
SPATA4	0.52775
SLC9A3	-0.367
OSBP	1.087
NBPF3	-0.3365
DOCK11	-1.8005
SLC39A5	-2.0425
PRR5	1.5641
C10orf63	0.139875
SMTNL2	-2.22975
ADRA1A	-0.22625
ASAH1	0.9768
DOM3Z	0.0699
GIPR	1.44566666666667
AHI1	-1.21433333333333
NADSYN1	0.408333333333333
RGS14	-0.3616
IL18BP	1.0519
RTN4RL1	4.02383333333333
ARMC6	-0.093
PSMD5	1.04133333333333
HK3	1.3345
OR4S1	0.04175
RSU1	0.8713
MAD2L1	-2.10366666666667
EIF4A3	0.3865
DLEC1	-0.737833333333333
E4F1	0.330333333333333
CHMP2B	-0.9774
CAMSAP1	0.47425
RPS21	-1.1925
ARID5A	2.04275
UBE2N	0.3386
IGSF8	1.54233333333333
MAGEB6	-2.756
ACAD11	-1.1854
MGC4172	1.4605
LMO4	1.1985
KLKB1	-0.49725
HP	-2.139
HDAC3	-0.08275
SCHIP1	0.32375
CLCA1	-0.659
OLFML2A	1.14375
C1orf112	-0.32125
KIF19	0.437727272727273
HAPLN4	-0.3302
CXCR7	-0.1505
GOT2	-0.2132
RAB38	-3.985875
DCX	-0.37475
PPM1H	0.8325
NFYC	0.9695
KIN	0.114375
ZNF228	0.97225
PLSCR4	1.19433333333333
HIG2	0.1515
FAM79B	2.79
C21orf86	-0.0852
KCNK10	0.162
ZNF738	-0.668625
FSTL5	0.755833333333333
OR6A2	1.2265
OTOA	0.659666666666667
EXOC1	0.610625
AHRR	-3.548125
PDAP1	-1.93583333333333
C19orf6	-0.072625
ZAN	0.8295
LY6G6E	-0.916
EIF4E2	-0.17925
C20orf198	0.1405
ZNF324	0.7415
CYP3A5	-0.4675
ENTPD7	1.83533333333333
MBOAT5	-0.0391666666666667
GJB5	-1.945
TTC13	0.05975
S100Z	-1.8865
KIAA0664	0.772333333333333
PDGFRB	2.39183333333333
IL17D	-0.22225
OR56B4	0.716
RDX	-1.56616666666667
SLC34A3	1.4375
IL28B	0.155
JUND	0.878
CHRNB1	-0.701375
CAMK2B	-1.28475
FETUB	-2.03875
CXorf23	0.74
MRTO4	-0.995875
TTC3	0.9191
NDUFB8	-0.363166666666667
EDG2	0.7565
SEMA3G	1.226
IL23A	-2.4265
GRHL1	1.3192
LOC441054	-2.291
WDR65	1.038875
PSTK	-1.7765
STOML3	0.5492
R3HDM2	0.0241
C5	-2.50175
SLC2A10	-0.445333333333333
C3orf22	0.88975
PAQR3	-1.12869230769231
ANKRD26	-0.883
HCRTR1	0.802
LOC399947	-0.99775
PSD2	-0.88375
TIGD2	0.290166666666667
SCRN1	-0.677125
COQ10A	-2.389
DDI2	-0.522
METTL7B	-0.815
UCN2	0.792
FAM92A3	-1.39075
WDR16	0.6965
ZNF511	-1.34683333333333
ZMYM5	0.31925
POLR3G	-2.60525
ZNF586	-0.1505
C1orf49	0.272333333333333
TANK	0.376666666666667
RCAN1	-1.5145
PELI3	-0.0333333333333333
LIMD2	-0.769666666666667
TMEM189	0.386
NTN4	2.75925
LOC151300	-0.258
CLEC2A	-1.5435
GPR135	-0.402
DPYSL4	-1.4299
JAK2	-0.433
TSHZ1	1.748
TM9SF4	-0.347875
ZNF264	0.425
SIRPG	0.35175
BICD1	-1.086
HERC6	1.28533333333333
METTL5	-1.542
CASP1	-0.6115
PRRT1	-0.533666666666667
PLA2G4C	0.918666666666667
ICA1L	-1.85557142857143
TPTE2	-0.290166666666667
OTUD7A	1.19933333333333
AQP11	1.14325
APOA2	-3.834
KALRN	1.6618
SECTM1	-0.18075
IFNAR1	0.2765
TALDO1	-0.245125
RAB11FIP4	1.82883333333333
EIF5A	-1.591
FAM49A	1.18875
NEGR1	-0.583333333333333
YTHDC2	-1.029
EHD2	-0.17775
NCF1	0.8906
SCRT2	1.711
HOXA5	-1.21833333333333
NUP133	-0.0245
FGF12	0.2954375
SLMO2	-0.1675
SNTA1	1.0025
CACNG2	0.473857142857143
GCM1	0.1245
ELF1	0.984333333333333
TLR5	3.4385
TCFL5	-1.28608333333333
RBMY2FP	-1.323
LOC100125556	0.533375
FAM129B	0.76475
MAP3K7IP1	0.137375
NCK2	1.145
OXA1L	-0.623
FMO9P	0.128
ZSCAN12	-0.2185
PSMD12	0.0598333333333333
HSCB	0.00725
CLDN10	-3.754
MGC13053	-0.394
HPCAL4	-0.389666666666667
ASZ1	-0.75
MEX3D	0.959583333333333
NFAT5	-1.5239
CSPG4LYP1	-0.21
FBXO3	0.3682
DVL1	-0.506666666666667
CMKLR1	0.962166666666667
TYMS	-3.437375
PEF1	1.1415
ZNF750	1.7105
MCM5	-0.0365
MEGF11	-1.19475
KCNK7	0.844
PTP4A3	0.725
C1QTNF2	1.43083333333333
OR6S1	0.398
FAM122B	-1.84075
ZNF551	-0.221375
HBQ1	-2.5665
GEMIN6	-0.63125
ARSK	-0.165
RBP7	1.82616666666667
CPNE9	0.19225
DSC1	1.059
LOC730112	-0.503
MAP2K4	-0.7375
HS3ST5	-2.3085
EPB41L3	-1.69025
TEKT2	0.71725
CDKN2B	1.207
ZNF480	1.63225
MAP3K6	1.3522
MAP6	1.119
HN1	2.3067
OR2L13	0.2775
SLC16A11	0.85025
FAM96A	-2.09625
APOL1	-0.17375
C5orf32	0.549
RTP1	-1.16633333333333
RNF175	-0.67675
ZBTB41	1.222875
AHCTF1	-0.9039
SAE2	-0.4491
ITGA2	-0.5225
MME	-1.1995
CCDC14	-0.41075
MAST4	0.221642857142857
KRT33B	-0.2365
KCTD2	0.781666666666667
WDR26	1.24108333333333
MFI2	-0.047125
NR4A3	-1.10525
ARSA	2.2655
UNKL	-0.9685
SULT6B1	-0.01
CCNA2	-2.0095
SOX15	-0.63
PPAPDC1B	2.13666666666667
C19orf44	0.5375
MCAT	1.117
ARID1B	0.231125
OR52N1	0.302
C12orf48	-1.44875
MAGI1	-0.01775
NIPA2	-0.21825
GBX2	-1.39775
RSHL3	-0.711714285714286
RAVER1	0.756166666666667
C15orf17	-0.40725
SLC30A2	1.160375
ZNF518	-0.34325
PCYT1B	-1.3795
C10orf114	-0.88875
EIF3H	0.4165
SLC25A39	-0.955833333333333
KIF1B	-0.0765
AMOTL2	1.578
C6orf120	-0.03375
PSRC1	-1.5465
PLA2G10	1.640375
KIF5C	0.117375
MRPL37	-0.198
C17orf62	1.85633333333333
C9orf135	-1.636
DUSP10	2.2424
CLCNKB	0.9675
PSMA5	-0.554
C8orf53	-0.0505
AMPD3	-0.722666666666667
PIAS1	-0.4715
ADCYAP1R1	-0.0015
GYLTL1B	0.33725
CDH20	0.120833333333333
FBXO7	-0.6285
TMEM134	1.8135
FLJ14213	0.719
ZNF3	-0.16625
LRRFIP1	0.412416666666666
CNOT2	0.788666666666667
ABI3	2.376
ALDH5A1	-1.83675
HNT	2.723
SERPINA4	-2.149
TK2	-0.33725
STMN1	-0.946222222222222
GUCA2A	0.262166666666667
GALNT10	2.14842857142857
DPP6	-0.87905
C9orf93	-1.134875
PRELID2	0.195
STK39	0.767625
SFTPA1	-1.48125
CKS2	-1.48877777777778
RHO	0.327875
C20orf135	-0.0235
XKR3	-3.289
CR1	-0.3645
RPS6KA2	-0.1835
C20orf112	0.922
MRPL22	-0.23275
C4orf23	0.409166666666667
GADD45B	0.83025
KLHDC1	0.230166666666667
C2orf48	-1.743
ZNF287	-0.3255
DAAM2	-0.81875
DPPA2	-2.82983333333333
TCTN3	0.173
DNAJB11	0.839
FPR1	3.6315
DEFB4	0.6765
PTCD2	-1.2923
SMOC2	4.80383333333333
CABP7	0.16
SERPINB11	0.25975
MAGEF1	-0.258
NDE1	0.6715
ITGA10	0.219
FSHB	0.9495
ANXA2	1.41175
HORMAD2	0.50725
HLCS	-0.31625
MCF2L	2.06925
FH	-0.530125
TBC1D24	1.49925
KIAA1505	0.319
LGALS2	-1.35675
CNBD1	-1.3435
SYNPO2L	-0.786
PTPN23	0.330285714285714
C1orf183	0.089
MAGEA8	-2.8385
DGCR8	-1.224
GSR	-0.1045
PAQR7	0.71025
ZNF676	-0.90525
CACNA1C	0.673
SP7	0.381
PDCD6	-1.00725
NRN1L	0.4615
BRI3BP	-0.72925
KIAA1183	1.018
ASB4	0.15025
CCL23	-0.2383
OBSL1	-0.968875
SLC12A7	1.16666666666667
KIAA0240	2.640125
CD1B	-2.6405
FCGR2A	0.948875
MDC1	0.1405
HTR1A	0.488
OCEL1	-0.37675
ATP11B	-0.721875
FBXO34	0.072
PCDH12	4.375
RPE	-0.5825
C17orf74	-0.1295
CSDC2	1.29566666666667
PET112L	1.248
TMBIM1	0.908875
P2RXL1	0.4365
TCHP	-0.88
TRMT1	-0.9975
F2RL2	0.706583333333333
LRRC32	3.21383333333333
IMPG2	0.067
BGLAP	0.7395
LOC493869	-1.04791666666667
MRAS	1.9225
SLC35F5	0.58475
CBWD1	-0.7275
AXL	-1.58925
ATP2C2	2.41
TELO2	-0.5915
PNPLA3	-3.88825
PCDHB14	0.69475
CD276	1.24825
KRT80	0.212125
DUSP28	-1.4985
CSNK1E	0.314666666666667
SRP14	0.2535
KCNQ4	-0.9445
KRT72	0.118166666666667
CCDC117	1.149
C6orf89	1.84494444444444
TUBB2B	-1.72233333333333
RTN4IP1	-0.20825
CR1L	-3.47366666666667
CEND1	0.783875
C12orf41	0.363666666666667
RNF31	0.5275
UBN1	0.223166666666667
C17orf32	-0.460375
SLC5A7	0.107
GPR92	0.128833333333333
ESAM	3.2193
CTNNA1	1.611
HRBL	0.313
CBX4	1.37825
TMEM182	-0.08925
SH3TC2	-0.0661666666666667
IL10	0.5115
PXMP4	0.8675
RNF167	-0.3807
PAK7	-0.355833333333333
ETV3	-0.225
ATPIF1	-0.6315
LOC554207	-2.06883333333333
OR8H1	0.02975
WDFY3	1.253375
DPM1	-1.1845
GPSM1	-0.9125
WDR92	-0.7175
LRP1	0.875666666666667
ANKH	-0.71775
THUMPD3	-0.46225
POLR1B	-1.13475
OLFM4	1.27033333333333
RAD9B	-0.22675
TSPY2	-3.562
PAX6	-1.74683333333333
SCG2	-2.255
SLC17A6	0.46975
FMO3	2.44175
PADI4	-0.413375
TUBB4	-0.3524
NLK	-0.78925
POU4F3	-0.7185
SDF4	0.39825
ITGBL1	3.37633333333333
NETO1	-1.8955
TAP2	-0.419625
ABBA-1	0.471166666666667
GNAI1	2.2345
VPS4B	1.17175
NOPE	0.1539
GALNT6	3.88933333333333
SESN1	-0.401375
GBE1	-2.78244444444444
CLASP1	-0.14475
RASGEF1B	0.747875
ACOT11	-0.438714285714286
AFAP1	0.6335
OR2H2	-0.01875
DPY19L2P1	-1.956
DZIP1	-2.0245
SEC22C	-0.77175
GPR161	0.237666666666667
RNF146	-0.3025
WDR74	-0.31125
GALP	-0.164
PURA	-0.756
DNPEP	0.6585
RP11-78J21.1	-1.1295
ERBB2	5.64575
FANCM	-0.935833333333333
NEO1	-1.6855
DDX3Y	-5.0224
RPS3A	0.120375
MXRA7	0.435357142857143
LGALS3	-0.645333333333333
GLT8D1	-0.6815
CFL2	-3.16733333333333
UPB1	0.20675
NAP1L5	0.425125
CLDN14	0.15625
DHX38	-0.508
BTBD1	-0.781
TARS2	0.447
ABCF1	0.0123
FCF1	-0.3615
LRRC49	-0.84375
GUCY1B2	1.8845
C1orf177	0.5385
SMARCA4	-0.387214285714286
LRP8	-2.25066666666667
TAGLN3	-1.4745
MRPL14	-0.0035
TTRAP	-0.564
ZDHHC20	0.28925
NFE2L3	-2.04625
KIAA1377	-0.57575
PALMD	1.4184
TMEM43	0.03525
TTL	-1.095125
STAT5B	-1.8835
SSB	-1.455625
OR10H5	-0.025
SLC22A13	-0.96
AKAP3	-0.4005
TIMM23	0.719833333333333
OAS2	2.14108333333333
KIAA0423	0.1825
TRIM11	0.866
GLIS3	1.6525
TMEM50B	0.541666666666667
ARHGEF4	-1.0775
DEGS1	3.85309090909091
TBL1XR1	1.33036666666667
G6PD	-1.444
SP140	-0.305
MUC17	0.0679166666666667
NUDC	-0.0838
DNAJC5B	0.876166666666667
SCARA3	-1.31483333333333
CPA3	5.90116666666667
BCAT2	0.105625
MFN1	0.2122
NRG3	0.2315
SNX11	1.34525
PLEKHH1	-0.700333333333333
GPR177	-0.875666666666667
HCFC2	0.48375
TCAP	3.786
MOCOS	-1.90825
C14orf93	0.35925
PRDM10	-0.364
SLC16A4	-0.814583333333333
SRGAP1	0.187833333333333
VIP	0.34325
DUSP27	0.2205
LILRA1	-0.207
MC2R	0.224
MGC24103	-1.697
MBTD1	-1.6975
FUT11	-0.406333333333333
USP33	-0.107
C15orf39	-0.81875
MAP3K12	-0.379
PAAF1	1.7035
BARHL1	0.05
FLJ16165	0.3395
PIWIL2	-3.2395
SYNE1	0.137833333333333
CMTM4	-0.164875
TSPYL1	0.2135
GUF1	-1.059
TMEM157	-0.153
WDR44	-0.41325
HIST1H3C	0.08525
DKFZp666G057	-1.062
RNPEP	1.14825
GAS2L2	1.00066666666667
ADH4	-4.321
GRPR	-0.130666666666667
FBXL17	1.7055
ZBTB10	-0.30375
Gcom1	-0.0102222222222222
HTRA1	1.5124
ZNF585A	-0.111166666666667
SLC26A2	-0.328785714285714
OTOP3	0.4675
WISP1	2.92022222222222
ATP2B4	0.847583333333333
FLJ10769	1.30925
CRAMP1L	-0.317375
CHST12	-1.2515
RAB22A	0.479
TARDBP	-0.221428571428571
STAU1	-0.000499999999999994
CRB3	2.318
MIG7	-1.57125
CHMP1A	0.4125
ZNF160	0.041375
B3GALT6	0.25025
BARX1	-0.566333333333333
C6orf167	-2.0979375
NXNL1	0.637
DHX29	0.254125
HADHB	-0.21925
PLXNB2	1.57825
ILDR1	-1.194
SLC15A3	2.668
GAS2	-3.039
C20orf69	-1.5335
NUMB	-0.087
TNIP1	0.4335
MESP1	-1.62933333333333
PSKH1	0.46225
NSFL1C	0.612125
RHOG	-0.06725
HEY1	-1.7275
KNG1	-2.17975
ITGAX	1.2808
LIN9	0.0758333333333334
CANT1	2.056875
XRN1	0.0363571428571428
CCDC96	1.2441
HEATR6	-0.624833333333333
GNG7	-0.355583333333333
RUNX2	1.4861875
SOX1	0.957166666666667
FCRL5	0.0611
ZNF99	0.16625
FAM9A	-0.4445
SNX22	0.747166666666667
MBNL3	-1.92683333333333
ODC1	-1.529
ADORA2B	-3.693
NR2F6	0.554
ZFYVE16	-0.292944444444444
SYNJ2BP	0.4373
POLE	-1.084
E2F2	-0.74975
THRA	3.66016666666667
PTGES2	0.222166666666667
HIP1R	0.514
TMUB1	-0.429166666666667
ENO3	-2.219
RSPH10B	-0.549
CXorf39	0.25975
IRGC	0.53575
GPR109B	-0.38275
FLJ13305	-1.6055
LCE3A	0.17
TNFRSF18	-1.41333333333333
DET1	-0.46025
TRPM3	-0.708416666666667
C16orf79	-1.0645
FECH	0.244333333333333
RAP2A	0.1215
CRIP1	3.24866666666667
AZIN1	-0.172125
SLC7A7	2.8415
IL10RA	0.0294
TMEM64	-3.14625
CDC42EP4	2.3813
C16orf58	0.6015
ARG2	-0.5385
POU5F1P4	-4.44225
FAM62B	-0.344
DNAH8	-2.49155555555556
ASH2L	0.567
TSLP	-4.287
CNTNAP5	-0.153166666666667
TMEM16C	-1.17075
IFNA14	-0.215
SLC1A3	-0.4385
CABYR	2.53225
BCL7B	0.4129
NUDT13	-0.9355
C13orf28	0.5895
C1orf53	-1.23125
ARL6IP4	-0.012
RPL35A	-0.29825
EMR3	0.32125
RAB40C	0.68925
SLC41A1	-0.64
LRCH1	0.649
LY6G5B	-1.1225
FAM124A	0.155642857142857
MGC10981	-3.79933333333333
CLIP3	0.0693
MAP4K2	0.369
CHIC1	-1.08125
SULF1	3.87333333333333
C20orf30	0.0652857142857143
PRDM5	-0.948125
ELOVL1	0.86225
C11orf48	-0.688
SLC39A10	0.46575
KCNV1	1.40725
ACP1	-1.0205
ZMYM2	-0.274625
B3GNT6	-0.119333333333333
C9orf69	0.18625
C2orf15	1.3885
C20orf166	1.338
HSP90AA6P	-0.5185
EDG7	-1.9275
NEURL	-0.439375
LPL	1.555
CLEC2D	-0.790428571428571
GRRP1	1.7655
CD8B	-3.2046
HIST1H3D	0.241666666666667
SLC6A12	0.10025
FAM27L	-0.2095
CD84	0.8824
RASA1	-0.5305
PHKG1	0.194
MAGEA11	-1.942
IMPA1	-1.7051
NPM3	-0.665
RARRES1	2.99725
SH3BP1	0.567
B3GNTL1	-0.8865
ARPC5L	0.373
KLHL26	0.5585
SIM2	-1.31328571428571
GJC1	1.043
C20orf194	0.623
EXO1	-1.7255
SLC2A2	-3.36483333333333
LOC285074	-1.75075
LRG1	-0.559
KIRREL	0.2405
PIK3R1	1.92192857142857
C4orf34	1.55525
MAF	-1.36483333333333
ADCY4	3.98416666666667
ZMIZ2	1.5469
SLC46A3	2.60266666666667
STAMBP	-0.479666666666667
CCDC16	-0.16475
MS4A12	0.175
TCF20	1.07325
LRRC46	2.77375
C20orf152	0.7525
MRPS6	-0.841125
ABCB11	-0.0325
KCNC2	0.533333333333333
CDH19	-2.21466666666667
C9orf123	-0.582
SSH3	1.3945
LDLRAD1	-3.6525
CCBE1	-1.06225
ZNF135	2.1315
TAAR1	0.0655
WFDC12	-1.031
CCDC42	-0.242666666666667
FLJ12529	-0.31925
PER1	-0.186666666666667
TIMM50	-0.174
SMARCAD1	-0.352833333333333
FAM26C	0.0475
TP53TG3	-2.6985
SH3RF1	1.9075
LMCD1	3.209
GPR63	-0.622
FLJ21986	-2.801875
AIFM3	1.7445
MICAL1	-0.7005
BLZF1	0.406166666666667
IQCA	2.27933333333333
PCDHGC3	0.551
SAC	0.229
BCL6B	2.5225
DDO	-1.38825
MARCO	2.20425
DCHS1	1.17566666666667
C1orf170	-0.394666666666667
CD200R1	0.237
C22orf15	-0.232
SEPT11	0.556666666666667
ADNP	-0.3095
UST	-0.996
C13orf34	-0.715333333333333
RFFL	0.436357142857143
APBA3	0.175
C2orf60	-0.332
CUTL1	-0.5057
PMS1	-1.274625
ZNF689	-0.5855
EIF3E	-2.00333333333333
IL9	-0.6608
RPL31	-0.227375
LY9	-0.489166666666667
ATP2B3	0.068
KDELR2	0.940416666666667
TFCP2	0.454875
NLRP12	0.027625
FLJ45422	-0.0915
TLE4	-0.8107
ZNF570	0.3005
FLJ43806	-0.967
TLK2	-0.242375
CIR	0.3275
MARS2	-0.1815
COL24A1	1.17025
SDF2L1	0.68
HIBADH	-0.292666666666667
IGFBP3	-2.00228571428571
C12orf23	0.52825
PSPC1	0.09775
C20orf43	0.29425
TRAV20	0.566
ARHGAP24	0.478
KIAA1975	0.0815
C1QA	3.6411
DNTT	-4.48216666666667
C10orf6	-0.157833333333333
C11orf41	0.409875
HNRPF	0.963125
COL11A1	7.28966666666667
UBAP2	-0.316333333333333
CDKN2AIPNL	-1.8555
C20orf174	1.68775
SPRED2	1.02375
PLA2G12A	0.2895
ICEBERG	-2.52616666666667
SCN10A	0.389
C11orf65	-0.5585
GBP5	3.9545
PITPNC1	-0.569
POU3F3	1.573
NCOA7	-1.506625
LIN7C	-0.276
LOC348840	-1.182
NKX2-2	2.3045
ANKRD13D	0.393875
LOC123688	-0.56475
FUT2	2.98816666666667
TAAR8	0.511
FZD4	0.27425
PNMA3	-0.461166666666667
OR4L1	0.447
WIT1	-0.38125
EXOC3L	2.311
ATPBD4	-0.9392
KRBA1	-0.22375
UBXD6	-1.55475
HOXB7	0.0767857142857143
C7orf23	-0.762
UNQ338	0.30525
STAB2	0.258
CDC20B	0.65825
IRF9	1.70725
CENTG1	0.468
TNPO2	-1.026
MCPH1	0.085625
BMS1P5	-1.241
SLC26A7	0.52125
HIST1H3J	0.60325
C9orf3	0.0926
LBH	1.20525
MYO1D	0.734125
PTDSS2	-0.1345
NFU1	-0.57625
DEPDC4	-2.22375
WNT7B	3.1068
GLP2R	-0.3776
SETD4	-0.9021
DYNLT3	-1.1719
FKBP11	-0.327666666666667
SESTD1	0.285833333333333
FLII	1.55875
RPS16	-0.1956
CHPF	0.615333333333333
CSNK2A1	-0.0376666666666667
SUMO1P1	-0.338
FKBP6	-0.308
ZNF214	0.136
TWIST1	0.603666666666667
