Hybridization REF	TCGA-BH-A0HK-01A-11R-A056-07
NSFL1C	-0.012875
RHOG	0.2625
HEY1	-1.5315
KNG1	-1.7135
ITGAX	1.4202
LIN9	-0.539666666666667
CANT1	0.901375
XRN1	-0.0821428571428572
CCDC96	1.1433
HEATR6	-1.465
GNG7	0.80725
RUNX2	0.1466875
SOX1	0.868333333333333
FCRL5	0.6456
ZNF99	-0.27425
FAM9A	0.8855
SNX22	0.413
MBNL3	-2.8006
ODC1	-2.4368
ADORA2B	-2.0455
NR2F6	0.7305
ZFYVE16	-0.0502222222222222
SYNJ2BP	0.4542
POLE	-1.19125
E2F2	-1.064875
THRA	0.9635
PTGES2	-0.273333333333333
HIP1R	0.620833333333333
TMUB1	-0.229166666666667
ENO3	-2.18725
RSPH10B	-0.3955
CXorf39	0.915
IRGC	0.19375
GPR109B	0.977
FLJ13305	-2.218
LCE3A	0.634
TNFRSF18	1.689
DET1	-0.03925
TRPM3	-0.442181818181818
C16orf79	-1.766
FECH	-1.15566666666667
RAP2A	-0.192166666666667
CRIP1	2.90016666666667
AZIN1	-0.26575
SLC7A7	2.64575
IL10RA	0.7213
TMEM64	-1.83125
CDC42EP4	0.7899
C16orf58	-0.014
ARG2	-3.55375
POU5F1P4	-4.35175
FAM62B	-0.778125
DNAH8	-1.86755555555556
ASH2L	-0.210125
TSLP	-3.33366666666667
CNTNAP5	0.433666666666667
TMEM16C	1.07625
IFNA14	0.3665
SLC1A3	0.27725
CABYR	-0.3705
BCL7B	-0.1402
NUDT13	-1.43133333333333
C13orf28	0.2025
C1orf53	1.97625
ARL6IP4	0.3324
RPL35A	0.11075
EMR3	0.14375
RAB40C	0.508333333333333
SLC41A1	0.532333333333333
LRCH1	-0.2465
LY6G5B	-1.6035
FAM124A	0.426142857142857
MGC10981	-0.0301666666666667
CLIP3	-0.0145
MAP4K2	0.773333333333333
CHIC1	0.2685
SULF1	1.91483333333333
C20orf30	-0.117285714285714
PRDM5	-0.806
ELOVL1	0.762
C11orf48	-0.708125
SLC39A10	-0.5025
KCNV1	0.308
ACP1	-0.987666666666667
ZMYM2	-0.337125
B3GNT6	-0.4332
C9orf69	-0.04375
C2orf15	0.366
C20orf166	-0.077
HSP90AA6P	-0.9385
EDG7	-2.0815
NEURL	0.21625
LPL	4.20533333333333
CLEC2D	-0.792384615384615
GRRP1	3.52266666666667
CD8B	-3.0012
HIST1H3D	-1.71116666666667
SLC6A12	-0.362125
FAM27L	-0.8295
CD84	0.8248
RASA1	-0.0425
PHKG1	0.227
MAGEA11	-1.4545
IMPA1	-0.8853
NPM3	-0.36375
RARRES1	6.31125
SH3BP1	0.75725
B3GNTL1	-0.2185
ARPC5L	-0.458833333333333
KLHL26	0.977
SIM2	-0.562125
GJC1	1.7565
C20orf194	-0.1375
EXO1	-2.881
SLC2A2	-2.64816666666667
LOC285074	-1.4015
LRG1	1.838
KIRREL	0.23
PIK3R1	1.36042857142857
C4orf34	1.229
MAF	-0.867611111111111
ADCY4	4.612
ZMIZ2	0.4081
SLC46A3	0.0635
STAMBP	-0.725333333333333
CCDC16	0.48225
MS4A12	0.425
TCF20	0.25125
LRRC46	-0.4475
C20orf152	0.177
MRPS6	-0.203875
ABCB11	-0.4285
KCNC2	0.231
CDH19	-2.0542
C9orf123	0.357833333333333
SSH3	2.04
LDLRAD1	-3.513
CCBE1	-1.22375
ZNF135	-0.895375
TAAR1	0.8425
WFDC12	-0.561
CCDC42	-0.07
FLJ12529	-0.46125
PER1	1.04466666666667
TIMM50	-0.444666666666667
SMARCAD1	-0.572333333333333
FAM26C	0.1405
TP53TG3	-2.13016666666667
SH3RF1	2.0854
LMCD1	1.86925
GPR63	0.057
FLJ21986	-1.974125
AIFM3	-0.251
MICAL1	1.32266666666667
BLZF1	1.23
IQCA	2.95333333333333
PCDHGC3	-0.9085
SAC	-0.11725
BCL6B	2.614
DDO	1.27525
MARCO	4.285
DCHS1	1.03333333333333
C1orf170	-0.800666666666667
CD200R1	0.813666666666667
C22orf15	0.132
SEPT11	0.517666666666667
ADNP	-0.53225
UST	-1.0843
C13orf34	-1.605
RFFL	0.620642857142857
APBA3	0.0175
C2orf60	-0.765375
CUTL1	-0.0119
PMS1	-0.9895
ZNF689	-0.1255
EIF3E	-0.3195
IL9	0.0942
RPL31	0.744375
LY9	0.422166666666667
ATP2B3	0.64025
KDELR2	0.499916666666667
TFCP2	0.690125
NLRP12	-0.596125
FLJ45422	-0.0675
TLE4	-1.1483
ZNF570	-0.359
FLJ43806	-0.339
TLK2	-1.0625
CIR	0.638
MARS2	-0.142
COL24A1	0.71325
SDF2L1	-0.843
HIBADH	-0.0815
IGFBP3	-2.10542857142857
C12orf23	1.1535
PSPC1	-0.0845
C20orf43	-0.2115
TRAV20	0.898
ARHGAP24	0.904875
KIAA1975	-1.623625
C1QA	3.8515
DNTT	-3.93816666666667
C10orf6	-0.453333333333333
C11orf41	-0.41975
HNRPF	0.657
COL11A1	1.54016666666667
UBAP2	-0.8695
CDKN2AIPNL	-1.5815
C20orf174	2.401
SPRED2	-0.28325
PLA2G12A	0.497333333333333
ICEBERG	-1.51733333333333
SCN10A	0.2005
C11orf65	-1.3985
GBP5	3.6415
PITPNC1	-1.2195
POU3F3	2.1065
NCOA7	-0.7355
LIN7C	0.9333
LOC348840	-1.519
NKX2-2	-3.48525
ANKRD13D	0.839
LOC123688	0.854
FUT2	3.40316666666667
TAAR8	0.1135
FZD4	0.56625
PNMA3	0.02
OR4L1	0.3205
WIT1	-3.2455
EXOC3L	3.11525
ATPBD4	-0.4266
KRBA1	-0.603
UBXD6	-0.1455
HOXB7	1.76457142857143
C7orf23	-0.1215
UNQ338	2.37675
STAB2	1.607
CDC20B	-0.371666666666667
IRF9	1.5135
CENTG1	1.0465
TNPO2	-1.17175
MCPH1	-0.66475
BMS1P5	-2.11075
SLC26A7	0.73025
HIST1H3J	0.68375
C9orf3	-0.5438
LBH	1.515375
MYO1D	0.517
PTDSS2	0.151
NFU1	1.369
DEPDC4	-1.90225
WNT7B	1.7806
GLP2R	-1.02783333333333
SETD4	-0.8826
DYNLT3	-0.8229
FKBP11	-0.468666666666667
SESTD1	-1.08833333333333
FLII	-0.7365
RPS16	0.6057
CHPF	-0.615166666666667
CSNK2A1	-0.3675
SUMO1P1	-0.15975
FKBP6	-0.4375
ZNF214	0.142
TWIST1	-0.0345
DDX56	-0.5555
TRAM1L1	3.003
EPO	-3.03416666666667
MRPS18B	-0.46925
ZNF682	-0.961833333333333
RPL14	0.969833333333333
MAFF	1.77025
LOC51136	-1.0445
LY96	0.19175
DDX20	-0.81625
ABTB1	1.6195
ARL5A	0.4006
CCT6A	-1.2795
HEPACAM	-0.616833333333333
EHHADH	0.3535
RBAK	-0.628
CGB1	0.97925
ITGB5	0.7342
YIPF3	0.0875
FKBP2	-0.2815
NR1D1	-0.7179
TMEM110	0.054
NEK2	-2.133
PRAMEF8	-2.723
C20orf52	-1.10766666666667
PCDHGA3	-1.477
VWA3B	0.82675
NDUFA5	-0.166
THAP9	-1.16325
FLVCR2	-0.719
AP1S1	-1.547
SMAD6	0.302
SAV1	0.1315
SAT1	-0.340625
ZNF251	0.184
ADAMTS7	0.7951
RPP38	-0.05875
C1orf211	-2.857
YPEL2	1.20515
RBMS1	-0.463
ZNF445	-0.219
NRXN2	1.185
PGBD4	-0.683
UGT2B28	-2.87875
WBSCR16	-0.825
NLRC3	0.12075
ASTL	0.451
ST6GALNAC1	1.39625
ZADH2	0.310875
MLLT4	0.03775
ARL6	0.583333333333333
MEF2C	0.86375
CBFA2T3	-1.989
AFF3	-0.538833333333333
COG7	0.142
MYB	0.817
PLXNA3	0.56
XRCC2	-2.331
MMS19	-0.633
ST8SIA5	-0.993125
CHPT1	1.91733333333333
KIAA1712	-1.51925
OR6X1	1.2465
ACTR3	-0.400375
UGCG	1.6585
OR4P4	-0.2055
ZAP70	-2.85775
LPP	1.209375
ZNF485	-0.9945
PTPRCAP	0.095
IL12RB1	0.62775
ATRX	0.2749
CHST8	-2.233875
C14orf109	0.44875
ARV1	1.39075
NMB	1.33214285714286
COX5A	-0.762666666666667
EIF6	-0.62925
MPPED2	-1.45416666666667
SEMG1	-1.4365
CHRDL1	2.3285
TRAF3IP2	1.413
WNK2	0.066875
LILRA4	1.32133333333333
LAMA2	5.22175
PXT1	0.795
RLBP1	-2.839
CD300C	0.297
SLTM	0.27025
FLJ10404	-0.000500000000000278
APOBEC3D	-1.66
RENBP	0.411166666666667
ATXN7L1	0.34725
NID1	-0.15775
TUBGCP3	-0.923625
ITIH5	2.1705
CCDC110	-0.01725
C8A	-2.7345
MGC87042	0.8035
HOXC13	-3.122
TFDP2	-1.57925
HCP5	1.335625
POLI	-0.41325
UCN	-0.5
ZNF764	-0.244666666666667
C8orf45	-0.39075
FHL3	-0.88625
SPATA5L1	-0.793
MMRN2	3.85083333333333
NDST1	0.544
COL20A1	0.216333333333333
ZNF248	-1.09183333333333
PELP1	-0.318166666666667
MBL2	-3.2152
RNF41	0.5775
C5orf24	0.124625
THOC5	-0.6475
SERINC3	-0.0391666666666667
RP11-151A6.2	0.75375
CDCP2	-0.6655
HIST1H2AA	-0.42475
C11orf75	-0.401
FKBP7	-0.445
DDOST	-0.31275
GPNMB	-0.155666666666667
TTF2	-1.607
KCNT1	0.00366666666666667
SLC39A14	-1.39025
NGRN	0.5606
GPR137B	3.29875
MECP2	-0.341125
PSMA1	-0.67925
C16orf73	-5.35575
TMEM60	-0.3735
CSN3	-0.7625
NOS1	0.500833333333333
RAB7L1	0.867166666666667
YBX2	-1.1625
KIAA1166	0.3295
FUBP3	0.604166666666667
ABCG1	0.334
ACACA	-0.533666666666667
ARL11	0.6219
ATOH1	0.004
ODF1	0.484666666666667
CREB3L3	-2.21333333333333
TMEM127	1.72292857142857
DSCAML1	-1.78225
PLN	1.80266666666667
LYPLA1	0.311083333333333
PRDM9	-1.5845
SASP	0.111
PLUNC	0.00766666666666668
INTU	-0.642
HISPPD1	-0.676
LNPEP	0.235666666666667
YARS2	-0.328
APCDD1L	-1.0515
ZCCHC4	-0.2094
FBXO22	-0.828833333333333
TTLL13	0.095
ZNF669	-0.234
PTGDR	1.4905
DDX27	-0.57625
KIAA0409	-0.0976666666666667
GJB6	-0.039
ASB8	0.2425
PLP2	-0.438833333333333
MEPE	0.481333333333333
OR10J5	0.4665
KRT222P	4.655
COQ7	-0.0561666666666667
C1orf101	1.29075
RERG	2.6033
CHMP5	0.393125
THAP11	-0.012375
ZNF43	-0.00183333333333333
ZRANB3	-0.988
KRT13	-1.19275
MRPL19	-0.528625
RBBP9	0.4775
SPATA17	0.324125
BXDC5	0.0396666666666667
PAFAH1B1	-1.43491666666667
MAGEE1	0.89875
OSTF1	-0.12125
KIAA0323	-0.284916666666667
TXNDC13	0.220166666666667
CNTN4	1.621625
LCE1B	-0.13
UNQ501	0.64925
ZNF154	-0.35575
C3orf64	-0.5645
SYT5	0.0535000000000001
PON1	-0.771666666666667
FLJ10357	-0.015125
ATP4A	-2.819
GNPDA1	-0.355666666666667
MGAT1	0.6165
C14orf121	0.05175
SLC35B2	-0.251
MIER3	0.26
CHEK1	-4.686375
ZNF8	-0.712
TXNDC1	-0.696833333333333
CKB	-0.6203
RTN3	1.35242857142857
FZD2	-0.4735
PART1	-0.528875
PSMB6	-1.25725
PCDHB8	-1.1895
PHC3	0.6409
PPP1R8	-0.693333333333333
NOVA2	2.4135
TNFRSF11B	-4.747625
GOLPH3	1.23366666666667
UBLCP1	-0.8225
SUHW3	-0.962
TTLL1	0.6125
OPN4	0.991
OR13G1	0.076
ZPBP2	0.4004
HSD17B11	-0.37925
C9orf50	-0.5275
DHDDS	0.275928571428571
CTSW	1.0689
NEFM	-2.73633333333333
MRPL28	-0.6025
SYN1	1.56183333333333
PIGV	-0.0105
ZIM2	-1.0005
APBB1	0.564666666666667
SND1	-0.66525
C1orf123	-0.557
CHD3	-0.531
BHLHB8	0.327
RNASE2	0.310166666666667
BCAP31	0.299875
SLC25A44	0.77
CHD6	-0.3405
PIB5PA	2.44653846153846
SELS	0.14075
LOC541471	-0.05975
FAT2	-2.0395
ZNF81	-1.0655
OR4C16	0.3335
FLJ10081	-0.7683
LRRC4	-0.82975
CS	0.0215
N4BP2	-0.5965
IGFBP7	1.752
ZNF318	-0.09825
NDNL2	0.6765
ZNF609	0.382
SIRT4	-0.98375
EXOSC10	-0.648
ECE2	0.0769166666666666
OVGP1	3.18925
GTPBP3	-0.387
PACS2	0.8185
C19orf36	-0.325333333333333
ARL4C	-2.117625
ATG4B	-0.58375
UBQLNL	0.49475
RHOXF2B	-3.0485
PLEKHG2	-1.3755
GALR1	0.2465
AQP4	0.45625
HDAC7A	-0.409333333333333
DCUN1D3	0.66525
OR8A1	0.306
CCRN4L	1.0085
CBR4	-0.279333333333333
KIFC1	-2.89
SLC7A14	-1.49583333333333
LHX5	-0.957
TRPC7	-0.1585
LPXN	-1.20175
SERPINA1	-2.651625
RPS13	0.1042
BPIL3	0.039
PRKAA1	-1.861
FADS2	-1.5103
ENAH	1.586875
PRO1768	-0.5325
APBA2BP	0.74425
LIPH	2.75316666666667
C3orf33	-0.248
RCC2	-0.483857142857143
ALDH1A2	-2.4684
RNF103	2.392
AHCY	0.62675
ALG12	0.6545
CCL17	0.77275
ZNF543	1.32216666666667
ESRRG	3.1694
CNGA1	4.14775
RDH5	2.05783333333333
OTX1	-0.3012
PTGFR	-0.786666666666667
CDR2	0.5685
SELE	5.47125
NLGN2	-0.998833333333333
EXOSC9	-1.44475
ZNF566	0.1916
KLRC2	-4.619
GPR12	1.107
KIAA0196	-0.623
PDRG1	-0.73425
SSR3	-0.794071428571429
MSI1	-0.551
CST9	-0.4305
CC2D1A	0.885625
PLAGL1	-0.343166666666667
ZNF778	-0.7065
RNF2	2.17425
KLF6	1.35933333333333
THBD	2.70883333333333
tcag7.1314	1.5595
NR5A1	0.1445
ABCD2	0.95975
DNAJC7	-1.819
CLEC4C	-0.563
TM2D3	0.22925
CCDC4	-2.072
PLAC2	-0.51975
DCD	0.4655
FAAH	2.468125
POLA1	-0.708833333333333
TM7SF2	1.5005
FLJ39822	-1.0475
FLOT2	0.165375
MAP4K1	-0.61
SRP68	0.206375
C21orf74	-0.332
ARPC5	-0.088125
LOC126075	1.81125
HECW2	0.789875
ZDHHC4	-0.4105
ANKRD42	1.5396
PDE9A	-0.953666666666667
ABCA8	2.9225
NDUFS2	0.834
UBR5	-0.694375
BTBD16	-1.68275
LOC554174	0.471
ZNF20	-0.0285
KIAA1843	0.474
WDR17	0.49775
C15orf33	0.476
RNF113A	-0.388
CAMKK1	-0.0429
CLCN2	-0.46575
ANXA6	-1.7215
LOC340069	-0.154
EMID1	0.214625
DPM3	0.258166666666667
ELA1	0.3095
SLC25A13	-1.3289
KRT24	0.1005
SMPD1	0.1975
TH	0.203875
COL6A2	0.786
ANKS1B	0.337666666666667
GPR126	-3.1077
ZC3H12A	-0.571166666666667
TMEM47	0.785166666666667
C2orf51	-0.13
C1orf88	0.287333333333333
HSF2BP	-0.50625
AKAP10	-0.44
RPAP3	-1.07
KLHDC8B	0.364
STOM	0.2198
MUPCDH	1.2775
C10orf72	-0.355125
PLEKHA3	1.04766666666667
TCP11L1	-0.65725
CWF19L1	-0.006125
SPEF1	0.968923076923077
YSK4	0.1555
ELN	3.7768
SAMD8	1.2975
MPI	-0.498833333333333
MEPCE	0.3428
ABCC3	0.41175
NANOGP1	-3.4505
KCNK17	-0.255125
HLA-DMB	4.3235
RRAGA	0.3735
ANGEL1	-0.46575
RBM32B	-0.0645
CPN1	-3.061
MGC52282	-1.13755555555556
HLA-A	0.95025
OR9G4	-0.0685
EDNRB	1.3425
SCD	-2.01657142857143
C14orf80	-1.42133333333333
BAGE2	-0.2225
RABL4	0.914666666666667
RCVRN	0.3685
SHANK1	0.3985
NLRP7	-1.8
CD226	-0.20825
STAT3	0.2858125
SYNJ2	0.0244
TPCN2	-0.174166666666667
WDR36	-0.4615
MBD4	-0.70125
ROBO1	-1.2734
ST3GAL6	-3.428
SLAMF8	2.71883333333333
ATN1	1.20433333333333
GPR141	0.187
KRT36	0.327
TPH1	0.7025
DDX52	-0.57125
ZSCAN29	-0.366
TRPT1	0.4725
DPEP3	0.7775
DENND4A	-1.196125
TSPAN16	0.9785
PTCHD2	0.451
LOC145814	-1.16925
CAP1	-0.339166666666667
EIF5A2	-1.4244
NT5DC3	-0.8045
SEPT9	-1.0605
SEZ6L2	-0.319
EGFLAM	4.32875
VPS11	0.241375
NDUFB5	0.0035
CIDEA	5.17283333333333
IER5L	-0.217
N6AMT1	0.575
FAM83C	-1.39775
OXR1	0.28725
IRX1	-0.307
DGKB	-0.347166666666667
GCN5L2	-1.54475
MIR16	0.65825
FBXW9	-0.46475
WDR4	-1.79233333333333
PDC	-0.296
VPS33B	-0.47775
HEXB	-0.5355
FLJ32214	2.104
TCEB3	-0.786
CRLF1	-1.92025
ABI3BP	2.0545
C8orf22	-3.73525
PYCR1	-0.31125
KIAA1706	0.85025
CDK5R2	1.36875
WAS	0.213
C12orf60	-0.993
CCBL2	-0.028375
MADD	0.20575
C5orf34	-2.88675
WDR42A	1.4897
KLF12	-0.202625
HSPA1A	2.02
ITM2C	-1.54375
DAPK2	2.0115
LOC442590	-0.5155
SUMF2	0.4435
CENPA	-3.46830769230769
TMED5	-0.233375
CDH6	-0.8472
BRP44	1.478
THG1L	-0.368
GABRA2	-2.8915
C14orf166	-0.45775
MYL1	-1.5812
TNFSF18	0.3935
PAP2D	-1.88383333333333
PPIB	-0.986
KLHL4	0.436125
SFN	-0.111
CCDC127	0.48925
FRAP1	-1.057
GOLGA5	0.65575
SDCCAG1	-0.250375
MGC21675	0.333166666666667
C10orf95	0.14175
KIAA1345	-0.0683333333333333
C1orf163	-0.6265
LACE1	-0.228166666666667
OR10K2	-0.1525
CENPN	-2.76092
TMED2	0.586
UGT1A6	-1.4165
ANG	0.061
U2AF1	-1.81616666666667
CASC2	0.119833333333333
NMT2	-1.2555
OSGEPL1	0.2325
DFNB31	-1.2655
SLC6A20	1.21275
DKC1	-1.11325
FXYD4	-0.48075
WDR64	-0.305
MGC5590	-0.9915
CREBZF	-0.3375
DAZ1	-0.49325
PRPSAP1	-0.7885
GCHFR	-0.43925
TTC7A	-1.437625
LOC196993	-0.04625
UBD	-1.23916666666667
S100A1	0.091
RPL6	0.669
DNAJB6	0.7634
NAGS	1.809
C2orf58	0.0915
KERA	1.8125
MT1X	-0.502
UBE2B	0.5485
KEAP1	0.568
MST1	-3.193375
OMA1	0.175
ABLIM2	1.66
BCL2L13	0.240333333333333
JAZF1	-0.2035
TMEM63B	1.1675
S100A8	-1.0996
ARFIP2	0.94725
UROS	0.51575
KHDRBS2	-1.1265
POLQ	-2.99525
SOAT1	-1.46575
SPAG4	-0.6095
MRPS30	-1.17816666666667
LOC494141	-0.65925
OR2T11	0.772
ORAOV1	0.2761
ZNF184	-0.570333333333333
TCEB3B	-0.2625
ADAM21	0.248
GDPD1	1.375
SPINLW1	0.152
PRR14	-0.371333333333333
KCTD9	-1.2005
NUDT3	0.0045
KIAA1822	0.7119
HIST1H4K	0.9015
DFNA5	-2.7875
GABPA	-0.3715
C14orf44	1.819
POLB	-0.533875
PTAR1	-0.8525
SEC31A	0.4896
TRIM58	-0.87875
TAS2R14	-0.759
VPS8	-0.355125
H1F0	0.934333333333333
PRKCB1	-3.0195
UGT2A1	0.855
TOR1B	-0.153
LSS	-1.11
C2orf19	0.661
HNRNPC	0.285571428571429
TMEM100	1.28633333333333
LOC116349	-0.73775
OR51M1	0.35
CCDC142	-0.65175
ISG15	0.4236875
ZCCHC14	-0.95625
CREBL2	2.2455
TGDS	-1.4065
DC2	-0.95525
CACNA2D3	-0.872857142857143
ZNF429	-0.70525
LYPD6	3.68616666666667
SUCLG1	-0.2875
OR51I1	-1.5635
MAGEH1	2.076
PRPF40A	-0.3575
SMR3A	1.502
SPINK2	2.7335
THAP2	0.339375
NPY5R	0.565375
IRF4	-1.887625
SPESP1	1.181
OR10S1	0.716
DTD1	-0.29575
TUBE1	-1.03775
DDX19A	-1.1015
PDPN	-2.177625
TMEM34	0.338833333333333
MGAM	0.669
COL3A1	6.01016666666667
GFM2	-0.7212
OR5A2	0.1925
PSG9	-1.40125
ARHGEF11	0.7005
IVNS1ABP	0.40825
SIGIRR	1.19775
DUSP19	-0.45875
DNAJC14	-0.1442
ACSS1	1.140375
IL1RAPL2	0.0175
C4orf30	-0.9705
SEPT4	3.15525
LANCL3	-2.95425
SPAG17	1.2615
PRDX3	-0.358625
HNF1A	-0.77225
P4HA2	0.006
RFWD3	-1.25833333333333
MOV10	-0.21975
DNAJA5	0.468
LOC729440	1.06175
LOC200383	0.290625
SMC2	-2.27125
MIXL1	-1.29933333333333
TMEM9	0.9615
FAM86A	1.108
ZNF174	0.1986
MYH14	-0.94575
CCR8	0.51475
VPS37C	1.2895
GPATCH1	0.0683333333333333
B3GNT8	2.539
TBX4	-0.1
CNR2	0.5794
PCDH1	1.50275
C5orf29	4.083125
OCIAD2	1.12175
PLCG2	0.881
KIAA0247	1.7465
HRH3	0.2998
CAPN13	3.245875
CCR1	-1.4078
MGC15523	-0.118055555555556
UVRAG	-0.1095
DNAJA2	-0.649833333333333
ITGA2B	-0.872
CLDN5	4.656125
PTPRN2	-1.57285714285714
ZNF512	-1.92383333333333
PSAP	0.402285714285714
CCDC140	-0.865
LRRC55	0.542333333333333
CYP26C1	0.3
C8orf47	-1.295
LYN	-0.438
DUSP6	2.329
TGFB3	2.43926666666667
ELK1	-0.2915
PCDH11Y	-0.515833333333333
HGD	-4.03375
C17orf58	1.77425
MYO3A	0.2015
SERPINE2	-2.64033333333333
AARSD1	-0.850375
C14orf73	-1.8025
ADAM33	0.52525
ZNF491	-0.755
MAPK6	-0.976333333333333
TCN1	1.11683333333333
SLC24A6	0.7605
UBE2R2	-0.239
H1FNT	0.8565
TATDN2	-0.372833333333333
LILRB1	1.19
P2RY5	1.074
NUCB2	0.1025
C2orf37	0.3645
SNX27	1.63533333333333
MTA3	0.56725
FOXO4	0.482375
ID4	0.413333333333333
SOX5	-1.93966666666667
PXMP3	0.5965
OR52M1	0.616
SFT2D3	-0.249375
INA	-2.5075
MCOLN1	0.7185
NFIX	2.3667
CLEC14A	6.4
HIBCH	-0.124833333333333
PLA2G5	1.719
TIMM10	-0.774666666666667
MED17	-0.7886
COL4A4	-0.76
TPP1	0.145666666666667
GJA3	-2.15133333333333
TMPRSS5	-1.074
AADACL3	0.81
DNMBP	1.10075
ENPP5	1.01166666666667
NQO1	-0.0101
ZSCAN2	-0.4525
SEC24C	-0.1395
GTF2A1L	-0.3485
AXIN2	-1.2199
FAM33A	-1.49191666666667
C16orf13	0.520875
SPNS2	1.179
TAF1	-0.30125
AP1G2	0.174
RBM42	-0.0913333333333333
HCN2	0.806666666666667
EFHB	1.98416666666667
RUSC1	0.9295
GRIK5	0.927
USP21	0.652833333333333
ATAD3C	1.456
ORMDL2	0.7605
PRSS7	-3.2085
PSAT1	-4.74425
FLJ13195	-2.3845
TBC1D1	-1.0575
IFNG	0.938
OTOS	0.227666666666667
ZNF773	0.418833333333333
EMD	-1.569
RETN	-0.579
CCL8	4.6225
APH1A	0.93375
COX18	-0.691875
GTF2IRD2	-0.091
CCDC82	-1.81541666666667
PAFAH2	0.6145
NPEPL1	-0.7246
RP11-114G1.1	0.844
TP53INP1	0.036125
ZNF300	-2.41583333333333
FOXL2	-3.0405
LARP2	0.185833333333333
LATS1	0.47375
HTR6	-0.6945
SPOCK2	0.488833333333333
RNF144B	3.0015
HTATIP2	-0.114875
MGC10334	0.538166666666667
CENTA2	1.8875
FGF2	-0.27925
FXYD7	0.22975
PHYHIPL	-1.957375
GPR34	5.82175
DDX6	-0.370166666666667
OR10W1	0.274
LHFPL1	-0.534
ZNF313	-0.9315
VPS28	0.61425
AP3M1	-0.1576
AKR1CL2	-1.7115
TRAF4	-0.856
OR2B11	0.727
C19orf12	0.297833333333333
AKAP9	1.02966666666667
C1orf62	0.153333333333333
SLC20A1	-1.3434
FAM112A	0.00925000000000001
LDB2	2.029
MRPS23	-0.97175
KLK5	0.154375
SPTB	-0.2583
EFEMP2	0.7
EFNB2	2.86825
PCM1	0.134428571428571
NMNAT3	3.412875
TSG101	0.377833333333333
C8orf40	0.140666666666667
NOB1	-1.3305
ABHD3	2.757
GTF3C4	-0.114375
PIGN	0.384
GALNTL1	0.52725
AEBP1	1.886125
OR9Q1	0.1665
ANKRD2	0.519125
CCL28	3.2055
TRIM38	0.5455
TMCC1	0.705416666666667
SMG5	0.075
LRRC7	0.2115
NCAPD2	-1.9
C6orf153	-0.86625
C1orf74	0.52475
OTUD6A	0.711
DCP2	-0.764
TMEM24	-0.00375
RPL18	0.193
TMEM177	-0.03325
LRRC37A3	0.5575
C1D	-0.111666666666667
LDHC	2.06525
UBE4B	-0.284
NIT1	1.041
BTN3A3	0.97575
RASD1	3.659625
COMMD3	1.38725
SHFM1	-0.922
BIRC8	0.211
DUT	-0.85425
C12orf51	0.327
LRRC59	-0.461166666666667
LY6H	1.119
WDR22	-0.105666666666667
EDEM1	0.733714285714286
ADH1A	4.143
PANX2	0.9344
CYP11B1	0.996
CDC73	0.14175
GPR172A	0.25125
GSTM3	1.29407692307692
KCNA5	0.526
SERAC1	-0.6555
NFATC2	0.067
ANAPC5	-0.6768
C15orf24	-0.1325
NFATC2IP	-0.467416666666667
TNRC6C	0.105833333333333
MGC102966	-2.640875
FGD5	1.32083333333333
MED9	-0.24225
RAB13	0.602
C15orf49	0.2755
CRYGS	-1.7609
C12orf53	-1.3716
LOC283693	-1.431
COX6B2	-0.67875
PHF14	-0.223875
FAM3A	-0.52475
RPL13	-0.3617
PRDX2	-0.057
FLJ34047	-1.132
PRMT3	-0.709
KCTD19	-1.322
TRIM10	-0.397333333333333
MGC26597	-0.444666666666667
GCNT4	0.36375
GPRASP1	0.7175
CDKN1C	0.38375
RHBDL2	2.3724
HSPH1	1.37
AQP1	3.826375
COL17A1	-2.0347
GFAP	0.772875
CDC16	-0.611
KIAA1614	0.4115
C6orf118	-0.032
ZSWIM5	-1.71875
FAM83F	4.21625
LYNX1	0.9374375
SYNPR	-0.58825
XG	4.12966666666667
PRSS16	1.928625
KIF13B	1.5355
PCDH9	0.210625
HIST1H2AH	0.413666666666667
RBM18	-1.293
ZNF626	0.53975
HEXIM2	0.602666666666667
ITFG1	-0.7825
TUBG2	-1.28
SFRS7	-0.1995
C9orf14	0.377
EXTL1	-1.71675
GBP3	2.08466666666667
WDR5	-1.94775
RARG	0.700166666666667
MYO7A	-0.233625
CECR6	1.1325
C13orf3	-2.380625
SFRS18	-1.294125
ACVR1B	0.777666666666667
PSMD1	-0.9049
C7orf31	0.627833333333333
ILVBL	0.73375
IFNGR1	0.84725
RNF186	-0.08875
NOL9	-1.03325
MAGEL2	0.5855
SLC29A2	-0.03525
NHSL1	-1.023
RBMX	-0.004
PSORS1C2	0.976
RAD51L3	-0.679166666666667
LCN6	2.60625
ORAI2	-0.27975
BRUNOL6	0.0155
OR4K5	0.0335
CDC123	-0.946625
MSLN	-0.983666666666667
WWTR1	-1.02416666666667
ZNF700	-1.06416666666667
COBL	0.81575
PPP1R16B	-0.1485
GAS7	0.2269
MDN1	-1.00325
HAAO	0.329
C9orf68	1.976
TNFAIP2	0.05725
FOXN1	-0.0345
hCG_2033311	1.21983333333333
ATP6V0D2	-1.1471
RPL41	1.81325
SLC38A1	-0.6125
ARHGAP6	0.0179166666666666
ADAD2	0.15875
PHF20L1	-0.6875
MCM3AP	0.115333333333333
ST3GAL3	0.6265
SNX1	-0.1885
ELF5	5.2185
PARP3	0.788375
