Hybridization REF	TCGA-BH-A0BJ-01A-11R-A056-07
C11orf58	1.008
MGC45438	0.743833333333333
NUDT18	1.33033333333333
ASB3	-0.523833333333333
ZP1	-3.389
LPPR2	0.4673
ZNF527	1.4945
ZNF771	-0.50225
TTBK2	-0.00999999999999997
TRIM55	-0.26825
GJB3	-0.246833333333333
PRSS35	0.5485
SCRG1	-1.02475
ZDHHC24	1.0705
DUSP26	1.1355
C1orf51	0.026875
DNAJC3	0.5505
LITAF	1.221375
ZNF410	0.17875
AFP	-5.18716666666667
ZW10	0.00225
PHOX2B	-1.443
VILL	-0.062
ELOVL7	-0.592375
LOC644186	2.3935
PPP3CC	0.00850000000000001
CHST13	-2.80825
WDR40B	0.500454545454545
MEA1	0.04775
HILS1	-1.393
DLX6	-2.23116666666667
NKG7	1.87966666666667
EMP1	1.39975
ACTR6	0.2215
CHCHD7	-0.218357142857143
COG2	0.7433
TCEA2	0.5879
TARS	-1.15325
FLJ20294	0.743833333333333
ZNF92	0.572375
TRAPPC2L	-0.1344
ARHGAP28	0.027625
CCDC109B	0.47025
LGTN	0.176333333333333
INGX	-1.24116666666667
LOC124446	1.32775
RPS2	-1.48825
C17orf75	-1.54066666666667
NBPF1	-1.149
SLC2A8	0.356333333333333
SNRPE	-0.6005
CARD6	0.3825
IL13RA2	0.412875
CUEDC2	-0.209125
C4orf19	-0.48225
AOC3	1.791375
MTHFD2	-1.36733333333333
OR5M9	0.6945
C4orf38	0.8175
SS18L2	-0.65625
OAS3	0.00399999999999999
LARGE	0.587
LRIG3	0.136
LIMA1	1.34475
STARD3	-0.0741666666666666
VPS39	0.834
CTAGE6	1.365
ODAM	-2.1715
MORF4L2	0.945
GSTO2	1.399
MTFMT	-0.77475
PRKAB2	-0.6225
ZNF76	0.140833333333333
HSPB2	3.5745
CRB2	0.08325
KLRK1	-1.6575
LYST	1.30325
UBE2M	-0.294
SLC16A9	-0.7355
ZNF281	0.696
ST8SIA1	-0.033625
C9orf105	-1.3405
ANKRD46	0.6475
FAM108A3	0.9445
C20orf91	-0.877
ZYX	0.551
RSPH1	2.7205
ZSCAN5	-1.267
RIMS3	-0.979333333333333
KRT76	0.125
CEACAM4	0.502333333333333
SIRPB1	0.415
CFHR4	-1.4775
SOX3	-0.345666666666667
GATAD1	-0.352875
C21orf57	0.1075
TMC8	-1.5385
AVIL	-0.1015
LMOD1	3.6435
HIGD1A	0.677625
NEU3	-0.117
DES	0.59275
BZW1	-0.2277
ZNF221	-0.986
CCDC27	0.003
GDAP1	-0.8995
RBBP4	0.70175
MGC40499	0.47025
PHKA1	-0.05475
PRKAR1A	0.242222222222222
HSD3B1	-0.986333333333333
RAD52	-1.23716666666667
CD207	2.2265
LOC389791	0.351
RSPO1	2.2575
TMEPAI	2.605875
MFSD2	0.344625
ETV4	-3.30858333333333
SCGN	-1.506
LOC391356	0.4355
MPP1	-1.583375
STARD3NL	0.09125
TFAP2D	-0.307
CD2AP	0.647
CCL20	-5.07383333333333
CCDC86	-1.066
ZFP30	-1.794
CTBP1	0.00466666666666666
MAK10	0.238833333333333
STXBP5	-1.13033333333333
LOR	0.259
MAP6D1	-0.643125
ARMC7	0.4295
TMEM150	0.5516
NSL1	-0.0155
KIF5A	-1.587125
ASCC2	-0.388666666666667
PSENEN	0.431
OPTC	-1.5975
FCRL2	-0.3165
KBTBD11	0.9055
PCK1	-2.48
CENTD3	-0.80525
MEGF8	0.0455
ALPPL2	-0.2375
OBFC2B	-0.558166666666667
ZFYVE20	-0.2895
GALC	1.6835
CTRB2	0.176
C20orf71	0.2185
TBKBP1	0.640166666666667
CAMLG	1.490875
TREML4	null
RSAD1	-0.37825
TUBA3D	0.3664
KIAA1833	0.444125
PNPLA1	-0.08
LRRC34	-1.4505
CDH26	-1.163
ZNF167	0.858666666666667
ZBTB26	-1.1547
VWF	3.7765
VTN	-0.9935
BAD	1.58725
PDS5B	0.312545454545455
ZNF644	0.416916666666667
SH3GLB2	-0.188
SMPDL3A	0.4324
NRG2	-0.331875
IL15	0.833
GABARAPL1	0.598833333333333
LAT2	0.604888888888889
SLCO1A2	-1.986
LIG4	-1.02009090909091
GSDMDC1	0.800625
BMP4	-0.398625
METT10D	0.243875
SYCE1	2.23925
SPANXD	-6.11
SLC12A9	0.366166666666667
MC1R	-1.9285
RNF168	-1.0555
TRIM69	0.33575
GALNT7	0.558666666666667
ISG20L2	0.021
KIAA2026	0.5065
TNFAIP8L1	-0.588
DPY19L2	-1.007
C12orf63	2.1745
PRDX5	0.092375
MED6	-1.1655
TXNDC5	-0.222
CD46	1.28766666666667
CCK	-2.87425
C17orf48	0.08625
ANUBL1	0.6815
SIT1	-0.318666666666667
TYSND1	0.0645
DEF6	-0.167666666666667
GLT8D4	1.721
UTP14A	-0.083375
RPH3AL	1.23675
NXF1	-0.315166666666667
TRERF1	-0.840333333333333
TUBB3	-1.1364375
SLC24A2	0.8805
SEC22B	1.5385
ZNF653	0.618
GGTL3	-1.97175
CDKL2	0.78775
CTF8	0.0995833333333333
EPC1	1.28816666666667
CYP4A11	-0.194166666666667
THRSP	3.38
LELP1	-0.338333333333333
TES	1.413125
C17orf87	1.8935
FERD3L	-0.1395
SH3TC1	0.355
RAB36	-0.052
CRYGB	-1.0885
GRIA3	0.8736
BHLHB9	1.91275
C1QTNF9	1.324
GOPC	-0.032
PNPLA8	0.932666666666667
ZNF444	0.153
FMO1	4.51625
POLR3C	0.587
SLC35F3	1.16475
SGCG	0.0785
DCDC2	-1.47266666666667
NANP	-0.29875
MGC23270	-0.7455
BEX4	0.872666666666666
HYDIN	1.96655555555556
RPS6KB2	-1.217
ADRM1	-0.76875
BAT3	-0.38925
RAB31	1.0669375
SCGB2A1	6.23025
SLC6A14	-2.2995
DDX4	-0.102
PRRC1	0.961
AP3B2	1.87016666666667
TRGV7	0.124666666666667
TMEM184B	0.5925
ADPRHL1	1.23233333333333
C21orf45	-0.980625
ARNTL	0.748125
AADAT	-1.712875
CCL2	1.39733333333333
SNTB2	1.02833333333333
RGS9BP	0.0445
KPNA1	0.2065
TMEM41B	0.560333333333333
S100A11	0.473083333333333
DOT1L	-1.677
EFHC2	1.2755
CLTC	-0.352166666666667
SRP9	1.29721428571429
ZNF521	0.66325
FAM26F	-0.4355
GPR88	0.618333333333333
COL13A1	-1.356
CHMP4B	0.0198
SIGLEC6	0.448833333333333
NFAM1	0.043875
PVRL2	1.3867
ALKBH4	0.48575
CCDC93	-0.394875
NXT1	0.01825
KCNK4	0.9375
TROAP	-2.35883333333333
KCNA10	0.05525
CCDC114	-0.576
RAN	-0.772083333333333
LMTK2	0.855
LOC400657	-0.1895
UFC1	1.677
UBE1DC1	-1.004
EEF1A1	0.354
CHAC1	-0.172
HMGA2	-5.5482
B3GALTL	0.93825
ING2	-0.19375
C1orf109	-0.636
INTS3	0.83575
ZNF558	0.51025
TRPM4	1.92616666666667
LTB4R	-1.128
ISYNA1	-0.614
LSM7	-0.1735
LRRC47	0.3031875
ZNF179	-2.58233333333333
EXDL1	-0.854333333333333
SLC4A10	-1.323375
ACSS2	-0.350666666666667
COPS7B	-0.015
KIAA0040	2.5515
C1orf95	-1.979
AP1GBP1	-0.327
OR9A2	0.3885
FAM71C	0.881
RIN1	-1.8475
ITGA4	-1.960625
DNAJC6	-1.43533333333333
CLOCK	0.4185
SLC35A4	0.804833333333333
DSG4	0.611
LOC26010	-0.3135
NSUN2	-0.2865
TMEM86B	-1.3331
C14orf135	-0.79425
KIFC3	-0.822
PHF5A	-0.54725
NCAPH	-3.38025
STK11IP	0.403
FLJ42953	0.917125
CCDC19	3.1035
ZNF329	-0.44275
TAX1BP1	0.3445
ZDHHC18	0.135666666666667
C10orf88	-0.25875
TMBIM4	1.7565
NMUR1	0.936
KIR2DS4	0.5975
C9orf90	-0.178625
MGC87631	-0.6405
KDR	3.82
ST3GAL2	-0.736625
RLN2	2.055
HPD	-3.495
MOXD1	-1.72766666666667
PDGFRL	2.5175
SMYD4	-1.33278571428571
FAM103A1	0.155833333333333
MFAP4	0.134
LOC285141	1.0615
TMEM45B	-1.206125
SMCR7L	-0.650571428571428
GZMH	3.73775
CBLN1	-1.76133333333333
CNNM1	-1.63066666666667
PHF17	-1.46066666666667
NUP98	0.108583333333333
RMI1	-0.052
PTPRS	0.925875
ANKRD57	0.731875
CLDN15	-0.753833333333333
OR51A2	0.111
GUCA2B	1.6715
DOCK9	1.1405
ITGB1BP1	-1.342
DLG2	-0.678375
BRAP	-0.42175
SESN3	0.73
ZC3H7B	-0.4525
FAM101A	1.24516666666667
FKSG24	-0.44775
ZYG11B	-0.47225
RFC2	-0.6305
SH2D3A	1.26166666666667
DVL3	0.00924999999999999
ADFP	-0.109166666666667
KRIT1	-0.3435
SERTAD3	1.94783333333333
LEFTY2	-2.0465
KRT27	1.0715
SCFD2	-0.18425
MN1	-0.24975
RORA	0.23075
PTPRD	-0.0005
PIAS2	0.522333333333333
CYP4X1	7.34033333333333
FBXL15	-0.2005
MYH15	-0.4515
CRX	-0.9925
TBC1D13	0.59625
SLC22A17	1.286
PLK2	3.09866666666667
ARHGAP9	1.49525
EIF1B	-1.111
C20orf185	-0.2445
DEFA7P	0.585
PRIM1	-2.443
CRYAA	-1.7395
BACE1	0.8755
AGTRL1	1.65766666666667
ACAD9	0.1855
GRASP	0.5435
RBP4	-2.77733333333333
TFB2M	0.18525
METTL9	-0.9619
ATP5O	-0.29525
SP100	0.5489
CPSF1	-0.541166666666667
S100A4	-1.14025
LIME1	-1.2505
GPR137C	0.03425
OR2A2	1.03
C2orf29	-0.4015
NUP188	-0.67925
SDPR	-0.557
RAI1	0.38575
RPS20	-0.1914
LAMB1	-0.4565
ADM2	0.037
ZNF229	1.478
DKFZp434K1815	-0.85925
EPN3	1.83816666666667
CLIC3	-2.18275
MEIG1	-0.54675
HMGB4	-0.72275
STARD10	0.658625
KLF8	2.79925
EPB41L2	0.309333333333333
JMJD6	-0.5485
CTSL1	-0.3405
GPR27	0.943
ELAVL4	0.912
MMP21	-0.0995
PPM1B	0.3995
SUV39H1	-0.94025
AAMP	0.35375
TUSC4	-0.0593333333333333
MBD6	0.0125
KLK13	-1.60525
FMNL3	0.852666666666667
TRIM13	0.128916666666667
C15orf5	-1.41325
IQCF1	-2.237625
CACNG8	-0.1675
SLC35D3	0.100666666666667
ZDHHC9	0.696
ODF3L1	-0.12175
C9orf86	-0.6234
TSEN2	-1.6865
C17orf64	0.8845
SEPX1	-0.1281
TSPO	0.372166666666667
SYMPK	-0.5515
ADORA1	0.03075
TSPAN10	1.071
SEMA6C	0.481833333333333
RTTN	-1.353
IL2	0.8325
ARRDC3	-0.2075
TBPL1	-1.132
STX12	1.0785
MRPL39	-0.88275
OR8H3	1.4455
IFIT5	1.574
CASC5	-2.706875
FAM46A	-0.960333333333333
HPCAL1	-0.97025
CYLC1	-0.634
VGLL2	-0.345142857142857
C20orf191	-0.097
CDH1	2.80875
ITPA	-0.406
CCDC101	-0.423
D15Wsu75e	-0.4625
EDA	-1.29825
CREG1	0.362
OR7G2	0.351
SAP18	0.501833333333333
IFIT1	0.43725
CALML3	2.39233333333333
FLJ37440	2.5835
FNDC5	0.956
SERPINB6	0.899357142857143
JUNB	2.0716
SYS1	1.539
SCN2A	-0.12275
ZKSCAN5	-0.6653
WNT7A	0.714166666666667
TSHZ3	3.03725
RNF148	0.96525
H6PD	0.605125
CAD	-1.05116666666667
ZNF449	0.651
DOCK10	-1.021
FAIM2	0.789
HEXDC	0.658
PRB1	0.506
C14orf148	-1.194
ETHE1	0.171
IRF5	1.1206
GNMT	-0.1575
MGC16291	-0.639375
RPAIN	-1.11321428571429
CAGE1	1.751
CNTNAP3	-1.943875
ACTR1B	-0.8425
EEF1E1	-1.5905
MSX1	-0.23975
ESF1	-0.7701
HSPC171	0.10325
MRPL2	-0.7005
RDH12	-0.914166666666667
CELP	0.3425
METRNL	0.12425
C10orf116	3.24
C19orf48	-1.29475
ZNF346	-0.126875
NCR1	-2.618
C10orf64	1.732
CD52	0.86675
VPS18	1.18575
AP4S1	-0.628
NPBWR1	1.187
TPK1	0.99575
UBA52	-0.575555555555555
RIPK1	0.845666666666667
CPNE3	0.6518
HSPC159	-0.195875
C8orf38	-0.086
LRRC4B	-1.632
PARP10	1.0333
ANKRD50	2.03775
CXCL9	6.82
FGF18	1.07254545454545
EIF2A	-0.473875
SLC20A2	1.16283333333333
KIAA1549	0.323583333333333
SPINT1	2.3882
ZNF584	0.281
CRBN	0.126833333333333
ABCF3	-0.122666666666667
NCBP1	-0.583666666666667
PLA2G4F	0.714333333333333
PCDH10	-1.331125
TTC21A	-0.763
C20orf144	0.3985
FGFR1OP2	-0.799
SLC9A1	0.2916
CHRND	0.2655
FOXF1	-2.2835
KIAA1467	0.53
TPO	0.946
LTF	4.25
DNAJB9	0.77675
MRPS27	-0.5
bA16L21.2.1	-0.06175
WBP2	0.218166666666667
MRGPRX3	-1.64383333333333
PRPF18	0.383
C10orf58	-0.01525
SMOC1	-3.4366
ADAT3	0.307833333333333
TMEM138	0.06
TMEM131	-0.380625
TIMM8B	0.4035
MYH7	-1.13666666666667
ST6GAL2	1.465375
KIF1C	-0.0505
SUHW2	-3.339
PAPSS1	0.661
CABP2	0.03
HOXA4	-0.5775
ELF2	-0.0185
SEMA3D	0.8756
MC5R	-0.4335
OGFR	0.5955
FLJ30092	-0.430833333333333
TGFA	0.4209
MMP17	1.064
KIF15	-3.933
CHIA	0.69475
CATSPER3	0.0925
CEACAM7	0.630909090909091
PADI2	2.579875
HOXA9	0.943833333333333
LNX2	0.386833333333333
TMEM144	2.72575
HIF1AN	0.4105
METTL7A	-1.2579
C6orf165	2.3265
KIAA1468	-0.056125
DSG3	2.4715
ZNF180	0.957333333333333
EIF4E3	1.345625
SLC46A1	1.446
DKK1	-5.66966666666667
ZNF205	0.910166666666667
LOC162073	0.834555555555555
COX7A1	4.92075
MAGEA1	-5.49066666666667
NEDD8	-0.56275
KLHDC5	0.343333333333333
C3orf19	-0.356
MRPS2	-1.03075
POLR3H	0.0332142857142857
ABHD11	0.9866
TMEM17	1.43375
PAIP2B	0.8987
MAT1A	-4.02275
LGI3	-0.331
THUMPD2	-0.427
TKTL2	1.553
XAGE3	-2.62583333333333
CALM3	0.2495
C6orf136	-0.713833333333333
KCNC4	0.1125
RGS9	0.943166666666667
ACIN1	-1.1545
SPATS1	-0.616
XKR8	-0.0805
FAM84A	1.98508333333333
MS4A7	5.80836363636364
AGXT2L2	-0.02225
OR1F1	-3.2215
SMAP1L	-0.503833333333333
IPO11	0.665375
ZC3H11A	0.0720625
C1orf151	0.459375
RNASEH2A	-0.975
CCR10	-0.658
TXNDC11	0.33525
TMEM112	1.255125
MAP1B	-0.466571428571429
NVL	-0.038
PKM2	-1.21085
ARC	-1.5825
NUP54	-1.0625
PPFIBP2	1.89016666666667
STAT2	1.00475
PTAFR	1.49483333333333
ROBO2	1.564
RNF40	0.145833333333333
CCDC135	-0.79
IFT81	-0.249375
MORF4	-0.063
TM7SF3	0.0645
OR10H3	-0.6465
ABP1	-0.281875
CHRD	1.309
PLEKHA8	0.0596666666666667
NCALD	1.79208333333333
OR5AK2	1.19825
ACCN1	-0.0546666666666667
SLITRK1	0.0545
ARMET	-0.76275
C9orf52	1.298
REEP4	-0.8365
MTSS1	1.481375
ADH1B	4.10933333333333
DLD	-0.112
CDK5	-0.65575
PPFIA1	-0.05725
WFDC3	0.4135
DNAJB12	0.757
RANGRF	-1.038
MLANA	-5.25675
AMY2B	-0.69775
KIAA0319	-2.10342857142857
RPS7	-0.8885
JAK3	0.0339
ARFGEF1	0.93425
CXCL5	0.597333333333333
TRAPPC4	-0.013
CETN2	1.093
HSPC111	-1.3425
RHOBTB3	-1.3293
PHLPP	0.1945
RGS10	1.4915
TMEM58	1.3725
CHERP	0.160875
HSP90AB3P	-0.996666666666667
FSTL3	-0.989166666666667
PEX11A	1.137
OR5V1	0.848
FCN3	2.512
PTPN3	0.594375
NPTX1	-4.9135
C21orf84	-0.86825
C11orf51	-0.144125
ZBED2	0.244
FLJ90757	0.957
NPY2R	-2.472
PLD3	0.23525
SYT17	0.4875
SGSM2	-0.55725
OR1A2	0.19
FOXP1	1.2715
SLC5A1	4.33125
POFUT1	-0.6772
EPHB6	-2.86583333333333
MYO1G	-1.886375
STAC	-1.6673
KLHL17	-0.2035
RGMA	0.5643
TJP2	0.0677
FAM114A1	0.219166666666667
SERINC1	1.14841666666667
SLC9A8	0.171875
PEX19	1.126875
EDN2	4.144
PSMD7	-0.846111111111111
C3orf41	-1.925
UQCR	-0.195625
PPP1R3C	1.5005
LRP4	-0.897166666666667
TM2D1	0.0675
TTC17	0.446125
C4BPB	-1.9265
CCL25	0.4505
ZNF253	0.278
CHRNA9	-5.68525
SOX11	-1.372
HIVEP3	0.7205
CGN	1.78133333333333
C3orf35	0.00262500000000002
PKD2L1	3.18275
SYVN1	0.212875
PDE8B	-0.358
LOC439951	1.0945
LTC4S	2.72433333333333
MIF4GD	0.873333333333333
SMARCA2	1.7575625
TUBGCP6	-0.431333333333333
CABLES1	0.168375
C16orf77	2.075
ZNF791	0.1815
FUT5	-0.9185
ADH6	-2.8672
P4HB	0.75125
CLDND2	-1.25625
ALKBH8	0.201
PLAC4	-2.45525
F11R	0.797357142857143
MGC35295	0.83
PDZD4	-0.612833333333333
LOC389073	-1.224
FAM80B	-0.6935
PSMB1	-0.662375
TXN	-0.8485
VIPR1	1.2959
WBSCR18	0.248
EXOSC6	-0.2205
ACTA2	3.78016666666667
SP5	-2.70491666666667
ANKRD1	-5.03475
DDR1	1.9171
ATP6V1D	-0.23075
PTGS1	-0.58125
RNF157	-1.61775
DCC	-0.355
SPAG7	0.48075
FBXO18	0.03825
UBE3C	-0.6209
HOXC6	0.082
LRP2BP	-0.204
MYST2	-0.03125
PDSS2	-0.29675
ATE1	-0.24
ARAF	0.35075
KLF10	0.89525
PLA2G2E	1.012
ASCL1	-1.59566666666667
TSNAXIP1	1.693
FAM131B	0.117375
IFNA10	1.645
NUP43	-0.9945
FAM44B	-0.3065
L1TD1	-4.20566666666667
NMD3	-0.83125
C18orf54	-0.054
PHOSPHO1	-0.278
RAG2	-1.3435
EMILIN3	-0.582
METTL3	-1.02725
VPS13C	0.7655
REXO2	-0.3015
ANXA4	0.1115
CA1	-1.87233333333333
DCP1B	0.50075
TULP3	-0.920166666666667
ATP2A2	-0.143214285714286
ATIC	-0.53525
ADAM15	-0.128166666666667
NPL	1.32883333333333
LGR4	-0.776125
UEVLD	1.00516666666667
GAB1	1.22675
SNAI2	0.559666666666667
ZGPAT	0.0546
SNF1LK	0.3815
DLEU1	-2.60275
UBE2Q1	0.72275
ZMYM6	0.1410625
JPH3	-2.6685
FAM38A	0.140416666666667
PXK	-0.256833333333333
DENND2D	1.979
BAX	-1.00391666666667
CP	-3.951
RPL37	-0.3227
G6PC3	0.7665
NCOA4	-0.195833333333333
LRRC14	0.062625
GORASP1	0.7125
FCHO2	1.04925
CYP24A1	-3.716
FXYD3	1.457375
SMARCAL1	0.47575
ABCB8	-0.253333333333333
CCDC44	-0.25675
PRDM7	-3.31175
USH1C	-1.3475
DNAH5	1.58833333333333
SRF	0.284
MAL2	1.31766666666667
PGPEP1	0.0929166666666667
SIN3B	-0.11075
SEMA3C	1.3285
GRAMD3	2.132
FBXO10	-0.338875
OR5D13	-0.389
FLJ31818	0.0975
CACNA1I	0.41075
S100A13	-0.487
TP63	3.18671428571429
ANXA11	0.4319
WDR66	2.103
CSF2RB	0.2815
IFI44	-0.5965
DACT1	2.39866666666667
ANKRD23	-2.090625
ATP5G1	-0.48
C21orf70	-0.988666666666667
PPWD1	-0.761
DNAJC13	-0.4005
PAH	-4.83133333333333
PTCH2	1.24275
TRMU	-1.6765
CCDC9	0.5105
USP3	-0.0974
DCLRE1C	-0.4529
FAM55C	-0.27675
FRMD4B	1.66125
CYP2R1	-0.06075
RFPL1	-0.3457
XPO5	-1.117
ARL6IP2	-0.4905
OSBPL5	1.553
MMP9	4.66327272727273
KIAA0802	0.155125
DHRS2	-4.06416666666667
SGEF	1.074375
TXNDC10	-0.2902
EXOC6	0.63225
RPS27	0.836833333333333
PNCK	-2.45183333333333
FSTL1	0.02175
AACS	0.64075
SLMAP	0.225333333333333
SAMD4A	0.2271
ABRA	-1.129
SMARCD3	0.9615
PKNOX2	-1.0265
A4GNT	0.691
C9orf39	-0.900833333333333
RALYL	3.1905
MGC33556	-2.977
C10orf25	-0.6865
BBOX1	5.77975
NHEDC1	-0.308
XDH	-1.3005
GCSH	-0.948
EDN1	1.63683333333333
MTERF	-0.00025
CLK4	-0.050875
ZNF799	1.21866666666667
KCNG1	-2.094625
CXCR4	-0.00216666666666667
PTPRR	-2.136
IRAK1	-0.056125
LOC401397	-0.88275
TMSB10	0.174571428571429
CXCL3	-3.7022
TMC4	2.94825
OR7A10	-0.09
STYK1	2.7465
CHRNA10	-1.2075
CCNI	0.48375
EP300	0.371714285714286
LOC165186	-0.7235
HIC2	-2.9005
SDR-O	0.5675
OR2W1	0.784
KCNA6	1.2785
TRIM74	-2.1545
REEP6	2.0045
ATP5G2	0.02
ERG	1.283125
TMEM42	-0.68125
PARN	0.201
SOD2	-0.844
DIRAS1	0.497333333333333
PNPT1	-2.13775
JOSD3	-1.7425
hCG_40738	-0.373
PDE1C	-2.13125
SEMA4D	0.39975
AGPAT1	0.126
NOSTRIN	2.291375
MAP3K3	-0.363666666666667
MAX	0.5055
CAPS	0.218
SERPINA12	-0.406
OSBPL8	0.21625
RICS	1.9525
NR4A2	1.64483333333333
PPCS	1.04833333333333
LONP1	-0.88175
SCYL3	1.778
HERC2P2	-2.00466666666667
FIBCD1	-1.069
C15orf41	-1.01475
DMC1	-1.01316666666667
C20orf27	-1.86475
RPS6KA5	0.9508
FAHD1	-0.610166666666667
SLC12A4	0.6855
BRCA1	-1.552
GBL	-0.2025
SLK	0.019
NUDT9P1	-0.4785
NOXO1	0.575
USP52	-1.41775
BAZ1B	0.584125
SLCO2B1	3.07075
BBS12	0.915
LRGUK	0.6935
TERF2IP	0.33075
COL1A1	5.45
KIAA0090	0.445
GRK5	-0.0311666666666667
AP1S2	-1.0268
TMEM52	-0.849833333333333
CA11	-0.54125
OR4A15	0.1995
ACBD3	1.8259
SPAG11B	1.05325
PRDM2	1.2039
FOXP3	1.1365
SMYD3	0.216
LOC389199	1.2035
LGI2	1.1995
NAPE-PLD	0.0519
ANKRD6	1.644
WDR45	0.651166666666667
SHROOM1	0.508
PSCD3	0.265
PYY	0.483
KCNC1	-0.8865
ARHGEF9	0.7561
OR8J1	0.974
GPR55	0.123166666666667
NS3BP	-1.7265
C10orf22	0.0198333333333334
NAT8L	-2.14475
DUSP4	0.0811666666666667
FOXM1	-2.6125
GRAMD2	1.39533333333333
ZBTB48	-0.146833333333333
BUD31	-0.4735
PABPC5	2.4445
CCDC41	-1.0995
FBXO11	0.139416666666667
C6orf148	-0.60625
RFXAP	-1.42475
C6orf15	0.469166666666667
CDK8	-1.1695
C6orf70	-0.1355
TESSP2	1.925
ALG2	0.46625
PPP1R3D	0.86325
TPM3	0.8405
SYT13	-0.77825
EPB42	-0.238
CETN3	-0.83325
PRY	-1.3295
NTHL1	-0.543833333333333
POLR2B	-0.304
RPS28	-0.0520833333333334
P2RX3	-0.27075
LYZL4	-1.288
WBP4	-0.501
PMM1	-0.58125
C11orf79	0.50275
CBLL1	-0.5385
IL1F10	0.345166666666667
VAX2	-0.7015
SETDB1	0.652166666666667
LRAP	-0.205
GCLM	-1.09566666666667
CPEB3	1.95925
PPM1A	0.6753125
INTS1	-0.39325
CAMTA1	1.43208333333333
SAMSN1	-1.63825
LOC158830	-2.63733333333333
GMPPA	-0.498125
AIPL1	0.591666666666667
IL24	1.25466666666667
BDKRB1	-2.8575
MLF1	1.0069
TAF12	-0.251
ID1	-1.64675
THADA	0.135
PIK3CB	-0.0735
OR4N5	-1.126
TBC1D17	-0.111
COX8A	-0.10225
CDCA4	-0.61325
C2orf44	-0.51575
ZNF534	-1.27775
IMMP1L	0.368
NIPSNAP3B	0.67075
FTMT	0.241125
PWP2	-0.747666666666667
MMP15	0.6528
DNAH11	-3.9385
MTMR14	-0.2865
DNAL4	1.094
IPP	-0.316
TMEM59	1.189
C1orf157	0.415
RGS4	1.97566666666667
DDX18	-0.352333333333333
SNX6	-0.024
ZNHIT2	0.739
NCDN	0.233333333333333
FLJ33534	-0.23225
RAG1	-1.64814285714286
OR4D10	0.267
PTPN5	-1.10466666666667
POMT1	0.59825
LRRC8A	0.6826
CYP1A1	-2.047
CAPN1	0.774666666666667
DDHD2	-0.030375
GRIK2	-0.02325
GNRHR	0.83125
PPBP	-2.07466666666667
HTR3A	-1.0215
SLITRK4	-0.11325
ANKRD49	0.031
BTF3	0.199
SARS	-0.503
C13orf18	-0.0351666666666667
CACNB1	-0.527857142857143
QKI	0.5845
SETMAR	0.248875
MAN2B1	1.00883333333333
EML3	-0.43825
ACADL	0.390166666666667
OFD1	-0.063375
DEFB114	0.192
CGA	-4.992875
PEX16	0.876833333333333
LRRC10	-0.8195
GNG12	0.3725
C1orf152	0.198333333333333
CHRM1	0.093
CD53	0.412875
DBH	-1.3425
TFAP2B	3.7515
HIST1H2BJ	-1.93166666666667
FAM46D	0.1015
TMEM11	-0.3125
C3orf32	-3.0835
PCCB	0.268875
IPO13	0.214125
C6orf105	-2.86225
COMMD5	0.57175
SUV420H1	0.0987
LTBR	0.87675
ARHGAP15	-0.86125
HDHD2	0.316
TDRKH	0.789
LOC401052	0.228
PSG4	-2.131
GNB4	-0.1851
SPATA4	2.14125
SLC9A3	-0.365
OSBP	1.1215
NBPF3	-0.199083333333333
DOCK11	-1.9655
SLC39A5	-1.84966666666667
PRR5	0.891
C10orf63	0.45575
SMTNL2	-2.09625
ADRA1A	0.218666666666667
ASAH1	2.6663
DOM3Z	-0.02
GIPR	1.10183333333333
AHI1	-0.808583333333333
NADSYN1	0.243333333333333
RGS14	1.0455
IL18BP	0.9828
RTN4RL1	2.8995
ARMC6	-0.335
PSMD5	0.405333333333333
HK3	1.2842
OR4S1	-0.40725
RSU1	0.7439
MAD2L1	-3.23122222222222
EIF4A3	-0.15875
DLEC1	-0.445166666666667
E4F1	-0.670833333333333
CHMP2B	-0.0346
CAMSAP1	-0.16075
RPS21	-1.37266666666667
ARID5A	1.2215
UBE2N	-0.0564
IGSF8	1.26733333333333
MAGEB6	-2.024
ACAD11	-1.9485
MGC4172	-0.0635
LMO4	-0.7975
KLKB1	-0.3305
HP	-0.577
HDAC3	0.51925
SCHIP1	0.7395
CLCA1	0.851
OLFML2A	1.485375
C1orf112	-0.986
KIF19	1.05745454545455
HAPLN4	-0.8551
CXCR7	-0.453333333333333
GOT2	-0.251
RAB38	0.628
DCX	0.64125
PPM1H	1.00225
NFYC	0.713666666666667
KIN	-0.218875
ZNF228	1.913
PLSCR4	2.4525
HIG2	-0.55575
FAM79B	7.258
C21orf86	-0.8436
KCNK10	1.91875
ZNF738	-0.49775
FSTL5	-1.4582
OR6A2	1.727
OTOA	1.20866666666667
EXOC1	0.00225
AHRR	-3.334375
PDAP1	-1.89516666666667
C19orf6	-0.14225
ZAN	-0.126
LY6G6E	-0.5655
EIF4E2	-0.65825
C20orf198	-0.62225
ZNF324	0.77625
CYP3A5	-3.84416666666667
ENTPD7	1.07866666666667
MBOAT5	0.573333333333333
GJB5	-0.43125
TTC13	-0.15425
S100Z	-1.4525
KIAA0664	-0.119666666666667
PDGFRB	2.65425
IL17D	0.21275
OR56B4	1.098
RDX	-1.3605
SLC34A3	0.997
IL28B	-0.4
JUND	1.437
CHRNB1	-0.1495
CAMK2B	-0.024
FETUB	-1.99375
CXorf23	1.51
