Hybridization REF	TCGA-A7-A0D9-01A-31R-A056-07
PTPN23	0.493
C1orf183	-0.710833333333333
MAGEA8	-3.092
DGCR8	-0.9695
GSR	-1.666
PAQR7	0.63175
ZNF676	0.66075
CACNA1C	0.5982
SP7	0.841
PDCD6	0.1155
NRN1L	-0.2515
BRI3BP	0.33
KIAA1183	1.7455
ASB4	0.02575
CCL23	0.4032
OBSL1	0.256
SLC12A7	1.52158333333333
KIAA0240	1.082125
CD1B	-3.58433333333333
FCGR2A	0.514375
MDC1	-1.367
HTR1A	0.277833333333333
OCEL1	0.818
ATP11B	-0.3192
FBXO34	0.2845
PCDH12	3.05983333333333
RPE	-0.85775
C17orf74	-0.0195
CSDC2	0.321666666666667
PET112L	-0.01375
TMBIM1	0.774625
P2RXL1	-0.2725
TCHP	-0.529
TRMT1	-1.27283333333333
F2RL2	0.619
LRRC32	2.66466666666667
IMPG2	0.526
BGLAP	-0.56275
LOC493869	-1.53091666666667
MRAS	1.439125
SLC35F5	0.85875
CBWD1	-0.4885
AXL	-2.267375
ATP2C2	3.301
TELO2	0.000500000000000007
PNPLA3	-2.70025
PCDHB14	0.08225
CD276	0.75875
KRT80	-0.33225
DUSP28	0.072
CSNK1E	0.363166666666667
SRP14	0.159
KCNQ4	-0.692
KRT72	-0.315666666666667
CCDC117	0.398375
C6orf89	0.514777777777778
TUBB2B	-3.69483333333333
RTN4IP1	-0.76675
CR1L	-4.5635
CEND1	0.187625
C12orf41	-0.521666666666667
RNF31	0.05125
UBN1	0.522166666666667
C17orf32	1.021125
SLC5A7	0.60525
GPR92	-0.337666666666667
ESAM	1.9971
CTNNA1	0.453666666666667
HRBL	0.8445
CBX4	-0.813
TMEM182	0.21975
SH3TC2	-1.6755
IL10	0.545166666666667
PXMP4	0.3395
RNF167	-0.5649
PAK7	-0.0786666666666667
ETV3	-0.12
ATPIF1	-0.461666666666667
LOC554207	-2.19116666666667
OR8H1	0.051
WDFY3	1.601625
DPM1	0.4325
GPSM1	0.025
WDR92	0.0656
LRP1	0.4895
ANKH	-0.367125
THUMPD3	-0.70375
POLR1B	-0.6365
OLFM4	0.651333333333333
RAD9B	-0.58
TSPY2	-3.722
PAX6	-2.1045
SCG2	-2.5955
SLC17A6	-0.19975
FMO3	1.489125
PADI4	0.198857142857143
TUBB4	-0.8749
NLK	-0.59825
POU4F3	-0.2935
SDF4	0.06075
ITGBL1	1.79683333333333
NETO1	-1.3765
TAP2	-0.698875
ABBA-1	0.1075
GNAI1	-0.516
VPS4B	0.93925
NOPE	-0.1778
GALNT6	3.12783333333333
SESN1	0.094
GBE1	-1.55044444444444
CLASP1	-0.12775
RASGEF1B	0.334875
ACOT11	0.0377142857142857
AFAP1	0.80975
OR2H2	0.08525
DPY19L2P1	0.88475
DZIP1	-2.31775
SEC22C	-0.382833333333333
GPR161	-0.998166666666667
RNF146	1.46225
WDR74	-1.25475
GALP	-0.397
PURA	1.38825
DNPEP	0.546333333333333
RP11-78J21.1	-1.608
ERBB2	1.336
FANCM	-0.851
NEO1	3.42216666666667
DDX3Y	-5.1222
RPS3A	-0.091125
MXRA7	-0.132
LGALS3	0.994166666666667
GLT8D1	0.394
CFL2	-1.67416666666667
UPB1	-0.28475
NAP1L5	-0.317875
CLDN14	-0.09825
DHX38	-0.18075
BTBD1	0.67775
TARS2	-0.141333333333333
ABCF1	-0.3434
FCF1	0.659833333333333
LRRC49	1.2925
GUCY1B2	-2.8105
C1orf177	-0.2365
SMARCA4	-0.580928571428571
LRP8	-1.458
TAGLN3	-1.07675
MRPL14	-0.5305
TTRAP	0.18875
ZDHHC20	0.197
NFE2L3	-0.4255
KIAA1377	0.17075
PALMD	1.1846
TMEM43	0.2125
TTL	-1.688
STAT5B	-1.21566666666667
SSB	-0.446125
OR10H5	-0.188
SLC22A13	-0.262
AKAP3	-0.3585
TIMM23	0.0623333333333333
OAS2	0.951818181818182
KIAA0423	1.1825
TRIM11	0.598166666666667
GLIS3	1.356625
TMEM50B	0.608833333333333
ARHGEF4	-0.178125
DEGS1	-1.33509090909091
TBL1XR1	0.454933333333333
G6PD	-1.50425
SP140	0.3833
MUC17	0.142428571428571
NUDC	-0.6496
DNAJC5B	1.66483333333333
SCARA3	-0.317833333333333
CPA3	4.399
BCAT2	-0.079375
MFN1	-0.0675
NRG3	0.263
SNX11	0.71175
PLEKHH1	0.233666666666667
GPR177	-1.43383333333333
HCFC2	0.2795
TCAP	-1.55625
MOCOS	-3.1655
C14orf93	-0.101
PRDM10	-0.304833333333333
SLC16A4	-0.51225
SRGAP1	1.8855
VIP	0.4455
DUSP27	0.5195
LILRA1	0.38
MC2R	0.894
MGC24103	-2.53275
MBTD1	-1.0185
FUT11	-1.04116666666667
USP33	0.2339
C15orf39	0.59025
MAP3K12	0.319875
PAAF1	-0.653166666666667
BARHL1	-0.4605
FLJ16165	-0.5975
PIWIL2	-3.00475
SYNE1	0.0770833333333334
CMTM4	1.65125
TSPYL1	0.8908
GUF1	-1.10083333333333
TMEM157	2.3385
WDR44	0.3715
HIST1H3C	-1.02325
DKFZp666G057	0.47625
RNPEP	-0.0645
GAS2L2	0.169833333333333
ADH4	-4.9865
GRPR	-0.257
FBXL17	0.3055
ZBTB10	1.24008333333333
Gcom1	0.2515
HTRA1	1.2382
ZNF585A	0.8435
SLC26A2	0.249
OTOP3	-0.0115
WISP1	2.21511111111111
ATP2B4	0.744916666666667
FLJ10769	1.876
CRAMP1L	0.734875
CHST12	0.20225
RAB22A	2.447
TARDBP	-0.284
STAU1	2.96075
CRB3	1.895
MIG7	-3.061
CHMP1A	0.125333333333333
ZNF160	0.39375
B3GALT6	0.29675
BARX1	-1.917
C6orf167	-1.8544375
NXNL1	-0.2775
DHX29	0.864875
HADHB	0.3995
PLXNB2	0.898
ILDR1	-0.09525
SLC15A3	1.17775
GAS2	-4.413
C20orf69	0.77975
NUMB	-0.1535
TNIP1	-0.0085
MESP1	0.333
PSKH1	0.29175
NSFL1C	0.2675
RHOG	-0.4855
HEY1	-2.281
KNG1	-2.288
ITGAX	0.8928
LIN9	-1.41966666666667
CANT1	0.364875
XRN1	0.609642857142857
CCDC96	1.1169
HEATR6	-0.7925
GNG7	1.29925
RUNX2	0.2615625
SOX1	-0.079
FCRL5	-0.0519
ZNF99	0.598875
FAM9A	-0.4275
SNX22	-0.179166666666667
MBNL3	-2.41916666666667
ODC1	-2.0245
ADORA2B	-2.6225
NR2F6	0.68275
ZFYVE16	0.199944444444444
SYNJ2BP	1.2374
POLE	-0.973125
E2F2	-1.97775
THRA	-0.348666666666667
PTGES2	-1.58733333333333
HIP1R	0.6755
TMUB1	-0.266666666666667
ENO3	-2.66975
RSPH10B	0.6695
CXorf39	0.920375
IRGC	0.32575
GPR109B	-0.585
FLJ13305	0.209
LCE3A	-1.1035
TNFRSF18	0.435166666666667
DET1	0.50525
TRPM3	-0.464916666666667
C16orf79	-1.8455
FECH	0.697666666666667
RAP2A	-0.247666666666667
CRIP1	2.362
AZIN1	0.642
SLC7A7	2.107
IL10RA	-0.2693
TMEM64	1.2655
CDC42EP4	0.3625
C16orf58	-0.0791
ARG2	-3.017
POU5F1P4	-4.9695
FAM62B	0.69425
DNAH8	-2.2304
ASH2L	2.77475
TSLP	-3.5795
CNTNAP5	-0.842
TMEM16C	-1.16975
IFNA14	0.538
SLC1A3	-0.232125
CABYR	0.55175
BCL7B	0.2288
NUDT13	-1.05033333333333
C13orf28	0.2555
C1orf53	1.17275
ARL6IP4	-0.2837
RPL35A	-0.30825
EMR3	-0.11475
RAB40C	0.646666666666667
SLC41A1	0.101166666666667
LRCH1	0.33625
LY6G5B	-0.8945
FAM124A	-0.547571428571429
MGC10981	-4.893
CLIP3	0.3552
MAP4K2	-0.0055
CHIC1	-1.699
SULF1	3.93566666666667
C20orf30	0.1285
PRDM5	-1.261375
ELOVL1	0.3765
C11orf48	-1.1195
SLC39A10	-0.68025
KCNV1	0.00599999999999999
ACP1	0.00199999999999996
ZMYM2	0.19225
B3GNT6	-0.151833333333333
C9orf69	-0.49225
C2orf15	1.17825
C20orf166	-0.4505
HSP90AA6P	0.289
EDG7	-1.201
NEURL	2.465125
LPL	1.80116666666667
CLEC2D	0.113285714285714
GRRP1	1.22983333333333
CD8B	-3.7901
HIST1H3D	-1.18466666666667
SLC6A12	0.625375
FAM27L	-0.4815
CD84	1.1079
RASA1	0.433
PHKG1	0.007
MAGEA11	-2.391
IMPA1	0.0744
NPM3	-0.93525
RARRES1	2.006
SH3BP1	-0.52375
B3GNTL1	-0.996
ARPC5L	-1.21966666666667
KLHL26	0.91025
SIM2	1.670875
GJC1	-0.0675
C20orf194	0.0285
EXO1	-3.84975
SLC2A2	-3.01366666666667
LOC285074	0.07925
LRG1	-1.73225
KIRREL	-0.097
PIK3R1	1.38707142857143
C4orf34	1.07575
MAF	-1.94527777777778
ADCY4	3.1125
ZMIZ2	0.4871
SLC46A3	1.8485
STAMBP	0.0783333333333333
CCDC16	-0.14025
MS4A12	-0.357
TCF20	0.14575
LRRC46	0.76775
C20orf152	0.0595
MRPS6	-1.222875
ABCB11	0.671
KCNC2	0.1435
CDH19	-2.65316666666667
C9orf123	-0.730833333333333
SSH3	0.428375
LDLRAD1	-4.14875
CCBE1	-0.6435
ZNF135	2.225375
TAAR1	0.912
WFDC12	-0.2755
CCDC42	-0.739833333333333
FLJ12529	0.1185
PER1	0.0196666666666667
TIMM50	-1.03233333333333
SMARCAD1	0.0205
FAM26C	1.0255
TP53TG3	-2.53833333333333
SH3RF1	1.6442
LMCD1	1.82125
GPR63	-0.2805
FLJ21986	-2.467375
AIFM3	-0.45475
MICAL1	0.2915
BLZF1	0.559833333333333
IQCA	2.40083333333333
PCDHGC3	-0.815
SAC	0.0385
BCL6B	2.11566666666667
DDO	2.005
MARCO	2.474
DCHS1	0.414166666666667
C1orf170	-0.367166666666667
CD200R1	0.672166666666667
C22orf15	-0.413
SEPT11	0.3545
ADNP	0.98225
UST	0.8781
C13orf34	-1.68283333333333
RFFL	-0.695357142857143
APBA3	0.032
C2orf60	-0.244
CUTL1	0.8011
PMS1	-0.669625
ZNF689	0.205
EIF3E	1.594
IL9	0.229
RPL31	0.085875
LY9	-0.156333333333333
ATP2B3	0.4345
KDELR2	0.0264583333333333
TFCP2	0.228
NLRP12	-0.5925
FLJ45422	0.265
TLE4	-1.6884
ZNF570	-0.397
FLJ43806	-0.7275
TLK2	-0.0355
CIR	0.19825
MARS2	0.4065
COL24A1	0.817
SDF2L1	-0.1295
HIBADH	0.621666666666667
IGFBP3	-2.99642857142857
C12orf23	0.066125
PSPC1	0.7065
C20orf43	2.003
TRAV20	-0.0935
ARHGAP24	0.62275
KIAA1975	0.9805
C1QA	2.8313
DNTT	-5.39016666666667
C10orf6	0.407333333333333
C11orf41	0.514375
HNRPF	0.085
COL11A1	6.06916666666667
UBAP2	0.320833333333333
CDKN2AIPNL	-0.606
C20orf174	1.67325
SPRED2	0.32225
PLA2G12A	-0.0193333333333333
ICEBERG	-1.8236
SCN10A	0.2985
C11orf65	0.27125
GBP5	2.26375
PITPNC1	-1.16083333333333
POU3F3	0.5665
NCOA7	-1.233375
LIN7C	-0.0974
LOC348840	-1.233
NKX2-2	-3.56825
ANKRD13D	-0.105625
LOC123688	2.945
FUT2	1.95616666666667
TAAR8	0.282
FZD4	1.94725
PNMA3	-0.54
OR4L1	0.207
WIT1	-2.7495
EXOC3L	0.82825
ATPBD4	-0.4285
KRBA1	-0.0365
UBXD6	-1.2495
HOXB7	-0.557642857142857
C7orf23	-1.2005
UNQ338	-0.57775
STAB2	0.19175
CDC20B	0.4245
IRF9	1.214
CENTG1	-0.177666666666667
TNPO2	-0.44475
MCPH1	0.00250000000000001
BMS1P5	-0.3485
SLC26A7	0.03875
HIST1H3J	-0.086
C9orf3	-0.6428
LBH	0.5795
MYO1D	0.20075
PTDSS2	0.414
NFU1	0.21075
DEPDC4	-2.38575
WNT7B	3.0045
GLP2R	-0.364166666666667
SETD4	0.0848
DYNLT3	0.1878
FKBP11	-1.71333333333333
SESTD1	1.39233333333333
FLII	1.04825
RPS16	-0.7723
CHPF	0.375
CSNK2A1	0.0575
SUMO1P1	0.092
FKBP6	-0.3885
ZNF214	1.43666666666667
TWIST1	0.2945
DDX56	-0.234333333333333
TRAM1L1	1.1328
EPO	-2.67283333333333
MRPS18B	-0.88525
ZNF682	-0.606833333333333
RPL14	-0.334166666666667
MAFF	-1.0745
LOC51136	-0.405
LY96	-0.783
DDX20	-0.5315
ABTB1	0.977666666666667
ARL5A	0.1635
CCT6A	-0.4255
HEPACAM	-0.88
EHHADH	-1.28633333333333
RBAK	1.8
CGB1	-0.572
ITGB5	2.3233
YIPF3	0.154
FKBP2	0.303
NR1D1	1.3871
TMEM110	0.7185
NEK2	-3.47166666666667
PRAMEF8	-3.54675
C20orf52	-0.544833333333333
PCDHGA3	-1.0575
VWA3B	0.111666666666667
NDUFA5	1.099375
THAP9	-0.21125
FLVCR2	-1.17183333333333
AP1S1	0.35225
SMAD6	1.05125
SAV1	-0.129625
SAT1	-0.28425
ZNF251	2.223375
ADAMTS7	0.083
RPP38	0.0705
C1orf211	-2.2415
YPEL2	1.53975
RBMS1	0.0495
ZNF445	-0.1785
NRXN2	0.677333333333333
PGBD4	0.038375
UGT2B28	-3.73625
WBSCR16	0.1625
NLRC3	-0.348625
ASTL	0.109
ST6GALNAC1	-3.21025
ZADH2	0.297125
MLLT4	1.12133333333333
ARL6	-0.136833333333333
MEF2C	0.178
CBFA2T3	0.5365
AFF3	3.16178571428571
COG7	-0.4225
MYB	-0.932166666666667
PLXNA3	0.4315
XRCC2	-1.8575
MMS19	-0.1335
ST8SIA5	-0.529875
CHPT1	-1.13333333333333
KIAA1712	-0.854875
OR6X1	0.187
ACTR3	-0.083125
UGCG	0.0195
OR4P4	-0.2375
ZAP70	-3.918
LPP	0.8495
ZNF485	-1.64375
PTPRCAP	-1.036
IL12RB1	-0.07525
ATRX	0.2392
CHST8	1.274375
C14orf109	-0.1695
ARV1	-0.27175
NMB	-0.915428571428571
COX5A	0.2805
EIF6	-0.8475
MPPED2	2.22616666666667
SEMG1	-2.128
CHRDL1	0.8375
TRAF3IP2	0.103
WNK2	-1.104
LILRA4	1.2765
LAMA2	3.83175
PXT1	0.072
RLBP1	-3.436
CD300C	-0.408
SLTM	0.7535
FLJ10404	-0.4326875
APOBEC3D	-2.63616666666667
RENBP	-0.0138333333333333
ATXN7L1	-0.213875
NID1	0.6885
TUBGCP3	-0.29175
ITIH5	1.05533333333333
CCDC110	1.351
C8A	-3.1335
MGC87042	-2.32725
HOXC13	1.26575
TFDP2	-1.212
HCP5	0.12325
POLI	0.78825
UCN	-0.493
ZNF764	0.181666666666667
C8orf45	1.5575
FHL3	-0.525
SPATA5L1	-1.08175
MMRN2	2.634
NDST1	0.6015
COL20A1	0.288333333333333
ZNF248	-0.341666666666667
PELP1	-1.21283333333333
MBL2	-3.22816666666667
RNF41	0.450375
C5orf24	0.682375
THOC5	-0.971625
SERINC3	0.189833333333333
RP11-151A6.2	0.68075
CDCP2	-0.23675
HIST1H2AA	-0.009
C11orf75	-0.481333333333333
FKBP7	-0.89725
DDOST	0.27525
GPNMB	-0.0503333333333333
TTF2	-1.40883333333333
KCNT1	0.0503333333333333
SLC39A14	-1.217625
NGRN	0.578
GPR137B	1.46225
MECP2	-0.0713750000000001
PSMA1	0.156
C16orf73	-5.58075
TMEM60	-0.164166666666667
CSN3	0.4535
NOS1	0.499333333333333
RAB7L1	-0.6335
YBX2	-1.351
KIAA1166	-1.425375
FUBP3	-1.02683333333333
ABCG1	1.742
ACACA	-1.61716666666667
ARL11	1.5784
ATOH1	-0.17
ODF1	0.109666666666667
CREB3L3	-2.00933333333333
TMEM127	0.987928571428571
DSCAML1	2.42875
PLN	3.03116666666667
LYPLA1	0.330416666666667
PRDM9	-1.381
SASP	-0.388
PLUNC	0.081
INTU	0.0155
HISPPD1	-0.047
LNPEP	0.0918333333333333
YARS2	-0.124
APCDD1L	-2.2605
ZCCHC4	-0.1599
FBXO22	1.69966666666667
TTLL13	-0.036
ZNF669	0.2495
PTGDR	1.71
DDX27	2.44575
KIAA0409	-0.898166666666667
GJB6	0.115
ASB8	1.186
PLP2	-0.641166666666667
MEPE	0.158
OR10J5	-0.5015
KRT222P	0.50375
COQ7	-0.0644999999999999
C1orf101	1.434
RERG	3.0694
CHMP5	0.586375
THAP11	-0.1755
ZNF43	0.655
ZRANB3	-0.8915
KRT13	-0.799875
MRPL19	-0.678625
RBBP9	-0.797375
SPATA17	1.206875
BXDC5	-0.011
PAFAH1B1	-0.0397499999999999
MAGEE1	1.11475
OSTF1	-0.79425
KIAA0323	-0.3835
TXNDC13	0.132333333333333
CNTN4	4.24
LCE1B	0.223
UNQ501	-0.0135
ZNF154	0.50175
C3orf64	0.091
SYT5	-0.0576
PON1	0.176833333333333
FLJ10357	-0.524125
ATP4A	-1.1225
GNPDA1	-1.0395
MGAT1	0.320833333333333
C14orf121	0.24825
SLC35B2	-0.73675
MIER3	0.169
CHEK1	-4.167125
ZNF8	-0.615
TXNDC1	-0.993
CKB	-0.6739
RTN3	-0.116357142857143
FZD2	-1.87983333333333
PART1	0.188875
PSMB6	-1.189
PCDHB8	-1.414
PHC3	0.7355
PPP1R8	-0.0218333333333333
NOVA2	1.49383333333333
TNFRSF11B	-4.302
GOLPH3	0.4865
UBLCP1	-0.266
SUHW3	-1.11175
TTLL1	1.1685
OPN4	0.402
OR13G1	0.3535
ZPBP2	0.459666666666667
HSD17B11	-2.096875
C9orf50	0.142
DHDDS	0.224
CTSW	0.1813
NEFM	-1.968
MRPL28	-0.93175
SYN1	0.389833333333333
PIGV	-0.180666666666667
ZIM2	0.387
APBB1	-0.809333333333333
SND1	0.217
C1orf123	0.3455
CHD3	-0.714
BHLHB8	-0.029
RNASE2	-0.673166666666667
BCAP31	0.356875
SLC25A44	0.083
CHD6	0.7909
PIB5PA	2.97084615384615
SELS	-0.31075
LOC541471	-1.087
FAT2	-1.186
ZNF81	-0.00749999999999999
OR4C16	0.3105
FLJ10081	0.4268
LRRC4	2.717
CS	-1.1325
N4BP2	-0.680125
IGFBP7	1.944
ZNF318	0.23425
NDNL2	-0.254125
ZNF609	2.680875
SIRT4	-0.75475
EXOSC10	-0.4205
ECE2	-0.488416666666667
OVGP1	1.82125
GTPBP3	-0.98575
PACS2	0.3677
C19orf36	0.522833333333333
ARL4C	-0.966125
ATG4B	0.349
UBQLNL	-1.10175
RHOXF2B	-4.072
PLEKHG2	-1.4325
GALR1	-1.6115
AQP4	0.0321666666666667
HDAC7A	-0.8245
DCUN1D3	-0.1405
OR8A1	0.25
CCRN4L	0.516625
CBR4	-1.15583333333333
KIFC1	-3.19883333333333
SLC7A14	-1.73583333333333
LHX5	-0.084
TRPC7	-0.336
LPXN	-1.39775
SERPINA1	-3.778125
RPS13	-0.1205
BPIL3	-0.159
PRKAA1	-1.035
FADS2	-1.6047
ENAH	-0.2071875
PRO1768	0.813
APBA2BP	-0.3625
LIPH	-0.363333333333333
C3orf33	-0.61175
RCC2	-0.536857142857143
ALDH1A2	-3.4405
RNF103	2.60475
AHCY	-0.82625
ALG12	1.017
CCL17	1.16975
ZNF543	1.388
ESRRG	1.8268
CNGA1	-0.8705
RDH5	0.147833333333333
OTX1	-0.2797
PTGFR	-2.03766666666667
CDR2	0.67575
SELE	2.71875
NLGN2	-0.595166666666667
EXOSC9	-0.639
ZNF566	0.115
KLRC2	-5.31
GPR12	0.568
KIAA0196	2.51175
PDRG1	0.10375
SSR3	-1.00228571428571
MSI1	-0.7905
CST9	0.482
CC2D1A	0.13625
PLAGL1	-0.761666666666667
ZNF778	-0.177
RNF2	-0.389375
KLF6	1.397
THBD	1.332
tcag7.1314	1.674
NR5A1	-0.225166666666667
ABCD2	0.32225
DNAJC7	-1.01575
CLEC4C	0.051
TM2D3	-0.179625
CCDC4	-0.2525
PLAC2	3.13775
DCD	0.3485
FAAH	2.08925
POLA1	-1.27733333333333
TM7SF2	-0.485125
FLJ39822	0.452666666666667
FLOT2	0.233
MAP4K1	-1.27083333333333
SRP68	-0.836125
C21orf74	-0.1135
ARPC5	-0.27325
LOC126075	2.10925
HECW2	0.97925
ZDHHC4	0.16575
ANKRD42	1.3437
PDE9A	-0.425666666666667
ABCA8	1.49475
NDUFS2	-0.1835
UBR5	0.138125
BTBD16	-4.21825
LOC554174	-0.175
ZNF20	0.527
KIAA1843	0.814
WDR17	-0.12325
C15orf33	-0.137
RNF113A	-0.6765
CAMKK1	-0.9175
CLCN2	-0.2285
ANXA6	0.952
LOC340069	-0.635
EMID1	0.8225
DPM3	-0.592833333333333
ELA1	0.139
SLC25A13	0.4318
KRT24	0.46325
SMPD1	-0.27
TH	0.669375
COL6A2	0.679142857142857
ANKS1B	0.359
GPR126	-0.8947
ZC3H12A	0.658166666666667
TMEM47	-0.164333333333333
C2orf51	-0.286166666666667
C1orf88	0.349833333333333
HSF2BP	0.0265
AKAP10	1.256
RPAP3	-0.506
KLHDC8B	1.414625
STOM	-0.3943
MUPCDH	-0.099125
C10orf72	0.4715
PLEKHA3	0.65225
TCP11L1	-1.03
CWF19L1	-0.30325
SPEF1	0.374153846153846
YSK4	0.045
ELN	1.2213
SAMD8	0.226666666666667
MPI	-0.662
MEPCE	0.1326
ABCC3	-3.01575
NANOGP1	-4.001
KCNK17	1.125875
HLA-DMB	2.94516666666667
RRAGA	0.329
ANGEL1	0.3165
RBM32B	0.032
CPN1	-3.51225
MGC52282	-0.6567
HLA-A	0.04225
OR9G4	0.441
EDNRB	-1.048125
SCD	-1.75635714285714
C14orf80	-1.492
BAGE2	1.1205
RABL4	1.93083333333333
RCVRN	0.0115
SHANK1	0.084
NLRP7	-4.2985
CD226	0.45975
STAT3	0.61
SYNJ2	-1.2585
TPCN2	0.2965
WDR36	-0.518583333333333
MBD4	-0.41075
ROBO1	-0.4068
ST3GAL6	-3.55975
SLAMF8	2.18666666666667
ATN1	0.134333333333333
GPR141	0.13325
KRT36	0.3435
TPH1	-0.146
DDX52	-0.42825
ZSCAN29	-0.783333333333333
TRPT1	-0.176833333333333
DPEP3	0.12825
DENND4A	1.662375
TSPAN16	0.1045
PTCHD2	0.1105
LOC145814	0.844
CAP1	0.420666666666667
EIF5A2	-0.9492
NT5DC3	-0.672
SEPT9	-1.26225
SEZ6L2	0.180375
EGFLAM	3.43725
VPS11	0.604375
NDUFB5	-0.102
CIDEA	3.656
IER5L	0.06525
N6AMT1	-0.1435
FAM83C	-0.4015
OXR1	1.43825
IRX1	-0.3775
DGKB	-0.7828
GCN5L2	-0.8105
MIR16	0.39525
FBXW9	0.0905
WDR4	-1.75266666666667
PDC	-0.144
VPS33B	0.50225
HEXB	-0.53425
FLJ32214	0.17125
TCEB3	-0.5115
CRLF1	-3.94625
ABI3BP	0.1805
C8orf22	-4.607
PYCR1	-1.848
KIAA1706	-0.1705
CDK5R2	0.398125
WAS	-0.1675
C12orf60	-0.806
CCBL2	-0.6775
MADD	-0.07175
C5orf34	-3.1395
WDR42A	0.2389
KLF12	-0.527
HSPA1A	1.33575
ITM2C	-1.62666666666667
DAPK2	1.084
LOC442590	0.764
SUMF2	0.408375
CENPA	-3.59330769230769
TMED5	-0.369125
CDH6	-0.628
BRP44	1.460875
THG1L	-0.969
GABRA2	-1.884
C14orf166	-0.47425
MYL1	-2.07116666666667
TNFSF18	-0.023
PAP2D	-1.34633333333333
PPIB	2.086
KLHL4	-0.540625
SFN	0.433666666666667
CCDC127	-0.224
FRAP1	0.459
GOLGA5	0.803
SDCCAG1	0.465375
MGC21675	0.204666666666667
C10orf95	-1.1725
KIAA1345	-0.574333333333333
C1orf163	-0.253
LACE1	0.338333333333333
OR10K2	-0.2875
CENPN	-3.06768
TMED2	0.515
UGT1A6	-1.9345
ANG	-3.27925
U2AF1	-1.41233333333333
CASC2	0.636
NMT2	-0.571166666666667
OSGEPL1	-0.2325
DFNB31	-0.641
SLC6A20	0.053875
DKC1	-0.533
FXYD4	-0.81225
WDR64	0.07975
MGC5590	-0.131
CREBZF	0.3025
DAZ1	-0.31425
PRPSAP1	-0.865
GCHFR	-2.4205
TTC7A	-1.67075
LOC196993	1.97225
UBD	-2.18766666666667
S100A1	-1.212375
RPL6	-0.1765
DNAJB6	1.84995
NAGS	3.3626
C2orf58	-0.0105
KERA	1.0545
MT1X	-0.7755
UBE2B	1.4848
KEAP1	0.32825
MST1	-2.901875
OMA1	0.776
ABLIM2	2.6645
BCL2L13	-0.18025
JAZF1	-0.0658333333333333
TMEM63B	0.667
S100A8	-0.862
ARFIP2	0.36875
UROS	0.219
KHDRBS2	-1.4075
POLQ	-3.74075
SOAT1	-2.02925
SPAG4	-1.21225
MRPS30	-0.778166666666667
LOC494141	-0.931
OR2T11	0.515
ORAOV1	-0.6386
ZNF184	-0.358666666666667
TCEB3B	-0.182333333333333
ADAM21	-0.2505
GDPD1	-0.1045
SPINLW1	-0.23
PRR14	-0.306166666666667
KCTD9	-1.2528
NUDT3	-0.3515
KIAA1822	0.4072
HIST1H4K	1.1635
DFNA5	-1.31475
GABPA	0.128
C14orf44	0.7475
POLB	-0.404625
PTAR1	-0.81075
SEC31A	0.4367
TRIM58	1.12825
TAS2R14	-0.253
VPS8	1.077125
H1F0	0.747833333333333
PRKCB1	-4.02383333333333
UGT2A1	0.2885
TOR1B	-0.849
LSS	-0.437416666666667
C2orf19	-0.9275
HNRNPC	-0.0730714285714286
TMEM100	-0.454666666666667
LOC116349	-0.11675
OR51M1	0.015
CCDC142	-0.7505
ISG15	-0.251375
ZCCHC14	0.3035
CREBL2	0.66775
TGDS	-1.32325
DC2	0.00750000000000002
CACNA2D3	-2.43328571428571
ZNF429	-0.0415
LYPD6	-0.439166666666667
SUCLG1	-0.101
OR51I1	-1.3635
MAGEH1	1.00725
PRPF40A	-0.099
SMR3A	0.5775
SPINK2	-1.7415
THAP2	-0.0425
NPY5R	3.742875
IRF4	-3.315375
SPESP1	-2.3785
OR10S1	0.2735
DTD1	-1.224
TUBE1	-1.031
DDX19A	-0.661
PDPN	-1.94775
TMEM34	0.661083333333333
MGAM	2.0455
COL3A1	5.35716666666667
GFM2	-0.2472
OR5A2	0.4615
PSG9	0.264
ARHGEF11	0.0113333333333333
IVNS1ABP	-0.7105
SIGIRR	1.02025
DUSP19	-0.7525
DNAJC14	0.3021
ACSS1	0.322875
IL1RAPL2	0.586
C4orf30	0.1265
SEPT4	2.06325
LANCL3	-3.0915
SPAG17	1.32066666666667
PRDX3	0.592625
HNF1A	-2.115125
P4HA2	0.306125
RFWD3	-1.199
MOV10	-0.447
DNAJA5	0.8485
LOC729440	0.08225
LOC200383	0.311125
SMC2	-3.0215
MIXL1	-1.56916666666667
TMEM9	0.06325
FAM86A	1.4125
ZNF174	0.1511
MYH14	-0.6545
CCR8	-0.553
VPS37C	0.647666666666667
GPATCH1	0.4425
B3GNT8	2.644
TBX4	-0.2485
CNR2	-0.00466666666666666
PCDH1	1.1665
C5orf29	2.2905
OCIAD2	0.3705
PLCG2	0.96075
KIAA0247	1.722125
HRH3	0.4584
CAPN13	3.045
CCR1	-1.0715
MGC15523	-0.270055555555555
UVRAG	0.490166666666667
DNAJA2	-0.423833333333333
ITGA2B	-1.2165
CLDN5	3.09175
PTPRN2	2.30985714285714
ZNF512	-0.174833333333333
PSAP	0.859142857142857
CCDC140	-0.3375
LRRC55	0.31875
CYP26C1	-0.081
C8orf47	-1.7735
LYN	-0.21175
DUSP6	-0.354666666666667
TGFB3	3.44206666666667
ELK1	-0.5844
PCDH11Y	0.455833333333333
HGD	-2.85525
C17orf58	-0.256
MYO3A	-0.033
SERPINE2	-5.22366666666667
AARSD1	-0.588
