Hybridization REF	TCGA-AO-A0JC-01A-11R-A056-07
C11orf42	0.1015
TAS2R60	0.4865
PANX1	-0.45375
C12orf42	2.82583333333333
RCBTB1	0.45875
FGL2	5.8875
CEP70	-2.043
WASL	-0.87
SEPT14	0.615
DCHS2	0.384
CYBA	0.86725
ARHGAP11A	-3.0005
MPZL2	-2.7305
KIAA1881	2.575
ANXA1	-0.304
AFF1	0.8425
FRMD3	-0.9295
SUSD5	-0.105
C9orf32	-1.54475
RASSF7	0.79325
KIR2DL2	1.017
SENP1	-0.0886666666666667
C20orf195	0.48025
C3orf44	-0.023
KRTAP9-3	-0.273
ZFP28	0.294142857142857
PLCB2	2.0869
TXNDC15	0.236
CALR3	-0.7435
HLTF	-0.384714285714286
C17orf67	0.6395
NDUFA6	-0.365
PKP1	-0.67175
HMG20B	-0.26125
GPR180	-1.1852
BAI3	-0.55625
NOSIP	0.6846
TRIM23	0.331375
ARL1	-0.107571428571429
CDK5RAP2	-0.0565
SSH2	-0.416
KCTD15	-1.70983333333333
FTHL17	-0.6035
AK3	-0.3885
RAB3C	1.98025
PAX4	1.46175
KDELC2	-1.303
BIK	1.392
KIAA1553	-1.88025
CEP135	1.1355
NANOG	-3.41433333333333
TRIM22	4.198
CDH13	-2.63666666666667
B4GALNT4	-0.7655
MDGA2	-0.735
SAMD3	5.31816666666667
OR1E1	0.2755
TAS2R10	0.2585
FASN	-1.8295
GPR116	2.8809
ZNF219	-0.488
CD33	-0.387375
RAB3GAP1	0.7225
H1FOO	0.8165
NXPH3	0.45875
CROCC	-0.454333333333333
GPX7	0.4255
BASP1	0.1129
STAM	-0.504
TBK1	0.47375
STX2	0.1745
RPL29	-0.13175
NR1H3	2.0425
MPPE1	0.562625
PHACTR3	-1.436
SLC44A2	1.805875
C10orf109	-0.37325
CLCN6	0.02175
C16orf59	-2.75025
SQSTM1	0.605833333333333
AADAC	0.94225
LRRC8C	1.544875
BIN3	-0.3259
HPS6	0.22725
MAN2A2	0.4662
GABPB2	-0.697625
KCND1	0.042
PTPN11	-0.0132142857142857
ZNF274	0.46975
ATF3	0.285166666666667
C7orf26	0.21675
C1QL3	0.115
WDR54	-0.928
FLJ40869	-0.746333333333333
ZNF397	0.815125
MLL	0.8048
TTLL6	-0.609625
ANKRD15	-1.68766666666667
KIAA1958	-1.84025
C1orf218	1.378
ZDHHC16	-0.4665
DDX47	-0.62675
EVI5L	-0.089
GDF6	-5.753
TAPBPL	0.748833333333333
BTG1	3.1345
DPP4	0.798375
KLHL23	-2.733
APOC3	-4.37
BTBD12	-0.126666666666667
CNOT4	0.337
HIST1H3I	0.147666666666667
OR5H1	0.22525
APEH	-0.9105
TRY1	0.054
SLC26A8	0.609666666666667
KCNA2	1.1445
TMEM159	0.463375
C6orf81	-0.00266666666666668
PCYT1A	0.102333333333333
C6orf157	-0.08825
BRMS1	-0.25375
CHST1	1.53966666666667
LGALS1	-1.4305
TAF1B	0.2045
FLJ40504	-2.604
GPR173	0.515
COL15A1	1.571625
CASP10	0.783
PCMT1	-1.46292857142857
HDAC5	0.4374
LOC641367	-0.24525
EVC2	0.71275
SGPL1	0.575333333333333
GON4L	0.972571428571428
AFG3L2	-1.1165
C5orf15	0.049
UBXD1	0.3425
LILRB4	1.6665
GSTA4	-0.506666666666667
ADIG	-0.634
GRIPAP1	0.54375
HIST1H3B	-0.55
BTRC	0.55
USP49	-1.8805
IQCH	-0.08875
ACBD6	-0.83025
YEATS2	-0.894
CABP5	0.193
TRIM3	0.30225
HNRPM	-0.1635
FGG	-4.4213
C18orf16	0.1255
CLEC2B	1.272
PQBP1	-0.401166666666667
JTB	-0.0755
REST	1.64716666666667
SLC8A3	0.3495
TMEM16H	0.21475
MRPL47	-0.630375
EVI1	0.9559
MUC1	-0.022
TEAD3	-0.43225
STOML1	-0.559625
USP24	0.5209
PNMA5	1.27625
MAEL	-0.00316666666666669
LBP	0.5755
HSD17B4	0.55225
SEC31B	0.835
IDH2	-0.167
SFRS16	0.52575
AICDA	6.021
RNF180	-1.8595
C1orf56	-0.072
FLJ10324	-0.679
GPR148	0.1525
MEF2A	0.60525
ASF1B	-1.63433333333333
HTN3	-0.01425
RNF215	0.292
SLC4A3	-1.11766666666667
ADAMTS9	0.1661
C9orf66	1.19216666666667
FOXD3	0.774
GSDM1	0.5145
IFITM5	2.1325
PODXL2	-2.26383333333333
C1orf176	0.19675
RPS3	0.08825
hCG_2004593	-0.127375
COL21A1	-0.69975
NTNG2	2.114
RAI14	-0.568666666666667
P76	-0.39
LRFN3	0.01675
FAM14B	-0.350625
FKBP14	-1.65575
TNNI3	-0.358166666666667
HOXB3	1.5475
SGCB	-1.30125
PPAPDC3	-0.551
FRAT1	1.0075
MORN1	-0.491666666666667
ARHGEF2	0.86075
BNIP2	0.5205
DHX30	-0.542
EEFSEC	-0.75675
FGF20	0.616
FLJ38973	-0.085
PLCH2	0.495416666666667
CCNG2	0.9415
PSPN	-0.017
WDR88	0.4615
HOXB13	-2.759125
MTMR8	0.5715
SPAM1	-0.123
PPP2R1B	-0.62625
TANC1	-0.15925
CNN3	-0.2538
CHGA	-0.127125
C9orf128	1.964
CACNA1B	0.6935
MMAB	-1.9094
RHOA	-0.291666666666667
RAPGEFL1	-0.472
SLC1A5	-1.70566666666667
CALCA	-0.635375
SYCP1	0.71675
CXCL11	4.238875
GFI1B	-1.64716666666667
PSCD1	2.37833333333333
C11orf58	-0.168833333333333
MGC45438	0.439833333333333
NUDT18	1.0985
ASB3	-0.249333333333333
ZP1	-4.092
LPPR2	-0.4704
ZNF527	0.417666666666667
ZNF771	-0.675875
TTBK2	-0.05075
TRIM55	-1.002
GJB3	-0.204
PRSS35	-0.43425
SCRG1	-1.34775
ZDHHC24	0.23775
DUSP26	1.0215
C1orf51	-1.22125
DNAJC3	0.344333333333333
LITAF	0.67975
ZNF410	0.31525
AFP	-4.75416666666667
ZW10	-1.489
PHOX2B	-0.1135
VILL	1.652
ELOVL7	-0.435
LOC644186	1.9305
PPP3CC	1.8995
CHST13	-2.516
WDR40B	0.120333333333333
MEA1	-0.3355
HILS1	-2.1755
DLX6	-1.98983333333333
NKG7	3.39816666666667
EMP1	-0.01825
ACTR6	-0.23725
CHCHD7	0.218642857142857
COG2	0.2809
TCEA2	0.6083
TARS	-1.45775
FLJ20294	0.0926666666666667
ZNF92	0.643625
TRAPPC2L	-0.2648
ARHGAP28	-0.206
CCDC109B	1.90075
LGTN	0.173333333333333
INGX	0.126166666666667
LOC124446	0.98675
RPS2	-0.83225
C17orf75	-1.17733333333333
NBPF1	0.536
SLC2A8	-0.555
SNRPE	-1.37775
CARD6	0.86775
IL13RA2	-2.22875
CUEDC2	-0.48125
C4orf19	-2.86825
AOC3	1.7505
MTHFD2	-1.25533333333333
OR5M9	0.4725
C4orf38	0.3445
SS18L2	0.81225
OAS3	1.20616666666667
LARGE	0.63925
LRIG3	-0.5355
LIMA1	0.3645
STARD3	0.32525
VPS39	0.4815
CTAGE6	0.5015
ODAM	-2.39975
MORF4L2	-1.225125
GSTO2	-1.049
MTFMT	-1.882
PRKAB2	-0.770785714285714
ZNF76	0.298833333333333
HSPB2	3.385
CRB2	0.44725
KLRK1	1.0975
LYST	2.177
UBE2M	-1.1545
SLC16A9	-0.88075
ZNF281	1.16325
ST8SIA1	3.18175
C9orf105	-1.011
ANKRD46	0.24775
FAM108A3	1.5125
C20orf91	-0.04125
ZYX	0.462
RSPH1	2.004
ZSCAN5	-0.212
RIMS3	-0.689333333333333
KRT76	-0.00199999999999999
CEACAM4	1.459
SIRPB1	1.06425
CFHR4	-1.0965
SOX3	0.1575
GATAD1	-0.55975
C21orf57	-0.356
TMC8	1.75666666666667
AVIL	0.745833333333333
LMOD1	2.2915
HIGD1A	-1.13
NEU3	-0.099
DES	0.824
BZW1	-0.6417
ZNF221	-0.255
CCDC27	0.2
GDAP1	-0.68825
RBBP4	0.3735
MGC40499	0.47975
PHKA1	-2.479125
PRKAR1A	-0.412055555555556
HSD3B1	-0.04925
RAD52	-0.518833333333333
CD207	0.47
LOC389791	0.4215
RSPO1	1.66766666666667
TMEPAI	0.5335
MFSD2	-0.439875
ETV4	-3.59608333333333
SCGN	-1.28
LOC391356	-0.1745
MPP1	-0.55175
STARD3NL	-0.37
TFAP2D	1.082
CD2AP	0.2815
CCL20	-4.902
CCDC86	-2.0525
ZFP30	-0.60875
CTBP1	0.934
MAK10	0.00916666666666667
STXBP5	-0.341166666666667
LOR	1.3355
MAP6D1	-0.081875
ARMC7	0.4575
TMEM150	-0.1108
NSL1	-0.25625
KIF5A	-0.965
ASCC2	0.282
PSENEN	0.648833333333333
OPTC	-0.0035
FCRL2	4.482
KBTBD11	-0.153375
PCK1	-1.868875
CENTD3	-1.1975
MEGF8	-0.28525
ALPPL2	-0.04925
OBFC2B	-1.0205
ZFYVE20	-0.398625
GALC	0.6965
CTRB2	0.65875
C20orf71	-0.872
TBKBP1	1.04516666666667
CAMLG	0.342
TREML4	-0.085
RSAD1	0.35525
TUBA3D	-0.84
KIAA1833	0.64325
PNPLA1	0.0975
LRRC34	-0.877166666666667
CDH26	-0.195166666666667
ZNF167	0.667333333333333
ZBTB26	-0.5722
VWF	4.2711
VTN	-0.765666666666667
BAD	0.18175
PDS5B	0.984166666666667
ZNF644	1.36075
SH3GLB2	-0.114
SMPDL3A	0.4358
NRG2	0.535625
IL15	2.3665
GABARAPL1	-0.963666666666667
LAT2	1.6152
SLCO1A2	-1.70216666666667
LIG4	0.0075
GSDMDC1	1.06625
BMP4	-1.54
METT10D	0.406375
SYCE1	1.09375
SPANXD	-6.085
SLC12A9	0.507166666666667
MC1R	-1.923
RNF168	-1.0825
TRIM69	0.97025
GALNT7	-0.0341666666666667
ISG20L2	-0.29625
KIAA2026	0.836
TNFAIP8L1	0.2335
DPY19L2	-0.9395
C12orf63	0.941
PRDX5	-0.467125
MED6	-0.543875
TXNDC5	-0.913
CD46	-0.3
CCK	-0.993
C17orf48	1.23875
ANUBL1	1.96275
SIT1	3.6745
TYSND1	-0.116833333333333
DEF6	2.111
GLT8D4	-0.8565
UTP14A	0.495
RPH3AL	0.774
NXF1	0.815
TRERF1	0.882
TUBB3	-1.9559375
SLC24A2	0.2085
SEC22B	0.330333333333333
ZNF653	0.147
GGTL3	-0.889333333333333
CDKL2	-0.25625
CTF8	-0.385583333333333
EPC1	2.02
CYP4A11	0.186333333333333
THRSP	2.14983333333333
LELP1	0.419666666666667
TES	1.707
C17orf87	3.323
FERD3L	0.159
SH3TC1	1.574
RAB36	-0.1005
CRYGB	0.142
GRIA3	1.6056
BHLHB9	0.217
C1QTNF9	2.475
GOPC	0.71525
PNPLA8	0.510666666666667
ZNF444	0.224
FMO1	2.50525
POLR3C	-0.4525
SLC35F3	1.30625
SGCG	-3.2995
DCDC2	-3.28966666666667
NANP	-2.03575
MGC23270	0.051
BEX4	0.328833333333333
HYDIN	0.1907
RPS6KB2	-1.4625
ADRM1	-0.635416666666667
BAT3	-0.44575
RAB31	0.2446875
SCGB2A1	0.123875
SLC6A14	-4.41525
DDX4	-0.255
PRRC1	0.558833333333333
AP3B2	-0.645
TRGV7	1.074
TMEM184B	-0.359
ADPRHL1	-0.370166666666667
C21orf45	-0.970625
ARNTL	1.321625
AADAT	-1.653875
CCL2	2.85666666666667
SNTB2	-0.0295
RGS9BP	-1.48075
KPNA1	0.0815
TMEM41B	-0.706833333333333
S100A11	-0.369833333333333
DOT1L	-1.162
EFHC2	-0.03675
CLTC	-0.9305
SRP9	-0.521142857142857
ZNF521	-0.6135
FAM26F	2.58225
GPR88	0.843333333333333
COL13A1	-1.57283333333333
CHMP4B	-0.6157
SIGLEC6	0.6895
NFAM1	0.286875
PVRL2	0.1244
ALKBH4	-0.10325
CCDC93	-0.1918125
NXT1	-0.0425
KCNK4	0.2225
TROAP	-1.63016666666667
KCNA10	0.094
CCDC114	0.0998333333333333
RAN	-1.029
LMTK2	-0.3515
LOC400657	0.337
UFC1	0.08775
UBE1DC1	-1.068
EEF1A1	-0.0507222222222222
CHAC1	-0.647
HMGA2	-6.5499
B3GALTL	0.20675
ING2	-0.497
C1orf109	-0.511
INTS3	0.5685
ZNF558	0.5795
TRPM4	0.430166666666667
LTB4R	-0.484
ISYNA1	-0.3645
LSM7	0.42875
LRRC47	-0.9850625
ZNF179	-1.76516666666667
EXDL1	-0.484333333333333
SLC4A10	-0.5285
ACSS2	-1.09583333333333
COPS7B	-0.534
KIAA0040	1.7275
C1orf95	-0.1835
AP1GBP1	1.25225
OR9A2	0.331
FAM71C	-0.0755
RIN1	-2.49516666666667
ITGA4	0.578875
DNAJC6	-1.4152
CLOCK	0.399333333333333
SLC35A4	0.375166666666667
DSG4	0.1255
LOC26010	-0.43675
NSUN2	-0.732
TMEM86B	0.1252
C14orf135	-0.004
KIFC3	-1.91816666666667
PHF5A	0.005
NCAPH	-1.772125
STK11IP	0.04775
FLJ42953	0.738125
CCDC19	1.02516666666667
ZNF329	-0.412875
TAX1BP1	0.788666666666667
ZDHHC18	0.589666666666667
C10orf88	-0.0705
TMBIM4	0.813
NMUR1	0.7155
KIR2DS4	0.427625
C9orf90	-0.077
MGC87631	0.6135
KDR	2.8866
ST3GAL2	-0.004625
RLN2	0.7645
HPD	-3.4125
MOXD1	-1.45816666666667
PDGFRL	0.222166666666667
SMYD4	-0.268857142857143
FAM103A1	-0.293666666666667
MFAP4	0.920666666666667
LOC285141	-0.98375
TMEM45B	-2.606125
SMCR7L	-0.351
GZMH	4.69
CBLN1	-2.61233333333333
CNNM1	-0.396
PHF17	-0.287333333333333
NUP98	0.1575
RMI1	-1.259
PTPRS	-0.634125
ANKRD57	-0.241625
CLDN15	0.409166666666667
OR51A2	-0.2065
GUCA2B	0.4365
DOCK9	1.82625
ITGB1BP1	-1.0425
DLG2	0.1195
BRAP	-0.311
SESN3	1.815
ZC3H7B	0.49775
FAM101A	-0.411333333333333
FKSG24	-0.36825
ZYG11B	-0.281
RFC2	-1.53675
SH2D3A	1.01433333333333
DVL3	-0.650833333333333
ADFP	-1.34066666666667
KRIT1	-0.368625
SERTAD3	1.2535
LEFTY2	-3.7975
KRT27	-0.7035
SCFD2	-0.1175
MN1	-2.279
RORA	2.30425
PTPRD	-1.234
PIAS2	-0.348333333333333
CYP4X1	1.75966666666667
FBXL15	0.46625
MYH15	-0.530833333333333
CRX	-0.0358333333333333
TBC1D13	0.33275
SLC22A17	0.959833333333333
PLK2	1.39316666666667
ARHGAP9	4.932
EIF1B	-0.36375
C20orf185	-0.6505
DEFA7P	-0.0625
PRIM1	-1.8295
CRYAA	-2.1975
BACE1	-0.79275
AGTRL1	0.715833333333333
ACAD9	-0.22025
GRASP	1.2505
RBP4	-3.10183333333333
TFB2M	-1.09625
METTL9	-0.8721
ATP5O	-0.73225
SP100	1.6192
CPSF1	-0.0328333333333334
S100A4	0.4585
LIME1	0.941
GPR137C	-0.73575
OR2A2	0.3765
C2orf29	-0.596
NUP188	-0.746
SDPR	1.04325
RAI1	-0.188125
RPS20	0.6096
LAMB1	-1.28625
ADM2	0.249833333333333
ZNF229	-0.188
DKFZp434K1815	-0.8815
EPN3	0.3065
CLIC3	0.238
MEIG1	-0.08625
HMGB4	-0.3135
STARD10	1.446
KLF8	2.887
EPB41L2	0.1155
JMJD6	-0.337375
CTSL1	-0.418333333333333
GPR27	-0.632
ELAVL4	1.21425
MMP21	0.6945
PPM1B	0.7815
SUV39H1	-1.3205
AAMP	-0.42225
TUSC4	0.426666666666667
MBD6	0.69525
KLK13	-1.558875
FMNL3	1.263
TRIM13	1.14858333333333
C15orf5	-0.01325
IQCF1	-0.408142857142857
CACNG8	0.038
SLC35D3	-0.118166666666667
ZDHHC9	-0.747
ODF3L1	-0.09725
C9orf86	-0.0482
TSEN2	-0.82975
C17orf64	0.41975
SEPX1	-0.3044
TSPO	0.189666666666667
SYMPK	0.1765
ADORA1	-0.508
TSPAN10	1.678125
SEMA6C	-0.0431666666666667
RTTN	-0.2237
IL2	3.04783333333333
ARRDC3	0.4475
TBPL1	-0.3765
STX12	0.1165
MRPL39	-0.9205
OR8H3	0.3365
IFIT5	2.01716666666667
CASC5	-1.84125
FAM46A	-0.555
HPCAL1	1.166125
CYLC1	0.984
VGLL2	-0.17925
C20orf191	0.5255
CDH1	0.284416666666667
ITPA	-0.68725
CCDC101	0.134
D15Wsu75e	0.37525
EDA	-0.8555
CREG1	-0.87625
OR7G2	0.1465
SAP18	0.62525
IFIT1	1.2675
CALML3	-0.845333333333333
FLJ37440	1.867
FNDC5	-1.079
SERPINB6	-0.565214285714286
JUNB	1.7276
SYS1	1.373
SCN2A	0.566666666666667
ZKSCAN5	-0.989
WNT7A	0.991
TSHZ3	0.48275
RNF148	-0.23725
H6PD	0.964875
CAD	-1.30366666666667
ZNF449	-0.4735
DOCK10	2.558
FAIM2	0.4735
HEXDC	1.32125
PRB1	-0.24125
C14orf148	-0.5515
ETHE1	0.69075
IRF5	2.046
GNMT	-0.082
MGC16291	-2.045125
RPAIN	-0.160071428571429
CAGE1	0.091
CNTNAP3	-2.701625
ACTR1B	-0.17075
EEF1E1	-1.99325
MSX1	-0.055125
ESF1	-0.124777777777778
HSPC171	-0.2655
MRPL2	-0.6115
RDH12	-0.666
CELP	-0.579
METRNL	-0.557
C10orf116	4.33733333333333
C19orf48	-1.65675
ZNF346	-0.37225
NCR1	1.716
C10orf64	2.056
CD52	5.4645
VPS18	0.7875
AP4S1	-0.154166666666667
NPBWR1	1.634
TPK1	2.389
UBA52	0.0905
RIPK1	0.8215
CPNE3	-0.2192
HSPC159	-1.488625
C8orf38	-0.72125
LRRC4B	-0.58
PARP10	1.545
ANKRD50	2.059375
CXCL9	7.843
FGF18	0.949909090909091
EIF2A	-0.269625
SLC20A2	0.2635
KIAA1549	-1.998
SPINT1	0.2187
ZNF584	-0.6895
CRBN	0.472666666666667
ABCF3	0.147333333333333
NCBP1	-0.7955
PLA2G4F	-0.427666666666667
PCDH10	-1.085375
TTC21A	1.2545
C20orf144	0.7885
FGFR1OP2	0.390333333333333
SLC9A1	-0.0826
CHRND	-0.0345
FOXF1	0.44975
KIAA1467	-0.155
TPO	1.63583333333333
LTF	4.20928571428571
DNAJB9	-0.064
MRPS27	-0.795
bA16L21.2.1	-0.81975
WBP2	0.3945
MRGPRX3	-1.95633333333333
PRPF18	0.2065
C10orf58	-0.32725
SMOC1	-2.5271
ADAT3	0.4265
TMEM138	-0.34575
TMEM131	0.310375
TIMM8B	-0.052
MYH7	0.495333333333333
ST6GAL2	-1.10328571428571
KIF1C	-0.32425
SUHW2	-0.569
PAPSS1	0.48325
CABP2	0.1405
HOXA4	-1.38625
ELF2	0.64875
SEMA3D	0.9876
MC5R	0.075
OGFR	1.024
FLJ30092	0.221833333333333
TGFA	-0.2409
MMP17	1.74075
KIF15	-2.45375
CHIA	0.336
CATSPER3	0.314
CEACAM7	-0.307083333333333
PADI2	-0.1405
HOXA9	0.166
LNX2	0.0135
TMEM144	1.1755
HIF1AN	0.05575
METTL7A	0.2458
C6orf165	0.833166666666667
KIAA1468	1.19175
DSG3	-2.0215
ZNF180	0.316166666666667
EIF4E3	1.560625
SLC46A1	-0.271375
DKK1	-4.56733333333333
ZNF205	1.02433333333333
LOC162073	-0.373944444444444
COX7A1	4.8395
MAGEA1	-5.14
NEDD8	-0.413916666666667
KLHDC5	-0.437722222222222
C3orf19	1.27683333333333
MRPS2	-1.395
POLR3H	-0.503642857142857
ABHD11	0.0546
TMEM17	-0.756
PAIP2B	-0.0824
MAT1A	-1.3735
LGI3	-0.22325
THUMPD2	-0.0585
TKTL2	0.596
XAGE3	-2.57366666666667
CALM3	0.445666666666667
C6orf136	-0.157833333333333
KCNC4	0.118666666666667
RGS9	2.37883333333333
ACIN1	0.498
SPATS1	-0.33775
XKR8	0.17375
FAM84A	0.939416666666666
MS4A7	5.51690909090909
AGXT2L2	1.35525
OR1F1	0.016
SMAP1L	1.64066666666667
IPO11	0.520875
ZC3H11A	0.5745
C1orf151	0.47425
RNASEH2A	-1.63075
CCR10	-0.615
TXNDC11	0.482083333333333
TMEM112	0.559625
MAP1B	-1.93521428571429
NVL	-0.248
PKM2	-1.38775
ARC	-0.79775
NUP54	-0.581
PPFIBP2	1.775
STAT2	0.860125
PTAFR	2.8465
ROBO2	0.070875
RNF40	-0.1365
CCDC135	-1.08766666666667
IFT81	-0.9512
MORF4	-0.903
TM7SF3	-1.27075
OR10H3	0.2465
ABP1	0.748875
CHRD	-0.19625
PLEKHA8	-0.6435
NCALD	1.82275
OR5AK2	0.47425
ACCN1	-0.109666666666667
SLITRK1	-0.06375
ARMET	-0.63575
C9orf52	1.734
REEP4	-1.248
MTSS1	2.0775
ADH1B	3.98766666666667
DLD	-1.327
CDK5	-1.113
PPFIA1	-0.72
WFDC3	-0.08325
DNAJB12	0.621785714285714
RANGRF	0.4765
MLANA	-4.74475
AMY2B	2.167
KIAA0319	-1.364625
RPS7	-0.191
JAK3	1.4964
ARFGEF1	0.633
CXCL5	0.532666666666667
TRAPPC4	-0.63
CETN2	-0.41075
HSPC111	-1.3415
RHOBTB3	-2.705
PHLPP	-0.821
RGS10	1.895
TMEM58	-0.29575
CHERP	-0.213875
HSP90AB3P	-0.957833333333333
FSTL3	-1.9315
PEX11A	0.2375
OR5V1	0.6035
FCN3	2.99175
PTPN3	-1.568375
NPTX1	-4.9195
C21orf84	-1.87
C11orf51	-0.02825
ZBED2	4.95175
FLJ90757	-0.4215
NPY2R	1.3375
PLD3	0.19825
SYT17	2.06933333333333
SGSM2	-0.198
OR1A2	0.14475
FOXP1	1.856375
SLC5A1	-0.34
POFUT1	-1.1773
EPHB6	-0.879333333333333
MYO1G	1.5445
STAC	-1.028
KLHL17	-0.3405
RGMA	1.8535
TJP2	-1.323
FAM114A1	-0.775
SERINC1	0.983166666666667
SLC9A8	0.37375
PEX19	-0.292125
EDN2	-1.778
PSMD7	-1.41266666666667
C3orf41	-2.5785
UQCR	-0.194125
PPP1R3C	1.479
LRP4	-3.42133333333333
TM2D1	-0.605
TTC17	0.4913125
C4BPB	-4.386
CCL25	0.493
ZNF253	0.151666666666667
CHRNA9	-3.36525
SOX11	-3.174
HIVEP3	1.339
CGN	1.499
C3orf35	0.294125
PKD2L1	2.41925
SYVN1	0.699875
PDE8B	-2.355625
LOC439951	1.61275
LTC4S	2.25783333333333
MIF4GD	0.239833333333333
SMARCA2	1.8930625
TUBGCP6	1.262
CABLES1	-0.8725
C16orf77	2.37166666666667
ZNF791	0.473
FUT5	-2.3085
ADH6	-2.12916666666667
P4HB	-0.5775
CLDND2	-0.51925
ALKBH8	0.33025
PLAC4	-1.7055
F11R	-0.130571428571429
MGC35295	0.197333333333333
PDZD4	-0.536833333333333
LOC389073	-0.377
FAM80B	-0.696166666666667
PSMB1	-0.563375
TXN	-1.24066666666667
VIPR1	0.8773
WBSCR18	0.471
EXOSC6	-0.655
ACTA2	2.74066666666667
SP5	-2.7705
ANKRD1	-3.07075
DDR1	-0.189
ATP6V1D	-0.6185
PTGS1	-1.05058333333333
RNF157	-0.567
DCC	0.49
SPAG7	0.1625
FBXO18	0.26225
UBE3C	-0.9119
HOXC6	0.0895
LRP2BP	-0.5025
MYST2	-0.295
PDSS2	-0.21625
ATE1	-0.51
ARAF	-0.39625
KLF10	-0.71625
PLA2G2E	0.00174999999999999
ASCL1	-0.475
TSNAXIP1	1.44625
FAM131B	-0.320625
IFNA10	0.112
NUP43	-1.308
FAM44B	-1.2655
L1TD1	-4.59966666666667
NMD3	-1.75591666666667
C18orf54	-1.1318
PHOSPHO1	-0.665
RAG2	-0.887
EMILIN3	-0.1675
METTL3	-0.39425
VPS13C	1.3635
REXO2	-1.3775
ANXA4	-0.67275
CA1	-1.6815
DCP1B	0.516
TULP3	-0.8325
ATP2A2	-1.01642857142857
ATIC	-1.117
ADAM15	-1.24475
NPL	2.6945
LGR4	0.0955
UEVLD	-0.042
GAB1	0.138
SNAI2	-1.11933333333333
ZGPAT	0.7864
SNF1LK	0.6145
DLEU1	-0.8045
UBE2Q1	0.426125
ZMYM6	0.6950625
JPH3	-2.123
FAM38A	-0.352666666666667
PXK	1.43033333333333
DENND2D	3.71675
BAX	-0.711583333333333
CP	-3.308
RPL37	0.0776
G6PC3	-0.205625
NCOA4	-0.179666666666667
LRRC14	0.065
GORASP1	-0.11325
FCHO2	0.73275
CYP24A1	-3.1862
FXYD3	0.61875
SMARCAL1	0.32175
ABCB8	-0.201
CCDC44	-0.7785
PRDM7	-2.9405
USH1C	-1.39075
DNAH5	0.641666666666667
SRF	0.136916666666667
MAL2	-0.499333333333333
PGPEP1	0.6685
SIN3B	-0.337
SEMA3C	-0.734
GRAMD3	0.789
FBXO10	-0.10125
OR5D13	0.349
FLJ31818	-0.02175
CACNA1I	1.562
S100A13	-0.513
TP63	0.874571428571429
ANXA11	1.0561
WDR66	0.2365
CSF2RB	1.3455
IFI44	1.655
DACT1	0.438333333333333
ANKRD23	-0.971875
ATP5G1	-1.04633333333333
C21orf70	-1.00233333333333
PPWD1	0.326
DNAJC13	0.23075
PAH	-5.4105
PTCH2	0.134
TRMU	-0.68325
CCDC9	0.4945
USP3	0.0816
DCLRE1C	1.5498
FAM55C	1.33425
FRMD4B	1.87225
CYP2R1	0.28025
RFPL1	0.00899999999999998
XPO5	-1.494
ARL6IP2	-0.7125
OSBPL5	-0.16
MMP9	4.67236363636364
KIAA0802	-1.403
DHRS2	-2.43066666666667
SGEF	-1.046875
TXNDC10	-0.0376
EXOC6	-0.13375
RPS27	1.212
PNCK	-2.143
FSTL1	-0.43725
AACS	-0.89875
SLMAP	-0.104333333333333
SAMD4A	0.4964
ABRA	-0.28575
SMARCD3	-0.47925
PKNOX2	-0.735333333333333
A4GNT	0.205
C9orf39	-0.431333333333333
RALYL	0.309
MGC33556	0.639
C10orf25	-1.05
BBOX1	0.79675
NHEDC1	0.727
XDH	-1.8225
GCSH	-2.864
EDN1	0.599333333333333
MTERF	-0.336
CLK4	1.669125
ZNF799	0.974
KCNG1	0.397625
CXCR4	4.0215
PTPRR	-3.34575
IRAK1	-1.196625
LOC401397	-0.801
TMSB10	1.02535714285714
CXCL3	-1.7638
TMC4	0.76625
OR7A10	0.485
STYK1	0.589
CHRNA10	0.72675
CCNI	1.087
EP300	1.37735714285714
LOC165186	1.363
HIC2	-1.43925
SDR-O	0.012
OR2W1	0.0755
KCNA6	0.0485
TRIM74	-0.13575
REEP6	1.34475
ATP5G2	-0.38275
ERG	0.84275
TMEM42	0.85575
PARN	0.173333333333333
SOD2	0.7745
DIRAS1	-0.1245
PNPT1	-1.185
JOSD3	-0.412
hCG_40738	-0.4725
PDE1C	-2.00725
SEMA4D	2.408
AGPAT1	0.315833333333333
NOSTRIN	0.539625
MAP3K3	0.630666666666667
MAX	1.12192857142857
CAPS	1.33483333333333
SERPINA12	-0.579
OSBPL8	0.817625
RICS	0.9262
NR4A2	1.0905
PPCS	0.682166666666667
LONP1	-1.4885
SCYL3	1.2655
HERC2P2	-0.309333333333333
FIBCD1	-0.0475
C15orf41	-0.58575
DMC1	-1.00183333333333
C20orf27	-1.47125
RPS6KA5	0.7442
FAHD1	-1.05366666666667
SLC12A4	-0.93275
BRCA1	-1.54475
GBL	-1.23825
SLK	-0.304166666666667
NUDT9P1	1.2925
NOXO1	-0.27
USP52	0.1215
BAZ1B	0.3565
SLCO2B1	4.22675
BBS12	0.346666666666667
LRGUK	0.128166666666667
TERF2IP	0.892
COL1A1	1.7255
KIAA0090	-0.82475
GRK5	1.386
AP1S2	-0.1052
TMEM52	-1.346
CA11	0.081375
OR4A15	0.160833333333333
ACBD3	0.0263
SPAG11B	0.225375
PRDM2	1.5744
FOXP3	1.11375
