Hybridization REF	TCGA-A8-A0AD-01A-11R-A056-07
CDH19	-3.0038
C9orf123	0.437333333333333
SSH3	1.212875
LDLRAD1	0.54475
CCBE1	-0.772
ZNF135	1.805
TAAR1	-0.144
WFDC12	-0.098
CCDC42	0.445
FLJ12529	-0.5275
PER1	0.0976666666666667
TIMM50	-0.623833333333333
SMARCAD1	-0.526166666666667
FAM26C	-0.181
TP53TG3	-2.30933333333333
SH3RF1	2.392
LMCD1	2.28875
GPR63	-0.585
FLJ21986	-1.599875
AIFM3	-0.23575
MICAL1	0.4405
BLZF1	0.488166666666667
IQCA	2.28716666666667
PCDHGC3	-0.6115
SAC	0.32225
BCL6B	2.20533333333333
DDO	-0.18175
MARCO	1.93825
DCHS1	1.72266666666667
C1orf170	1.50616666666667
CD200R1	1.14333333333333
C22orf15	-0.5535
SEPT11	0.340166666666667
ADNP	0.05775
UST	-0.8835
C13orf34	-2.06833333333333
RFFL	1.08821428571429
APBA3	0.4615
C2orf60	-0.658125
CUTL1	-0.3377
PMS1	-0.83375
ZNF689	0.9
EIF3E	-1.10866666666667
IL9	-0.149
RPL31	-0.806375
LY9	-0.156333333333333
ATP2B3	-0.038
KDELR2	0.578875
TFCP2	0.226125
NLRP12	2.407125
FLJ45422	-0.28425
TLE4	-1.4173
ZNF570	0.5845
FLJ43806	-0.805
TLK2	0.31325
CIR	0.25875
MARS2	-0.1675
COL24A1	1.26925
SDF2L1	-0.295
HIBADH	-0.3465
IGFBP3	-2.47792857142857
C12orf23	0.992875
PSPC1	-0.45875
C20orf43	0.083
TRAV20	-0.207
ARHGAP24	1.7365
KIAA1975	-0.91825
C1QA	3.3991
DNTT	-3.74733333333333
C10orf6	-0.222666666666667
C11orf41	0.81975
HNRPF	-0.374
COL11A1	7.61866666666667
UBAP2	-0.182333333333333
CDKN2AIPNL	-0.2985
C20orf174	1.4855
SPRED2	0.75425
PLA2G12A	0.437666666666667
ICEBERG	-2.48383333333333
SCN10A	0.09
C11orf65	0.7545
GBP5	4.056
PITPNC1	-0.0608333333333333
POU3F3	1.2995
NCOA7	-1.903375
LIN7C	0.26
LOC348840	-2.2775
NKX2-2	-3.5315
ANKRD13D	0.47
LOC123688	-0.42
FUT2	2.36383333333333
TAAR8	0.6455
FZD4	0.557666666666667
PNMA3	-0.626333333333333
OR4L1	0.334
WIT1	-2.13875
EXOC3L	1.40375
ATPBD4	0.0357
KRBA1	-0.78625
UBXD6	-0.7195
HOXB7	-0.598785714285714
C7orf23	-0.616
UNQ338	-1.859
STAB2	0.26475
CDC20B	-0.32675
IRF9	1.4715
CENTG1	0.0640833333333333
TNPO2	-0.76675
MCPH1	0.093375
BMS1P5	-2.447
SLC26A7	0.538
HIST1H3J	-0.17875
C9orf3	0.0918
LBH	1.02225
MYO1D	0.700875
PTDSS2	0.12575
NFU1	0.38825
DEPDC4	-2.02925
WNT7B	2.9211
GLP2R	-0.9806
SETD4	-0.817
DYNLT3	-0.1606
FKBP11	-1.08466666666667
SESTD1	0.841833333333333
FLII	0.255
RPS16	-0.3693
CHPF	0.744
CSNK2A1	-0.253333333333333
SUMO1P1	-0.18775
FKBP6	-0.7115
ZNF214	1.82266666666667
TWIST1	0.4775
DDX56	-0.617166666666667
TRAM1L1	3.4898
EPO	-3.40066666666667
MRPS18B	-0.88775
ZNF682	0.138833333333333
RPL14	-0.1815
MAFF	-0.4035
LOC51136	-0.71525
LY96	-0.09275
DDX20	-0.50275
ABTB1	0.266
ARL5A	0.5278
CCT6A	-1.10925
HEPACAM	-1.05883333333333
EHHADH	-0.221166666666667
RBAK	0.562
CGB1	-0.109
ITGB5	1.6927
YIPF3	-0.55075
FKBP2	-0.444
NR1D1	1.1589
TMEM110	1.434
NEK2	-1.62233333333333
PRAMEF8	-3.2905
C20orf52	-0.345333333333333
PCDHGA3	-0.7435
VWA3B	-0.04525
NDUFA5	0.579625
THAP9	-0.8165
FLVCR2	0.674333333333333
AP1S1	-1.228625
SMAD6	0.20325
SAV1	0.88175
SAT1	1.25125
ZNF251	0.86675
ADAMTS7	0.3026
RPP38	-0.92075
C1orf211	-1.4815
YPEL2	1.09075
RBMS1	-0.509
ZNF445	0.309333333333333
NRXN2	-0.338166666666667
PGBD4	-0.2805
UGT2B28	-3.433
WBSCR16	-0.4457
NLRC3	0.041375
ASTL	0.21925
ST6GALNAC1	-3.41075
ZADH2	0.223875
MLLT4	0.958833333333333
ARL6	-0.568166666666667
MEF2C	1.568
CBFA2T3	-1.8575
AFF3	3.16471428571429
COG7	-0.0383333333333333
MYB	-1.20666666666667
PLXNA3	0.566
XRCC2	-2.43633333333333
MMS19	-0.997125
ST8SIA5	-1.076375
CHPT1	0.517666666666667
KIAA1712	-0.622625
OR6X1	0.238
ACTR3	-0.181125
UGCG	1.05683333333333
OR4P4	-0.36
ZAP70	-3.919
LPP	1.845625
ZNF485	-0.10975
PTPRCAP	-0.9635
IL12RB1	0.60325
ATRX	0.4699
CHST8	-2.997625
C14orf109	0.766
ARV1	0.945
NMB	-0.937571428571429
COX5A	-0.872666666666667
EIF6	-0.5955
MPPED2	1.63116666666667
SEMG1	-1.042
CHRDL1	0.2915
TRAF3IP2	0.03625
WNK2	0.66625
LILRA4	2.97883333333333
LAMA2	4.2365
PXT1	0.731
RLBP1	-3.252
CD300C	1.90775
SLTM	-0.242
FLJ10404	-0.4085625
APOBEC3D	-1.34083333333333
RENBP	1.26466666666667
ATXN7L1	0.994375
NID1	0.166
TUBGCP3	-1.20175
ITIH5	0.725
CCDC110	3.55425
C8A	-3.56225
MGC87042	-2.659
HOXC13	-4.40875
TFDP2	-0.34025
HCP5	1.206125
POLI	0.62075
UCN	-0.158833333333333
ZNF764	0.677833333333333
C8orf45	0.5955
FHL3	-0.45025
SPATA5L1	-0.3925
MMRN2	2.536
NDST1	1.197
COL20A1	-0.267166666666667
ZNF248	-1.22866666666667
PELP1	-0.930833333333333
MBL2	-3.0275
RNF41	0.423625
C5orf24	0.91575
THOC5	-0.44325
SERINC3	0.419166666666667
RP11-151A6.2	-0.086
CDCP2	-0.213
HIST1H2AA	0.144
C11orf75	0.2355
FKBP7	0.72225
DDOST	-0.112
GPNMB	1.5875
TTF2	-1.30566666666667
KCNT1	0.107666666666667
SLC39A14	-0.516
NGRN	1.0212
GPR137B	1.2965
MECP2	-0.103
PSMA1	-0.47325
C16orf73	-5.716
TMEM60	-0.0225
CSN3	1.1785
NOS1	0.425833333333333
RAB7L1	-0.476333333333333
YBX2	-0.068
KIAA1166	-0.838625
FUBP3	-0.284833333333333
ABCG1	2.962
ACACA	0.144
ARL11	1.6415
ATOH1	0.228
ODF1	-0.14
CREB3L3	-1.825
TMEM127	1.66914285714286
DSCAML1	-0.60675
PLN	2.866
LYPLA1	-0.517333333333333
PRDM9	-2.26025
SASP	-0.26125
PLUNC	0.073
INTU	0.514
HISPPD1	0.9785
LNPEP	-0.104333333333333
YARS2	-0.576666666666667
APCDD1L	-1.2425
ZCCHC4	-0.7663
FBXO22	-0.742
TTLL13	0.1035
ZNF669	-0.182833333333333
PTGDR	1.8345
DDX27	-0.8775
KIAA0409	-0.012
GJB6	0.851
ASB8	0.92975
PLP2	-0.339333333333333
MEPE	0.25475
OR10J5	-0.0395
KRT222P	2.22675
COQ7	0.495833333333333
C1orf101	0.36225
RERG	3.1258
CHMP5	0.304875
THAP11	-0.206375
ZNF43	0.141166666666667
ZRANB3	-0.747666666666667
KRT13	0.567375
MRPL19	-0.307625
RBBP9	0.136625
SPATA17	0.439375
BXDC5	-0.2965
PAFAH1B1	-0.53825
MAGEE1	0.57875
OSTF1	1.2155
KIAA0323	0.611916666666667
TXNDC13	-0.121
CNTN4	2.00525
LCE1B	1.691
UNQ501	0.53275
ZNF154	1.07325
C3orf64	-0.47775
SYT5	-0.2168
PON1	1.2726
FLJ10357	-0.214125
ATP4A	-1.3945
GNPDA1	-0.422833333333333
MGAT1	1.27216666666667
C14orf121	0.20475
SLC35B2	0.6775
MIER3	0.140833333333333
CHEK1	-2.52725
ZNF8	0.117
TXNDC1	-0.846166666666667
CKB	-0.9243
RTN3	0.580642857142857
FZD2	-1.54716666666667
PART1	2.104375
PSMB6	-1.17625
PCDHB8	-0.848
PHC3	0.6049
PPP1R8	0.118333333333333
NOVA2	1.74466666666667
TNFRSF11B	-3.55125
GOLPH3	0.336333333333333
UBLCP1	-0.36675
SUHW3	-1.05625
TTLL1	0.57975
OPN4	0.2755
OR13G1	0.0045
ZPBP2	0.187833333333333
HSD17B11	-0.88675
C9orf50	-0.2975
DHDDS	0.420571428571429
CTSW	0.5185
NEFM	-0.9745
MRPL28	-0.2025
SYN1	0.773833333333333
PIGV	0.153833333333333
ZIM2	-1.261
APBB1	0.994666666666667
SND1	-0.78375
C1orf123	-0.0566666666666667
CHD3	-0.21125
BHLHB8	0.21475
RNASE2	1.0845
BCAP31	-0.2315
SLC25A44	0.473166666666667
CHD6	0.7813
PIB5PA	2.73038461538462
SELS	0.212625
LOC541471	0.255875
FAT2	-0.329
ZNF81	-0.5265
OR4C16	-0.0385
FLJ10081	0.00320000000000001
LRRC4	1.66975
CS	-0.598333333333333
N4BP2	0.2455
IGFBP7	1.59525
ZNF318	-0.246083333333333
NDNL2	0.37375
ZNF609	0.42325
SIRT4	-0.8945
EXOSC10	-0.511
ECE2	-0.359833333333333
OVGP1	0.90375
GTPBP3	-0.95425
PACS2	0.4336
C19orf36	0.0063333333333333
ARL4C	0.657375
ATG4B	-0.368125
UBQLNL	-0.71125
RHOXF2B	-3.695
PLEKHG2	-0.269
GALR1	-0.97
AQP4	2.32133333333333
HDAC7A	-0.322833333333333
DCUN1D3	0.15175
OR8A1	0.6955
CCRN4L	1.03825
CBR4	0.603
KIFC1	-1.79766666666667
SLC7A14	-1.5165
LHX5	0.094
TRPC7	-0.0955
LPXN	-0.258
SERPINA1	-2.000625
RPS13	-0.4133
BPIL3	0.8255
PRKAA1	-0.8405
FADS2	0.621
ENAH	0.3585625
PRO1768	-0.3845
APBA2BP	0.78475
LIPH	3.143
C3orf33	-1.036
RCC2	-0.108357142857143
ALDH1A2	-3.5948
RNF103	2.49625
AHCY	-1.030375
ALG12	1.062
CCL17	-0.20925
ZNF543	1.38816666666667
ESRRG	4.4533
CNGA1	-1.2815
RDH5	-0.726
OTX1	-0.737
PTGFR	-2.15516666666667
CDR2	0.931375
SELE	1.80625
NLGN2	-0.805333333333333
EXOSC9	-0.80725
ZNF566	0.688166666666667
KLRC2	-4.6605
GPR12	0.706
KIAA0196	0.85775
PDRG1	-0.028
SSR3	-0.656714285714286
MSI1	-0.686
CST9	-0.2475
CC2D1A	0.12325
PLAGL1	-0.4545
ZNF778	-0.535
RNF2	0.570625
KLF6	0.938166666666667
THBD	0.952
tcag7.1314	1.45425
NR5A1	-0.004
ABCD2	-0.716
DNAJC7	-1.3465
CLEC4C	0.8175
TM2D3	0.778375
CCDC4	-0.5765
PLAC2	-2.979
DCD	-0.48
FAAH	1.55225
POLA1	-0.390333333333333
TM7SF2	0.199875
FLJ39822	0.462333333333333
FLOT2	0.037125
MAP4K1	-0.2985
SRP68	-0.325125
C21orf74	0.0255
ARPC5	-0.09575
LOC126075	1.84225
HECW2	0.248625
ZDHHC4	-0.431
ANKRD42	1.4092
PDE9A	-1.31583333333333
ABCA8	-0.1305
NDUFS2	-0.0125
UBR5	-0.18025
BTBD16	-3.308
LOC554174	0.03
ZNF20	1.056
KIAA1843	-0.733
WDR17	0.4225
C15orf33	1.754
RNF113A	-0.3785
CAMKK1	0.1648
CLCN2	0.53175
ANXA6	0.43
LOC340069	-0.2915
EMID1	1.052875
DPM3	-0.47825
ELA1	-0.168
SLC25A13	-0.8663
KRT24	0.61925
SMPD1	0.724333333333333
TH	-0.136625
COL6A2	1.73757142857143
ANKS1B	1.945
GPR126	-3.2394
ZC3H12A	0.425666666666667
TMEM47	0.538666666666667
C2orf51	-0.771833333333333
C1orf88	3.50083333333333
HSF2BP	1.06825
AKAP10	-0.6195
RPAP3	-0.245
KLHDC8B	1.210625
STOM	2.1937
MUPCDH	-0.035125
C10orf72	-0.0311250000000001
PLEKHA3	0.989083333333333
TCP11L1	-0.2435
CWF19L1	-0.784
SPEF1	1.98784615384615
YSK4	-0.206
ELN	1.9646
SAMD8	0.152333333333333
MPI	-0.775833333333333
MEPCE	-0.1529
ABCC3	-1.0375
NANOGP1	-3.676
KCNK17	-1.368625
HLA-DMB	4.71333333333333
RRAGA	0.8685
ANGEL1	-0.104
RBM32B	-0.154
CPN1	-3.53725
MGC52282	-0.359555555555556
HLA-A	1.49066666666667
OR9G4	0.3605
EDNRB	-1.71875
SCD	-0.929857142857143
C14orf80	-0.936666666666667
BAGE2	0.2755
RABL4	1.3605
RCVRN	-0.3685
SHANK1	0.3445
NLRP7	-4.724
CD226	1.41825
STAT3	1.6234375
SYNJ2	-1.3873
TPCN2	-0.340166666666667
WDR36	-0.549333333333333
MBD4	0.02675
ROBO1	-0.9724
ST3GAL6	-1.658
SLAMF8	2.83216666666667
ATN1	0.5615
GPR141	0.728
KRT36	0.1855
TPH1	0.4215
DDX52	-0.80375
ZSCAN29	0.152333333333333
TRPT1	-0.411833333333333
DPEP3	0.72625
DENND4A	-0.484375
TSPAN16	0.0435
PTCHD2	0.1785
LOC145814	-1.39525
CAP1	0.753833333333333
EIF5A2	-0.5222
NT5DC3	-0.807125
SEPT9	-1.38125
SEZ6L2	-2.240625
EGFLAM	3.36425
VPS11	0.635125
NDUFB5	0.00800000000000001
CIDEA	3.64733333333333
IER5L	0.1095
N6AMT1	0.15725
FAM83C	-0.54425
OXR1	-5.78241158658936e-18
IRX1	0.0495
DGKB	-0.5685
GCN5L2	-1.63
MIR16	1.175625
FBXW9	0.3215
WDR4	-1.89966666666667
PDC	-0.133
VPS33B	-0.125
HEXB	0.425
FLJ32214	1.0375
TCEB3	-0.61075
CRLF1	-4.71775
ABI3BP	0.48625
C8orf22	-4.1095
PYCR1	-0.729
KIAA1706	1.41575
CDK5R2	0.659875
WAS	0.582
C12orf60	1.15425
CCBL2	0.18825
MADD	-0.1125
C5orf34	-1.7475
WDR42A	0.4617
KLF12	-0.26975
HSPA1A	-2.7985
ITM2C	-1.2055
DAPK2	2.25083333333333
LOC442590	0.1725
SUMF2	-0.467375
CENPA	-2.58723076923077
TMED5	-0.3545
CDH6	-0.9776
BRP44	0.719125
THG1L	-0.87925
GABRA2	-2.0295
C14orf166	-0.1795
MYL1	-1.603
TNFSF18	1.0855
PAP2D	-0.680333333333333
PPIB	-0.3805
KLHL4	0.225875
SFN	0.461666666666667
CCDC127	0.01825
FRAP1	-0.3185
GOLGA5	0.94
SDCCAG1	-0.251375
MGC21675	0.374833333333333
C10orf95	-1.28625
KIAA1345	-1.49933333333333
C1orf163	-0.495
LACE1	-1.11016666666667
OR10K2	0.2075
CENPN	-2.71244
TMED2	0.53475
UGT1A6	-1.836
ANG	-0.3295
U2AF1	-0.866666666666667
CASC2	0.0238333333333333
NMT2	-1.31033333333333
OSGEPL1	0.059375
DFNB31	-1.3705
SLC6A20	-0.56
DKC1	-1.003
FXYD4	-0.98225
WDR64	0.0226666666666667
MGC5590	0.6885
CREBZF	0.150833333333333
DAZ1	-0.10525
PRPSAP1	-0.0155
GCHFR	-0.00375
TTC7A	-0.161875
LOC196993	1.8525
UBD	-0.984666666666667
S100A1	-0.44425
RPL6	-0.4755
DNAJB6	0.6783
NAGS	1.9508
C2orf58	0.348
KERA	2.776
MT1X	-1.2185
UBE2B	0.5055
KEAP1	0.406
MST1	-2.695375
OMA1	0.276
ABLIM2	1.68375
BCL2L13	-0.0845
JAZF1	0.634
TMEM63B	0.935
S100A8	-0.3878
ARFIP2	1.78375
UROS	0.04225
KHDRBS2	-1.4355
POLQ	-2.926
SOAT1	0.12675
SPAG4	-2.5785
MRPS30	-0.3345
LOC494141	-0.4345
OR2T11	0.553
ORAOV1	-0.9853
ZNF184	-0.169166666666667
TCEB3B	-0.0744999999999999
ADAM21	0.047
GDPD1	0.5305
SPINLW1	-0.34325
PRR14	0.149166666666667
KCTD9	-0.5683
NUDT3	0.60675
KIAA1822	0.6801
HIST1H4K	0.681
DFNA5	-0.6555
GABPA	0.11625
C14orf44	1.342
POLB	0.475375
PTAR1	0.16925
SEC31A	1.0358
TRIM58	-0.55
TAS2R14	-0.659
VPS8	0.508625
H1F0	2.25383333333333
PRKCB1	-3.75966666666667
UGT2A1	0.157
TOR1B	-0.03575
LSS	-1.06166666666667
C2orf19	0.6815
HNRNPC	0.422357142857143
TMEM100	-2.27766666666667
LOC116349	0.228
OR51M1	0.528
CCDC142	-0.78025
ISG15	0.8915
ZCCHC14	-0.492625
CREBL2	1.253125
TGDS	-1.9525
DC2	-0.09325
CACNA2D3	-1.13635714285714
ZNF429	-1.11175
LYPD6	0.4825
SUCLG1	-0.254
OR51I1	-0.835
MAGEH1	1.501
PRPF40A	-0.167
SMR3A	0.52
SPINK2	-3.48325
THAP2	-1.005125
NPY5R	3.674875
IRF4	-2.985375
SPESP1	-1.42983333333333
OR10S1	-0.4115
DTD1	-1.1645
TUBE1	-1.206
DDX19A	-1.091
PDPN	-0.4945
TMEM34	-0.0369166666666667
MGAM	3.264
COL3A1	6.11922222222222
GFM2	-0.1644
OR5A2	-0.2675
PSG9	-0.44725
ARHGEF11	0.0638333333333333
IVNS1ABP	-1.1501875
SIGIRR	0.54025
DUSP19	-1.197875
DNAJC14	0.1846
ACSS1	0.307625
IL1RAPL2	-0.163
C4orf30	0.75975
SEPT4	2.215
LANCL3	-2.6255
SPAG17	5.23766666666667
PRDX3	-0.664375
HNF1A	-1.675625
P4HA2	0.41925
RFWD3	-1.56566666666667
MOV10	0.0815
DNAJA5	1.17
LOC729440	0.13925
LOC200383	0.0997499999999999
SMC2	-1.82325
MIXL1	-1.50883333333333
TMEM9	-0.08075
FAM86A	0.958
ZNF174	0.9982
MYH14	-1.14675
CCR8	0.2805
VPS37C	0.664666666666667
GPATCH1	-0.0601666666666666
B3GNT8	1.5795
TBX4	-0.0205
CNR2	-0.0921666666666667
PCDH1	1.93525
C5orf29	5.1285
OCIAD2	1.1
PLCG2	0.63475
KIAA0247	2.1635
HRH3	-0.1409
CAPN13	3.744375
CCR1	-0.107
MGC15523	0.182555555555556
UVRAG	0.474166666666667
DNAJA2	-0.3715
ITGA2B	-1.03266666666667
CLDN5	3.339375
PTPRN2	1.54071428571429
ZNF512	0.295333333333333
PSAP	1.3165
CCDC140	-1.3515
LRRC55	0.386
CYP26C1	0.655
C8orf47	-1.69775
LYN	0.7615
DUSP6	-0.02
TGFB3	4.60346666666667
ELK1	-0.2048
PCDH11Y	-0.6255
HGD	-3.81525
C17orf58	0.205
MYO3A	0.739
SERPINE2	-5.01333333333333
AARSD1	-0.99975
C14orf73	-0.97675
ADAM33	-0.38775
ZNF491	1.085
MAPK6	-0.692666666666667
TCN1	-1.39066666666667
SLC24A6	1.1635
UBE2R2	0.84275
H1FNT	0.6515
TATDN2	0.348166666666667
LILRB1	3.203
P2RY5	1.344
NUCB2	2.03725
C2orf37	0.41225
SNX27	0.634166666666667
MTA3	-0.452875
FOXO4	-0.351875
ID4	2.75633333333333
SOX5	-2.54933333333333
PXMP3	0.820875
OR52M1	0.227
SFT2D3	0.331875
INA	-3.158
MCOLN1	0.50575
NFIX	0.7942
CLEC14A	5.22316666666667
HIBCH	-0.174333333333333
PLA2G5	1.06075
TIMM10	-0.398666666666667
MED17	0.1144
COL4A4	-2.176
TPP1	1.16466666666667
GJA3	-1.09516666666667
TMPRSS5	-1.84825
AADACL3	0.72
DNMBP	-0.5995
ENPP5	6.09633333333333
NQO1	-2.348
ZSCAN2	-0.208375
SEC24C	-0.3215
GTF2A1L	-0.6665
AXIN2	-0.2806
FAM33A	-0.945833333333333
C16orf13	0.223875
SPNS2	0.3835
TAF1	0.379
AP1G2	-1.0275
RBM42	0.648333333333333
HCN2	1.00566666666667
EFHB	-1.08716666666667
RUSC1	0.6945
GRIK5	-0.1125
USP21	-0.222166666666667
ATAD3C	0.54925
ORMDL2	1.192875
PRSS7	-3.741
PSAT1	-5.8835
FLJ13195	-0.646166666666667
TBC1D1	0.4505
IFNG	0.7985
OTOS	0.2095
ZNF773	0.754166666666667
EMD	-0.6725
RETN	0.4355
CCL8	3.0635
APH1A	-0.853625
COX18	0.1685
GTF2IRD2	-0.429
CCDC82	-1.72291666666667
PAFAH2	1.2368
NPEPL1	-0.8859
RP11-114G1.1	0.9875
TP53INP1	1.912125
ZNF300	-1.61466666666667
FOXL2	-3.20425
LARP2	0.639166666666667
LATS1	0.27175
HTR6	-0.2285
SPOCK2	-0.9775
RNF144B	2.36733333333333
HTATIP2	-1.317375
MGC10334	0.527083333333333
CENTA2	3.097
FGF2	-2.48625
FXYD7	0.038
PHYHIPL	-1.991125
GPR34	7.04975
DDX6	0.1965
OR10W1	-0.168
LHFPL1	-1.098
ZNF313	-0.521857142857143
VPS28	0.4075
AP3M1	-0.3966
AKR1CL2	-1.364
TRAF4	-0.582625
OR2B11	0.067
C19orf12	-0.0385
AKAP9	1.1125
C1orf62	0.118
SLC20A1	0.1219
FAM112A	0.75075
LDB2	0.643
MRPS23	-1.4395
KLK5	-0.48375
SPTB	-0.2841
EFEMP2	0.64525
EFNB2	0.240375
PCM1	1.72542857142857
NMNAT3	2.492125
TSG101	0.644666666666667
C8orf40	0.4435
NOB1	-1.86025
ABHD3	-0.3245
GTF3C4	0.62425
PIGN	0.828666666666667
GALNTL1	2.1535
AEBP1	2.6145
OR9Q1	0.3485
ANKRD2	-0.26425
CCL28	-2.93775
TRIM38	0.4645
TMCC1	0.993333333333333
SMG5	-0.09875
LRRC7	-1.626
NCAPD2	-1.63816666666667
C6orf153	-0.44425
C1orf74	0.1165
OTUD6A	-0.312
DCP2	-0.799666666666667
TMEM24	0.7195
RPL18	-0.145333333333333
TMEM177	0.1325
LRRC37A3	0.50325
C1D	-0.867833333333333
LDHC	-0.8885
UBE4B	-0.524166666666667
NIT1	0.35675
BTN3A3	0.106
RASD1	3.45275
COMMD3	0.42225
SHFM1	0.062
BIRC8	0.511
DUT	-1.22675
C12orf51	1.022
LRRC59	-0.365666666666667
LY6H	2.4155
WDR22	0.811666666666667
EDEM1	0.149071428571429
ADH1A	3.2035
PANX2	0.0922
CYP11B1	0.85475
CDC73	-0.2905
GPR172A	-0.252
GSTM3	3.32123076923077
KCNA5	-0.588875
SERAC1	0.458833333333333
NFATC2	0.2235
ANAPC5	-0.3797
C15orf24	0.5325
NFATC2IP	-0.177
TNRC6C	0.697333333333333
MGC102966	-3.665625
FGD5	1.37516666666667
MED9	0.34425
RAB13	0.828666666666667
C15orf49	-0.0205
CRYGS	-0.9889
C12orf53	-0.7692
LOC283693	-1.018
COX6B2	1.548
PHF14	0.317875
FAM3A	-0.137
RPL13	-0.6109
PRDX2	0.7608
FLJ34047	-1.38125
PRMT3	-0.39175
KCTD19	-2.1155
TRIM10	-0.697333333333333
MGC26597	-0.2274
GCNT4	0.53325
GPRASP1	0.51025
CDKN1C	-0.852583333333333
RHBDL2	0.9924
HSPH1	-1.29575
AQP1	2.55775
COL17A1	-3.5191
GFAP	0.184
CDC16	-0.56725
KIAA1614	0.2725
C6orf118	-0.1086
ZSWIM5	-0.76125
FAM83F	3.62475
LYNX1	0.0335
SYNPR	-1.654
XG	3.50683333333333
PRSS16	-3.22275
KIF13B	2.31885714285714
PCDH9	-1.645875
HIST1H2AH	1.573
RBM18	0.0345
ZNF626	0.481375
HEXIM2	0.818166666666667
ITFG1	-0.5215
TUBG2	-0.3405
SFRS7	-0.263916666666667
C9orf14	0.147
EXTL1	0.263
GBP3	1.22433333333333
WDR5	-0.8615
RARG	0.7885
MYO7A	-0.43675
CECR6	1.552
C13orf3	-3.04625
SFRS18	-1.032375
ACVR1B	0.390333333333333
PSMD1	-0.5026
C7orf31	-0.6354
ILVBL	-1.15375
IFNGR1	1.3875
RNF186	-0.166
NOL9	0.138
MAGEL2	1.37275
SLC29A2	-0.25825
NHSL1	-2.3585
RBMX	-1.0035
PSORS1C2	0.363625
RAD51L3	0.89775
LCN6	0.5865
ORAI2	-0.028125
BRUNOL6	1.0748
OR4K5	-0.282
CDC123	-1.272125
MSLN	-2.36116666666667
WWTR1	0.918333333333333
ZNF700	-0.102666666666667
COBL	1.27625
PPP1R16B	-0.336625
GAS7	0.3903
MDN1	-1.247625
HAAO	0.27
C9orf68	3.15775
TNFAIP2	0.863
FOXN1	0.2055
hCG_2033311	0.0383333333333334
ATP6V0D2	1.686
RPL41	0.738
SLC38A1	1.247
ARHGAP6	-0.765083333333333
ADAD2	-0.674
PHF20L1	-0.00368749999999998
MCM3AP	0.394666666666667
ST3GAL3	-0.375333333333333
SNX1	0.954
ELF5	-0.5935
PARP3	0.114875
RBM8A	-0.5139375
LINGO4	0.0435
ITGA9	0.526
ZFR	0.08925
ACSL6	0.00828571428571433
FLJ20699	0.2162
DAOA	0.0745
FABP4	5.746
KCNB1	-1.25675
CANX	0.0358
SLC25A28	-0.383333333333333
ADIPOR2	1.786625
ECHDC2	2.187125
SMA4	1.83225
FRZB	3.93225
PABPC1	-0.229333333333333
DMRTB1	-0.19675
APOBEC3G	0.897
CATSPER2	-0.536
CUEDC1	0.763333333333333
STARD9	-0.8305
CLDN8	5.415375
LOC23117	-1.14745454545455
E2F6	-0.253722222222222
TMEM126B	-0.9515
DPY19L4	0.08325
GIMAP5	2.64366666666667
NDUFA9	-0.413666666666667
FAM77C	2.9605
CTPS2	1.237
LOC51035	0.129
WDSOF1	-0.99375
EGLN3	0.000375
PITX3	0.735666666666667
OR52E8	0.1765
GRM4	0.3045
KLK1	-3.2425
GPM6B	-0.783
RRAGD	-0.9995
PAGE5	-3.612
UCHL5	-1.45333333333333
ULK3	0.114333333333333
AIM2	0.710166666666667
PNO1	-1.00966666666667
OR2F2	-0.1675
GNAT2	-1.1315
SIX1	-1.08875
ST13	0.478416666666667
ZBTB44	0.823625
TIMP2	-0.269
ZMAT4	-3.23525
GTF2IRD1	-1.13033333333333
ZNF19	0.571666666666667
ZNF714	-0.74925
RSC1A1	0.168
C9orf80	1.0525
PSMA8	0.8866
TMEM141	1.21475
COX4I1	-0.724571428571429
CTAGE1	0.379333333333333
DTWD1	-0.44825
HSD11B1	-0.1395
KRT6B	-1.392875
ARID4B	0.740625
LHFPL3	0.073
WWP2	0.1235
ZNF326	-0.152333333333333
RGPD1	-0.0595
CTSH	0.456166666666667
FASTKD1	-1.7805
PAF1	0.7767
TTC9C	-0.598
IFT57	-0.2636
PRSS36	1.335
IL20RB	-1.3905
ZNF592	0.0251666666666667
DCTD	-0.0658
CFP	0.04325
MFNG	-0.004125
JMJD2B	1.50125
ALDH3B1	0.023875
THSD4	2.65533333333333
KCNJ5	3.31083333333333
LMNA	-0.0815
TBCD	-0.0465
ZNF250	-0.3335
CASQ2	0.590666666666667
PEG10	-5.0905
PRAME	-5.56286666666667
NP	-0.384875
TRIM59	0.676666666666667
ZNF12	0.4785
XTP3TPA	0.102
SIGLEC7	1.1932
PANK4	-0.4485
FAM70A	-2.56766666666667
SNED1	0.1675
HIP1	0.4403
RAET1E	-1.5885
AMAC1L2	-1.0465
AHNAK2	0.03375
TOE1	-0.4275
RECQL4	-2.06225
SPRYD3	1.217
DPAGT1	-0.43175
MAGED2	2.646
ANKRD55	-0.18025
TRPS1	4.32733333333333
DOK7	1.673
TFPI2	-8.38175
GTF2H3	-0.8855
CYP4F11	0.089875
LHX2	-3.824
ATG16L1	0.666833333333333
ASB12	0.545
C1orf116	0.426125
NF2	0.2571
POM121	-0.5828
PHYHD1	1.9344
TXNDC17	-0.546833333333333
DKFZp779O175	-0.47975
NUP62	-0.146428571428571
MYO18B	0.135666666666667
