Hybridization REF	TCGA-B6-A0RI-01A-11R-A056-07
HTN3	-0.647
RNF215	0.506
SLC4A3	-0.834166666666667
ADAMTS9	-1.4559
C9orf66	0.000166666666666667
FOXD3	0.4655
GSDM1	0.06725
IFITM5	1.077
PODXL2	0.0185
C1orf176	0.60975
RPS3	-0.39025
hCG_2004593	-0.38875
COL21A1	-0.47575
NTNG2	0.823333333333333
RAI14	0.9155
P76	0.97275
LRFN3	1.10475
FAM14B	0.115125
FKBP14	-0.3815
TNNI3	-2.41383333333333
HOXB3	1.236625
SGCB	0.54725
PPAPDC3	0.352
FRAT1	0.104833333333333
MORN1	0.713833333333333
ARHGEF2	0.351
BNIP2	-0.28525
DHX30	-0.21
EEFSEC	0.3735
FGF20	0.923
FLJ38973	0.377928571428571
PLCH2	0.099
CCNG2	1.580125
PSPN	0.751
WDR88	-0.0475
HOXB13	-3.279875
MTMR8	-1.7765
SPAM1	-0.6235
PPP2R1B	-0.411375
TANC1	1.351
CNN3	1.5912
CHGA	-0.806375
C9orf128	2.65625
CACNA1B	0.485
MMAB	-1.2252
RHOA	0.791083333333333
RAPGEFL1	0.8705
SLC1A5	-1.25016666666667
CALCA	-0.30725
SYCP1	0.236
CXCL11	2.67275
GFI1B	-1.76583333333333
PSCD1	0.6945
C11orf58	0.307833333333333
MGC45438	-0.802833333333333
NUDT18	1
ASB3	-0.652333333333333
ZP1	-2.213
LPPR2	0.4089
ZNF527	0.822166666666667
ZNF771	0.309875
TTBK2	-0.39175
TRIM55	-1.022
GJB3	-0.312666666666667
PRSS35	-0.87525
SCRG1	-0.00625
ZDHHC24	0.20225
DUSP26	-1.4275
C1orf51	0.86225
DNAJC3	0.589666666666667
LITAF	0.297
ZNF410	0.494
AFP	-5.238
ZW10	-0.8925
PHOX2B	0.591
VILL	0.00875
ELOVL7	-1.394625
LOC644186	5.295
PPP3CC	0.2185
CHST13	-2.178
WDR40B	3.43425
MEA1	-0.14125
HILS1	-0.98475
DLX6	-2.7305
NKG7	0.423666666666667
EMP1	0.84675
ACTR6	0.01
CHCHD7	-0.588642857142857
COG2	0.7038
TCEA2	0.4336
TARS	-1.05525
FLJ20294	-0.404
ZNF92	0.60575
TRAPPC2L	-0.8646
ARHGAP28	-0.000375000000000032
CCDC109B	0.588
LGTN	-0.194166666666667
INGX	-0.229333333333333
LOC124446	1.124
RPS2	-1.42625
C17orf75	-1.11333333333333
NBPF1	1.0725
SLC2A8	-0.29725
SNRPE	-0.7315
CARD6	-0.439
IL13RA2	-1.268625
CUEDC2	0.0185
C4orf19	-2.25975
AOC3	1.325375
MTHFD2	-1.142
OR5M9	0.785
C4orf38	0.991
SS18L2	-0.26325
OAS3	0.178666666666667
LARGE	1.4665
LRIG3	0.457
LIMA1	1.09425
STARD3	-0.0696666666666667
VPS39	0.743875
CTAGE6	1.1375
ODAM	-2.52775
MORF4L2	0.12825
GSTO2	0.6935
MTFMT	-1.481
PRKAB2	-0.644285714285714
ZNF76	0.3485
HSPB2	3.7155
CRB2	-0.114
KLRK1	-2.8495
LYST	0.922
UBE2M	-0.3565
SLC16A9	-1.41225
ZNF281	0.48375
ST8SIA1	-1.51675
C9orf105	-1.0905
ANKRD46	0.495
FAM108A3	0.495
C20orf91	0.071
ZYX	1.024
RSPH1	2.8845
ZSCAN5	-0.35325
RIMS3	-0.5875
KRT76	-0.0225
CEACAM4	0.0288333333333333
SIRPB1	-0.0845
CFHR4	-1.058
SOX3	-0.664666666666667
GATAD1	-0.34775
C21orf57	-0.87025
TMC8	-1.02133333333333
AVIL	0.698666666666667
LMOD1	3.28425
HIGD1A	0.637375
NEU3	-0.0751666666666667
DES	-0.117625
BZW1	-0.1529
ZNF221	0.524
CCDC27	-0.485
GDAP1	-0.1045
RBBP4	0.23825
MGC40499	0.685
PHKA1	-0.717
PRKAR1A	0.738944444444444
HSD3B1	-0.17425
RAD52	-1.6445
CD207	2.166
LOC389791	0.268
RSPO1	1.37366666666667
TMEPAI	3.3685
MFSD2	-0.305375
ETV4	-3.1235
SCGN	-1.5005
LOC391356	-0.224
MPP1	-1.088875
STARD3NL	-0.347
TFAP2D	-0.4525
CD2AP	0.66725
CCL20	-3.98066666666667
CCDC86	-1.294
ZFP30	-0.4365
CTBP1	0.630833333333333
MAK10	0.0151666666666667
STXBP5	-0.7075
LOR	0.7075
MAP6D1	1.280625
ARMC7	1.574
TMEM150	0.7382
NSL1	0.15025
KIF5A	-1.1195
ASCC2	-0.382
PSENEN	0.9655
OPTC	-0.4475
FCRL2	-1.08883333333333
KBTBD11	-1.427625
PCK1	-2.9725
CENTD3	-1.818
MEGF8	0.00875
ALPPL2	-0.1905
OBFC2B	-0.508
ZFYVE20	0.05325
GALC	1.745
CTRB2	0.34125
C20orf71	0.191
TBKBP1	0.531
CAMLG	0.344625
TREML4	0.282
RSAD1	-0.226
TUBA3D	1.8761
KIAA1833	0.502375
PNPLA1	-0.214
LRRC34	-2.11816666666667
CDH26	-0.722333333333333
ZNF167	0.811666666666667
ZBTB26	-0.5521
VWF	3.107
VTN	-1.26533333333333
BAD	0.956
PDS5B	0.53775
ZNF644	0.333416666666667
SH3GLB2	0.382375
SMPDL3A	1.666
NRG2	-1.573375
IL15	1.06933333333333
GABARAPL1	-0.520666666666667
LAT2	0.5311
SLCO1A2	-2.185
LIG4	-0.195833333333333
GSDMDC1	0.061625
BMP4	-0.250625
METT10D	-0.335714285714286
SYCE1	1.123
SPANXD	-6.32275
SLC12A9	0.109666666666667
MC1R	-0.993
RNF168	-0.913
TRIM69	0.8315
GALNT7	1.007
ISG20L2	0.32025
KIAA2026	0.888
TNFAIP8L1	0.072
DPY19L2	-1.53125
C12orf63	-0.8985
PRDX5	-0.118875
MED6	-0.734125
TXNDC5	-0.742375
CD46	1.03716666666667
CCK	-1.9635
C17orf48	-0.44525
ANUBL1	2.071
SIT1	-2.23933333333333
TYSND1	0.514333333333333
DEF6	-1.10016666666667
GLT8D4	1.39225
UTP14A	0.28425
RPH3AL	1.41375
NXF1	0.356666666666667
TRERF1	0.515833333333333
TUBB3	-0.54675
SLC24A2	1.2035
SEC22B	0.989333333333333
ZNF653	0.7595
GGTL3	-1.60958333333333
CDKL2	0.60925
CTF8	-0.13725
EPC1	1.14033333333333
CYP4A11	-0.0841666666666667
THRSP	5.138
LELP1	-0.142833333333333
TES	1.572
C17orf87	1.365
FERD3L	-0.4545
SH3TC1	0.2045
RAB36	0.093
CRYGB	-0.329
GRIA3	1.5614
BHLHB9	1.013
C1QTNF9	0.2395
GOPC	0.4225
PNPLA8	0.557666666666667
ZNF444	0.15625
FMO1	4.6255
POLR3C	0.30975
SLC35F3	-1.56725
SGCG	-2.963
DCDC2	-5.75316666666667
NANP	-0.2565
MGC23270	-0.8485
BEX4	0.273083333333333
HYDIN	0.6524
RPS6KB2	-0.905
ADRM1	-0.67175
BAT3	-0.3395
RAB31	2.6663125
SCGB2A1	7.051125
SLC6A14	-4.927125
DDX4	-0.68525
PRRC1	0.600666666666667
AP3B2	-1.28
TRGV7	0.0335
TMEM184B	1.53525
ADPRHL1	1.02483333333333
C21orf45	-0.74125
ARNTL	0.593
AADAT	-0.891
CCL2	0.405
SNTB2	-0.419333333333333
RGS9BP	-1.9515
KPNA1	0.7445
TMEM41B	0.697
S100A11	1.15316666666667
DOT1L	-1.508
EFHC2	1.458625
CLTC	0.194166666666667
SRP9	0.822857142857143
ZNF521	0.1825
FAM26F	-1.168
GPR88	0.425
COL13A1	0.116
CHMP4B	0.5682
SIGLEC6	0.473833333333333
NFAM1	0.68
PVRL2	1.3107
ALKBH4	0.052
CCDC93	-0.02275
NXT1	-0.0915
KCNK4	0.9135
TROAP	-1.43016666666667
KCNA10	0.25625
CCDC114	0.308
RAN	-0.406666666666667
LMTK2	-0.1715
LOC400657	-0.198
UFC1	0.9775
UBE1DC1	-1.0235
EEF1A1	0.219
CHAC1	-0.5875
HMGA2	-5.4326
B3GALTL	-0.829
ING2	0.67525
C1orf109	-0.39625
INTS3	0.47975
ZNF558	0.64275
TRPM4	2.3385
LTB4R	-1.076
ISYNA1	0.592
LSM7	-0.5455
LRRC47	-0.2689375
ZNF179	-2.81166666666667
EXDL1	0.135333333333333
SLC4A10	-0.883125
ACSS2	-0.9665
COPS7B	-0.153
KIAA0040	3.6525
C1orf95	0.1945
AP1GBP1	-0.50825
OR9A2	0.3105
FAM71C	-0.379166666666667
RIN1	-1.31016666666667
ITGA4	-1.916125
DNAJC6	-0.0648333333333333
CLOCK	0.864166666666667
SLC35A4	0.5305
DSG4	0.13225
LOC26010	0.30525
NSUN2	-0.452
TMEM86B	-1.2665
C14orf135	0.05825
KIFC3	-1.0055
PHF5A	-0.25175
NCAPH	-1.339125
STK11IP	0.17075
FLJ42953	0.33275
CCDC19	2.75333333333333
ZNF329	-0.17475
TAX1BP1	0.381166666666667
ZDHHC18	0.205833333333333
C10orf88	0.48175
TMBIM4	1.1723
NMUR1	0.301
KIR2DS4	0.099125
C9orf90	0.11075
MGC87631	-1.1535
KDR	2.4457
ST3GAL2	-0.997375
RLN2	1.15333333333333
HPD	-3.9965
MOXD1	-1.91616666666667
PDGFRL	2.52216666666667
SMYD4	-1.29278571428571
FAM103A1	0.142833333333333
MFAP4	-1.3465
LOC285141	-0.775
TMEM45B	-0.815875
SMCR7L	-1.10878571428571
GZMH	2.319
CBLN1	-1.4575
CNNM1	-0.625
PHF17	-0.890583333333333
NUP98	0.258083333333333
RMI1	-0.1405
PTPRS	0.348
ANKRD57	0.611875
CLDN15	-1.16933333333333
OR51A2	-0.434
GUCA2B	0.845
DOCK9	1.07575
ITGB1BP1	-0.698166666666667
DLG2	0.112
BRAP	-0.023
SESN3	-0.4985
ZC3H7B	0.3895
FAM101A	3.20666666666667
FKSG24	-0.272
ZYG11B	-0.331875
RFC2	-0.93975
SH2D3A	0.952833333333333
DVL3	0.609666666666667
ADFP	-0.732666666666667
KRIT1	-0.247375
SERTAD3	2.29683333333333
LEFTY2	-3.876
KRT27	-0.8035
SCFD2	-0.4085
MN1	-0.42225
RORA	-0.5425
PTPRD	0.6995
PIAS2	-0.844833333333333
CYP4X1	6.07833333333333
FBXL15	0.04975
MYH15	-0.305333333333333
CRX	0.00940000000000001
TBC1D13	0.21375
SLC22A17	1.30116666666667
PLK2	1.19116666666667
ARHGAP9	0.92775
EIF1B	-0.59425
C20orf185	-0.38375
DEFA7P	0.3765
PRIM1	-2.76166666666667
CRYAA	-1.8785
BACE1	-0.042
AGTRL1	0.326
ACAD9	0.052125
GRASP	-0.4675
RBP4	-3.776
TFB2M	-0.60925
METTL9	-0.5819
ATP5O	-0.5215
SP100	0.4667
CPSF1	-0.693333333333333
S100A4	-0.27475
LIME1	-1.415
GPR137C	0.36725
OR2A2	0.9815
C2orf29	-0.4125
NUP188	-0.52375
SDPR	-2.49775
RAI1	0.185
RPS20	-0.7571
LAMB1	-0.11675
ADM2	1.19833333333333
ZNF229	-0.05625
DKFZp434K1815	-0.842375
EPN3	2.66466666666667
CLIC3	-0.42375
MEIG1	-1.118
HMGB4	-0.1595
STARD10	2.233875
KLF8	2.5685
EPB41L2	-0.767666666666667
JMJD6	0.06725
CTSL1	-0.131333333333333
GPR27	0.9815
ELAVL4	0.834875
MMP21	0.259
PPM1B	0.557
SUV39H1	-0.857
AAMP	0.2255
TUSC4	0.817
MBD6	0.21525
KLK13	-1.666
FMNL3	0.4495
TRIM13	0.695666666666667
C15orf5	-1.793
IQCF1	-0.06775
CACNG8	-0.069
SLC35D3	0.343
ZDHHC9	0.597
ODF3L1	0.06925
C9orf86	-0.3478
TSEN2	-0.736
C17orf64	-0.257
SEPX1	0.052
TSPO	0.960833333333333
SYMPK	-0.193
ADORA1	2.95175
TSPAN10	0.80625
SEMA6C	0.283333333333333
RTTN	-0.9826
IL2	0.554166666666667
ARRDC3	-0.314
TBPL1	-0.6735
STX12	0.79925
MRPL39	-1.02025
OR8H3	0.205
IFIT5	0.9425
CASC5	-1.505875
FAM46A	-0.147333333333333
HPCAL1	0.1745
CYLC1	0.231
VGLL2	0.2605
C20orf191	-0.5075
CDH1	2.1195
ITPA	-0.34225
CCDC101	-0.30725
D15Wsu75e	-0.0875
EDA	-1.60625
CREG1	-0.361
OR7G2	0.3375
SAP18	0.71375
IFIT1	1.19575
CALML3	2.03083333333333
FLJ37440	1.673
FNDC5	-0.77625
SERPINB6	0.193857142857143
JUNB	1.6051
SYS1	0.92775
SCN2A	-0.109833333333333
ZKSCAN5	-0.3782
WNT7A	0.235333333333333
TSHZ3	2.809
RNF148	1.679
H6PD	-0.12525
CAD	-0.9985
ZNF449	0.365
DOCK10	0.494
FAIM2	-0.2255
HEXDC	0.8475
PRB1	0.0410000000000001
C14orf148	0.1065
ETHE1	1.13975
IRF5	0.6983
GNMT	-0.893333333333333
MGC16291	-1.5145
RPAIN	-1.25528571428571
CAGE1	0.612
CNTNAP3	-3.017375
ACTR1B	-0.2405
EEF1E1	-1.8095
MSX1	-0.530375
ESF1	-0.9374
HSPC171	-0.2255
MRPL2	-0.829333333333333
RDH12	0.703666666666667
CELP	-0.1325
METRNL	-0.2075
C10orf116	4.06283333333333
C19orf48	-1.62675
ZNF346	-0.2105
NCR1	-2.572
C10orf64	0.724
CD52	-0.15725
VPS18	0.695
AP4S1	-0.026
NPBWR1	0.793
TPK1	1.211
UBA52	-0.425611111111111
RIPK1	0.655333333333333
CPNE3	0.438
HSPC159	0.390375
C8orf38	-0.4495
LRRC4B	-0.3525
PARP10	0.9886
ANKRD50	2.432
CXCL9	4.9535
FGF18	0.782818181818182
EIF2A	-0.480375
SLC20A2	0.8455
KIAA1549	-1.459
SPINT1	2.081
ZNF584	-0.319
CRBN	0.0198333333333333
ABCF3	0.0563333333333333
NCBP1	-0.515833333333333
PLA2G4F	1.64916666666667
PCDH10	-0.868285714285714
TTC21A	1.17025
C20orf144	0.3655
FGFR1OP2	-0.287666666666667
SLC9A1	0.6005
CHRND	0.173
FOXF1	-3.93725
KIAA1467	0.35075
TPO	-1.59133333333333
LTF	4.18071428571429
DNAJB9	1.1975
MRPS27	-0.63525
bA16L21.2.1	0.41325
WBP2	0.568666666666667
MRGPRX3	-2.41633333333333
PRPF18	0.43675
C10orf58	0.87925
SMOC1	-3.6036
ADAT3	0.842
TMEM138	-0.2695
TMEM131	0.055
TIMM8B	0.01725
MYH7	-1.01683333333333
ST6GAL2	1.467125
KIF1C	-0.1765
SUHW2	-1.5515
PAPSS1	0.78275
CABP2	-0.1295
HOXA4	-1.292
ELF2	0.381
SEMA3D	0.8562
MC5R	0.269
OGFR	0.336
FLJ30092	-0.0701666666666667
TGFA	-1.6374
MMP17	0.72
KIF15	-1.45175
CHIA	-0.10075
CATSPER3	0.96275
CEACAM7	1.32333333333333
PADI2	2.376875
HOXA9	4.6195
LNX2	1.07466666666667
TMEM144	2.4605
HIF1AN	1.101
METTL7A	-1.7169
C6orf165	2.66366666666667
KIAA1468	0.554
DSG3	0.824
ZNF180	0.446
EIF4E3	2.09275
SLC46A1	0.734125
DKK1	-7.2495
ZNF205	1.10333333333333
LOC162073	0.381944444444444
COX7A1	4.48875
MAGEA1	-5.40366666666667
NEDD8	0.0975833333333333
KLHDC5	0.292555555555556
C3orf19	-0.202333333333333
MRPS2	-1.1325
POLR3H	0.462642857142857
ABHD11	0.5988
TMEM17	0.9505
PAIP2B	-0.4636
MAT1A	-2.28725
LGI3	-0.0345
THUMPD2	0.1725
TKTL2	0.1915
XAGE3	-2.80216666666667
CALM3	0.3215
C6orf136	-0.583333333333333
KCNC4	-0.0996666666666667
RGS9	0.395666666666667
ACIN1	-0.819666666666667
SPATS1	-0.01025
XKR8	0.032
FAM84A	2.1415
MS4A7	5.50172727272727
AGXT2L2	-0.259
OR1F1	-0.3635
SMAP1L	-0.457666666666667
IPO11	-0.047125
ZC3H11A	0.4514375
C1orf151	1.228
RNASEH2A	-1.371
CCR10	-1.165
TXNDC11	0.506583333333333
TMEM112	0.588
MAP1B	-1.49421428571429
NVL	0.6635
PKM2	-0.16985
ARC	0.1965
NUP54	-0.5285
PPFIBP2	2.0545
STAT2	0.595875
PTAFR	2.49216666666667
ROBO2	-0.4495
RNF40	0.431333333333333
CCDC135	-0.414
IFT81	-0.0542222222222222
MORF4	-0.1085
TM7SF3	0.13725
OR10H3	0.184
ABP1	-0.550625
CHRD	1.577625
PLEKHA8	0.267
NCALD	0.8315
OR5AK2	0.47175
ACCN1	-0.2725
SLITRK1	-0.6545
ARMET	0.177
C9orf52	0.1395
REEP4	-0.0005
MTSS1	1.498375
ADH1B	1.9175
DLD	-0.80525
CDK5	-0.47475
PPFIA1	-0.2088125
WFDC3	0.85325
DNAJB12	0.954142857142857
RANGRF	-0.7065
MLANA	-5.04375
AMY2B	0.257
KIAA0319	-1.929875
RPS7	-1.166
JAK3	-0.2208
ARFGEF1	0.851
CXCL5	0.544
TRAPPC4	-0.31825
CETN2	0.8985
HSPC111	-1.45275
RHOBTB3	-1.1443
PHLPP	1.0905
RGS10	0.3225
TMEM58	1.01275
CHERP	-0.035625
HSP90AB3P	-0.676
FSTL3	0.553833333333333
PEX11A	1.27575
OR5V1	0.5685
FCN3	1.57225
PTPN3	0.64625
NPTX1	-5.186
C21orf84	-1.47775
C11orf51	-0.076
ZBED2	0.95725
FLJ90757	1.467
NPY2R	0.873666666666667
PLD3	0.581
SYT17	0.977166666666667
SGSM2	-0.2765
OR1A2	0.07225
FOXP1	1.294625
SLC5A1	-0.4295
POFUT1	-0.5697
EPHB6	-3.40866666666667
MYO1G	-1.46875
STAC	-2.2008
KLHL17	-0.117666666666667
RGMA	0.3386
TJP2	-0.2816
FAM114A1	0.55
SERINC1	1.4855
SLC9A8	0.44425
PEX19	0.597
EDN2	2.237
PSMD7	-1.17055555555556
C3orf41	-3.02675
UQCR	-0.129375
PPP1R3C	0.53425
LRP4	-2.14833333333333
TM2D1	0.31375
TTC17	0.2115625
C4BPB	-4.53975
CCL25	0.66475
ZNF253	-0.155
CHRNA9	-4.07933333333333
SOX11	-0.944875
HIVEP3	1.181
CGN	2.36533333333333
C3orf35	0.237375
PKD2L1	4.39025
SYVN1	0.35375
PDE8B	-2.35925
LOC439951	0.895
LTC4S	2.48066666666667
MIF4GD	0.318
SMARCA2	1.143875
TUBGCP6	0.1025
CABLES1	0.297375
C16orf77	0.703
ZNF791	0.308
FUT5	-2.1495
ADH6	-2.47316666666667
P4HB	1.23275
CLDND2	-1.49325
ALKBH8	-0.223
PLAC4	-2.615
F11R	0.983857142857143
MGC35295	1.39666666666667
PDZD4	-0.609
LOC389073	-0.8605
FAM80B	-0.986166666666667
PSMB1	-0.343375
TXN	-0.921666666666667
VIPR1	1.2055
WBSCR18	-0.1538
EXOSC6	-0.882666666666667
ACTA2	3.81716666666667
SP5	-4.5235
ANKRD1	-1.50025
DDR1	2.5303
ATP6V1D	0.297
PTGS1	-0.313916666666667
RNF157	-1.7665
DCC	0.0635
SPAG7	-0.092
FBXO18	0.0335
UBE3C	-0.142
HOXC6	1.329
LRP2BP	-0.189666666666667
MYST2	0.23925
PDSS2	0.17675
ATE1	0.0535
ARAF	0.29
KLF10	0.53875
PLA2G2E	-0.17925
ASCL1	-1.34766666666667
TSNAXIP1	1.845
FAM131B	0.220125
IFNA10	0.353
NUP43	-0.82675
FAM44B	0.211375
L1TD1	-6.49166666666667
NMD3	-1.13958333333333
C18orf54	-0.3665
PHOSPHO1	-0.1345
RAG2	-1.39
EMILIN3	-0.527
METTL3	-0.6085
VPS13C	1.029875
REXO2	-1.12475
ANXA4	0.17525
CA1	-1.73525
DCP1B	-0.37275
TULP3	-1.10033333333333
ATP2A2	0.0590714285714286
ATIC	-0.52875
ADAM15	0.144583333333333
NPL	1.30466666666667
LGR4	-0.0565
UEVLD	0.854666666666667
GAB1	1.76675
SNAI2	0.291333333333333
ZGPAT	0.0488
SNF1LK	0.313
DLEU1	-0.98725
UBE2Q1	0.612125
ZMYM6	0.291625
JPH3	-0.7515
FAM38A	-0.300916666666667
PXK	0.3715
DENND2D	2.398
BAX	-0.778
CP	-2.81972727272727
RPL37	-0.8737
G6PC3	0.41175
NCOA4	0.855333333333333
LRRC14	-0.2165
GORASP1	0.91575
FCHO2	0.6505
CYP24A1	-3.9699
FXYD3	2.124125
SMARCAL1	0.333
ABCB8	0.9225
CCDC44	-0.33675
PRDM7	-3.7345
USH1C	-1.564
DNAH5	0.513333333333333
SRF	0.627666666666667
MAL2	2.1145
PGPEP1	0.3715
SIN3B	-0.04575
SEMA3C	2.11066666666667
GRAMD3	2.8175
FBXO10	-0.30225
OR5D13	0.2195
FLJ31818	0.07475
CACNA1I	0.47475
S100A13	0.7755
TP63	1.59235714285714
ANXA11	1.0675
WDR66	1.5395
CSF2RB	0.0865
IFI44	0.24825
DACT1	2.60333333333333
ANKRD23	-1.308
ATP5G1	-0.6045
C21orf70	-1.01183333333333
PPWD1	-1.2575
DNAJC13	0.30875
PAH	-5.09133333333333
PTCH2	0.8885
TRMU	-1.15075
CCDC9	0.7895
USP3	0.0809
DCLRE1C	0.0154
FAM55C	0.84975
FRMD4B	1.77175
CYP2R1	-0.0455
RFPL1	-0.5016
XPO5	-0.89175
ARL6IP2	-0.1155
OSBPL5	1.938
MMP9	3.626
KIAA0802	0.351125
DHRS2	-1.09083333333333
SGEF	1.332875
TXNDC10	-0.4955
EXOC6	2.19425
RPS27	0.2475
PNCK	-1.10716666666667
FSTL1	0.32625
AACS	0.9955
SLMAP	0.578166666666667
SAMD4A	0.1046
ABRA	0.285
SMARCD3	0.843
PKNOX2	-3.17366666666667
A4GNT	-0.3425
C9orf39	-0.744666666666667
RALYL	0.49775
MGC33556	-3.3475
C10orf25	-0.7435
BBOX1	1.93975
NHEDC1	-0.43775
XDH	-1.04775
GCSH	-2.157
EDN1	0.6685
MTERF	-0.19125
CLK4	0.65925
ZNF799	1.21583333333333
KCNG1	-2.279625
CXCR4	0.175333333333333
PTPRR	-2.54175
IRAK1	-0.338
LOC401397	-0.91075
TMSB10	0.547285714285714
CXCL3	-3.3721
TMC4	2.822
OR7A10	-1.3225
STYK1	1.17275
CHRNA10	-0.31425
CCNI	1.31325
EP300	0.861071428571428
LOC165186	-0.800666666666667
HIC2	-2.838
SDR-O	-0.4565
OR2W1	0.265
KCNA6	0.0895
TRIM74	-1.69975
REEP6	1.90725
ATP5G2	0.051
ERG	-0.140625
TMEM42	0.0415
PARN	-0.0983333333333333
SOD2	-0.183125
DIRAS1	0.600333333333333
PNPT1	-1.40525
JOSD3	-1.43575
hCG_40738	0.2535
PDE1C	-2.015
SEMA4D	-0.431
AGPAT1	0.159833333333333
NOSTRIN	1.807
MAP3K3	-0.256333333333333
MAX	0.747857142857143
CAPS	0.8735
SERPINA12	0.8675
OSBPL8	1.543125
RICS	1.9815
NR4A2	2.1435
PPCS	1.04183333333333
LONP1	-1.1865
SCYL3	1.69775
HERC2P2	-1.15533333333333
FIBCD1	0.0625
C15orf41	-1.1395
DMC1	0.0316666666666667
C20orf27	-1.53025
RPS6KA5	0.7467
FAHD1	-0.303166666666667
SLC12A4	0.3045
BRCA1	-1.31108333333333
GBL	-0.1525
SLK	0.619
NUDT9P1	-1.4045
NOXO1	2.874
USP52	-0.804
BAZ1B	0.52975
SLCO2B1	2.87775
BBS12	1.24666666666667
LRGUK	0.5425
TERF2IP	-0.03425
COL1A1	5.63
KIAA0090	0.12475
GRK5	-0.709333333333333
AP1S2	-1.2433
TMEM52	-0.4555
CA11	-1.2325
OR4A15	0.2795
ACBD3	1.0511
SPAG11B	0.32925
PRDM2	1.2239
FOXP3	0.2795
SMYD3	0.6817
LOC389199	0.8195
LGI2	1.311
NAPE-PLD	-0.0365
ANKRD6	1.2275
WDR45	0.0563333333333333
SHROOM1	-1.76
PSCD3	0.3835
PYY	0.405
KCNC1	-1.232
ARHGEF9	0.3374
OR8J1	0.5025
GPR55	-0.0236666666666667
NS3BP	-1.345
C10orf22	0.310333333333333
NAT8L	-2.89825
DUSP4	0.958333333333333
FOXM1	-2.094
GRAMD2	2.1057
ZBTB48	0.210333333333333
BUD31	-0.3505
PABPC5	0.332
CCDC41	-0.53975
FBXO11	-0.0609166666666667
C6orf148	-1.05275
RFXAP	-1.263
C6orf15	0.413
CDK8	-0.734
C6orf70	0.38225
TESSP2	0.05
ALG2	0.4285
PPP1R3D	0.32325
TPM3	1.442
SYT13	4.97925
EPB42	-1.1945
CETN3	-0.942
PRY	-0.3355
NTHL1	-0.478166666666667
POLR2B	0.0555
RPS28	-0.0853333333333333
P2RX3	0.45
LYZL4	-0.25425
WBP4	-0.0062
PMM1	-0.20575
C11orf79	0.25775
CBLL1	-0.6415
IL1F10	0.273333333333333
VAX2	-0.887
SETDB1	0.343833333333333
LRAP	-0.992166666666667
GCLM	-0.092
CPEB3	1.69525
PPM1A	0.649375
INTS1	-0.33475
CAMTA1	0.772833333333333
SAMSN1	-1.6295
LOC158830	-3.21633333333333
GMPPA	-0.03675
AIPL1	-0.1175
IL24	1.21408333333333
BDKRB1	-2.67116666666667
MLF1	0.5746
TAF12	0.12225
ID1	-2.4995
THADA	-0.12375
PIK3CB	0.08225
OR4N5	0.7895
TBC1D17	-0.117333333333333
COX8A	-0.429
CDCA4	-0.0395
C2orf44	-0.56425
ZNF534	-1.1935
IMMP1L	0.1605
NIPSNAP3B	-0.030125
FTMT	0.5135
PWP2	-0.918166666666667
MMP15	-0.5274
DNAH11	-1.609
MTMR14	0.10375
DNAL4	1.526
IPP	0.61775
TMEM59	0.957
C1orf157	-0.00750000000000001
RGS4	1.8915
DDX18	-0.165666666666667
SNX6	0.29375
ZNHIT2	0.543166666666667
NCDN	0.117333333333333
FLJ33534	2.08
RAG1	-1.622375
OR4D10	0.2985
PTPN5	-0.191333333333333
POMT1	0.015625
LRRC8A	0.377
CYP1A1	-1.89575
CAPN1	0.489
DDHD2	0.07725
GRIK2	-0.272
GNRHR	0.22125
PPBP	0.20975
HTR3A	-0.121
SLITRK4	0.81375
ANKRD49	-0.14825
BTF3	-0.2493
SARS	0.07525
C13orf18	0.337666666666667
CACNB1	-0.100071428571429
QKI	0.505727272727273
SETMAR	0.534625
MAN2B1	0.879
EML3	-0.22625
ACADL	-1.044
OFD1	-0.42675
DEFB114	-0.15
CGA	-3.5508
PEX16	-0.504166666666667
LRRC10	-0.602
GNG12	1.154
C1orf152	-0.0778333333333333
CHRM1	0.355
CD53	0.306
DBH	-1.37725
TFAP2B	4.103125
HIST1H2BJ	-1.32816666666667
FAM46D	-0.17
TMEM11	-0.7705
C3orf32	-3.866
PCCB	0.009125
IPO13	0.637875
C6orf105	-3.64725
COMMD5	0.412
SUV420H1	0.2452
LTBR	0.56875
ARHGAP15	-1.730125
HDHD2	0.12725
TDRKH	0.399666666666667
LOC401052	1.1585
PSG4	-0.2105
GNB4	-0.1958
SPATA4	3.2105
SLC9A3	-0.3995
OSBP	0.604333333333333
NBPF3	0.4955
DOCK11	-1.4445
SLC39A5	-1.6115
PRR5	0.8493
C10orf63	0.5885
SMTNL2	-2.4675
ADRA1A	0.29825
ASAH1	3.7988
DOM3Z	-0.0322
GIPR	0.561
AHI1	0.719666666666667
NADSYN1	-0.150166666666667
RGS14	0.2028
IL18BP	0.6557
RTN4RL1	2.46266666666667
ARMC6	-0.30525
PSMD5	0.591
HK3	2.3545
OR4S1	0.1365
RSU1	0.9204
MAD2L1	-1.94566666666667
EIF4A3	0.1205
DLEC1	-0.320666666666667
E4F1	0.171166666666667
CHMP2B	0.7112
CAMSAP1	0.108
RPS21	-1.3885
ARID5A	0.01125
UBE2N	0.0681
IGSF8	1.06866666666667
MAGEB6	-1.172
ACAD11	-1.201
MGC4172	-0.97225
LMO4	-0.41375
KLKB1	-0.28675
HP	-1.0355
