Hybridization REF	TCGA-BH-A0GZ-01A-11R-A056-07
TSNAXIP1	2.304
FAM131B	0.524625
IFNA10	0.502
NUP43	-0.198875
FAM44B	-1.141
L1TD1	-4.68766666666667
NMD3	-1.63691666666667
C18orf54	-1.475
PHOSPHO1	-1.5955
RAG2	-2.5785
EMILIN3	-0.901
METTL3	-1.144
VPS13C	0.3235
REXO2	-2.0215
ANXA4	0.0875
CA1	-1.247
DCP1B	0.9745
TULP3	-0.312833333333333
ATP2A2	-0.570214285714286
ATIC	-0.147
ADAM15	-0.58975
NPL	0.532333333333333
LGR4	0.487375
UEVLD	1.27116666666667
GAB1	0.696
SNAI2	0.728666666666667
ZGPAT	0.2309
SNF1LK	0.572375
DLEU1	-2.11425
UBE2Q1	0.714625
ZMYM6	-0.1616875
JPH3	0.908
FAM38A	-0.27275
PXK	0.451166666666667
DENND2D	1.964
BAX	-1.14866666666667
CP	-3.02381818181818
RPL37	-1.0894
G6PC3	0.72675
NCOA4	-0.2885
LRRC14	0.127625
GORASP1	0.38825
FCHO2	2.0095
CYP24A1	-3.8815
FXYD3	2.110875
SMARCAL1	0.53775
ABCB8	-0.321666666666667
CCDC44	0.044
PRDM7	-3.30675
USH1C	-1.55825
DNAH5	0.608833333333333
SRF	-0.416
MAL2	2.31316666666667
PGPEP1	0.0356666666666667
SIN3B	-0.8925
SEMA3C	1.06816666666667
GRAMD3	1.72925
FBXO10	-0.30075
OR5D13	0.1815
FLJ31818	-0.664375
CACNA1I	1.26225
S100A13	1.3855
TP63	0.837428571428571
ANXA11	1.5541
WDR66	1.17
CSF2RB	-0.3465
IFI44	-0.7915
DACT1	2.6345
ANKRD23	-1.69675
ATP5G1	-1.30866666666667
C21orf70	-0.937
PPWD1	-1.11025
DNAJC13	0.07625
PAH	-3.058
PTCH2	0.63625
TRMU	-1.962
CCDC9	0.199
USP3	-0.0496
DCLRE1C	-0.0381
FAM55C	1.0085
FRMD4B	1.0845
CYP2R1	-0.5235
RFPL1	1.4461
XPO5	-0.5855
ARL6IP2	-0.5505
OSBPL5	1.90675
MMP9	2.82045454545455
KIAA0802	-0.76325
DHRS2	-1.891
SGEF	2.5365
TXNDC10	-0.5372
EXOC6	0.00575000000000001
RPS27	-0.536833333333333
PNCK	-0.4075
FSTL1	-0.196
AACS	-0.14175
SLMAP	1.16866666666667
SAMD4A	-0.6691
ABRA	-0.649
SMARCD3	1.704
PKNOX2	0.569833333333333
A4GNT	-0.253
C9orf39	0.267
RALYL	0.384
MGC33556	-2.675
C10orf25	-1.519
BBOX1	1.8685
NHEDC1	-0.02625
XDH	-1.73275
GCSH	-0.661
EDN1	1.1835
MTERF	-0.46675
CLK4	-0.335375
ZNF799	0.7565
KCNG1	-0.7965
CXCR4	-0.185666666666667
PTPRR	-1.85075
IRAK1	-1.4525
LOC401397	0.3055
TMSB10	1.33271428571429
CXCL3	-3.6082
TMC4	3.113
OR7A10	0.1855
STYK1	1.7185
CHRNA10	-0.26175
CCNI	0.11475
EP300	1.7875
LOC165186	-0.0796666666666667
HIC2	-2.49025
SDR-O	-0.719
OR2W1	0.235
KCNA6	0.918
TRIM74	-1.97925
REEP6	1.90875
ATP5G2	-0.09975
ERG	0.5995
TMEM42	0.2915
PARN	0.509333333333333
SOD2	-0.318125
DIRAS1	0.687833333333333
PNPT1	-0.798
JOSD3	-2.47375
hCG_40738	-0.5005
PDE1C	-1.7115
SEMA4D	-1.5115
AGPAT1	0.456333333333333
NOSTRIN	1.96075
MAP3K3	-0.705333333333333
MAX	0.659928571428572
CAPS	3.48183333333333
SERPINA12	0.3805
OSBPL8	2.06875
RICS	3.2176
NR4A2	2.947
PPCS	-0.395
LONP1	-1.24825
SCYL3	1.291
HERC2P2	-1.60216666666667
FIBCD1	-1.3525
C15orf41	-0.35075
DMC1	-1.54566666666667
C20orf27	-1.575
RPS6KA5	0.9083
FAHD1	0.567166666666667
SLC12A4	-0.3795
BRCA1	-0.861666666666667
GBL	-0.9795
SLK	0.00900000000000001
NUDT9P1	-1.3325
NOXO1	1.7555
USP52	-1.345
BAZ1B	0.350625
SLCO2B1	2.2
BBS12	0.926333333333333
LRGUK	0.388166666666667
TERF2IP	0.25725
COL1A1	5.427
KIAA0090	-0.909125
GRK5	-0.8315
AP1S2	-1.9647
TMEM52	-0.976333333333333
CA11	-0.93475
OR4A15	0.1375
ACBD3	0.8573
SPAG11B	-0.00349999999999995
PRDM2	0.6578
FOXP3	0.44925
SMYD3	-0.8945
LOC389199	1.524
LGI2	1.4935
NAPE-PLD	-0.3028
ANKRD6	0.788
WDR45	0.077
SHROOM1	-2.3485
PSCD3	0.993
PYY	0.9275
KCNC1	1.7615
ARHGEF9	0.5969
OR8J1	-0.222
GPR55	-0.370333333333333
NS3BP	-2.1355
C10orf22	0.832666666666667
NAT8L	1.09225
DUSP4	-1.36033333333333
FOXM1	-2.22033333333333
GRAMD2	0.1544
ZBTB48	-0.603166666666667
BUD31	-0.7605
PABPC5	1.093
CCDC41	-0.264
FBXO11	0.428083333333333
C6orf148	-0.642
RFXAP	-0.048
C6orf15	0.411833333333333
CDK8	-1.023
C6orf70	0.033
TESSP2	0.7725
ALG2	-0.20325
PPP1R3D	2.2745
TPM3	0.160444444444444
SYT13	5.144
EPB42	-1.10966666666667
CETN3	0.3845
PRY	0.0275
NTHL1	-0.401333333333333
POLR2B	-1.321
RPS28	-0.169666666666667
P2RX3	0.56975
LYZL4	1.6805
WBP4	-0.6957
PMM1	-1.129
C11orf79	-0.5775
CBLL1	-0.3465
IL1F10	0.609666666666667
VAX2	0.0735
SETDB1	0.578333333333333
LRAP	-3.5995
GCLM	-0.963333333333333
CPEB3	2.7275
PPM1A	0.4428125
INTS1	-0.431
CAMTA1	0.54475
SAMSN1	-2.45775
LOC158830	-2.65766666666667
GMPPA	0.171625
AIPL1	-0.28
IL24	-0.0284545454545454
BDKRB1	-0.510833333333333
MLF1	1.4052
TAF12	-0.6325
ID1	-1.93375
THADA	0.207875
PIK3CB	-0.7585
OR4N5	0.193
TBC1D17	-0.332833333333333
COX8A	-1.01875
CDCA4	-0.79225
C2orf44	-0.3955
ZNF534	0.58625
IMMP1L	0.793
NIPSNAP3B	-0.489875
FTMT	-0.0435
PWP2	-1.041
MMP15	0.5317
DNAH11	-1.58775
MTMR14	-0.13025
DNAL4	0.02475
IPP	-0.075
TMEM59	0.36625
C1orf157	0.5935
RGS4	-0.229
DDX18	-0.114
SNX6	-0.25225
ZNHIT2	0.0416666666666667
NCDN	-0.926666666666667
FLJ33534	0.96125
RAG1	-2.75925
OR4D10	0.567
PTPN5	-0.00750000000000001
POMT1	0.224875
LRRC8A	0.1539
CYP1A1	-2.08275
CAPN1	-0.7975
DDHD2	0.594375
GRIK2	0.46275
GNRHR	0.45775
PPBP	-0.19425
HTR3A	-1.237
SLITRK4	1.34875
ANKRD49	-0.70175
BTF3	-0.0729
SARS	-1.21625
C13orf18	-0.0126666666666667
CACNB1	-0.510142857142857
QKI	0.421772727272727
SETMAR	0.318625
MAN2B1	0.507833333333333
EML3	-1.539
ACADL	-0.771833333333333
OFD1	-0.084375
DEFB114	0.101
CGA	-0.9773
PEX16	0.00733333333333333
LRRC10	-0.3095
GNG12	-1.2635
C1orf152	0.449666666666667
CHRM1	0.719
CD53	-0.97525
DBH	-1.31175
TFAP2B	-2.281125
HIST1H2BJ	-1.34816666666667
FAM46D	-0.7105
TMEM11	0.25775
C3orf32	-3.09225
PCCB	0.021
IPO13	-0.325625
C6orf105	-4.454
COMMD5	1.29075
SUV420H1	0.778
LTBR	0.43075
ARHGAP15	-1.469625
HDHD2	-0.635
TDRKH	0.775333333333333
LOC401052	1.1495
PSG4	-3.4385
GNB4	-1.632
SPATA4	2.55375
SLC9A3	-0.877
OSBP	0.7165
NBPF3	0.116833333333333
DOCK11	-0.6035
SLC39A5	-2.40016666666667
PRR5	0.9123
C10orf63	2.18
SMTNL2	-1.8505
ADRA1A	0.073
ASAH1	1.7977
DOM3Z	-0.3294
GIPR	1.2125
AHI1	0.637416666666667
NADSYN1	-1.3255
RGS14	-0.4984
IL18BP	0.2253
RTN4RL1	2.15241666666667
ARMC6	-0.353
PSMD5	-0.7765
HK3	0.4358
OR4S1	0.45575
RSU1	1.1277
MAD2L1	-3.69388888888889
EIF4A3	0.06375
DLEC1	0.993833333333333
E4F1	-0.5095
CHMP2B	1.2852
CAMSAP1	-0.705
RPS21	-1.3935
ARID5A	0.1115
UBE2N	0.2171
IGSF8	0.859666666666667
MAGEB6	-1.8945
ACAD11	-0.7171
MGC4172	-0.018
LMO4	-0.27
KLKB1	-0.69525
HP	-0.883
HDAC3	-0.74325
SCHIP1	0.6835
CLCA1	-0.0865
OLFML2A	1.623625
C1orf112	-1.04625
KIF19	1.63781818181818
HAPLN4	-0.5767
CXCR7	2.3505
GOT2	0.8127
RAB38	-1.11625
DCX	2.87675
PPM1H	1.41833333333333
NFYC	0.586666666666667
KIN	0.550125
ZNF228	1.12625
PLSCR4	2.56466666666667
HIG2	-0.58275
FAM79B	7.027
C21orf86	-0.7272
KCNK10	-0.415
ZNF738	-1.490875
FSTL5	-0.5525
OR6A2	0.2035
OTOA	0.980666666666667
EXOC1	-0.91075
AHRR	-2.15625
PDAP1	-1.33941666666667
C19orf6	-0.50375
ZAN	0.2525
LY6G6E	-0.603
EIF4E2	-0.1095
C20orf198	-0.41625
ZNF324	0.2735
CYP3A5	-2.955
ENTPD7	2.20583333333333
MBOAT5	-0.928833333333333
GJB5	-2.4755
TTC13	0.37425
S100Z	-0.9532
KIAA0664	-0.980833333333333
PDGFRB	2.45325
IL17D	-0.43225
OR56B4	0.024
RDX	-2.37833333333333
SLC34A3	1.355
IL28B	0.4225
JUND	1.63825
CHRNB1	0.20175
CAMK2B	1.068
FETUB	-1.838
CXorf23	2.165
MRTO4	-1.58175
TTC3	1.2417
NDUFB8	-0.250666666666667
EDG2	-0.36075
SEMA3G	1.035
IL23A	-1.21275
GRHL1	1.5395
LOC441054	-1.4745
WDR65	0.878875
PSTK	-1.215
STOML3	0.214333333333333
R3HDM2	-0.2233
C5	-1.75075
SLC2A10	0.7795
C3orf22	0.617
PAQR3	-1.51892307692308
ANKRD26	0.294666666666667
HCRTR1	-0.406
LOC399947	0.15775
PSD2	0.63025
TIGD2	-0.448166666666667
SCRN1	-0.175
COQ10A	-0.62575
DDI2	-1.1725
METTL7B	-0.296666666666667
UCN2	0.76875
FAM92A3	0.4275
WDR16	2.07525
ZNF511	-0.872333333333333
ZMYM5	0.2815
POLR3G	-2.83275
ZNF586	-0.7755
C1orf49	-0.228833333333333
TANK	0.0863333333333333
RCAN1	-0.821333333333333
PELI3	0.923166666666667
LIMD2	-0.670416666666667
TMEM189	-0.8085
NTN4	-0.0145
LOC151300	null
CLEC2A	-1.916
GPR135	1.017375
DPYSL4	-3.271
JAK2	-0.447333333333333
TSHZ1	1.60583333333333
TM9SF4	0.03375
ZNF264	1.0575
SIRPG	0.58725
BICD1	-0.45075
HERC6	-0.934666666666667
METTL5	-0.4555
CASP1	-0.89
PRRT1	-0.270333333333333
PLA2G4C	3.3105
ICA1L	1.22085714285714
TPTE2	0.155833333333333
OTUD7A	1.52716666666667
AQP11	-0.87825
APOA2	-4.6753
KALRN	-0.8602
SECTM1	0.688583333333333
IFNAR1	0.1605
TALDO1	0.4575
RAB11FIP4	0.575583333333333
EIF5A	-1.4355
FAM49A	1.40425
NEGR1	0.4505
YTHDC2	1.116125
EHD2	0.3045
NCF1	1.0037
SCRT2	1.6215
HOXA5	0.0261666666666667
NUP133	0.27725
FGF12	3.34175
SLMO2	-0.6245
SNTA1	0.28075
CACNG2	0.190625
GCM1	0.000375000000000042
ELF1	1.081
TLR5	3.86325
TCFL5	-1.11358333333333
RBMY2FP	-0.898
LOC100125556	0.296
FAM129B	0.681375
MAP3K7IP1	-0.618625
NCK2	0.0495
OXA1L	-1.112
FMO9P	-0.06
ZSCAN12	-0.91075
PSMD12	-0.0598333333333333
HSCB	-0.0425
CLDN10	-2.97975
MGC13053	-0.8935
HPCAL4	-0.805166666666666
ASZ1	0.461
MEX3D	0.74425
NFAT5	0.7087
CSPG4LYP1	-0.910166666666667
FBXO3	0.543
DVL1	-1.29766666666667
CMKLR1	1.1355
TYMS	-3.963375
PEF1	0.29575
ZNF750	0.250333333333333
MCM5	-0.2034
MEGF11	-0.997666666666667
KCNK7	0.1285
PTP4A3	0.73
C1QTNF2	-0.637166666666667
OR6S1	0.7135
FAM122B	-1.549
ZNF551	-0.346375
HBQ1	-3.091
GEMIN6	0.02525
ARSK	-1.4315
RBP7	3.16516666666667
CPNE9	0.6805
DSC1	0.773
LOC730112	-0.00649999999999999
MAP2K4	1.856625
HS3ST5	-2.156
EPB41L3	-1.19675
TEKT2	1.507
CDKN2B	0.740166666666667
ZNF480	0.14775
MAP3K6	-0.5245
MAP6	4.13466666666667
HN1	0.7553
OR2L13	0.6212
SLC16A11	0.1795
FAM96A	-0.08675
APOL1	-0.121
C5orf32	1.09575
RTP1	-1.35533333333333
RNF175	-0.04175
ZBTB41	1.548125
AHCTF1	0.824
SAE2	-0.3069
ITGA2	1.17791666666667
MME	-0.9695
CCDC14	-1.064
MAST4	1.4585
KRT33B	-0.5735
KCTD2	0.194333333333333
WDR26	1.28433333333333
MFI2	-0.3375
NR4A3	-0.987375
ARSA	1.363
UNKL	-1.11966666666667
SULT6B1	0.034
CCNA2	-3.443
SOX15	1.092
PPAPDC1B	0.73225
C19orf44	-0.099
MCAT	0.860833333333333
ARID1B	0.7635
OR52N1	1.226
C12orf48	-0.985
MAGI1	1.096375
NIPA2	-1.17775
GBX2	-1.991
RSHL3	1.824875
RAVER1	0.884333333333333
C15orf17	-0.61025
SLC30A2	0.652875
ZNF518	0.7695
PCYT1B	-1.398
C10orf114	-0.79775
EIF3H	-0.06625
SLC25A39	-0.401166666666667
KIF1B	-0.6865
AMOTL2	0.2035
C6orf120	0.822125
PSRC1	-2.53
PLA2G10	1.7445
KIF5C	0.662875
MRPL37	-1.6755
C17orf62	-0.2145
C9orf135	-1.448
DUSP10	0.9324
CLCNKB	0.676
PSMA5	-0.2405
C8orf53	1.278
AMPD3	1.74683333333333
PIAS1	0.403
ADCYAP1R1	-0.916
GYLTL1B	-0.68875
CDH20	-0.0508
FBXO7	0.099
TMEM134	1.4535
FLJ14213	0.868
ZNF3	-0.13
LRRFIP1	0.436416666666667
CNOT2	0.876916666666667
ABI3	1.77975
ALDH5A1	-0.0998333333333333
HNT	3.2727
SERPINA4	-2.1405
TK2	0.925583333333333
STMN1	-2.17544444444444
GUCA2A	0.754833333333333
GALNT10	1.06764285714286
DPP6	-0.919368421052632
C9orf93	0.854625
PRELID2	-0.196375
STK39	1.326625
SFTPA1	-1.0845
CKS2	-1.91533333333333
RHO	-0.43275
C20orf135	-0.223
XKR3	-2.33
CR1	-0.42425
RPS6KA2	1.96085714285714
C20orf112	1.13075
MRPL22	-0.323
C4orf23	0.646
GADD45B	1.195
KLHDC1	1.6645
C2orf48	-1.8885
ZNF287	1.5885
DAAM2	-0.231
DPPA2	-4.2376
TCTN3	0.437
DNAJB11	0.265
FPR1	2.8355
DEFB4	1.473
PTCD2	-0.5828
SMOC2	4.92133333333333
CABP7	0.65
SERPINB11	-0.0133333333333333
MAGEF1	0.622
NDE1	0.27
ITGA10	0.2715
FSHB	0.367
ANXA2	1.2675
HORMAD2	-0.284
HLCS	1.349
MCF2L	1.37825
FH	-0.26325
TBC1D24	0.8625
KIAA1505	1.316
LGALS2	-1.864
CNBD1	0.1815
SYNPO2L	2.428
PTPN23	0.315785714285714
C1orf183	-1.08816666666667
MAGEA8	-4.18675
DGCR8	-1.88025
GSR	-0.09225
PAQR7	0.5365
ZNF676	-0.27025
CACNA1C	0.2706
SP7	0.487
PDCD6	-0.54
NRN1L	-0.8295
BRI3BP	0.341083333333333
KIAA1183	1.282
ASB4	0.2755
CCL23	0.2241
OBSL1	0.303625
SLC12A7	-0.356333333333333
KIAA0240	1.648875
CD1B	-3.16433333333333
FCGR2A	0.9755
MDC1	-1.392
HTR1A	0.493166666666667
OCEL1	0.84075
ATP11B	-1.4442
FBXO34	0.6205
PCDH12	3.64983333333333
RPE	-0.8675
C17orf74	0.079
CSDC2	1.611
PET112L	-0.884
TMBIM1	-0.42875
P2RXL1	-0.574666666666667
TCHP	-1.47475
TRMT1	-1.444
F2RL2	0.513666666666667
LRRC32	2.93683333333333
IMPG2	0.1535
BGLAP	0.419
LOC493869	-0.73975
MRAS	1.59925
SLC35F5	0.2455
CBWD1	-0.609
AXL	-2.091875
ATP2C2	2.82725
TELO2	-1.02125
PNPLA3	-3.168
PCDHB14	1.90475
CD276	0.6645
KRT80	-1.10375
DUSP28	-0.1545
CSNK1E	-0.635583333333333
SRP14	1.122
KCNQ4	0.333
KRT72	0.3146
CCDC117	0.353
C6orf89	0.0426666666666667
TUBB2B	-2.73183333333333
RTN4IP1	-1.06575
CR1L	-4.76583333333333
CEND1	0.274375
C12orf41	-1.768
RNF31	0.2765
UBN1	-0.2485
C17orf32	-0.0495
SLC5A7	0.75425
GPR92	0.259333333333333
ESAM	2.6298
CTNNA1	0.786416666666667
HRBL	0.6692
CBX4	0.14725
TMEM182	-0.09425
SH3TC2	-1.5045
IL10	0.809666666666667
PXMP4	1.8835
RNF167	0.1283
PAK7	0.545
ETV3	-0.3215
ATPIF1	0.055
LOC554207	-1.3265
OR8H1	0.04975
WDFY3	1.19525
DPM1	-1.223
GPSM1	-0.8055
WDR92	0.218
LRP1	0.7355
ANKH	-0.750875
THUMPD3	-0.75725
POLR1B	-0.9245
OLFM4	2.0095
RAD9B	0.85275
TSPY2	-4.485
PAX6	-0.512333333333333
SCG2	-2.4005
SLC17A6	-0.65975
FMO3	2.574375
PADI4	0.344142857142857
TUBB4	-0.5146
NLK	-0.38075
POU4F3	-0.6705
SDF4	-0.53875
ITGBL1	3.55616666666667
NETO1	-1.025375
TAP2	-0.64175
ABBA-1	0.283
GNAI1	-0.2795
VPS4B	0.35425
NOPE	-0.032
GALNT6	2.43266666666667
SESN1	0.6315
GBE1	-2.39622222222222
CLASP1	0.7975
RASGEF1B	0.52975
ACOT11	-0.712142857142857
AFAP1	1.95325
OR2H2	0.56825
DPY19L2P1	-0.81625
DZIP1	-1.47825
SEC22C	0.0643333333333333
GPR161	-0.27675
RNF146	0.69
WDR74	-1.78
GALP	-2.621
PURA	1.59075
DNPEP	1.14941666666667
RP11-78J21.1	-2.326
ERBB2	2.491125
FANCM	0.32375
NEO1	1.144
DDX3Y	-5.4756
RPS3A	-1.091375
MXRA7	0.558642857142857
LGALS3	0.212166666666667
GLT8D1	0.302
CFL2	-1.14816666666667
UPB1	-0.207
NAP1L5	0.346625
CLDN14	1.003
DHX38	-0.9785
BTBD1	-0.98825
TARS2	0.503666666666667
ABCF1	-0.6615
FCF1	0.338333333333333
LRRC49	0.53125
GUCY1B2	-0.734
C1orf177	-0.476333333333333
SMARCA4	-0.778642857142857
LRP8	-4.00483333333333
TAGLN3	-1.276
MRPL14	-0.13825
TTRAP	-0.3445
ZDHHC20	1.32425
NFE2L3	-1.894
KIAA1377	0.722375
PALMD	0.7375
TMEM43	-0.09425
TTL	-1.658625
STAT5B	-1.13
SSB	-0.361125
OR10H5	0.5415
SLC22A13	-2.67133333333333
AKAP3	-1.07475
TIMM23	0.375166666666667
OAS2	1.15475
KIAA0423	0.56125
TRIM11	0.883666666666667
GLIS3	1.819875
TMEM50B	0.2255
ARHGEF4	-0.786
DEGS1	0.0239090909090909
TBL1XR1	0.955966666666667
G6PD	-1.76125
SP140	0.3769
MUC17	-0.0111428571428572
NUDC	-0.4464
DNAJC5B	3.2675
SCARA3	0.3255
CPA3	6.69366666666667
BCAT2	0.343875
MFN1	-0.8439
NRG3	0.407
SNX11	0.469
PLEKHH1	-1.73016666666667
GPR177	0.110666666666667
HCFC2	0.028
TCAP	-1.506
MOCOS	-2.2115
C14orf93	-0.4215
PRDM10	-0.140833333333333
SLC16A4	0.844
SRGAP1	2.03966666666667
VIP	-0.123666666666667
DUSP27	0.3635
LILRA1	0.7071
MC2R	0.2155
MGC24103	-1.844
MBTD1	-1.378
FUT11	-0.317
USP33	-0.0099
C15orf39	-1.76475
MAP3K12	0.1955
PAAF1	-1.35583333333333
BARHL1	-1.074
FLJ16165	0.096
PIWIL2	-3.33125
SYNE1	0.64325
CMTM4	0.0934999999999999
TSPYL1	0.8523
GUF1	0.6025
TMEM157	2.08
WDR44	0.255
HIST1H3C	-0.32825
DKFZp666G057	1.61725
RNPEP	0.32175
GAS2L2	0.312166666666667
ADH4	-5.2255
GRPR	2.64883333333333
FBXL17	1.79025
ZBTB10	1.37233333333333
Gcom1	-0.143833333333333
HTRA1	2.1422
ZNF585A	0.579333333333333
SLC26A2	0.673428571428571
OTOP3	0.350833333333333
WISP1	3.04533333333333
ATP2B4	0.240666666666667
FLJ10769	0.30325
CRAMP1L	-0.23675
CHST12	-0.6875
RAB22A	0.05275
TARDBP	-0.432285714285714
STAU1	-0.07475
CRB3	2.06733333333333
MIG7	-1.1065
CHMP1A	0.0878333333333333
ZNF160	0.2195
B3GALT6	-0.452125
BARX1	-1.64333333333333
C6orf167	-1.495625
NXNL1	-0.104
DHX29	0.772375
HADHB	0.23675
PLXNB2	0.321
ILDR1	-1.08875
SLC15A3	1.88175
GAS2	-2.43783333333333
C20orf69	1.092
NUMB	0.41
TNIP1	-0.0615
MESP1	-0.613666666666667
PSKH1	0.08675
NSFL1C	-0.2345
RHOG	-0.367
HEY1	-2.052
KNG1	-1.662375
ITGAX	1.1251
LIN9	0.00233333333333331
CANT1	0.273125
XRN1	0.901642857142857
CCDC96	1.8706
HEATR6	-0.789833333333333
GNG7	1.204
RUNX2	2.3841875
SOX1	0.776666666666667
FCRL5	-0.1919
ZNF99	0.58
FAM9A	-0.389
SNX22	1.14033333333333
MBNL3	-2.817
ODC1	-3.1225
ADORA2B	-2.64133333333333
NR2F6	-0.073
ZFYVE16	0.436333333333333
SYNJ2BP	0.9087
POLE	-1.314875
E2F2	-1.718875
THRA	0.290333333333333
PTGES2	-1.83816666666667
HIP1R	0.715166666666667
TMUB1	-0.304166666666667
ENO3	-2.56625
RSPH10B	0.103
CXorf39	1.637125
IRGC	-0.06325
GPR109B	-2.01375
FLJ13305	0.515
LCE3A	-0.8035
TNFRSF18	0.864833333333333
DET1	0.30925
TRPM3	-0.72825
C16orf79	-1.7595
FECH	-0.415666666666667
RAP2A	-0.5085
CRIP1	2.54483333333333
AZIN1	-0.581375
SLC7A7	2.7755
IL10RA	-0.402
TMEM64	-0.4735
CDC42EP4	0.5601
C16orf58	-0.2193
ARG2	-1.4985
POU5F1P4	-5.211
FAM62B	-0.59475
DNAH8	-2.7725
ASH2L	0.33025
TSLP	-3.9595
CNTNAP5	-0.00966666666666663
TMEM16C	-0.32925
IFNA14	0.684
SLC1A3	-0.247125
CABYR	1.51475
BCL7B	-0.3893
NUDT13	-1.135
C13orf28	0.56525
C1orf53	0.8715
ARL6IP4	-0.000100000000000003
RPL35A	-0.23025
EMR3	-0.244333333333333
RAB40C	0.0354166666666667
SLC41A1	-0.189166666666667
LRCH1	-0.05975
LY6G5B	-1.3855
FAM124A	-0.796571428571429
MGC10981	-3.21983333333333
CLIP3	0.5843
MAP4K2	-0.387666666666667
CHIC1	0.1575
SULF1	3.155
C20orf30	0.232214285714286
PRDM5	0.320625
ELOVL1	-1.24225
C11orf48	-1.12475
SLC39A10	-0.66575
KCNV1	0.41925
ACP1	-0.509666666666667
ZMYM2	0.495625
B3GNT6	-0.410333333333333
C9orf69	-0.767
C2orf15	2.25925
C20orf166	0.9205
HSP90AA6P	1.081
EDG7	-0.111
NEURL	0.636375
LPL	0.388833333333333
CLEC2D	0.0251428571428572
GRRP1	1.77533333333333
CD8B	-3.7981
HIST1H3D	-0.868333333333333
SLC6A12	-0.45375
FAM27L	-0.1535
CD84	0.9868
RASA1	-0.657
PHKG1	-1.399
MAGEA11	-3.2185
IMPA1	-1.8338
NPM3	-1.727
RARRES1	2.6355
SH3BP1	-0.18875
B3GNTL1	-0.055
ARPC5L	-1.3055
KLHL26	0.64425
SIM2	-0.672625
GJC1	1.0595
C20orf194	0.5435
EXO1	-1.99775
SLC2A2	-3.13133333333333
LOC285074	-0.311
LRG1	3.04275
KIRREL	0.773
PIK3R1	1.47664285714286
C4orf34	0.9415
MAF	-1.20894444444444
ADCY4	3.827
ZMIZ2	0.6058
SLC46A3	2.41283333333333
STAMBP	0.0175
CCDC16	0.34775
MS4A12	-0.946
TCF20	-0.349
LRRC46	2.68625
C20orf152	-0.27925
MRPS6	-0.494125
ABCB11	0.1145
KCNC2	5.08716666666667
CDH19	-2.4582
C9orf123	0.367666666666667
SSH3	1.86975
LDLRAD1	-0.144
CCBE1	-1.1625
ZNF135	0.317125
TAAR1	null
WFDC12	0.3255
CCDC42	0.1595
FLJ12529	-0.50725
PER1	-0.7265
TIMM50	0.1165
SMARCAD1	-1.23283333333333
FAM26C	0.0635
TP53TG3	-2.15416666666667
SH3RF1	1.7773
LMCD1	1.7345
GPR63	-0.206
FLJ21986	-2.662875
AIFM3	-0.04375
MICAL1	0.392333333333333
BLZF1	1.19166666666667
IQCA	4.06016666666667
PCDHGC3	-0.137
SAC	2.663
BCL6B	2.25133333333333
DDO	0.805
MARCO	1.397
DCHS1	1.29083333333333
C1orf170	-2.02733333333333
CD200R1	0.399833333333333
C22orf15	0.105
SEPT11	-0.083
ADNP	0.319
UST	-0.1626
C13orf34	-1.85983333333333
RFFL	0.286642857142857
APBA3	-0.473
C2orf60	-0.4085
CUTL1	0.818
PMS1	-0.954875
ZNF689	-0.768
EIF3E	-1.20116666666667
IL9	0.528
RPL31	-0.5155
LY9	-0.4995
ATP2B3	0.0605
KDELR2	0.169458333333333
TFCP2	-0.08425
NLRP12	-0.32925
FLJ45422	-0.17025
TLE4	-0.8626
ZNF570	-0.402
FLJ43806	-0.9055
TLK2	0.0505
CIR	0.35725
MARS2	-0.851
COL24A1	2.37025
SDF2L1	-0.534
HIBADH	0.473333333333333
IGFBP3	-2.29792857142857
C12orf23	0.679625
PSPC1	0.03425
C20orf43	-0.5235
TRAV20	0.7565
ARHGAP24	0.71
KIAA1975	0.849875
C1QA	3.2367
DNTT	-4.7475
C10orf6	-0.56675
C11orf41	0.390625
HNRPF	0.098125
COL11A1	7.16566666666667
UBAP2	0.194833333333333
CDKN2AIPNL	-0.3145
C20orf174	2.653
SPRED2	0.1965
PLA2G12A	0.399
ICEBERG	-1.6412
SCN10A	0.535
C11orf65	0.2565
GBP5	3.633
PITPNC1	-1.73366666666667
POU3F3	1.9605
NCOA7	-0.914375
LIN7C	-0.2356
LOC348840	-1.0485
NKX2-2	-2.28075
ANKRD13D	0.08
LOC123688	-0.53625
FUT2	1.89216666666667
TAAR8	-0.317
FZD4	0.580583333333333
PNMA3	-1.17883333333333
OR4L1	-0.4005
WIT1	-2.4475
EXOC3L	1.728
ATPBD4	-0.4739
KRBA1	-1.08825
UBXD6	-0.7195
HOXB7	-0.0375714285714286
C7orf23	-1.417
UNQ338	-0.00925
STAB2	-0.63275
CDC20B	0.33175
IRF9	1.886
CENTG1	0.188583333333333
TNPO2	-0.64125
MCPH1	0.2705
BMS1P5	-1.94125
SLC26A7	0.78775
HIST1H3J	1.7935
C9orf3	-0.0793
LBH	1.58975
MYO1D	1.13725
PTDSS2	-0.436
NFU1	0.34575
DEPDC4	-1.43575
WNT7B	1.1232
GLP2R	-0.799
SETD4	-0.3246
DYNLT3	0.3147
FKBP11	-1.3755
SESTD1	0.763666666666667
FLII	0.6145
RPS16	-1.0023
CHPF	0.345
CSNK2A1	-0.285333333333333
SUMO1P1	-0.50175
