Hybridization REF	TCGA-AO-A0JM-01A-21R-A056-07
DCC	0.397666666666667
SPAG7	-0.272
FBXO18	0.134
UBE3C	-0.2721
HOXC6	1.045
LRP2BP	-0.207166666666667
MYST2	1.61125
PDSS2	0.5735
ATE1	1.378
ARAF	0.1665
KLF10	0.26375
PLA2G2E	0.08975
ASCL1	-1.3905
TSNAXIP1	1.0325
FAM131B	0.0765
IFNA10	-1.942
NUP43	-0.999375
FAM44B	-0.610375
L1TD1	-3.72183333333333
NMD3	-1.2265
C18orf54	-1.8962
PHOSPHO1	0.0485
RAG2	-3.713
EMILIN3	-0.1275
METTL3	-1.161
VPS13C	0.31375
REXO2	-1.40775
ANXA4	0.148
CA1	-0.733
DCP1B	-0.06225
TULP3	-0.382333333333333
ATP2A2	-0.466928571428571
ATIC	-0.772
ADAM15	0.4315
NPL	0.893333333333333
LGR4	-0.211875
UEVLD	0.9235
GAB1	3.60075
SNAI2	0.413833333333333
ZGPAT	0.1653
SNF1LK	0.317875
DLEU1	-1.2245
UBE2Q1	0.083875
ZMYM6	0.3165
JPH3	-1.03183333333333
FAM38A	-0.331083333333333
PXK	-0.853333333333333
DENND2D	1.8225
BAX	-0.894583333333333
CP	-5.31063636363636
RPL37	-0.8202
G6PC3	0.383625
NCOA4	-0.359333333333333
LRRC14	0.19725
GORASP1	-0.159
FCHO2	1.067625
CYP24A1	-3.5048
FXYD3	1.621125
SMARCAL1	0.0505
ABCB8	1
CCDC44	1.6915
PRDM7	-3.24875
USH1C	-1.6025
DNAH5	0.9535
SRF	0.44525
MAL2	1.77866666666667
PGPEP1	0.0925
SIN3B	-1.29925
SEMA3C	-1.02916666666667
GRAMD3	3.3955
FBXO10	-0.501125
OR5D13	0.8355
FLJ31818	-0.707
CACNA1I	0.342625
S100A13	-0.3345
TP63	-0.314785714285714
ANXA11	0.4628
WDR66	1.140625
CSF2RB	-0.027
IFI44	1.50275
DACT1	2.70666666666667
ANKRD23	0.80375
ATP5G1	-2.27316666666667
C21orf70	-0.167
PPWD1	-1.3525
DNAJC13	-0.371
PAH	-5.6485
PTCH2	0.3865
TRMU	-1.3635
CCDC9	0.677
USP3	-0.1231
DCLRE1C	-0.038
FAM55C	1.454
FRMD4B	1.5625
CYP2R1	-0.57625
RFPL1	0.3116
XPO5	-0.71
ARL6IP2	-1.283
OSBPL5	1.143
MMP9	4.18290909090909
KIAA0802	-0.92125
DHRS2	-2.92533333333333
SGEF	1.37
TXNDC10	-0.41
EXOC6	1.71625
RPS27	0.1435
PNCK	-1.509
FSTL1	0.50625
AACS	0.02225
SLMAP	0.5965
SAMD4A	0.285
ABRA	4.07975
SMARCD3	0.1855
PKNOX2	-2.75916666666667
A4GNT	1.0155
C9orf39	0.422166666666667
RALYL	0.59275
MGC33556	-2.925
C10orf25	-0.959
BBOX1	1.23325
NHEDC1	0.70225
XDH	-0.6895
GCSH	-1.6605
EDN1	1.8695
MTERF	-0.503
CLK4	-1.061375
ZNF799	0.184
KCNG1	-2.263875
CXCR4	0.00783333333333334
PTPRR	-2.12025
IRAK1	-1.037375
LOC401397	-1.3475
TMSB10	0.848214285714286
CXCL3	-2.8687
TMC4	1.50825
OR7A10	0.8315
STYK1	0.04475
CHRNA10	-0.70725
CCNI	0.69175
EP300	0.919571428571428
LOC165186	-0.376
HIC2	-2.82325
SDR-O	1.299
OR2W1	-0.065
KCNA6	-0.042
TRIM74	-2.251
REEP6	0.8775
ATP5G2	-0.47525
ERG	0.806375
TMEM42	0.10625
PARN	0.2215
SOD2	-0.0853125
DIRAS1	-0.888833333333333
PNPT1	-0.50875
JOSD3	-1.85
hCG_40738	0.0265
PDE1C	-2.13475
SEMA4D	-0.3145
AGPAT1	0.067
NOSTRIN	-0.021125
MAP3K3	1.09983333333333
MAX	1.02571428571429
CAPS	0.160833333333333
SERPINA12	-0.7055
OSBPL8	1.374625
RICS	1.8304
NR4A2	0.668166666666667
PPCS	1.54083333333333
LONP1	-1.40375
SCYL3	0.971
HERC2P2	-1.57316666666667
FIBCD1	-0.9195
C15orf41	-1.5205
DMC1	0.191
C20orf27	-0.6485
RPS6KA5	-0.2715
FAHD1	1.0195
SLC12A4	0.76575
BRCA1	-1.78058333333333
GBL	-0.46
SLK	0.620166666666667
NUDT9P1	-1.823
NOXO1	3.8905
USP52	-1.2945
BAZ1B	0.2725
SLCO2B1	2.101
BBS12	0.805333333333333
LRGUK	-0.4165
TERF2IP	0.13275
COL1A1	5.588
KIAA0090	0.363375
GRK5	-0.586666666666667
AP1S2	-1.618
TMEM52	0.0556666666666667
CA11	-1.08775
OR4A15	0.595
ACBD3	1.2713
SPAG11B	0.196875
PRDM2	-0.4304
FOXP3	-0.05925
SMYD3	0.6217
LOC389199	1.6285
LGI2	1.18733333333333
NAPE-PLD	-0.7095
ANKRD6	0.723
WDR45	0.666166666666667
SHROOM1	0.66525
PSCD3	0.7295
PYY	1.326
KCNC1	-2.98
ARHGEF9	1.0586
OR8J1	0.412
GPR55	-0.068
NS3BP	-2.2165
C10orf22	0.124833333333333
NAT8L	-1.94275
DUSP4	1.64883333333333
FOXM1	-1.02533333333333
GRAMD2	0.8737
ZBTB48	-0.456833333333333
BUD31	-0.8385
PABPC5	1.0315
CCDC41	-1.78375
FBXO11	-0.0633333333333333
C6orf148	-1.3165
RFXAP	-2.19875
C6orf15	0.0601666666666667
CDK8	-0.993333333333333
C6orf70	-0.079
TESSP2	-0.741
ALG2	0.6405
PPP1R3D	1.45525
TPM3	0.842555555555556
SYT13	-1.49075
EPB42	-1.0635
CETN3	-0.86825
PRY	-0.047
NTHL1	0.1465
POLR2B	0.25
RPS28	-0.72425
P2RX3	0.35375
LYZL4	-0.24725
WBP4	-0.511
PMM1	-0.572
C11orf79	0.69325
CBLL1	-0.22425
IL1F10	0.769166666666667
VAX2	-0.811
SETDB1	0.5305
LRAP	0.6215
GCLM	0.235166666666667
CPEB3	1.2285
PPM1A	1.053875
INTS1	-0.682
CAMTA1	0.886833333333333
SAMSN1	-2.07975
LOC158830	-2.9955
GMPPA	0.175625
AIPL1	-0.91225
IL24	-0.684666666666667
BDKRB1	-1.43833333333333
MLF1	-1.2674
TAF12	-0.143
ID1	-2.775875
THADA	-0.223625
PIK3CB	-0.28475
OR4N5	1.18
TBC1D17	-0.379333333333333
COX8A	-0.029
CDCA4	0.14975
C2orf44	-1.00675
ZNF534	-0.82775
IMMP1L	0.218
NIPSNAP3B	0.05925
FTMT	0.422625
PWP2	-0.0991666666666667
MMP15	0.4078
DNAH11	-2.115
MTMR14	0.568125
DNAL4	0.70825
IPP	0.9975
TMEM59	1.219
C1orf157	-1.008
RGS4	0.951
DDX18	-0.253333333333333
SNX6	0.0815
ZNHIT2	1.0155
NCDN	0.225333333333333
FLJ33534	1.51925
RAG1	-1.688875
OR4D10	0.5765
PTPN5	0.18
POMT1	0.78025
LRRC8A	0.7555
CYP1A1	-1.35725
CAPN1	0.727166666666667
DDHD2	-0.145875
GRIK2	-0.34725
GNRHR	-0.53
PPBP	0.57725
HTR3A	-0.645375
SLITRK4	1.38225
ANKRD49	-0.57525
BTF3	-0.3014
SARS	-0.39975
C13orf18	-0.4132
CACNB1	0.644
QKI	-0.037952380952381
SETMAR	0.5575
MAN2B1	1.01533333333333
EML3	-0.667
ACADL	-0.640666666666667
OFD1	-0.00162499999999999
DEFB114	-0.2605
CGA	-3.84222222222222
PEX16	0.224166666666667
LRRC10	0.223
GNG12	0.7965
C1orf152	0.111166666666667
CHRM1	0.688
CD53	-0.369875
DBH	-0.93425
TFAP2B	-3.56171428571429
HIST1H2BJ	-0.130166666666667
FAM46D	0.0985
TMEM11	-0.6805
C3orf32	-2.654
PCCB	-0.510375
IPO13	0.5945
C6orf105	-3.28675
COMMD5	1.23325
SUV420H1	-0.0726
LTBR	0.48825
ARHGAP15	-2.126625
HDHD2	-0.4025
TDRKH	0.239166666666667
LOC401052	1.7505
PSG4	-1.856
GNB4	-0.9351
SPATA4	-0.6545
SLC9A3	-0.762
OSBP	1.09866666666667
NBPF3	0.115833333333333
DOCK11	-1.2125
SLC39A5	-1.86133333333333
PRR5	1.2588
C10orf63	0.519
SMTNL2	0.4385
ADRA1A	-0.01975
ASAH1	1.5036
DOM3Z	-0.9176
GIPR	0.9285
AHI1	-0.891333333333333
NADSYN1	-0.723833333333333
RGS14	-0.0103
IL18BP	0.6826
RTN4RL1	0.932916666666667
ARMC6	-0.799
PSMD5	0.449666666666667
HK3	2.5803
OR4S1	0.071
RSU1	0.5637
MAD2L1	-1.27655555555556
EIF4A3	-0.58825
DLEC1	-0.941333333333333
E4F1	-0.048
CHMP2B	2.7458
CAMSAP1	-0.06425
RPS21	-1.29533333333333
ARID5A	0.2685
UBE2N	-0.6055
IGSF8	0.956166666666667
MAGEB6	-3.2375
ACAD11	-2.0359
MGC4172	-1.14575
LMO4	1.845
KLKB1	-0.04
HP	-1.4235
HDAC3	-0.48675
SCHIP1	0.64325
CLCA1	1.2825
OLFML2A	1.440125
C1orf112	-1.146
KIF19	0.240833333333333
HAPLN4	-0.1626
CXCR7	0.261666666666667
GOT2	0.2116
RAB38	-3.840875
DCX	-1.241
PPM1H	0.881583333333333
NFYC	0.754416666666667
KIN	0.119875
ZNF228	-0.2085
PLSCR4	2.0705
HIG2	-0.27125
FAM79B	4.823
C21orf86	0.4436
KCNK10	-0.73025
ZNF738	-0.891125
FSTL5	-2.49883333333333
OR6A2	-0.5825
OTOA	0.239833333333333
EXOC1	0.27925
AHRR	-3.825625
PDAP1	-0.948333333333333
C19orf6	-0.449375
ZAN	0.41825
LY6G6E	0.264
EIF4E2	-0.3255
C20orf198	-0.93125
ZNF324	0.0815
CYP3A5	-0.706833333333333
ENTPD7	2.81733333333333
MBOAT5	-0.093
GJB5	-1.5135
TTC13	1.17625
S100Z	-2.60416666666667
KIAA0664	-0.608166666666667
PDGFRB	2.66566666666667
IL17D	-1.5185
OR56B4	0.2665
RDX	-2.97433333333333
SLC34A3	1.026
IL28B	1.504
JUND	1.582
CHRNB1	-0.537125
CAMK2B	-0.023
FETUB	-2.33
CXorf23	1.251625
MRTO4	-1.18225
TTC3	0.976
NDUFB8	-0.252333333333333
EDG2	-1.241
SEMA3G	0.652
IL23A	-2.4805
GRHL1	0.6154
LOC441054	-3.138
WDR65	1.101875
PSTK	-0.52225
STOML3	0.56675
R3HDM2	-0.5917
C5	-2.23225
SLC2A10	2.111
C3orf22	0.72425
PAQR3	-1.18115384615385
ANKRD26	-0.821916666666667
HCRTR1	-0.1865
LOC399947	-0.7555
PSD2	-0.83875
TIGD2	-0.223166666666667
SCRN1	-1.507375
COQ10A	-1.46475
DDI2	-0.2685
METTL7B	0.6055
UCN2	0.75725
FAM92A3	-0.94825
WDR16	0.0983333333333333
ZNF511	0.1405
ZMYM5	-0.781875
POLR3G	-2.65075
ZNF586	-0.3075
C1orf49	0.230166666666667
TANK	-0.645333333333333
RCAN1	-0.364833333333333
PELI3	1.375
LIMD2	0.211916666666667
TMEM189	0.2465
NTN4	0.823
LOC151300	0.391
CLEC2A	-1.3145
GPR135	0.1595
DPYSL4	-3.3187
JAK2	-0.0808333333333333
TSHZ1	0.566
TM9SF4	-0.05375
ZNF264	1.08033333333333
SIRPG	1.419375
BICD1	0.9565
HERC6	3.043
METTL5	-0.548
CASP1	-0.286
PRRT1	-0.613833333333333
PLA2G4C	2.59566666666667
ICA1L	-0.4625
TPTE2	-0.441166666666667
OTUD7A	1.17
AQP11	1.31175
APOA2	-4.4715
KALRN	-0.5613
SECTM1	1.33858333333333
IFNAR1	0.8465
TALDO1	0.2375
RAB11FIP4	-0.39425
EIF5A	-1.8985
FAM49A	2.08975
NEGR1	0.4875
YTHDC2	0.147875
EHD2	0.176375
NCF1	1.5319
SCRT2	1.5345
HOXA5	-1.49966666666667
NUP133	-0.515
FGF12	-0.59825
SLMO2	-0.82375
SNTA1	0.358625
CACNG2	0.4325
GCM1	0.652375
ELF1	0.6585
TLR5	2.50625
TCFL5	-0.68375
RBMY2FP	-1.2725
LOC100125556	0.6405
FAM129B	0.72375
MAP3K7IP1	0.0335
NCK2	0.986
OXA1L	0.075
FMO9P	-1.267
ZSCAN12	-0.00775000000000001
PSMD12	0.9465
HSCB	0.1745
CLDN10	-3.12425
MGC13053	-1.04825
HPCAL4	-0.572833333333333
ASZ1	-1.953
MEX3D	0.467833333333333
NFAT5	-0.3796
CSPG4LYP1	-0.3905
FBXO3	0.1526
DVL1	-0.652166666666667
CMKLR1	2.441
TYMS	-1.648
PEF1	1.46625
ZNF750	-1.58166666666667
MCM5	-0.7056
MEGF11	-1.33275
KCNK7	0.7745
PTP4A3	0.9105
C1QTNF2	-0.883166666666667
OR6S1	-0.269
FAM122B	-2.00775
ZNF551	0.005875
HBQ1	-2.316
GEMIN6	0.01
ARSK	-0.03075
RBP7	0.0256666666666667
CPNE9	0.53975
DSC1	0.6135
LOC730112	0.0345
MAP2K4	-0.1115
HS3ST5	-2.6015
EPB41L3	-1.13675
TEKT2	1.08075
CDKN2B	1.5505
ZNF480	-0.632
MAP3K6	-0.7353
MAP6	0.879666666666667
HN1	2.8553
OR2L13	0.9768
SLC16A11	0.0575
FAM96A	-0.676
APOL1	1.23
C5orf32	0.4905
RTP1	0.477833333333333
RNF175	-0.793625
ZBTB41	1.627125
AHCTF1	0.1241
SAE2	-0.8631
ITGA2	0.9915
MME	-0.412833333333333
CCDC14	-1.82675
MAST4	0.904285714285714
KRT33B	-0.468
KCTD2	1.55483333333333
WDR26	0.5215
MFI2	-0.569875
NR4A3	1.100375
ARSA	1.288
UNKL	-0.6895
SULT6B1	0.48
CCNA2	-1.01116666666667
SOX15	-0.5575
PPAPDC1B	0.75275
C19orf44	-0.2095
MCAT	0.84325
ARID1B	0.819
OR52N1	-0.731
C12orf48	-1.48825
MAGI1	-0.60525
NIPA2	0.025
GBX2	-0.328
RSHL3	1.208
RAVER1	0.640333333333333
C15orf17	-0.56875
SLC30A2	-0.022625
ZNF518	-0.666
PCYT1B	-1.746
C10orf114	-1.17575
EIF3H	0.161416666666667
SLC25A39	-1.09116666666667
KIF1B	0.301625
AMOTL2	0.35725
C6orf120	0.61
PSRC1	-1.95475
PLA2G10	4.006875
KIF5C	0.10275
MRPL37	-0.158
C17orf62	-0.0905
C9orf135	-1.3775
DUSP10	2.0434
CLCNKB	0.644
PSMA5	0.00362500000000001
C8orf53	0.4245
AMPD3	0.147833333333333
PIAS1	-0.20775
ADCYAP1R1	0.2495
GYLTL1B	-0.2925
CDH20	0.6496
FBXO7	-0.19475
TMEM134	0.6335
FLJ14213	1.27366666666667
ZNF3	-0.2515
LRRFIP1	0.436125
CNOT2	0.561416666666667
ABI3	1.90975
ALDH5A1	-0.00483333333333334
HNT	3.3992
SERPINA4	-2.30625
TK2	0.226333333333333
STMN1	-1.32122222222222
GUCA2A	0.233333333333333
GALNT10	1.40721428571429
DPP6	-0.543368421052632
C9orf93	0.346875
PRELID2	-0.30575
STK39	-0.6515
SFTPA1	-0.59
CKS2	-0.935555555555556
RHO	0.370125
C20orf135	0.06625
XKR3	-2.796
CR1	0.0205714285714286
RPS6KA2	-0.352928571428571
C20orf112	0.692
MRPL22	0.0355
C4orf23	-0.521166666666667
GADD45B	1.227
KLHDC1	0.6995
C2orf48	-1.604
ZNF287	0.3085
DAAM2	-1.19075
DPPA2	-3.201
TCTN3	0.361333333333333
DNAJB11	1.143125
FPR1	3.58625
DEFB4	0.3855
PTCD2	-1.036
SMOC2	4.38
CABP7	0.82775
SERPINB11	0.64075
MAGEF1	1.81075
NDE1	0.956666666666667
ITGA10	0.416
FSHB	-0.00899999999999999
ANXA2	0.9775
HORMAD2	0.03775
HLCS	0.3775
MCF2L	1.11708333333333
FH	-0.152375
TBC1D24	1.163
KIAA1505	1.1875
LGALS2	-2.4335
CNBD1	-0.836
SYNPO2L	1.969
PTPN23	-0.0242142857142857
C1orf183	0.558
MAGEA8	-2.631
DGCR8	-1.36375
GSR	0.326
PAQR7	0.32475
ZNF676	-0.11425
CACNA1C	-0.0877
SP7	0.436
PDCD6	-0.26825
NRN1L	-2.1105
BRI3BP	0.525583333333333
KIAA1183	0.643
ASB4	0.342333333333333
CCL23	0.415
OBSL1	-2.2425
SLC12A7	0.261583333333333
KIAA0240	0.910125
CD1B	-3.41766666666667
FCGR2A	0.19125
MDC1	-0.925
HTR1A	0.426166666666667
OCEL1	0.06225
ATP11B	0.0851875
FBXO34	0.143833333333333
PCDH12	3.86566666666667
RPE	-0.54475
C17orf74	0.613
CSDC2	1.07083333333333
PET112L	0.858
TMBIM1	0.767125
P2RXL1	0.692
TCHP	-0.4595
TRMT1	-1.67516666666667
F2RL2	-0.6685
LRRC32	3.2555
IMPG2	0.6765
BGLAP	0.16675
LOC493869	0.264416666666667
MRAS	2.3375
SLC35F5	1.61575
CBWD1	-0.372
AXL	-1.2895
ATP2C2	2.48125
TELO2	-0.74125
PNPLA3	-4.241
PCDHB14	2.2955
CD276	1.7125
KRT80	-1.12175
DUSP28	1.195
CSNK1E	-0.165083333333333
SRP14	0.8995
KCNQ4	-0.0365
KRT72	0.516833333333333
CCDC117	1.816875
C6orf89	0.262388888888889
TUBB2B	-3.10516666666667
RTN4IP1	-0.3625
CR1L	-3.91916666666667
CEND1	0.42775
C12orf41	-0.598166666666667
RNF31	0.46725
UBN1	0.415666666666667
C17orf32	0.47175
SLC5A7	0.136
GPR92	0.678166666666667
ESAM	2.642
CTNNA1	1.03191666666667
HRBL	-0.066
CBX4	-0.021
TMEM182	-0.368
SH3TC2	-1.83383333333333
IL10	1.21433333333333
PXMP4	-0.2235
RNF167	0.0203
PAK7	-0.512666666666667
ETV3	-0.2445
ATPIF1	-1.454
LOC554207	-2.525
OR8H1	0.345
WDFY3	1.290625
DPM1	-0.981
GPSM1	0.038
WDR92	-0.1182
LRP1	1.1235
ANKH	0.039875
THUMPD3	-0.38075
POLR1B	-0.8525
OLFM4	0.3996
RAD9B	-0.4935
TSPY2	-4.3845
PAX6	-2.18533333333333
SCG2	-3.066375
SLC17A6	0.388333333333333
FMO3	2.68675
PADI4	0.53075
TUBB4	-0.3479
NLK	0.3095
POU4F3	-0.592
SDF4	0.035
ITGBL1	2.89933333333333
NETO1	-2.186125
TAP2	0.65475
ABBA-1	0.0226666666666667
GNAI1	-1.3055
VPS4B	0.33075
NOPE	-0.6703
GALNT6	4.116
SESN1	0.05775
GBE1	-2.22988888888889
CLASP1	0.17525
RASGEF1B	1.27225
ACOT11	-0.3515
AFAP1	0.5775
OR2H2	0.42125
DPY19L2P1	-1.81825
DZIP1	-1.6995
SEC22C	-0.109833333333333
GPR161	-0.6235
RNF146	0.647
WDR74	-0.552375
GALP	0.549
PURA	1.0765
DNPEP	0.503
RP11-78J21.1	-1.09825
ERBB2	4.1755
FANCM	-0.167416666666667
NEO1	1.6055
DDX3Y	-4.4353
RPS3A	0.084125
MXRA7	0.791214285714286
LGALS3	-0.278166666666667
GLT8D1	0.1175
CFL2	-1.7415
UPB1	0.46825
NAP1L5	-0.133875
CLDN14	0.82025
DHX38	-0.42175
BTBD1	-0.33825
TARS2	0.653166666666667
ABCF1	0.1489
FCF1	0.211666666666667
LRRC49	-0.17275
GUCY1B2	-2.0975
C1orf177	0.397833333333333
SMARCA4	-0.528928571428571
LRP8	-0.652833333333333
TAGLN3	-1.54475
MRPL14	-0.09125
TTRAP	0.0125
ZDHHC20	0.418
NFE2L3	-1.66025
KIAA1377	0.814625
PALMD	1.2627
TMEM43	-0.017
TTL	-0.69625
STAT5B	-0.841
SSB	-0.77725
OR10H5	0.5285
SLC22A13	-0.73025
AKAP3	-0.81725
TIMM23	0.0643333333333333
OAS2	3.18654545454545
KIAA0423	0.50625
TRIM11	0.935833333333333
GLIS3	2.252
TMEM50B	1.05416666666667
ARHGEF4	-1.080875
DEGS1	-0.533181818181818
TBL1XR1	2.11883333333333
G6PD	-1.46575
SP140	0.6623
MUC17	-0.0763076923076924
NUDC	-0.5246
DNAJC5B	2.2465
SCARA3	-1.793
CPA3	5.8705
BCAT2	-0.3365
MFN1	-0.016
NRG3	-0.636
SNX11	0.0505
PLEKHH1	-0.347833333333333
GPR177	1.72133333333333
HCFC2	0.96175
TCAP	3.8875
MOCOS	-0.9945
C14orf93	0.0435
PRDM10	-0.351166666666667
SLC16A4	-0.659333333333333
SRGAP1	-0.00433333333333333
VIP	-0.13475
DUSP27	2.13416666666667
LILRA1	0.6047
MC2R	0.775
MGC24103	-2.766
MBTD1	-1.7715
FUT11	-0.0406666666666667
USP33	-0.1129
C15orf39	-0.638
MAP3K12	-0.679625
PAAF1	-0.4815
BARHL1	0.175
FLJ16165	-0.6205
PIWIL2	-2.079
SYNE1	0.6012
CMTM4	0.894375
TSPYL1	1.0471
GUF1	-0.552333333333333
TMEM157	1.79
WDR44	0.305
HIST1H3C	2.037
DKFZp666G057	1.52225
RNPEP	0.381
GAS2L2	-0.818833333333333
ADH4	-4.72
GRPR	2.543
FBXL17	1.46625
ZBTB10	0.912333333333333
Gcom1	1.00366666666667
HTRA1	2.5619
ZNF585A	-0.762333333333333
SLC26A2	0.618714285714286
OTOP3	0.4495
WISP1	3.05355555555556
ATP2B4	-0.339333333333333
FLJ10769	-0.293
CRAMP1L	-0.064625
CHST12	-0.683
RAB22A	0.39725
TARDBP	-0.552642857142857
STAU1	-0.00775
CRB3	1.70016666666667
MIG7	-0.965
CHMP1A	0.361666666666667
ZNF160	-0.101625
B3GALT6	-0.004375
BARX1	-1.52883333333333
C6orf167	-0.970375
NXNL1	0.314
DHX29	0.6815
HADHB	-0.1245
PLXNB2	0.63
ILDR1	-1.4455
SLC15A3	2.986
GAS2	-3.29616666666667
C20orf69	-0.0715000000000001
NUMB	0.33475
TNIP1	0.55825
MESP1	-1.40966666666667
PSKH1	0.49325
NSFL1C	0.26075
RHOG	0.2095
HEY1	-1.35283333333333
KNG1	-2.44
ITGAX	2.3715
LIN9	-0.367666666666667
CANT1	0.922125
XRN1	-0.164428571428571
CCDC96	1.80588888888889
HEATR6	0.715833333333333
GNG7	-0.98525
RUNX2	1.5975
SOX1	0.553
FCRL5	-0.2323
ZNF99	0.69175
FAM9A	0.297
SNX22	0.81
MBNL3	-3.14766666666667
ODC1	-2.926
ADORA2B	-3.60833333333333
NR2F6	-0.3235
ZFYVE16	0.129944444444444
SYNJ2BP	1.5843
POLE	-1.066125
E2F2	-0.8515
THRA	1.76916666666667
PTGES2	-0.627
HIP1R	0.888333333333333
TMUB1	-0.773666666666667
ENO3	-1.29225
RSPH10B	-0.0585
CXorf39	0.6985
IRGC	-0.423
GPR109B	-0.46325
FLJ13305	-0.65
LCE3A	-0.367
TNFRSF18	0.317833333333333
DET1	-0.2425
TRPM3	-0.6167
C16orf79	-1.2795
FECH	0.187666666666667
RAP2A	0.0448333333333334
CRIP1	3.10483333333333
AZIN1	0.64525
SLC7A7	4.03775
IL10RA	0.5359
TMEM64	-3.64475
CDC42EP4	0.226
C16orf58	0.4842
ARG2	-1.34825
POU5F1P4	-5.44625
FAM62B	-0.6285
DNAH8	-2.73755555555556
ASH2L	-0.0111249999999999
TSLP	-5.56283333333333
CNTNAP5	0.5656
TMEM16C	2.51225
IFNA14	1.2775
SLC1A3	0.133125
CABYR	1.82925
BCL7B	-0.4481
NUDT13	-1.61683333333333
C13orf28	0.31625
C1orf53	-0.38425
ARL6IP4	-0.0499
RPL35A	-0.3405
EMR3	-2.1125
RAB40C	0.359416666666667
SLC41A1	0.0475
LRCH1	0.0655
LY6G5B	-0.737
FAM124A	-0.455142857142857
MGC10981	-4.27516666666667
CLIP3	0.0521
MAP4K2	0.4515
CHIC1	-0.44225
SULF1	4.8705
C20orf30	0.0761428571428572
PRDM5	-1.0645
ELOVL1	0.70975
C11orf48	0.170125
SLC39A10	-0.29775
KCNV1	-0.17725
ACP1	-1.06516666666667
ZMYM2	-0.949
B3GNT6	-0.189666666666667
C9orf69	0.0345
C2orf15	1.212
C20orf166	0.4875
HSP90AA6P	0.409
EDG7	-1.125
NEURL	-1.393125
LPL	0.0855
CLEC2D	-0.496571428571428
GRRP1	1.08733333333333
CD8B	-3.674
HIST1H3D	0.578833333333333
SLC6A12	0.138
FAM27L	0.403
CD84	2.697
RASA1	1.1275
PHKG1	0.61
MAGEA11	-1.972
IMPA1	-1.6245
NPM3	-1.01075
RARRES1	1.365
SH3BP1	0.58475
B3GNTL1	-0.7075
ARPC5L	0.285666666666667
KLHL26	0.54775
SIM2	-3.077
GJC1	0.766
C20orf194	0.3405
EXO1	-1.568
SLC2A2	-2.29016666666667
LOC285074	-1.3155
LRG1	1.08325
KIRREL	0.7425
PIK3R1	1.59464285714286
C4orf34	2.09675
MAF	-1.3495
ADCY4	3.79016666666667
ZMIZ2	0.2924
SLC46A3	1.5825
STAMBP	0.175
CCDC16	0.08275
MS4A12	-0.1485
TCF20	-0.2305
LRRC46	1.2385
C20orf152	-0.148
MRPS6	-0.301
ABCB11	-0.9975
KCNC2	4.45066666666667
CDH19	-2.5415
C9orf123	-0.2015
SSH3	1.13525
LDLRAD1	-1.0645
CCBE1	-0.34175
ZNF135	0.9
TAAR1	-0.509
WFDC12	-1.924
CCDC42	-0.617666666666667
FLJ12529	-0.00775
PER1	-0.7762
TIMM50	-0.807
SMARCAD1	-0.444
FAM26C	0.3115
TP53TG3	-1.91783333333333
SH3RF1	2.3589
LMCD1	2.99425
GPR63	-0.635
FLJ21986	-2.268625
AIFM3	0.0665
MICAL1	0.135833333333333
BLZF1	0.629666666666667
IQCA	2.64016666666667
PCDHGC3	0.3685
SAC	0.203
BCL6B	2.2415
DDO	-0.644
MARCO	3.9895
DCHS1	1.30166666666667
C1orf170	1.04216666666667
CD200R1	1.1345
C22orf15	-0.0675
SEPT11	0.498
ADNP	-0.000749999999999997
UST	-0.0936
C13orf34	-1.852
RFFL	0.0292857142857143
APBA3	-0.216
C2orf60	-0.73075
CUTL1	0.3343
PMS1	-1.181375
ZNF689	-0.046
EIF3E	-0.570666666666667
IL9	-0.043
RPL31	-1.208375
LY9	0.0525
ATP2B3	-0.08625
KDELR2	0.87325
TFCP2	0.115375
NLRP12	0.846375
FLJ45422	0.10425
TLE4	-0.9725
ZNF570	-0.3535
FLJ43806	-1.344
TLK2	0.706875
CIR	0.27825
MARS2	-0.153
COL24A1	1.5385
SDF2L1	0.6625
HIBADH	-1.406
IGFBP3	-1.61014285714286
C12orf23	0.904125
PSPC1	-0.52775
C20orf43	-0.088
TRAV20	-1.2115
ARHGAP24	1.321
KIAA1975	-1.806625
C1QA	3.3657
DNTT	-4.6862
C10orf6	0.0248333333333334
C11orf41	1.680625
HNRPF	0.501125
COL11A1	7.326
UBAP2	-0.196333333333333
CDKN2AIPNL	-1.568
C20orf174	2.58975
SPRED2	0.38075
PLA2G12A	0.5915
ICEBERG	-1.97766666666667
SCN10A	-1.3195
C11orf65	1.074
GBP5	4.951
PITPNC1	1.77216666666667
POU3F3	1.62
NCOA7	0.890125
LIN7C	-0.1121
LOC348840	-0.4935
NKX2-2	-2.8855
ANKRD13D	0.882125
LOC123688	0.12675
FUT2	3.21033333333333
TAAR8	0.5125
FZD4	0.21575
PNMA3	-1.20466666666667
OR4L1	0.6885
WIT1	-2.75275
EXOC3L	1.78825
ATPBD4	-0.5829
KRBA1	-1.96775
UBXD6	0.29775
HOXB7	-0.428071428571429
C7orf23	-1.473
UNQ338	1.98
STAB2	1.6595
CDC20B	1.141
IRF9	2.618
CENTG1	0.305416666666667
TNPO2	-1.703
MCPH1	0.264375
BMS1P5	-1.98225
SLC26A7	0.27875
HIST1H3J	0.89475
C9orf3	0.639
LBH	1.261375
MYO1D	1.94375
PTDSS2	-0.52575
NFU1	0.1685
DEPDC4	-1.53525
WNT7B	1.5054
