Hybridization REF	TCGA-BH-A0C0-01A-21R-A056-07
HN1	1.7779
OR2L13	0.693666666666667
SLC16A11	0.18625
FAM96A	-0.65075
APOL1	1.084
C5orf32	-1.2585
RTP1	-1.01983333333333
RNF175	-0.52125
ZBTB41	1.139875
AHCTF1	-0.5964
SAE2	-0.7022
ITGA2	-0.671916666666667
MME	-1.80316666666667
CCDC14	-1.89
MAST4	0.2865
KRT33B	-0.3995
KCTD2	1.25633333333333
WDR26	0.491833333333333
MFI2	-0.544375
NR4A3	0.66025
ARSA	0.386
UNKL	-0.228666666666667
SULT6B1	0.0675
CCNA2	-1.40766666666667
SOX15	-1.3025
PPAPDC1B	-0.518
C19orf44	0.253
MCAT	0.80525
ARID1B	0.66525
OR52N1	2.651
C12orf48	-1.4795
MAGI1	-0.487125
NIPA2	-0.68325
GBX2	-1.967
RSHL3	1.18225
RAVER1	0.433166666666667
C15orf17	-0.50025
SLC30A2	0.935125
ZNF518	-0.53375
PCYT1B	-1.46825
C10orf114	-2.795
EIF3H	0.768
SLC25A39	0.361833333333333
KIF1B	0.436
AMOTL2	0.51725
C6orf120	-0.361857142857143
PSRC1	-1.72375
PLA2G10	1.26275
KIF5C	0.235857142857143
MRPL37	-0.6745
C17orf62	1.56966666666667
C9orf135	-2.279
DUSP10	1.7861
CLCNKB	0.2475
PSMA5	-0.174875
C8orf53	1.20075
AMPD3	1.38816666666667
PIAS1	-0.14675
ADCYAP1R1	0.1395
GYLTL1B	-0.78075
CDH20	-0.279333333333333
FBXO7	0.613
TMEM134	0.961833333333333
FLJ14213	1.3055
ZNF3	-0.032
LRRFIP1	-0.0575416666666667
CNOT2	0.071
ABI3	2.862
ALDH5A1	-0.965916666666667
HNT	1.9178
SERPINA4	-1.81875
TK2	-0.08375
STMN1	-1.17077777777778
GUCA2A	-0.0591666666666667
GALNT10	-0.677071428571429
DPP6	-0.91365
C9orf93	0.140625
PRELID2	-2.39525
STK39	1.33925
SFTPA1	-1.69433333333333
CKS2	-0.733888888888889
RHO	0.08175
C20orf135	-0.36025
XKR3	-2.5665
CR1	1.003
RPS6KA2	0.159928571428571
C20orf112	0.932
MRPL22	-0.42825
C4orf23	-0.00766666666666666
GADD45B	1.626
KLHDC1	0.199833333333333
C2orf48	-1.042
ZNF287	0.203
DAAM2	-1.9665
DPPA2	-3.45783333333333
TCTN3	0.354
DNAJB11	0.762375
FPR1	3.75325
DEFB4	-0.017
PTCD2	-1.1622
SMOC2	3.58816666666667
CABP7	0.96975
SERPINB11	-0.32775
MAGEF1	1.093
NDE1	0.457333333333333
ITGA10	0.5265
FSHB	0.225
ANXA2	0.144
HORMAD2	0.15675
HLCS	-0.38025
MCF2L	0.77375
FH	-0.280375
TBC1D24	1.37625
KIAA1505	0.8465
LGALS2	2.37825
CNBD1	-0.3455
SYNPO2L	-0.799
PTPN23	-0.235571428571429
C1orf183	-1.12433333333333
MAGEA8	-2.64925
DGCR8	-1.1755
GSR	-0.63625
PAQR7	0.2115
ZNF676	-0.5615
CACNA1C	-0.7648
SP7	0.659
PDCD6	-0.588
NRN1L	-0.975
BRI3BP	0.522416666666667
KIAA1183	0.72525
ASB4	0.15175
CCL23	2.0351
OBSL1	-0.60325
SLC12A7	0.887666666666667
KIAA0240	0.198625
CD1B	-1.51866666666667
FCGR2A	2.107
MDC1	-1.6775
HTR1A	0.165666666666667
OCEL1	1.1455
ATP11B	0.4126875
FBXO34	-0.0621666666666666
PCDH12	2.90583333333333
RPE	-1.189
C17orf74	-0.0105
CSDC2	0.299666666666667
PET112L	-0.18275
TMBIM1	0.831125
P2RXL1	-0.03525
TCHP	-0.11875
TRMT1	-0.704333333333333
F2RL2	-0.653333333333333
LRRC32	2.20033333333333
IMPG2	0.07
BGLAP	-0.63225
LOC493869	-1.63166666666667
MRAS	1.246625
SLC35F5	0.126
CBWD1	0.566
AXL	-1.3395
ATP2C2	2.4595
TELO2	-0.5345
PNPLA3	-0.38975
PCDHB14	-1.3385
CD276	0.5535
KRT80	-2.24725
DUSP28	0.2195
CSNK1E	-0.617416666666667
SRP14	0.02
KCNQ4	0.0835
KRT72	0.135833333333333
CCDC117	1.956875
C6orf89	-0.315944444444444
TUBB2B	-2.921
RTN4IP1	0.1115
CR1L	-2.56933333333333
CEND1	0.24625
C12orf41	0.00699999999999999
RNF31	0.15775
UBN1	0.384833333333333
C17orf32	0.873
SLC5A7	1.423
GPR92	1.41366666666667
ESAM	2.0244
CTNNA1	0.148
HRBL	0.0678
CBX4	1.18775
TMEM182	0.396
SH3TC2	-2.11433333333333
IL10	2.0175
PXMP4	2.3065
RNF167	0.0174
PAK7	-1.02733333333333
ETV3	0.064
ATPIF1	-0.8835
LOC554207	-0.919833333333333
OR8H1	0.4195
WDFY3	0.52
DPM1	-0.12075
GPSM1	0.057
WDR92	0.7055
LRP1	0.582833333333333
ANKH	-1.50025
THUMPD3	-0.62475
POLR1B	-0.609
OLFM4	8.3545
RAD9B	0.56225
TSPY2	-3.4965
PAX6	-2.172
SCG2	-3.6835
SLC17A6	-0.16475
FMO3	2.58875
PADI4	0.145125
TUBB4	-0.6863
NLK	0.95825
POU4F3	-0.191
SDF4	0.42875
ITGBL1	1.22033333333333
NETO1	-1.94825
TAP2	0.591
ABBA-1	0.01675
GNAI1	0.987
VPS4B	1.1585
NOPE	-1.2963
GALNT6	3.108
SESN1	0.355
GBE1	-2.45744444444444
CLASP1	-0.007
RASGEF1B	1.534375
ACOT11	-0.152928571428571
AFAP1	-0.55025
OR2H2	0.3825
DPY19L2P1	-2.26125
DZIP1	-3.41425
SEC22C	-0.222083333333333
GPR161	-1.62716666666667
RNF146	0.775
WDR74	0.117875
GALP	-0.285
PURA	0.78
DNPEP	0.651
RP11-78J21.1	-1.01425
ERBB2	2.27225
FANCM	-0.224833333333333
NEO1	-1.48416666666667
DDX3Y	-5.6907
RPS3A	-0.37875
MXRA7	0.641857142857143
LGALS3	-0.488
GLT8D1	-0.80675
CFL2	-3.51816666666667
UPB1	0.74625
NAP1L5	-1.24375
CLDN14	-0.33
DHX38	-0.50825
BTBD1	-0.955
TARS2	-0.2235
ABCF1	-0.4025
FCF1	0.384833333333333
LRRC49	-0.6
GUCY1B2	-1.148
C1orf177	0.537666666666667
SMARCA4	0.2515
LRP8	-1.75416666666667
TAGLN3	-1.164
MRPL14	-0.152
TTRAP	-0.423
ZDHHC20	0.36725
NFE2L3	1.34375
KIAA1377	0.84775
PALMD	1.0424
TMEM43	-0.295
TTL	-0.436
STAT5B	0.026
SSB	-0.9975
OR10H5	0.2875
SLC22A13	-0.48825
AKAP3	0.21225
TIMM23	0.351
OAS2	3.06825
KIAA0423	0.90625
TRIM11	0.746666666666667
GLIS3	-0.008375
TMEM50B	0.617833333333333
ARHGEF4	-2.385125
DEGS1	-0.111
TBL1XR1	2.2064
G6PD	-0.32475
SP140	2.2235
MUC17	-0.0463076923076924
NUDC	-0.4132
DNAJC5B	3.96733333333333
SCARA3	-1.50416666666667
CPA3	6.71783333333333
BCAT2	-0.598125
MFN1	0.5025
NRG3	-0.7405
SNX11	1.3575
PLEKHH1	0.0218333333333333
GPR177	-2.75066666666667
HCFC2	-0.013
TCAP	0.95975
MOCOS	-1.05975
C14orf93	-0.51675
PRDM10	-0.192
SLC16A4	-1.13383333333333
SRGAP1	-0.275333333333333
VIP	0.27075
DUSP27	-0.5235
LILRA1	1.6708
MC2R	-0.02
MGC24103	-3.51725
MBTD1	-0.6205
FUT11	0.1025
USP33	-0.4884
C15orf39	-0.95575
MAP3K12	-0.620875
PAAF1	-0.623666666666667
BARHL1	-0.0555
FLJ16165	-0.6405
PIWIL2	-3.039
SYNE1	0.31925
CMTM4	-0.352875
TSPYL1	0.5273
GUF1	0.642166666666667
TMEM157	-0.207
WDR44	0.21125
HIST1H3C	0.64075
DKFZp666G057	1.724
RNPEP	1.5015
GAS2L2	1.26983333333333
ADH4	-4.987
GRPR	4.2005
FBXL17	0.9145
ZBTB10	-0.63875
Gcom1	-0.0497222222222222
HTRA1	-0.3731
ZNF585A	-0.529666666666667
SLC26A2	0.0336428571428571
OTOP3	0.0988333333333333
WISP1	1.145
ATP2B4	0.0170833333333333
FLJ10769	-0.2055
CRAMP1L	0.3865
CHST12	0.0955
RAB22A	0.87375
TARDBP	-0.431071428571428
STAU1	0.5215
CRB3	2.56966666666667
MIG7	-2.12525
CHMP1A	0.394833333333333
ZNF160	-0.32525
B3GALT6	0.46625
BARX1	-2.18166666666667
C6orf167	-1.2725
NXNL1	0.236
DHX29	0.084
HADHB	0.2085
PLXNB2	1.06475
ILDR1	-0.86575
SLC15A3	3.48475
GAS2	-4.87733333333333
C20orf69	0.00600000000000001
NUMB	-0.00624999999999999
TNIP1	0.395625
MESP1	0.863666666666667
PSKH1	0.03175
NSFL1C	0.31825
RHOG	0.64425
HEY1	-3.49583333333333
KNG1	-2.476875
ITGAX	3.395
LIN9	-0.8285
CANT1	2.252375
XRN1	0.849
CCDC96	-0.1038
HEATR6	-0.287333333333333
GNG7	1.28441666666667
RUNX2	0.3944375
SOX1	0.285666666666667
FCRL5	2.3908
ZNF99	-0.143375
FAM9A	-0.0045
SNX22	0.566333333333333
MBNL3	-2.01633333333333
ODC1	-0.906
ADORA2B	-2.85166666666667
NR2F6	1.29725
ZFYVE16	-0.345777777777778
SYNJ2BP	0.9403
POLE	-1.26225
E2F2	-0.550875
THRA	-0.132833333333333
PTGES2	0.257833333333333
HIP1R	0.184166666666667
TMUB1	-0.491666666666667
ENO3	-2.6865
RSPH10B	-0.0465
CXorf39	1.12225
IRGC	0.02025
GPR109B	-0.414
FLJ13305	0.9975
LCE3A	-0.414
TNFRSF18	-0.258833333333333
DET1	0.262
TRPM3	-0.606083333333333
C16orf79	-1.322
FECH	0.5575
RAP2A	0.475833333333333
CRIP1	2.5805
AZIN1	0.7475
SLC7A7	4.7005
IL10RA	2.5036
TMEM64	-3.517
CDC42EP4	2.246
C16orf58	0.0796
ARG2	-1.6495
POU5F1P4	-5.14675
FAM62B	-0.043125
DNAH8	-1.1688
ASH2L	-0.77725
TSLP	-4.34483333333333
CNTNAP5	-0.1452
TMEM16C	-0.85625
IFNA14	0.598
SLC1A3	2.038375
CABYR	2.3835
BCL7B	0.1263
NUDT13	-0.623
C13orf28	-0.19375
C1orf53	-2.02
ARL6IP4	-0.5602
RPL35A	-0.0525
EMR3	0.09575
RAB40C	0.737833333333333
SLC41A1	0.295833333333333
LRCH1	-0.4635
LY6G5B	-0.678
FAM124A	-0.545142857142857
MGC10981	-4.64266666666667
CLIP3	-0.132
MAP4K2	0.223333333333333
CHIC1	-1.42075
SULF1	4.79583333333333
C20orf30	-0.245285714285714
PRDM5	-1.58125
ELOVL1	0.4445
C11orf48	-0.171125
SLC39A10	-1.03775
KCNV1	0.00499999999999999
ACP1	-0.0105
ZMYM2	-0.578
B3GNT6	0.196
C9orf69	0.52325
C2orf15	1.12375
C20orf166	0.354
HSP90AA6P	0.558
EDG7	-0.362
NEURL	-1.17775
LPL	-0.884666666666666
CLEC2D	1.00657142857143
GRRP1	1.6135
CD8B	-1.4984
HIST1H3D	-0.712
SLC6A12	1.928625
FAM27L	-0.6325
CD84	3.6463
RASA1	-0.8745
PHKG1	-0.1065
MAGEA11	-1.754
IMPA1	-0.7925
NPM3	-0.60975
RARRES1	4.31225
SH3BP1	0.95675
B3GNTL1	0.798
ARPC5L	0.743333333333333
KLHL26	1.21375
SIM2	-0.64425
GJC1	0.545
C20orf194	0.26225
EXO1	-1.161
SLC2A2	-2.54616666666667
LOC285074	-0.8105
LRG1	3.5635
KIRREL	-0.42
PIK3R1	0.513642857142857
C4orf34	1.28325
MAF	-1.16022222222222
ADCY4	3.20866666666667
ZMIZ2	0.6112
SLC46A3	2.18566666666667
STAMBP	0.1955
CCDC16	0.50575
MS4A12	0.1485
TCF20	0.13
LRRC46	2.1845
C20orf152	0.81925
MRPS6	-0.8005
ABCB11	-0.382
KCNC2	0.358166666666667
CDH19	-2.44433333333333
C9orf123	-0.367666666666667
SSH3	1.456125
LDLRAD1	-0.06225
CCBE1	-1.11225
ZNF135	0.35
TAAR1	-0.1295
WFDC12	-0.0015
CCDC42	0.843166666666667
FLJ12529	-0.549
PER1	-1.285
TIMM50	-0.842666666666667
SMARCAD1	-0.452
FAM26C	0.3905
TP53TG3	-2.97133333333333
SH3RF1	0.6188
LMCD1	1.3735
GPR63	-0.802
FLJ21986	-1.75775
AIFM3	1.87525
MICAL1	0.6675
BLZF1	0.589833333333333
IQCA	0.6865
PCDHGC3	-2.024
SAC	1.65375
BCL6B	1.94
DDO	0.10775
MARCO	4.133
DCHS1	-0.6215
C1orf170	1.49183333333333
CD200R1	2.4805
C22orf15	-0.294
SEPT11	0.416166666666667
ADNP	0.27575
UST	-2.3334
C13orf34	-1.22683333333333
RFFL	0.958714285714286
APBA3	-0.149
C2orf60	-0.53525
CUTL1	-0.2476
PMS1	-0.819
ZNF689	0.3015
EIF3E	0.156
IL9	-1.1798
RPL31	-0.60875
LY9	2.01583333333333
ATP2B3	-0.24975
KDELR2	-0.182458333333333
TFCP2	0.379875
NLRP12	-0.521375
FLJ45422	-0.2815
TLE4	-0.6171
ZNF570	-0.9015
FLJ43806	-0.0045
TLK2	0.338625
CIR	0.3725
MARS2	0.4545
COL24A1	0.0615
SDF2L1	0.273
HIBADH	-1.09616666666667
IGFBP3	-2.97092857142857
C12orf23	0.158875
PSPC1	-0.26275
C20orf43	0.54725
TRAV20	0.198
ARHGAP24	-0.0235
KIAA1975	-1.0115
C1QA	4.0184
DNTT	-4.76066666666667
C10orf6	0.249833333333333
C11orf41	-0.9205
HNRPF	0.565125
COL11A1	4.76066666666667
UBAP2	0.0161666666666667
CDKN2AIPNL	-1.148
C20orf174	5.43325
SPRED2	0.85
PLA2G12A	0.208333333333333
ICEBERG	-3.05916666666667
SCN10A	0.192
C11orf65	1.4325
GBP5	5.87075
PITPNC1	-0.0313333333333333
POU3F3	0.966
NCOA7	0.4085
LIN7C	-0.3377
LOC348840	-3.147
NKX2-2	-3.37
ANKRD13D	0.68025
LOC123688	-0.091
FUT2	1.75916666666667
TAAR8	0.411
FZD4	0.51025
PNMA3	-1.17366666666667
OR4L1	0.359
WIT1	1.047
EXOC3L	1.64425
ATPBD4	-0.5016
KRBA1	-1.3885
UBXD6	-0.731
HOXB7	-0.958857142857143
C7orf23	-0.756
UNQ338	-0.34075
STAB2	0.6905
CDC20B	0.52875
IRF9	2.3105
CENTG1	0.206333333333333
TNPO2	-0.2395
MCPH1	-0.177625
BMS1P5	-1.31975
SLC26A7	1.00725
HIST1H3J	0.251
C9orf3	1.0433
LBH	1.0935
MYO1D	0.276375
PTDSS2	-0.6575
NFU1	0.222
DEPDC4	-1.89675
WNT7B	0.8543
GLP2R	-0.484833333333333
SETD4	-0.9599
DYNLT3	-0.6948
FKBP11	-0.419833333333333
SESTD1	0.0365
FLII	0.07675
RPS16	-0.6728
CHPF	-0.514333333333333
CSNK2A1	-0.422333333333333
SUMO1P1	-0.3815
FKBP6	-1.0705
ZNF214	-2.511
TWIST1	-0.770833333333333
DDX56	-0.772166666666667
TRAM1L1	0.1074
EPO	-1.3885
MRPS18B	-1.25725
ZNF682	-1.63266666666667
RPL14	-0.857166666666667
MAFF	-0.49825
LOC51136	0.591875
LY96	0.69975
DDX20	-0.80125
ABTB1	0.472333333333333
ARL5A	0.1475
CCT6A	-1.227
HEPACAM	-1.5325
EHHADH	1.126
RBAK	0.0855
CGB1	0.375
ITGB5	-0.2557
YIPF3	-0.2575
FKBP2	0.39125
NR1D1	-0.8923
TMEM110	1.1975
NEK2	-0.362166666666667
PRAMEF8	-3.7015
C20orf52	-0.395
PCDHGA3	-1.698
VWA3B	0.207
NDUFA5	-0.03975
THAP9	-0.154
FLVCR2	1.3305
AP1S1	-1.342
SMAD6	-0.42425
SAV1	-0.05275
SAT1	2.182
ZNF251	0.461
ADAMTS7	0.6639
RPP38	0.2155
C1orf211	-1.4405
YPEL2	0.96275
RBMS1	-0.07925
ZNF445	-0.399166666666667
NRXN2	0.0683333333333333
PGBD4	-0.111875
UGT2B28	-1.91475
WBSCR16	-0.4618
NLRC3	1.408125
ASTL	0.131
ST6GALNAC1	-3.41625
ZADH2	-1.02
MLLT4	-0.348666666666667
ARL6	-0.3795
MEF2C	0.255
CBFA2T3	-2.3925
AFF3	0.566785714285714
COG7	-0.418666666666667
MYB	0.452666666666667
PLXNA3	0.56
XRCC2	-1.02016666666667
MMS19	0.00875
ST8SIA5	-0.918
CHPT1	-0.569666666666667
KIAA1712	-1.038375
OR6X1	2.216
ACTR3	0.608125
UGCG	1.14716666666667
OR4P4	0.517
ZAP70	-1.18125
LPP	0.9205
ZNF485	0.9475
PTPRCAP	1.58425
IL12RB1	1.4455
ATRX	-0.2815
CHST8	-2.01425
C14orf109	0.65525
ARV1	0.13925
NMB	-0.341285714285714
COX5A	-0.9365
EIF6	-0.58775
MPPED2	-1.77516666666667
SEMG1	-1.5615
CHRDL1	-0.1005
TRAF3IP2	1.56175
WNK2	-0.5925
LILRA4	3.81483333333333
LAMA2	2.86575
PXT1	-0.255
RLBP1	-3.61625
CD300C	1.313
SLTM	-0.746125
FLJ10404	-0.547125
APOBEC3D	-0.217666666666667
RENBP	1.6285
ATXN7L1	0.215625
NID1	-0.33575
TUBGCP3	-1.302
ITIH5	0.260944444444444
CCDC110	2.177
C8A	-3.4115
MGC87042	0.4065
HOXC13	0.42
TFDP2	-0.43875
HCP5	1.939875
POLI	-0.37225
UCN	0.0868333333333333
ZNF764	0.597666666666667
C8orf45	2.24625
FHL3	-0.58975
SPATA5L1	-1.12725
MMRN2	2.67166666666667
NDST1	0.465333333333333
COL20A1	-0.398
ZNF248	-0.6425
PELP1	-0.626666666666667
MBL2	-2.221
RNF41	0.260125
C5orf24	0.034875
THOC5	0.4765
SERINC3	-0.0475
RP11-151A6.2	-0.31625
CDCP2	-0.0115
HIST1H2AA	0.42675
C11orf75	0.5655
FKBP7	-0.70025
DDOST	0.05225
GPNMB	1.852
TTF2	-1.01016666666667
KCNT1	0.0898333333333333
SLC39A14	-0.9225
NGRN	1.0386
GPR137B	1.29225
MECP2	0.316875
PSMA1	-0.453
C16orf73	-5.29825
TMEM60	-0.237833333333333
CSN3	0.0785
NOS1	0.409666666666667
RAB7L1	1.337
YBX2	0.2065
KIAA1166	-0.612625
FUBP3	-0.0206666666666667
ABCG1	0.8555
ACACA	0.5425
ARL11	1.7043
ATOH1	0.057
ODF1	0.382666666666667
CREB3L3	-1.47733333333333
TMEM127	1.23585714285714
DSCAML1	-0.86525
PLN	1.6185
LYPLA1	0.35375
PRDM9	-1.68275
SASP	-0.20775
PLUNC	1.17883333333333
INTU	0.16025
HISPPD1	-0.91275
LNPEP	0.410166666666667
YARS2	-1.075
APCDD1L	-2.025
ZCCHC4	-1.3854
FBXO22	-0.841333333333333
TTLL13	-0.0325
ZNF669	-0.5155
PTGDR	2.95025
DDX27	0.281
KIAA0409	-0.669166666666667
GJB6	0.01775
ASB8	0.8535
PLP2	0.3515
MEPE	-0.07375
OR10J5	-0.227
KRT222P	-0.16525
COQ7	0.456166666666667
C1orf101	1.20575
RERG	2.7898
CHMP5	0.0435
THAP11	0.435375
ZNF43	-0.166
ZRANB3	-0.467333333333333
KRT13	-1.325625
MRPL19	-0.233
RBBP9	0.810125
SPATA17	1.494875
BXDC5	-0.740833333333333
PAFAH1B1	-0.00516666666666667
MAGEE1	0.5905
OSTF1	0.66775
KIAA0323	-0.437916666666667
TXNDC13	-0.889833333333333
CNTN4	0.987
LCE1B	-0.117
UNQ501	1.257
ZNF154	0.422
C3orf64	-0.35
SYT5	-0.00129999999999999
PON1	0.0583333333333333
FLJ10357	-0.77925
ATP4A	-1.3655
GNPDA1	0.154666666666667
MGAT1	1.26033333333333
C14orf121	0.11825
SLC35B2	-0.5675
MIER3	-0.136833333333333
CHEK1	-1.840125
ZNF8	0.0695
TXNDC1	-0.6315
CKB	0.0404
RTN3	1.59964285714286
FZD2	-0.2815
PART1	-0.806875
PSMB6	-0.5265
PCDHB8	-1.6815
PHC3	0.5993
PPP1R8	-0.180833333333333
NOVA2	1.12783333333333
TNFRSF11B	-1.101125
GOLPH3	0.998333333333333
UBLCP1	-1.33175
SUHW3	-0.8375
TTLL1	1.15425
OPN4	0.4335
OR13G1	-0.3225
ZPBP2	0.404833333333333
HSD17B11	-1.581
C9orf50	0.256
DHDDS	-0.0165
CTSW	3.0401
NEFM	-3.22266666666667
MRPL28	-0.152
SYN1	0.482
PIGV	-0.423833333333333
ZIM2	-1.58525
APBB1	0.712333333333333
SND1	-0.34675
C1orf123	-0.715666666666667
CHD3	-0.21875
BHLHB8	0.1815
RNASE2	0.489333333333333
BCAP31	0.76275
SLC25A44	0.27
CHD6	0.3589
PIB5PA	3.29561538461539
SELS	1.01175
LOC541471	-0.025625
FAT2	-0.5005
ZNF81	0.296
OR4C16	-0.00599999999999998
FLJ10081	-0.2201
LRRC4	1.8555
CS	0.435333333333333
N4BP2	-0.58675
IGFBP7	0.963
ZNF318	-0.223
NDNL2	0.22
ZNF609	-0.27825
SIRT4	-0.113
EXOSC10	-0.59975
ECE2	0.511583333333333
OVGP1	1.4265
GTPBP3	-0.02475
PACS2	0.6517
C19orf36	0.473166666666667
ARL4C	0.199125
ATG4B	-0.465125
UBQLNL	-0.372
RHOXF2B	-3.8775
PLEKHG2	-1.027
GALR1	-1.738
AQP4	0.0781666666666667
HDAC7A	-0.1125
DCUN1D3	0.4655
OR8A1	0.0145
CCRN4L	0.774625
CBR4	-0.702333333333333
KIFC1	-1.452
SLC7A14	-1.40616666666667
LHX5	0.011
TRPC7	-0.577
LPXN	0.74375
SERPINA1	-1.409125
RPS13	-0.9754
BPIL3	0.297
PRKAA1	-1.48925
FADS2	1.8516
ENAH	0.4703125
PRO1768	-0.177
APBA2BP	0.34325
LIPH	3.32966666666667
C3orf33	0.41925
RCC2	0.0686428571428571
ALDH1A2	-3.5054
RNF103	0.78925
AHCY	0.53675
ALG12	0.611
CCL17	2.399
ZNF543	1.054
ESRRG	-0.5032
CNGA1	3.52725
RDH5	-0.9175
OTX1	0.3884
PTGFR	-1.59266666666667
CDR2	-0.26125
SELE	4.974
NLGN2	-0.603166666666667
EXOSC9	-0.43975
ZNF566	-0.216166666666667
KLRC2	-4.289
GPR12	0.4985
KIAA0196	1.78225
PDRG1	0.6945
SSR3	0.274857142857143
MSI1	-0.3325
CST9	-0.359
CC2D1A	0.091125
PLAGL1	-0.838611111111111
ZNF778	0.918
RNF2	-0.752625
KLF6	0.905833333333333
THBD	0.980666666666667
tcag7.1314	0.94125
NR5A1	0.0648333333333333
ABCD2	1.00575
DNAJC7	-2.16675
CLEC4C	1.847
TM2D3	0.771875
CCDC4	-0.36
PLAC2	0.72925
DCD	1.101
FAAH	0.994
POLA1	-0.4375
TM7SF2	1.49675
FLJ39822	-1.539
FLOT2	0.537125
MAP4K1	1.06633333333333
SRP68	0.940375
C21orf74	-0.123
ARPC5	0.4665
LOC126075	1.696
HECW2	-0.2715
ZDHHC4	-0.2975
ANKRD42	1.2221
PDE9A	-1.82283333333333
ABCA8	-0.17125
NDUFS2	0.6865
UBR5	-0.21925
BTBD16	-2.6935
LOC554174	0.988
ZNF20	0.548
KIAA1843	0.8075
WDR17	-1.04871428571429
C15orf33	-0.015
RNF113A	-0.6045
CAMKK1	-0.2614
CLCN2	0.6685
ANXA6	-0.8755
LOC340069	1.051
EMID1	0.563875
DPM3	-0.2235
ELA1	0.2855
SLC25A13	-1.1497
KRT24	-0.34125
SMPD1	-0.172666666666667
TH	0.115125
COL6A2	-0.328714285714286
ANKS1B	0.9275
GPR126	-0.0497
ZC3H12A	1.4235
TMEM47	-1.09016666666667
C2orf51	-0.142
C1orf88	2.31716666666667
HSF2BP	0.05925
AKAP10	-0.21575
RPAP3	-0.344
KLHDC8B	0.574375
STOM	1.9402
MUPCDH	-0.10125
C10orf72	-0.484
PLEKHA3	0.0805
TCP11L1	0.12175
CWF19L1	0.35225
SPEF1	1.73484615384615
YSK4	1.74775
ELN	0.4369
SAMD8	1.00983333333333
MPI	-1.117
MEPCE	0.0692
ABCC3	0.509
NANOGP1	-4.1095
KCNK17	0.554375
HLA-DMB	5.06666666666667
RRAGA	0.60125
ANGEL1	-0.15025
RBM32B	-0.155
CPN1	-3.4495
MGC52282	-0.4939
HLA-A	2.37458333333333
OR9G4	0.5785
EDNRB	-2.26025
SCD	-0.123357142857143
C14orf80	-0.392666666666667
BAGE2	-0.2005
RABL4	1.46116666666667
RCVRN	-1.13
SHANK1	-0.4255
NLRP7	-1.52175
CD226	2.8215
STAT3	1.269
SYNJ2	-1.034
TPCN2	0.617833333333333
WDR36	-0.982916666666667
MBD4	-0.0665
ROBO1	-1.1621
ST3GAL6	-3.2685
SLAMF8	3.89066666666667
ATN1	0.173833333333333
GPR141	1.32775
KRT36	0.7985
TPH1	-0.1345
DDX52	0.78825
ZSCAN29	-0.343333333333333
TRPT1	0.3235
DPEP3	0.57175
DENND4A	-0.43275
TSPAN16	-0.685
PTCHD2	-0.698
LOC145814	-0.77275
CAP1	1.2045
EIF5A2	-2.0884
NT5DC3	-1.953125
SEPT9	-0.06125
SEZ6L2	-3.164125
EGFLAM	2.51875
VPS11	0.33025
NDUFB5	0.466
CIDEA	2.42816666666667
IER5L	0.97325
N6AMT1	-0.24525
FAM83C	0.09275
OXR1	1.21216666666667
IRX1	-0.7445
DGKB	-1.15883333333333
GCN5L2	-0.1515
MIR16	0.91575
FBXW9	1.15075
WDR4	-1.10866666666667
PDC	0.2745
VPS33B	0.2675
HEXB	0.0245
FLJ32214	0.67775
TCEB3	0.0565
CRLF1	-3.47825
ABI3BP	1.83125
C8orf22	-4.2025
PYCR1	1.70075
KIAA1706	0.36375
CDK5R2	0.59025
WAS	1.193
C12orf60	0.05675
CCBL2	-0.56275
MADD	-0.312
C5orf34	-1.6745
WDR42A	0.6733
KLF12	-1.044125
HSPA1A	2.52275
ITM2C	-0.70375
DAPK2	2.354
LOC442590	-0.0425
SUMF2	-0.5
CENPA	-0.777307692307692
TMED5	-0.351875
CDH6	-1.4647
BRP44	0.767625
THG1L	-0.6875
GABRA2	-1.517
C14orf166	-0.4995
MYL1	-1.96666666666667
TNFSF18	-0.034
PAP2D	-2.18033333333333
PPIB	-0.92775
KLHL4	-1.2605
SFN	-0.016
CCDC127	0.0815
FRAP1	-0.27275
GOLGA5	0.47475
SDCCAG1	-0.437375
MGC21675	-0.85
C10orf95	-0.508
KIAA1345	-1.58033333333333
C1orf163	-0.5965
LACE1	-0.223166666666667
OR10K2	-0.2965
CENPN	-1.65548
TMED2	-0.04925
UGT1A6	-1.526
ANG	-1.56175
U2AF1	-1.2425
CASC2	0.945666666666667
NMT2	-0.322333333333333
OSGEPL1	-0.569
DFNB31	-0.063
SLC6A20	0.212375
DKC1	0.0095
FXYD4	-1.10275
WDR64	0.83075
MGC5590	0.403
CREBZF	-0.823833333333333
DAZ1	-1.25533333333333
PRPSAP1	0.1105
GCHFR	-0.45275
TTC7A	0.50075
LOC196993	1.06225
UBD	3.63766666666667
S100A1	-1.331375
RPL6	0.5865
DNAJB6	-0.0115
NAGS	1.2455
C2orf58	0.5275
KERA	0.572
MT1X	-1.2106
UBE2B	-0.2249
KEAP1	0.637
MST1	-3.271375
OMA1	0.0785
ABLIM2	0.56825
BCL2L13	0.571416666666667
JAZF1	-0.560833333333333
TMEM63B	0.557
S100A8	4.052
ARFIP2	0.5155
UROS	1.0035
KHDRBS2	-0.646
POLQ	-2.352375
SOAT1	0.089
SPAG4	-0.542
MRPS30	-1.01883333333333
LOC494141	-0.1195
OR2T11	0.168
ORAOV1	-0.4137
