Hybridization REF	TCGA-B6-A0RE-01A-11R-A056-07
C20orf174	1.90875
SPRED2	-0.584
PLA2G12A	-0.562833333333333
ICEBERG	-1.40483333333333
SCN10A	-0.276
C11orf65	-0.7185
GBP5	4.3505
PITPNC1	0.0653333333333333
POU3F3	1.0445
NCOA7	0.929125
LIN7C	-0.0631
LOC348840	-1.16
NKX2-2	-3.11575
ANKRD13D	0.695125
LOC123688	-0.23775
FUT2	1.9055
TAAR8	0.226
FZD4	-1.52216666666667
PNMA3	0.82
OR4L1	0.464
WIT1	-2.2945
EXOC3L	0.95625
ATPBD4	-0.5177
KRBA1	-0.4775
UBXD6	-1.796
HOXB7	-1.67271428571429
C7orf23	-1.4815
UNQ338	-0.7575
STAB2	0.9945
CDC20B	0.2585
IRF9	0.888
CENTG1	0.216583333333333
TNPO2	-0.30525
MCPH1	0.6305
BMS1P5	-1.88025
SLC26A7	0.39275
HIST1H3J	0.13525
C9orf3	-0.1785
LBH	0.830625
MYO1D	1.18475
PTDSS2	0.56675
NFU1	0.14475
DEPDC4	-1.71575
WNT7B	1.7706
GLP2R	-0.534166666666667
SETD4	-0.0731
DYNLT3	-0.2105
FKBP11	-0.433
SESTD1	1.05783333333333
FLII	-0.052
RPS16	-0.3591
CHPF	1.1265
CSNK2A1	0.643
SUMO1P1	-0.145
FKBP6	-0.7155
ZNF214	-0.172833333333333
TWIST1	0.498333333333333
DDX56	0.236
TRAM1L1	1.6789
EPO	-3.16083333333333
MRPS18B	-0.991
ZNF682	-0.2096
RPL14	-0.0505
MAFF	0.35675
LOC51136	-0.10825
LY96	-0.6775
DDX20	-0.706
ABTB1	0.117
ARL5A	0.2781
CCT6A	0.2215
HEPACAM	-0.971166666666667
EHHADH	-1.63833333333333
RBAK	0.727166666666667
CGB1	-0.022
ITGB5	-0.163
YIPF3	0.4415
FKBP2	-0.2435
NR1D1	-0.588
TMEM110	1.3735
NEK2	-0.360666666666667
PRAMEF8	-3.50875
C20orf52	-0.579
PCDHGA3	1.543
VWA3B	0.04725
NDUFA5	-0.154375
THAP9	-0.78
FLVCR2	0.6625
AP1S1	-0.818125
SMAD6	-1.25475
SAV1	0.720625
SAT1	1.73375
ZNF251	0.5935
ADAMTS7	0.1181
RPP38	1.49275
C1orf211	-2.1715
YPEL2	0.88625
RBMS1	0.6445
ZNF445	0.0948333333333334
NRXN2	-0.395833333333333
PGBD4	-0.429125
UGT2B28	-2.917
WBSCR16	-0.3839
NLRC3	-0.575875
ASTL	0.49775
ST6GALNAC1	-3.18975
ZADH2	-0.741125
MLLT4	0.696083333333333
ARL6	-0.0795
MEF2C	-0.3725
CBFA2T3	-4.303
AFF3	-0.403428571428571
COG7	-0.6105
MYB	-3.2285
PLXNA3	0.9855
XRCC2	-1.34633333333333
MMS19	-0.0165
ST8SIA5	-1.29775
CHPT1	0.260166666666667
KIAA1712	-0.52975
OR6X1	0.759
ACTR3	0.58525
UGCG	-0.414
OR4P4	0.5845
ZAP70	-3.98775
LPP	1.083875
ZNF485	0.2415
PTPRCAP	-0.8325
IL12RB1	0.45425
ATRX	0.0393
CHST8	-2.27225
C14orf109	-0.68225
ARV1	0.0755
NMB	0.366285714285714
COX5A	-0.738166666666667
EIF6	0.04225
MPPED2	-1.4465
SEMG1	-1.727
CHRDL1	0.1235
TRAF3IP2	1.34475
WNK2	0.5615
LILRA4	0.916
LAMA2	3.4995
PXT1	0.387
RLBP1	-1.669
CD300C	0.568
SLTM	-0.92875
FLJ10404	-0.5450625
APOBEC3D	0.6315
RENBP	1.78366666666667
ATXN7L1	0.19425
NID1	0.2525
TUBGCP3	0.07625
ITIH5	0.216611111111111
CCDC110	1.51025
C8A	-3.31725
MGC87042	0.02325
HOXC13	0.93275
TFDP2	-1.279
HCP5	1.355125
POLI	-0.393
UCN	-2.33133333333333
ZNF764	-0.690666666666667
C8orf45	0.90525
FHL3	0.28675
SPATA5L1	-0.61375
MMRN2	1.8735
NDST1	0.954
COL20A1	-0.0495
ZNF248	-1.28316666666667
PELP1	-0.162666666666667
MBL2	-2.28283333333333
RNF41	-0.12275
C5orf24	0.42075
THOC5	0.547875
SERINC3	-0.45275
RP11-151A6.2	0.454
CDCP2	-0.00775
HIST1H2AA	0.24025
C11orf75	0.809333333333333
FKBP7	-0.54
DDOST	0.138
GPNMB	1.82416666666667
TTF2	-0.748833333333333
KCNT1	-0.112333333333333
SLC39A14	-0.575375
NGRN	-0.0938
GPR137B	1.37975
MECP2	0.285
PSMA1	0.07125
C16orf73	-5.18075
TMEM60	-0.535333333333333
CSN3	4.164
NOS1	0.181666666666667
RAB7L1	1.27683333333333
YBX2	-1.113
KIAA1166	0.737625
FUBP3	-0.971666666666667
ABCG1	-1.445
ACACA	-0.181
ARL11	0.2316
ATOH1	-0.6495
ODF1	-0.0361666666666667
CREB3L3	-1.82116666666667
TMEM127	1.04214285714286
DSCAML1	-1.3035
PLN	2.28666666666667
LYPLA1	-0.3065
PRDM9	-1.7245
SASP	-0.5205
PLUNC	-0.161333333333333
INTU	-0.3095
HISPPD1	-0.0185
LNPEP	0.346666666666667
YARS2	-0.418666666666667
APCDD1L	0.9215
ZCCHC4	-1.6092
FBXO22	-0.9815
TTLL13	-0.4155
ZNF669	0.625333333333333
PTGDR	1.601
DDX27	0.2025
KIAA0409	-0.0451666666666667
GJB6	3.05325
ASB8	0.07975
PLP2	1.33366666666667
MEPE	0.1225
OR10J5	0.195
KRT222P	-0.793
COQ7	-0.989166666666667
C1orf101	-0.0805
RERG	2.9603
CHMP5	-0.062625
THAP11	0.070125
ZNF43	-0.822
ZRANB3	-0.9955
KRT13	2.30125
MRPL19	0.229
RBBP9	0.38475
SPATA17	0.956375
BXDC5	-0.384833333333333
PAFAH1B1	-0.540833333333333
MAGEE1	0.99125
OSTF1	0.45875
KIAA0323	-0.507416666666667
TXNDC13	0.922833333333334
CNTN4	3.848875
LCE1B	1.49
UNQ501	-0.8705
ZNF154	0.032
C3orf64	1.2845
SYT5	-0.0616
PON1	0.0498
FLJ10357	-0.51175
ATP4A	-1.3335
GNPDA1	-0.67
MGAT1	0.872833333333333
C14orf121	0.088
SLC35B2	-0.1215
MIER3	0.224666666666667
CHEK1	-1.018
ZNF8	0.332166666666667
TXNDC1	-1.59933333333333
CKB	-1.957
RTN3	0.320857142857143
FZD2	-1.78966666666667
PART1	0.744125
PSMB6	-1.0415
PCDHB8	2.4195
PHC3	-0.5238
PPP1R8	-0.347
NOVA2	1.31066666666667
TNFRSF11B	-1.34875
GOLPH3	1.345
UBLCP1	-0.5225
SUHW3	0.184
TTLL1	-0.046
OPN4	0.41
OR13G1	0.3435
ZPBP2	-0.343833333333333
HSD17B11	-2.766625
C9orf50	-0.3615
DHDDS	0.0564285714285714
CTSW	1.3169
NEFM	-2.70966666666667
MRPL28	-1.09675
SYN1	0.543166666666667
PIGV	-1.00833333333333
ZIM2	-0.37125
APBB1	0.265333333333333
SND1	-0.0195
C1orf123	-0.521333333333333
CHD3	-0.604
BHLHB8	0.25525
RNASE2	-0.524333333333333
BCAP31	0.863625
SLC25A44	0.763166666666667
CHD6	-0.2722
PIB5PA	-0.640769230769231
SELS	0.08425
LOC541471	0.322
FAT2	2.987
ZNF81	0.1355
OR4C16	0.7015
FLJ10081	-0.8244
LRRC4	-0.456
CS	-0.453
N4BP2	-1.944
IGFBP7	0.682
ZNF318	0.0650833333333333
NDNL2	0.1585
ZNF609	-0.6245
SIRT4	0.38125
EXOSC10	-0.968
ECE2	0.368083333333333
OVGP1	-0.89275
GTPBP3	-0.05375
PACS2	0.841
C19orf36	-1.7215
ARL4C	1.906125
ATG4B	-0.572375
UBQLNL	-1.07375
RHOXF2B	-4.01
PLEKHG2	-0.617
GALR1	-0.452
AQP4	-0.376
HDAC7A	-0.56
DCUN1D3	-0.0255
OR8A1	0.0305
CCRN4L	1.104875
CBR4	-1.02566666666667
KIFC1	-0.874833333333333
SLC7A14	-1.31033333333333
LHX5	0.9505
TRPC7	-0.6315
LPXN	-1.55725
SERPINA1	-1.04925
RPS13	-0.216
BPIL3	-1.058
PRKAA1	-0.285
FADS2	0.9699
ENAH	1.41575
PRO1768	-0.549
APBA2BP	-0.77425
LIPH	1.66133333333333
C3orf33	-0.2755
RCC2	0.462285714285714
ALDH1A2	-3.4772
RNF103	0.69975
AHCY	-0.16025
ALG12	0.08
CCL17	0.69175
ZNF543	0.462666666666667
ESRRG	1.7378
CNGA1	3.22725
RDH5	-1.56683333333333
OTX1	0.997
PTGFR	-1.1225
CDR2	0.135125
SELE	3.9875
NLGN2	-0.532333333333333
EXOSC9	-0.8755
ZNF566	-0.2924
KLRC2	-5.232
GPR12	0.5035
KIAA0196	0.36875
PDRG1	-0.37975
SSR3	-0.596571428571429
MSI1	-0.0255
CST9	-0.336
CC2D1A	0.10575
PLAGL1	0.123555555555556
ZNF778	-0.5315
RNF2	0.185
KLF6	2.32733333333333
THBD	0.363833333333333
tcag7.1314	0.94875
NR5A1	0.331833333333333
ABCD2	-0.051
DNAJC7	-2.37175
CLEC4C	0.153
TM2D3	-0.529625
CCDC4	-0.267
PLAC2	2.22525
DCD	-0.3495
FAAH	0.66175
POLA1	-0.553666666666667
TM7SF2	-1.657125
FLJ39822	-1.5635
FLOT2	0.909125
MAP4K1	-1.072
SRP68	1.004
C21orf74	0.947
ARPC5	1.11625
LOC126075	0.89775
HECW2	0.5315
ZDHHC4	0.03375
ANKRD42	0.7904
PDE9A	0.639333333333333
ABCA8	-0.82175
NDUFS2	0.5065
UBR5	-0.428125
BTBD16	-3.04075
LOC554174	-0.968
ZNF20	-0.015
KIAA1843	0.2445
WDR17	-0.102714285714286
C15orf33	-0.2445
RNF113A	0.163
CAMKK1	-0.2878
CLCN2	1.38025
ANXA6	-0.0165
LOC340069	0.0945
EMID1	-0.31975
DPM3	0.51025
ELA1	-0.267
SLC25A13	0.0603
KRT24	-0.35425
SMPD1	-0.189833333333333
TH	0.438125
COL6A2	1.15857142857143
ANKS1B	1.756
GPR126	-0.8691
ZC3H12A	-0.0113333333333333
TMEM47	0.953166666666667
C2orf51	-0.258166666666667
C1orf88	1.95183333333333
HSF2BP	1.5525
AKAP10	-0.48325
RPAP3	-0.92
KLHDC8B	1.153625
STOM	-0.42
MUPCDH	-0.037375
C10orf72	-0.299125
PLEKHA3	0.140333333333333
TCP11L1	0.28825
CWF19L1	-0.25775
SPEF1	0.182769230769231
YSK4	-0.636
ELN	0.3623
SAMD8	-0.235166666666667
MPI	-1.77883333333333
MEPCE	-0.3694
ABCC3	-1.878125
NANOGP1	-2.224
KCNK17	1.253
HLA-DMB	3.18833333333333
RRAGA	1.11375
ANGEL1	-0.5955
RBM32B	0.265
CPN1	-3.43775
MGC52282	-0.8916
HLA-A	1.508
OR9G4	0.386
EDNRB	-2.9095
SCD	-1.58921428571429
C14orf80	-1.201
BAGE2	-0.258
RABL4	0.344
RCVRN	-0.6885
SHANK1	0.3375
NLRP7	-2.098
CD226	0.0305
STAT3	0.975
SYNJ2	-0.2757
TPCN2	0.789
WDR36	-0.703333333333333
MBD4	0.0275
ROBO1	0.0198
ST3GAL6	-2.685
SLAMF8	2.87416666666667
ATN1	0.468
GPR141	-0.5525
KRT36	-0.05
TPH1	0.157
DDX52	-0.126
ZSCAN29	-0.202166666666667
TRPT1	-0.740833333333333
DPEP3	0.2285
DENND4A	-0.99075
TSPAN16	0.2215
PTCHD2	0.0455
LOC145814	0.61825
CAP1	0.594666666666667
EIF5A2	-0.4741
NT5DC3	-0.712
SEPT9	0.126
SEZ6L2	-0.14225
EGFLAM	3.3045
VPS11	0.576625
NDUFB5	-0.775666666666667
CIDEA	0.3065
IER5L	0.16675
N6AMT1	-0.53975
FAM83C	-0.55225
OXR1	0.0448333333333333
IRX1	2.6985
DGKB	0.705
GCN5L2	-1.23125
MIR16	-0.341375
FBXW9	0.4705
WDR4	0.0205
PDC	-0.4325
VPS33B	-0.42225
HEXB	0.27175
FLJ32214	0.7155
TCEB3	-0.045
CRLF1	-4.34825
ABI3BP	-0.51175
C8orf22	-4.27725
PYCR1	-0.22575
KIAA1706	1.182
CDK5R2	0.5135
WAS	-0.038
C12orf60	-1.585
CCBL2	-0.548125
MADD	0.181
C5orf34	-0.57125
WDR42A	1.0663
KLF12	0.254875
HSPA1A	1.334
ITM2C	-0.84375
DAPK2	1.95683333333333
LOC442590	-0.2865
SUMF2	-0.076875
CENPA	-0.478384615384615
TMED5	-0.525875
CDH6	-1.4565
BRP44	0.676875
THG1L	-1.3585
GABRA2	-2.531
C14orf166	-0.58225
MYL1	-1.69683333333333
TNFSF18	0.466
PAP2D	-2.28
PPIB	0.02125
KLHL4	-0.842
SFN	1.22933333333333
CCDC127	0.12275
FRAP1	-0.23775
GOLGA5	0.19525
SDCCAG1	-0.35175
MGC21675	-0.413166666666667
C10orf95	-0.35225
KIAA1345	0.2165
C1orf163	-0.211
LACE1	-0.340833333333333
OR10K2	0.036
CENPN	-1.36488
TMED2	-0.20025
UGT1A6	-1.3125
ANG	-1.987
U2AF1	-0.388
CASC2	-0.304
NMT2	2.08016666666667
OSGEPL1	-0.85925
DFNB31	-0.6145
SLC6A20	1.511875
DKC1	0.37025
FXYD4	-1.03075
WDR64	0.0475
MGC5590	0.7785
CREBZF	-0.222666666666667
DAZ1	-0.53075
PRPSAP1	-0.01725
GCHFR	-1.28525
TTC7A	0.620875
LOC196993	0.177
UBD	3.68533333333333
S100A1	0.70825
RPL6	-0.111333333333333
DNAJB6	0.5955
NAGS	-0.3327
C2orf58	-0.067
KERA	0.493166666666667
MT1X	-1.3293
UBE2B	0.1069
KEAP1	0.373
MST1	-2.966
OMA1	-0.0525
ABLIM2	0.748
BCL2L13	-0.3445
JAZF1	1.04766666666667
TMEM63B	0.814
S100A8	3.7475
ARFIP2	0.21375
UROS	0.771
KHDRBS2	-1.1885
POLQ	-1.930875
SOAT1	0.25575
SPAG4	-1.66725
MRPS30	-0.565333333333333
LOC494141	-0.4475
OR2T11	0.3465
ORAOV1	0.043
ZNF184	-0.331
TCEB3B	0.274
ADAM21	0.183
GDPD1	0.78125
SPINLW1	0.2185
PRR14	0.251333333333333
KCTD9	1.8464
NUDT3	0.04
KIAA1822	0.9987
HIST1H4K	-0.3275
DFNA5	-2.08725
GABPA	0.01925
C14orf44	-0.57275
POLB	1.814375
PTAR1	-0.6695
SEC31A	0.7987
TRIM58	-2.74475
TAS2R14	-0.2335
VPS8	0.261875
H1F0	0.597333333333333
PRKCB1	-4.19666666666667
UGT2A1	0.2765
TOR1B	-0.3315
LSS	-0.252833333333333
C2orf19	0.538
HNRNPC	0.173357142857143
TMEM100	-2.3025
LOC116349	-0.048
OR51M1	0.896
CCDC142	-1.48625
ISG15	1.7119375
ZCCHC14	0.027125
CREBL2	-0.42675
TGDS	-1.004
DC2	-0.4055
CACNA2D3	-2.35278571428571
ZNF429	-1.429625
LYPD6	-2.03216666666667
SUCLG1	0.0841666666666667
OR51I1	-1.0125
MAGEH1	1.3035
PRPF40A	0.162
SMR3A	0.626
SPINK2	-1.613
THAP2	0.50275
NPY5R	-0.275875
IRF4	-2.369625
SPESP1	-2.6885
OR10S1	0.1615
DTD1	0.587
TUBE1	-0.9435
DDX19A	-0.878
PDPN	-1.361875
TMEM34	0.0401666666666667
MGAM	1.86875
COL3A1	5.42116666666667
GFM2	-0.1584
OR5A2	-0.023
PSG9	-0.836
ARHGEF11	0.603666666666667
IVNS1ABP	0.11725
SIGIRR	0.1495
DUSP19	-1.277625
DNAJC14	-0.2333
ACSS1	0.784125
IL1RAPL2	0.3595
C4orf30	-0.52825
SEPT4	0.80875
LANCL3	-1.0535
SPAG17	0.286333333333333
PRDX3	-1.450625
HNF1A	-2.038875
P4HA2	0.492375
RFWD3	-0.480666666666667
MOV10	-0.53625
DNAJA5	1.22864285714286
LOC729440	-0.04675
LOC200383	-0.31775
SMC2	-1.323
MIXL1	-1.095
TMEM9	0.63925
FAM86A	0.471
ZNF174	-0.0578
MYH14	-1.28025
CCR8	0.83375
VPS37C	0.990666666666667
GPATCH1	0.235166666666667
B3GNT8	1.6035
TBX4	0.66175
CNR2	0.0535
PCDH1	1.07675
C5orf29	1.61675
OCIAD2	0.93075
PLCG2	2.2375
KIAA0247	1.0105
HRH3	0.245
CAPN13	-1.205375
CCR1	0.0066
MGC15523	0.684722222222222
UVRAG	1.01016666666667
DNAJA2	-0.652166666666667
ITGA2B	-0.8705
CLDN5	2.289125
PTPRN2	-3.52892857142857
ZNF512	0.928833333333333
PSAP	0.855857142857143
CCDC140	-1.116
LRRC55	-0.4845
CYP26C1	0.0795
C8orf47	1.96075
LYN	1.229625
DUSP6	-1.63783333333333
TGFB3	1.54213333333333
ELK1	0.94
PCDH11Y	-0.154333333333333
HGD	-3.91975
C17orf58	-0.91625
MYO3A	0.4985
SERPINE2	-2.64883333333333
AARSD1	-0.692125
C14orf73	-1.409
ADAM33	-0.4205
ZNF491	0.0255
MAPK6	-0.401666666666667
TCN1	3.2365
SLC24A6	1.128
UBE2R2	1.371
H1FNT	0.21425
TATDN2	1.03316666666667
LILRB1	1.129
P2RY5	0.5355
NUCB2	-0.4275
C2orf37	0.4235
SNX27	1.53183333333333
MTA3	0.150625
FOXO4	0.0535
ID4	2.612
SOX5	-2.546
PXMP3	0.100875
OR52M1	0.071
SFT2D3	0.36875
INA	-2.94133333333333
MCOLN1	1.448
NFIX	1.7862
CLEC14A	4.2065
HIBCH	-0.469333333333333
PLA2G5	1.067
TIMM10	-0.454
MED17	0.3772
COL4A4	-0.65
TPP1	0.575833333333333
GJA3	-1.2145
TMPRSS5	0.449
AADACL3	0.4155
DNMBP	-1.869
ENPP5	3.0005
NQO1	-2.6419
ZSCAN2	-0.216625
SEC24C	0.285833333333333
GTF2A1L	-1.5235
AXIN2	-1.1642
FAM33A	-1.09458333333333
C16orf13	-0.01425
SPNS2	1.028
TAF1	0.2675
AP1G2	-1.173
RBM42	0.578166666666667
HCN2	0.459833333333333
EFHB	0.942833333333333
RUSC1	1.25716666666667
GRIK5	0.46
USP21	0.619
ATAD3C	0.406
ORMDL2	0.1995
PRSS7	-3.07625
PSAT1	-2.30925
FLJ13195	-1.55983333333333
TBC1D1	0.869833333333333
IFNG	1.3315
OTOS	0.0596666666666667
ZNF773	0.326
EMD	-0.50075
RETN	-0.2535
CCL8	4.118
APH1A	-0.12125
COX18	-0.91075
GTF2IRD2	1.57575
CCDC82	-0.358
PAFAH2	0.2762
NPEPL1	-0.3749
RP11-114G1.1	-0.1195
TP53INP1	0.013625
ZNF300	0.552833333333333
FOXL2	-3.34375
LARP2	0.171416666666667
LATS1	-0.12225
HTR6	0.272
SPOCK2	0.903333333333333
RNF144B	2.97
HTATIP2	0.61175
MGC10334	0.418083333333333
CENTA2	1.39483333333333
FGF2	-0.95625
FXYD7	0.1705
PHYHIPL	-1.5
GPR34	3.05675
DDX6	0.226833333333333
OR10W1	0.1195
LHFPL1	-0.0095
ZNF313	-0.346
VPS28	0.88025
AP3M1	-0.0491
AKR1CL2	2.85925
TRAF4	1.37725
OR2B11	0.3105
C19orf12	0.287666666666667
AKAP9	0.225166666666667
C1orf62	-0.27
SLC20A1	-1.4199
FAM112A	-0.0165
LDB2	-0.721375
MRPS23	-1.29875
KLK5	4.028375
SPTB	-0.284444444444444
EFEMP2	0.0095
EFNB2	2.94625
PCM1	-0.587714285714286
NMNAT3	0.994
TSG101	0.5035
C8orf40	1.4495
NOB1	-0.7135
ABHD3	-1.11675
GTF3C4	-1.182375
PIGN	0.565666666666667
GALNTL1	-1.3655
AEBP1	1.88775
OR9Q1	0.77
ANKRD2	-0.321875
CCL28	3.343
TRIM38	1.01583333333333
TMCC1	0.199166666666667
SMG5	1.349
LRRC7	-0.793
NCAPD2	0.0735
C6orf153	0.10575
C1orf74	0.44475
OTUD6A	-0.058
DCP2	-1.08916666666667
TMEM24	-0.02975
RPL18	-0.521833333333333
TMEM177	-0.09125
LRRC37A3	1.53025
C1D	-0.311
LDHC	-0.32925
UBE4B	-0.214
NIT1	0.0542857142857143
BTN3A3	-0.296
RASD1	2.660625
COMMD3	0.5975
SHFM1	0.437
BIRC8	0.24225
DUT	-1.3035
C12orf51	0.206
LRRC59	-0.0178333333333334
LY6H	-0.04925
WDR22	-0.499166666666667
EDEM1	0.186785714285714
ADH1A	0.625
PANX2	0.1719
CYP11B1	0.41875
CDC73	0.43925
GPR172A	1.551
GSTM3	-2.46207692307692
KCNA5	-0.475375
SERAC1	1.31283333333333
NFATC2	-0.1745
ANAPC5	-0.6762
C15orf24	-0.38325
NFATC2IP	-0.559666666666667
TNRC6C	0.514833333333333
MGC102966	3.086875
FGD5	-0.0378333333333333
MED9	-0.4995
RAB13	0.0381666666666667
C15orf49	-0.395
CRYGS	-1.7378
C12orf53	-1.0884
LOC283693	-0.752
COX6B2	-0.529125
PHF14	0.691875
FAM3A	0.608375
RPL13	-0.7523
PRDX2	0.0734
FLJ34047	-2.00675
PRMT3	-0.7165
KCTD19	-2.4465
TRIM10	-0.550166666666667
MGC26597	0.229333333333333
GCNT4	0.392
GPRASP1	-0.077
CDKN1C	-0.765916666666667
RHBDL2	2.5091
HSPH1	0.3845
AQP1	1.784
COL17A1	0.0434
GFAP	0.036125
CDC16	0.542
KIAA1614	-0.339
C6orf118	0.301166666666667
ZSWIM5	-2.25175
FAM83F	3.44475
LYNX1	1.5268125
SYNPR	-0.11875
XG	3.2555
PRSS16	1.542125
KIF13B	0.361714285714286
PCDH9	-2.187875
HIST1H2AH	1.11133333333333
RBM18	-0.488
ZNF626	0.19125
HEXIM2	-1.68766666666667
ITFG1	-1.193
TUBG2	-0.4535
SFRS7	-0.269833333333333
C9orf14	1.218
EXTL1	0.05625
GBP3	1.27866666666667
WDR5	-0.50675
RARG	0.715
MYO7A	-0.525
CECR6	0.396
C13orf3	-0.905875
SFRS18	-0.61
ACVR1B	0.206833333333333
PSMD1	0.0105
C7orf31	0.2575
ILVBL	0.22075
IFNGR1	2.24625
RNF186	0.1345
NOL9	-0.0665
MAGEL2	0.22525
SLC29A2	-0.23775
NHSL1	-0.578
RBMX	-0.776
PSORS1C2	0.68125
RAD51L3	-0.500083333333333
LCN6	0.14425
ORAI2	-0.340875
BRUNOL6	-0.4603
OR4K5	-0.0475
CDC123	1.057
MSLN	2.48116666666667
WWTR1	2.62833333333333
ZNF700	-1.16383333333333
COBL	0.74075
PPP1R16B	-1.0185
GAS7	-0.9688
MDN1	0.07025
HAAO	0.7835
C9orf68	0.07525
TNFAIP2	2.208375
FOXN1	-0.1475
hCG_2033311	-0.122666666666667
ATP6V0D2	0.9908
RPL41	-0.442875
SLC38A1	0.4275
ARHGAP6	-2.00383333333333
ADAD2	-0.62075
PHF20L1	0.78525
MCM3AP	1.03766666666667
ST3GAL3	-0.3995
SNX1	-0.609833333333333
ELF5	5.845
PARP3	0.164125
RBM8A	0.1840625
LINGO4	0.4395
ITGA9	1.745
ZFR	0.98675
ACSL6	0.555875
FLJ20699	-0.7869
DAOA	0.17975
FABP4	4.1965
KCNB1	-1.062
CANX	0.2081
SLC25A28	0.395333333333333
ADIPOR2	0.00950000000000004
ECHDC2	1.559375
SMA4	-2.0085
FRZB	2.871
PABPC1	0.710166666666667
DMRTB1	-0.492375
APOBEC3G	-1.02625
CATSPER2	-3.535
CUEDC1	-0.595833333333333
STARD9	-2.113625
CLDN8	6.47475
LOC23117	-1.52390909090909
E2F6	-0.228777777777778
TMEM126B	-0.804666666666667
DPY19L4	0.3945
GIMAP5	1.7975
NDUFA9	0.473833333333333
FAM77C	-0.0725
CTPS2	0.48325
LOC51035	-0.128
WDSOF1	-0.2095
EGLN3	-1.49625
PITX3	0.5345
OR52E8	-0.00899999999999999
GRM4	0.502
KLK1	-2.05916666666667
GPM6B	0.45
RRAGD	2.521
PAGE5	-3.76825
UCHL5	0.202833333333333
ULK3	-0.473166666666667
AIM2	2.33383333333333
PNO1	-0.0298333333333333
OR2F2	0.392
GNAT2	-0.4065
SIX1	-2.24925
ST13	-0.0895833333333333
ZBTB44	1.13225
TIMP2	0.21725
ZMAT4	-3.392
GTF2IRD1	0.712166666666667
ZNF19	-0.0938333333333333
ZNF714	-1.23575
RSC1A1	-0.39025
C9orf80	-0.22975
PSMA8	0.1505
TMEM141	-1.28275
COX4I1	-0.835857142857143
CTAGE1	0.541666666666667
DTWD1	-0.977
HSD11B1	-0.13325
KRT6B	5.29375
ARID4B	0.654625
LHFPL3	0.29675
WWP2	0.0666666666666667
ZNF326	0.0853333333333333
RGPD1	-0.4885
CTSH	0.0615
FASTKD1	-1.062125
PAF1	0.1551
TTC9C	0.13325
IFT57	0.1618
PRSS36	0.362
IL20RB	-2.085
ZNF592	-0.383833333333333
DCTD	-0.1588
CFP	-0.08575
MFNG	-1.707875
JMJD2B	-0.01625
ALDH3B1	-1.1785
THSD4	-1.81983333333333
KCNJ5	2.40983333333333
LMNA	1.3575
TBCD	1.35175
ZNF250	0.932166666666666
CASQ2	0.256
PEG10	-2.941
PRAME	-2.5602
NP	-0.05475
TRIM59	-0.102833333333333
ZNF12	0.646875
XTP3TPA	-0.33825
SIGLEC7	-0.3449
PANK4	-0.29725
FAM70A	-3.73533333333333
SNED1	-1.51275
HIP1	0.8602
RAET1E	-2.12
AMAC1L2	-0.9275
AHNAK2	1.70108333333333
TOE1	-0.7325
RECQL4	-0.2195
SPRYD3	0.77375
DPAGT1	-0.048
MAGED2	0.3414
ANKRD55	-0.898
TRPS1	3.51541666666667
DOK7	-0.013
TFPI2	-5.61075
GTF2H3	-1.27066666666667
CYP4F11	-2.30375
LHX2	-3.32033333333333
ATG16L1	0.740333333333333
ASB12	0.7355
C1orf116	3.81775
NF2	0.34375
POM121	-0.4625
PHYHD1	-1.0493
TXNDC17	0.00966666666666666
DKFZp779O175	-0.61625
NUP62	0.0885
MYO18B	-1.89033333333333
PRAMEF1	0.206
TCBA1	0.707375
TMEM168	0.9365
FJX1	1.579
CLCF1	0.02175
SEPN1	0.178125
IGSF2	0.544
NUDCD1	0.129166666666667
TFF3	-3.29483333333333
NDFIP1	-0.25
CHCHD4	-0.2765
TNR	0.3635
CUTA	0.303833333333333
USP44	-4.67625
DPP10	-0.6934
IWS1	0.187
PCGF1	0.9795
SULT1C4	-0.052
NTF5	-1.423
PTPN13	-1.0805
SSTR5	-0.036
SFRP1	2.702375
IDH3B	-0.611
SUOX	0.264666666666667
TMCO5	0.56425
GOLT1B	0.22225
MIB1	0.349071428571429
PCDHGB1	1.24
SUSD1	0.50125
ICAM5	-1.9345
PAPOLB	0.0275
URM1	-0.00809999999999999
TMEM106B	0.138833333333333
LRIG2	-0.97975
SLC27A5	-0.4585
CLIC6	3.1895
ZNF420	0.2255
SCN9A	-2.6658
KIAA1909	1.666
ELMOD1	-2.8775
PRKAG1	-0.54825
FAM64A	-0.56
EEF1G	0.2174
SMAD5	0.528
INCENP	-0.46675
WASF2	-0.4735
GARS	1.0341
CDK10	-0.8326
HLX	0.2585
MDM4	0.038
ZNRF1	-0.780571428571429
HHATL	-2.12433333333333
FAM21C	1.0112
HIST2H3C	0.28025
PFDN2	1.159625
ZNF200	-0.7925
NDN	-1.289
HBA2	-3.38166666666667
FBLN5	0.72675
PUM1	0.152357142857143
TNNT1	-4.80816666666667
C19orf59	0.596833333333333
HNRPH2	0.2695
RAB7A	0.303333333333333
PMS2	0.085625
BIRC3	1.57883333333333
NRSN2	0.510625
OR52K2	0.398833333333333
SPOCK1	-0.0165714285714286
H2AFY	0.91175
RXRB	-0.024
ZNF638	0.313
ANKRD45	-0.0615
ACTN4	0.918833333333333
FXC1	0.4945
EIF2B5	-0.088
VPS33A	-0.6565
PINK1	0.074125
FAM106A	-0.3985
SKIP	3.47075
GAPDHS	-0.37325
