Hybridization REF	TCGA-AO-A0JB-01A-11R-A056-07
RASA1	-2.102
PHKG1	-1.0865
MAGEA11	-3.018
IMPA1	-2.6965
NPM3	0.0165
RARRES1	4.16175
SH3BP1	0.664375
B3GNTL1	1.3175
ARPC5L	-0.372666666666667
KLHL26	-0.27425
SIM2	-2.073375
GJC1	2.5245
C20orf194	0.14225
EXO1	-2.47975
SLC2A2	-1.592
LOC285074	-0.81575
LRG1	1.5355
KIRREL	0.1845
PIK3R1	1.57515384615385
C4orf34	0.05425
MAF	-1.80616666666667
ADCY4	5.2415
ZMIZ2	1.8534
SLC46A3	-0.407333333333333
STAMBP	-1.15766666666667
CCDC16	-0.2795
MS4A12	-0.5625
TCF20	0.59625
LRRC46	2.3095
C20orf152	0.255333333333333
MRPS6	-1.762125
ABCB11	-2.294
KCNC2	1.133
CDH19	-2.7672
C9orf123	-0.689166666666667
SSH3	1.4765
LDLRAD1	-2.8795
CCBE1	-1.601
ZNF135	0.414625
TAAR1	0.198
WFDC12	-1.654
CCDC42	0.3028
FLJ12529	-0.32675
PER1	0.9365
TIMM50	0.906333333333333
SMARCAD1	-0.8875
FAM26C	0.7865
TP53TG3	-0.323166666666667
SH3RF1	0.8058
LMCD1	1.832
GPR63	0.14
FLJ21986	-2.716875
AIFM3	-0.471
MICAL1	-0.0666666666666667
BLZF1	-0.295
IQCA	3.90266666666667
PCDHGC3	-2.406
SAC	1.0175
BCL6B	2.35783333333333
DDO	-2.32025
MARCO	2.462
DCHS1	1.7545
C1orf170	1.30716666666667
CD200R1	0.5706
C22orf15	1.281
SEPT11	0.4
ADNP	-1.20075
UST	-1.2145
C13orf34	-0.1125
RFFL	-0.147785714285714
APBA3	0.109
C2orf60	-0.94525
CUTL1	1.0289
PMS1	-1.109
ZNF689	-1.11
EIF3E	-1.14966666666667
IL9	-0.10375
RPL31	0.152
LY9	-0.790833333333333
ATP2B3	1.2975
KDELR2	0.2445
TFCP2	-0.534
NLRP12	-0.12675
FLJ45422	1.3095
TLE4	-0.8397
ZNF570	-1.506
FLJ43806	-0.108
TLK2	0.71275
CIR	1.3505
MARS2	-0.304
COL24A1	0.313
SDF2L1	0.085
HIBADH	-0.964166666666667
IGFBP3	-2.17514285714286
C12orf23	-0.20025
PSPC1	0.09975
C20orf43	-0.7075
TRAV20	-0.303
ARHGAP24	0.083625
KIAA1975	0.543875
C1QA	4.9207
DNTT	-3.38266666666667
C10orf6	-0.726666666666667
C11orf41	-0.30525
HNRPF	-0.322
COL11A1	3.8665
UBAP2	0.0381666666666667
CDKN2AIPNL	-1.196
C20orf174	1.62825
SPRED2	-0.25925
PLA2G12A	0.240333333333333
ICEBERG	-2.2
SCN10A	-0.359
C11orf65	0.4325
GBP5	3.14325
PITPNC1	-1.8065
POU3F3	4.126
NCOA7	-0.592
LIN7C	-0.7831
LOC348840	-0.838
NKX2-2	-1.6695
ANKRD13D	1.891375
LOC123688	1.56725
FUT2	0.813833333333333
TAAR8	0.042
FZD4	-0.279583333333333
PNMA3	1.07683333333333
OR4L1	0.6365
WIT1	-2.07975
EXOC3L	2.08125
ATPBD4	-1.2189
KRBA1	-0.06425
UBXD6	-1.84125
HOXB7	-0.0286428571428571
C7orf23	-1.3075
UNQ338	0.117
STAB2	0.12825
CDC20B	0.4405
IRF9	2.139
CENTG1	1.52375
TNPO2	0.262
MCPH1	-1.076125
BMS1P5	-0.864
SLC26A7	0.1215
HIST1H3J	1.619
C9orf3	-0.1143
LBH	3.23725
MYO1D	-0.25175
PTDSS2	0.7655
NFU1	-0.45475
DEPDC4	-2.65975
WNT7B	-0.5844
GLP2R	-0.653
SETD4	0.2122
DYNLT3	-1.6888
FKBP11	0.531166666666667
SESTD1	-0.427666666666667
FLII	-1.35775
RPS16	0.5649
CHPF	-0.531
CSNK2A1	-0.198333333333333
SUMO1P1	-1.29925
FKBP6	0.7175
ZNF214	-0.700333333333333
TWIST1	0.6955
DDX56	-1.10433333333333
TRAM1L1	0.1694
EPO	0.506666666666667
MRPS18B	0.16125
ZNF682	-0.792
RPL14	0.656833333333333
MAFF	0.1975
LOC51136	-2.11975
LY96	0.34575
DDX20	-0.2645
ABTB1	0.9545
ARL5A	-0.1965
CCT6A	-1.906
HEPACAM	-1.06883333333333
EHHADH	-1.201
RBAK	0.231833333333333
CGB1	6.59925
ITGB5	-0.6018
YIPF3	-0.69425
FKBP2	1.2105
NR1D1	0.5891
TMEM110	-2.839
NEK2	-1.34616666666667
PRAMEF8	-2.45175
C20orf52	-0.126
PCDHGA3	0.0725
VWA3B	-0.67725
NDUFA5	-0.13025
THAP9	-1.873
FLVCR2	-1.479
AP1S1	-1.155
SMAD6	-0.91075
SAV1	1.158125
SAT1	0.224375
ZNF251	0.140625
ADAMTS7	1.2891
RPP38	-0.09275
C1orf211	-0.15
YPEL2	0.64665
RBMS1	-0.559
ZNF445	-1.2244
NRXN2	1.801
PGBD4	0.124714285714286
UGT2B28	-1.56166666666667
WBSCR16	-0.3234
NLRC3	-0.240375
ASTL	-0.02125
ST6GALNAC1	-2.961
ZADH2	-0.146625
MLLT4	0.202583333333333
ARL6	-1.18216666666667
MEF2C	0.72775
CBFA2T3	-0.496
AFF3	1.33069230769231
COG7	0.213666666666667
MYB	0.546
PLXNA3	0.0555
XRCC2	-2.62066666666667
MMS19	-0.87375
ST8SIA5	-0.157571428571429
CHPT1	-1.0995
KIAA1712	-0.175
OR6X1	0.596
ACTR3	-1.52475
UGCG	0.457666666666667
OR4P4	-0.7085
ZAP70	-1.83125
LPP	1.068375
ZNF485	-1.10975
PTPRCAP	0.73275
IL12RB1	0.5675
ATRX	-1.035
CHST8	3.9915
C14orf109	-1.72175
ARV1	-0.58525
NMB	0.633
COX5A	-0.599833333333333
EIF6	0.067
MPPED2	-2.549
SEMG1	-1.7145
CHRDL1	2.08
TRAF3IP2	0.5975
WNK2	-0.218
LILRA4	2.4515
LAMA2	3.20825
PXT1	-0.1675
RLBP1	-2.164
CD300C	-0.364
SLTM	-0.451
FLJ10404	1.3705
APOBEC3D	-2.00066666666667
RENBP	-0.200333333333333
ATXN7L1	-0.039
NID1	-0.532
TUBGCP3	-0.168
ITIH5	1.15044444444444
CCDC110	0.93575
C8A	-2.478
MGC87042	-2.46825
HOXC13	0.08475
TFDP2	-2.36425
HCP5	0.579625
POLI	-0.1855
UCN	-0.2115
ZNF764	0.5945
C8orf45	-0.29975
FHL3	-0.19475
SPATA5L1	-1.078
MMRN2	3.22966666666667
NDST1	-0.256833333333333
COL20A1	1.08266666666667
ZNF248	-1.0285
PELP1	0.875833333333333
MBL2	-1.6144
RNF41	-0.98125
C5orf24	0.56125
THOC5	-0.726625
SERINC3	-0.980083333333333
RP11-151A6.2	-0.3375
CDCP2	-0.9365
HIST1H2AA	-0.5425
C11orf75	0.329333333333333
FKBP7	-0.801
DDOST	-0.38775
GPNMB	0.836833333333333
TTF2	-0.608666666666667
KCNT1	0.63
SLC39A14	-1.207125
NGRN	1.55
GPR137B	-0.4375
MECP2	0.495625
PSMA1	-1.55725
C16orf73	-3.91675
TMEM60	-0.686
CSN3	1.1845
NOS1	0.971833333333333
RAB7L1	-1.07166666666667
YBX2	1.555
KIAA1166	0.37425
FUBP3	-0.2715
ABCG1	1.973
ACACA	-0.45925
ARL11	1.1283
ATOH1	1.943
ODF1	0.706833333333333
CREB3L3	-1.21583333333333
TMEM127	0.978142857142857
DSCAML1	-0.9845
PLN	2.5528
LYPLA1	-2.159
PRDM9	-0.30025
SASP	1.26425
PLUNC	-0.1296
INTU	-0.19475
HISPPD1	-1.0115
LNPEP	-1.80833333333333
YARS2	-0.907
APCDD1L	0.7185
ZCCHC4	-1.5899
FBXO22	-1.95083333333333
TTLL13	-0.0115
ZNF669	-0.649
PTGDR	0.898
DDX27	-0.2855
KIAA0409	-0.6895
GJB6	0.17
ASB8	0.23625
PLP2	-0.258
MEPE	0.15625
OR10J5	1.037
KRT222P	0.23525
COQ7	0.3925
C1orf101	-0.302
RERG	1.7109
CHMP5	-1.52775
THAP11	-0.878
ZNF43	-0.342666666666667
ZRANB3	-0.8494
KRT13	1.846125
MRPL19	-0.60525
RBBP9	-0.772625
SPATA17	1.66425
BXDC5	-1.32333333333333
PAFAH1B1	-1.85641666666667
MAGEE1	1.05375
OSTF1	0.048
KIAA0323	-0.399416666666667
TXNDC13	-0.463666666666667
CNTN4	0.158714285714286
LCE1B	null
UNQ501	-0.52025
ZNF154	-0.257
C3orf64	-1.015
SYT5	0.5843
PON1	0.1086
FLJ10357	-0.441875
ATP4A	-1.01
GNPDA1	-1.1545
MGAT1	0.366666666666667
C14orf121	0.35275
SLC35B2	-0.05675
MIER3	0.1534
CHEK1	-3.54475
ZNF8	-0.6168
TXNDC1	-1.58516666666667
CKB	0.0641000000000001
RTN3	1.30671428571429
FZD2	-0.603666666666667
PART1	-1.05042857142857
PSMB6	-1.62775
PCDHB8	-1.0825
PHC3	-0.638111111111111
PPP1R8	1.281
NOVA2	2.3285
TNFRSF11B	-3.07125
GOLPH3	-0.297833333333333
UBLCP1	-1.85625
SUHW3	-0.79875
TTLL1	-0.18075
OPN4	0.939
OR13G1	0.04
ZPBP2	0.2815
HSD17B11	-1.770125
C9orf50	0.583
DHDDS	0.2385
CTSW	0.1219
NEFM	-1.28716666666667
MRPL28	-0.416
SYN1	2.56883333333333
PIGV	-0.567833333333333
ZIM2	-0.396
APBB1	0.325833333333333
SND1	-0.06525
C1orf123	-0.3255
CHD3	-0.31
BHLHB8	1.02125
RNASE2	-2.04983333333333
BCAP31	0.5975
SLC25A44	-0.106833333333333
CHD6	1.014
PIB5PA	0.147538461538462
SELS	0.715125
LOC541471	-0.089625
FAT2	1.138
ZNF81	-1.4885
OR4C16	-0.31
FLJ10081	-0.3117
LRRC4	0.64575
CS	-0.9755
N4BP2	0.21
IGFBP7	0.9605
ZNF318	-0.493
NDNL2	-0.06975
ZNF609	0.94925
SIRT4	-0.7445
EXOSC10	-0.26025
ECE2	1.39666666666667
OVGP1	2.659
GTPBP3	1.35375
PACS2	0.1538
C19orf36	-1.4445
ARL4C	-0.2985
ATG4B	-0.29125
UBQLNL	0.08575
RHOXF2B	-2.083
PLEKHG2	-0.6745
GALR1	-0.041
AQP4	0.3652
HDAC7A	0.851
DCUN1D3	0.56325
OR8A1	0.317
CCRN4L	0.774125
CBR4	-1.38933333333333
KIFC1	-0.854666666666667
SLC7A14	-0.475833333333333
LHX5	0.248
TRPC7	-1.078
LPXN	-1.05275
SERPINA1	-0.74375
RPS13	-1.2497
BPIL3	0.1365
PRKAA1	-1.0395
FADS2	1.9678
ENAH	0.1088125
PRO1768	2.402
APBA2BP	-0.07175
LIPH	2.07216666666667
C3orf33	-1.8085
RCC2	0.785714285714286
ALDH1A2	-2.332
RNF103	0.873
AHCY	-0.039
ALG12	0.014
CCL17	2.323
ZNF543	0.9905
ESRRG	1.6185
CNGA1	1.15475
RDH5	-0.00916666666666669
OTX1	0.1182
PTGFR	-1.243
CDR2	-0.562875
SELE	3.011
NLGN2	-0.533666666666667
EXOSC9	-0.53675
ZNF566	-0.1125
KLRC2	-3.457
GPR12	2.144
KIAA0196	-1.8785
PDRG1	-0.21925
SSR3	-0.161928571428571
MSI1	0.2805
CST9	0.715
CC2D1A	0.787125
PLAGL1	-0.472444444444444
ZNF778	-0.5355
RNF2	-0.212625
KLF6	0.572666666666667
THBD	0.921833333333333
tcag7.1314	0.97775
NR5A1	0.813
ABCD2	0.325
DNAJC7	-1.9285
CLEC4C	-0.9265
TM2D3	0.1035
CCDC4	-0.444
PLAC2	0.14725
DCD	3.901
FAAH	0.475375
POLA1	0.184666666666667
TM7SF2	1.694875
FLJ39822	-1.44083333333333
FLOT2	-0.231625
MAP4K1	-0.445
SRP68	0.412375
C21orf74	-0.978
ARPC5	0.650875
LOC126075	1.411
HECW2	-0.675142857142857
ZDHHC4	-1.28525
ANKRD42	2.0133
PDE9A	-0.202333333333333
ABCA8	-1.4745
NDUFS2	-1.63
UBR5	-0.74675
BTBD16	-2.95675
LOC554174	-0.1125
ZNF20	-1.5815
KIAA1843	0.1595
WDR17	-0.169625
C15orf33	-0.2865
RNF113A	-0.07125
CAMKK1	0.1384
CLCN2	0.663
ANXA6	-1.581
LOC340069	-0.1605
EMID1	0.113375
DPM3	0.49
ELA1	-2.773
SLC25A13	-0.5741
KRT24	-0.90875
SMPD1	-1.0385
TH	0.8875
COL6A2	0.695785714285714
ANKS1B	0.199333333333333
GPR126	-0.8672
ZC3H12A	1.797
TMEM47	-0.0771666666666666
C2orf51	-0.163166666666667
C1orf88	2.68116666666667
HSF2BP	-0.09525
AKAP10	-0.548
RPAP3	-2.1255
KLHDC8B	-0.379
STOM	-0.0144
MUPCDH	0.4375
C10orf72	-1.38571428571429
PLEKHA3	-0.0599166666666667
TCP11L1	-1.303
CWF19L1	-0.788125
SPEF1	1.44676923076923
YSK4	0.10775
ELN	1.6027
SAMD8	-0.882166666666667
MPI	0.025
MEPCE	0.3509
ABCC3	-0.132
NANOGP1	-2.5205
KCNK17	1.525625
HLA-DMB	3.968
RRAGA	-0.5205
ANGEL1	-0.488
RBM32B	-0.668
CPN1	-2.8445
MGC52282	-1.5386
HLA-A	0.40775
OR9G4	-0.3665
EDNRB	-0.654875
SCD	0.402642857142857
C14orf80	1.16983333333333
BAGE2	1.651
RABL4	0.871166666666667
RCVRN	-0.8185
SHANK1	-0.1295
NLRP7	-2.46775
CD226	-0.28925
STAT3	0.1640625
SYNJ2	-0.0272
TPCN2	-0.614833333333333
WDR36	-1.92041666666667
MBD4	-1.303
ROBO1	-0.8998
ST3GAL6	-2.865
SLAMF8	1.74483333333333
ATN1	2.174
GPR141	-0.384
KRT36	0.3165
TPH1	0.3635
DDX52	0.08175
ZSCAN29	0.28
TRPT1	0.641833333333333
DPEP3	1.37633333333333
DENND4A	-1.21671428571429
TSPAN16	0.356
PTCHD2	-0.084
LOC145814	-0.498
CAP1	-0.7565
EIF5A2	-1.456
NT5DC3	-1.364875
SEPT9	-0.0195
SEZ6L2	-0.459
EGFLAM	2.955
VPS11	0.84325
NDUFB5	-1.87166666666667
CIDEA	1.33066666666667
IER5L	3.079
N6AMT1	-1.308
FAM83C	0.21375
OXR1	1.051
IRX1	1.5185
DGKB	0.09725
GCN5L2	-1.57225
MIR16	-0.138125
FBXW9	-0.67175
WDR4	-0.167166666666667
PDC	-0.348
VPS33B	0.4845
HEXB	-2.90975
FLJ32214	2.98225
TCEB3	-0.6
CRLF1	-2.3565
ABI3BP	0.472
C8orf22	-3.46225
PYCR1	-0.556125
KIAA1706	1.63825
CDK5R2	2.42425
WAS	1.0685
C12orf60	-1.235
CCBL2	-1.57775
MADD	-0.09575
C5orf34	-3.007
WDR42A	-0.4693
KLF12	-0.6705
HSPA1A	0.57075
ITM2C	-0.833166666666667
DAPK2	1.89783333333333
LOC442590	-0.016
SUMF2	0.34275
CENPA	-2.14046153846154
TMED5	-1.77475
CDH6	-0.6774
BRP44	-1.208
THG1L	-0.76875
GABRA2	-3.012
C14orf166	-0.36925
MYL1	-1.4104
TNFSF18	1.0025
PAP2D	-1.30983333333333
PPIB	0.10725
KLHL4	-1.995
SFN	1.2565
CCDC127	-0.0815
FRAP1	-1.5915
GOLGA5	0.2195
SDCCAG1	0.122125
MGC21675	0.7975
C10orf95	0.9265
KIAA1345	-1.34766666666667
C1orf163	-0.32
LACE1	0.128
OR10K2	-2.3235
CENPN	-1.63876
TMED2	-1.11025
UGT1A6	-1.708
ANG	0.1305
U2AF1	-0.739
CASC2	0.3016
NMT2	-1.55966666666667
OSGEPL1	-0.63025
DFNB31	0.023
SLC6A20	-0.12575
DKC1	-1.01275
FXYD4	-0.587
WDR64	-0.852
MGC5590	0.359
CREBZF	-1.7485
DAZ1	-0.96775
PRPSAP1	-1.48525
GCHFR	-1.18275
TTC7A	-0.354285714285714
LOC196993	0.79625
UBD	-0.684666666666667
S100A1	-0.092625
RPL6	0.308833333333333
DNAJB6	-0.14865
NAGS	0.4576
C2orf58	-0.588
KERA	0.119
MT1X	0.8648
UBE2B	-0.4492
KEAP1	0.21
MST1	-1.774
OMA1	-0.269
ABLIM2	0.682
BCL2L13	-0.563166666666667
JAZF1	-0.860166666666667
TMEM63B	2.1075
S100A8	4.0293
ARFIP2	0.18225
UROS	-0.80975
KHDRBS2	-1.394
POLQ	-1.955625
SOAT1	-2.90175
SPAG4	-1.45325
MRPS30	-1.8795
LOC494141	-3.497
OR2T11	0.6755
ORAOV1	-0.3305
ZNF184	-1.305
TCEB3B	1.37933333333333
ADAM21	-0.45
GDPD1	-0.540666666666667
SPINLW1	1.944
PRR14	0.354833333333333
KCTD9	-1.1483
NUDT3	1.1435
KIAA1822	0.1671
HIST1H4K	4.249
DFNA5	-3.2265
GABPA	-2.25975
C14orf44	-0.764
POLB	-1.648625
PTAR1	-1.40225
SEC31A	1.5442
TRIM58	-1.39125
TAS2R14	-3.8705
VPS8	-0.222875
H1F0	1.575
PRKCB1	-2.701
UGT2A1	0.193
TOR1B	-1.34775
LSS	-1.39608333333333
C2orf19	0.997
HNRNPC	0.543
TMEM100	-0.7835
LOC116349	-0.897
OR51M1	0.264
CCDC142	0.32825
ISG15	2.102125
ZCCHC14	0.13425
CREBL2	-0.48075
TGDS	-1.69825
DC2	-2.013
CACNA2D3	-1.6225
ZNF429	0.326625
LYPD6	-0.622
SUCLG1	-1.1625
OR51I1	-0.525
MAGEH1	-0.1645
PRPF40A	1.062
SMR3A	0.905
SPINK2	-2.049
THAP2	-0.814375
NPY5R	0.03
IRF4	-1.968875
SPESP1	1.27283333333333
OR10S1	0.5625
DTD1	-1.24675
TUBE1	-2.55575
DDX19A	-0.3295
PDPN	-1.3505
TMEM34	0.03175
MGAM	-0.0893333333333333
COL3A1	5.1015
GFM2	-2.0758
OR5A2	0.485
PSG9	-2.09933333333333
ARHGEF11	-0.520666666666667
IVNS1ABP	-0.345866666666667
SIGIRR	0.81425
DUSP19	-0.513875
DNAJC14	-0.5901
ACSS1	-0.5965
IL1RAPL2	0.8255
C4orf30	-1.9585
SEPT4	2.28925
LANCL3	-2.103
SPAG17	3.93466666666667
PRDX3	-2.475125
HNF1A	0.485625
P4HA2	-1.38375
RFWD3	0.1045
MOV10	-0.34125
DNAJA5	-0.651857142857143
LOC729440	0.508
LOC200383	0.794285714285714
SMC2	-3.59875
MIXL1	-0.171166666666667
TMEM9	-0.33975
FAM86A	1.0845
ZNF174	-0.872333333333333
MYH14	0.72075
CCR8	0.6905
VPS37C	0.880333333333333
GPATCH1	1.0195
B3GNT8	4.075
TBX4	-0.193333333333333
CNR2	0.0836666666666666
PCDH1	0.434
C5orf29	1.3975
OCIAD2	0.17175
PLCG2	1.062
KIAA0247	1.20075
HRH3	0.317555555555556
CAPN13	4.670625
CCR1	-0.3598
MGC15523	1.1335
UVRAG	-0.455666666666667
DNAJA2	-1.29416666666667
ITGA2B	-0.477
CLDN5	5.181
PTPRN2	-2.14442857142857
ZNF512	-1.00783333333333
PSAP	-0.355
CCDC140	0.345
LRRC55	0.1325
CYP26C1	0.3015
C8orf47	0.36475
LYN	0.66675
DUSP6	0.495
TGFB3	2.38093333333333
ELK1	-0.2404
PCDH11Y	-0.8152
HGD	-0.57425
C17orf58	0.446
MYO3A	1.58
SERPINE2	-3.23683333333333
AARSD1	-0.783625
C14orf73	-1.35925
ADAM33	0.601
ZNF491	-0.799
MAPK6	-2.0595
TCN1	0.999166666666667
SLC24A6	1.4815
UBE2R2	0.1775
H1FNT	1.4695
TATDN2	0.7545
LILRB1	0.538
P2RY5	0.74
NUCB2	0.33525
C2orf37	0.14925
SNX27	0.247333333333333
MTA3	0.71125
FOXO4	0.948
ID4	2.53683333333333
SOX5	-1.3265
PXMP3	-1.13325
OR52M1	1.404
SFT2D3	-1.346875
INA	-2.26233333333333
MCOLN1	-0.00175
NFIX	2.7212
CLEC14A	6.2205
HIBCH	-0.936333333333333
PLA2G5	0.9395
TIMM10	-0.378
MED17	-0.8311
COL4A4	-1.1975
TPP1	-0.174333333333333
GJA3	-1.44025
TMPRSS5	-1.03025
AADACL3	-0.5705
DNMBP	-1.12475
ENPP5	0.409166666666667
NQO1	-1.7762
ZSCAN2	0.26125
SEC24C	-0.2905
GTF2A1L	-1.4655
AXIN2	0.0581
FAM33A	-1.07141666666667
C16orf13	0.9055
SPNS2	1.7305
TAF1	0.22025
AP1G2	0.548666666666667
RBM42	0.989666666666667
HCN2	2.20316666666667
EFHB	0.372
RUSC1	-0.0738333333333333
GRIK5	0.7385
USP21	-0.5925
ATAD3C	3.22075
ORMDL2	0.749875
PRSS7	-2.5205
PSAT1	-3.57325
FLJ13195	-1.81866666666667
TBC1D1	-0.4225
IFNG	-0.0507500000000001
OTOS	1.619
ZNF773	0.803333333333333
EMD	-1.6885
RETN	0.0386666666666666
CCL8	2.3055
APH1A	-0.6385
COX18	-0.23675
GTF2IRD2	-0.14875
CCDC82	-2.08383333333333
PAFAH2	-0.2638
NPEPL1	-0.3822
RP11-114G1.1	0.2345
TP53INP1	0.054125
ZNF300	-1.0765
FOXL2	-1.935
LARP2	0.376166666666667
LATS1	-1.15175
HTR6	-0.213
SPOCK2	0.812666666666667
RNF144B	1.6835
HTATIP2	-1.580375
MGC10334	1.55066666666667
CENTA2	2.263
FGF2	-0.45325
FXYD7	-1.00025
PHYHIPL	-0.766714285714286
GPR34	2.23975
DDX6	0.754333333333333
OR10W1	-0.08
LHFPL1	-2.539
ZNF313	-1.15785714285714
VPS28	0.9245
AP3M1	-1.4581
AKR1CL2	-0.668
TRAF4	-0.95525
OR2B11	0.7865
C19orf12	-0.0918333333333333
AKAP9	-0.746333333333333
C1orf62	-0.03125
SLC20A1	-1.7861
FAM112A	0.04625
LDB2	0.8945
MRPS23	-2.09275
KLK5	1.929375
SPTB	-0.338555555555555
EFEMP2	-0.196
EFNB2	0.77625
PCM1	-0.408642857142857
NMNAT3	0.648625
TSG101	-1.00983333333333
C8orf40	-1.10833333333333
NOB1	-1.22625
ABHD3	-2.4275
GTF3C4	0.247875
PIGN	-0.234666666666667
GALNTL1	0.82725
AEBP1	1.986875
OR9Q1	0.854
ANKRD2	0.214125
CCL28	1.19575
TRIM38	-0.439166666666667
TMCC1	-1.66818181818182
SMG5	0.287
LRRC7	-0.396
NCAPD2	-0.987
C6orf153	-0.48775
C1orf74	-0.682
OTUD6A	0.838
DCP2	-1.14883333333333
TMEM24	0.852
RPL18	-0.474333333333333
TMEM177	-0.31
LRRC37A3	2.38775
C1D	-1.41283333333333
LDHC	-2.6055
UBE4B	0.2625
NIT1	-0.05125
BTN3A3	-1.010375
RASD1	1.788625
COMMD3	-0.96975
SHFM1	0.519
BIRC8	0.8835
DUT	0.019
C12orf51	1.0525
LRRC59	0.869166666666667
LY6H	0.4805
WDR22	0.421166666666667
EDEM1	0.616214285714286
ADH1A	2.1685
PANX2	0.7171
CYP11B1	1.2065
CDC73	-2.06025
GPR172A	0.93
GSTM3	0.352
KCNA5	0.4485
SERAC1	-2.2805
NFATC2	-0.6125
ANAPC5	-1.4078
C15orf24	-0.9375
NFATC2IP	-0.917416666666667
TNRC6C	-0.420833333333333
MGC102966	0.7205
FGD5	0.450166666666667
MED9	0.75
RAB13	0.328666666666667
C15orf49	0.216
CRYGS	0.6311
C12orf53	-0.0839000000000001
LOC283693	0.218
COX6B2	1.22725
PHF14	-0.476375
FAM3A	-0.135
RPL13	1.1374
PRDX2	-0.0911
FLJ34047	-1.674
PRMT3	-1.2985
KCTD19	-0.092
TRIM10	-0.03
MGC26597	-0.4458
GCNT4	0.71175
GPRASP1	1.51775
CDKN1C	0.681333333333333
RHBDL2	-0.3921
HSPH1	-0.0215
AQP1	4.80725
COL17A1	3.3877
GFAP	1.08225
CDC16	-0.21
KIAA1614	1.0585
C6orf118	0.760833333333333
ZSWIM5	-0.4355
FAM83F	2.2845
LYNX1	2.1861875
SYNPR	0.129
XG	0.5465
PRSS16	-0.39425
KIF13B	0.454071428571429
PCDH9	-0.857625
HIST1H2AH	1.66766666666667
RBM18	-0.94675
ZNF626	0.449
HEXIM2	0.5455
ITFG1	-1.0065
TUBG2	-1.0385
SFRS7	0.0385833333333334
C9orf14	-2.217
EXTL1	-0.1605
GBP3	0.513166666666667
WDR5	-1.28225
RARG	1.01233333333333
MYO7A	-0.200375
CECR6	-0.28475
C13orf3	-0.0885
SFRS18	0.801
ACVR1B	1.6835
PSMD1	-0.8414
C7orf31	-0.375
ILVBL	-0.309
IFNGR1	0.89575
RNF186	3.41425
NOL9	-0.4135
MAGEL2	-0.1595
SLC29A2	0.5275
NHSL1	-1.71675
RBMX	-0.3295
PSORS1C2	1.4335
RAD51L3	-1.24641666666667
LCN6	1.857
ORAI2	-0.497875
BRUNOL6	0.65
OR4K5	0.515
CDC123	-1.303125
MSLN	-1.72533333333333
WWTR1	-1.47366666666667
ZNF700	-1.7236
COBL	0.9355
PPP1R16B	0.248
GAS7	-0.0257
MDN1	-0.67675
HAAO	-0.171
C9orf68	0.0195000000000001
TNFAIP2	0.753625
FOXN1	-0.146
hCG_2033311	1.52233333333333
ATP6V0D2	-0.643
RPL41	0.75225
SLC38A1	1.366625
ARHGAP6	-0.400545454545455
ADAD2	0.95125
PHF20L1	-0.5665625
MCM3AP	0.360166666666667
ST3GAL3	0.16
SNX1	-1.05866666666667
ELF5	2.27825
PARP3	-1.171625
RBM8A	-0.7003125
LINGO4	0.5745
ITGA9	0.8155
ZFR	-0.34575
ACSL6	-0.770857142857143
FLJ20699	-0.1766
DAOA	0.957
FABP4	4.95475
KCNB1	-0.387
CANX	-1.0123
SLC25A28	0.111166666666667
ADIPOR2	0.02825
ECHDC2	1.50525
SMA4	-1.085
FRZB	3.568125
PABPC1	1.5155
DMRTB1	-0.58375
APOBEC3G	-0.82825
CATSPER2	-0.405666666666667
CUEDC1	2.30616666666667
STARD9	-0.78425
CLDN8	3.542
LOC23117	-0.112818181818182
E2F6	-1.27344444444444
TMEM126B	-1.5555
DPY19L4	0.2295
GIMAP5	3.96
NDUFA9	-1.25833333333333
FAM77C	0.2535
CTPS2	-1.76575
LOC51035	0.428625
WDSOF1	-1.02775
EGLN3	-0.746
PITX3	2.45733333333333
OR52E8	-0.585
GRM4	0.403
KLK1	-0.942
GPM6B	-0.431625
RRAGD	-0.689833333333333
PAGE5	-2.50875
UCHL5	-1.92166666666667
ULK3	0.161666666666667
AIM2	0.530833333333333
PNO1	-1.344
OR2F2	-0.251
GNAT2	-3.434
SIX1	-0.61475
ST13	-1.49541666666667
ZBTB44	0.79975
TIMP2	-0.0545
ZMAT4	-1.6275
GTF2IRD1	-0.7525
ZNF19	-1.83716666666667
ZNF714	-1.842
RSC1A1	1.53675
C9orf80	-0.6365
PSMA8	0.94725
TMEM141	0.66325
COX4I1	-0.456285714285714
CTAGE1	-1.11083333333333
DTWD1	-1.32525
HSD11B1	0.13875
KRT6B	5.159125
ARID4B	-0.103125
LHFPL3	0.836
WWP2	-0.484
ZNF326	-0.472166666666667
RGPD1	-0.004
CTSH	0.611833333333333
FASTKD1	-1.35042857142857
PAF1	0.6112
TTC9C	-0.29025
IFT57	-0.1673
PRSS36	2.2315
IL20RB	-0.033
ZNF592	1.8725
DCTD	-1.3055
CFP	3.0635
MFNG	0.201875
JMJD2B	1.45625
ALDH3B1	-0.561
THSD4	3.40666666666667
KCNJ5	2.41766666666667
LMNA	-0.0801666666666666
TBCD	0.274125
ZNF250	0.892833333333333
CASQ2	2.09333333333333
PEG10	-1.19025
PRAME	-3.84653333333333
NP	0.411375
TRIM59	-0.8015
ZNF12	0.388125
XTP3TPA	-1.552
SIGLEC7	-1.06011111111111
PANK4	-0.507
FAM70A	-2.37133333333333
SNED1	-0.5955
