Hybridization REF	TCGA-BH-A0DP-01A-21R-A056-07
MC1R	-1.3285
RNF168	-1.14875
TRIM69	0.4895
GALNT7	0.933666666666667
ISG20L2	0.65725
KIAA2026	0.594
TNFAIP8L1	-0.4585
DPY19L2	-0.8115
C12orf63	-1.842
PRDX5	-0.27175
MED6	-0.87475
TXNDC5	-1.162375
CD46	0.64225
CCK	-3.06975
C17orf48	-0.2355
ANUBL1	1.77275
SIT1	-0.501166666666667
TYSND1	0.3245
DEF6	-0.222333333333333
GLT8D4	1.94275
UTP14A	0.309625
RPH3AL	0.61475
NXF1	-0.175166666666667
TRERF1	0.266833333333333
TUBB3	-1.2425
SLC24A2	1.559
SEC22B	0.633666666666667
ZNF653	0.28275
GGTL3	-1.431
CDKL2	0.40275
CTF8	-0.220333333333333
EPC1	1.1905
CYP4A11	-0.049
THRSP	4.08166666666667
LELP1	-0.38
TES	1.094125
C17orf87	1.578
FERD3L	0.162
SH3TC1	0.353
RAB36	2.95
CRYGB	-0.4535
GRIA3	0.2258
BHLHB9	0.8085
C1QTNF9	1.68425
GOPC	-0.018875
PNPLA8	0.474
ZNF444	0.29775
FMO1	2.52925
POLR3C	0.706
SLC35F3	1.37925
SGCG	-2.0205
DCDC2	-3.72733333333333
NANP	-0.96075
MGC23270	0.516
BEX4	0.127
HYDIN	1.8688
RPS6KB2	-1.763
ADRM1	-0.9145
BAT3	-0.72175
RAB31	1.7615
SCGB2A1	7.537
SLC6A14	-2.82875
DDX4	0.01675
PRRC1	0.747166666666667
AP3B2	2.12483333333333
TRGV7	0.345666666666667
TMEM184B	0.79875
ADPRHL1	0.910666666666667
C21orf45	-1.17725
ARNTL	0.709125
AADAT	-1.18525
CCL2	0.8385
SNTB2	0.32
RGS9BP	-1.4255
KPNA1	-0.1585
TMEM41B	0.00783333333333333
S100A11	0.657083333333333
DOT1L	-2.091
EFHC2	2.132125
CLTC	-0.320333333333333
SRP9	0.4965
ZNF521	0.677
FAM26F	0.2955
GPR88	0.5715
COL13A1	-1.44533333333333
CHMP4B	-0.1153
SIGLEC6	0.700166666666667
NFAM1	0.7235
PVRL2	0.5459
ALKBH4	0.6545
CCDC93	-0.39375
NXT1	-0.066
KCNK4	0.759
TROAP	-2.27883333333333
KCNA10	0.22975
CCDC114	0.264833333333333
RAN	-1.05308333333333
LMTK2	0.331
LOC400657	0.035
UFC1	1.2665
UBE1DC1	-1.1995
EEF1A1	0.132222222222222
CHAC1	-0.819
HMGA2	-5.8423
B3GALTL	-1.01375
ING2	0.40325
C1orf109	-0.7075
INTS3	0.793125
ZNF558	0.2425
TRPM4	1.21316666666667
LTB4R	-1.4935
ISYNA1	-0.89525
LSM7	-0.3475
LRRC47	0.4539375
ZNF179	-2.27616666666667
EXDL1	-0.402
SLC4A10	-0.85575
ACSS2	-0.502333333333333
COPS7B	-0.6295
KIAA0040	2.42766666666667
C1orf95	-0.2085
AP1GBP1	-0.0555
OR9A2	0.186
FAM71C	-0.407
RIN1	-1.16533333333333
ITGA4	-2.34725
DNAJC6	-0.738
CLOCK	0.407
SLC35A4	0.612833333333333
DSG4	0.2445
LOC26010	-0.10725
NSUN2	-0.814
TMEM86B	-1.5651
C14orf135	-0.42275
KIFC3	-1.05216666666667
PHF5A	-0.33875
NCAPH	-2.758625
STK11IP	0.16975
FLJ42953	1.083125
CCDC19	4.51383333333333
ZNF329	-0.29525
TAX1BP1	0.810333333333333
ZDHHC18	-0.299666666666667
C10orf88	-0.19125
TMBIM4	1.6186
NMUR1	0.4955
KIR2DS4	0.35925
C9orf90	-0.301
MGC87631	0.3035
KDR	2.4824
ST3GAL2	-0.884625
RLN2	4.51
HPD	-3.73325
MOXD1	-0.879666666666667
PDGFRL	2.67733333333333
SMYD4	-1.06407142857143
FAM103A1	-0.8055
MFAP4	0.145
LOC285141	2.9335
TMEM45B	0.8565
SMCR7L	-0.481
GZMH	4.54875
CBLN1	-2.79916666666667
CNNM1	-1.12525
PHF17	-0.583666666666667
NUP98	0.129916666666667
RMI1	-0.22525
PTPRS	0.287
ANKRD57	0.05625
CLDN15	-0.878833333333333
OR51A2	-0.2375
GUCA2B	2.16
DOCK9	1.03725
ITGB1BP1	-0.912833333333333
DLG2	0.250625
BRAP	-0.4775
SESN3	0.296
ZC3H7B	0.08225
FAM101A	2.14516666666667
FKSG24	-1.00375
ZYG11B	-0.24475
RFC2	-0.7615
SH2D3A	1.36016666666667
DVL3	-0.37
ADFP	-0.972
KRIT1	-0.38775
SERTAD3	1.46766666666667
LEFTY2	-3.02175
KRT27	0.1805
SCFD2	-0.28775
MN1	-0.05525
RORA	0.50775
PTPRD	-0.26175
PIAS2	-0.1875
CYP4X1	7.00166666666667
FBXL15	0.13075
MYH15	-0.1265
CRX	-0.687166666666667
TBC1D13	0.19325
SLC22A17	1.215
PLK2	1.63583333333333
ARHGAP9	1.61025
EIF1B	-0.75175
C20orf185	0.26325
DEFA7P	-0.095
PRIM1	-2.1185
CRYAA	-2.01275
BACE1	0.27825
AGTRL1	0.712833333333333
ACAD9	-0.15325
GRASP	0.9545
RBP4	-1.80583333333333
TFB2M	0.18175
METTL9	-0.2864
ATP5O	-1.04125
SP100	0.745
CPSF1	-0.544
S100A4	-0.41075
LIME1	-1.4415
GPR137C	-1.11325
OR2A2	-0.3745
C2orf29	-0.835
NUP188	-1.12075
SDPR	0.7085
RAI1	0.443875
RPS20	0.5984
LAMB1	-0.64825
ADM2	0.632333333333333
ZNF229	-0.5745
DKFZp434K1815	-0.828
EPN3	2.015
CLIC3	-0.80225
MEIG1	0.2645
HMGB4	0.0505
STARD10	1.045125
KLF8	2.30775
EPB41L2	0.278833333333333
JMJD6	-0.3015
CTSL1	-0.4915
GPR27	1.064
ELAVL4	1.035
MMP21	0.086
PPM1B	0.21025
SUV39H1	-1.0995
AAMP	0.32725
TUSC4	0.264166666666667
MBD6	0.086
KLK13	-0.874
FMNL3	0.705166666666667
TRIM13	0.421916666666667
C15orf5	-0.74575
IQCF1	0.362125
CACNG8	-0.023
SLC35D3	0.221833333333333
ZDHHC9	0.285
ODF3L1	0.079
C9orf86	-0.6161
TSEN2	-0.7975
C17orf64	0.49775
SEPX1	0.5104
TSPO	0.521
SYMPK	-0.568
ADORA1	0.5805
TSPAN10	1.06775
SEMA6C	0.776833333333333
RTTN	-0.5552
IL2	0.541166666666667
ARRDC3	0.677416666666667
TBPL1	-1.38866666666667
STX12	0.80875
MRPL39	-1.6845
OR8H3	1.003
IFIT5	1.366
CASC5	-2.959375
FAM46A	-0.812166666666667
HPCAL1	-0.616375
CYLC1	-1.0155
VGLL2	0.264125
C20orf191	-0.00825000000000001
CDH1	0.312333333333333
ITPA	-0.854
CCDC101	-0.38725
D15Wsu75e	0.04625
EDA	-0.777
CREG1	0.26925
OR7G2	0.3585
SAP18	0.150333333333333
IFIT1	1.29325
CALML3	2.672
FLJ37440	2.243
FNDC5	-0.011
SERPINB6	-0.354357142857143
JUNB	2.4329
SYS1	1.613
SCN2A	0.9115
ZKSCAN5	-0.4816
WNT7A	-0.003
TSHZ3	2.65075
RNF148	2.1005
H6PD	0.489125
CAD	-0.9825
ZNF449	-0.07325
DOCK10	0.2565
FAIM2	0.103333333333333
HEXDC	0.18075
PRB1	-0.10075
C14orf148	-1.2695
ETHE1	0.3725
IRF5	-0.4264
GNMT	-0.929833333333333
MGC16291	-1.087
RPAIN	-1.178
CAGE1	-0.3685
CNTNAP3	-1.9605
ACTR1B	-0.75575
EEF1E1	-2.282
MSX1	-0.543125
ESF1	-0.8127
HSPC171	-0.2875
MRPL2	-0.986
RDH12	-0.643833333333333
CELP	0.0955
METRNL	-0.15875
C10orf116	4.6115
C19orf48	-0.87775
ZNF346	-0.409625
NCR1	-1.387
C10orf64	0.8345
CD52	1.8455
VPS18	0.887375
AP4S1	-0.4275
NPBWR1	0.7575
TPK1	1.3885
UBA52	-0.374388888888889
RIPK1	0.510833333333333
CPNE3	0.4717
HSPC159	-0.00525000000000001
C8orf38	0.00975
LRRC4B	-0.1505
PARP10	1.0741
ANKRD50	2.08
CXCL9	6.4955
FGF18	2.17818181818182
EIF2A	-0.573
SLC20A2	0.9595
KIAA1549	-0.181
SPINT1	1.5696
ZNF584	-0.026
CRBN	0.321
ABCF3	-0.159833333333333
NCBP1	-1.10383333333333
PLA2G4F	-0.028
PCDH10	-1.344125
TTC21A	0.674
C20orf144	0.496
FGFR1OP2	-0.571166666666667
SLC9A1	0.4204
CHRND	0.2675
FOXF1	-1.85025
KIAA1467	0.463
TPO	1.08
LTF	4.56578571428571
DNAJB9	0.38625
MRPS27	-0.188
bA16L21.2.1	-0.03075
WBP2	0.0246666666666667
MRGPRX3	-1.87466666666667
PRPF18	0.35275
C10orf58	0.63375
SMOC1	-3.107
ADAT3	0.7725
TMEM138	-0.15625
TMEM131	-0.403375
TIMM8B	-0.359
MYH7	-0.989666666666667
ST6GAL2	1.67675
KIF1C	-0.28225
SUHW2	-1.993
PAPSS1	0.49725
CABP2	0.2615
HOXA4	-0.422
ELF2	0.34275
SEMA3D	0.4851
MC5R	-0.1715
OGFR	0.8065
FLJ30092	-0.361333333333333
TGFA	-1.342
MMP17	1.13825
KIF15	-3.139
CHIA	-0.103
CATSPER3	-0.14975
CEACAM7	0.217166666666667
PADI2	2.061
HOXA9	0.035
LNX2	0.477333333333333
TMEM144	3.39425
HIF1AN	0.4215
METTL7A	-0.2616
C6orf165	4.14616666666667
KIAA1468	0.41425
DSG3	4.0345
ZNF180	0.000500000000000028
EIF4E3	1.537625
SLC46A1	0.943125
DKK1	-5.965
ZNF205	1.2245
LOC162073	1.90916666666667
COX7A1	5.0715
MAGEA1	-5.248
NEDD8	-0.32825
KLHDC5	-0.141944444444444
C3orf19	0.201333333333333
MRPS2	-0.8515
POLR3H	0.303357142857143
ABHD11	0.8179
TMEM17	1.519
PAIP2B	-1.0322
MAT1A	-3.892
LGI3	-0.3095
THUMPD2	-0.2485
TKTL2	-0.12775
XAGE3	-2.1325
CALM3	-0.09925
C6orf136	-1.413
KCNC4	0.168
RGS9	1.26833333333333
ACIN1	-0.9395
SPATS1	1.3265
XKR8	-0.12425
FAM84A	2.24391666666667
MS4A7	5.89936363636364
AGXT2L2	0.019
OR1F1	0.028
SMAP1L	-0.160416666666667
IPO11	0.60475
ZC3H11A	0.22275
C1orf151	0.12675
RNASEH2A	-1.595
CCR10	-0.8825
TXNDC11	0.607916666666667
TMEM112	1.127875
MAP1B	-0.705
NVL	0.3315
PKM2	-1.43625
ARC	-1.099
NUP54	-0.6355
PPFIBP2	2.4405
STAT2	0.70725
PTAFR	2.76766666666667
ROBO2	0.780625
RNF40	0.829833333333333
CCDC135	1.855
IFT81	-0.5136
MORF4	-0.5465
TM7SF3	-0.40775
OR10H3	0.146
ABP1	-0.162625
CHRD	1.337875
PLEKHA8	0.109833333333333
NCALD	2.23916666666667
OR5AK2	0.52425
ACCN1	0.0321666666666667
SLITRK1	-0.42375
ARMET	-0.65475
C9orf52	1.90275
REEP4	-0.73875
MTSS1	0.507875
ADH1B	3.416
DLD	-0.59
CDK5	-0.2465
PPFIA1	-0.407625
WFDC3	0.59475
DNAJB12	0.700142857142857
RANGRF	-0.6575
MLANA	-4.7145
AMY2B	0.0382499999999999
KIAA0319	-2.146375
RPS7	-0.5155
JAK3	-0.0764
ARFGEF1	1.08675
CXCL5	0.58175
TRAPPC4	-0.46875
CETN2	1.07725
HSPC111	-1.45775
RHOBTB3	-1.2854
PHLPP	0.2875
RGS10	1.38925
TMEM58	1.16925
CHERP	-0.233375
HSP90AB3P	-1.11683333333333
FSTL3	-0.508666666666667
PEX11A	1.87575
OR5V1	0.521
FCN3	1.11175
PTPN3	1.279
NPTX1	-5.283625
C21orf84	-0.61225
C11orf51	-0.33
ZBED2	0.994
FLJ90757	0.78225
NPY2R	0.95825
PLD3	0.082
SYT17	3.68433333333333
SGSM2	-0.35375
OR1A2	0.183
FOXP1	1.842625
SLC5A1	2.27575
POFUT1	-0.3672
EPHB6	-2.77216666666667
MYO1G	-1.5825
STAC	-1.6572
KLHL17	-0.5805
RGMA	0.8088
TJP2	-0.027
FAM114A1	0.549666666666667
SERINC1	0.972083333333333
SLC9A8	0.1955
PEX19	0.8825
EDN2	3.79225
PSMD7	-1.34177777777778
C3orf41	-2.32175
UQCR	-0.644375
PPP1R3C	1.82375
LRP4	-2.11433333333333
TM2D1	0.2495
TTC17	0.55225
C4BPB	-3.62925
CCL25	-0.037
ZNF253	-0.353166666666667
CHRNA9	-4.15425
SOX11	-2.216
HIVEP3	1.4695
CGN	2.4695
C3orf35	-0.044625
PKD2L1	2.3375
SYVN1	0.16325
PDE8B	0.516625
LOC439951	1.34975
LTC4S	2.829
MIF4GD	0.00116666666666667
SMARCA2	1.4376875
TUBGCP6	-0.0945
CABLES1	0.7285
C16orf77	2.56683333333333
ZNF791	0.16525
FUT5	-2.286
ADH6	-2.47616666666667
P4HB	-0.11375
CLDND2	-0.744
ALKBH8	0.07275
PLAC4	-2.25275
F11R	1.044
MGC35295	0.707833333333333
PDZD4	-0.782666666666667
LOC389073	-0.23725
FAM80B	-0.596
PSMB1	-0.904125
TXN	-1.30533333333333
VIPR1	1.3921
WBSCR18	0.7445
EXOSC6	-0.294
ACTA2	4.08583333333333
SP5	0.102166666666667
ANKRD1	-2.74
DDR1	1.2574
ATP6V1D	-0.28125
PTGS1	0.045
RNF157	-1.575
DCC	0.112666666666667
SPAG7	-0.31725
FBXO18	-0.16325
UBE3C	-0.2379
HOXC6	1.02525
LRP2BP	1.07266666666667
MYST2	-0.00924999999999999
PDSS2	-0.5865
ATE1	-0.43775
ARAF	0.04875
KLF10	0.05825
PLA2G2E	0.2555
ASCL1	-1.47883333333333
TSNAXIP1	2.14175
FAM131B	0.0495
IFNA10	0.6045
NUP43	-1.064625
FAM44B	-0.015625
L1TD1	-4.46933333333333
NMD3	-0.921833333333333
C18orf54	-1.6704
PHOSPHO1	0.2295
RAG2	-2.5345
EMILIN3	-0.59
METTL3	-0.52025
VPS13C	0.16125
REXO2	-0.235
ANXA4	0.03575
CA1	-1.75875
DCP1B	0.5825
TULP3	-0.9015
ATP2A2	-0.115357142857143
ATIC	-0.167
ADAM15	-0.01975
NPL	1.06283333333333
LGR4	-0.120625
UEVLD	0.4965
GAB1	1.44625
SNAI2	0.239833333333333
ZGPAT	0.0264
SNF1LK	0.805125
DLEU1	-1.09225
UBE2Q1	0.56025
ZMYM6	-0.00825000000000001
JPH3	-1.89483333333333
FAM38A	-0.496083333333333
PXK	0.387833333333333
DENND2D	2.15475
BAX	-1.23508333333333
CP	1.50754545454545
RPL37	0.3294
G6PC3	0.238875
NCOA4	-0.128833333333333
LRRC14	0.161625
GORASP1	0.45775
FCHO2	1.089625
CYP24A1	-3.6577
FXYD3	2.03025
SMARCAL1	0.455
ABCB8	0.0873333333333333
CCDC44	-0.2255
PRDM7	-3.12275
USH1C	-1.48775
DNAH5	2.06966666666667
SRF	0.403333333333333
MAL2	3.27616666666667
PGPEP1	0.33675
SIN3B	-0.60125
SEMA3C	1.37183333333333
GRAMD3	2.23
FBXO10	0.088125
OR5D13	0.3255
FLJ31818	0.158125
CACNA1I	0.843875
S100A13	0.2195
TP63	2.706
ANXA11	0.838
WDR66	1.711375
CSF2RB	0.292
IFI44	-0.09625
DACT1	1.8495
ANKRD23	-2.40125
ATP5G1	-1.07283333333333
C21orf70	-0.938333333333333
PPWD1	-0.9325
DNAJC13	-0.05925
PAH	-5.06333333333333
PTCH2	0.30725
TRMU	-1.32925
CCDC9	0.448
USP3	-0.6855
DCLRE1C	-0.3924
FAM55C	0.60775
FRMD4B	1.4775
CYP2R1	-0.041
RFPL1	0.0909
XPO5	-1.41825
ARL6IP2	-0.4495
OSBPL5	1.90825
MMP9	3.828
KIAA0802	-0.2385
DHRS2	-3.867
SGEF	1.108375
TXNDC10	-0.6051
EXOC6	0.9535
RPS27	1.49233333333333
PNCK	-1.428
FSTL1	0.354
AACS	0.3935
SLMAP	0.6935
SAMD4A	0.2085
ABRA	-0.44725
SMARCD3	2.91425
PKNOX2	-2.34666666666667
A4GNT	0.3495
C9orf39	0.131833333333333
RALYL	-0.38825
MGC33556	-1.893
C10orf25	-0.8705
BBOX1	6.27225
NHEDC1	0.43275
XDH	0.9275
GCSH	-1.734
EDN1	2.21916666666667
MTERF	-0.33025
CLK4	0.121375
ZNF799	0.122666666666667
KCNG1	-1.782375
CXCR4	1.04216666666667
PTPRR	0.92
IRAK1	-0.33225
LOC401397	-1.096
TMSB10	0.238142857142857
CXCL3	-3.1875
TMC4	2.0775
OR7A10	0.3515
STYK1	2.68475
CHRNA10	-0.81175
CCNI	1.5705
EP300	0.535571428571429
LOC165186	0.2425
HIC2	-2.58125
SDR-O	0.34
OR2W1	0.787
KCNA6	-0.805
TRIM74	-1.62275
REEP6	1.39075
ATP5G2	0.09525
ERG	0.906375
TMEM42	0.55375
PARN	0.679666666666667
SOD2	0.1828125
DIRAS1	0.6655
PNPT1	-1.739
JOSD3	-1.029
hCG_40738	-0.778
PDE1C	-1.82325
SEMA4D	0.414
AGPAT1	-0.096
NOSTRIN	2.02225
MAP3K3	-0.143833333333333
MAX	0.984571428571429
CAPS	1.66983333333333
SERPINA12	0.0795
OSBPL8	-0.084375
RICS	2.0853
NR4A2	1.008
PPCS	0.7755
LONP1	-1.097
SCYL3	1.9725
HERC2P2	-2.12666666666667
FIBCD1	-1.3815
C15orf41	-1.17425
DMC1	-1.77866666666667
C20orf27	-1.4215
RPS6KA5	0.4429
FAHD1	0.12
SLC12A4	0.4
BRCA1	-1.44883333333333
GBL	0.138
SLK	0.143833333333333
NUDT9P1	-0.036
NOXO1	-0.732
USP52	-1.336
BAZ1B	0.311125
SLCO2B1	3.3615
BBS12	1.29833333333333
LRGUK	2.491
TERF2IP	0.173
COL1A1	5.8055
KIAA0090	-0.136625
GRK5	-0.274166666666667
AP1S2	-0.9509
TMEM52	-0.172
CA11	1.276375
OR4A15	0.158166666666667
ACBD3	1.6376
SPAG11B	-0.0833749999999999
PRDM2	1.1495
FOXP3	-0.0975
SMYD3	0.0948
LOC389199	1.317
LGI2	0.9565
NAPE-PLD	-0.2453
ANKRD6	1.2705
WDR45	0.438333333333333
SHROOM1	2.37075
PSCD3	0.7345
PYY	0.2315
KCNC1	-0.353
ARHGEF9	0.8589
OR8J1	0.41025
GPR55	0.0625
NS3BP	-1.649
C10orf22	-0.074
NAT8L	-0.79575
DUSP4	1.49766666666667
FOXM1	-2.60433333333333
GRAMD2	2.283
ZBTB48	0.047
BUD31	-0.5375
PABPC5	-0.05
CCDC41	-1.4415
FBXO11	-0.1155
C6orf148	-0.08075
RFXAP	-1.83925
C6orf15	0.970333333333333
CDK8	-1.21483333333333
C6orf70	-0.141625
TESSP2	-0.017
ALG2	0.35675
PPP1R3D	1.1825
TPM3	0.578
SYT13	-1.86
EPB42	-0.544333333333333
CETN3	-1.028
PRY	-0.0135
NTHL1	0.301666666666667
POLR2B	-0.2825
RPS28	0.389666666666667
P2RX3	0.13075
LYZL4	-0.112
WBP4	-0.5245
PMM1	0.09975
C11orf79	0.3085
CBLL1	-0.72825
IL1F10	0.270833333333333
VAX2	-1.0545
SETDB1	0.753166666666667
LRAP	-2.88483333333333
GCLM	-0.561166666666667
CPEB3	2.003
PPM1A	0.67475
INTS1	-0.3395
CAMTA1	0.701333333333333
SAMSN1	-1.43225
LOC158830	-2.41933333333333
GMPPA	-0.512875
AIPL1	0.169
IL24	0.651916666666667
BDKRB1	-2.66183333333333
MLF1	1.4233
TAF12	0.07125
ID1	-2.415625
THADA	0.10925
PIK3CB	-0.344
OR4N5	-0.595
TBC1D17	-0.1745
COX8A	-0.7445
CDCA4	-0.98175
C2orf44	-0.7155
ZNF534	-1.296
IMMP1L	-0.1465
NIPSNAP3B	-0.349625
FTMT	0.46925
PWP2	-1.10016666666667
MMP15	-0.7785
DNAH11	-2.083
MTMR14	-0.179375
DNAL4	1.428
IPP	-0.2595
TMEM59	0.779625
C1orf157	0.1935
RGS4	-0.074
DDX18	-0.487833333333333
SNX6	-0.02475
ZNHIT2	0.8225
NCDN	-0.09
FLJ33534	-0.07825
RAG1	-1.7165
OR4D10	0.334
PTPN5	1.096
POMT1	0.318875
LRRC8A	0.3965
CYP1A1	-2.2075
CAPN1	0.142666666666667
DDHD2	-0.299
GRIK2	-0.63875
GNRHR	0.22075
PPBP	0.7275
HTR3A	-1.27675
SLITRK4	1.60075
ANKRD49	-0.01825
BTF3	0.1376
SARS	-0.14625
C13orf18	0.343666666666667
CACNB1	-0.319857142857143
QKI	0.523318181818182
SETMAR	0.6005
MAN2B1	0.824666666666667
EML3	-0.5815
ACADL	0.881166666666667
OFD1	0.172125
DEFB114	0.2865
CGA	-3.6674
PEX16	0.575166666666667
LRRC10	0.035
GNG12	0.6285
C1orf152	-0.143
CHRM1	0.237
CD53	0.883625
DBH	-0.428
TFAP2B	4.65
HIST1H2BJ	-1.37383333333333
FAM46D	-0.078
TMEM11	-0.14125
C3orf32	-3.8275
PCCB	-0.353625
IPO13	-0.274375
C6orf105	-2.634
COMMD5	0.61475
SUV420H1	-0.1732
LTBR	0.6505
ARHGAP15	-0.810625
HDHD2	0.11825
TDRKH	-0.145666666666667
LOC401052	1.418
PSG4	-0.3805
GNB4	-0.7259
SPATA4	3.777
SLC9A3	-0.2825
OSBP	0.6025
NBPF3	0.00141666666666666
DOCK11	-0.7595
SLC39A5	-2.21133333333333
PRR5	1.2237
C10orf63	2.093375
SMTNL2	-1.984
ADRA1A	0.09275
ASAH1	2.8484
DOM3Z	-0.4856
GIPR	0.748
AHI1	-0.64325
NADSYN1	-0.168833333333333
RGS14	0.1615
IL18BP	1.4324
RTN4RL1	1.42583333333333
ARMC6	-0.968
PSMD5	-0.0976666666666667
HK3	1.8323
OR4S1	0.73625
RSU1	0.7257
MAD2L1	-3.32944444444444
EIF4A3	-0.897
DLEC1	0.743166666666667
E4F1	0.181
CHMP2B	0.345
CAMSAP1	-0.263
RPS21	-0.827666666666667
ARID5A	1.09975
UBE2N	-0.5453
IGSF8	0.7895
MAGEB6	-2.904
ACAD11	-1.1809
MGC4172	-1.24575
LMO4	-0.86525
KLKB1	0.90475
HP	-1.021
HDAC3	0.13975
SCHIP1	0.68025
CLCA1	0.1685
OLFML2A	1.019
C1orf112	-0.78625
KIF19	1.69625
HAPLN4	-0.6422
CXCR7	0.178333333333333
GOT2	-0.0819
RAB38	-1.35925
DCX	-0.07175
PPM1H	0.359333333333333
NFYC	0.68525
KIN	-0.252625
ZNF228	0.7305
PLSCR4	2.9185
HIG2	0.6475
FAM79B	7.0485
C21orf86	-0.4422
KCNK10	1.1695
ZNF738	-0.984125
FSTL5	-1.16916666666667
OR6A2	0.211
OTOA	1.99183333333333
EXOC1	0.331
AHRR	-4.148125
PDAP1	-1.70166666666667
C19orf6	-0.249375
ZAN	0.22875
LY6G6E	0.1285
EIF4E2	-0.80625
C20orf198	-0.31375
ZNF324	0.556
CYP3A5	-3.20833333333333
ENTPD7	1.18666666666667
MBOAT5	0.301333333333333
GJB5	0.528
TTC13	-0.49275
S100Z	-1.252
KIAA0664	-0.6325
PDGFRB	2.3785
IL17D	-0.225
OR56B4	-0.6445
RDX	-1.88516666666667
SLC34A3	0.833
IL28B	-0.019
JUND	1.64825
CHRNB1	-0.3705
CAMK2B	0.06975
FETUB	-2.362
CXorf23	1.9555
MRTO4	-1.303625
TTC3	0.6112
NDUFB8	-0.608
EDG2	-0.402
SEMA3G	0.869
IL23A	-2.28975
GRHL1	1.0858
LOC441054	-1.4775
WDR65	1.305375
PSTK	-0.53975
STOML3	-0.021
R3HDM2	0.218
C5	-0.27825
SLC2A10	1.0495
C3orf22	0.448
PAQR3	-1.59646153846154
ANKRD26	-0.9095
HCRTR1	0.089
LOC399947	-0.31475
PSD2	-0.37625
TIGD2	-0.476166666666667
SCRN1	-0.8825
COQ10A	-1.1385
DDI2	-0.0495
METTL7B	-1.07116666666667
UCN2	0.60575
FAM92A3	-1.26575
WDR16	2.9825
ZNF511	-0.210666666666667
ZMYM5	-0.82525
POLR3G	-3.35
ZNF586	-0.084
C1orf49	0.0773333333333333
TANK	0.2845
RCAN1	0.651333333333333
PELI3	1.48416666666667
LIMD2	-0.59725
TMEM189	-1.219
NTN4	2.652
LOC151300	-0.052
CLEC2A	-1.02
GPR135	-0.225625
DPYSL4	-3.0533
JAK2	0.166833333333333
TSHZ1	1.13583333333333
TM9SF4	-0.4755
ZNF264	0.683333333333333
SIRPG	1.6275
BICD1	0.25225
HERC6	0.605833333333333
METTL5	-0.826
CASP1	2.29725
PRRT1	-0.6655
PLA2G4C	2.5985
ICA1L	-1.04614285714286
TPTE2	-0.578
OTUD7A	1.074
AQP11	-0.49075
APOA2	-4.4651
KALRN	-0.5958
SECTM1	0.846166666666667
IFNAR1	-0.323
TALDO1	-0.20125
RAB11FIP4	0.157083333333333
EIF5A	-1.6885
FAM49A	1.83625
NEGR1	0.78
YTHDC2	0.05
EHD2	0.37675
NCF1	2.4625
SCRT2	1.4915
HOXA5	0.2125
NUP133	0.8755
FGF12	0.0133125
SLMO2	-0.799125
SNTA1	0.05775
CACNG2	0.1915
GCM1	0.76075
ELF1	0.106833333333333
TLR5	3.972
TCFL5	-1.27575
RBMY2FP	-0.5055
LOC100125556	0.630625
FAM129B	0.39425
MAP3K7IP1	0.1365
NCK2	0.0325
OXA1L	-0.54
FMO9P	1.0695
ZSCAN12	-0.4445
PSMD12	-0.942666666666667
HSCB	-0.7625
CLDN10	-1.78675
MGC13053	-0.871333333333333
HPCAL4	-1.30566666666667
ASZ1	0.0695
MEX3D	0.427583333333333
NFAT5	-0.2889
CSPG4LYP1	-0.745
FBXO3	0.9053
DVL1	-0.735
CMKLR1	2.533
TYMS	-3.022
PEF1	1.08475
ZNF750	0.982333333333333
MCM5	-0.8536
MEGF11	-0.56925
KCNK7	0.017
PTP4A3	0.0875
C1QTNF2	-0.825
OR6S1	0.192
FAM122B	-0.419
ZNF551	-0.356625
HBQ1	-2.575
GEMIN6	-0.137
ARSK	0.57275
RBP7	2.81033333333333
CPNE9	0.42
DSC1	1.679
LOC730112	-0.6325
MAP2K4	0.98475
HS3ST5	-1.2405
EPB41L3	-0.63425
TEKT2	3.55025
CDKN2B	0.967333333333333
ZNF480	-1.3825
MAP3K6	0.3501
MAP6	1.988
HN1	-1.3515
OR2L13	-0.0226666666666667
SLC16A11	0.6535
FAM96A	-1.1435
APOL1	1.07925
C5orf32	0.25775
RTP1	-0.013
RNF175	1.206625
ZBTB41	2.425375
AHCTF1	0.0357
SAE2	-0.556
ITGA2	0.408333333333333
MME	-0.516833333333333
CCDC14	-1.427
MAST4	1.84364285714286
KRT33B	-1.069
KCTD2	0.0793333333333333
WDR26	0.864166666666667
MFI2	1.461125
NR4A3	0.5405
ARSA	1.5645
UNKL	0.167
SULT6B1	0.1445
CCNA2	-3.56433333333333
SOX15	-0.351
PPAPDC1B	0.656416666666667
C19orf44	0.819
MCAT	0.92025
ARID1B	0.297375
OR52N1	0.402
C12orf48	-2.49125
MAGI1	0.854
NIPA2	-0.88475
GBX2	-2.15725
RSHL3	2.19475
RAVER1	0.448833333333333
C15orf17	-0.82475
SLC30A2	1.54975
ZNF518	-0.74025
PCYT1B	-0.78925
C10orf114	-1.232
EIF3H	0.50125
SLC25A39	-0.8255
KIF1B	-0.288875
AMOTL2	1.7615
C6orf120	0.40375
PSRC1	-1.74075
PLA2G10	2.898875
KIF5C	0.440875
MRPL37	-0.525
C17orf62	0.438333333333333
C9orf135	-1.2175
DUSP10	0.5402
CLCNKB	0.183
PSMA5	-0.51925
C8orf53	0.0905
AMPD3	0.658166666666667
PIAS1	-0.04425
