Hybridization REF	TCGA-AN-A041-01A-11R-A034-07
MOCS2	0.22825
USP28	-1.71475
HCRT	-0.0305
CYBRD1	0.6828
REG3A	0.056
RGS7BP	-0.2825
PARP9	2.5245
SEPT6	-0.7866
MMP10	1.91175
OR2Z1	0.131
OBP2B	0.317666666666667
TCN2	0.351166666666667
CDA	-0.774
TMEM88	-0.4055
ZFY	-0.652
SLC25A41	-1.84475
CHRNG	0.487
TAS2R50	0.2445
DEFB129	0.2065
CYFIP2	-2.0187
TEX11	2.016
SPATA8	-0.279333333333333
MAP3K11	0.230333333333333
CEBPE	-0.004
OLIG2	-2.1995
DNAI2	-0.4585
C14orf106	-0.396166666666667
APRT	-0.058
AMIGO2	0.2435
TMEM26	0.515166666666667
RALBP1	0.751833333333333
TSPYL6	0.07425
EVPL	0.135
PVRL4	2.712
C2orf30	0.41775
ITIH4	-0.57375
ADARB2	-0.375833333333333
C1orf104	0.6385
PIM2	-2.67808333333333
REGL	0.3665
SLC17A5	-0.308
PIPOX	-1.449
INSIG1	-1.92366666666667
SYNGR1	-0.190916666666667
TEX15	-3.1415
REPIN1	0.178333333333333
PDE4A	-0.00899999999999998
CAPZB	0.4355
YPEL3	1.334125
C14orf100	0.69675
GINS2	0.33625
C18orf21	0.0318333333333333
CYP1B1	1.49075
VISA	-0.0924
XYLT1	-0.5051
ZNF440	0.572
BRWD1	0.610928571428571
GOLPH3L	1.02525
C11orf77	0.122125
ZBTB17	0.112
SLC19A2	2.744
C6orf134	1.8135
C9	-0.03025
ART5	0.79175
ARTN	0.967
TMTC2	2.1105
GNRH2	-0.246
STEAP1	-1.5022
RPL39L	-1.24666666666667
FLJ10292	-0.374
RLF	-0.989
NAT14	-0.41025
RRN3	-0.13125
C11orf16	0.660166666666667
C3orf14	0.6385
TEX264	0.778833333333333
C22orf28	0.388125
C20orf175	-1.063
XPNPEP2	0.0976666666666667
PDE6A	1.93625
SPIB	0.37475
TBCB	0.993666666666667
SLC5A11	-2.06375
ADRA2C	-2.89466666666667
DHCR24	0.2465
MEF2D	0.754625
C6orf114	-0.141
ZPLD1	5.387
MYO1B	0.417833333333333
VAMP8	1.93425
ANKRA2	0.259
C11orf42	0.5185
TAS2R60	0.52
PANX1	0.057125
C12orf42	-0.182333333333333
RCBTB1	1.04375
FGL2	5.1405
CEP70	-1.0455
WASL	0.434
SEPT14	0.7315
DCHS2	0.044
CYBA	-1.74475
ARHGAP11A	-2.47016666666667
MPZL2	-1.76883333333333
KIAA1881	-0.1655
ANXA1	-0.8524
AFF1	-0.02975
FRMD3	-1.6955
SUSD5	2.2305
C9orf32	-1.30925
RASSF7	0.598
KIR2DL2	0.355
SENP1	-0.4575
C20orf195	-0.897
C3orf44	0.17275
KRTAP9-3	1.04175
ZFP28	1.31125
PLCB2	0.374
TXNDC15	0.3375
CALR3	-0.22775
HLTF	-0.491
C17orf67	-1.5845
NDUFA6	-0.575625
PKP1	-0.37725
HMG20B	0.241
GPR180	0.0102000000000001
BAI3	0.34225
NOSIP	-0.583
TRIM23	0.6445
ARL1	0.565642857142857
CDK5RAP2	-0.72225
SSH2	-1.852
KCTD15	0.275166666666667
FTHL17	-0.201
AK3	-0.527833333333333
RAB3C	1.8055
PAX4	0.112125
KDELC2	-0.88225
BIK	2.62583333333333
KIAA1553	-0.994
CEP135	-0.6725
NANOG	-4.181
TRIM22	2.319
CDH13	-0.432833333333333
B4GALNT4	-2.64675
MDGA2	-0.768
SAMD3	1.14616666666667
OR1E1	0.3435
TAS2R10	-1.5585
FASN	1.239
GPR116	3.3953
ZNF219	0.0635
CD33	-2.106125
RAB3GAP1	0.63875
H1FOO	0.0145
NXPH3	0.8215
CROCC	-0.302166666666667
GPX7	-0.109375
BASP1	-0.1251
STAM	-0.19325
TBK1	0.46775
STX2	-0.708
RPL29	-0.99075
NR1H3	-0.102
MPPE1	0.891875
PHACTR3	-1.372
SLC44A2	1.292125
C10orf109	-0.592
CLCN6	-0.55125
C16orf59	-1.84675
SQSTM1	1.3585
AADAC	-1.16525
LRRC8C	-0.083625
BIN3	-0.645
HPS6	0.90125
MAN2A2	-0.4809
GABPB2	-1.03275
KCND1	-0.3925
PTPN11	-0.163428571428571
ZNF274	0.15975
ATF3	-0.882
C7orf26	0.24525
C1QL3	0.6085
WDR54	-2.15966666666667
FLJ40869	-0.989666666666667
ZNF397	0.199125
MLL	-0.605
TTLL6	-0.386375
ANKRD15	-1.24266666666667
KIAA1958	-1.30225
C1orf218	2.030125
ZDHHC16	0.8895
DDX47	-0.55975
EVI5L	-0.0545
GDF6	-5.48625
TAPBPL	0.841833333333333
BTG1	0.7853
DPP4	-0.798375
KLHL23	-0.29975
APOC3	-4.384
BTBD12	-0.0726666666666667
CNOT4	0.028625
HIST1H3I	0.913166666666667
OR5H1	0.33
APEH	-0.13275
TRY1	0.379333333333333
SLC26A8	0.158333333333333
KCNA2	-0.759833333333333
TMEM159	1.08525
C6orf81	-1.51883333333333
PCYT1A	0.81
C6orf157	-0.3975
BRMS1	0.116
CHST1	2.53033333333333
LGALS1	0.31975
TAF1B	-0.6895
FLJ40504	0.11675
GPR173	0.4145
COL15A1	2.65775
CASP10	0.0863571428571429
PCMT1	-1.195
HDAC5	1.1061
LOC641367	-0.129
EVC2	0.98775
SGPL1	0.808666666666667
GON4L	0.0860714285714286
AFG3L2	-0.267333333333333
C5orf15	0.5585
UBXD1	0.2502
LILRB4	0.770833333333333
GSTA4	-0.7865
ADIG	-0.0975
GRIPAP1	0.50725
HIST1H3B	0.821166666666667
BTRC	0.780833333333333
USP49	-0.8895
IQCH	0.17075
ACBD6	-0.40025
YEATS2	-0.891
CABP5	-0.17675
TRIM3	1.4665
HNRPM	-0.02975
FGG	-4.8445
C18orf16	0.14325
CLEC2B	-0.451
PQBP1	-0.760666666666667
JTB	1.0495
REST	1.16466666666667
SLC8A3	-1.15866666666667
TMEM16H	0.484
MRPL47	-0.382625
EVI1	1.3873
MUC1	0.906625
TEAD3	0.8735
STOML1	-0.119375
USP24	-0.7423
PNMA5	-1.54925
MAEL	0.750666666666667
LBP	2.1056
HSD17B4	0.06675
SEC31B	-2.07975
IDH2	0.3904
SFRS16	-0.7595
AICDA	0.5535
RNF180	-0.8865
C1orf56	0.140833333333333
FLJ10324	1.567
GPR148	0.056
MEF2A	0.623416666666667
ASF1B	-1.7305
HTN3	-0.1045
RNF215	0.11325
SLC4A3	0.2075
ADAMTS9	0.2853
C9orf66	0.948666666666667
FOXD3	0.4905
GSDM1	0.47425
IFITM5	1.204
PODXL2	0.869333333333333
C1orf176	-0.12875
RPS3	-0.78725
hCG_2004593	-0.6815
COL21A1	1.40775
NTNG2	0.970666666666667
RAI14	0.3145
P76	1.01
LRFN3	0.634375
FAM14B	-0.00699999999999999
FKBP14	-0.23175
TNNI3	-0.1715
HOXB3	0.1095
SGCB	-0.07725
PPAPDC3	0.18475
FRAT1	1.66866666666667
MORN1	0.0443333333333333
ARHGEF2	0.28475
BNIP2	-0.281
DHX30	-0.2625
EEFSEC	0.433
FGF20	0.488
FLJ38973	0.0610714285714285
PLCH2	0.255583333333333
CCNG2	2.37725
PSPN	-0.0775
WDR88	0.0475
HOXB13	-3.091125
MTMR8	-0.406
SPAM1	-0.3975
PPP2R1B	-1.0335
TANC1	1.042625
CNN3	0.2118
CHGA	0.055375
C9orf128	1.21425
CACNA1B	0.261
MMAB	-0.9506
RHOA	0.702833333333333
RAPGEFL1	0.8585
SLC1A5	-0.576666666666667
CALCA	-0.415
SYCP1	0.78775
CXCL11	3.37925
GFI1B	-1.39466666666667
PSCD1	0.807166666666667
C11orf58	-0.05
MGC45438	-2.10416666666667
NUDT18	1.46083333333333
ASB3	-0.337833333333333
ZP1	-4.36
LPPR2	-0.0293
ZNF527	0.515
ZNF771	0.2875
TTBK2	-1.009
TRIM55	-1.064
GJB3	0.703666666666667
PRSS35	0.90875
SCRG1	-1.47
ZDHHC24	0.683
DUSP26	-0.50725
C1orf51	-0.988375
DNAJC3	1.23883333333333
LITAF	0.771375
ZNF410	0.39475
AFP	-4.37233333333333
ZW10	-1.7835
PHOX2B	0.3695
VILL	1.13625
ELOVL7	-0.39375
LOC644186	2.0035
PPP3CC	0.1295
CHST13	-1.81025
WDR40B	0.301416666666667
MEA1	-0.23475
HILS1	-1.58275
DLX6	-2.33516666666667
NKG7	0.934666666666667
EMP1	1.11675
ACTR6	0.2505
CHCHD7	1.06807142857143
COG2	0.8584
TCEA2	0.6473
TARS	-1.571
FLJ20294	0.0453333333333333
ZNF92	0.991375
TRAPPC2L	-0.4661
ARHGAP28	0.332
CCDC109B	-0.686
LGTN	-0.0756666666666667
INGX	-0.143833333333333
LOC124446	1.30025
RPS2	-1.36175
C17orf75	-1.2445
NBPF1	-2.135
SLC2A8	-0.548
SNRPE	-0.26525
CARD6	-0.398
IL13RA2	1.014875
CUEDC2	-0.145875
C4orf19	1.176
AOC3	1.862125
MTHFD2	-1.1345
OR5M9	0.511
C4orf38	0.519666666666667
SS18L2	-0.23625
OAS3	1.24166666666667
LARGE	1.50025
LRIG3	0.930166666666667
LIMA1	0.6335
STARD3	0.758
VPS39	0.643125
CTAGE6	1.392
ODAM	-1.8395
MORF4L2	-0.576875
GSTO2	1.769
MTFMT	-1.738
PRKAB2	0.0592142857142857
ZNF76	0.660833333333333
HSPB2	3.9165
CRB2	-0.08425
KLRK1	-2.7265
LYST	0.581
UBE2M	0.0851666666666667
SLC16A9	-1.7095
ZNF281	0.7265
ST8SIA1	-0.29075
C9orf105	-1.362
ANKRD46	0.87375
FAM108A3	0.8275
C20orf91	0.833
ZYX	1.04866666666667
RSPH1	0.736
ZSCAN5	-1.1835
RIMS3	-1.3755
KRT76	0.094
CEACAM4	0.0425
SIRPB1	-0.058125
CFHR4	1.81
SOX3	0.0241666666666667
GATAD1	0.19775
C21orf57	0.3375
TMC8	-0.895166666666667
AVIL	0.910666666666667
LMOD1	3.3865
HIGD1A	0.96725
NEU3	0.0771666666666667
DES	0.670625
BZW1	-0.445
ZNF221	-0.236
CCDC27	-0.4955
GDAP1	-0.98675
RBBP4	-0.0715
MGC40499	0.53125
PHKA1	-0.184875
PRKAR1A	0.362444444444444
HSD3B1	-0.76175
RAD52	-0.868666666666667
CD207	1.6115
LOC389791	0.3825
RSPO1	1.99816666666667
TMEPAI	3.1055
MFSD2	0.39
ETV4	-2.14266666666667
SCGN	-1.082
LOC391356	-0.02425
MPP1	-1.781375
STARD3NL	-0.0885
TFAP2D	-0.4145
CD2AP	0.682
CCL20	-3.29633333333333
CCDC86	-0.985
ZFP30	-0.047
CTBP1	0.256083333333333
MAK10	0.135333333333333
STXBP5	-0.903666666666667
LOR	0.3451
MAP6D1	-0.00549999999999999
ARMC7	1.2025
TMEM150	0.705
NSL1	-0.38075
KIF5A	-0.994375
ASCC2	0.443166666666667
PSENEN	1.31166666666667
OPTC	-0.39
FCRL2	-0.367833333333333
KBTBD11	-0.077875
PCK1	-3.3105
CENTD3	-0.474
MEGF8	-0.149625
ALPPL2	-0.21175
OBFC2B	-0.174
ZFYVE20	-0.31675
GALC	1.77483333333333
CTRB2	0.44775
C20orf71	-0.0234
TBKBP1	0.371333333333333
CAMLG	0.09075
TREML4	0.0015
RSAD1	0.191
TUBA3D	0.2673
KIAA1833	0.054
PNPLA1	-0.3625
LRRC34	-1.0125
CDH26	-1.10183333333333
ZNF167	0.265
ZBTB26	-0.4208
VWF	3.7117
VTN	0.407333333333333
BAD	0.61475
PDS5B	0.677909090909091
ZNF644	0.2385
SH3GLB2	0.579
SMPDL3A	-0.0789
NRG2	-1.568875
IL15	-0.345
GABARAPL1	-0.505666666666667
LAT2	0.2454
SLCO1A2	-2.11183333333333
LIG4	0.427416666666667
GSDMDC1	-0.30425
BMP4	1.892375
METT10D	0.00775
SYCE1	0.4885
SPANXD	-1.502
SLC12A9	0.458333333333333
MC1R	-0.452
RNF168	-0.85875
TRIM69	-0.02475
GALNT7	1.626
ISG20L2	0.9815
KIAA2026	1.0845
TNFAIP8L1	-0.2805
DPY19L2	-0.8365
C12orf63	1.0095
PRDX5	-0.0725
MED6	-0.16725
TXNDC5	-0.693625
CD46	0.750083333333333
CCK	-3.42075
C17orf48	-0.447
ANUBL1	0.756
SIT1	-1.82733333333333
TYSND1	0.585166666666667
DEF6	-0.229166666666667
GLT8D4	1.5605
UTP14A	0.942
RPH3AL	-0.9145
NXF1	0.150833333333333
TRERF1	0.038
TUBB3	-0.911375
SLC24A2	1.8565
SEC22B	-0.138416666666667
ZNF653	0.164
GGTL3	-0.594666666666667
CDKL2	0.71725
CTF8	0.56425
EPC1	1.38933333333333
CYP4A11	-0.0201666666666667
THRSP	-1.51733333333333
LELP1	0.086
TES	0.737125
C17orf87	1.0635
FERD3L	-0.026
SH3TC1	0.217
RAB36	-0.5865
CRYGB	-1.1635
GRIA3	1.9149
BHLHB9	0.2845
C1QTNF9	1.20025
GOPC	0.1485
PNPLA8	0.297833333333333
ZNF444	-0.0225
FMO1	3.243
POLR3C	0.46375
SLC35F3	-2.086
SGCG	-3.07366666666667
DCDC2	-0.5445
NANP	-0.47075
MGC23270	-0.1905
BEX4	0.439083333333333
HYDIN	0.0841
RPS6KB2	-0.726
ADRM1	-0.217416666666667
BAT3	0.04825
RAB31	1.068875
SCGB2A1	3.1385
SLC6A14	-3.046
DDX4	0.1965
PRRC1	0.4665
AP3B2	-0.974166666666667
TRGV7	0.152
TMEM184B	1.2435
ADPRHL1	1.89466666666667
C21orf45	-0.66075
ARNTL	0.780125
AADAT	-0.9205
CCL2	3.548
SNTB2	0.266166666666667
RGS9BP	-1.73025
KPNA1	0.84075
TMEM41B	-0.587
S100A11	0.81425
DOT1L	-1.7945
EFHC2	-0.892375
CLTC	1.05083333333333
SRP9	0.779285714285714
ZNF521	-0.2875
FAM26F	-0.70275
GPR88	0.238666666666667
COL13A1	-0.255166666666667
CHMP4B	-0.347
SIGLEC6	-0.183333333333333
NFAM1	0.262875
PVRL2	2.4026
ALKBH4	-0.076
CCDC93	-0.0621875
NXT1	0.0455
KCNK4	-0.2565
TROAP	-1.73883333333333
KCNA10	-0.237
CCDC114	0.177166666666667
RAN	-0.96025
LMTK2	0.2265
LOC400657	-0.2615
UFC1	1.62425
UBE1DC1	-1.1205
EEF1A1	-0.266055555555556
CHAC1	-0.515
HMGA2	-5.3545
B3GALTL	0.42575
ING2	0.404
C1orf109	-0.91275
INTS3	0.53975
ZNF558	-0.54575
TRPM4	1.808
LTB4R	-0.814
ISYNA1	1.21525
LSM7	-0.493
LRRC47	-0.2874375
ZNF179	-2.5445
EXDL1	-0.203833333333333
SLC4A10	1.111
ACSS2	-1.442
COPS7B	-0.6015
KIAA0040	1.7015
C1orf95	-0.133
AP1GBP1	0.00125000000000001
OR9A2	0.048
FAM71C	0.1775
RIN1	-1.6995
ITGA4	-2.026125
DNAJC6	-1.18233333333333
CLOCK	1.15116666666667
SLC35A4	0.225666666666667
DSG4	0.451
LOC26010	0.82925
NSUN2	-0.89575
TMEM86B	-1.4463
C14orf135	-0.32225
KIFC3	-0.952666666666667
PHF5A	-0.64675
NCAPH	-1.9035
STK11IP	0.3305
FLJ42953	1.291625
CCDC19	1.507
ZNF329	-0.056375
TAX1BP1	0.532666666666667
ZDHHC18	0.673166666666667
C10orf88	0.79525
TMBIM4	1.4594
NMUR1	0.1305
KIR2DS4	0.005875
C9orf90	0.25675
MGC87631	0.416
KDR	3.5832
ST3GAL2	-0.665375
RLN2	1.5255
HPD	-3.18875
MOXD1	-2.76866666666667
PDGFRL	1.67033333333333
SMYD4	-0.829571428571429
FAM103A1	-0.3915
MFAP4	-1.7965
LOC285141	-1.075
TMEM45B	-2.201
SMCR7L	-0.870714285714286
GZMH	2.322
CBLN1	-2.7295
CNNM1	-0.59675
PHF17	-1.5455
NUP98	-0.2115
RMI1	-1.03875
PTPRS	-0.766125
ANKRD57	-0.287625
CLDN15	-0.704166666666667
OR51A2	0.0195
GUCA2B	1.132
DOCK9	1.9925
ITGB1BP1	-0.529833333333333
DLG2	-0.5875
BRAP	0.08375
SESN3	-0.1225
ZC3H7B	0.05775
FAM101A	2.261
FKSG24	0.35125
ZYG11B	0.276875
RFC2	-1.186
SH2D3A	-0.149
DVL3	0.599
ADFP	-1.05816666666667
KRIT1	-0.287125
SERTAD3	1.2215
LEFTY2	-3.463
KRT27	-0.2245
SCFD2	0.03375
MN1	-1.205
RORA	0.47925
PTPRD	0.05775
PIAS2	-0.380833333333333
CYP4X1	1.4755
FBXL15	0.48025
MYH15	0.718333333333333
CRX	-0.122333333333333
TBC1D13	-0.47825
SLC22A17	1.08766666666667
PLK2	-0.0365
ARHGAP9	0.4145
EIF1B	-0.60375
C20orf185	0.04075
DEFA7P	0.183
PRIM1	-1.763
CRYAA	-1.61825
BACE1	1.311
AGTRL1	1.09233333333333
ACAD9	0.57175
GRASP	0.32625
RBP4	-3.989
TFB2M	-0.10375
METTL9	0.1882
ATP5O	-0.88125
SP100	0.7413
CPSF1	-0.801
S100A4	-0.526
LIME1	-1.409
GPR137C	-0.1215
OR2A2	0.491
C2orf29	-0.33125
NUP188	-0.83375
SDPR	-1.06625
RAI1	0.086625
RPS20	0.0615
LAMB1	0.42
ADM2	1.65566666666667
ZNF229	-1.22525
DKFZp434K1815	-1.3
EPN3	2.17583333333333
CLIC3	-1.6005
MEIG1	-0.398
HMGB4	0.22675
STARD10	2.194375
KLF8	3.09525
EPB41L2	-0.507666666666667
JMJD6	0.452125
CTSL1	0.426666666666667
GPR27	-0.108
ELAVL4	0.759125
MMP21	-0.392
PPM1B	0.285125
SUV39H1	-1.176
AAMP	0.3685
TUSC4	0.126833333333333
MBD6	0.5725
KLK13	-1.252375
FMNL3	0.977166666666667
TRIM13	1.0195
C15orf5	-1.7615
IQCF1	-0.150375
CACNG8	0.705
SLC35D3	0.226666666666667
ZDHHC9	0.69
ODF3L1	-0.38975
C9orf86	-0.2271
TSEN2	-1.44
C17orf64	-0.03375
SEPX1	0.5578
TSPO	0.4965
SYMPK	0.0275
ADORA1	1.1725
TSPAN10	0.873
SEMA6C	0.355
RTTN	-1.101
IL2	0.1255
ARRDC3	-0.7825
TBPL1	-0.948
STX12	1.0045
MRPL39	-1.48775
OR8H3	0.485
IFIT5	0.871
CASC5	-2.19125
FAM46A	-1.0255
HPCAL1	0.936625
CYLC1	0.0965
VGLL2	0.127625
C20orf191	-0.4015
CDH1	3.60441666666667
ITPA	0.463
CCDC101	-0.71725
D15Wsu75e	-0.36425
EDA	-0.774
CREG1	0.00699999999999999
OR7G2	0.32
SAP18	1.12208333333333
IFIT1	1.14325
CALML3	1.27416666666667
FLJ37440	2.6305
FNDC5	-0.96425
SERPINB6	0.159714285714286
JUNB	1.016
SYS1	1.42025
SCN2A	0.057
ZKSCAN5	-0.6243
WNT7A	-0.169166666666667
TSHZ3	2.43475
RNF148	0.544
H6PD	0.333375
CAD	-1.257
ZNF449	0.69525
DOCK10	-0.0325
FAIM2	0.215333333333333
HEXDC	0.4855
PRB1	0.10225
C14orf148	-0.284
ETHE1	1.0585
IRF5	0.7846
GNMT	-0.936166666666667
MGC16291	-1.43625
RPAIN	-1.09685714285714
CAGE1	0.2435
CNTNAP3	-3.757625
ACTR1B	0.09925
EEF1E1	-2.2515
MSX1	0.05575
ESF1	-0.0744
HSPC171	0.05725
MRPL2	-1.11816666666667
RDH12	-0.4195
CELP	0.3035
METRNL	-0.6335
C10orf116	3.885
C19orf48	-1.755
ZNF346	-0.2305
NCR1	-2
C10orf64	0.2185
CD52	-0.65875
VPS18	1.604625
AP4S1	-0.0233333333333333
NPBWR1	0.847
TPK1	0.454
UBA52	-0.399833333333333
RIPK1	1.046
CPNE3	1.5388
HSPC159	-1.043375
C8orf38	-0.7555
LRRC4B	0.5995
PARP10	0.7755
ANKRD50	1.441625
CXCL9	5.876
FGF18	1.25763636363636
EIF2A	-0.030625
SLC20A2	0.0698333333333333
KIAA1549	0.676833333333333
SPINT1	2.2665
ZNF584	0.1905
CRBN	0.365833333333333
ABCF3	0.386833333333333
NCBP1	-0.736333333333333
PLA2G4F	1.39283333333333
PCDH10	0.143
TTC21A	0.177
C20orf144	0.316
FGFR1OP2	-0.498833333333333
SLC9A1	0.4027
CHRND	0.1625
FOXF1	-1.69725
KIAA1467	1.06475
TPO	-0.935833333333333
LTF	1.36942857142857
DNAJB9	0.72525
MRPS27	-1.389
bA16L21.2.1	-0.79225
WBP2	0.807166666666667
MRGPRX3	-1.93016666666667
PRPF18	0.162
C10orf58	0.2235
SMOC1	-3.2834
ADAT3	0.326666666666667
TMEM138	0.12325
TMEM131	0.254625
TIMM8B	-0.788
MYH7	-0.7175
ST6GAL2	2.058875
KIF1C	-0.5035
SUHW2	-1.119
PAPSS1	0.06375
CABP2	-0.389
HOXA4	-1.6425
ELF2	0.43025
SEMA3D	0.8235
MC5R	0.142
OGFR	0.531
FLJ30092	0.409833333333333
TGFA	-1.1584
MMP17	0.8245
KIF15	-2.56225
CHIA	0.1895
CATSPER3	-0.916
CEACAM7	1.87075
PADI2	0.6605
HOXA9	0.582166666666667
LNX2	2.01066666666667
TMEM144	1.808
HIF1AN	0.23875
METTL7A	-1.8339
C6orf165	1.23016666666667
KIAA1468	0.94925
DSG3	-0.676
ZNF180	0.261833333333333
EIF4E3	0.486
SLC46A1	0.42675
DKK1	-7.00816666666667
ZNF205	0.7135
LOC162073	0.565666666666667
COX7A1	4.73775
MAGEA1	-5.42966666666667
NEDD8	-0.215416666666667
KLHDC5	0.417611111111111
C3orf19	0.420166666666667
MRPS2	-1.122
POLR3H	-0.411714285714286
ABHD11	0.9456
TMEM17	-0.04675
PAIP2B	0.1186
MAT1A	-2.45275
LGI3	-0.1915
THUMPD2	-0.0115
TKTL2	-0.655
XAGE3	-2.17266666666667
CALM3	-0.00450000000000002
C6orf136	-0.2545
KCNC4	0.5615
RGS9	-0.8475
ACIN1	-0.0723333333333333
SPATS1	-0.28025
XKR8	-0.1925
FAM84A	1.59866666666667
MS4A7	4.06390909090909
AGXT2L2	-0.165
OR1F1	0.163
SMAP1L	-0.5875
IPO11	0.159
ZC3H11A	0.3253125
C1orf151	0.403875
RNASEH2A	-1.82575
CCR10	0.674
TXNDC11	0.610416666666667
TMEM112	1.0645
MAP1B	-0.833214285714286
NVL	0.352
PKM2	-1.07585
ARC	-0.9395
NUP54	-0.6955
PPFIBP2	2.0625
STAT2	0.713625
PTAFR	1.95316666666667
ROBO2	2.583125
RNF40	0.296833333333333
CCDC135	-0.461333333333333
IFT81	-0.5129
MORF4	-0.158
TM7SF3	0.3295
OR10H3	0.2965
ABP1	3.05775
CHRD	0.197125
PLEKHA8	0.099
NCALD	0.918166666666667
OR5AK2	0.20425
ACCN1	-0.016
SLITRK1	-0.62925
ARMET	0.35325
C9orf52	0.187
REEP4	-0.47425
MTSS1	3.052625
ADH1B	0.954666666666667
DLD	-0.90425
CDK5	-0.422
PPFIA1	0.1376875
WFDC3	-0.28925
DNAJB12	1.17414285714286
RANGRF	-0.627
MLANA	-4.992
AMY2B	-0.2525
KIAA0319	-1.645625
RPS7	-1.204
JAK3	-0.245
ARFGEF1	1.3335
CXCL5	0.188833333333333
TRAPPC4	-1.1905
CETN2	0.56575
HSPC111	-1.43725
RHOBTB3	0.6438
PHLPP	0.415
RGS10	1.26375
TMEM58	1.21525
CHERP	0.5355
HSP90AB3P	-0.4815
FSTL3	-1.148
PEX11A	0.439
OR5V1	0.42
FCN3	2.38675
PTPN3	0.151125
NPTX1	-5.44
C21orf84	-1.187
C11orf51	-0.200875
ZBED2	0.25625
FLJ90757	1.6265
NPY2R	-0.06675
PLD3	0.48275
SYT17	-0.179
SGSM2	0.01325
OR1A2	0.38775
FOXP1	0.678125
SLC5A1	0.10975
POFUT1	-0.8975
EPHB6	-2.805
MYO1G	-2.42875
STAC	-2.0865
KLHL17	0.00483333333333328
RGMA	0.5979
TJP2	-0.0471
FAM114A1	0.280166666666667
SERINC1	0.805916666666667
SLC9A8	0.099625
PEX19	0.38125
EDN2	-0.4295
PSMD7	-0.334333333333333
C3orf41	-2.7675
UQCR	-0.085125
PPP1R3C	-1.03875
LRP4	-1.09116666666667
TM2D1	0.34075
TTC17	0.47775
C4BPB	-5.271875
CCL25	0.52125
ZNF253	0.112666666666667
CHRNA9	-3.73175
SOX11	-0.48175
HIVEP3	0.5895
CGN	3.56958333333333
C3orf35	0.23125
PKD2L1	3.3325
SYVN1	0.2505
PDE8B	-1.127375
LOC439951	1.034
LTC4S	1.84433333333333
MIF4GD	1.23316666666667
SMARCA2	0.841375
TUBGCP6	0.116166666666667
CABLES1	0.093875
C16orf77	1.3585
ZNF791	0.38875
FUT5	-1.618
ADH6	-2.59933333333333
P4HB	1.524
CLDND2	-1.94425
ALKBH8	0.11175
PLAC4	-2.3395
F11R	0.611857142857143
MGC35295	0.490333333333333
PDZD4	-0.311166666666667
LOC389073	-0.817
FAM80B	0.1125
PSMB1	-0.8005
TXN	-0.844166666666667
VIPR1	0.9765
WBSCR18	-0.031
EXOSC6	-0.518333333333333
ACTA2	4.2205
SP5	-2.82791666666667
ANKRD1	-3.4235
DDR1	2.8267
ATP6V1D	0.15175
PTGS1	-1.20308333333333
RNF157	-0.829
DCC	0.09775
SPAG7	0.04775
FBXO18	0.744
UBE3C	-0.3314
HOXC6	0.9735
LRP2BP	-0.264166666666667
MYST2	0.68225
PDSS2	-0.16875
ATE1	-0.32475
ARAF	0.9035
KLF10	0.7345
PLA2G2E	0.409
ASCL1	-1.25733333333333
TSNAXIP1	0.414
FAM131B	0.09175
IFNA10	0.4315
NUP43	-1.672125
FAM44B	-0.327625
L1TD1	-4.06933333333333
NMD3	-0.505083333333333
C18orf54	-1.0091
PHOSPHO1	0.001
RAG2	-1.6135
EMILIN3	-0.395
METTL3	0.093
VPS13C	0.62625
REXO2	-1.58975
ANXA4	0.07725
CA1	-1.37675
DCP1B	-0.0725
TULP3	-0.0588333333333333
ATP2A2	0.240357142857143
ATIC	-0.26225
ADAM15	-0.0239166666666667
NPL	0.279333333333333
LGR4	-0.62675
UEVLD	0.579833333333333
GAB1	1.654
SNAI2	0.6115
ZGPAT	0.1628
SNF1LK	0.277
DLEU1	-1.5685
UBE2Q1	0.945625
ZMYM6	0.344875
JPH3	-1.466
FAM38A	-0.0835833333333333
PXK	-0.324833333333333
DENND2D	2.29825
BAX	-0.906833333333333
CP	-5.31309090909091
RPL37	-1.3055
G6PC3	0.76975
NCOA4	0.616833333333333
LRRC14	-0.827375
GORASP1	1.172
FCHO2	1.382125
CYP24A1	-3.7135
FXYD3	2.5135
SMARCAL1	0.50325
ABCB8	0.800833333333333
CCDC44	0.51925
PRDM7	-3.994
USH1C	-0.50125
DNAH5	-0.3598
SRF	0.047
MAL2	-0.474166666666667
PGPEP1	-0.261666666666667
SIN3B	0.03225
SEMA3C	-0.422166666666667
GRAMD3	0.9815
FBXO10	-0.674875
OR5D13	0.7065
FLJ31818	0.3035
CACNA1I	1.2035
S100A13	-0.563
TP63	0.542
ANXA11	1.1241
WDR66	-1.248125
CSF2RB	-0.058
IFI44	-0.17775
DACT1	2.35866666666667
ANKRD23	-1.108625
ATP5G1	-0.120833333333333
C21orf70	-0.744333333333333
PPWD1	-1.11825
DNAJC13	0.366
PAH	-4.22516666666667
PTCH2	0.30025
TRMU	-2.03575
CCDC9	0.022
USP3	0.0624
DCLRE1C	0.744
FAM55C	-0.02575
FRMD4B	2.1725
CYP2R1	-0.411
RFPL1	0.4022
XPO5	-0.402
ARL6IP2	-0.2455
OSBPL5	1.24925
MMP9	4.48581818181818
KIAA0802	-1.394875
DHRS2	-3.57
SGEF	-0.4615
TXNDC10	-0.226
EXOC6	0.60925
RPS27	0.583666666666667
