Hybridization REF	TCGA-BH-A0H7-01A-13R-A056-07
LIG4	-0.661666666666667
GSDMDC1	1.129875
BMP4	-0.99125
METT10D	-0.385625
SYCE1	0.452
SPANXD	1.01625
SLC12A9	0.0636666666666667
MC1R	-0.234
RNF168	-0.8245
TRIM69	0.5845
GALNT7	-0.0768333333333333
ISG20L2	-0.15075
KIAA2026	-0.1065
TNFAIP8L1	-0.7565
DPY19L2	-1.35
C12orf63	0.71
PRDX5	0.385375
MED6	-0.674375
TXNDC5	-0.5985
CD46	0.594583333333333
CCK	-1.33775
C17orf48	-0.506
ANUBL1	0.2575
SIT1	-0.670333333333333
TYSND1	0.533333333333333
DEF6	-0.177166666666667
GLT8D4	2.19075
UTP14A	-0.18875
RPH3AL	-1.4605
NXF1	-0.728
TRERF1	-0.246166666666667
TUBB3	-0.1753125
SLC24A2	1.5785
SEC22B	0.786083333333333
ZNF653	0.40075
GGTL3	-1.62466666666667
CDKL2	-0.3825
CTF8	-0.00599999999999999
EPC1	0.898666666666667
CYP4A11	-0.5255
THRSP	1.42516666666667
LELP1	-0.0456666666666667
TES	0.4645
C17orf87	0.972
FERD3L	0.22925
SH3TC1	0.505
RAB36	-0.447
CRYGB	-0.6185
GRIA3	3.38
BHLHB9	0.563
C1QTNF9	0.55325
GOPC	0.153875
PNPLA8	-0.0861666666666667
ZNF444	0.062
FMO1	4.269
POLR3C	0.36025
SLC35F3	0.11425
SGCG	-2.84316666666667
DCDC2	-4.90533333333333
NANP	0.24925
MGC23270	-0.185
BEX4	-0.10975
HYDIN	0.2414
RPS6KB2	-1.2765
ADRM1	0.0133333333333333
BAT3	-0.51475
RAB31	0.8685625
SCGB2A1	4.871875
SLC6A14	-3.013375
DDX4	-0.3915
PRRC1	0.836166666666667
AP3B2	-0.0511666666666667
TRGV7	0.2125
TMEM184B	0.56025
ADPRHL1	0.603
C21orf45	0.106375
ARNTL	0.37025
AADAT	-0.35625
CCL2	0.0521666666666667
SNTB2	0.1265
RGS9BP	1.175
KPNA1	0.5865
TMEM41B	-0.221333333333333
S100A11	0.47575
DOT1L	-2.132
EFHC2	-0.813
CLTC	0.285833333333333
SRP9	0.584714285714286
ZNF521	0.77975
FAM26F	-1.3575
GPR88	1.00266666666667
COL13A1	-0.513
CHMP4B	0.2565
SIGLEC6	0.0181666666666667
NFAM1	0.346125
PVRL2	0.4734
ALKBH4	0.205
CCDC93	-0.2339375
NXT1	0.7245
KCNK4	0.8335
TROAP	-1.57016666666667
KCNA10	0.5865
CCDC114	0.253
RAN	-0.147
LMTK2	-0.1885
LOC400657	-0.0875
UFC1	0.58025
UBE1DC1	-0.97
EEF1A1	-0.629333333333333
CHAC1	0.132
HMGA2	-4.239
B3GALTL	0.27825
ING2	-0.357
C1orf109	-0.553
INTS3	0.476625
ZNF558	0.0705
TRPM4	1.7435
LTB4R	-1.706
ISYNA1	-0.391
LSM7	-0.26925
LRRC47	0.137375
ZNF179	-1.39466666666667
EXDL1	0.0896666666666667
SLC4A10	0.7575
ACSS2	-0.368333333333333
COPS7B	-0.4275
KIAA0040	2.55266666666667
C1orf95	0.614
AP1GBP1	-0.41925
OR9A2	-0.196
FAM71C	0.308666666666667
RIN1	-0.724166666666667
ITGA4	-2.79325
DNAJC6	-0.5192
CLOCK	0.315
SLC35A4	0.507333333333333
DSG4	0.76525
LOC26010	0.33825
NSUN2	-0.3465
TMEM86B	-0.58
C14orf135	-0.65575
KIFC3	-0.571666666666667
PHF5A	-0.19725
NCAPH	-2.12725
STK11IP	0.465
FLJ42953	0.51075
CCDC19	1.7865
ZNF329	0.00475
TAX1BP1	0.954666666666667
ZDHHC18	0.0356666666666667
C10orf88	0.45625
TMBIM4	1.53
NMUR1	-0.491
KIR2DS4	0.5835
C9orf90	0.2175
MGC87631	0.172
KDR	3.0757
ST3GAL2	-0.219625
RLN2	-1.56316666666667
HPD	-3.3415
MOXD1	-1.51066666666667
PDGFRL	3.02233333333333
SMYD4	-1.28092857142857
FAM103A1	0.155333333333333
MFAP4	0.635666666666667
LOC285141	0.25975
TMEM45B	-2.0015
SMCR7L	-0.153857142857143
GZMH	3.28175
CBLN1	1.94216666666667
CNNM1	-0.97425
PHF17	-0.559
NUP98	-0.00175
RMI1	0.004
PTPRS	0.13225
ANKRD57	0.907375
CLDN15	-0.894666666666667
OR51A2	0.0095
GUCA2B	1.296
DOCK9	1.046
ITGB1BP1	-0.914333333333333
DLG2	0.1215
BRAP	0.596
SESN3	0.255
ZC3H7B	-0.26775
FAM101A	3.26533333333333
FKSG24	-1.036
ZYG11B	-0.774375
RFC2	-0.55625
SH2D3A	0.134166666666667
DVL3	-0.00583333333333336
ADFP	-1.60416666666667
KRIT1	-0.75875
SERTAD3	1.96783333333333
LEFTY2	-2.9055
KRT27	-0.7295
SCFD2	0.09525
MN1	1.3245
RORA	0.3125
PTPRD	1.285
PIAS2	-0.262333333333333
CYP4X1	6.62266666666667
FBXL15	0.0605
MYH15	-0.3435
CRX	0.0223333333333333
TBC1D13	0.275
SLC22A17	1.36133333333333
PLK2	1.59666666666667
ARHGAP9	0.3905
EIF1B	-1.27125
C20orf185	0.139
DEFA7P	0.522
PRIM1	-1.69433333333333
CRYAA	-1.41375
BACE1	0.362
AGTRL1	0.640833333333333
ACAD9	0.23375
GRASP	0.4795
RBP4	-3.51233333333333
TFB2M	0.023
METTL9	-0.6512
ATP5O	-0.149
SP100	0.2452
CPSF1	0.376166666666667
S100A4	-0.4085
LIME1	-1.12725
GPR137C	-1.3685
OR2A2	1.1335
C2orf29	-0.213
NUP188	-0.72375
SDPR	-2.27675
RAI1	1.044
RPS20	0.7468
LAMB1	-0.12525
ADM2	1.84766666666667
ZNF229	-1.50975
DKFZp434K1815	-1.167875
EPN3	2.52133333333333
CLIC3	-0.6475
MEIG1	0.471
HMGB4	-0.18425
STARD10	2.66025
KLF8	1.18275
EPB41L2	-0.792666666666667
JMJD6	-0.697125
CTSL1	0.301
GPR27	1.506
ELAVL4	0.5385
MMP21	-0.35
PPM1B	0.439875
SUV39H1	-0.89525
AAMP	0.87725
TUSC4	-0.301333333333333
MBD6	-0.19625
KLK13	-1.023125
FMNL3	0.624
TRIM13	0.09725
C15orf5	-1.0095
IQCF1	-0.022875
CACNG8	0.6755
SLC35D3	0.121833333333333
ZDHHC9	0.752
ODF3L1	0.04025
C9orf86	-0.393
TSEN2	-1.761
C17orf64	0.34175
SEPX1	0.9486
TSPO	0.861333333333333
SYMPK	-0.4345
ADORA1	1.68275
TSPAN10	1.466625
SEMA6C	0.588833333333333
RTTN	-1.6922
IL2	-0.267666666666667
ARRDC3	-0.170083333333333
TBPL1	-1.4505
STX12	0.912
MRPL39	-0.346
OR8H3	0.591
IFIT5	1.70833333333333
CASC5	-3.156125
FAM46A	0.149166666666667
HPCAL1	-0.8665
CYLC1	0.19
VGLL2	0.433875
C20orf191	-0.1845
CDH1	3.20616666666667
ITPA	0.7565
CCDC101	-0.576
D15Wsu75e	-0.85675
EDA	-0.65675
CREG1	-0.39725
OR7G2	0.8285
SAP18	0.734583333333333
IFIT1	2.996
CALML3	2.38766666666667
FLJ37440	2.651
FNDC5	0.3915
SERPINB6	-0.0145
JUNB	0.5846
SYS1	1.483
SCN2A	-0.161
ZKSCAN5	-0.9109
WNT7A	0.1465
TSHZ3	3.396
RNF148	1.431
H6PD	0.144125
CAD	-0.647666666666667
ZNF449	-0.3365
DOCK10	-1.3115
FAIM2	0.133
HEXDC	0.79375
PRB1	0.16
C14orf148	-0.5775
ETHE1	0.434
IRF5	0.6413
GNMT	1.218
MGC16291	-2.08125
RPAIN	-1.03221428571429
CAGE1	0.3785
CNTNAP3	-3.41025
ACTR1B	-0.0875
EEF1E1	-1.55
MSX1	-0.585875
ESF1	-0.2463
HSPC171	0.8335
MRPL2	-0.4195
RDH12	-0.386166666666667
CELP	1.4795
METRNL	0.4545
C10orf116	4.406
C19orf48	-0.97575
ZNF346	0.0045
NCR1	-2.127
C10orf64	0.488
CD52	0.56875
VPS18	1.1305
AP4S1	-0.4545
NPBWR1	1.5755
TPK1	0.8645
UBA52	-1.19455555555556
RIPK1	1.31683333333333
CPNE3	2.233
HSPC159	-0.061875
C8orf38	2.304
LRRC4B	-0.976
PARP10	1.5851
ANKRD50	2.243875
CXCL9	6.85075
FGF18	0.703636363636364
EIF2A	-0.92675
SLC20A2	1.45066666666667
KIAA1549	-0.968333333333333
SPINT1	2.345
ZNF584	-0.064
CRBN	-0.523166666666667
ABCF3	0.0713333333333333
NCBP1	-0.9105
PLA2G4F	1.38016666666667
PCDH10	2.59325
TTC21A	-0.16075
C20orf144	1.0215
FGFR1OP2	-0.543333333333333
SLC9A1	0.2314
CHRND	0.321
FOXF1	-2.6545
KIAA1467	2.55375
TPO	-0.131166666666667
LTF	1.5705
DNAJB9	-0.06875
MRPS27	-0.4985
bA16L21.2.1	-0.19625
WBP2	0.938666666666667
MRGPRX3	-1.88633333333333
PRPF18	0.5915
C10orf58	1.39
SMOC1	-3.0577
ADAT3	0.508333333333333
TMEM138	-0.3175
TMEM131	-0.062625
TIMM8B	-0.261
MYH7	-0.496333333333333
ST6GAL2	2.115125
KIF1C	-0.27875
SUHW2	-2.0205
PAPSS1	0.372
CABP2	-0.032
HOXA4	-0.981
ELF2	-0.1445
SEMA3D	1.8217
MC5R	0.4605
OGFR	0.9955
FLJ30092	0.478166666666667
TGFA	0.1031
MMP17	1.51675
KIF15	-3.479
CHIA	0.46725
CATSPER3	0.00925
CEACAM7	1.40016666666667
PADI2	1.685625
HOXA9	0.633833333333333
LNX2	0.9705
TMEM144	2.89325
HIF1AN	0.9365
METTL7A	-0.4534
C6orf165	3.01333333333333
KIAA1468	0.216
DSG3	2.479
ZNF180	-0.139666666666667
EIF4E3	1.5065
SLC46A1	0.925
DKK1	-4.271
ZNF205	1.15866666666667
LOC162073	0.157166666666667
COX7A1	5.0995
MAGEA1	-4.46133333333333
NEDD8	0.00950000000000001
KLHDC5	-0.0875555555555556
C3orf19	-0.684833333333333
MRPS2	-0.84675
POLR3H	0.00835714285714286
ABHD11	2.2237
TMEM17	0.03825
PAIP2B	0.9332
MAT1A	-4.17875
LGI3	0.16725
THUMPD2	0.22125
TKTL2	-0.226
XAGE3	-1.5435
CALM3	0.1675
C6orf136	-0.809333333333333
KCNC4	0.523833333333333
RGS9	0.00866666666666666
ACIN1	-1.0435
SPATS1	-0.21
XKR8	-0.14575
FAM84A	2.2175
MS4A7	4.64218181818182
AGXT2L2	0.10425
OR1F1	0.0745
SMAP1L	-0.0318333333333333
IPO11	0.345875
ZC3H11A	-0.4285625
C1orf151	0.531875
RNASEH2A	-1.588
CCR10	-0.78
TXNDC11	0.0435833333333333
TMEM112	0.721125
MAP1B	-0.688285714285714
NVL	-0.39475
PKM2	-0.90015
ARC	-0.663
NUP54	0.078
PPFIBP2	0.636
STAT2	1.3575
PTAFR	1.09216666666667
ROBO2	-0.04575
RNF40	-0.170333333333333
CCDC135	-0.8285
IFT81	0.0547777777777778
MORF4	-0.072
TM7SF3	-0.352375
OR10H3	0.6585
ABP1	-0.0325
CHRD	1.02575
PLEKHA8	-0.284166666666667
NCALD	2.51733333333333
OR5AK2	0.36575
ACCN1	0.520333333333333
SLITRK1	1.134
ARMET	-0.686
C9orf52	1.90725
REEP4	-1.01825
MTSS1	2.053875
ADH1B	1.45333333333333
DLD	-1.0825
CDK5	-0.1435
PPFIA1	-0.5263125
WFDC3	1.52825
DNAJB12	1.47507142857143
RANGRF	-0.4225
MLANA	-4.31125
AMY2B	-1.82375
KIAA0319	-1.51325
RPS7	-1.6495
JAK3	-0.1794
ARFGEF1	2.7435
CXCL5	0.200583333333333
TRAPPC4	-0.735
CETN2	0.83475
HSPC111	-0.74675
RHOBTB3	0.1214
PHLPP	-0.667
RGS10	0.1105
TMEM58	1.392
CHERP	-0.62775
HSP90AB3P	-0.289166666666667
FSTL3	0.281
PEX11A	1.07175
OR5V1	0.8885
FCN3	2.71975
PTPN3	-0.45975
NPTX1	-4.632625
C21orf84	-1.0635
C11orf51	-0.477875
ZBED2	1.89175
FLJ90757	0.40725
NPY2R	1.8585
PLD3	0.66575
SYT17	2.33866666666667
SGSM2	0.26025
OR1A2	0.08175
FOXP1	1.061625
SLC5A1	1.12925
POFUT1	-0.1378
EPHB6	-2.448
MYO1G	-1.42125
STAC	-1.6923
KLHL17	-0.207666666666667
RGMA	0.0452
TJP2	-0.7436
FAM114A1	0.26
SERINC1	1.01775
SLC9A8	0.292625
PEX19	1.067125
EDN2	3.75875
PSMD7	-0.358111111111111
C3orf41	-1.85625
UQCR	-0.456375
PPP1R3C	0.43225
LRP4	-2.006
TM2D1	0.386
TTC17	0.0916875
C4BPB	-4.634875
CCL25	1.045
ZNF253	-0.560333333333333
CHRNA9	-4.12075
SOX11	-0.4335
HIVEP3	0.492
CGN	2.80366666666667
C3orf35	0.090125
PKD2L1	2.37025
SYVN1	-0.236
PDE8B	1.835625
LOC439951	1.6105
LTC4S	1.93383333333333
MIF4GD	0.721666666666667
SMARCA2	0.8776875
TUBGCP6	0.76
CABLES1	-0.167875
C16orf77	1.026
ZNF791	0.00424999999999999
FUT5	-1.4875
ADH6	-1.958
P4HB	0.7505
CLDND2	-2.013
ALKBH8	-0.705
PLAC4	-1.87825
F11R	0.485071428571428
MGC35295	1.36116666666667
PDZD4	-0.316333333333333
LOC389073	-0.810666666666667
FAM80B	-0.365833333333333
PSMB1	-0.43025
TXN	-0.378
VIPR1	2.2399
WBSCR18	0.3736
EXOSC6	0.21
ACTA2	3.86933333333333
SP5	-2.72058333333333
ANKRD1	-2.23025
DDR1	1.7513
ATP6V1D	0.04275
PTGS1	-1.46991666666667
RNF157	-0.6685
DCC	1.04525
SPAG7	0.025
FBXO18	-0.1125
UBE3C	-0.2801
HOXC6	0.97225
LRP2BP	0.124833333333333
MYST2	-0.04875
PDSS2	0.01275
ATE1	-0.762
ARAF	-0.29675
KLF10	1.68825
PLA2G2E	0.22525
ASCL1	2.67433333333333
TSNAXIP1	0.51625
FAM131B	0.1905
IFNA10	0.496
NUP43	-1.52125
FAM44B	0.0415
L1TD1	-4.60116666666667
NMD3	-0.828583333333333
C18orf54	-1.544
PHOSPHO1	-0.6975
RAG2	-1.835
EMILIN3	-0.2995
METTL3	-0.7645
VPS13C	0.457375
REXO2	-1.129
ANXA4	0.2245
CA1	-1.51075
DCP1B	-0.10975
TULP3	-1.24283333333333
ATP2A2	0.584357142857143
ATIC	0.78025
ADAM15	-0.4915
NPL	1.201
LGR4	0.27075
UEVLD	1.143
GAB1	0.9735
SNAI2	1.3075
ZGPAT	0.1703
SNF1LK	0.650125
DLEU1	-1.909
UBE2Q1	0.783125
ZMYM6	0.0293125
JPH3	-0.9365
FAM38A	0.00383333333333333
PXK	0.246333333333333
DENND2D	0.949
BAX	-0.344333333333333
CP	-2.79536363636364
RPL37	-0.7808
G6PC3	0.593375
NCOA4	0.230666666666667
LRRC14	0.807
GORASP1	0.2165
FCHO2	0.7775
CYP24A1	-3.1585
FXYD3	2.50725
SMARCAL1	0.73125
ABCB8	0.428166666666667
CCDC44	0.37475
PRDM7	-2.77475
USH1C	-1.312
DNAH5	0.5855
SRF	0.267333333333333
MAL2	3.44383333333333
PGPEP1	-0.501916666666667
SIN3B	-0.7815
SEMA3C	-0.0101666666666667
GRAMD3	2.325
FBXO10	-0.05175
OR5D13	0.4705
FLJ31818	0.427375
CACNA1I	0.716875
S100A13	-0.0615
TP63	1.82385714285714
ANXA11	0.3242
WDR66	-1.3895
CSF2RB	-0.2185
IFI44	1.08175
DACT1	2.8435
ANKRD23	-1.352375
ATP5G1	-0.496333333333333
C21orf70	-0.485
PPWD1	-1.38925
DNAJC13	0.09275
PAH	-5.57816666666667
PTCH2	0.711
TRMU	-1.25275
CCDC9	0.018
USP3	-1.0077
DCLRE1C	-0.5543
FAM55C	-0.941
FRMD4B	1.2765
CYP2R1	0.177
RFPL1	1.6324
XPO5	-0.637
ARL6IP2	-0.481
OSBPL5	2.02525
MMP9	3.965
KIAA0802	-0.77625
DHRS2	-1.81766666666667
SGEF	0.700375
TXNDC10	-0.6927
EXOC6	0.57125
RPS27	0.0851666666666666
PNCK	-1.59066666666667
FSTL1	0.67275
AACS	1.75525
SLMAP	0.197833333333333
SAMD4A	-0.4465
ABRA	-0.23975
SMARCD3	2.034
PKNOX2	-1.93516666666667
A4GNT	0.041
C9orf39	-1.2415
RALYL	0.24975
MGC33556	-2.5815
C10orf25	-0.74
BBOX1	5.10925
NHEDC1	1.59425
XDH	-1.08825
GCSH	-0.161
EDN1	0.5745
MTERF	-0.28225
CLK4	-0.61075
ZNF799	0.541666666666667
KCNG1	-1.42325
CXCR4	-0.056
PTPRR	-2.153
IRAK1	0.082875
LOC401397	-1.551
TMSB10	0.258357142857143
CXCL3	-3.6172
TMC4	3.04725
OR7A10	0.173
STYK1	2.368
CHRNA10	-1.43625
CCNI	0.98825
EP300	0.440785714285714
LOC165186	-0.577166666666667
HIC2	-2.8755
SDR-O	0.643
OR2W1	0.967
KCNA6	0.7405
TRIM74	-1.812
REEP6	0.9745
ATP5G2	0.339
ERG	0.54775
TMEM42	-0.4045
PARN	-0.145333333333333
SOD2	-1.118375
DIRAS1	0.530666666666667
PNPT1	-2.0765
JOSD3	-2.50025
hCG_40738	-1.2575
PDE1C	-2.23925
SEMA4D	0.07875
AGPAT1	0.366166666666667
NOSTRIN	-0.019375
MAP3K3	-0.361166666666667
MAX	0.6355
CAPS	3.5225
SERPINA12	0.7035
OSBPL8	0.11175
RICS	0.9966
NR4A2	-0.834166666666667
PPCS	1.27533333333333
LONP1	-1.221
SCYL3	1.1255
HERC2P2	-2.5755
FIBCD1	1.861
C15orf41	-1.617
DMC1	-1.87233333333333
C20orf27	-0.08375
RPS6KA5	-0.8356
FAHD1	-0.534666666666667
SLC12A4	0.37
BRCA1	-1.39916666666667
GBL	-0.0445
SLK	-0.207
NUDT9P1	-1.0185
NOXO1	3.2725
USP52	-1.29125
BAZ1B	0.308375
SLCO2B1	2.1665
BBS12	1.22266666666667
LRGUK	-1.1475
TERF2IP	0.48775
COL1A1	6.355
KIAA0090	0.28775
GRK5	-0.847333333333333
AP1S2	-1.5478
TMEM52	-1.081
CA11	-0.266125
OR4A15	0.490333333333333
ACBD3	1.4651
SPAG11B	-0.307375
PRDM2	0.7573
FOXP3	0.24375
SMYD3	0.1438
LOC389199	1.407
LGI2	1.92466666666667
NAPE-PLD	-0.974
ANKRD6	1.101
WDR45	0.259333333333333
SHROOM1	-0.486
PSCD3	0.859
PYY	2.039
KCNC1	-0.605
ARHGEF9	0.8593
OR8J1	0.99375
GPR55	0.0678333333333333
NS3BP	-1.8525
C10orf22	0.316
NAT8L	-1.04675
DUSP4	-0.991666666666667
FOXM1	-2.0145
GRAMD2	0.7274
ZBTB48	-0.0921666666666667
BUD31	-0.601
PABPC5	0.215
CCDC41	-1.13675
FBXO11	-0.168583333333333
C6orf148	-0.921
RFXAP	-1.6345
C6orf15	1.53083333333333
CDK8	-0.749666666666667
C6orf70	-0.10425
TESSP2	0.215
ALG2	0.136
PPP1R3D	2.23225
TPM3	0.920888888888889
SYT13	-2.9335
EPB42	-0.9515
CETN3	-0.44925
PRY	-0.0925
NTHL1	-0.123333333333333
POLR2B	-0.175
RPS28	-0.379333333333333
P2RX3	0.8805
LYZL4	0.83725
WBP4	-0.2254
PMM1	-0.47975
C11orf79	0.4475
CBLL1	-1.13425
IL1F10	0.875833333333333
VAX2	1.5935
SETDB1	0.0775
LRAP	-1.21966666666667
GCLM	-0.619333333333333
CPEB3	1.3225
PPM1A	0.245625
INTS1	-0.17825
CAMTA1	0.191583333333333
SAMSN1	-2.142
LOC158830	-2.793
GMPPA	0.344125
AIPL1	0.946
IL24	1.47383333333333
BDKRB1	-1.36583333333333
MLF1	2.2387
TAF12	-0.8395
ID1	-1.74525
THADA	0.40575
PIK3CB	-0.481
OR4N5	1.127
TBC1D17	-0.401833333333333
COX8A	-0.12225
CDCA4	-0.43125
C2orf44	-0.3475
ZNF534	-1.369
IMMP1L	0.192
NIPSNAP3B	0.55225
FTMT	0.303125
PWP2	-0.968833333333333
MMP15	1.547
DNAH11	-2.12325
MTMR14	-0.5035
DNAL4	0.9565
IPP	-0.8365
TMEM59	1.0695
C1orf157	0.845
RGS4	1.23166666666667
DDX18	-0.265
SNX6	0.12725
ZNHIT2	0.758166666666667
NCDN	0.0586666666666667
FLJ33534	1.541
RAG1	-1.7605
OR4D10	0.502
PTPN5	-0.486666666666667
POMT1	0.428625
LRRC8A	0.083
CYP1A1	-1.49375
CAPN1	0.5925
DDHD2	0.411375
GRIK2	-0.578
GNRHR	-0.3675
PPBP	0.58825
HTR3A	-0.576375
SLITRK4	2.99825
ANKRD49	-0.4755
BTF3	0.0217
SARS	-0.13625
C13orf18	-0.160666666666667
CACNB1	-0.327642857142857
QKI	-0.0706363636363636
SETMAR	-0.185625
MAN2B1	0.598166666666667
EML3	-0.8175
ACADL	-1.17216666666667
OFD1	-0.715875
DEFB114	0.494
CGA	-3.4445
PEX16	0.896833333333333
LRRC10	-0.5275
GNG12	-0.5565
C1orf152	0.248
CHRM1	1.026
CD53	-0.247
DBH	-0.383
TFAP2B	-0.954625
HIST1H2BJ	-0.623
FAM46D	-0.5535
TMEM11	0.198
C3orf32	-3.33125
PCCB	-0.04475
IPO13	0.289
C6orf105	-2.9
COMMD5	1.811
SUV420H1	0.1819
LTBR	0.75975
ARHGAP15	-1.57425
HDHD2	-0.0155
TDRKH	0.1375
LOC401052	0.2725
PSG4	0.20325
GNB4	0.2956
SPATA4	-0.78
SLC9A3	-0.814
OSBP	0.245833333333333
NBPF3	-1.06625
DOCK11	-1.2465
SLC39A5	-1.39266666666667
PRR5	1.2516
C10orf63	0.26525
SMTNL2	0.098
ADRA1A	0.13225
ASAH1	2.762
DOM3Z	-0.4602
GIPR	1.174
AHI1	-1.34825
NADSYN1	0.108833333333333
RGS14	-0.7599
IL18BP	0.5999
RTN4RL1	2.52025
ARMC6	-0.5255
PSMD5	0.0845
HK3	1.6298
OR4S1	0.23875
RSU1	1.1146
MAD2L1	-1.82744444444444
EIF4A3	-0.25475
DLEC1	-1.12166666666667
E4F1	-0.109666666666667
CHMP2B	0.8568
CAMSAP1	-0.477
RPS21	-0.971333333333333
ARID5A	-0.4545
UBE2N	0.7268
IGSF8	1.32733333333333
MAGEB6	-2.585
ACAD11	-1.6682
MGC4172	-0.70525
LMO4	-0.11475
KLKB1	-0.83475
HP	-0.9065
HDAC3	0.457
SCHIP1	-0.01425
CLCA1	0.4725
OLFML2A	0.970125
C1orf112	-1.53375
KIF19	0.0405
HAPLN4	-0.1307
CXCR7	1.77366666666667
GOT2	-0.00460000000000002
RAB38	-3.09
DCX	-1.2445
PPM1H	1.24058333333333
NFYC	0.728166666666667
KIN	-0.349875
ZNF228	-0.2375
PLSCR4	1.8055
HIG2	0.85825
FAM79B	3.175
C21orf86	-0.8398
KCNK10	-0.244
ZNF738	-1.236875
FSTL5	-1.282
OR6A2	-1.1535
OTOA	0.4015
EXOC1	0.082125
AHRR	-2.1745
PDAP1	-1.96333333333333
C19orf6	-0.567625
ZAN	0.40775
LY6G6E	-0.3125
EIF4E2	-0.4465
C20orf198	0.277
ZNF324	0.16725
CYP3A5	-3.81966666666667
ENTPD7	1.45966666666667
MBOAT5	0.6405
GJB5	1.23775
TTC13	0.45675
S100Z	-2.485
KIAA0664	-0.116166666666667
PDGFRB	2.78041666666667
IL17D	0.85125
OR56B4	-0.556
RDX	-2.57183333333333
SLC34A3	1.3845
IL28B	0.922
JUND	0.81825
CHRNB1	-0.18775
CAMK2B	1.60025
FETUB	-1.715
CXorf23	1.23225
MRTO4	-1.2065
TTC3	0.6113
NDUFB8	-0.314833333333333
EDG2	-0.029
SEMA3G	-0.7035
IL23A	-2.122
GRHL1	0.4416
LOC441054	-0.801
WDR65	1.350875
PSTK	-0.08575
STOML3	0.232833333333333
R3HDM2	0.2143
C5	-2.334
SLC2A10	0.1855
C3orf22	0.897
PAQR3	-0.413769230769231
ANKRD26	-1.53008333333333
HCRTR1	0.142
LOC399947	0.13175
PSD2	0.3195
TIGD2	-0.674833333333333
SCRN1	-1.847125
COQ10A	-1.3015
DDI2	-0.3145
METTL7B	-0.888333333333333
UCN2	0.92275
FAM92A3	-1.42825
WDR16	0.12775
ZNF511	0.000166666666666668
ZMYM5	-0.058375
POLR3G	-2.433
ZNF586	-0.02775
C1orf49	0.2275
TANK	0.0188333333333333
RCAN1	-0.854166666666667
PELI3	0.916666666666667
LIMD2	-0.505416666666667
TMEM189	0.2705
NTN4	0.078375
LOC151300	0.551
CLEC2A	0.624
GPR135	-0.31675
DPYSL4	-0.6697
JAK2	-0.641166666666667
TSHZ1	0.864833333333333
TM9SF4	0.137875
ZNF264	0.706666666666667
SIRPG	1.6725
BICD1	-0.383
HERC6	2.7515
METTL5	-0.825
CASP1	-0.07
PRRT1	-0.572833333333333
PLA2G4C	0.470333333333333
ICA1L	-0.155857142857143
TPTE2	-0.747
OTUD7A	1.13716666666667
AQP11	0.04575
APOA2	-4.046
KALRN	-0.3368
SECTM1	0.720083333333333
IFNAR1	0.86025
TALDO1	0.841875
RAB11FIP4	1.00583333333333
EIF5A	-1.621
FAM49A	1.79225
NEGR1	0.736833333333333
YTHDC2	-0.27025
EHD2	0.22
NCF1	1.4241
SCRT2	1.8045
HOXA5	-0.447666666666667
NUP133	-0.01975
FGF12	-1.3381875
SLMO2	0.999375
SNTA1	0.941
CACNG2	0.326125
GCM1	-0.0163750000000001
ELF1	0.515
TLR5	3.4445
TCFL5	-1.12308333333333
RBMY2FP	-0.8605
LOC100125556	0.539625
FAM129B	0.654
MAP3K7IP1	-0.1475
NCK2	0.357
OXA1L	-0.57625
FMO9P	0.361
ZSCAN12	-0.05825
PSMD12	-0.287
HSCB	-0.233
CLDN10	-3.367
MGC13053	-0.279
HPCAL4	-0.5255
ASZ1	-0.053
MEX3D	0.795083333333333
NFAT5	-1.167
CSPG4LYP1	-0.383833333333333
FBXO3	1.2795
DVL1	-0.775
CMKLR1	1.805
TYMS	-2.248
PEF1	1.344
ZNF750	1.29633333333333
MCM5	-0.9959
MEGF11	-1.1685
KCNK7	0.1475
PTP4A3	1.434
C1QTNF2	-0.479666666666667
OR6S1	0.4795
FAM122B	-0.97625
ZNF551	-0.5865
HBQ1	-2.3165
GEMIN6	-0.1685
ARSK	0.0635
RBP7	3.52116666666667
CPNE9	0.129
DSC1	2.5745
LOC730112	-1.141
MAP2K4	-1.285
HS3ST5	-1.69
EPB41L3	-0.6365
TEKT2	-1.03775
CDKN2B	0.69825
ZNF480	-0.7565
MAP3K6	0.7184
MAP6	1.77933333333333
HN1	-0.3513
OR2L13	-0.5245
SLC16A11	0.4425
FAM96A	-1.26375
APOL1	0.255
C5orf32	0.471
RTP1	-0.914333333333333
RNF175	0.15525
ZBTB41	1.471125
AHCTF1	-0.6193
SAE2	-0.1436
ITGA2	0.251333333333333
MME	0.946666666666667
CCDC14	-1.568
MAST4	1.27
KRT33B	-0.366
KCTD2	0.7275
WDR26	0.798333333333333
MFI2	0.191375
NR4A3	-1.076
ARSA	1.664
UNKL	-0.6095
SULT6B1	0.556
CCNA2	-2.25866666666667
SOX15	-0.4245
PPAPDC1B	0.73375
C19orf44	-0.397
MCAT	0.856083333333333
ARID1B	-0.208625
OR52N1	-0.3765
C12orf48	-1.46325
MAGI1	0.8755
NIPA2	-0.341
GBX2	-1.4825
RSHL3	-0.136375
RAVER1	0.741666666666667
C15orf17	-0.75025
SLC30A2	2.099125
ZNF518	-0.802
PCYT1B	-1.1585
C10orf114	0.50175
EIF3H	1.10808333333333
SLC25A39	-0.333166666666667
