Hybridization REF	TCGA-A2-A0CT-01A-31R-A056-07
EPC1	0.683166666666667
CYP4A11	0.00533333333333333
THRSP	0.872166666666667
LELP1	-0.168
TES	-0.684
C17orf87	1.1085
FERD3L	-0.40275
SH3TC1	-0.2165
RAB36	1.223
CRYGB	-0.516
GRIA3	0.2074
BHLHB9	2.21225
C1QTNF9	0.767
GOPC	-0.359375
PNPLA8	0.5215
ZNF444	0.41325
FMO1	1.71
POLR3C	0.3935
SLC35F3	0.42025
SGCG	0.640166666666667
DCDC2	-0.9855
NANP	0.19675
MGC23270	0.805
BEX4	0.682833333333333
HYDIN	0.1621
RPS6KB2	-0.51
ADRM1	-1.2325
BAT3	-0.28825
RAB31	-1.02825
SCGB2A1	2.124125
SLC6A14	-4.6805
DDX4	-0.63175
PRRC1	1.1765
AP3B2	0.4805
TRGV7	-0.1175
TMEM184B	1.0225
ADPRHL1	0.679333333333333
C21orf45	-0.359875
ARNTL	1.310875
AADAT	-0.335625
CCL2	-0.156333333333333
SNTB2	-0.0858333333333333
RGS9BP	2.67675
KPNA1	0.49475
TMEM41B	1.18916666666667
S100A11	-0.131
DOT1L	-1.7855
EFHC2	3.190875
CLTC	0.480666666666667
SRP9	0.588357142857143
ZNF521	-1.1915
FAM26F	-0.6445
GPR88	6.38616666666667
COL13A1	-0.630333333333333
CHMP4B	0.353
SIGLEC6	0.558166666666667
NFAM1	-0.088375
PVRL2	1.1814
ALKBH4	-0.24975
CCDC93	-1.1848125
NXT1	0.70725
KCNK4	0.3235
TROAP	-1.9615
KCNA10	0.3365
CCDC114	0.425666666666667
RAN	0.04425
LMTK2	1.0395
LOC400657	0.821
UFC1	1.04275
UBE1DC1	-1.27
EEF1A1	0.279166666666667
CHAC1	-0.1165
HMGA2	-5.1903
B3GALTL	-0.06375
ING2	0.23875
C1orf109	0.136
INTS3	0.907
ZNF558	1.42075
TRPM4	1.0685
LTB4R	-1.6335
ISYNA1	-0.0065
LSM7	-0.0815
LRRC47	-0.2340625
ZNF179	-2.32783333333333
EXDL1	0.320166666666667
SLC4A10	-1.11057142857143
ACSS2	-0.875166666666667
COPS7B	-0.5925
KIAA0040	3.07583333333333
C1orf95	-0.236
AP1GBP1	0.50825
OR9A2	0.6615
FAM71C	0.1785
RIN1	-1.47616666666667
ITGA4	-2.30075
DNAJC6	-0.721166666666667
CLOCK	1.06633333333333
SLC35A4	0.286333333333333
DSG4	0.11675
LOC26010	-1.23125
NSUN2	-0.10725
TMEM86B	-1.6937
C14orf135	0.09375
KIFC3	-2.40733333333333
PHF5A	0.84175
NCAPH	-2.09975
STK11IP	-0.98475
FLJ42953	0.847375
CCDC19	2.58433333333333
ZNF329	0.688625
TAX1BP1	1.09133333333333
ZDHHC18	-0.0878333333333333
C10orf88	1.1765
TMBIM4	1.1972
NMUR1	-0.873
KIR2DS4	0.258125
C9orf90	0.00462500000000002
MGC87631	0.7365
KDR	3.6753
ST3GAL2	-1.498
RLN2	1.75716666666667
HPD	-3.474
MOXD1	-2.642
PDGFRL	1.48533333333333
SMYD4	-0.784571428571428
FAM103A1	-0.298333333333333
MFAP4	-0.652166666666667
LOC285141	-0.3415
TMEM45B	-0.147625
SMCR7L	0.202642857142857
GZMH	1.96325
CBLN1	0.6945
CNNM1	-0.47275
PHF17	-0.932666666666667
NUP98	0.31325
RMI1	-0.0545
PTPRS	-0.0795
ANKRD57	0.75575
CLDN15	-1.1595
OR51A2	0.001
GUCA2B	0.8505
DOCK9	0.721
ITGB1BP1	-0.947833333333333
DLG2	-0.240125
BRAP	-0.09325
SESN3	-0.4965
ZC3H7B	0.22575
FAM101A	-1.20133333333333
FKSG24	-0.3205
ZYG11B	-0.562125
RFC2	0.4725
SH2D3A	1.0885
DVL3	-0.435416666666667
ADFP	-2.20166666666667
KRIT1	0.278875
SERTAD3	2.31966666666667
LEFTY2	-3.28675
KRT27	-0.253
SCFD2	0.741
MN1	-1.274
RORA	1.35775
PTPRD	-0.168
PIAS2	0.425333333333333
CYP4X1	5.38033333333333
FBXL15	-0.14175
MYH15	0.239333333333333
CRX	0.1395
TBC1D13	-0.08975
SLC22A17	1.51583333333333
PLK2	0.729
ARHGAP9	0.30375
EIF1B	0.297
C20orf185	-0.18675
DEFA7P	0.5115
PRIM1	-1.18566666666667
CRYAA	-2.20975
BACE1	0.14275
AGTRL1	0.522666666666667
ACAD9	-0.284
GRASP	0.52075
RBP4	-3.0895
TFB2M	0.2915
METTL9	-0.1063
ATP5O	-0.558
SP100	0.202
CPSF1	0.257166666666667
S100A4	-1.81525
LIME1	-2.00775
GPR137C	2.096
OR2A2	1.0265
C2orf29	-0.0885
NUP188	-1.23075
SDPR	-0.19875
RAI1	-0.705875
RPS20	-0.2172
LAMB1	-1.53375
ADM2	1.699
ZNF229	1.33075
DKFZp434K1815	-2.132625
EPN3	3.408
CLIC3	-2.2625
MEIG1	0.99375
HMGB4	-0.148
STARD10	1.7695
KLF8	0.638
EPB41L2	-0.894666666666667
JMJD6	-0.21475
CTSL1	-0.153166666666667
GPR27	1.609
ELAVL4	1.9545
MMP21	-0.328
PPM1B	0.5185
SUV39H1	-0.957
AAMP	0.12
TUSC4	0.0646666666666667
MBD6	-0.3395
KLK13	-2.035375
FMNL3	0.595666666666667
TRIM13	-0.01075
C15orf5	-2.19475
IQCF1	-0.189125
CACNG8	0.6755
SLC35D3	0.2975
ZDHHC9	0.7695
ODF3L1	-0.173
C9orf86	-0.9627
TSEN2	-0.95875
C17orf64	-0.01375
SEPX1	0.0953
TSPO	0.749
SYMPK	-0.553
ADORA1	-1.21625
TSPAN10	-0.348875
SEMA6C	1.89616666666667
RTTN	-0.5038
IL2	-0.503
ARRDC3	0.467083333333333
TBPL1	-1.6325
STX12	0.61575
MRPL39	-0.39
OR8H3	0.3455
IFIT5	1.8615
CASC5	-2.126125
FAM46A	-1.276
HPCAL1	-1.16575
CYLC1	-0.168
VGLL2	0.172375
C20orf191	0.14175
CDH1	3.029
ITPA	-0.303
CCDC101	0.0995
D15Wsu75e	0.53525
EDA	-0.3875
CREG1	-0.5665
OR7G2	0.534
SAP18	0.868833333333333
IFIT1	1.72825
CALML3	1.566
FLJ37440	2.4005
FNDC5	0.2315
SERPINB6	-0.0183571428571429
JUNB	1.5607
SYS1	3.11775
SCN2A	0.766166666666667
ZKSCAN5	-0.3862
WNT7A	0.2605
TSHZ3	2.01725
RNF148	-0.69575
H6PD	-0.39475
CAD	-1.99983333333333
ZNF449	0.1715
DOCK10	-1.5085
FAIM2	1.361
HEXDC	0.215
PRB1	1.05825
C14orf148	0.113
ETHE1	0.2855
IRF5	-1.1494
GNMT	1.8175
MGC16291	-1.985875
RPAIN	1.05771428571429
CAGE1	0.5045
CNTNAP3	-3.406875
ACTR1B	-0.76625
EEF1E1	-0.6245
MSX1	-1.13525
ESF1	0.7422
HSPC171	0.163
MRPL2	-0.0431666666666666
RDH12	-0.268833333333333
CELP	-0.598
METRNL	1.38425
C10orf116	4.40683333333333
C19orf48	-0.97225
ZNF346	0.224625
NCR1	-1.9025
C10orf64	0.211
CD52	-0.57225
VPS18	0.71425
AP4S1	0.483333333333333
NPBWR1	-0.2735
TPK1	0.2385
UBA52	-0.840388888888889
RIPK1	-0.164833333333333
CPNE3	1.81
HSPC159	0.50775
C8orf38	2.034
LRRC4B	-0.6905
PARP10	0.139
ANKRD50	1.7375
CXCL9	4.85125
FGF18	3.55009090909091
EIF2A	-0.443125
SLC20A2	1.4805
KIAA1549	-1.18066666666667
SPINT1	2.0303
ZNF584	-0.242
CRBN	1.81416666666667
ABCF3	0.0176666666666667
NCBP1	-0.7405
PLA2G4F	0.248333333333333
PCDH10	5.155875
TTC21A	0.34925
C20orf144	-0.1695
FGFR1OP2	-0.0596666666666667
SLC9A1	-0.126
CHRND	0.2625
FOXF1	-2.09525
KIAA1467	3.85325
TPO	0.815166666666667
LTF	0.351928571428571
DNAJB9	0.62075
MRPS27	-0.62575
bA16L21.2.1	-0.0895
WBP2	0.983333333333333
MRGPRX3	-2.09966666666667
PRPF18	0.75775
C10orf58	0.90025
SMOC1	-2.9876
ADAT3	-0.205166666666667
TMEM138	0.2645
TMEM131	0.4865
TIMM8B	0.037
MYH7	-0.629333333333333
ST6GAL2	0.462375
KIF1C	0.72925
SUHW2	-1.008
PAPSS1	1.5795
CABP2	-0.081
HOXA4	-1.975
ELF2	0.59325
SEMA3D	-0.1614
MC5R	0.6525
OGFR	-0.1265
FLJ30092	0.2145
TGFA	-1.0903
MMP17	-0.561
KIF15	-3.18675
CHIA	0.483
CATSPER3	-0.306
CEACAM7	0.963166666666667
PADI2	1.60875
HOXA9	-0.251833333333333
LNX2	0.389833333333333
TMEM144	3.9765
HIF1AN	0.5755
METTL7A	-1.5996
C6orf165	3.97916666666667
KIAA1468	0.764125
DSG3	0.834
ZNF180	0.9235
EIF4E3	1.185125
SLC46A1	1.663375
DKK1	-5.018
ZNF205	0.303666666666667
LOC162073	1.41327777777778
COX7A1	4.5655
MAGEA1	-5.1505
NEDD8	0.394666666666667
KLHDC5	0.390888888888889
C3orf19	1.31533333333333
MRPS2	-0.99725
POLR3H	0.324285714285714
ABHD11	0.4141
TMEM17	1.63525
PAIP2B	1.2924
MAT1A	-2.119
LGI3	-0.25375
THUMPD2	-0.6905
TKTL2	0.42725
XAGE3	-1.77766666666667
CALM3	1.07966666666667
C6orf136	-0.117333333333333
KCNC4	-0.0288333333333333
RGS9	-0.474333333333333
ACIN1	-0.9235
SPATS1	-0.4515
XKR8	-0.65125
FAM84A	4.92508333333333
MS4A7	4.84981818181818
AGXT2L2	0.2695
OR1F1	0.055
SMAP1L	0.266166666666667
IPO11	1.191875
ZC3H11A	-0.3324375
C1orf151	-0.20825
RNASEH2A	-0.4695
CCR10	-1.524
TXNDC11	0.462083333333333
TMEM112	1.645125
MAP1B	-1.68557142857143
NVL	-0.8915
PKM2	-2.1702
ARC	-0.88575
NUP54	-0.2585
PPFIBP2	1.2895
STAT2	0.556
PTAFR	1.063
ROBO2	-0.682375
RNF40	0.1395
CCDC135	-0.7535
IFT81	-0.0596
MORF4	-0.608
TM7SF3	-0.175875
OR10H3	0.41
ABP1	-0.13475
CHRD	-0.1135
PLEKHA8	-0.4315
NCALD	0.43675
OR5AK2	0.262
ACCN1	0.218333333333333
SLITRK1	-0.11575
ARMET	-0.575
C9orf52	1.5705
REEP4	0.46625
MTSS1	0.92675
ADH1B	0.919666666666667
DLD	-1.37475
CDK5	-0.775
PPFIA1	0.106125
WFDC3	1.63175
DNAJB12	0.449
RANGRF	0.856
MLANA	-4.8885
AMY2B	-0.31775
KIAA0319	0.281875
RPS7	-1.273
JAK3	-0.6521
ARFGEF1	2.701
CXCL5	0.1885
TRAPPC4	-0.6585
CETN2	0.96575
HSPC111	-0.68275
RHOBTB3	-0.9641
PHLPP	0.1745
RGS10	0.6065
TMEM58	1.38975
CHERP	-0.59575
HSP90AB3P	1.25416666666667
FSTL3	-1.25866666666667
PEX11A	0.278
OR5V1	0.5775
FCN3	1.88275
PTPN3	-2.049
NPTX1	-0.723375
C21orf84	-1.0985
C11orf51	-0.136375
ZBED2	-0.13175
FLJ90757	2.1145
NPY2R	0.5585
PLD3	0.6355
SYT17	4.10583333333333
SGSM2	-0.9685
OR1A2	-0.095
FOXP1	0.42525
SLC5A1	0.3515
POFUT1	0.2185
EPHB6	-3.43733333333333
MYO1G	-0.628375
STAC	-2.25722222222222
KLHL17	-0.901333333333333
RGMA	-0.7304
TJP2	-0.4704
FAM114A1	-1.15133333333333
SERINC1	1.07866666666667
SLC9A8	1
PEX19	1.7085
EDN2	2.11925
PSMD7	-0.943222222222222
C3orf41	-3.3665
UQCR	0.606125
PPP1R3C	-1.66925
LRP4	-2.3305
TM2D1	0.9005
TTC17	1.4431875
C4BPB	-4.966375
CCL25	0.45775
ZNF253	0.545833333333333
CHRNA9	4.22675
SOX11	-2.041
HIVEP3	0.6395
CGN	3.01616666666667
C3orf35	-0.407125
PKD2L1	3.26825
SYVN1	0.742375
PDE8B	0.35125
LOC439951	-0.4475
LTC4S	2.058
MIF4GD	0.943333333333333
SMARCA2	1.0298125
TUBGCP6	-0.512
CABLES1	-0.71475
C16orf77	0.966666666666667
ZNF791	0.674
FUT5	-1.486
ADH6	-1.8535
P4HB	0.68975
CLDND2	-1.75575
ALKBH8	1.37825
PLAC4	-0.57825
F11R	0.282357142857143
MGC35295	2.6995
PDZD4	-0.351
LOC389073	-0.50125
FAM80B	-0.740833333333333
PSMB1	-0.38775
TXN	-0.8775
VIPR1	1.8255
WBSCR18	-0.0323
EXOSC6	-0.5285
ACTA2	3.17766666666667
SP5	-3.914
ANKRD1	-3.48366666666667
DDR1	2.5527
ATP6V1D	0.959
PTGS1	-0.67025
RNF157	-0.55
DCC	0.09825
SPAG7	1.3125
FBXO18	-0.55375
UBE3C	-1.2398
HOXC6	0.8225
LRP2BP	0.425833333333333
MYST2	0.7665
PDSS2	0.06675
ATE1	0.7585
ARAF	-0.3605
KLF10	0.575
PLA2G2E	-0.144
ASCL1	0.000833333333333334
TSNAXIP1	0.08075
FAM131B	-0.415
IFNA10	0.525
NUP43	-1.199125
FAM44B	0.563125
L1TD1	-4.98416666666667
NMD3	-0.790333333333333
C18orf54	0.1968
PHOSPHO1	0.0525
RAG2	-1.7605
EMILIN3	-0.184
METTL3	-0.0985
VPS13C	-0.620125
REXO2	-1.7895
ANXA4	-0.59825
CA1	-1.293
DCP1B	0.48575
TULP3	-0.695833333333333
ATP2A2	0.278285714285714
ATIC	0.0855
ADAM15	-1.23733333333333
NPL	0.888333333333333
LGR4	-0.44375
UEVLD	1.8755
GAB1	2.59025
SNAI2	-0.904166666666667
ZGPAT	0.167
SNF1LK	0.71725
DLEU1	-1.00325
UBE2Q1	0.518125
ZMYM6	0.2545625
JPH3	-2.30116666666667
FAM38A	-1.04733333333333
PXK	-0.371166666666667
DENND2D	1.59625
BAX	-1.02058333333333
CP	-4.34881818181818
RPL37	-1.5196
G6PC3	1.243625
NCOA4	0.052
LRRC14	0.55675
GORASP1	0.94475
FCHO2	1.22975
CYP24A1	-3.3101
FXYD3	2.21
SMARCAL1	-0.0805
ABCB8	-0.506166666666667
CCDC44	1.021
PRDM7	-3.258
USH1C	-1.38375
DNAH5	1.5745
SRF	0.50375
MAL2	2.83766666666667
PGPEP1	0.00758333333333333
SIN3B	-0.7225
SEMA3C	1.18516666666667
GRAMD3	0.5825
FBXO10	-0.618
OR5D13	0.1165
FLJ31818	-0.47475
CACNA1I	-0.241
S100A13	1.0305
TP63	1.22264285714286
ANXA11	-0.1952
WDR66	0.741625
CSF2RB	-0.079
IFI44	-0.33725
DACT1	1.31
ANKRD23	-2.14275
ATP5G1	-1.473
C21orf70	-0.459
PPWD1	-1.35875
DNAJC13	-0.2445
PAH	-2.32283333333333
PTCH2	0.699
TRMU	-1.08775
CCDC9	0.3755
USP3	-0.9728
DCLRE1C	-0.3986
FAM55C	0.79175
FRMD4B	0.93525
CYP2R1	1.1745
RFPL1	0.3842
XPO5	-0.45075
ARL6IP2	0.6775
OSBPL5	0.17675
MMP9	3.29436363636364
KIAA0802	-0.390125
DHRS2	-3.73
SGEF	1.39575
TXNDC10	0.1147
EXOC6	0.89125
RPS27	0.2325
PNCK	1.59316666666667
FSTL1	-1.2175
AACS	-0.05625
SLMAP	0.288833333333333
SAMD4A	-1.5852
ABRA	0.0285
SMARCD3	-0.31375
PKNOX2	-1.30516666666667
A4GNT	0.337
C9orf39	0.5935
RALYL	0.26225
MGC33556	-3.1325
C10orf25	-0.9875
BBOX1	3.09925
NHEDC1	1.9005
XDH	-1.31125
GCSH	-0.702
EDN1	3.73433333333333
MTERF	0.652
CLK4	0.885875
ZNF799	0.803666666666667
KCNG1	-1.83225
CXCR4	0.308
PTPRR	-2.07975
IRAK1	-0.81025
LOC401397	-1.211
TMSB10	-0.9635
CXCL3	-4.3455
TMC4	2.68925
OR7A10	0.531
STYK1	2.59075
CHRNA10	-0.7355
CCNI	0.59725
EP300	1.88807142857143
LOC165186	-0.581833333333333
HIC2	-2.406
SDR-O	0.113
OR2W1	0.4875
KCNA6	-0.5865
TRIM74	-2.18375
REEP6	0.41675
ATP5G2	0.3275
ERG	0.92975
TMEM42	0.3045
PARN	0.302
SOD2	-1.3345
DIRAS1	-0.261666666666667
PNPT1	-1.25375
JOSD3	-2.4775
hCG_40738	-0.715
PDE1C	-1.92775
SEMA4D	-0.633125
AGPAT1	0.5275
NOSTRIN	-0.37275
MAP3K3	-0.37
MAX	1.05821428571429
CAPS	2.4015
SERPINA12	0.3795
OSBPL8	0.557625
RICS	1.0697
NR4A2	2.55666666666667
PPCS	1.286
LONP1	-1.006
SCYL3	2.1695
HERC2P2	-2.20483333333333
FIBCD1	-0.8555
C15orf41	-0.61875
DMC1	-1.656
C20orf27	0.00900000000000001
RPS6KA5	1.1981
FAHD1	0.8075
SLC12A4	-0.559
BRCA1	-0.906916666666667
GBL	0.089
SLK	0.1475
NUDT9P1	-1.1775
NOXO1	1.5775
USP52	-1.34225
BAZ1B	-1.341125
SLCO2B1	2.43925
BBS12	0.872166666666667
LRGUK	-1.2605
TERF2IP	-0.348
COL1A1	4.171
KIAA0090	0.984625
GRK5	-0.597833333333333
AP1S2	-1.1558
TMEM52	-0.3805
CA11	1.201875
OR4A15	0.493833333333333
ACBD3	0.8739
SPAG11B	0.231714285714286
PRDM2	0.2662
FOXP3	0.09275
SMYD3	-0.4267
LOC389199	-0.241
LGI2	1.401
NAPE-PLD	-0.8131
ANKRD6	0.3575
WDR45	0.383333333333333
SHROOM1	-0.9885
PSCD3	0.437
PYY	1.927
KCNC1	3.9055
ARHGEF9	0.1826
OR8J1	0.1415
GPR55	0.0996666666666667
NS3BP	-0.2985
C10orf22	0.57
NAT8L	0.92675
DUSP4	1.18616666666667
FOXM1	-2.06116666666667
GRAMD2	-0.2731
ZBTB48	-0.00916666666666666
BUD31	0.124
PABPC5	0.6315
CCDC41	-0.67525
FBXO11	0.0523333333333333
C6orf148	1.54175
RFXAP	-1.821
C6orf15	-0.187833333333333
CDK8	-1.02833333333333
C6orf70	-0.252625
TESSP2	0.3985
ALG2	0.8585
PPP1R3D	3.343
TPM3	0.803
SYT13	-0.883
EPB42	-0.813166666666667
CETN3	0.03175
PRY	-0.1405
NTHL1	-0.3675
POLR2B	0.76
RPS28	-0.29375
P2RX3	0.279
LYZL4	0.16975
WBP4	-0.1709
PMM1	-0.03725
C11orf79	1.0875
CBLL1	-0.83175
IL1F10	0.676
VAX2	1.0455
SETDB1	0.265166666666667
LRAP	-2.02466666666667
GCLM	-0.635833333333333
CPEB3	1.46975
PPM1A	1.4686875
INTS1	-1.34
CAMTA1	0.411416666666667
SAMSN1	-1.014
LOC158830	-2.79466666666667
GMPPA	-0.74475
AIPL1	0.24275
IL24	-0.0956666666666667
BDKRB1	-0.588166666666667
MLF1	1.8552
TAF12	-0.665
ID1	-2.544875
THADA	-0.386375
PIK3CB	-0.27475
OR4N5	0.433
TBC1D17	-0.425166666666667
COX8A	0.722
CDCA4	-0.73775
C2orf44	-0.75775
ZNF534	-1.05475
IMMP1L	0.8905
NIPSNAP3B	0.461375
FTMT	0.37125
PWP2	-0.637
MMP15	-1.0047
DNAH11	-1.561
MTMR14	-0.032
DNAL4	1.534
IPP	-0.51725
TMEM59	1.240625
C1orf157	1.307
RGS4	0.696666666666667
DDX18	-0.397166666666667
SNX6	0.102
ZNHIT2	1.478
NCDN	1.3
FLJ33534	-0.2485
RAG1	-2.132375
OR4D10	0.444
PTPN5	-0.06
POMT1	0.592625
LRRC8A	0.1322
CYP1A1	-1.587
CAPN1	0.0136666666666667
DDHD2	0.209
GRIK2	-0.36
GNRHR	-0.0166666666666667
PPBP	0.33125
HTR3A	-0.881125
SLITRK4	-0.70975
ANKRD49	-0.2785
BTF3	0.2874
SARS	-0.41775
C13orf18	-0.887166666666667
CACNB1	-0.402857142857143
QKI	-0.289363636363636
SETMAR	0.492
MAN2B1	0.851833333333333
EML3	-0.33025
ACADL	-0.558666666666667
OFD1	-0.93775
DEFB114	0.4555
CGA	-3.0011
PEX16	1.05883333333333
LRRC10	-0.3665
GNG12	-2.055
C1orf152	0.892833333333333
CHRM1	0.695
CD53	-0.367
DBH	-1.00075
TFAP2B	-1.9745
HIST1H2BJ	0.0993333333333333
FAM46D	0.0735
TMEM11	-0.33775
C3orf32	-3.15025
PCCB	-1.195875
IPO13	0.000375000000000006
C6orf105	-4.96575
COMMD5	1.39925
SUV420H1	1.0155
LTBR	0.79025
ARHGAP15	-0.89725
HDHD2	0.9195
TDRKH	0.626333333333333
LOC401052	0.9335
PSG4	-0.8675
GNB4	-1.1918
SPATA4	0.613
SLC9A3	-0.3955
OSBP	0.794166666666667
NBPF3	-0.853
DOCK11	-1.737
SLC39A5	-2.0295
PRR5	0.3368
C10orf63	0.056375
SMTNL2	-1.87825
ADRA1A	-0.2045
ASAH1	3.4031
DOM3Z	-0.443
GIPR	0.137
AHI1	-0.402833333333333
NADSYN1	-0.0995
RGS14	-1.5078
IL18BP	0.3525
RTN4RL1	0.834583333333333
ARMC6	-0.03375
PSMD5	-0.358666666666667
HK3	0.5408
OR4S1	0.41875
RSU1	0.698
MAD2L1	-0.655666666666667
EIF4A3	1.4535
DLEC1	-1.02716666666667
E4F1	-0.242666666666667
CHMP2B	0.2656
CAMSAP1	-0.94425
RPS21	-1.453
ARID5A	-0.73875
UBE2N	0.6654
IGSF8	1.57033333333333
MAGEB6	-2.88
ACAD11	-1.8417
MGC4172	-0.472
LMO4	-1.02225
KLKB1	-0.93325
HP	-0.9735
HDAC3	0.14275
SCHIP1	-0.3785
CLCA1	0.5795
OLFML2A	0.76175
C1orf112	-0.81825
KIF19	0.203416666666667
HAPLN4	-0.4253
CXCR7	2.23233333333333
GOT2	-0.1866
RAB38	-4.197875
DCX	0.304
PPM1H	0.792583333333333
NFYC	-0.0740833333333333
KIN	0.088875
ZNF228	1.26625
PLSCR4	0.992666666666667
HIG2	-0.98725
FAM79B	3.041
C21orf86	-0.4347
KCNK10	0.2675
ZNF738	-0.792375
FSTL5	-0.982833333333333
OR6A2	0.273
OTOA	0.885666666666667
EXOC1	0.597625
AHRR	-2.307625
PDAP1	-1.13341666666667
C19orf6	-0.07625
ZAN	0.1255
LY6G6E	0.2395
EIF4E2	-0.912
C20orf198	0.62625
ZNF324	0.59475
CYP3A5	-3.45933333333333
ENTPD7	0.164833333333333
MBOAT5	0.361833333333333
GJB5	-2.41575
TTC13	-0.54325
S100Z	-1.0985
KIAA0664	-1.0975
PDGFRB	1.70591666666667
IL17D	-0.8675
OR56B4	-0.094
RDX	-1.73216666666667
SLC34A3	0.0475
IL28B	0.411
JUND	1.83225
CHRNB1	-0.52325
CAMK2B	2.16975
FETUB	-2.0125
CXorf23	1.73125
MRTO4	-1.232125
TTC3	0.3671
NDUFB8	-0.153333333333333
EDG2	-0.029
SEMA3G	-0.08625
IL23A	-3.09
GRHL1	0.5408
LOC441054	-1.5545
WDR65	0.83825
PSTK	-0.116
STOML3	0.073
R3HDM2	-0.1155
C5	-1.602
SLC2A10	3.12183333333333
C3orf22	0.2455
PAQR3	-0.657769230769231
ANKRD26	-0.08525
HCRTR1	-0.061
LOC399947	-0.566333333333333
PSD2	-1.05075
TIGD2	0.000333333333333335
SCRN1	0.197125
COQ10A	-0.742
DDI2	0.06
METTL7B	-0.845333333333333
UCN2	-0.175
FAM92A3	0.57525
WDR16	-0.67375
ZNF511	-0.524833333333333
ZMYM5	0.394125
POLR3G	-2.5335
ZNF586	0.40875
C1orf49	0.0195
TANK	0.372
RCAN1	-1.1195
PELI3	1.44716666666667
LIMD2	-0.86875
TMEM189	-0.58
NTN4	-0.851875
LOC151300	0.5095
CLEC2A	-2.756
GPR135	0.799
DPYSL4	-3.0702
JAK2	-0.7065
TSHZ1	1.5805
TM9SF4	0.906875
ZNF264	0.814
SIRPG	0.0655
BICD1	0.2845
HERC6	1.651
METTL5	-0.4165
CASP1	-0.18675
PRRT1	-0.711333333333333
PLA2G4C	2.48366666666667
ICA1L	-0.0466428571428571
TPTE2	-0.497
OTUD7A	-0.0555
AQP11	-0.71075
APOA2	-4.4476
KALRN	-0.529
SECTM1	-0.504416666666667
IFNAR1	0.06225
TALDO1	0.59575
RAB11FIP4	-0.190916666666667
EIF5A	-2.362
FAM49A	1.29175
NEGR1	-0.0201666666666667
YTHDC2	1.491375
EHD2	-1.125375
NCF1	1.0458
SCRT2	-0.9945
HOXA5	-1.07516666666667
NUP133	0.03925
FGF12	0.123875
SLMO2	-1.0145
SNTA1	1.25525
CACNG2	0.198375
GCM1	0.052125
ELF1	0.401
TLR5	3.95775
TCFL5	-0.784
RBMY2FP	0.042
LOC100125556	1.439875
FAM129B	-0.509375
MAP3K7IP1	0.36575
NCK2	-0.1355
OXA1L	-0.96425
FMO9P	0.417
ZSCAN12	1.19
PSMD12	0.467833333333333
HSCB	0.049
CLDN10	-3.864
MGC13053	-0.611
HPCAL4	-0.520833333333333
ASZ1	-0.538
MEX3D	0.334166666666667
NFAT5	-0.6307
CSPG4LYP1	-0.505
FBXO3	1.5522
DVL1	-0.841666666666667
CMKLR1	0.920833333333333
TYMS	-1.988375
PEF1	1.0395
ZNF750	2.93466666666667
MCM5	-0.9717
MEGF11	-0.99225
KCNK7	-0.114
PTP4A3	0.3945
C1QTNF2	-1.9195
OR6S1	0.352
FAM122B	-1.054
ZNF551	-0.085625
HBQ1	-2.973
GEMIN6	0.26175
ARSK	1.789
RBP7	3.68766666666667
CPNE9	0.2675
DSC1	1.6885
LOC730112	-0.20325
MAP2K4	0.08475
HS3ST5	3.5785
EPB41L3	0.27425
TEKT2	1.88075
CDKN2B	0.32925
ZNF480	-0.27875
MAP3K6	-0.8184
MAP6	2.50016666666667
HN1	-0.5224
OR2L13	0.322333333333333
SLC16A11	0.57175
FAM96A	-0.21825
APOL1	-1.32
C5orf32	-0.55975
RTP1	-0.199333333333333
RNF175	-0.506875
ZBTB41	1.9915
AHCTF1	0.6655
SAE2	0.5714
ITGA2	-1.38233333333333
MME	-1.19416666666667
CCDC14	-2.24025
MAST4	-0.597071428571429
KRT33B	0.121
KCTD2	0.735333333333334
WDR26	0.417666666666667
MFI2	0.053625
NR4A3	1.323
ARSA	-0.225
UNKL	0.218833333333333
SULT6B1	0.307
CCNA2	-1.82416666666667
SOX15	0.8885
PPAPDC1B	0.532916666666667
C19orf44	0.1385
MCAT	0.522
ARID1B	-0.206875
OR52N1	0.6035
C12orf48	-0.49075
MAGI1	0.106375
NIPA2	-0.6355
GBX2	-1.841
RSHL3	-0.49625
RAVER1	-0.4405
C15orf17	-0.7235
SLC30A2	1.97975
ZNF518	0.13225
PCYT1B	-1.19225
C10orf114	0.08325
EIF3H	0.681333333333333
SLC25A39	-0.084
KIF1B	-0.45375
AMOTL2	0.46175
C6orf120	0.704625
PSRC1	-1.72
PLA2G10	1.623875
KIF5C	0.625625
MRPL37	-0.777
C17orf62	0.704333333333333
C9orf135	-1.70716666666667
DUSP10	1.2153
CLCNKB	0.1635
PSMA5	-0.20025
C8orf53	1.95475
AMPD3	1.16866666666667
PIAS1	-0.215
ADCYAP1R1	0.139
GYLTL1B	1.005
CDH20	0.453
FBXO7	0.214
TMEM134	0.898666666666667
FLJ14213	-0.0343333333333334
ZNF3	0.27675
LRRFIP1	0.185416666666667
CNOT2	0.272666666666667
ABI3	1.9185
ALDH5A1	1.13283333333333
HNT	2.151
SERPINA4	-2.4895
TK2	-0.51
STMN1	-2.18488888888889
GUCA2A	0.192166666666667
GALNT10	-0.284285714285714
DPP6	-0.75705
C9orf93	1.116125
PRELID2	-1.07975
STK39	0.1815
SFTPA1	-0.878
CKS2	-2.20255555555556
