Hybridization REF	TCGA-BH-A0E0-01A-11R-A056-07
NIPA2	-0.43975
GBX2	-1.419
RSHL3	-0.216571428571429
RAVER1	1.30283333333333
C15orf17	0.31225
SLC30A2	3.457125
ZNF518	0.00874999999999999
PCYT1B	-2.05875
C10orf114	4.654
EIF3H	0.798916666666667
SLC25A39	-0.343833333333333
KIF1B	1.5955
AMOTL2	-0.2115
C6orf120	0.819625
PSRC1	-0.749
PLA2G10	-1.383625
KIF5C	-0.260857142857143
MRPL37	0.2435
C17orf62	0.467333333333333
C9orf135	-0.6398
DUSP10	0.748
CLCNKB	0.1205
PSMA5	0.256
C8orf53	0.1365
AMPD3	0.172833333333333
PIAS1	-0.61525
ADCYAP1R1	0.506
GYLTL1B	3.5245
CDH20	0.200333333333333
FBXO7	-0.63275
TMEM134	1.214
FLJ14213	-1.1735
ZNF3	-0.2285
LRRFIP1	-0.706958333333333
CNOT2	-0.0575833333333333
ABI3	1.8895
ALDH5A1	0.854
HNT	1.5797
SERPINA4	-2.77275
TK2	-0.086
STMN1	-0.334666666666667
GUCA2A	-0.982
GALNT10	-1.162
DPP6	-0.35495
C9orf93	0.8415
PRELID2	-1.032
STK39	-1.736625
SFTPA1	-1.44475
CKS2	-1.17555555555556
RHO	0.891571428571429
C20orf135	0.25475
XKR3	-2.109
CR1	-0.00837500000000001
RPS6KA2	0.264928571428571
C20orf112	0.07875
MRPL22	-0.37275
C4orf23	0.865166666666667
GADD45B	1.393
KLHDC1	-0.137833333333333
C2orf48	-3.2205
ZNF287	0.7185
DAAM2	-0.58625
DPPA2	-2.1812
TCTN3	-0.0723333333333333
DNAJB11	0.3935
FPR1	1.65125
DEFB4	0.877
PTCD2	-1.4893
SMOC2	4.3025
CABP7	2.79766666666667
SERPINB11	-0.377
MAGEF1	-1.0345
NDE1	-0.518666666666667
ITGA10	0.6015
FSHB	-0.3875
ANXA2	0.052875
HORMAD2	-0.273
HLCS	0.88425
MCF2L	0.976083333333333
FH	-0.1675
TBC1D24	1.891
KIAA1505	2.041
LGALS2	0.69625
CNBD1	0.616
SYNPO2L	-0.51675
PTPN23	0.183428571428571
C1orf183	-0.919666666666667
MAGEA8	-2.278
DGCR8	-1.39025
GSR	-0.5615
PAQR7	1.60275
ZNF676	-0.6265
CACNA1C	-0.5162
SP7	-0.0115
PDCD6	-1.38875
NRN1L	-0.354
BRI3BP	1.10608333333333
KIAA1183	0.63675
ASB4	-0.0715
CCL23	1.3836
OBSL1	-0.225625
SLC12A7	0.20825
KIAA0240	0.647
CD1B	0.476166666666667
FCGR2A	0.1385
MDC1	-1.025
HTR1A	0.4405
OCEL1	-0.391
ATP11B	-0.0674666666666667
FBXO34	0.3165
PCDH12	3.63483333333333
RPE	-0.67375
C17orf74	0.672
CSDC2	0.663
PET112L	0.068
TMBIM1	0.906375
P2RXL1	0.28075
TCHP	-0.563
TRMT1	-0.888666666666667
F2RL2	-0.392166666666667
LRRC32	2.53
IMPG2	0.2235
BGLAP	0.34675
LOC493869	-3.67916666666667
MRAS	1.01925
SLC35F5	-0.268
CBWD1	-0.722
AXL	-2.704
ATP2C2	-0.76825
TELO2	-0.5305
PNPLA3	2.4605
PCDHB14	-1.64925
CD276	-0.06025
KRT80	0.430625
DUSP28	-0.3445
CSNK1E	-0.680416666666667
SRP14	0.408
KCNQ4	1.102
KRT72	3.84566666666667
CCDC117	0.162375
C6orf89	-0.559111111111111
TUBB2B	-2.02766666666667
RTN4IP1	-0.015
CR1L	-3.52783333333333
CEND1	1.18575
C12orf41	-0.924
RNF31	-0.06325
UBN1	0.0733333333333333
C17orf32	-0.16625
SLC5A7	0.0125
GPR92	-0.255
ESAM	2.3657
CTNNA1	0.1715
HRBL	0.368
CBX4	-0.03875
TMEM182	-1.6425
SH3TC2	-0.706
IL10	1.2925
PXMP4	-2.345
RNF167	0.3058
PAK7	-0.728833333333333
ETV3	0.692
ATPIF1	0.114333333333333
LOC554207	-1.30766666666667
OR8H1	0.00599999999999998
WDFY3	0.61825
DPM1	-0.91625
GPSM1	-0.6865
WDR92	0.453
LRP1	0.4295
ANKH	-0.019875
THUMPD3	-1.20875
POLR1B	-0.58
OLFM4	0.332333333333333
RAD9B	-0.531
TSPY2	-3.031
PAX6	-0.7275
SCG2	-2.2865
SLC17A6	-0.318666666666667
FMO3	1.267125
PADI4	0.587125
TUBB4	0.233
NLK	-2.00525
POU4F3	-1.295
SDF4	-0.01525
ITGBL1	0.314333333333333
NETO1	-1.751
TAP2	-0.564875
ABBA-1	0.899833333333333
GNAI1	1.0815
VPS4B	1.08725
NOPE	-1.4954
GALNT6	1.20016666666667
SESN1	0.055625
GBE1	-2.28722222222222
CLASP1	0.23625
RASGEF1B	1.5865
ACOT11	2.37957142857143
AFAP1	0.28725
OR2H2	1.0405
DPY19L2P1	0.375
DZIP1	-0.5385
SEC22C	-0.769166666666667
GPR161	-1.652
RNF146	0.61975
WDR74	-0.38275
GALP	0.129
PURA	0.22925
DNPEP	0.168083333333333
RP11-78J21.1	-1.33575
ERBB2	2.089375
FANCM	-1.20766666666667
NEO1	1.657
DDX3Y	-4.4006
RPS3A	0.899375
MXRA7	-1.53535714285714
LGALS3	-0.266833333333333
GLT8D1	-1.10275
CFL2	-2.68366666666667
UPB1	0.029
NAP1L5	0.6125
CLDN14	-1.01025
DHX38	-0.45775
BTBD1	-0.60525
TARS2	0.988333333333333
ABCF1	0.3165
FCF1	-0.3345
LRRC49	-1.60225
GUCY1B2	-0.956
C1orf177	1.83766666666667
SMARCA4	-0.780428571428571
LRP8	-2.16016666666667
TAGLN3	-0.52875
MRPL14	-0.50525
TTRAP	-0.9045
ZDHHC20	1.1985
NFE2L3	2.21425
KIAA1377	-1.366875
PALMD	3.2382
TMEM43	-0.44825
TTL	-1.187375
STAT5B	-0.5175
SSB	-1.46175
OR10H5	0.032
SLC22A13	-0.2865
AKAP3	-0.48675
TIMM23	0.605166666666667
OAS2	0.914818181818182
KIAA0423	-0.5565
TRIM11	0.466833333333333
GLIS3	-1.330875
TMEM50B	0.242333333333333
ARHGEF4	1.163125
DEGS1	-0.969272727272727
TBL1XR1	0.764433333333333
G6PD	0.277
SP140	-0.4729
MUC17	-0.00353846153846151
NUDC	-0.2342
DNAJC5B	3.31783333333333
SCARA3	-2.25183333333333
CPA3	2.72716666666667
BCAT2	0.665375
MFN1	-0.1035
NRG3	0.876
SNX11	0.61325
PLEKHH1	1.63966666666667
GPR177	-2.786
HCFC2	-0.0405
TCAP	-0.5995
MOCOS	-1.14975
C14orf93	-0.33575
PRDM10	-0.735833333333333
SLC16A4	-1.91783333333333
SRGAP1	0.160333333333333
VIP	0.80675
DUSP27	1.899
LILRA1	0.3312
MC2R	0.26
MGC24103	-3.46175
MBTD1	-2.312
FUT11	-0.782
USP33	-0.1929
C15orf39	-1.329
MAP3K12	-1.0605
PAAF1	-2.01616666666667
BARHL1	0.5965
FLJ16165	0.74
PIWIL2	-3.347
SYNE1	-0.295727272727273
CMTM4	1.12475
TSPYL1	0.1483
GUF1	-0.832333333333333
TMEM157	0.655
WDR44	-0.59825
HIST1H3C	-0.64725
DKFZp666G057	-0.92475
RNPEP	-0.4565
GAS2L2	0.0766
ADH4	-4.824
GRPR	-0.743333333333333
FBXL17	2.518
ZBTB10	1.14141666666667
Gcom1	0.0765555555555555
HTRA1	-0.5894
ZNF585A	-0.588166666666667
SLC26A2	1.17930769230769
OTOP3	0.844833333333333
WISP1	0.560444444444445
ATP2B4	-0.812083333333333
FLJ10769	1.319
CRAMP1L	0.28225
CHST12	0.33775
RAB22A	0.28475
TARDBP	-0.233
STAU1	0.25925
CRB3	2.622
MIG7	-1.55475
CHMP1A	0.194
ZNF160	-0.2485
B3GALT6	0.838
BARX1	-1.05666666666667
C6orf167	-1.4299375
NXNL1	1.608
DHX29	0.3765
HADHB	0.98775
PLXNB2	0.6765
ILDR1	-1.174
SLC15A3	2.575
GAS2	-3.98766666666667
C20orf69	-0.477
NUMB	-0.65325
TNIP1	0.259625
MESP1	1.5895
PSKH1	0.48725
NSFL1C	0.6085
RHOG	0.506
HEY1	-2.7155
KNG1	-2.493
ITGAX	1.7423
LIN9	-0.641833333333333
CANT1	-0.66125
XRN1	0.596642857142857
CCDC96	1.45611111111111
HEATR6	-1.61633333333333
GNG7	0.0915
RUNX2	-0.19175
SOX1	1.7795
FCRL5	0.6306
ZNF99	0.245125
FAM9A	1.898
SNX22	0.925666666666667
MBNL3	-2.364
ODC1	-2.0756
ADORA2B	-3.39866666666667
NR2F6	0.654
ZFYVE16	-0.814722222222222
SYNJ2BP	-0.5029
POLE	-0.803
E2F2	0.039625
THRA	-1.5265
PTGES2	-0.805666666666667
HIP1R	0.472666666666667
TMUB1	0.471833333333333
ENO3	-2.34625
RSPH10B	0.313
CXorf39	1.0915
IRGC	0.08725
GPR109B	-0.229
FLJ13305	-1.041
LCE3A	0.1155
TNFRSF18	-0.568166666666667
DET1	-0.25275
TRPM3	-0.106090909090909
C16orf79	-1.5265
FECH	0.4265
RAP2A	1.0865
CRIP1	-0.437
AZIN1	0.59875
SLC7A7	2.625
IL10RA	0.6847
TMEM64	-3.8455
CDC42EP4	0.5278
C16orf58	-0.3
ARG2	-1.0575
POU5F1P4	-4.59175
FAM62B	0.217
DNAH8	0.6205
ASH2L	-0.615125
TSLP	-3.26883333333333
CNTNAP5	0.797666666666667
TMEM16C	0.415
IFNA14	0.5325
SLC1A3	-0.239375
CABYR	2.11825
BCL7B	0.0273
NUDT13	-1.59166666666667
C13orf28	-0.081
C1orf53	0.17075
ARL6IP4	-0.0787
RPL35A	0.13025
EMR3	2.224
RAB40C	1.14075
SLC41A1	0.158833333333333
LRCH1	-2.32975
LY6G5B	-2.2275
FAM124A	0.182428571428571
MGC10981	-3.52933333333333
CLIP3	-0.6693
MAP4K2	0.659166666666667
CHIC1	-0.06225
SULF1	2.37566666666667
C20orf30	-0.245714285714286
PRDM5	-2.141375
ELOVL1	1.45475
C11orf48	-0.051375
SLC39A10	-1.0415
KCNV1	1.296
ACP1	-0.205833333333333
ZMYM2	-0.543625
B3GNT6	-0.120333333333333
C9orf69	0.63575
C2orf15	0.23925
C20orf166	0.7905
HSP90AA6P	-0.6435
EDG7	-1.0885
NEURL	0.692625
LPL	-1.16283333333333
CLEC2D	-1.36758333333333
GRRP1	2.0105
CD8B	-3.2933
HIST1H3D	-0.3325
SLC6A12	0.345625
FAM27L	0.037
CD84	0.9122
RASA1	-1.208
PHKG1	0.488
MAGEA11	1.1195
IMPA1	-2.4902
NPM3	0.8085
RARRES1	5.99225
SH3BP1	1.664625
B3GNTL1	-0.5435
ARPC5L	-0.115333333333333
KLHL26	-0.07
SIM2	1.472375
GJC1	1.563
C20orf194	0.1
EXO1	-1.896
SLC2A2	-2.85666666666667
LOC285074	-0.495
LRG1	-1.80675
KIRREL	-0.2205
PIK3R1	-0.641214285714286
C4orf34	-1.5165
MAF	-1.35172222222222
ADCY4	3.24866666666667
ZMIZ2	1.4769
SLC46A3	1.00016666666667
STAMBP	0.262
CCDC16	0.6575
MS4A12	-1.537
TCF20	0.70275
LRRC46	-0.29025
C20orf152	-0.5595
MRPS6	-0.47225
ABCB11	-0.145
KCNC2	0.8976
CDH19	-2.735
C9orf123	-0.238833333333333
SSH3	-0.120125
LDLRAD1	-3.1235
CCBE1	-0.69125
ZNF135	1.068125
TAAR1	0.061
WFDC12	0.822
CCDC42	-0.103666666666667
FLJ12529	-0.41375
PER1	-0.2515
TIMM50	0.543
SMARCAD1	-0.878333333333333
FAM26C	0.422
TP53TG3	-1.953
SH3RF1	-0.2592
LMCD1	-0.03475
GPR63	0.243
FLJ21986	-3.2285
AIFM3	0.41025
MICAL1	-0.902166666666667
BLZF1	1.00266666666667
IQCA	1.85583333333333
PCDHGC3	-1.695
SAC	0.78725
BCL6B	2.04266666666667
DDO	-1.5165
MARCO	5.022
DCHS1	0.248166666666667
C1orf170	-1.55716666666667
CD200R1	0.7324
C22orf15	0.0545
SEPT11	0.957333333333333
ADNP	-0.30375
UST	0.2114
C13orf34	-0.7375
RFFL	0.389928571428571
APBA3	0.1645
C2orf60	-1.274125
CUTL1	-0.6815
PMS1	-1.256375
ZNF689	-1.6905
EIF3E	-0.207666666666667
IL9	-0.280333333333333
RPL31	-0.4165
LY9	-0.834333333333333
ATP2B3	2.3175
KDELR2	0.634708333333333
TFCP2	0.334875
NLRP12	-0.719375
FLJ45422	0.26125
TLE4	-0.4303
ZNF570	0.1645
FLJ43806	-0.6315
TLK2	-0.7195
CIR	0.2645
MARS2	0.017
COL24A1	-1.4705
SDF2L1	-0.367
HIBADH	0.864333333333333
IGFBP3	-2.53735714285714
C12orf23	-1.2525
PSPC1	-3.037
C20orf43	0.1145
TRAV20	1.752
ARHGAP24	0.475125
KIAA1975	1.84625
C1QA	3.9503
DNTT	-4.14733333333333
C10orf6	-0.573272727272727
C11orf41	-1.395625
HNRPF	0.50125
COL11A1	3.92416666666667
UBAP2	0.326
CDKN2AIPNL	-1.6455
C20orf174	3.33025
SPRED2	-1.521
PLA2G12A	0.0316666666666667
ICEBERG	8.28516666666667
SCN10A	0.6665
C11orf65	0.13425
GBP5	3.46225
PITPNC1	-2.35916666666667
POU3F3	2.27
NCOA7	-0.7145
LIN7C	-0.035
LOC348840	-0.0365
NKX2-2	-2.49075
ANKRD13D	0.740875
LOC123688	0.30675
FUT2	0.156166666666667
TAAR8	0.796
FZD4	-1.15316666666667
PNMA3	-1.14383333333333
OR4L1	0.5185
WIT1	-2.7535
EXOC3L	2.194
ATPBD4	-0.8931
KRBA1	0.50925
UBXD6	-0.65
HOXB7	0.459285714285714
C7orf23	-1.949
UNQ338	0.61575
STAB2	0.06525
CDC20B	0.439
IRF9	-0.12875
CENTG1	2.14908333333333
TNPO2	-1.12975
MCPH1	0.973375
BMS1P5	-1.5285
SLC26A7	1.17566666666667
HIST1H3J	0.71725
C9orf3	-0.6327
LBH	3.394125
MYO1D	0.132625
PTDSS2	0.659
NFU1	0.1535
DEPDC4	-1.62275
WNT7B	0.8956
GLP2R	-0.760333333333333
SETD4	-0.1821
DYNLT3	-0.623
FKBP11	-2.16183333333333
SESTD1	-1.05266666666667
FLII	-0.0085
RPS16	1.0454
CHPF	-0.2785
CSNK2A1	1.03416666666667
SUMO1P1	-0.5645
FKBP6	-0.6205
ZNF214	-3.1166
TWIST1	-1.89883333333333
DDX56	0.249833333333333
TRAM1L1	1.2368
EPO	-1.83083333333333
MRPS18B	-0.60525
ZNF682	-0.146
RPL14	-0.107166666666667
MAFF	0.536
LOC51136	-1.310625
LY96	-0.9395
DDX20	-0.16725
ABTB1	0.967833333333333
ARL5A	1.2898
CCT6A	-0.2965
HEPACAM	-1.7108
EHHADH	-2.74716666666667
RBAK	0.218833333333333
CGB1	0.241
ITGB5	-0.929
YIPF3	-0.2945
FKBP2	-0.2875
NR1D1	-1.1062
TMEM110	0.456
NEK2	-0.966166666666667
PRAMEF8	-3.09125
C20orf52	0.344833333333333
PCDHGA3	-0.476
VWA3B	0.0855
NDUFA5	-0.360625
THAP9	-0.46925
FLVCR2	1.04283333333333
AP1S1	0.451125
SMAD6	-1.5875
SAV1	-0.05975
SAT1	-1.191875
ZNF251	1.331375
ADAMTS7	0.6947
RPP38	0.66475
C1orf211	0.245
YPEL2	-0.5598
RBMS1	0.45775
ZNF445	-1.34
NRXN2	0.573833333333333
PGBD4	-0.232375
UGT2B28	-3.07675
WBSCR16	-0.0844000000000001
NLRC3	0.171625
ASTL	0.347
ST6GALNAC1	-3.012
ZADH2	-0.2805
MLLT4	0.68825
ARL6	0.29
MEF2C	0.0205
CBFA2T3	-2.245
AFF3	-0.724923076923077
COG7	-0.728333333333333
MYB	-1.62066666666667
PLXNA3	1.022
XRCC2	-1.1875
MMS19	-0.14475
ST8SIA5	-1.7015
CHPT1	-0.6385
KIAA1712	-1.6505
OR6X1	0.7955
ACTR3	-0.591125
UGCG	-0.680833333333333
OR4P4	0.558
ZAP70	-2.34425
LPP	0.672875
ZNF485	-0.1825
PTPRCAP	-0.019
IL12RB1	0.4815
ATRX	-0.3493
CHST8	0.124125
C14orf109	-1.029
ARV1	-0.46125
NMB	1.143
COX5A	-0.302833333333333
EIF6	0.17175
MPPED2	-2.326
SEMG1	-2.34
CHRDL1	0.253
TRAF3IP2	2.03775
WNK2	-0.26275
LILRA4	2.45383333333333
LAMA2	1.61425
PXT1	1.5825
RLBP1	-3.742
CD300C	-0.01025
SLTM	-0.600625
FLJ10404	0.6669375
APOBEC3D	-2.64166666666667
RENBP	2.1625
ATXN7L1	0.56075
NID1	-0.93425
TUBGCP3	0.77675
ITIH5	0.562529411764706
CCDC110	1.07725
C8A	-2.90625
MGC87042	-1.13025
HOXC13	1.127
TFDP2	-0.26325
HCP5	0.709375
POLI	0.34725
UCN	-1.863
ZNF764	-0.257166666666667
C8orf45	1.1075
FHL3	-1.029
SPATA5L1	-0.2495
MMRN2	2.96816666666667
NDST1	0.875333333333333
COL20A1	0.6355
ZNF248	-1.19566666666667
PELP1	0.244333333333333
MBL2	-2.4262
RNF41	0.023625
C5orf24	-0.27125
THOC5	0.28575
SERINC3	-0.402166666666667
RP11-151A6.2	1.1225
CDCP2	-0.4
HIST1H2AA	0.286
C11orf75	1.83033333333333
FKBP7	-1.97675
DDOST	-0.0315
GPNMB	0.864833333333333
TTF2	-0.792666666666667
KCNT1	0.116
SLC39A14	-1.72242857142857
NGRN	-0.2271
GPR137B	2.1955
MECP2	0.13725
PSMA1	0.03175
C16orf73	-4.505
TMEM60	-0.036
CSN3	1.3415
NOS1	0.6315
RAB7L1	0.155333333333333
YBX2	-0.901
KIAA1166	1.395125
FUBP3	-0.505333333333333
ABCG1	0.5555
ACACA	0.475
ARL11	0.9894
ATOH1	-2.2385
ODF1	0.201666666666667
CREB3L3	-1.46783333333333
TMEM127	0.766142857142857
DSCAML1	-0.78575
PLN	0.569833333333333
LYPLA1	-1.27875
PRDM9	-1.4115
SASP	2.10275
PLUNC	-0.087
INTU	-0.47025
HISPPD1	-0.9255
LNPEP	0.3055
YARS2	-0.0343333333333334
APCDD1L	-0.8805
ZCCHC4	-1.1458
FBXO22	-0.577333333333333
TTLL13	-2.1025
ZNF669	-0.875
PTGDR	0.73225
DDX27	0.578
KIAA0409	-0.195833333333333
GJB6	4.418
ASB8	0.5405
PLP2	-0.715333333333333
MEPE	-0.17275
OR10J5	1.483
KRT222P	-1.71075
COQ7	-0.915166666666667
C1orf101	-0.34875
RERG	-1.666
CHMP5	-0.3785
THAP11	-0.245875
ZNF43	-0.461166666666667
ZRANB3	-2.39516666666667
KRT13	-1.362125
MRPL19	-0.14025
RBBP9	0.108875
SPATA17	0.209
BXDC5	-0.728166666666667
PAFAH1B1	-0.25125
MAGEE1	1.70175
OSTF1	0.93
KIAA0323	-0.622
TXNDC13	-3.162
CNTN4	1.711375
LCE1B	2.595
UNQ501	-1.764
ZNF154	-0.80025
C3orf64	-1.192
SYT5	0.2205
PON1	-0.9285
FLJ10357	-1.4075
ATP4A	-2.398
GNPDA1	-0.629666666666667
MGAT1	1.19866666666667
C14orf121	0.07225
SLC35B2	0.045
MIER3	-0.416166666666667
CHEK1	-2.58
ZNF8	-0.326666666666667
TXNDC1	-2.38216666666667
CKB	-1.1936
RTN3	0.549214285714286
FZD2	-1.51883333333333
PART1	-0.51075
PSMB6	-0.58675
PCDHB8	-0.4835
PHC3	-1.2825
PPP1R8	0.322
NOVA2	1.474
TNFRSF11B	-4.011
GOLPH3	0.141
UBLCP1	-1.23
SUHW3	0.62575
TTLL1	-0.05475
OPN4	0.4545
OR13G1	3.9375
ZPBP2	-0.0156666666666667
HSD17B11	-2.941375
C9orf50	0.152
DHDDS	0.645357142857143
CTSW	0.0344
NEFM	-2.78666666666667
MRPL28	-0.6315
SYN1	1.406
PIGV	-1.25683333333333
ZIM2	0.60875
APBB1	-0.443333333333333
SND1	0.55125
C1orf123	-1.05533333333333
CHD3	-1.09175
BHLHB8	0.62125
RNASE2	1.84316666666667
BCAP31	1.408875
SLC25A44	1.34333333333333
CHD6	-0.7548
PIB5PA	-0.768230769230769
SELS	-0.238375
LOC541471	-1.70375
FAT2	2.5715
ZNF81	-0.22
OR4C16	-0.3665
FLJ10081	-1.4599
LRRC4	1.22275
CS	0.424666666666667
N4BP2	-1.059
IGFBP7	0.20875
ZNF318	-0.383083333333333
NDNL2	0.479625
ZNF609	-0.05375
SIRT4	1.04425
EXOSC10	-0.21375
ECE2	0.252166666666667
OVGP1	0.345
GTPBP3	-1.11025
PACS2	0.6892
C19orf36	-0.781333333333333
ARL4C	-0.273125
ATG4B	-0.36025
UBQLNL	-2.34875
RHOXF2B	-3.303
PLEKHG2	-0.926
GALR1	-1.3005
AQP4	0.909666666666667
HDAC7A	-0.509
DCUN1D3	0.136
OR8A1	0.0275
CCRN4L	0.5575
CBR4	-1.3025
KIFC1	-0.359666666666667
SLC7A14	0.0598333333333333
LHX5	0.792
TRPC7	0.291
LPXN	-0.822
SERPINA1	-2.299375
RPS13	0.0984
BPIL3	-1.671
PRKAA1	-0.5795
FADS2	1.9723
ENAH	-1.0055625
PRO1768	0.52
APBA2BP	1.988
LIPH	2.24583333333333
C3orf33	-0.02975
RCC2	0.621214285714286
ALDH1A2	-2.9968
RNF103	0.94425
AHCY	0.077875
ALG12	0.6815
CCL17	5.302
ZNF543	0.699666666666667
ESRRG	1.0403
CNGA1	2.4825
RDH5	-1.60883333333333
OTX1	0.0707
PTGFR	-1.3098
CDR2	-0.693125
SELE	5.512
NLGN2	-1.32883333333333
EXOSC9	-1.35625
ZNF566	-0.539166666666667
KLRC2	-4.3065
GPR12	1.5185
KIAA0196	-0.50825
PDRG1	1.23975
SSR3	-0.515
MSI1	-0.5535
CST9	0.332
CC2D1A	-0.189375
PLAGL1	0.736444444444444
ZNF778	0.138
RNF2	1.838375
KLF6	0.718333333333333
THBD	0.463166666666667
tcag7.1314	-0.3295
NR5A1	0.3515
ABCD2	-0.311
DNAJC7	-0.59525
CLEC4C	0.2185
TM2D3	-0.22525
CCDC4	-2.664
PLAC2	3.561
DCD	0.761
FAAH	1.36025
POLA1	-0.901166666666667
TM7SF2	3.188
FLJ39822	-0.747833333333333
FLOT2	-0.13425
MAP4K1	-0.465333333333333
SRP68	0.321
C21orf74	-0.219
ARPC5	1.254
LOC126075	-0.17925
HECW2	-0.738857142857143
ZDHHC4	-0.41275
ANKRD42	1.9722
PDE9A	-0.442333333333333
ABCA8	-0.89625
NDUFS2	1.12675
UBR5	-0.460625
BTBD16	-2.50975
LOC554174	1.6465
ZNF20	0.1205
KIAA1843	-0.2885
WDR17	-0.011125
C15orf33	-0.818
RNF113A	0.38525
CAMKK1	-1.3207
CLCN2	-0.22975
ANXA6	-1.8025
LOC340069	-1.6435
EMID1	2.097875
DPM3	1.02491666666667
ELA1	1.0665
SLC25A13	0.2661
KRT24	0.97725
SMPD1	-0.356166666666667
TH	2.1785
COL6A2	0.0887857142857142
ANKS1B	0.012
GPR126	0.193
ZC3H12A	-0.397
TMEM47	1.51316666666667
C2orf51	0.3074
C1orf88	3.275
HSF2BP	-1.007
AKAP10	-0.87625
RPAP3	-0.7185
KLHDC8B	1.359375
STOM	-0.4037
MUPCDH	0.463875
C10orf72	-0.713875
PLEKHA3	-0.700083333333334
TCP11L1	0.16025
CWF19L1	0.601
SPEF1	0.833846153846154
YSK4	0.21025
ELN	2.6193
SAMD8	0.2625
MPI	-1.3745
MEPCE	0.4559
ABCC3	-3.111875
NANOGP1	-0.7825
KCNK17	-0.47425
HLA-DMB	3.84983333333333
RRAGA	1.09675
ANGEL1	0.7595
RBM32B	-0.163
CPN1	-2.98575
MGC52282	-0.588111111111111
HLA-A	0.124333333333333
OR9G4	0.2285
EDNRB	-2.65925
SCD	2.20264285714286
C14orf80	-1.0275
BAGE2	0.378
RABL4	-0.176166666666667
RCVRN	0.878
SHANK1	0.519
NLRP7	-3.324
CD226	1.253
STAT3	0.357125
SYNJ2	-0.4107
TPCN2	0.826166666666667
WDR36	-1.14183333333333
MBD4	0.773
ROBO1	-1.1747
ST3GAL6	-2.04925
SLAMF8	2.8615
ATN1	1.31783333333333
GPR141	-0.318666666666667
KRT36	-0.1985
TPH1	-0.0625
DDX52	-0.058
ZSCAN29	0.145833333333333
TRPT1	0.237
DPEP3	1.072
DENND4A	-1.65675
TSPAN16	0.2785
PTCHD2	-1.314
LOC145814	-0.029
CAP1	-0.144166666666667
EIF5A2	-0.3551
NT5DC3	-1.52825
SEPT9	-0.494375
SEZ6L2	-1.796125
EGFLAM	3.93025
VPS11	0.117875
NDUFB5	-0.361
CIDEA	2.63716666666667
IER5L	-0.06625
N6AMT1	0.09825
FAM83C	0.5365
OXR1	0.813666666666667
IRX1	-0.5295
DGKB	-0.700333333333333
GCN5L2	-1.83
MIR16	-0.042
FBXW9	-0.15675
WDR4	-0.891
PDC	-0.119
VPS33B	0.02825
HEXB	-1.3705
FLJ32214	1.665
TCEB3	0.50075
CRLF1	-4.7835
ABI3BP	-0.11125
C8orf22	-2.91
PYCR1	-1.45525
KIAA1706	2.415
CDK5R2	1.357375
WAS	0.6945
C12orf60	-1.2005
CCBL2	-0.33075
MADD	-0.077
C5orf34	-1.96125
WDR42A	1.2865
KLF12	-1.487875
HSPA1A	1.68075
ITM2C	-1.81133333333333
DAPK2	3.1445
LOC442590	-0.269
SUMF2	0.670875
CENPA	-0.201153846153846
TMED5	-0.839
CDH6	-0.8107
BRP44	0.82025
THG1L	-1.63425
GABRA2	-2.311
C14orf166	-0.33725
MYL1	-1.3068
TNFSF18	-0.6455
PAP2D	-2.58966666666667
PPIB	-1.34575
KLHL4	-2.050875
SFN	0.7195
CCDC127	-0.98975
FRAP1	0.02975
GOLGA5	-0.1055
SDCCAG1	-0.46275
MGC21675	-0.219833333333333
C10orf95	0.21575
KIAA1345	-1.20033333333333
C1orf163	-0.666
LACE1	0.590166666666667
OR10K2	-0.1275
CENPN	-1.56252
TMED2	-0.453
UGT1A6	-1.407
ANG	-1.38925
U2AF1	-1.26966666666667
CASC2	0.634333333333333
NMT2	0.4705
OSGEPL1	-0.8955
DFNB31	-0.733
SLC6A20	-0.602125
DKC1	-0.46825
FXYD4	-1.7365
WDR64	-1.51125
MGC5590	-0.2395
CREBZF	0.140166666666667
DAZ1	-0.79725
PRPSAP1	-1.404
GCHFR	0.753
TTC7A	2.26275
LOC196993	-0.305
UBD	0.481
S100A1	-0.849625
RPL6	0.8625
DNAJB6	0.82985
NAGS	-0.6002
C2orf58	1.317
KERA	-0.169166666666667
MT1X	-1.7137
UBE2B	-0.1606
KEAP1	0.2835
MST1	-2.71375
OMA1	-0.0135
ABLIM2	1.00625
BCL2L13	-0.0436666666666667
JAZF1	0.520833333333333
TMEM63B	1.539
S100A8	6.4221
ARFIP2	-0.0655
UROS	0.48375
KHDRBS2	-0.4855
POLQ	-1.8195
SOAT1	4.3855
SPAG4	-0.3605
MRPS30	-1.3495
LOC494141	-0.64575
OR2T11	0.1845
ORAOV1	-0.1939
ZNF184	-0.126666666666667
TCEB3B	0.210333333333333
ADAM21	-0.2745
GDPD1	-0.327
SPINLW1	0.778
PRR14	0.1275
KCTD9	-0.7892
NUDT3	0.75425
KIAA1822	0.1591
HIST1H4K	1.0755
DFNA5	1.0315
GABPA	0.3355
C14orf44	-0.198
POLB	0.22
PTAR1	-1.25075
SEC31A	0.5013
TRIM58	-2.39075
TAS2R14	-1.4985
VPS8	0.092
H1F0	1.55283333333333
PRKCB1	-3.066
UGT2A1	0.1105
TOR1B	-2.14025
LSS	-1.18575
C2orf19	-0.1235
HNRNPC	-0.258571428571429
TMEM100	-2.60333333333333
LOC116349	-0.67675
OR51M1	-1.9725
CCDC142	0.1445
