Hybridization REF	TCGA-B6-A0IK-01A-12R-A056-07
OR5AK2	-0.09825
ACCN1	-0.443
SLITRK1	-0.86925
ARMET	-0.2085
C9orf52	0.16625
REEP4	0.13
MTSS1	3.444125
ADH1B	2.75383333333333
DLD	-0.6755
CDK5	0.46825
PPFIA1	-1.09925
WFDC3	1.85725
DNAJB12	0.152428571428571
RANGRF	-2.546
MLANA	-5.109
AMY2B	0.17
KIAA0319	-0.537
RPS7	-0.628
JAK3	0.3716
ARFGEF1	0.064
CXCL5	0.135916666666667
TRAPPC4	-1.157
CETN2	1.6215
HSPC111	-0.26025
RHOBTB3	-3.0561
PHLPP	-1.0725
RGS10	-0.492
TMEM58	-0.172
CHERP	0.131375
HSP90AB3P	-0.592166666666667
FSTL3	0.310666666666667
PEX11A	0.6065
OR5V1	0.7325
FCN3	3.25375
PTPN3	0.6715
NPTX1	-4.942375
C21orf84	-2.091
C11orf51	-0.571625
ZBED2	2.83975
FLJ90757	0.1095
NPY2R	2.003
PLD3	0.302
SYT17	2.12466666666667
SGSM2	-0.64425
OR1A2	-0.92775
FOXP1	1.490625
SLC5A1	4.1645
POFUT1	-0.7769
EPHB6	-1.63433333333333
MYO1G	-1.677875
STAC	-1.5952
KLHL17	-0.0365
RGMA	0.2198
TJP2	0.7121
FAM114A1	-0.526833333333333
SERINC1	1.67116666666667
SLC9A8	-0.324875
PEX19	0.1365
EDN2	4.55325
PSMD7	-0.150444444444444
C3orf41	-2.69475
UQCR	0.200625
PPP1R3C	-2.8205
LRP4	-3.41866666666667
TM2D1	-0.259
TTC17	-0.017875
C4BPB	-4.16975
CCL25	0.32125
ZNF253	-0.0321666666666667
CHRNA9	-3.9255
SOX11	3.737625
HIVEP3	0.831
CGN	0.773083333333333
C3orf35	0.161875
PKD2L1	2.26175
SYVN1	-0.15075
PDE8B	-2.922375
LOC439951	1.54625
LTC4S	2.46
MIF4GD	0.00816666666666667
SMARCA2	0.9486875
TUBGCP6	-0.0251666666666667
CABLES1	-0.196625
C16orf77	2.09383333333333
ZNF791	0.59125
FUT5	2.413
ADH6	-2.28033333333333
P4HB	1.2245
CLDND2	-1.545
ALKBH8	-0.853
PLAC4	-1.092
F11R	0.981642857142857
MGC35295	-0.0116666666666667
PDZD4	-0.364
LOC389073	-0.7595
FAM80B	-1.051
PSMB1	0.31775
TXN	0.6015
VIPR1	1.5494
WBSCR18	0.3469
EXOSC6	-0.122666666666667
ACTA2	3.76983333333333
SP5	-3.64033333333333
ANKRD1	-2.3835
DDR1	2.1566
ATP6V1D	0.402
PTGS1	-1.4645
RNF157	-1.691
DCC	1.27775
SPAG7	-0.68775
FBXO18	-0.51775
UBE3C	0.4695
HOXC6	0.71325
LRP2BP	-1.15933333333333
MYST2	0.03875
PDSS2	0.59325
ATE1	-0.86525
ARAF	-0.035
KLF10	-0.5085
PLA2G2E	-0.22225
ASCL1	-1.47183333333333
TSNAXIP1	0.7245
FAM131B	-0.158125
IFNA10	0.4505
NUP43	-0.85525
FAM44B	-0.15775
L1TD1	-5.88783333333333
NMD3	-0.230083333333333
C18orf54	-1.551
PHOSPHO1	0.758
RAG2	-1.649
EMILIN3	-0.3965
METTL3	-0.99775
VPS13C	0.363
REXO2	-1.38375
ANXA4	0.07675
CA1	-1.32375
DCP1B	-0.4715
TULP3	-1.23433333333333
ATP2A2	0.432357142857143
ATIC	-0.53825
ADAM15	0.861
NPL	0.485833333333333
LGR4	-1.09
UEVLD	-0.2595
GAB1	0.00100000000000001
SNAI2	-1.2005
ZGPAT	0.8263
SNF1LK	0.12325
DLEU1	-0.5215
UBE2Q1	1.04
ZMYM6	-0.817125
JPH3	-1.23933333333333
FAM38A	1.04125
PXK	-1.39983333333333
DENND2D	2.533
BAX	-0.762
CP	-2.45572727272727
RPL37	-0.3227
G6PC3	-0.218
NCOA4	-0.9945
LRRC14	-0.487125
GORASP1	0.8875
FCHO2	0.195375
CYP24A1	-3.3425
FXYD3	1.6155
SMARCAL1	0.51725
ABCB8	0.412166666666667
CCDC44	0.6075
PRDM7	-3.2585
USH1C	-1.5705
DNAH5	0.652333333333333
SRF	0.997416666666667
MAL2	5.76583333333333
PGPEP1	0.00291666666666666
SIN3B	0.374
SEMA3C	0.703666666666667
GRAMD3	2.386
FBXO10	-0.375625
OR5D13	1.719
FLJ31818	-0.2195
CACNA1I	1.6535
S100A13	1.4095
TP63	2.66971428571429
ANXA11	0.0966
WDR66	0.144
CSF2RB	0.4705
IFI44	-0.73525
DACT1	1.09383333333333
ANKRD23	-1.8935
ATP5G1	-1.06883333333333
C21orf70	-0.0235
PPWD1	-1.2225
DNAJC13	-0.209
PAH	-5.58733333333333
PTCH2	0.40525
TRMU	-0.23525
CCDC9	0.5915
USP3	0.3451
DCLRE1C	-0.8123
FAM55C	0.25125
FRMD4B	1.6
CYP2R1	-0.5835
RFPL1	-0.2824
XPO5	-0.567
ARL6IP2	-0.0035
OSBPL5	2.0635
MMP9	3.51409090909091
KIAA0802	-0.991625
DHRS2	-4.02333333333333
SGEF	0.198125
TXNDC10	-1.1781
EXOC6	-0.30525
RPS27	-0.316666666666667
PNCK	1.82083333333333
FSTL1	-1.4175
AACS	0.8125
SLMAP	-0.539333333333333
SAMD4A	0.2453
ABRA	0.3305
SMARCD3	0.2225
PKNOX2	-2.32633333333333
A4GNT	-0.0965
C9orf39	-1.4815
RALYL	1.814
MGC33556	-2.895
C10orf25	-1.3595
BBOX1	6.38225
NHEDC1	-0.474
XDH	0.5955
GCSH	-1.8925
EDN1	3.20383333333333
MTERF	-0.20175
CLK4	-0.109125
ZNF799	0.215
KCNG1	-1.273625
CXCR4	-0.549333333333333
PTPRR	-2.268
IRAK1	1.099375
LOC401397	-0.898
TMSB10	1.65085714285714
CXCL3	-3.7382
TMC4	0.504
OR7A10	-1.488
STYK1	1.4805
CHRNA10	-0.54725
CCNI	-0.023
EP300	0.723785714285714
LOC165186	-0.540166666666667
HIC2	-2.46475
SDR-O	0.911
OR2W1	0.215
KCNA6	-1.8955
TRIM74	-1.047
REEP6	1.679
ATP5G2	-0.41975
ERG	0.537125
TMEM42	-0.52775
PARN	0.4115
SOD2	-0.428625
DIRAS1	0.017
PNPT1	-1.608
JOSD3	-2.56475
hCG_40738	0.4615
PDE1C	-2.138
SEMA4D	0.20975
AGPAT1	0.4115
NOSTRIN	0.9795
MAP3K3	-0.00566666666666667
MAX	0.8455
CAPS	2.00333333333333
SERPINA12	0.212
OSBPL8	-0.54375
RICS	1.6641
NR4A2	0.908666666666667
PPCS	1.20716666666667
LONP1	-0.268
SCYL3	0.99075
HERC2P2	-1.54883333333333
FIBCD1	1.5175
C15orf41	-1.285
DMC1	-2.646
C20orf27	-0.92625
RPS6KA5	0.3283
FAHD1	-0.296166666666667
SLC12A4	-0.3065
BRCA1	-0.875416666666667
GBL	-0.15875
SLK	-0.867833333333333
NUDT9P1	-0.818
NOXO1	2.7215
USP52	-0.95075
BAZ1B	0.335875
SLCO2B1	2.02725
BBS12	-0.0291666666666667
LRGUK	-0.247
TERF2IP	0.67825
COL1A1	4.4955
KIAA0090	0.966625
GRK5	-0.544333333333333
AP1S2	-1.9304
TMEM52	-1.1685
CA11	-0.99475
OR4A15	0.412666666666667
ACBD3	1.3085
SPAG11B	-0.0575714285714286
PRDM2	1.2806
FOXP3	0.96125
SMYD3	1.459
LOC389199	1.819
LGI2	0.737833333333333
NAPE-PLD	-0.0308
ANKRD6	1.3325
WDR45	0.646333333333333
SHROOM1	-0.51225
PSCD3	0.166
PYY	0.3795
KCNC1	0.8925
ARHGEF9	0.6901
OR8J1	0.39025
GPR55	0.333
NS3BP	-2.576
C10orf22	0.134833333333333
NAT8L	-0.424
DUSP4	1.06266666666667
FOXM1	-1.007
GRAMD2	4.0503
ZBTB48	0.0495
BUD31	0.1325
PABPC5	1.4895
CCDC41	-1.31175
FBXO11	-0.123166666666667
C6orf148	-1.37225
RFXAP	-1.31025
C6orf15	-0.426166666666667
CDK8	0.1565
C6orf70	-0.283375
TESSP2	-0.671
ALG2	1.4745
PPP1R3D	0.7545
TPM3	0.901722222222222
SYT13	-3.20175
EPB42	-0.995
CETN3	-1.6475
PRY	-0.077
NTHL1	-0.8
POLR2B	-0.538
RPS28	-0.0964166666666666
P2RX3	0.409
LYZL4	1.40525
WBP4	-0.2717
PMM1	-0.27375
C11orf79	-0.3465
CBLL1	-0.912
IL1F10	1.15483333333333
VAX2	1.3045
SETDB1	-0.2035
LRAP	-3.81733333333333
GCLM	0.313666666666667
CPEB3	0.602
PPM1A	0.419625
INTS1	0.5645
CAMTA1	1.06891666666667
SAMSN1	-2.75975
LOC158830	-2.26266666666667
GMPPA	0.588375
AIPL1	-1.038
IL24	-0.15425
BDKRB1	-0.34
MLF1	1.5811
TAF12	-0.17575
ID1	-1.023875
THADA	-0.311125
PIK3CB	0.25675
OR4N5	1.1695
TBC1D17	-0.2605
COX8A	-0.4125
CDCA4	-0.3005
C2orf44	-0.2175
ZNF534	-0.7335
IMMP1L	-0.5745
NIPSNAP3B	-0.045875
FTMT	0.316
PWP2	0.136833333333333
MMP15	1.673
DNAH11	1.25325
MTMR14	0.329375
DNAL4	1.2075
IPP	-0.26775
TMEM59	1.025
C1orf157	-1.3415
RGS4	-0.303
DDX18	-0.0283333333333333
SNX6	0.20175
ZNHIT2	0.208333333333333
NCDN	1.09466666666667
FLJ33534	-0.109
RAG1	-1.927125
OR4D10	0.4615
PTPN5	-0.2565
POMT1	1.330625
LRRC8A	1.539
CYP1A1	-1.61275
CAPN1	0.167
DDHD2	-0.2655
GRIK2	0.0615
GNRHR	-0.45725
PPBP	1.913
HTR3A	0.8555
SLITRK4	0.77175
ANKRD49	-0.67825
BTF3	-0.3661
SARS	-0.12925
C13orf18	-0.305666666666667
CACNB1	-0.485571428571429
QKI	0.0585454545454545
SETMAR	0.597875
MAN2B1	0.965
EML3	-1.07225
ACADL	-0.300333333333333
OFD1	-0.098375
DEFB114	-0.3275
CGA	-2.8043
PEX16	-0.055
LRRC10	-0.227
GNG12	-0.545
C1orf152	0.308166666666667
CHRM1	0.425
CD53	-0.3475
DBH	-0.71975
TFAP2B	5.750625
HIST1H2BJ	0.170166666666667
FAM46D	-0.835
TMEM11	-0.482
C3orf32	-2.46325
PCCB	0.8535
IPO13	0.44375
C6orf105	-2.84875
COMMD5	-0.11475
SUV420H1	-0.7772
LTBR	1.07125
ARHGAP15	-1.864625
HDHD2	-0.3135
TDRKH	-0.791
LOC401052	-0.4625
PSG4	-1.571
GNB4	-1.3376
SPATA4	1.36225
SLC9A3	-0.59
OSBP	0.4585
NBPF3	-0.796
DOCK11	-0.7555
SLC39A5	-2.09266666666667
PRR5	1.3634
C10orf63	-0.06125
SMTNL2	-2.0345
ADRA1A	-0.41675
ASAH1	0.7974
DOM3Z	-0.2381
GIPR	1.0155
AHI1	-0.490916666666667
NADSYN1	0.132
RGS14	-0.4744
IL18BP	1.0061
RTN4RL1	1.62183333333333
ARMC6	-0.02
PSMD5	1.13616666666667
HK3	1.7089
OR4S1	1.87075
RSU1	0.548
MAD2L1	-2.08944444444444
EIF4A3	-1.22325
DLEC1	-0.651166666666667
E4F1	-0.244333333333333
CHMP2B	0.0062
CAMSAP1	0.2415
RPS21	-0.679
ARID5A	0.2105
UBE2N	0.426
IGSF8	1.09983333333333
MAGEB6	-2.285
ACAD11	-1.5518
MGC4172	-0.8075
LMO4	0.68975
KLKB1	-1.04025
HP	-1.041
HDAC3	0.415
SCHIP1	0.63125
CLCA1	0.2705
OLFML2A	0.686857142857143
C1orf112	-1.4375
KIF19	1.11141666666667
HAPLN4	-0.4262
CXCR7	-1.35933333333333
GOT2	0.8197
RAB38	-3.76025
DCX	-0.524
PPM1H	0.225833333333333
NFYC	0.712583333333333
KIN	-0.96075
ZNF228	0.75825
PLSCR4	1.21133333333333
HIG2	0.17825
FAM79B	3.411
C21orf86	0.0157
KCNK10	-0.06625
ZNF738	-1.74225
FSTL5	-0.942
OR6A2	1.2385
OTOA	0.0403333333333333
EXOC1	-0.82875
AHRR	-3.213875
PDAP1	-1.48675
C19orf6	0.411875
ZAN	0.4615
LY6G6E	-0.4795
EIF4E2	0.2785
C20orf198	-0.412
ZNF324	0.49275
CYP3A5	-1.319
ENTPD7	1.09633333333333
MBOAT5	0.6125
GJB5	1.62725
TTC13	-0.239
S100Z	-2.059
KIAA0664	0.3395
PDGFRB	1.89566666666667
IL17D	-1.0285
OR56B4	0.1465
RDX	-2.64533333333333
SLC34A3	1.3355
IL28B	-0.0815
JUND	1.6715
CHRNB1	-0.930875
CAMK2B	1.471
FETUB	-1.70825
CXorf23	0.827
MRTO4	-0.811125
TTC3	0.635
NDUFB8	-0.738833333333333
EDG2	-2.65175
SEMA3G	0.99425
IL23A	0.6385
GRHL1	1.488
LOC441054	-1.6645
WDR65	0.61875
PSTK	-1.42275
STOML3	1.25516666666667
R3HDM2	-0.0842
C5	-2.89125
SLC2A10	2.2805
C3orf22	1.20275
PAQR3	-1.67246153846154
ANKRD26	-1.76058333333333
HCRTR1	0.442
LOC399947	-0.70775
PSD2	-0.6495
TIGD2	-0.876666666666667
SCRN1	0.14425
COQ10A	-0.86875
DDI2	-0.4115
METTL7B	0.0196666666666667
UCN2	0.76775
FAM92A3	-0.954
WDR16	-0.10225
ZNF511	-0.470333333333333
ZMYM5	-0.45775
POLR3G	-2.5785
ZNF586	0.5165
C1orf49	0.7055
TANK	0.2055
RCAN1	0.236
PELI3	-0.464333333333333
LIMD2	-0.4585
TMEM189	1.106
NTN4	1.1135
LOC151300	0.05
CLEC2A	-3.092
GPR135	-0.814625
DPYSL4	-1.6868
JAK2	-1.072
TSHZ1	-0.391666666666667
TM9SF4	0.142125
ZNF264	0.7825
SIRPG	1.713
BICD1	-0.17875
HERC6	0.6925
METTL5	-1.3405
CASP1	-0.2145
PRRT1	-0.455166666666667
PLA2G4C	1.89633333333333
ICA1L	0.227214285714286
TPTE2	0.0356666666666667
OTUD7A	1.29583333333333
AQP11	-1.79775
APOA2	-4.4394
KALRN	0.3116
SECTM1	-0.05425
IFNAR1	0.80725
TALDO1	-0.144625
RAB11FIP4	0.203
EIF5A	-1.237
FAM49A	1.14025
NEGR1	-0.2394
YTHDC2	0.119375
EHD2	-0.751375
NCF1	1.7829
SCRT2	1.851
HOXA5	1.11266666666667
NUP133	-0.1775
FGF12	2.677375
SLMO2	-0.386125
SNTA1	1.351375
CACNG2	0.1285
GCM1	0.545625
ELF1	0.346833333333333
TLR5	1.8305
TCFL5	-1.19141666666667
RBMY2FP	-1.971
LOC100125556	0.1225
FAM129B	1.111375
MAP3K7IP1	-0.051375
NCK2	0.5695
OXA1L	-0.848
FMO9P	0.935
ZSCAN12	-0.63475
PSMD12	0.727083333333333
HSCB	-0.33125
CLDN10	-2.86275
MGC13053	-0.583333333333333
HPCAL4	-0.157666666666667
ASZ1	0.131
MEX3D	1.40183333333333
NFAT5	-1.0536
CSPG4LYP1	-0.398333333333333
FBXO3	-0.2135
DVL1	0.219166666666667
CMKLR1	2.0385
TYMS	-2.465125
PEF1	1.66125
ZNF750	-0.231666666666667
MCM5	0.2456
MEGF11	-0.97575
KCNK7	0.658
PTP4A3	0.1385
C1QTNF2	-1.11433333333333
OR6S1	-1.032
FAM122B	-1.09725
ZNF551	0.3395
HBQ1	-2.051
GEMIN6	-1.09825
ARSK	-0.549
RBP7	2.093
CPNE9	0.13325
DSC1	1.3395
LOC730112	-0.8525
MAP2K4	-0.292375
HS3ST5	-1.903
EPB41L3	-0.8565
TEKT2	-0.86975
CDKN2B	1.57833333333333
ZNF480	0.521
MAP3K6	1.7377
MAP6	0.6965
HN1	1.9559
OR2L13	0.00683333333333333
SLC16A11	0.712
FAM96A	-0.93825
APOL1	-0.12025
C5orf32	1.0075
RTP1	-0.2575
RNF175	-0.45475
ZBTB41	0.93225
AHCTF1	-0.7292
SAE2	-0.1702
ITGA2	0.789416666666667
MME	-0.688666666666667
CCDC14	-1.005
MAST4	1.44964285714286
KRT33B	-0.805
KCTD2	0.563833333333333
WDR26	0.591333333333333
MFI2	0.114
NR4A3	-0.686
ARSA	1.1245
UNKL	0.567833333333333
SULT6B1	0.158
CCNA2	-2.634
SOX15	1.6165
PPAPDC1B	1.43241666666667
C19orf44	-0.282
MCAT	1.20575
ARID1B	0.45325
OR52N1	0.4095
C12orf48	-0.55375
MAGI1	-0.562375
NIPA2	0.256
GBX2	0.62525
RSHL3	-0.302375
RAVER1	0.849166666666667
C15orf17	0.296
SLC30A2	1.31075
ZNF518	-0.15825
PCYT1B	-2.18325
C10orf114	0.40425
EIF3H	1.129
SLC25A39	0.033
KIF1B	0.608625
AMOTL2	0.3445
C6orf120	0.563625
PSRC1	-1.91925
PLA2G10	1.123625
KIF5C	0.907
MRPL37	-0.1255
C17orf62	-0.0971666666666667
C9orf135	-3.4426
DUSP10	2.0178
CLCNKB	0.249
PSMA5	0.188125
C8orf53	1.45175
AMPD3	0.4235
PIAS1	0.04725
ADCYAP1R1	-0.5705
GYLTL1B	-0.49625
CDH20	-0.679166666666667
FBXO7	-0.27975
TMEM134	0.612166666666667
FLJ14213	-0.445166666666667
ZNF3	-0.19425
LRRFIP1	0.938291666666667
CNOT2	0.235166666666667
ABI3	2.218
ALDH5A1	-0.619666666666667
HNT	1.9597
SERPINA4	-2.88275
TK2	0.369666666666667
STMN1	-0.659555555555555
GUCA2A	0.0565
GALNT10	1.14685714285714
DPP6	-0.957
C9orf93	-1.04375
PRELID2	-0.811
STK39	1.1025
SFTPA1	-0.67925
CKS2	-0.546666666666667
RHO	0.103625
C20orf135	0.399
XKR3	-2.954
CR1	0.139625
RPS6KA2	0.277785714285714
C20orf112	0.36625
MRPL22	-0.01625
C4orf23	-0.0216666666666667
GADD45B	0.45875
KLHDC1	-0.656333333333333
C2orf48	-2.679
ZNF287	-0.013
DAAM2	-1.49025
DPPA2	-2.69133333333333
TCTN3	-0.154833333333333
DNAJB11	1.413
FPR1	2.888
DEFB4	0.3985
PTCD2	-1.1036
SMOC2	3.37333333333333
CABP7	2.17725
SERPINB11	-0.3565
MAGEF1	0.52
NDE1	-0.571
ITGA10	-0.3065
FSHB	0.5495
ANXA2	1.821375
HORMAD2	0.349
HLCS	0.4
MCF2L	1.81241666666667
FH	-0.738375
TBC1D24	2.27325
KIAA1505	0.1175
LGALS2	0.138
CNBD1	-1.528
SYNPO2L	-0.905
PTPN23	0.356
C1orf183	0.465833333333333
MAGEA8	-2.63625
DGCR8	-0.664875
GSR	0.114
PAQR7	-0.058
ZNF676	-1.13575
CACNA1C	-0.3346
SP7	0.038
PDCD6	-0.30875
NRN1L	-0.5765
BRI3BP	0.33525
KIAA1183	0.61
ASB4	0.66075
CCL23	0.6482
OBSL1	-0.161375
SLC12A7	1.2555
KIAA0240	0.908375
CD1B	-2.68983333333333
FCGR2A	1.27525
MDC1	-1.3345
HTR1A	0.323
OCEL1	-0.10975
ATP11B	1.03525
FBXO34	0.571166666666667
PCDH12	3.84866666666667
RPE	-0.20275
C17orf74	-0.174
CSDC2	0.9205
PET112L	-0.70075
TMBIM1	-0.441
P2RXL1	-0.446
TCHP	-0.24675
TRMT1	-0.841333333333333
F2RL2	0.335583333333333
LRRC32	2.93016666666667
IMPG2	0.2905
BGLAP	-0.23825
LOC493869	-1.81116666666667
MRAS	0.877875
SLC35F5	0.9005
CBWD1	-0.3345
AXL	-2.20325
ATP2C2	3.56125
TELO2	0.15225
PNPLA3	-1.83375
PCDHB14	2.48925
CD276	1.389
KRT80	1.339875
DUSP28	-0.284
CSNK1E	0.714083333333333
SRP14	0.638
KCNQ4	-0.429
KRT72	0.873166666666667
CCDC117	0.23875
C6orf89	0.167944444444444
TUBB2B	-1.52116666666667
RTN4IP1	0.116
CR1L	-4.15316666666667
CEND1	0.629875
C12orf41	0.301833333333333
RNF31	0.08425
UBN1	0.1725
C17orf32	0.1105
SLC5A7	2.10725
GPR92	1.17533333333333
ESAM	2.81
CTNNA1	1.26658333333333
HRBL	0.2247
CBX4	0.48175
TMEM182	0.03425
SH3TC2	0.3745
IL10	0.693
PXMP4	1.588
RNF167	-0.3693
PAK7	1.42483333333333
ETV3	-0.1765
ATPIF1	-0.609666666666667
LOC554207	-2.19466666666667
OR8H1	0.3695
WDFY3	0.361
DPM1	-0.9585
GPSM1	-0.4445
WDR92	0.326
LRP1	0.6585
ANKH	0.00362499999999999
THUMPD3	-0.8635
POLR1B	-0.99775
OLFM4	3.558
RAD9B	1.32425
TSPY2	-4.873
PAX6	-0.8995
SCG2	-3.39425
SLC17A6	0.4485
FMO3	2.782375
PADI4	-0.431125
TUBB4	0.4452
NLK	-1.627
POU4F3	-0.573
SDF4	0.474
ITGBL1	0.837
NETO1	-1.864
TAP2	0.640875
ABBA-1	0.5215
GNAI1	-0.02725
VPS4B	0.2195
NOPE	-0.891
GALNT6	2.688
SESN1	-0.627
GBE1	-1.99366666666667
CLASP1	0.12
RASGEF1B	0.265625
ACOT11	0.352428571428571
AFAP1	0.3595
OR2H2	0.34975
DPY19L2P1	-1.77225
DZIP1	-2.422
SEC22C	-0.459333333333333
GPR161	-1.14241666666667
RNF146	0.35725
WDR74	-1.19275
GALP	-0.004
PURA	0.801
DNPEP	0.5095
RP11-78J21.1	-1.534
ERBB2	2.52525
FANCM	-0.4615
NEO1	1.74316666666667
DDX3Y	-4.9765
RPS3A	-0.27275
MXRA7	-0.404428571428571
LGALS3	0.204
GLT8D1	-1.25025
CFL2	-2.50266666666667
UPB1	-0.379
NAP1L5	-0.130625
CLDN14	0.936
DHX38	0.35975
BTBD1	0.00425
TARS2	0.194333333333333
ABCF1	0.1288
FCF1	0.278833333333333
LRRC49	-0.51925
GUCY1B2	-0.3855
C1orf177	1.00683333333333
SMARCA4	-0.00649999999999999
LRP8	-0.337833333333333
TAGLN3	-1.34425
MRPL14	-0.30575
TTRAP	-0.04425
ZDHHC20	1.16125
NFE2L3	-2.032
KIAA1377	-0.95025
PALMD	1.6577
TMEM43	0.022
TTL	-0.782375
STAT5B	-1.65983333333333
SSB	-1.29275
OR10H5	0.35
SLC22A13	-0.775
AKAP3	-0.78575
TIMM23	-0.00616666666666666
OAS2	1.07490909090909
KIAA0423	3.24825
TRIM11	0.812666666666667
GLIS3	0.995125
TMEM50B	0.938333333333333
ARHGEF4	-0.26175
DEGS1	0.811454545454545
TBL1XR1	1.35516666666667
G6PD	1.3275
SP140	0.9593
MUC17	0.0910769230769231
NUDC	0.4007
DNAJC5B	2.23416666666667
SCARA3	-1.22316666666667
CPA3	4.874
BCAT2	0.0395
MFN1	-0.0011
NRG3	0.225
SNX11	1.1955
PLEKHH1	-0.844
GPR177	-1.8105
HCFC2	-0.688
TCAP	0.442
MOCOS	-2.081
C14orf93	-0.89925
PRDM10	-0.3965
SLC16A4	1.76183333333333
SRGAP1	0.071
VIP	-0.0385
DUSP27	-0.139666666666667
LILRA1	0.1206
MC2R	0.541
MGC24103	-1.577
MBTD1	-2.1425
FUT11	-0.679166666666667
USP33	0.1373
C15orf39	0.79125
MAP3K12	-0.631375
PAAF1	-1.9385
BARHL1	-0.813
FLJ16165	-0.2515
PIWIL2	-3.31125
SYNE1	-0.345583333333333
CMTM4	2.116
TSPYL1	1.0655
GUF1	-0.127666666666667
TMEM157	1.0445
WDR44	1.273
HIST1H3C	-0.241
DKFZp666G057	1.2195
RNPEP	1.65
GAS2L2	1.23433333333333
ADH4	-4.82425
GRPR	-0.0164
FBXL17	1.62675
ZBTB10	0.625666666666667
Gcom1	0.328666666666667
HTRA1	1.1453
ZNF585A	-0.157833333333333
SLC26A2	-1.01907142857143
OTOP3	0.849833333333333
WISP1	1.39677777777778
ATP2B4	0.607583333333333
FLJ10769	0.90725
CRAMP1L	-0.05175
CHST12	-0.44925
RAB22A	0.3205
TARDBP	-0.137785714285714
STAU1	0.12525
CRB3	3.0045
MIG7	-2.47425
CHMP1A	0.533333333333333
ZNF160	-0.11725
B3GALT6	0.25025
BARX1	-0.664333333333333
C6orf167	-1.3463125
NXNL1	0.223
DHX29	0.59675
HADHB	-0.26525
PLXNB2	1.652125
ILDR1	-1.262
SLC15A3	2.05425
GAS2	-3.3285
C20orf69	0.277
NUMB	0.6255
TNIP1	0.807625
MESP1	-0.3935
PSKH1	0.557
NSFL1C	-0.456375
RHOG	-0.29275
HEY1	-1.63666666666667
KNG1	-2.42314285714286
ITGAX	1.6362
LIN9	-0.784666666666667
CANT1	0.81675
XRN1	0.00542857142857144
CCDC96	0.4119
HEATR6	0.2675
GNG7	0.30225
RUNX2	0.848375
SOX1	0.693833333333333
FCRL5	0.9712
ZNF99	-0.09475
FAM9A	4.601
SNX22	0.698
MBNL3	-2.32
ODC1	-0.1329
ADORA2B	-2.11916666666667
NR2F6	1.3545
ZFYVE16	0.703555555555556
SYNJ2BP	1.2603
POLE	-0.775875
E2F2	0.2405
THRA	-0.742333333333333
PTGES2	-0.061
HIP1R	1.47283333333333
TMUB1	-0.304333333333333
ENO3	-2.58475
RSPH10B	0.032
CXorf39	1.255
IRGC	0.29875
GPR109B	-0.6005
FLJ13305	-1.447
LCE3A	-0.23
TNFRSF18	0.944333333333333
DET1	-0.8815
TRPM3	-0.693916666666667
C16orf79	-1.4085
FECH	-0.6325
RAP2A	0.144
CRIP1	3.6455
AZIN1	-1.233875
SLC7A7	2.789
IL10RA	0.684
TMEM64	-1.89225
CDC42EP4	1.0651
C16orf58	0.0756
ARG2	-2.12125
POU5F1P4	-4.92225
FAM62B	-0.21125
DNAH8	-3.1721
ASH2L	-0.26125
TSLP	-3.39966666666667
CNTNAP5	-1.0264
TMEM16C	-0.8125
IFNA14	0.3615
SLC1A3	-0.25275
CABYR	-0.7695
BCL7B	0.3218
NUDT13	-2.69033333333333
C13orf28	-0.032
C1orf53	0.32075
ARL6IP4	0.0787
RPL35A	0.0875
EMR3	-0.02625
RAB40C	0.62425
SLC41A1	-0.853166666666667
LRCH1	-0.27225
LY6G5B	-1.147
FAM124A	0.184285714285714
MGC10981	-4.13916666666667
CLIP3	-0.4433
MAP4K2	-0.805833333333333
CHIC1	-0.322
SULF1	3.9255
C20orf30	-0.0660714285714286
PRDM5	-1.443375
ELOVL1	1.03425
C11orf48	-1.850375
SLC39A10	-0.32125
KCNV1	1.584
ACP1	-0.7325
ZMYM2	-0.481
B3GNT6	0.123666666666667
C9orf69	1.19825
C2orf15	1.48975
C20orf166	0.3125
HSP90AA6P	-0.517
EDG7	-1.046
NEURL	-1.391125
LPL	-0.597333333333333
CLEC2D	-0.948357142857143
GRRP1	2.46733333333333
CD8B	-3.0276
HIST1H3D	0.537666666666667
SLC6A12	-0.023
FAM27L	0.5925
CD84	1.015
RASA1	-0.5665
PHKG1	-0.4055
MAGEA11	-1.6445
IMPA1	-0.6627
NPM3	-1.3455
RARRES1	4.667
SH3BP1	0.561375
B3GNTL1	-0.896
ARPC5L	0.845
KLHL26	0.082
SIM2	-0.695875
GJC1	0.5995
C20orf194	0.555
EXO1	-1.57375
SLC2A2	-2.356
LOC285074	-0.9965
LRG1	3.2095
KIRREL	-0.428
PIK3R1	1.642
C4orf34	1.29625
MAF	-1.661
ADCY4	3.73583333333333
ZMIZ2	0.3613
SLC46A3	1.97466666666667
STAMBP	-0.0945
CCDC16	0.102
MS4A12	0.6345
TCF20	0.539
LRRC46	0.902
C20orf152	0.00475000000000003
MRPS6	0.06425
ABCB11	0.1815
KCNC2	0.345833333333333
CDH19	-2.11783333333333
C9orf123	-0.0891666666666667
SSH3	0.6635
LDLRAD1	-2.246
CCBE1	-1.16475
ZNF135	-1.093875
TAAR1	-0.226
WFDC12	-0.078
CCDC42	-0.0768333333333334
FLJ12529	-1.21325
PER1	-1.19
TIMM50	0.2925
SMARCAD1	-0.972333333333333
