Hybridization REF	TCGA-AO-A0JL-01A-11R-A056-07
ACOT11	-0.265071428571428
AFAP1	1.07425
OR2H2	0.727
DPY19L2P1	-0.7895
DZIP1	-0.40575
SEC22C	-0.912
GPR161	0.53925
RNF146	0.12175
WDR74	-0.888625
GALP	-0.6795
PURA	1.2575
DNPEP	-0.502
RP11-78J21.1	-2.0325
ERBB2	4.474625
FANCM	-1.02825
NEO1	1.24333333333333
DDX3Y	-4.9532
RPS3A	-0.239
MXRA7	-0.372214285714286
LGALS3	-1.3925
GLT8D1	-0.696
CFL2	-1.26033333333333
UPB1	0.09175
NAP1L5	0.2435
CLDN14	0.96175
DHX38	-0.693
BTBD1	-1.63
TARS2	0.700666666666667
ABCF1	-0.1405
FCF1	-0.603833333333333
LRRC49	-0.8175
GUCY1B2	1.502
C1orf177	0.257166666666667
SMARCA4	-0.557571428571429
LRP8	-0.963166666666667
TAGLN3	-1.14725
MRPL14	-0.25625
TTRAP	-1.2345
ZDHHC20	-0.1875
NFE2L3	0.233
KIAA1377	0.2985
PALMD	0.8822
TMEM43	-0.16225
TTL	-1.38375
STAT5B	-1.37016666666667
SSB	-0.78325
OR10H5	2.949
SLC22A13	-0.32825
AKAP3	-0.3295
TIMM23	-0.0281666666666667
OAS2	0.58575
KIAA0423	-1.466
TRIM11	1.30466666666667
GLIS3	0.24675
TMEM50B	-0.5185
ARHGEF4	1.171
DEGS1	0.835636363636364
TBL1XR1	-0.1808
G6PD	-1.67075
SP140	-0.609
MUC17	0.301
NUDC	-0.7187
DNAJC5B	0.642
SCARA3	-0.124666666666667
CPA3	1.11633333333333
BCAT2	-0.723125
MFN1	-0.711
NRG3	0.318
SNX11	0.28125
PLEKHH1	-0.710833333333333
GPR177	-1.97533333333333
HCFC2	-0.5485
TCAP	2.364
MOCOS	-1.54425
C14orf93	-0.14725
PRDM10	-0.384833333333333
SLC16A4	-0.80125
SRGAP1	0.0105
VIP	0.4165
DUSP27	0.3445
LILRA1	-0.2334
MC2R	-0.345
MGC24103	-2.882
MBTD1	-2.357
FUT11	0.0228333333333333
USP33	-0.5113
C15orf39	0.497
MAP3K12	0.376625
PAAF1	-2.48766666666667
BARHL1	0.676
FLJ16165	0.4455
PIWIL2	-2.55
SYNE1	0.275
CMTM4	0.593875
TSPYL1	-0.8862
GUF1	-1.12233333333333
TMEM157	0.327
WDR44	-0.31075
HIST1H3C	-0.706
DKFZp666G057	0.4365
RNPEP	-0.26525
GAS2L2	0.167166666666667
ADH4	-4.48925
GRPR	0.195833333333333
FBXL17	3.149
ZBTB10	1.0937
Gcom1	-0.2195
HTRA1	0.7111
ZNF585A	-0.377166666666667
SLC26A2	-0.1195
OTOP3	-0.144166666666667
WISP1	1.39988888888889
ATP2B4	-0.0566666666666665
FLJ10769	0.0175
CRAMP1L	0.057375
CHST12	0.7425
RAB22A	-0.02375
TARDBP	-0.207928571428571
STAU1	-0.741
CRB3	2.48633333333333
MIG7	-0.82875
CHMP1A	0.145166666666667
ZNF160	-0.75275
B3GALT6	0.77725
BARX1	2.1645
C6orf167	-1.9500625
NXNL1	0.196
DHX29	-0.443125
HADHB	-1.21325
PLXNB2	0.887
ILDR1	-0.47675
SLC15A3	1.689
GAS2	-2.6145
C20orf69	-0.71325
NUMB	0.317
TNIP1	-0.079375
MESP1	3.04233333333333
PSKH1	-0.14425
NSFL1C	-0.571625
RHOG	-0.194
HEY1	-0.491166666666667
KNG1	-1.84525
ITGAX	0.9594
LIN9	0.592333333333333
CANT1	-1.192625
XRN1	-0.210571428571428
CCDC96	1.2216
HEATR6	-1.623
GNG7	3.49391666666667
RUNX2	0.3166875
SOX1	1.239
FCRL5	-0.3843
ZNF99	0.0715
FAM9A	1.311
SNX22	2.35133333333333
MBNL3	-3.2276
ODC1	-2.3046
ADORA2B	-2.1285
NR2F6	-0.3455
ZFYVE16	-1.47958823529412
SYNJ2BP	-0.4568
POLE	-0.768875
E2F2	-0.77925
THRA	1.8185
PTGES2	-1.145
HIP1R	1.9125
TMUB1	0.685
ENO3	-1.783
RSPH10B	-0.977
CXorf39	0.951125
IRGC	-1.1845
GPR109B	-2.50375
FLJ13305	-0.752
LCE3A	-0.4675
TNFRSF18	1.10016666666667
DET1	-1.142
TRPM3	0.195916666666667
C16orf79	-0.1245
FECH	-1.876
RAP2A	0.173666666666667
CRIP1	-0.471666666666667
AZIN1	-0.054125
SLC7A7	1.9435
IL10RA	-0.150222222222222
TMEM64	-2.80375
CDC42EP4	0.6517
C16orf58	0.9496
ARG2	-1.281
POU5F1P4	-3.273
FAM62B	-0.07825
DNAH8	-2.51488888888889
ASH2L	-0.901
TSLP	-4.06866666666667
CNTNAP5	-0.0764
TMEM16C	3.25
IFNA14	0.881
SLC1A3	-0.935625
CABYR	3.08375
BCL7B	-0.1653
NUDT13	-0.189333333333333
C13orf28	0.6865
C1orf53	1.22525
ARL6IP4	0.3408
RPL35A	-0.55125
EMR3	1.4575
RAB40C	0.244
SLC41A1	-0.0331666666666667
LRCH1	-1.255
LY6G5B	-1.0225
FAM124A	1.12707142857143
MGC10981	-2.92283333333333
CLIP3	-0.4916
MAP4K2	0.532833333333333
CHIC1	-0.03525
SULF1	3.51766666666667
C20orf30	-0.919714285714286
PRDM5	-0.000624999999999966
ELOVL1	-0.6025
C11orf48	-0.654125
SLC39A10	-0.17175
KCNV1	-0.887666666666667
ACP1	-1.715
ZMYM2	-0.553125
B3GNT6	-0.1786
C9orf69	0.2035
C2orf15	0.00425
C20orf166	1.6835
HSP90AA6P	-1.336
EDG7	-3.269
NEURL	-1.23975
LPL	3.5555
CLEC2D	-1.14292857142857
GRRP1	2.503
CD8B	-2.4759
HIST1H3D	-0.366666666666667
SLC6A12	-1.014625
FAM27L	0.455
CD84	-0.3615
RASA1	-1.874
PHKG1	0.159
MAGEA11	-3.3175
IMPA1	-1.2418
NPM3	0.817
RARRES1	4.155
SH3BP1	0.667875
B3GNTL1	-0.076
ARPC5L	-1.1865
KLHL26	0.63225
SIM2	1.495625
GJC1	1.555
C20orf194	0.45475
EXO1	-2.1615
SLC2A2	-2.57916666666667
LOC285074	-1.289
LRG1	-0.7365
KIRREL	0.127
PIK3R1	1.17257142857143
C4orf34	-0.325
MAF	-1.11105555555556
ADCY4	4.804
ZMIZ2	2.2063
SLC46A3	-0.347666666666667
STAMBP	-0.761166666666667
CCDC16	1.95375
MS4A12	-0.7975
TCF20	1.538
LRRC46	0.47175
C20orf152	0.324666666666667
MRPS6	-1.814625
ABCB11	0.683
KCNC2	-0.0458
CDH19	-3.034
C9orf123	-0.484333333333333
SSH3	0.64825
LDLRAD1	-2.8665
CCBE1	-3.334
ZNF135	1.178125
TAAR1	0.66
WFDC12	-0.667
CCDC42	0.0666666666666667
FLJ12529	-0.418
PER1	-0.107166666666667
TIMM50	0.115833333333333
SMARCAD1	0.774333333333333
FAM26C	-0.124
TP53TG3	-1.56216666666667
SH3RF1	2.3646
LMCD1	1.696
GPR63	-0.841
FLJ21986	-2.88375
AIFM3	-0.68025
MICAL1	-0.354333333333333
BLZF1	-0.239833333333333
IQCA	5.45383333333333
PCDHGC3	-2.3855
SAC	0.45825
BCL6B	2.59116666666667
DDO	-1.47425
MARCO	3.7985
DCHS1	2.06083333333333
C1orf170	0.200333333333333
CD200R1	1.07366666666667
C22orf15	-0.3065
SEPT11	0.172166666666667
ADNP	-1.0605
UST	-2.6483
C13orf34	-1.4535
RFFL	1.23657142857143
APBA3	0.8435
C2orf60	-0.817625
CUTL1	0.522
PMS1	-0.87125
ZNF689	-1.544
EIF3E	-0.181666666666667
IL9	-0.0466
RPL31	0.38075
LY9	-0.7582
ATP2B3	0.7595
KDELR2	0.282375
TFCP2	-1.02975
NLRP12	-0.81425
FLJ45422	1.994
TLE4	-0.5657
ZNF570	-0.0195
FLJ43806	null
TLK2	-1.561375
CIR	1.09825
MARS2	-0.5555
COL24A1	-0.39575
SDF2L1	0.226
HIBADH	0.376166666666667
IGFBP3	-0.920071428571428
C12orf23	-0.423
PSPC1	-0.4805
C20orf43	-0.8645
TRAV20	1.221
ARHGAP24	0.945625
KIAA1975	-0.272125
C1QA	4.1326
DNTT	-3.9225
C10orf6	-0.737333333333333
C11orf41	-0.620375
HNRPF	-0.42075
COL11A1	4.703
UBAP2	0.2275
CDKN2AIPNL	-0.3615
C20orf174	1.75775
SPRED2	-0.5725
PLA2G12A	-0.0261666666666667
ICEBERG	-1.72783333333333
SCN10A	-1.695
C11orf65	-1.8
GBP5	4.16175
PITPNC1	-1.79983333333333
POU3F3	3.062
NCOA7	0.66425
LIN7C	-0.8431
LOC348840	-2.6115
NKX2-2	-2.458
ANKRD13D	0.361
LOC123688	-0.00675
FUT2	1.21283333333333
TAAR8	0.279
FZD4	-0.0613333333333332
PNMA3	1.8195
OR4L1	-0.3845
WIT1	3.74025
EXOC3L	3.77725
ATPBD4	-0.7924
KRBA1	0.40475
UBXD6	-1.572
HOXB7	0.782928571428571
C7orf23	-2.1685
UNQ338	0.9005
STAB2	-0.16175
CDC20B	0.849333333333333
IRF9	1.08
CENTG1	0.934083333333333
TNPO2	0.2885
MCPH1	0.224875
BMS1P5	-0.867
SLC26A7	8.51125
HIST1H3J	1.8185
C9orf3	-0.2928
LBH	2.925625
MYO1D	0.662125
PTDSS2	0.563
NFU1	-0.676
DEPDC4	-2.02025
WNT7B	-1.1698
GLP2R	-0.533666666666667
SETD4	-0.509
DYNLT3	-0.79
FKBP11	-1.014
SESTD1	0.2385
FLII	-0.525
RPS16	-0.2173
CHPF	-0.3765
CSNK2A1	-0.0215
SUMO1P1	-1.7935
FKBP6	0.971
ZNF214	-2.714
TWIST1	0.387833333333333
DDX56	-1.012
TRAM1L1	1.9592
EPO	-1.81516666666667
MRPS18B	-0.29525
ZNF682	1.28433333333333
RPL14	0.327833333333333
MAFF	0.656
LOC51136	-1.989
LY96	-0.203
DDX20	-0.19975
ABTB1	0.6175
ARL5A	-0.9276
CCT6A	-0.95825
HEPACAM	-0.357666666666667
EHHADH	-1.90866666666667
RBAK	-0.691166666666667
CGB1	0.90475
ITGB5	-1.2967
YIPF3	-0.39675
FKBP2	0.435
NR1D1	0.4955
TMEM110	-0.7575
NEK2	0.291166666666667
PRAMEF8	-3.29125
C20orf52	0.957166666666667
PCDHGA3	1.3215
VWA3B	0.53525
NDUFA5	-0.59925
THAP9	-0.559
FLVCR2	0.162666666666667
AP1S1	-0.97425
SMAD6	0.23175
SAV1	0.819875
SAT1	0.028625
ZNF251	1.787875
ADAMTS7	1.2555
RPP38	0.3075
C1orf211	0.0205
YPEL2	0.1484
RBMS1	0.2635
ZNF445	-1.1764
NRXN2	1.37666666666667
PGBD4	-0.378
UGT2B28	0.56525
WBSCR16	-0.18
NLRC3	-0.024
ASTL	0.6715
ST6GALNAC1	-2.42975
ZADH2	-0.72975
MLLT4	0.908166666666667
ARL6	-0.570666666666667
MEF2C	1.43
CBFA2T3	-2.6605
AFF3	-1.225
COG7	0.440666666666667
MYB	-4.623
PLXNA3	-0.198
XRCC2	-1.45916666666667
MMS19	-0.89575
ST8SIA5	-1.86242857142857
CHPT1	-2.39883333333333
KIAA1712	0.484875
OR6X1	0.5215
ACTR3	-0.81275
UGCG	-1.698
OR4P4	-1.158
ZAP70	-2.2055
LPP	1.346625
ZNF485	-0.2505
PTPRCAP	-0.3265
IL12RB1	-0.27825
ATRX	-0.6406
CHST8	-1.432625
C14orf109	-2.0055
ARV1	-0.33025
NMB	0.392142857142857
COX5A	-1.8395
EIF6	-0.5675
MPPED2	-1.30383333333333
SEMG1	-2.8485
CHRDL1	0.014
TRAF3IP2	0.10075
WNK2	0.779625
LILRA4	-0.111666666666667
LAMA2	1.37925
PXT1	0.7105
RLBP1	-1.3545
CD300C	-0.694
SLTM	-0.61575
FLJ10404	0.477875
APOBEC3D	-1.9675
RENBP	-0.478166666666667
ATXN7L1	0.5265
NID1	-0.104
TUBGCP3	-1.46125
ITIH5	0.4218125
CCDC110	2.2445
C8A	-2.989
MGC87042	-1.801
HOXC13	1.57975
TFDP2	-1.398
HCP5	0.890875
POLI	0.69625
UCN	-0.629833333333333
ZNF764	0.991166666666667
C8orf45	2.56
FHL3	-0.4005
SPATA5L1	-1.4225
MMRN2	4.2665
NDST1	0.972666666666667
COL20A1	0.0876666666666666
ZNF248	-0.64
PELP1	1.22583333333333
MBL2	-2.4025
RNF41	-0.570875
C5orf24	0.372125
THOC5	-1.088625
SERINC3	-0.939416666666666
RP11-151A6.2	-1.3975
CDCP2	-0.49125
HIST1H2AA	-0.434666666666667
C11orf75	0.946166666666667
FKBP7	0.51975
DDOST	-0.62975
GPNMB	1.04766666666667
TTF2	-1.42583333333333
KCNT1	0.437666666666667
SLC39A14	-1.116375
NGRN	-0.4939
GPR137B	0.5085
MECP2	0.47225
PSMA1	-0.90125
C16orf73	-5.02
TMEM60	-0.708833333333333
CSN3	6.222
NOS1	0.70275
RAB7L1	-0.0666666666666667
YBX2	2.486
KIAA1166	1.29175
FUBP3	-0.765
ABCG1	0.561
ACACA	0.0661666666666666
ARL11	0.1642
ATOH1	0.712
ODF1	0.664666666666667
CREB3L3	-1.45533333333333
TMEM127	0.545214285714286
DSCAML1	-0.08075
PLN	4.09183333333333
LYPLA1	-1.38283333333333
PRDM9	-1.3565
SASP	-0.44775
PLUNC	0.553166666666667
INTU	0.83825
HISPPD1	-0.3995
LNPEP	-1.19516666666667
YARS2	-0.638
APCDD1L	0.7445
ZCCHC4	-2.2025
FBXO22	-1.71733333333333
TTLL13	-0.354
ZNF669	0.489333333333333
PTGDR	1.4505
DDX27	0.304
KIAA0409	-1.19066666666667
GJB6	0.7505
ASB8	-0.38
PLP2	-2.265
MEPE	0.86525
OR10J5	-1.5845
KRT222P	-0.0854999999999999
COQ7	0.120666666666667
C1orf101	1.4615
RERG	-1.1103
CHMP5	-0.60175
THAP11	-0.485875
ZNF43	-0.2275
ZRANB3	-1.0875
KRT13	5.04525
MRPL19	-0.780625
RBBP9	0.23275
SPATA17	0.369375
BXDC5	-0.880166666666667
PAFAH1B1	-0.919166666666667
MAGEE1	2.1265
OSTF1	-0.0285
KIAA0323	-0.971416666666666
TXNDC13	-0.0901666666666667
CNTN4	0.2795
LCE1B	1.409
UNQ501	0.52475
ZNF154	-1.4265
C3orf64	-0.25425
SYT5	-0.2718
PON1	-1.4848
FLJ10357	0.884625
ATP4A	-1.524
GNPDA1	-1.45966666666667
MGAT1	0.371
C14orf121	-0.4575
SLC35B2	-0.0165
MIER3	-0.355833333333333
CHEK1	-2.2215
ZNF8	0.333333333333333
TXNDC1	-1.80083333333333
CKB	-0.4871
RTN3	0.0962857142857143
FZD2	0.3395
PART1	2.397125
PSMB6	-0.75925
PCDHB8	1.975
PHC3	-0.95975
PPP1R8	0.133
NOVA2	2.79466666666667
TNFRSF11B	-3.98425
GOLPH3	1.86383333333333
UBLCP1	-1.026
SUHW3	0.27275
TTLL1	0.695
OPN4	0.15
OR13G1	0.0455
ZPBP2	-0.355166666666667
HSD17B11	-2.725375
C9orf50	-0.6275
DHDDS	-0.538357142857143
CTSW	0.5186
NEFM	-1.895
MRPL28	-0.00025
SYN1	2.05416666666667
PIGV	-1.32083333333333
ZIM2	2.80875
APBB1	-0.736666666666667
SND1	-0.26075
C1orf123	-0.936
CHD3	-0.22625
BHLHB8	0.7355
RNASE2	-0.835
BCAP31	0.12075
SLC25A44	0.672666666666667
CHD6	-0.2582
PIB5PA	-0.0979230769230769
SELS	-0.425875
LOC541471	0.472625
FAT2	0.0770000000000001
ZNF81	0.4765
OR4C16	0.2695
FLJ10081	-0.0282
LRRC4	2.0855
CS	-1.37983333333333
N4BP2	0.019
IGFBP7	1.678
ZNF318	-0.0150000000000001
NDNL2	0.60125
ZNF609	0.801625
SIRT4	0.20175
EXOSC10	-0.53075
ECE2	0.37
OVGP1	2.47775
GTPBP3	0.62575
PACS2	0.7521
C19orf36	-2.05083333333333
ARL4C	0.502625
ATG4B	-0.5045
UBQLNL	3.377
RHOXF2B	-2.887
PLEKHG2	0.4105
GALR1	-1.8995
AQP4	0.4315
HDAC7A	0.3655
DCUN1D3	1.3105
OR8A1	0.3225
CCRN4L	0.51725
CBR4	-1.425
KIFC1	0.0436666666666667
SLC7A14	-0.9505
LHX5	-1.045
TRPC7	-0.502
LPXN	-0.4185
SERPINA1	-2.769
RPS13	-1.2447
BPIL3	-2.076
PRKAA1	-0.94975
FADS2	1.8224
ENAH	1.109
PRO1768	0.337
APBA2BP	0.1955
LIPH	2.02633333333333
C3orf33	-0.721
RCC2	0.711428571428572
ALDH1A2	-2.4842
RNF103	1.29125
AHCY	-0.934875
ALG12	1.5605
CCL17	0.93725
ZNF543	0.9355
ESRRG	3.5872
CNGA1	4.437
RDH5	-0.0511666666666666
OTX1	1.3951
PTGFR	-1.39833333333333
CDR2	-0.016875
SELE	2.854
NLGN2	0.404
EXOSC9	-0.874
ZNF566	-0.7022
KLRC2	-4.2895
GPR12	1.1285
KIAA0196	-0.47375
PDRG1	-0.331
SSR3	-0.797357142857143
MSI1	0.1275
CST9	0.327
CC2D1A	0.91525
PLAGL1	-0.104111111111111
ZNF778	0.972
RNF2	0.82225
KLF6	0.63
THBD	1.02383333333333
tcag7.1314	1.09775
NR5A1	-0.679333333333333
ABCD2	-0.517333333333333
DNAJC7	-2.04475
CLEC4C	0.527
TM2D3	-0.557875
CCDC4	-0.054
PLAC2	2.63925
DCD	5.0895
FAAH	-0.092625
POLA1	-0.796333333333333
TM7SF2	-1.23875
FLJ39822	-2.44066666666667
FLOT2	0.24975
MAP4K1	-1.235
SRP68	-0.86375
C21orf74	1.4735
ARPC5	1.13175
LOC126075	0.79575
HECW2	0.237625
ZDHHC4	-1.8875
ANKRD42	0.1007
PDE9A	0.726666666666667
ABCA8	-0.1515
NDUFS2	-1.4065
UBR5	-0.1215
BTBD16	-2.1365
LOC554174	0.947
ZNF20	0.296
KIAA1843	1.2305
WDR17	-0.244285714285714
C15orf33	-1.089
RNF113A	-0.317
CAMKK1	-0.512333333333334
CLCN2	0.00025
ANXA6	-0.8215
LOC340069	0.872
EMID1	-0.4935
DPM3	1.39458333333333
ELA1	-0.128
SLC25A13	0.3102
KRT24	-0.35825
SMPD1	-0.938166666666667
TH	0.633857142857143
COL6A2	1.42392857142857
ANKS1B	1.069
GPR126	-1.127
ZC3H12A	-0.1805
TMEM47	2.33066666666667
C2orf51	-0.204833333333333
C1orf88	2.60133333333333
HSF2BP	-0.98375
AKAP10	-0.69175
RPAP3	-2.075
KLHDC8B	0.329
STOM	-0.3668
MUPCDH	-0.491125
C10orf72	-0.83375
PLEKHA3	-0.777416666666667
TCP11L1	-0.63025
CWF19L1	-0.95725
SPEF1	1.46566666666667
YSK4	-0.57775
ELN	1.7968
SAMD8	0.185666666666667
MPI	-1.35333333333333
MEPCE	-0.0553
ABCC3	-2.0835
NANOGP1	-0.812
KCNK17	2.26625
HLA-DMB	3.3245
RRAGA	0.69175
ANGEL1	-0.45425
RBM32B	-0.9365
CPN1	-4.711
MGC52282	-0.5672
HLA-A	0.913333333333333
OR9G4	0.2415
EDNRB	-0.64125
SCD	-2.63046153846154
C14orf80	0.498666666666667
BAGE2	1.115
RABL4	1.65033333333333
RCVRN	0.383
SHANK1	0.2885
NLRP7	-2.99425
CD226	-1.29
STAT3	-0.3543125
SYNJ2	-0.4879
TPCN2	0.292333333333333
WDR36	-1.65683333333333
MBD4	-0.4575
ROBO1	-0.7838
ST3GAL6	-0.348
SLAMF8	2.83366666666667
ATN1	1.89883333333333
GPR141	-0.7015
KRT36	-0.8355
TPH1	0.98
DDX52	0.6735
ZSCAN29	0.524
TRPT1	-0.0943333333333333
DPEP3	1.5705
DENND4A	-1.300625
TSPAN16	0.253
PTCHD2	-2.331
LOC145814	0.6515
CAP1	-0.865
EIF5A2	-0.4274
NT5DC3	-1.731125
SEPT9	-0.908
SEZ6L2	-0.890625
EGFLAM	4.39425
VPS11	-0.11575
NDUFB5	-2.19633333333333
CIDEA	1.10866666666667
IER5L	1.659
N6AMT1	-0.62075
FAM83C	-0.12325
OXR1	1.06216666666667
IRX1	3.684
DGKB	-0.257
GCN5L2	-1.31475
MIR16	-0.168375
FBXW9	-0.6035
WDR4	-1.11916666666667
PDC	-0.7995
VPS33B	-1.0005
HEXB	-1.4185
FLJ32214	1.85775
TCEB3	-0.774
CRLF1	-3.28125
ABI3BP	-0.95375
C8orf22	-0.78675
PYCR1	-1.02
KIAA1706	1.1935
CDK5R2	1.755125
WAS	0.5175
C12orf60	-1.48025
CCBL2	-1.802875
MADD	-0.6605
C5orf34	-1.598
WDR42A	-0.1361
KLF12	0.527625
HSPA1A	-0.3455
ITM2C	-0.37875
DAPK2	3.90083333333333
LOC442590	1.71
SUMF2	1.294125
CENPA	-0.907692307692308
TMED5	-1.933875
CDH6	-0.3447
BRP44	0.61275
THG1L	-0.953
GABRA2	-2.982
C14orf166	-0.5245
MYL1	-2.57225
TNFSF18	0.717
PAP2D	-2.545
PPIB	-0.23475
KLHL4	-0.358625
SFN	-1.56016666666667
CCDC127	1.33775
FRAP1	-1.0175
GOLGA5	-0.301
SDCCAG1	-0.040875
MGC21675	0.308833333333333
C10orf95	-0.43775
KIAA1345	-0.949166666666667
C1orf163	-0.85
LACE1	-0.0133333333333333
OR10K2	1.036
CENPN	-0.77804
TMED2	-1.08725
UGT1A6	-1.7805
ANG	1.12025
U2AF1	-1.18
CASC2	-0.2615
NMT2	-0.4275
OSGEPL1	-1.214375
DFNB31	-0.706
SLC6A20	-1.30771428571429
DKC1	-1.096
FXYD4	-1.52825
WDR64	-1.46866666666667
MGC5590	0.392
CREBZF	-1.00733333333333
DAZ1	0.07125
PRPSAP1	0.31725
GCHFR	-1.70825
TTC7A	-0.267
LOC196993	0.081
UBD	-0.3375
S100A1	2.597375
RPL6	0.647166666666667
DNAJB6	0.56095
NAGS	-0.1842
C2orf58	-1.265
KERA	0.829666666666667
MT1X	-0.2526
UBE2B	-0.3796
KEAP1	0.46575
MST1	-2.334125
OMA1	-0.162
ABLIM2	0.4515
BCL2L13	-0.478416666666667
JAZF1	-0.829333333333333
TMEM63B	2.599
S100A8	3.4074
ARFIP2	-0.7185
UROS	-1.08325
KHDRBS2	-0.801
POLQ	-0.95425
SOAT1	-1.42825
SPAG4	-0.77125
MRPS30	-2.22516666666667
LOC494141	-2.07833333333333
OR2T11	0.19
ORAOV1	-0.7138
ZNF184	-0.893166666666667
TCEB3B	0.2168
ADAM21	-0.74
GDPD1	-0.552
SPINLW1	0.85925
PRR14	1.54316666666667
KCTD9	-1.2608
NUDT3	2.534
KIAA1822	1.7985
HIST1H4K	2.4425
DFNA5	-1.45575
GABPA	-0.868
C14orf44	-0.9575
POLB	0.635375
PTAR1	-0.50875
SEC31A	1.225
TRIM58	-0.63725
TAS2R14	-2.265
VPS8	-0.597625
H1F0	3.46
PRKCB1	-3.64933333333333
UGT2A1	-0.4295
TOR1B	-0.73
LSS	-1.28066666666667
C2orf19	1.1205
HNRNPC	0.497357142857143
TMEM100	-1.269
LOC116349	0.91675
OR51M1	0.5775
CCDC142	0.2165
ISG15	0.1186875
ZCCHC14	1.105
CREBL2	-0.914875
TGDS	-1.54525
DC2	-1.189
CACNA2D3	-2.27376923076923
ZNF429	0.02325
LYPD6	-1.97166666666667
SUCLG1	-1.72333333333333
OR51I1	-2.5095
MAGEH1	1.46575
PRPF40A	-0.3235
SMR3A	1.211
SPINK2	0.02475
THAP2	0.364375
NPY5R	3.444125
IRF4	-2.612375
SPESP1	2.71533333333333
OR10S1	0.438
DTD1	-0.11825
TUBE1	-1.6945
DDX19A	-0.897
PDPN	-2.347125
TMEM34	-0.3195
MGAM	-0.01225
COL3A1	5.858
GFM2	-1.02888888888889
OR5A2	0.6525
PSG9	-0.356333333333333
ARHGEF11	0.0885
IVNS1ABP	-0.05175
SIGIRR	0.479
DUSP19	-1.34285714285714
DNAJC14	-1.4163
ACSS1	-1.646625
IL1RAPL2	0.153
C4orf30	-2.077
SEPT4	2.763
LANCL3	-1.2385
SPAG17	0.980833333333333
PRDX3	-2.316875
HNF1A	-0.91275
P4HA2	-0.7125
RFWD3	-0.220666666666667
MOV10	-0.3665
DNAJA5	-0.387
LOC729440	0.44525
LOC200383	0.057
SMC2	-2.6385
MIXL1	-1.14133333333333
TMEM9	0.3705
FAM86A	1.4945
ZNF174	0.2398
MYH14	-0.274
CCR8	-1.06325
VPS37C	-0.0593333333333333
GPATCH1	0.556
B3GNT8	1.628
TBX4	-0.46875
CNR2	0.159
PCDH1	1.13
C5orf29	1.215
OCIAD2	2.15675
PLCG2	1.8635
KIAA0247	0.702375
HRH3	0.1318
CAPN13	1.1615
CCR1	-1.588
MGC15523	0.356647058823529
UVRAG	-0.594166666666667
DNAJA2	-0.478
ITGA2B	-0.514166666666667
CLDN5	5.32775
PTPRN2	-2.41085714285714
ZNF512	-0.565666666666667
PSAP	0.0601428571428573
CCDC140	0.8685
LRRC55	-0.773
CYP26C1	0.3455
C8orf47	1.808
LYN	1.1255
DUSP6	0.5565
TGFB3	2.27273333333333
ELK1	-0.145
PCDH11Y	0.417166666666667
HGD	-1.15575
C17orf58	-1.01825
MYO3A	0.2305
SERPINE2	-2.6665
AARSD1	-0.888142857142857
C14orf73	-2.06825
ADAM33	-0.10725
ZNF491	-1.1405
MAPK6	-1.24983333333333
TCN1	5.1125
SLC24A6	0.645
UBE2R2	-0.0045
H1FNT	1.6435
TATDN2	-0.260166666666667
LILRB1	-0.188
P2RY5	-0.336
NUCB2	0.99275
C2orf37	0.78625
SNX27	0.9845
MTA3	0.027125
FOXO4	0.01775
ID4	6.55
SOX5	-2.31416666666667
PXMP3	0.756875
OR52M1	0.703
SFT2D3	0.499375
INA	-3.04916666666667
MCOLN1	0.39375
NFIX	2.8521
CLEC14A	6.8795
HIBCH	-0.215666666666667
PLA2G5	2.99575
TIMM10	-1.08366666666667
MED17	-0.089
COL4A4	-2.7175
TPP1	-0.0765
GJA3	-1.849
TMPRSS5	0.4015
AADACL3	-0.8945
DNMBP	-1.361
ENPP5	1.85616666666667
NQO1	-1.1454
ZSCAN2	-0.540125
SEC24C	-0.531666666666667
GTF2A1L	-0.8395
AXIN2	-1.91633333333333
FAM33A	-1.63558333333333
C16orf13	1.25525
SPNS2	1.41575
TAF1	-1.1435
AP1G2	-0.1265
RBM42	0.216833333333333
HCN2	1.93
EFHB	-0.488
RUSC1	-0.248166666666667
GRIK5	0.368
USP21	0.262833333333333
ATAD3C	2.67375
ORMDL2	0.375125
PRSS7	-2.48375
PSAT1	-1.58525
FLJ13195	-1.373
TBC1D1	0.974
IFNG	0.5405
OTOS	5.32416666666667
ZNF773	0.0866666666666667
EMD	-1.146
RETN	0.1545
CCL8	2.5145
APH1A	-0.418625
COX18	-0.387625
GTF2IRD2	2.026
CCDC82	-1.27675
PAFAH2	-0.6193
NPEPL1	-0.0979
RP11-114G1.1	-0.7935
TP53INP1	0.810875
ZNF300	1.605
FOXL2	-1.972
LARP2	0.744833333333333
LATS1	-1.419
HTR6	-1.409
SPOCK2	0.853833333333333
RNF144B	2.49516666666667
HTATIP2	-1.09725
MGC10334	0.417833333333333
CENTA2	2.16216666666667
FGF2	-0.72175
FXYD7	-0.0315
PHYHIPL	0.287875
GPR34	1.533
DDX6	0.432666666666667
OR10W1	0.1205
LHFPL1	0.4695
ZNF313	-1.04485714285714
VPS28	1.77675
AP3M1	-1.3367
AKR1CL2	2.0105
TRAF4	0.82425
OR2B11	1.281
C19orf12	2.3845
AKAP9	-0.880333333333333
C1orf62	0.279
SLC20A1	-1.3652
FAM112A	-1.994
LDB2	1.82575
MRPS23	-2.56625
KLK5	5.916
SPTB	0.371444444444444
EFEMP2	-0.392
EFNB2	1.34925
