Hybridization REF	TCGA-A8-A0AB-01A-11R-A034-07
PAQR7	0.081
ZNF676	-0.3385
CACNA1C	-0.2455
SP7	0.5915
PDCD6	0.28525
NRN1L	-1.919
BRI3BP	-0.423083333333333
KIAA1183	0.55
ASB4	-0.0035
CCL23	0.1197
OBSL1	-0.87925
SLC12A7	0.509083333333333
KIAA0240	2.00725
CD1B	-3.042
FCGR2A	0.68475
MDC1	-0.5965
HTR1A	0.2175
OCEL1	0.54175
ATP11B	-0.670375
FBXO34	-0.179833333333333
PCDH12	3.08716666666667
RPE	-0.62075
C17orf74	-0.1955
CSDC2	0.423833333333333
PET112L	0.44025
TMBIM1	-0.581125
P2RXL1	0.19375
TCHP	-0.54425
TRMT1	-0.901
F2RL2	1.58066666666667
LRRC32	2.96466666666667
IMPG2	0.139
BGLAP	-0.25
LOC493869	-1.12358333333333
MRAS	0.647125
SLC35F5	0.506
CBWD1	0.7825
AXL	-1.496125
ATP2C2	0.58925
TELO2	0.12025
PNPLA3	-2.326
PCDHB14	0.8595
CD276	-0.0255
KRT80	-1.50875
DUSP28	0.1335
CSNK1E	-0.405666666666667
SRP14	0.928
KCNQ4	0.0305
KRT72	0.130833333333333
CCDC117	0.06975
C6orf89	0.411
TUBB2B	-2.72483333333333
RTN4IP1	-0.19875
CR1L	-3.92083333333333
CEND1	0.131625
C12orf41	0.206833333333333
RNF31	-0.416
UBN1	0.5195
C17orf32	1.391375
SLC5A7	0.32525
GPR92	-0.044
ESAM	1.9004
CTNNA1	0.9355
HRBL	0.5024
CBX4	-0.31875
TMEM182	0.048
SH3TC2	-1.48716666666667
IL10	0.275666666666667
PXMP4	1.0275
RNF167	-0.2393
PAK7	0.822833333333333
ETV3	-0.106
ATPIF1	-0.396666666666667
LOC554207	-1.793
OR8H1	0.11575
WDFY3	1.626375
DPM1	-1.05225
GPSM1	0.0135
WDR92	-0.2238
LRP1	0.2785
ANKH	-1.54075
THUMPD3	-0.81025
POLR1B	-0.40375
OLFM4	4.91583333333333
RAD9B	0.47275
TSPY2	-3.5215
PAX6	-1.51983333333333
SCG2	-2.98425
SLC17A6	0.1175
FMO3	1.416375
PADI4	0.0005
TUBB4	-1.2198
NLK	0.206
POU4F3	-0.2795
SDF4	-0.51775
ITGBL1	1.41283333333333
NETO1	-1.430125
TAP2	-0.582625
ABBA-1	-0.2975
GNAI1	-1.41725
VPS4B	1.4715
NOPE	-0.2171
GALNT6	2.5395
SESN1	2.281
GBE1	-1.994
CLASP1	-0.33025
RASGEF1B	0.537375
ACOT11	-0.378714285714286
AFAP1	1.285
OR2H2	0.12925
DPY19L2P1	-1.141
DZIP1	-2.26325
SEC22C	0.1385
GPR161	0.711833333333333
RNF146	1.42775
WDR74	-0.605375
GALP	-0.236
PURA	0.6755
DNPEP	0.155166666666667
RP11-78J21.1	-0.63175
ERBB2	2.933625
FANCM	-0.779583333333333
NEO1	1.47483333333333
DDX3Y	-4.8904
RPS3A	0.87775
MXRA7	0.188714285714286
LGALS3	-1.52316666666667
GLT8D1	0.17875
CFL2	-3.156
UPB1	-0.03075
NAP1L5	-0.258125
CLDN14	-0.0925
DHX38	-1.196
BTBD1	-0.10175
TARS2	0.787666666666667
ABCF1	-0.3155
FCF1	0.685833333333333
LRRC49	0.45825
GUCY1B2	-2.6125
C1orf177	0.166666666666667
SMARCA4	-0.156428571428571
LRP8	-3.522
TAGLN3	-1.06275
MRPL14	-0.30125
TTRAP	-0.10075
ZDHHC20	0.83925
NFE2L3	-0.60875
KIAA1377	-1.1775
PALMD	-0.059
TMEM43	-0.323
TTL	-1.245
STAT5B	-0.530166666666667
SSB	-0.81425
OR10H5	0.221
SLC22A13	-0.59
AKAP3	-0.209
TIMM23	0.2985
OAS2	0.400833333333333
KIAA0423	0.7295
TRIM11	0.9115
GLIS3	0.629
TMEM50B	1.30433333333333
ARHGEF4	-1.581375
DEGS1	-0.347454545454545
TBL1XR1	1.1193
G6PD	-1.92875
SP140	-1.7667
MUC17	-0.0691428571428571
NUDC	-0.7004
DNAJC5B	1.6395
SCARA3	-0.268166666666667
CPA3	5.972
BCAT2	0.08275
MFN1	0.0872
NRG3	0.108
SNX11	0.46925
PLEKHH1	-0.701333333333333
GPR177	-0.000333333333333336
HCFC2	0.29
TCAP	-0.81025
MOCOS	-1.96075
C14orf93	-0.38525
PRDM10	0.0415
SLC16A4	0.646583333333333
SRGAP1	0.528666666666667
VIP	0.1515
DUSP27	0.373
LILRA1	0.2334
MC2R	0.371
MGC24103	-1.766
MBTD1	-0.7225
FUT11	-0.894333333333333
USP33	0.1421
C15orf39	-2.034
MAP3K12	-0.293625
PAAF1	0.2105
BARHL1	-0.193
FLJ16165	-0.05
PIWIL2	-2.885
SYNE1	-0.14625
CMTM4	0.352375
TSPYL1	1.604
GUF1	-0.0355
TMEM157	1.475
WDR44	-0.10775
HIST1H3C	-0.05025
DKFZp666G057	0.894
RNPEP	0.29425
GAS2L2	0.167666666666667
ADH4	-4.44375
GRPR	-0.197333333333333
FBXL17	0.3985
ZBTB10	0.453666666666667
Gcom1	0.713888888888889
HTRA1	1.4464
ZNF585A	0.127666666666667
SLC26A2	0.436571428571429
OTOP3	0.380333333333333
WISP1	1.84955555555556
ATP2B4	-0.256166666666667
FLJ10769	0.99725
CRAMP1L	0.384875
CHST12	-0.45775
RAB22A	0.24475
TARDBP	0.103
STAU1	-0.26375
CRB3	2.33633333333333
MIG7	0.0705
CHMP1A	-0.567
ZNF160	0.232875
B3GALT6	0.615625
BARX1	-2.0045
C6orf167	-0.794
NXNL1	0.2495
DHX29	0.424875
HADHB	0.35875
PLXNB2	0.422375
ILDR1	-0.94875
SLC15A3	1.71775
GAS2	-4.7115
C20orf69	0.2385
NUMB	-0.85575
TNIP1	-0.422875
MESP1	-1.19483333333333
PSKH1	-0.31175
NSFL1C	-0.280125
RHOG	-0.78575
HEY1	-2.32766666666667
KNG1	-1.758875
ITGAX	0.7898
LIN9	0.0551666666666667
CANT1	0.975125
XRN1	0.0811428571428572
CCDC96	1.6503
HEATR6	-0.885833333333333
GNG7	1.32216666666667
RUNX2	0.5269375
SOX1	0.297
FCRL5	-0.0745
ZNF99	0.224375
FAM9A	0
SNX22	0.0515
MBNL3	-1.69333333333333
ODC1	-2.8436
ADORA2B	-2.38833333333333
NR2F6	0.6055
ZFYVE16	0.314777777777778
SYNJ2BP	-0.9288
POLE	-0.830375
E2F2	-1.0755
THRA	0.3265
PTGES2	-1.35266666666667
HIP1R	0.8305
TMUB1	-0.827833333333333
ENO3	-2.50625
RSPH10B	-0.342
CXorf39	0.992
IRGC	0.22525
GPR109B	-0.31775
FLJ13305	-1.3265
LCE3A	-0.0685
TNFRSF18	0.659833333333333
DET1	0.63575
TRPM3	-0.26
C16orf79	-1.064
FECH	0.511
RAP2A	0.356166666666667
CRIP1	2.38583333333333
AZIN1	0.211125
SLC7A7	2.268
IL10RA	-0.3362
TMEM64	-2.431
CDC42EP4	1.2295
C16orf58	0.4781
ARG2	-2.72125
POU5F1P4	-4.69075
FAM62B	-0.308875
DNAH8	-1.8907
ASH2L	-0.058875
TSLP	-3.055
CNTNAP5	-0.4914
TMEM16C	-0.47625
IFNA14	-0.2995
SLC1A3	-0.207375
CABYR	1.51475
BCL7B	-0.124
NUDT13	-0.679333333333333
C13orf28	0.30875
C1orf53	0.05175
ARL6IP4	0.2315
RPL35A	0.031
EMR3	0.207
RAB40C	1.016
SLC41A1	-0.330833333333333
LRCH1	-0.6105
LY6G5B	-1.0135
FAM124A	-0.837142857142857
MGC10981	-3.84766666666667
CLIP3	-0.216
MAP4K2	-0.745
CHIC1	0.2255
SULF1	3.38383333333333
C20orf30	0.283357142857143
PRDM5	-0.80825
ELOVL1	-0.1935
C11orf48	-0.278375
SLC39A10	0.63625
KCNV1	-0.1005
ACP1	-0.457666666666667
ZMYM2	0.783125
B3GNT6	-0.075
C9orf69	-0.46925
C2orf15	1.14825
C20orf166	0.299
HSP90AA6P	-0.1175
EDG7	-0.9995
NEURL	0.54525
LPL	0.439666666666667
CLEC2D	-0.220214285714286
GRRP1	0.828333333333333
CD8B	-3.6945
HIST1H3D	-1.14733333333333
SLC6A12	0.199
FAM27L	-0.00850000000000001
CD84	0.6103
RASA1	0.166
PHKG1	-0.4705
MAGEA11	-1.0025
IMPA1	-0.6747
NPM3	-1.7255
RARRES1	2.11125
SH3BP1	-0.303
B3GNTL1	0.199
ARPC5L	-0.340833333333333
KLHL26	0.41075
SIM2	2.18525
GJC1	0.2685
C20orf194	0.07975
EXO1	-1.401
SLC2A2	-2.24516666666667
LOC285074	-1.14375
LRG1	0.801
KIRREL	0.116
PIK3R1	0.615928571428571
C4orf34	1.56875
MAF	-1.74094444444444
ADCY4	2.37483333333333
ZMIZ2	0.5836
SLC46A3	1.39483333333333
STAMBP	-0.430666666666667
CCDC16	1.4365
MS4A12	0.2595
TCF20	0.3405
LRRC46	1.712
C20orf152	0.429
MRPS6	0.315875
ABCB11	-0.272
KCNC2	-0.0921666666666667
CDH19	-2.641
C9orf123	0.0891666666666667
SSH3	1.674
LDLRAD1	-2.58075
CCBE1	-0.337
ZNF135	0.3875
TAAR1	0.491
WFDC12	0.38
CCDC42	-0.2005
FLJ12529	-1.282
PER1	-0.775833333333333
TIMM50	-0.403666666666667
SMARCAD1	0.738
FAM26C	0.3095
TP53TG3	-2.59183333333333
SH3RF1	2.4882
LMCD1	2.35
GPR63	-0.2245
FLJ21986	-3.157
AIFM3	-0.14325
MICAL1	-1.03833333333333
BLZF1	1.70166666666667
IQCA	0.517
PCDHGC3	-0.952
SAC	0.10075
BCL6B	1.80166666666667
DDO	-1.00475
MARCO	1.04675
DCHS1	1.0455
C1orf170	0.988333333333333
CD200R1	0.163833333333333
C22orf15	-0.662
SEPT11	0.0446666666666667
ADNP	0.01025
UST	-1.3453
C13orf34	-0.533333333333333
RFFL	0.955214285714286
APBA3	-0.0925
C2orf60	-0.272875
CUTL1	-0.194
PMS1	-0.853125
ZNF689	0.2425
EIF3E	-0.6725
IL9	-0.334833333333333
RPL31	-0.097375
LY9	-0.309
ATP2B3	-0.037
KDELR2	-0.0378333333333333
TFCP2	0.451125
NLRP12	0.60325
FLJ45422	0.29275
TLE4	-1.639
ZNF570	-0.5525
FLJ43806	-0.754
TLK2	-0.208375
CIR	0.654
MARS2	0.2705
COL24A1	0.41425
SDF2L1	-0.9165
HIBADH	0.628333333333333
IGFBP3	-3.00478571428571
C12orf23	0.9375
PSPC1	0.0205
C20orf43	0.014
TRAV20	0.0855
ARHGAP24	0.091625
KIAA1975	1.36175
C1QA	2.8251
DNTT	-4.3615
C10orf6	-0.0829166666666667
C11orf41	0.2025
HNRPF	0.5755
COL11A1	5.03
UBAP2	-0.6545
CDKN2AIPNL	-0.627
C20orf174	0.76375
SPRED2	0.94575
PLA2G12A	0.816666666666667
ICEBERG	-1.92366666666667
SCN10A	0.282
C11orf65	-0.43325
GBP5	1.4865
PITPNC1	-1.37783333333333
POU3F3	0.373
NCOA7	-1.12825
LIN7C	-0.6173
LOC348840	-0.7495
NKX2-2	-2.70875
ANKRD13D	-0.280125
LOC123688	0.62425
FUT2	0.579666666666667
TAAR8	0.423
FZD4	-0.242833333333333
PNMA3	-1.3575
OR4L1	0.293
WIT1	-1.457
EXOC3L	0.67575
ATPBD4	0.1026
KRBA1	0.01575
UBXD6	0.683
HOXB7	-0.730071428571429
C7orf23	-0.8395
UNQ338	1.31025
STAB2	1.6005
CDC20B	0.3645
IRF9	-0.146
CENTG1	-0.607666666666667
TNPO2	-1.06975
MCPH1	0.537875
BMS1P5	-0.73875
SLC26A7	0.0635
HIST1H3J	1.18775
C9orf3	-0.7942
LBH	0.285125
MYO1D	0.65
PTDSS2	-0.764
NFU1	-0.10825
DEPDC4	-0.0305
WNT7B	1.7599
GLP2R	-0.271166666666667
SETD4	-0.145
DYNLT3	-0.0503
FKBP11	-1.576
SESTD1	0.3535
FLII	0.2785
RPS16	0.0443
CHPF	-1.1365
CSNK2A1	-0.581333333333333
SUMO1P1	0.402
FKBP6	-0.3315
ZNF214	1.19783333333333
TWIST1	1.68533333333333
DDX56	-0.706666666666667
TRAM1L1	3.8946
EPO	-2.93116666666667
MRPS18B	-0.13375
ZNF682	0.430833333333333
RPL14	-0.126833333333333
MAFF	-1.07
LOC51136	-0.462625
LY96	-0.7175
DDX20	-0.0165
ABTB1	0.0136666666666667
ARL5A	0.0836
CCT6A	-1.17875
HEPACAM	-1.1325
EHHADH	0.238
RBAK	0.37
CGB1	-0.042
ITGB5	0.7665
YIPF3	0.07375
FKBP2	0.14875
NR1D1	-0.1357
TMEM110	-0.5525
NEK2	-0.177166666666667
PRAMEF8	-3.01775
C20orf52	-0.938
PCDHGA3	-1.314
VWA3B	0.15
NDUFA5	0.4565
THAP9	0.39825
FLVCR2	-1.243
AP1S1	-1.0045
SMAD6	-0.9555
SAV1	-0.125
SAT1	1.267875
ZNF251	1.080625
ADAMTS7	-0.1267
RPP38	-0.043
C1orf211	-0.9915
YPEL2	1.1911
RBMS1	0.33825
ZNF445	-0.124
NRXN2	0.410666666666667
PGBD4	-0.100625
UGT2B28	-1.2275
WBSCR16	-0.3952
NLRC3	-0.769625
ASTL	0.1055
ST6GALNAC1	-3.3815
ZADH2	0.850625
MLLT4	0.754416666666667
ARL6	0.593333333333333
MEF2C	-0.85275
CBFA2T3	-3.595
AFF3	2.01021428571429
COG7	0.633666666666667
MYB	1.60583333333333
PLXNA3	-0.1685
XRCC2	-0.721166666666667
MMS19	-0.311625
ST8SIA5	-0.8955
CHPT1	1.2595
KIAA1712	0.59775
OR6X1	0.165
ACTR3	-0.215875
UGCG	2.0755
OR4P4	0.4875
ZAP70	-3.594
LPP	1.43975
ZNF485	-0.02475
PTPRCAP	-1.212
IL12RB1	0.0445
ATRX	0.8661
CHST8	1.585
C14orf109	0.535
ARV1	1.42275
NMB	-1.48471428571429
COX5A	-1.1785
EIF6	-1.01075
MPPED2	-1.11916666666667
SEMG1	-0.9605
CHRDL1	-0.221
TRAF3IP2	1.1635
WNK2	-0.18475
LILRA4	2.13033333333333
LAMA2	3.19475
PXT1	0.0285
RLBP1	-2.75125
CD300C	0.09075
SLTM	0.247875
FLJ10404	-0.2055
APOBEC3D	-1.29883333333333
RENBP	-0.501166666666667
ATXN7L1	0.086875
NID1	-0.24775
TUBGCP3	-0.441625
ITIH5	0.744722222222222
CCDC110	2.76375
C8A	-2.46725
MGC87042	-0.14375
HOXC13	0.15075
TFDP2	-0.40975
HCP5	0.071375
POLI	1.241
UCN	-0.868166666666666
ZNF764	0.828166666666667
C8orf45	0.5445
FHL3	-1.02275
SPATA5L1	-0.265
MMRN2	2.28233333333333
NDST1	0.743
COL20A1	-0.410333333333333
ZNF248	-0.229833333333333
PELP1	-0.524
MBL2	-2.356
RNF41	0.401
C5orf24	0.632625
THOC5	-0.694
SERINC3	-0.0339166666666667
RP11-151A6.2	1.862
CDCP2	0.112
HIST1H2AA	-0.24525
C11orf75	-0.470333333333333
FKBP7	0.0385
DDOST	-0.53025
GPNMB	0.259
TTF2	-1.229
KCNT1	0.0218333333333333
SLC39A14	-0.688
NGRN	0.2072
GPR137B	2.91575
MECP2	0.200875
PSMA1	-1.16425
C16orf73	-4.79625
TMEM60	-0.3445
CSN3	-0.2505
NOS1	0.3655
RAB7L1	1.3235
YBX2	0.872
KIAA1166	-1.317
FUBP3	0.439833333333333
ABCG1	0.931
ACACA	0.035
ARL11	1.3255
ATOH1	-0.092
ODF1	0.0833333333333333
CREB3L3	-2.19533333333333
TMEM127	0.818285714285714
DSCAML1	-0.98
PLN	0.900666666666667
LYPLA1	0.300166666666667
PRDM9	-1.738
SASP	-0.1775
PLUNC	0.231
INTU	0.8965
HISPPD1	0.83475
LNPEP	-0.405833333333333
YARS2	-0.325833333333333
APCDD1L	-1.6415
ZCCHC4	-0.1482
FBXO22	-0.390166666666667
TTLL13	-0.354
ZNF669	0.519166666666667
PTGDR	0.83225
DDX27	-0.43325
KIAA0409	-1.05733333333333
GJB6	0.1925
ASB8	1.238
PLP2	-0.736666666666667
MEPE	-0.38225
OR10J5	-0.0755
KRT222P	0.76825
COQ7	0.961333333333333
C1orf101	1.12525
RERG	3.5563
CHMP5	0.45275
THAP11	-0.38
ZNF43	0.439333333333333
ZRANB3	-0.514833333333333
KRT13	0.67575
MRPL19	-0.367
RBBP9	0.5185
SPATA17	1.3505
BXDC5	0.192166666666667
PAFAH1B1	-0.56175
MAGEE1	0.96425
OSTF1	-0.144
KIAA0323	-0.637333333333333
TXNDC13	-0.506333333333333
CNTN4	1.39375
LCE1B	-0.243
UNQ501	1.05575
ZNF154	-0.2365
C3orf64	-0.1955
SYT5	-0.2882
PON1	-0.235166666666667
FLJ10357	-0.52125
ATP4A	-1.513
GNPDA1	0.123666666666667
MGAT1	0.149166666666667
C14orf121	-0.24775
SLC35B2	0.3215
MIER3	0.8015
CHEK1	-2.427375
ZNF8	0.212666666666667
TXNDC1	-0.8085
CKB	-2.6399
RTN3	0.441285714285714
FZD2	-0.0248333333333333
PART1	-0.36975
PSMB6	-0.6635
PCDHB8	-1.1605
PHC3	0.1242
PPP1R8	-0.100666666666667
NOVA2	1.16233333333333
TNFRSF11B	-1.385375
GOLPH3	0.8985
UBLCP1	-0.71775
SUHW3	-0.6225
TTLL1	1.6475
OPN4	0.0945
OR13G1	0.2675
ZPBP2	-0.3965
HSD17B11	-2.3905
C9orf50	0.189
DHDDS	-0.2755
CTSW	-0.0237
NEFM	-1.9555
MRPL28	-0.13975
SYN1	0.4345
PIGV	-0.0658333333333333
ZIM2	1.29625
APBB1	0.0633333333333333
SND1	-0.61125
C1orf123	-0.181333333333333
CHD3	-0.34
BHLHB8	-0.11525
RNASE2	0.238833333333333
BCAP31	-0.10625
SLC25A44	0.892833333333333
CHD6	-0.1867
PIB5PA	2.139
SELS	0.13575
LOC541471	-0.3225
FAT2	0.195
ZNF81	0.3665
OR4C16	0.3975
FLJ10081	0.4709
LRRC4	0.43575
CS	-0.458833333333333
N4BP2	-0.563375
IGFBP7	1.02725
ZNF318	0.593916666666667
NDNL2	0.31975
ZNF609	0.580125
SIRT4	0.23725
EXOSC10	-0.30625
ECE2	-0.00333333333333335
OVGP1	1.26775
GTPBP3	-0.719
PACS2	0.4516
C19orf36	0.2215
ARL4C	-1.3745
ATG4B	-0.796125
UBQLNL	-0.84125
RHOXF2B	-3.617
PLEKHG2	-1.6875
GALR1	-0.481
AQP4	-0.0593333333333333
HDAC7A	-0.0863333333333333
DCUN1D3	0.784
OR8A1	-0.0985
CCRN4L	-0.387
CBR4	0.267333333333333
KIFC1	-1.594
SLC7A14	-1.08866666666667
LHX5	0.158
TRPC7	-0.2695
LPXN	-1.6435
SERPINA1	-2.803375
RPS13	-1.1503
BPIL3	-0.3855
PRKAA1	-1.50975
FADS2	-0.8345
ENAH	1.73375
PRO1768	-0.2405
APBA2BP	-0.57925
LIPH	1.88616666666667
C3orf33	0.01475
RCC2	-0.1045
ALDH1A2	-3.0877
RNF103	1.92275
AHCY	-1.079625
ALG12	0.237
CCL17	-0.14075
ZNF543	0.854833333333333
ESRRG	2.6939
CNGA1	1.49825
RDH5	-0.7805
OTX1	-0.0218
PTGFR	-2.03583333333333
CDR2	0.319125
SELE	3.26525
NLGN2	-0.624
EXOSC9	-0.5825
ZNF566	0.348333333333333
KLRC2	-5.192
GPR12	0.5285
KIAA0196	0.48725
PDRG1	0.0385
SSR3	-0.988571428571428
MSI1	-0.8325
CST9	0.0915
CC2D1A	-0.136125
PLAGL1	-1.01833333333333
ZNF778	0.163
RNF2	0.88275
KLF6	0.741833333333333
THBD	1.02066666666667
tcag7.1314	1.596
NR5A1	-0.2555
ABCD2	-0.2125
DNAJC7	-1.422
CLEC4C	0.3205
TM2D3	0.6965
CCDC4	-0.8295
PLAC2	0.874
DCD	2.3765
FAAH	1.708375
POLA1	-0.199166666666667
TM7SF2	-0.374125
FLJ39822	-1.16366666666667
FLOT2	0.1595
MAP4K1	-1.102
SRP68	0.144
C21orf74	0.7645
ARPC5	0.749875
LOC126075	1.978
HECW2	-0.249125
ZDHHC4	0.009
ANKRD42	1.3086
PDE9A	-1.24666666666667
ABCA8	0.897
NDUFS2	0.887
UBR5	-0.065375
BTBD16	-2.95625
LOC554174	0.334
ZNF20	1.2435
KIAA1843	-0.328
WDR17	0.176375
C15orf33	0.674
RNF113A	-0.28275
CAMKK1	-0.4014
CLCN2	0.3115
ANXA6	-1.418
LOC340069	0.361
EMID1	1.75925
DPM3	0.479916666666667
ELA1	0.0695
SLC25A13	-0.7718
KRT24	-0.1845
SMPD1	-0.368666666666667
TH	-0.081
COL6A2	0.150714285714286
ANKS1B	2.57
GPR126	-3.1631
ZC3H12A	-0.408166666666667
TMEM47	-0.506
C2orf51	-0.155833333333333
C1orf88	2.97183333333333
HSF2BP	1.1605
AKAP10	-0.32375
RPAP3	0.2375
KLHDC8B	0.31925
STOM	0.7419
MUPCDH	0.000500000000000007
C10orf72	-0.577
PLEKHA3	0.823166666666667
TCP11L1	-1.08125
CWF19L1	-0.15075
SPEF1	1.39507692307692
YSK4	-0.48125
ELN	0.9115
SAMD8	0.131166666666667
MPI	-1.3715
MEPCE	0.1064
ABCC3	0.06525
NANOGP1	-3.4255
KCNK17	1.11575
HLA-DMB	3.563
RRAGA	0.792
ANGEL1	-0.81625
RBM32B	0.0335
CPN1	-3.12225
MGC52282	1.3133
HLA-A	-1.08333333333333
OR9G4	0.0305
EDNRB	-1.781125
SCD	-3.2275
C14orf80	-0.517833333333333
BAGE2	-0.1845
RABL4	0.939666666666667
RCVRN	-0.264
SHANK1	0.143
NLRP7	-3.34425
CD226	0.56075
STAT3	0.97325
SYNJ2	-0.1152
TPCN2	-0.0161666666666667
WDR36	-0.5585
MBD4	-0.02525
ROBO1	-1.7635
ST3GAL6	-3.03025
SLAMF8	1.68383333333333
ATN1	0.2415
GPR141	-0.12125
KRT36	0.072
TPH1	-0.313
DDX52	0.5185
ZSCAN29	0.0216666666666667
TRPT1	-0.123333333333333
DPEP3	0.21775
DENND4A	-0.912875
TSPAN16	-0.3135
PTCHD2	0.095
LOC145814	-0.78375
CAP1	-0.131833333333333
EIF5A2	-0.5469
NT5DC3	-0.36875
SEPT9	-0.886375
SEZ6L2	0.44125
EGFLAM	2.973
VPS11	-0.139
NDUFB5	-0.186666666666667
CIDEA	3.307
IER5L	0.4065
N6AMT1	1.55125
FAM83C	-0.11775
OXR1	0.67325
IRX1	0.0865
DGKB	-0.579833333333333
GCN5L2	-1.07925
MIR16	0.9705
FBXW9	0.8295
WDR4	-1.25966666666667
PDC	-0.1045
VPS33B	-0.4885
HEXB	0.07625
FLJ32214	0.31325
TCEB3	-1.223
CRLF1	-4.21
ABI3BP	-0.11225
C8orf22	-4.067
PYCR1	-0.6155
KIAA1706	0.51375
CDK5R2	0.391625
WAS	-0.471
C12orf60	-0.63625
CCBL2	0.0765
MADD	-0.6125
C5orf34	-1.4575
WDR42A	1.6386
KLF12	0.39525
HSPA1A	2.6785
ITM2C	-2.34941666666667
DAPK2	1.76
LOC442590	1.2405
SUMF2	-0.269375
CENPA	-2.16230769230769
TMED5	-0.43075
CDH6	-1.4231
BRP44	1.4495
THG1L	-0.395
GABRA2	-2.72425
C14orf166	-0.59875
MYL1	-1.1845
TNFSF18	-0.3525
PAP2D	-0.697
PPIB	-0.99675
KLHL4	-0.626125
SFN	-0.486166666666667
CCDC127	0.85775
FRAP1	-0.35675
GOLGA5	0.91425
SDCCAG1	-0.487625
MGC21675	0.426833333333333
C10orf95	-0.8225
KIAA1345	-0.154333333333333
C1orf163	-1.1475
LACE1	-0.0263333333333333
OR10K2	-0.00699999999999999
CENPN	-2.30952
TMED2	1.03825
UGT1A6	-1.965
ANG	-0.716
U2AF1	-0.907833333333333
CASC2	0.273333333333333
NMT2	-0.4705
OSGEPL1	0.38575
DFNB31	-1.393
SLC6A20	-0.363125
DKC1	-0.64575
FXYD4	-0.6305
WDR64	0.25
MGC5590	0.5615
CREBZF	0.2275
DAZ1	-0.523
PRPSAP1	-0.21325
GCHFR	-1.19575
TTC7A	-1.922625
LOC196993	0.89125
UBD	0.230666666666667
S100A1	1.1905
RPL6	0.510166666666667
DNAJB6	0.5844
NAGS	1.4203
C2orf58	-0.0265
KERA	0.921666666666667
MT1X	-0.5176
UBE2B	1.0147
KEAP1	0.32325
MST1	-2.544
OMA1	1.104
ABLIM2	1.331
BCL2L13	-0.0981666666666667
JAZF1	-0.730833333333333
TMEM63B	0.5395
S100A8	-1.354
ARFIP2	-0.23625
UROS	-0.02925
KHDRBS2	-0.9245
POLQ	-1.555375
SOAT1	-1.65775
SPAG4	-1.74775
MRPS30	-1.46766666666667
LOC494141	-0.6895
OR2T11	0.388
ORAOV1	-0.0304
ZNF184	0.385666666666667
TCEB3B	0.323166666666667
ADAM21	0.172
GDPD1	0.395
SPINLW1	0.226
PRR14	0.322
KCTD9	-0.4901
NUDT3	0.3335
KIAA1822	0.1463
HIST1H4K	0.4415
DFNA5	-2.40025
GABPA	0.74625
C14orf44	0.43275
POLB	0.68275
PTAR1	-0.4305
SEC31A	0.3616
TRIM58	0.9615
TAS2R14	0.192
VPS8	0.475875
H1F0	1.12566666666667
PRKCB1	-3.83
UGT2A1	0.1895
TOR1B	-0.56925
LSS	-1.5245
C2orf19	0.092
HNRNPC	0.434
TMEM100	-1.382
LOC116349	-0.761
OR51M1	0.1675
CCDC142	-1.1595
ISG15	-1.3854375
ZCCHC14	-0.299
CREBL2	0.90825
TGDS	-0.921
DC2	-0.1885
CACNA2D3	-1.17335714285714
ZNF429	-0.706
LYPD6	-2.22666666666667
SUCLG1	-0.192
OR51I1	-1.045
MAGEH1	2.2725
PRPF40A	-0.5135
SMR3A	0.3
SPINK2	-1.8085
THAP2	0.837125
NPY5R	-0.086125
IRF4	-3.103625
SPESP1	-1.61483333333333
OR10S1	0.5885
DTD1	-0.778
TUBE1	0.08925
DDX19A	-0.8925
PDPN	-0.9405
TMEM34	0.6315
MGAM	0.41925
COL3A1	5.42144444444444
GFM2	-0.2805
OR5A2	0.2395
PSG9	-0.7925
ARHGEF11	0.336
IVNS1ABP	0.2765
SIGIRR	-0.14825
DUSP19	-0.4525
DNAJC14	0.4246
ACSS1	-1.66275
IL1RAPL2	0.683
C4orf30	-0.47975
SEPT4	1.26775
LANCL3	-2.58875
SPAG17	0.991166666666667
PRDX3	0.527875
HNF1A	-1.63825
P4HA2	-0.879375
RFWD3	-1.209
MOV10	-1.243
DNAJA5	0.620071428571429
LOC729440	0.50575
LOC200383	1.043625
SMC2	-1.923
MIXL1	-1.46116666666667
TMEM9	1.0725
FAM86A	1.399
ZNF174	0.8929
MYH14	-0.48175
CCR8	0.367
VPS37C	0.723
GPATCH1	0.652666666666667
B3GNT8	2.706
TBX4	-0.638
CNR2	0.208666666666667
PCDH1	1.64025
C5orf29	2.90425
OCIAD2	1.59725
PLCG2	-0.42925
KIAA0247	1.25575
HRH3	-0.0808
CAPN13	3.993875
CCR1	-1.7361
MGC15523	0.0157222222222223
UVRAG	0.2965
DNAJA2	-0.704666666666667
ITGA2B	-0.9995
CLDN5	2.8895
PTPRN2	-2.31885714285714
ZNF512	0.1475
PSAP	0.339
CCDC140	-0.953
LRRC55	0.11925
CYP26C1	0.1715
C8orf47	-0.86575
LYN	-1.0085
DUSP6	1.73066666666667
TGFB3	3.29033333333333
ELK1	-0.3869
PCDH11Y	-0.3555
HGD	-3.91275
C17orf58	1.8745
MYO3A	0.0195
SERPINE2	-5.24866666666667
AARSD1	-0.417375
C14orf73	-1.50325
ADAM33	-0.28
ZNF491	0.651
MAPK6	-0.725
TCN1	2.407
SLC24A6	0.6945
UBE2R2	0.094
