Hybridization REF	TCGA-BH-A0E2-01A-11R-A056-07
ZNF534	-0.24375
IMMP1L	0.5865
NIPSNAP3B	0.115
FTMT	0.3315
PWP2	-0.566
MMP15	-0.5165
DNAH11	-1.844
MTMR14	-0.06175
DNAL4	1.21
IPP	-0.28
TMEM59	-0.22275
C1orf157	0.9235
RGS4	0.2935
DDX18	-0.18
SNX6	0.20275
ZNHIT2	0.211833333333333
NCDN	1.52583333333333
FLJ33534	0.612
RAG1	-1.51028571428571
OR4D10	0.6905
PTPN5	0.130666666666667
POMT1	0.12025
LRRC8A	0.1817
CYP1A1	-1.144
CAPN1	-0.252
DDHD2	1.41875
GRIK2	0.05625
GNRHR	0.2395
PPBP	1.03225
HTR3A	-0.475875
SLITRK4	3.31725
ANKRD49	-0.5955
BTF3	0.436
SARS	-0.34575
C13orf18	-0.316666666666667
CACNB1	-0.0767142857142857
QKI	0.117090909090909
SETMAR	0.46375
MAN2B1	0.389166666666667
EML3	-0.759
ACADL	0.303833333333333
OFD1	-0.2885
DEFB114	2.2195
CGA	1.9324
PEX16	0.150833333333333
LRRC10	-1.217
GNG12	-1.3245
C1orf152	-0.0735
CHRM1	0.4295
CD53	-0.397875
DBH	-0.2925
TFAP2B	0.308875
HIST1H2BJ	0.536666666666667
FAM46D	-0.589
TMEM11	-0.3735
C3orf32	-2.48175
PCCB	-0.756625
IPO13	-0.21375
C6orf105	-3.02125
COMMD5	1.22
SUV420H1	-0.0794999999999999
LTBR	0.8805
ARHGAP15	-1.513875
HDHD2	0.4775
TDRKH	-0.728833333333333
LOC401052	0.128
PSG4	-1.3945
GNB4	-1.194
SPATA4	0.793
SLC9A3	-0.9495
OSBP	1.26733333333333
NBPF3	-0.605416666666667
DOCK11	-1.589
SLC39A5	-1.38183333333333
PRR5	1.3689
C10orf63	3.3845
SMTNL2	-2.119
ADRA1A	0.05
ASAH1	0.2314
DOM3Z	-0.0181
GIPR	0.995166666666667
AHI1	-0.33325
NADSYN1	0.283333333333333
RGS14	-0.5518
IL18BP	1.1748
RTN4RL1	1.6345
ARMC6	-0.14825
PSMD5	-0.446
HK3	0.858
OR4S1	1.06025
RSU1	1.078
MAD2L1	-1.51722222222222
EIF4A3	-0.10175
DLEC1	0.321833333333333
E4F1	0.127666666666667
CHMP2B	0.8478
CAMSAP1	-0.0435
RPS21	-1.06683333333333
ARID5A	0.3015
UBE2N	-0.3059
IGSF8	0.858666666666667
MAGEB6	-1.471
ACAD11	-1.4463
MGC4172	-1.65825
LMO4	0.24825
KLKB1	-0.246
HP	-1.159
HDAC3	-0.511
SCHIP1	0.1905
CLCA1	0.465
OLFML2A	2.56625
C1orf112	-1.95175
KIF19	1.40158333333333
HAPLN4	-0.00740000000000001
CXCR7	-0.359
GOT2	-0.6504
RAB38	-3.169875
DCX	-0.06075
PPM1H	-0.244833333333333
NFYC	0.395583333333333
KIN	0.155375
ZNF228	1.55275
PLSCR4	1.83216666666667
HIG2	-0.94675
FAM79B	2.7385
C21orf86	-0.6952
KCNK10	-0.428666666666667
ZNF738	-1.052375
FSTL5	-0.546833333333333
OR6A2	1.065
OTOA	0.8475
EXOC1	0.429875
AHRR	-2.97725
PDAP1	-1.54308333333333
C19orf6	-0.327875
ZAN	0.46925
LY6G6E	0.2205
EIF4E2	-0.46375
C20orf198	-0.3365
ZNF324	0.551
CYP3A5	-2.4295
ENTPD7	1.80933333333333
MBOAT5	-0.548833333333333
GJB5	-0.7645
TTC13	-0.32575
S100Z	-1.43
KIAA0664	-0.743166666666667
PDGFRB	2.36158333333333
IL17D	0.108
OR56B4	-0.294
RDX	-2.549
SLC34A3	1.3455
IL28B	-0.0795
JUND	1.62275
CHRNB1	-0.621625
CAMK2B	1.114
FETUB	-1.47025
CXorf23	1.501875
MRTO4	-1.554625
TTC3	0.292
NDUFB8	-0.320833333333333
EDG2	-0.699
SEMA3G	0.85475
IL23A	-0.53425
GRHL1	-0.1768
LOC441054	-0.6955
WDR65	0.416
PSTK	0.228
STOML3	0.118
R3HDM2	0.8549
C5	-2.34375
SLC2A10	1.504
C3orf22	0.75475
PAQR3	-1.10192307692308
ANKRD26	-1.094
HCRTR1	0.035
LOC399947	-0.84
PSD2	0.2205
TIGD2	-0.789166666666667
SCRN1	-2.2555
COQ10A	-1.56125
DDI2	0.3845
METTL7B	0.1615
UCN2	1.06175
FAM92A3	-1.337
WDR16	2.246
ZNF511	0.0631666666666667
ZMYM5	0.048125
POLR3G	-2.07675
ZNF586	-0.143
C1orf49	0.201
TANK	-0.431
RCAN1	-0.726666666666667
PELI3	0.5775
LIMD2	-0.376583333333333
TMEM189	-0.027
NTN4	-1.104875
LOC151300	1.0245
CLEC2A	-1.1695
GPR135	-0.2275
DPYSL4	-1.8858
JAK2	1.327
TSHZ1	1.20683333333333
TM9SF4	-0.03825
ZNF264	1.43883333333333
SIRPG	1.281375
BICD1	-0.709
HERC6	1.79783333333333
METTL5	-1.1025
CASP1	0.08275
PRRT1	-0.177833333333333
PLA2G4C	2.55166666666667
ICA1L	0.116785714285714
TPTE2	0.897
OTUD7A	1.63316666666667
AQP11	-0.9745
APOA2	-3.8161
KALRN	-0.6143
SECTM1	0.0763333333333334
IFNAR1	-0.32025
TALDO1	0.183625
RAB11FIP4	0.0778333333333333
EIF5A	-1.0025
FAM49A	1.352
NEGR1	-0.312333333333333
YTHDC2	-0.00575000000000001
EHD2	0.567625
NCF1	1.4912
SCRT2	2.145
HOXA5	-0.808666666666667
NUP133	-0.1895
FGF12	-0.131
SLMO2	-0.092625
SNTA1	-0.57325
CACNG2	0.0905000000000001
GCM1	0.356875
ELF1	1.99883333333333
TLR5	2.368
TCFL5	-1.22625
RBMY2FP	-1.046
LOC100125556	0.076125
FAM129B	1.107875
MAP3K7IP1	0.22675
NCK2	0.11
OXA1L	-0.9675
FMO9P	0.3815
ZSCAN12	-0.30425
PSMD12	-0.09975
HSCB	-0.45925
CLDN10	-2.28275
MGC13053	-0.4405
HPCAL4	-0.390166666666667
ASZ1	-0.537
MEX3D	0.860833333333333
NFAT5	-0.6695
CSPG4LYP1	-0.147666666666667
FBXO3	0.7936
DVL1	-0.262666666666667
CMKLR1	1.59
TYMS	-3.4165
PEF1	0.578
ZNF750	1.37983333333333
MCM5	-0.3997
MEGF11	-0.2615
KCNK7	0.0995
PTP4A3	0.623
C1QTNF2	-1.14433333333333
OR6S1	0.189
FAM122B	-1.0855
ZNF551	-0.20325
HBQ1	-1.1475
GEMIN6	-0.9295
ARSK	-0.5
RBP7	3.8855
CPNE9	0.2255
DSC1	0.89
LOC730112	-0.105
MAP2K4	0.2725
HS3ST5	-0.847
EPB41L3	-0.2145
TEKT2	2.719
CDKN2B	0.669
ZNF480	0.54325
MAP3K6	0.0995
MAP6	0.861
HN1	0.9151
OR2L13	0.565
SLC16A11	0.21675
FAM96A	-0.83725
APOL1	0.59675
C5orf32	0.863
RTP1	-0.689
RNF175	0.23275
ZBTB41	1.10525
AHCTF1	-0.0473
SAE2	-0.2628
ITGA2	0.751416666666667
MME	-0.603166666666667
CCDC14	-1.35
MAST4	1.62735714285714
KRT33B	-1.4275
KCTD2	-0.157833333333333
WDR26	0.13875
MFI2	-1.00325
NR4A3	0.216
ARSA	1.20725
UNKL	0.269833333333333
SULT6B1	0.2645
CCNA2	-1.5745
SOX15	-0.694
PPAPDC1B	1.90333333333333
C19orf44	0.5575
MCAT	0.46125
ARID1B	0.584375
OR52N1	-0.6715
C12orf48	-0.90325
MAGI1	0.491625
NIPA2	-0.5145
GBX2	-1.623
RSHL3	2.408
RAVER1	0.961833333333333
C15orf17	-0.181
SLC30A2	0.6545
ZNF518	0.5355
PCYT1B	-0.8295
C10orf114	-1.0605
EIF3H	0.395166666666667
SLC25A39	-0.885166666666667
KIF1B	-0.60025
AMOTL2	-0.38925
C6orf120	-0.103375
PSRC1	-1.89725
PLA2G10	2.43925
KIF5C	0.33775
MRPL37	-0.9415
C17orf62	0.436333333333333
C9orf135	-0.179166666666667
DUSP10	0.8591
CLCNKB	0.515
PSMA5	-0.604
C8orf53	1.74
AMPD3	1.4725
PIAS1	0.09325
ADCYAP1R1	0.0035
GYLTL1B	-1.081
CDH20	0.554166666666667
FBXO7	0.40875
TMEM134	0.937333333333333
FLJ14213	0.9665
ZNF3	0.27825
LRRFIP1	-0.026375
CNOT2	1.51841666666667
ABI3	1.83525
ALDH5A1	-0.882083333333333
HNT	3.3373
SERPINA4	-2.234
TK2	0.589
STMN1	-1.68
GUCA2A	0.135
GALNT10	0.552428571428571
DPP6	-0.7923
C9orf93	-0.19475
PRELID2	0.06325
STK39	-0.102375
SFTPA1	0.1085
CKS2	-0.102333333333333
RHO	0.306875
C20orf135	-0.576
XKR3	-1.8595
CR1	0.0445
RPS6KA2	1.75335714285714
C20orf112	0.51125
MRPL22	-0.22425
C4orf23	0.0423333333333333
GADD45B	1.817
KLHDC1	0.9995
C2orf48	-2.2625
ZNF287	0.944
DAAM2	-0.8415
DPPA2	-3.4675
TCTN3	0.0636666666666667
DNAJB11	0.36575
FPR1	3.1755
DEFB4	0.139
PTCD2	-0.884
SMOC2	4.90616666666667
CABP7	2.27525
SERPINB11	0.40675
MAGEF1	-0.1275
NDE1	0.412333333333333
ITGA10	0.2405
FSHB	0.514
ANXA2	0.737125
HORMAD2	-0.221
HLCS	0.7285
MCF2L	2.10008333333333
FH	-0.757375
TBC1D24	0.6075
KIAA1505	1.03075
LGALS2	-1.49525
CNBD1	-1.0045
SYNPO2L	0.05375
PTPN23	0.243214285714286
C1orf183	-0.4735
MAGEA8	-2.27
DGCR8	-1.5535
GSR	-1.79625
PAQR7	0.65375
ZNF676	-0.2215
CACNA1C	0.1233
SP7	0.215
PDCD6	-0.21775
NRN1L	-1.546
BRI3BP	-0.185583333333333
KIAA1183	1.064
ASB4	0.192
CCL23	0.2897
OBSL1	-1.40125
SLC12A7	0.763416666666667
KIAA0240	1.669125
CD1B	-2.43933333333333
FCGR2A	0.92575
MDC1	-0.86125
HTR1A	0.719
OCEL1	0.9925
ATP11B	-0.818125
FBXO34	1.17583333333333
PCDH12	3.42283333333333
RPE	-1.09625
C17orf74	0.197
CSDC2	0.790833333333333
PET112L	-0.32475
TMBIM1	-0.03475
P2RXL1	-0.19475
TCHP	-1.06925
TRMT1	-0.973166666666667
F2RL2	0.6135
LRRC32	3.2325
IMPG2	0.168
BGLAP	0.0785
LOC493869	-0.89175
MRAS	1.429125
SLC35F5	0.2425
CBWD1	-0.149
AXL	-1.41325
ATP2C2	2.10375
TELO2	-0.5655
PNPLA3	-1.39075
PCDHB14	1.77725
CD276	0.769
KRT80	-1.002375
DUSP28	-0.4845
CSNK1E	0.276
SRP14	0.912
KCNQ4	0.01
KRT72	0.0213333333333333
CCDC117	1.3085
C6orf89	0.182222222222222
TUBB2B	-2.4026
RTN4IP1	-0.99875
CR1L	-3.16366666666667
CEND1	0.805875
C12orf41	-0.946166666666667
RNF31	0.49975
UBN1	0.356
C17orf32	0.693125
SLC5A7	0.62575
GPR92	0.631666666666667
ESAM	2.0959
CTNNA1	1.03191666666667
HRBL	-0.254
CBX4	0.93575
TMEM182	0.032
SH3TC2	-1.51566666666667
IL10	0.463166666666667
PXMP4	1.1745
RNF167	-0.625
PAK7	0.978166666666667
ETV3	-0.1605
ATPIF1	-0.5505
LOC554207	-1.336
OR8H1	0.2595
WDFY3	1.052375
DPM1	-1.342
GPSM1	0.419
WDR92	-0.2551
LRP1	0.751333333333333
ANKH	-0.130875
THUMPD3	-0.6745
POLR1B	-0.6765
OLFM4	3.491
RAD9B	-0.38925
TSPY2	-3.1915
PAX6	-1.95933333333333
SCG2	-3.042375
SLC17A6	-0.27675
FMO3	2.469
PADI4	0.212142857142857
TUBB4	-0.1129
NLK	0.00125
POU4F3	-1.549
SDF4	-0.42325
ITGBL1	3.43133333333333
NETO1	-1.231625
TAP2	0.257375
ABBA-1	0.2545
GNAI1	-0.836
VPS4B	0.9525
NOPE	-0.202
GALNT6	1.72683333333333
SESN1	0.94425
GBE1	-1.69722222222222
CLASP1	0.0445
RASGEF1B	0.455875
ACOT11	-0.318785714285714
AFAP1	1.189
OR2H2	0.46725
DPY19L2P1	-1.82525
DZIP1	-1.9385
SEC22C	-0.171083333333333
GPR161	-0.910333333333333
RNF146	0.57925
WDR74	-0.651375
GALP	0.7175
PURA	0.9295
DNPEP	0.504583333333333
RP11-78J21.1	-1.1265
ERBB2	1.355125
FANCM	-1.284
NEO1	0.7275
DDX3Y	-4.5421
RPS3A	0.203125
MXRA7	0.979785714285714
LGALS3	-1.305
GLT8D1	-0.2025
CFL2	-1.4655
UPB1	0.1725
NAP1L5	-0.089625
CLDN14	-0.325
DHX38	-0.912
BTBD1	-0.17875
TARS2	-0.111166666666667
ABCF1	-0.4687
FCF1	-0.0981666666666666
LRRC49	0.01325
GUCY1B2	-1.6525
C1orf177	-0.4255
SMARCA4	-0.298428571428571
LRP8	-2.26233333333333
TAGLN3	-0.173
MRPL14	-0.428
TTRAP	0.052
ZDHHC20	1.79775
NFE2L3	-1.90425
KIAA1377	-0.655625
PALMD	0.645777777777778
TMEM43	0.14325
TTL	-1.006125
STAT5B	-1.32183333333333
SSB	-1.24175
OR10H5	0.0455
SLC22A13	-0.6215
AKAP3	-0.191
TIMM23	0.131166666666667
OAS2	1.64958333333333
KIAA0423	0.249
TRIM11	0.9355
GLIS3	1.316125
TMEM50B	0.237
ARHGEF4	-1.580875
DEGS1	-0.951454545454546
TBL1XR1	1.36103333333333
G6PD	-1.55875
SP140	-0.1578
MUC17	0.0470769230769231
NUDC	-0.3285
DNAJC5B	0.869666666666667
SCARA3	-1.763
CPA3	6.95566666666667
BCAT2	-0.3025
MFN1	-0.3504
NRG3	0.616
SNX11	0.72375
PLEKHH1	-1.00233333333333
GPR177	-1.24733333333333
HCFC2	-0.0085
TCAP	-0.87025
MOCOS	-1.92
C14orf93	0.07025
PRDM10	-0.463166666666667
SLC16A4	-0.55525
SRGAP1	2.10433333333333
VIP	-0.12975
DUSP27	0.5435
LILRA1	0.4408
MC2R	0.4155
MGC24103	-3.1965
MBTD1	-2.998
FUT11	-0.5525
USP33	-0.0855
C15orf39	-0.68975
MAP3K12	-0.7575
PAAF1	-0.918333333333333
BARHL1	0.1025
FLJ16165	-0.3625
PIWIL2	-3.0505
SYNE1	0.787916666666667
CMTM4	-0.56675
TSPYL1	1.1465
GUF1	0.553333333333333
TMEM157	1.5295
WDR44	0.44725
HIST1H3C	0.51125
DKFZp666G057	2.36525
RNPEP	0.275
GAS2L2	0.458333333333333
ADH4	-4.408
GRPR	0.97
FBXL17	1.8635
ZBTB10	0.807083333333333
Gcom1	0.561388888888889
HTRA1	1.5123
ZNF585A	0.1195
SLC26A2	0.0552142857142857
OTOP3	-0.362166666666667
WISP1	2.42255555555556
ATP2B4	-0.5575
FLJ10769	2.16225
CRAMP1L	0.31775
CHST12	-0.5975
RAB22A	0.482166666666667
TARDBP	-0.134785714285714
STAU1	-0.11075
CRB3	2.70666666666667
MIG7	-0.4645
CHMP1A	-0.135333333333333
ZNF160	-0.0545
B3GALT6	0.0165
BARX1	-1.00083333333333
C6orf167	-1.6491875
NXNL1	0.1945
DHX29	0.70925
HADHB	-0.94875
PLXNB2	0.525875
ILDR1	-1.58525
SLC15A3	2.363
GAS2	-3.216
C20orf69	-0.72175
NUMB	-0.1715
TNIP1	0.532125
MESP1	-0.5645
PSKH1	-0.1985
NSFL1C	0.01875
RHOG	0.33725
HEY1	-1.95266666666667
KNG1	-1.672875
ITGAX	1.2849
LIN9	-0.487166666666667
CANT1	1.309125
XRN1	0.359071428571429
CCDC96	1.7872
HEATR6	-1.17033333333333
GNG7	0.738583333333333
RUNX2	1.51125
SOX1	0.898166666666667
FCRL5	0.214
ZNF99	0.588875
FAM9A	-0.7295
SNX22	0.602333333333333
MBNL3	-2.49283333333333
ODC1	-2.8109
ADORA2B	-2.72766666666667
NR2F6	0.8585
ZFYVE16	0.312888888888889
SYNJ2BP	0.0363
POLE	-1.441625
E2F2	-1.444125
THRA	-0.6105
PTGES2	-0.718333333333333
HIP1R	-0.091
TMUB1	-0.2495
ENO3	-2.1845
RSPH10B	0.447
CXorf39	1.17
IRGC	0.3865
GPR109B	-0.04725
FLJ13305	-1.284
LCE3A	-0.4165
TNFRSF18	0.323833333333333
DET1	0.76975
TRPM3	-0.0785833333333334
C16orf79	-1.0935
FECH	-1.1075
RAP2A	1.328
CRIP1	3.7255
AZIN1	0.07725
SLC7A7	3.21225
IL10RA	0.4201
TMEM64	-1.6715
CDC42EP4	0.5397
C16orf58	0.014
ARG2	-2.33425
POU5F1P4	-4.63775
FAM62B	-0.06375
DNAH8	-2.1896
ASH2L	0.88
TSLP	-3.183
CNTNAP5	-0.2815
TMEM16C	0.10325
IFNA14	0.632
SLC1A3	-0.0265
CABYR	0.552
BCL7B	-0.1846
NUDT13	-1.67433333333333
C13orf28	0.8045
C1orf53	-0.39025
ARL6IP4	-0.046
RPL35A	-0.08425
EMR3	0.38825
RAB40C	0.811583333333333
SLC41A1	-0.9995
LRCH1	0.199
LY6G5B	-0.4525
FAM124A	-0.600428571428571
MGC10981	-3.457
CLIP3	0.1726
MAP4K2	-0.543
CHIC1	-0.09325
SULF1	4.66583333333333
C20orf30	0.0207142857142857
PRDM5	-0.768375
ELOVL1	-0.21525
C11orf48	-0.61625
SLC39A10	-0.0515
KCNV1	-0.42075
ACP1	-1.0705
ZMYM2	0.180875
B3GNT6	-0.0726666666666667
C9orf69	-0.163
C2orf15	1.767
C20orf166	-0.6875
HSP90AA6P	0.6015
EDG7	-0.9705
NEURL	0.38375
LPL	0.105333333333333
CLEC2D	-0.226785714285714
GRRP1	1.47433333333333
CD8B	-2.5854
HIST1H3D	1.053
SLC6A12	0.338
FAM27L	0.058
CD84	1.0894
RASA1	-0.1665
PHKG1	0.1555
MAGEA11	-1.642
IMPA1	-1.5424
NPM3	-1.042
RARRES1	2.9475
SH3BP1	0.5715
B3GNTL1	-0.2425
ARPC5L	-0.0116666666666667
KLHL26	0.6435
SIM2	-1.752875
GJC1	1.0665
C20orf194	0.1285
EXO1	-2.466
SLC2A2	-1.92516666666667
LOC285074	-0.17875
LRG1	0.88775
KIRREL	0.159
PIK3R1	0.615928571428571
C4orf34	2.2215
MAF	-1.23166666666667
ADCY4	2.67983333333333
ZMIZ2	0.986
SLC46A3	0.746833333333333
STAMBP	-0.2185
CCDC16	-0.34475
MS4A12	0.0135
TCF20	0.72
LRRC46	2.01825
C20orf152	0.041
MRPS6	-0.7925
ABCB11	-0.4155
KCNC2	4.59316666666667
CDH19	-2.48816666666667
C9orf123	-0.232833333333333
SSH3	1.18
LDLRAD1	-2.61575
CCBE1	0.359
ZNF135	2.01475
TAAR1	0.181
WFDC12	-0.546
CCDC42	0.216833333333333
FLJ12529	-0.4065
PER1	-0.204166666666667
TIMM50	-0.3245
SMARCAD1	-0.375166666666667
FAM26C	-0.061
TP53TG3	-2.17733333333333
SH3RF1	2.1189
LMCD1	2.51375
GPR63	0.122
FLJ21986	-2.0875
AIFM3	0.8075
MICAL1	-0.1505
BLZF1	0.384166666666667
IQCA	0.707
PCDHGC3	-1.3405
SAC	-0.21625
BCL6B	2.15316666666667
DDO	-0.80675
MARCO	0.93525
DCHS1	0.308
C1orf170	-0.5945
CD200R1	0.154666666666667
C22orf15	0.4995
SEPT11	0.0876666666666667
ADNP	-0.0785
UST	0.1203
C13orf34	0.0783333333333334
RFFL	0.137642857142857
APBA3	0.4015
C2orf60	-0.984875
CUTL1	0.4538
PMS1	-2.067
ZNF689	0.28
EIF3E	-0.337333333333333
IL9	-0.782833333333333
RPL31	0.02825
LY9	0.170166666666667
ATP2B3	0.5475
KDELR2	0.495166666666667
TFCP2	-0.07475
NLRP12	-0.386125
FLJ45422	0.17575
TLE4	-0.577
ZNF570	-0.361
FLJ43806	-1.4075
TLK2	-0.093875
CIR	0.502
MARS2	-0.289
COL24A1	1.2685
SDF2L1	0.7545
HIBADH	-1.00116666666667
IGFBP3	-1.98314285714286
C12orf23	0.8035
PSPC1	0.2625
C20orf43	0.00325
TRAV20	-0.2775
ARHGAP24	0.3675
KIAA1975	-1.4165
C1QA	3.3857
DNTT	-4.30316666666667
C10orf6	0.0651666666666667
C11orf41	0.984375
HNRPF	0.623125
COL11A1	6.91066666666667
UBAP2	-0.227833333333333
CDKN2AIPNL	-1.6725
C20orf174	2.69575
SPRED2	0.637
PLA2G12A	-0.182
ICEBERG	-1.296
SCN10A	0.101
C11orf65	-1.055
GBP5	4.774
PITPNC1	-1.2
POU3F3	1.628
NCOA7	-1.061125
LIN7C	0.3687
LOC348840	-2.0085
NKX2-2	-2.241
ANKRD13D	0.79325
LOC123688	-0.50375
FUT2	1.068
TAAR8	0.384
FZD4	-0.05
PNMA3	-0.4495
OR4L1	0.431
WIT1	-0.11975
EXOC3L	1.42925
ATPBD4	-0.197
KRBA1	-0.83025
UBXD6	-0.43375
HOXB7	0.235785714285714
C7orf23	-1.046
UNQ338	-1.37225
STAB2	0.186
CDC20B	1.70125
IRF9	2.28825
CENTG1	1.84416666666667
TNPO2	-0.77525
MCPH1	-0.34825
BMS1P5	-2.17775
SLC26A7	0.217
HIST1H3J	0.81325
C9orf3	-0.1555
LBH	1.535125
MYO1D	0.35075
PTDSS2	-0.00675
NFU1	0.72575
DEPDC4	-2.287
WNT7B	-0.2553
GLP2R	-0.720166666666667
SETD4	-0.4334
DYNLT3	0.5185
FKBP11	-0.803833333333333
SESTD1	0.405166666666667
FLII	-0.44825
RPS16	-0.2196
CHPF	0.00333333333333334
CSNK2A1	-0.222166666666667
SUMO1P1	-0.65825
FKBP6	-1.3715
ZNF214	0.2555
TWIST1	0.595
DDX56	-0.666333333333333
TRAM1L1	1.3693
EPO	-2.2095
MRPS18B	-0.9045
ZNF682	-0.563833333333333
RPL14	-0.3305
MAFF	1.2225
LOC51136	-0.854875
LY96	-0.1435
DDX20	-0.923
ABTB1	0.8075
ARL5A	-0.434
CCT6A	-1.21975
HEPACAM	-1.74716666666667
EHHADH	-1.64983333333333
RBAK	0.379166666666667
CGB1	2.20125
ITGB5	0.5084
YIPF3	0.0925
FKBP2	-0.365
NR1D1	0.4228
TMEM110	-0.631
NEK2	-0.0876666666666667
PRAMEF8	-2.725
C20orf52	-0.5095
PCDHGA3	1.133
VWA3B	0.07375
NDUFA5	-0.028125
THAP9	-0.19775
FLVCR2	-0.0126666666666667
AP1S1	-0.115375
SMAD6	-1.20625
SAV1	0.77625
SAT1	0.86675
ZNF251	1.21875
ADAMTS7	0.5809
RPP38	0.15275
C1orf211	-2.008
YPEL2	1.29155
RBMS1	-0.68825
ZNF445	-0.107833333333333
NRXN2	0.700166666666667
PGBD4	-0.844571428571429
UGT2B28	-2.99025
WBSCR16	-0.9382
NLRC3	0.144625
ASTL	0.44725
ST6GALNAC1	-2.8215
ZADH2	0.089875
MLLT4	1.03191666666667
ARL6	0.2045
MEF2C	-0.49275
CBFA2T3	-0.1885
AFF3	2.7205
COG7	0.1485
MYB	0.668833333333333
PLXNA3	0.149
XRCC2	-1.8405
MMS19	-0.240375
ST8SIA5	-0.75575
CHPT1	-0.591166666666667
KIAA1712	-1.21125
OR6X1	0.1915
ACTR3	0.05275
UGCG	1.971
OR4P4	0.317
ZAP70	-2.7255
LPP	1.360375
ZNF485	-0.18275
PTPRCAP	-0.01625
IL12RB1	0.457
ATRX	0.1168
CHST8	1.734
C14orf109	-0.386
ARV1	-0.54675
NMB	0.491
COX5A	-0.781166666666667
EIF6	-0.08775
MPPED2	2.30833333333333
SEMG1	-1.1835
CHRDL1	-0.3515
TRAF3IP2	1.59
WNK2	-0.429875
LILRA4	1.43683333333333
LAMA2	4.2745
PXT1	0.3855
RLBP1	-2.5125
CD300C	-0.098
SLTM	0.713125
FLJ10404	-0.0606250000000001
APOBEC3D	-0.555666666666667
RENBP	0.00516666666666667
ATXN7L1	-0.340375
NID1	0.38475
TUBGCP3	0.322
ITIH5	0.127111111111111
CCDC110	3.104
C8A	-2.15075
MGC87042	-0.70225
HOXC13	0.95175
TFDP2	-1.047
HCP5	1.09525
POLI	0.621
UCN	-0.606333333333333
ZNF764	0.0735
C8orf45	-0.948
FHL3	-0.48225
SPATA5L1	-0.495
MMRN2	2.44516666666667
NDST1	0.265
COL20A1	0.218666666666667
ZNF248	-0.729
PELP1	-0.421833333333333
MBL2	-2.26516666666667
RNF41	0.766375
C5orf24	0.722
THOC5	-0.661857142857143
SERINC3	0.24325
RP11-151A6.2	1.9845
CDCP2	-0.33025
HIST1H2AA	0.268
C11orf75	-0.197
FKBP7	-0.02975
DDOST	-0.61975
GPNMB	0.116833333333333
TTF2	-0.961666666666667
KCNT1	-0.118333333333333
SLC39A14	-0.88275
NGRN	0.3493
GPR137B	1.10675
MECP2	-0.050375
PSMA1	-0.22525
C16orf73	-4.51125
TMEM60	-0.872333333333333
CSN3	0.4635
NOS1	0.790666666666667
RAB7L1	-0.693666666666667
YBX2	-0.138
KIAA1166	0.21825
FUBP3	0.301
ABCG1	1.654
ACACA	-1.3145
ARL11	0.1876
ATOH1	-0.808
ODF1	0.212666666666667
CREB3L3	-1.3455
TMEM127	1.3075
DSCAML1	-0.016
PLN	2.86533333333333
LYPLA1	-0.0114166666666667
PRDM9	-1.286
SASP	-0.5885
PLUNC	0.0215
INTU	-0.8375
HISPPD1	-0.417
LNPEP	0.243166666666667
YARS2	-0.5945
APCDD1L	-0.746
ZCCHC4	-0.8633
FBXO22	-0.740333333333333
TTLL13	-0.044
ZNF669	-0.442
PTGDR	1.29375
DDX27	-0.35775
KIAA0409	-0.497666666666667
GJB6	0.22
ASB8	0.55125
PLP2	0.405666666666667
MEPE	0.2015
OR10J5	0.637
KRT222P	2.124
COQ7	0.274666666666667
C1orf101	0.9415
RERG	4.1069
CHMP5	0.92675
THAP11	-0.26225
ZNF43	0.517
ZRANB3	-1.33666666666667
KRT13	-0.900625
MRPL19	-0.682375
RBBP9	-0.428625
SPATA17	0.594375
BXDC5	-0.388333333333333
PAFAH1B1	-0.820833333333333
MAGEE1	1.1275
OSTF1	0.7575
KIAA0323	0.40125
TXNDC13	-0.233166666666667
CNTN4	2.873375
LCE1B	2.78
UNQ501	0.8185
ZNF154	0.0325
C3orf64	-0.12075
SYT5	0.8468
PON1	-0.2615
FLJ10357	-0.280875
ATP4A	-1.542
GNPDA1	-0.443666666666667
MGAT1	0.897
C14orf121	0.13975
SLC35B2	-0.0765
MIER3	0.473666666666667
CHEK1	-3.26425
ZNF8	0.320666666666667
TXNDC1	-0.338
CKB	-0.8064
RTN3	0.271142857142857
FZD2	-0.585666666666667
PART1	-0.545875
PSMB6	-1.157
PCDHB8	1.919
PHC3	0.1288
PPP1R8	-0.4915
NOVA2	1.5565
TNFRSF11B	-2.488875
GOLPH3	0.862666666666667
UBLCP1	-0.37375
SUHW3	-0.30725
TTLL1	1.29775
OPN4	0.413
OR13G1	-1.2015
ZPBP2	0.3562
HSD17B11	-2.01525
C9orf50	-0.0405
DHDDS	-0.0957857142857143
CTSW	0.1603
NEFM	-1.58383333333333
MRPL28	-0.5285
SYN1	1.68083333333333
PIGV	-0.3635
ZIM2	-0.457
APBB1	-0.192666666666667
SND1	-0.289
C1orf123	-0.304166666666667
CHD3	-0.67175
BHLHB8	0.518
RNASE2	0.1375
BCAP31	0.454875
SLC25A44	0.1295
CHD6	0.391
PIB5PA	1.93830769230769
SELS	0.908625
LOC541471	0.256625
FAT2	0.7565
ZNF81	-0.427
OR4C16	0.49
FLJ10081	-0.0271
LRRC4	0.04225
CS	-0.8965
N4BP2	0.587625
IGFBP7	1.95775
ZNF318	0.0276666666666667
NDNL2	0.855875
ZNF609	1.026
SIRT4	-0.24325
