Hybridization REF	TCGA-BH-A0DS-01A-11R-A056-07
OR51A2	0.2245
GUCA2B	1.159
DOCK9	1.70375
ITGB1BP1	-1.14966666666667
DLG2	1.309625
BRAP	0.08675
SESN3	-0.2045
ZC3H7B	-0.52025
FAM101A	5.72383333333333
FKSG24	-0.04
ZYG11B	-0.863125
RFC2	-0.8405
SH2D3A	1.54433333333333
DVL3	-0.281
ADFP	-0.787333333333333
KRIT1	0.113625
SERTAD3	2.02316666666667
LEFTY2	-0.797
KRT27	-0.5
SCFD2	-0.50525
MN1	-1.37775
RORA	0.34525
PTPRD	-1.04575
PIAS2	-0.738
CYP4X1	5.13666666666667
FBXL15	-0.1905
MYH15	-0.440333333333333
CRX	0.0273333333333333
TBC1D13	0.7495
SLC22A17	1.03766666666667
PLK2	1.77983333333333
ARHGAP9	1.455
EIF1B	-0.25175
C20orf185	-0.288
DEFA7P	0.3215
PRIM1	-1.8805
CRYAA	-2.527
BACE1	-0.156
AGTRL1	1.30583333333333
ACAD9	0.472125
GRASP	1.177
RBP4	-1.89733333333333
TFB2M	0.60025
METTL9	-0.2153
ATP5O	-0.31475
SP100	0.678
CPSF1	0.183333333333333
S100A4	-1.36
LIME1	-0.783
GPR137C	0.94
OR2A2	-0.678
C2orf29	-0.489
NUP188	-0.658
SDPR	2.12
RAI1	-0.374875
RPS20	-0.324
LAMB1	-0.61025
ADM2	0.896333333333333
ZNF229	1.09125
DKFZp434K1815	-1.22175
EPN3	2.41583333333333
CLIC3	-0.18725
MEIG1	-1.3915
HMGB4	0.30175
STARD10	1.70575
KLF8	3.76375
EPB41L2	-0.472666666666667
JMJD6	-0.237
CTSL1	-0.889833333333333
GPR27	0.878
ELAVL4	0.970375
MMP21	0.7495
PPM1B	0.426
SUV39H1	-0.432
AAMP	-0.0095
TUSC4	0.183666666666667
MBD6	0.616
KLK13	-1.6495
FMNL3	0.482166666666667
TRIM13	0.0601666666666666
C15orf5	-0.96125
IQCF1	-0.08025
CACNG8	0.201
SLC35D3	0.190833333333333
ZDHHC9	0.9495
ODF3L1	-0.017
C9orf86	-0.1445
TSEN2	-1.226
C17orf64	0.6555
SEPX1	0.6058
TSPO	0.221333333333333
SYMPK	0.6105
ADORA1	1.148
TSPAN10	0.591375
SEMA6C	0.916666666666667
RTTN	-0.6136
IL2	1.20616666666667
ARRDC3	0.542
TBPL1	-0.977166666666667
STX12	0.803
MRPL39	-1.14125
OR8H3	0.7085
IFIT5	1.03083333333333
CASC5	-1.95425
FAM46A	-0.267333333333333
HPCAL1	-0.902625
CYLC1	-0.2625
VGLL2	0.355625
C20orf191	-0.13025
CDH1	2.8185
ITPA	-0.0555
CCDC101	0.14275
D15Wsu75e	-0.37475
EDA	-1.31125
CREG1	-0.088
OR7G2	0.4345
SAP18	0.809416666666666
IFIT1	0.44075
CALML3	2.38983333333333
FLJ37440	1.8745
FNDC5	-0.394
SERPINB6	0.0481428571428571
JUNB	1.5592
SYS1	1.2875
SCN2A	0.597666666666667
ZKSCAN5	-0.5996
WNT7A	-0.3865
TSHZ3	2.224
RNF148	1.43675
H6PD	0.211125
CAD	-1.5195
ZNF449	-0.00325000000000001
DOCK10	-0.862
FAIM2	1.1295
HEXDC	-0.15825
PRB1	1.23925
C14orf148	0.282
ETHE1	1.2815
IRF5	-0.0783000000000001
GNMT	3.41783333333333
MGC16291	-2.003625
RPAIN	-0.848357142857143
CAGE1	1.0935
CNTNAP3	-1.861875
ACTR1B	-0.698
EEF1E1	-1.40675
MSX1	-0.693
ESF1	-0.4033
HSPC171	-0.0535
MRPL2	-0.3485
RDH12	-1.12883333333333
CELP	0.377
METRNL	-0.45125
C10orf116	4.2765
C19orf48	-0.72925
ZNF346	-0.167125
NCR1	-0.803
C10orf64	1.8445
CD52	1.48175
VPS18	0.6865
AP4S1	0.306166666666667
NPBWR1	0.7445
TPK1	1.5105
UBA52	-0.626833333333333
RIPK1	1.1155
CPNE3	0.5776
HSPC159	-0.2245
C8orf38	-0.18525
LRRC4B	-0.996
PARP10	0.8554
ANKRD50	1.08975
CXCL9	7.49475
FGF18	1.241
EIF2A	-0.83775
SLC20A2	1.10066666666667
KIAA1549	-0.0156666666666667
SPINT1	2.4227
ZNF584	-0.0805
CRBN	1.27383333333333
ABCF3	0.0125
NCBP1	-0.236166666666667
PLA2G4F	1.46133333333333
PCDH10	-1.563875
TTC21A	2.90325
C20orf144	0.279
FGFR1OP2	-0.126666666666667
SLC9A1	0.2939
CHRND	0.5625
FOXF1	-2.7685
KIAA1467	2.8105
TPO	3.268
LTF	3.86507692307692
DNAJB9	1.029
MRPS27	-0.66725
bA16L21.2.1	0.603
WBP2	0.486333333333333
MRGPRX3	-2.067
PRPF18	0.334
C10orf58	0.409
SMOC1	-2.7956
ADAT3	0.928333333333333
TMEM138	-0.375
TMEM131	-0.07675
TIMM8B	-0.403
MYH7	-0.745833333333333
ST6GAL2	0.691125
KIF1C	-0.1995
SUHW2	-2.6355
PAPSS1	0.15525
CABP2	-0.2465
HOXA4	-0.09925
ELF2	0.411
SEMA3D	0.6401
MC5R	-0.3925
OGFR	0.1915
FLJ30092	0.526333333333333
TGFA	-0.699
MMP17	0.20825
KIF15	-1.5345
CHIA	0.58375
CATSPER3	0.01975
CEACAM7	3.13716666666667
PADI2	3.67925
HOXA9	2.71983333333333
LNX2	0.706
TMEM144	2.57325
HIF1AN	0.33925
METTL7A	0.4644
C6orf165	0.6235
KIAA1468	0.470625
DSG3	2.565
ZNF180	0.561666666666667
EIF4E3	1.246875
SLC46A1	0.379375
DKK1	-5.8925
ZNF205	1.00216666666667
LOC162073	1.52127777777778
COX7A1	4.97875
MAGEA1	-4.54516666666667
NEDD8	0.15925
KLHDC5	-0.443222222222222
C3orf19	0.2515
MRPS2	-0.629
POLR3H	-0.199642857142857
ABHD11	1.4511
TMEM17	0.17725
PAIP2B	0.3982
MAT1A	-4.40675
LGI3	-0.7285
THUMPD2	-0.465
TKTL2	-0.3345
XAGE3	-3.12133333333333
CALM3	0.238333333333333
C6orf136	-0.416333333333333
KCNC4	0.601666666666667
RGS9	1.05966666666667
ACIN1	-0.336333333333333
SPATS1	-0.50775
XKR8	-0.28525
FAM84A	1.36758333333333
MS4A7	5.07590909090909
AGXT2L2	0.4095
OR1F1	-0.159
SMAP1L	-0.0615
IPO11	1.56325
ZC3H11A	0.6168125
C1orf151	0.226625
RNASEH2A	-1.0915
CCR10	-0.481
TXNDC11	1.31675
TMEM112	1.163625
MAP1B	-0.276857142857143
NVL	2.25875
PKM2	-1.9973
ARC	-0.8465
NUP54	-0.683
PPFIBP2	2.28366666666667
STAT2	1.053125
PTAFR	1.61033333333333
ROBO2	-1.473125
RNF40	0.447833333333333
CCDC135	-1.46233333333333
IFT81	-0.0266666666666666
MORF4	-0.34525
TM7SF3	0.46825
OR10H3	0.5465
ABP1	-0.3355
CHRD	1.644
PLEKHA8	-0.0188333333333333
NCALD	1.38566666666667
OR5AK2	1.27125
ACCN1	-0.212333333333333
SLITRK1	-1.10225
ARMET	-0.6135
C9orf52	1.909
REEP4	-0.094
MTSS1	2.925375
ADH1B	4.90783333333333
DLD	0.0655
CDK5	-0.02725
PPFIA1	-0.703
WFDC3	0.6595
DNAJB12	0.491214285714286
RANGRF	-0.517
MLANA	-5.2115
AMY2B	0.592
KIAA0319	-2.561375
RPS7	-1.1215
JAK3	0.0551
ARFGEF1	1.667
CXCL5	0.654833333333333
TRAPPC4	-0.2265
CETN2	0.4725
HSPC111	-0.97975
RHOBTB3	-0.4568
PHLPP	0.077
RGS10	0.404
TMEM58	-0.18975
CHERP	0.229125
HSP90AB3P	-0.673
FSTL3	-0.8625
PEX11A	2.9365
OR5V1	0.545
FCN3	3.6625
PTPN3	0.976
NPTX1	-5.196
C21orf84	-1.55225
C11orf51	-0.394125
ZBED2	0.914
FLJ90757	0.30425
NPY2R	2.27525
PLD3	-0.0025
SYT17	3.16366666666667
SGSM2	-0.44225
OR1A2	-0.645
FOXP1	1.57025
SLC5A1	2.3545
POFUT1	-0.126
EPHB6	-2.44
MYO1G	-1.86
STAC	-1.632
KLHL17	-0.853666666666667
RGMA	1.1539
TJP2	0.8937
FAM114A1	0.0356666666666667
SERINC1	1.47666666666667
SLC9A8	0.285625
PEX19	1.4325
EDN2	3.542
PSMD7	-0.969777777777778
C3orf41	-1.588
UQCR	-0.074
PPP1R3C	-1.56525
LRP4	-1.41533333333333
TM2D1	-0.37375
TTC17	0.30425
C4BPB	-2.879625
CCL25	0.57025
ZNF253	0.703333333333333
CHRNA9	-4.95975
SOX11	-2.026375
HIVEP3	0.952
CGN	1.93108333333333
C3orf35	-0.296375
PKD2L1	2.204
SYVN1	0.4655
PDE8B	0.835
LOC439951	0.65875
LTC4S	2.71183333333333
MIF4GD	-0.1915
SMARCA2	2.082125
TUBGCP6	0.199833333333333
CABLES1	0.2885
C16orf77	2.66266666666667
ZNF791	0.894
FUT5	-0.041
ADH6	-2.79083333333333
P4HB	0.57775
CLDND2	-0.974
ALKBH8	-0.46925
PLAC4	-1.45425
F11R	1.19242857142857
MGC35295	-0.5155
PDZD4	-0.576833333333333
LOC389073	-0.78025
FAM80B	-0.381333333333333
PSMB1	0.247125
TXN	-0.3325
VIPR1	1.9298
WBSCR18	0.2339
EXOSC6	-0.61
ACTA2	4.07533333333333
SP5	-2.25875
ANKRD1	-4.5345
DDR1	2.3447
ATP6V1D	0.51375
PTGS1	-1.046
RNF157	-1.05625
DCC	-0.433
SPAG7	-0.473
FBXO18	-0.16625
UBE3C	-0.00200000000000001
HOXC6	0.89975
LRP2BP	-0.201166666666667
MYST2	-0.25275
PDSS2	0.00625
ATE1	-0.1445
ARAF	0.263
KLF10	-0.20325
PLA2G2E	0.2665
ASCL1	-2.05033333333333
TSNAXIP1	0.43925
FAM131B	0.157125
IFNA10	0.476
NUP43	-0.982
FAM44B	-0.343
L1TD1	-6.608
NMD3	-0.7605
C18orf54	-1.5467
PHOSPHO1	-0.0235
RAG2	-1.094
EMILIN3	-0.2155
METTL3	0.019
VPS13C	0.027625
REXO2	-0.99775
ANXA4	0.1425
CA1	-2.01125
DCP1B	1.0525
TULP3	-0.4035
ATP2A2	-0.00492857142857144
ATIC	-0.8045
ADAM15	0.48875
NPL	1.02516666666667
LGR4	-1.322375
UEVLD	0.229166666666667
GAB1	1.43125
SNAI2	0.152
ZGPAT	0.4142
SNF1LK	0.262
DLEU1	-2.24775
UBE2Q1	0.56075
ZMYM6	-0.0995625
JPH3	-2.20266666666667
FAM38A	-0.605333333333333
PXK	0.134166666666667
DENND2D	1.84725
BAX	-1.153
CP	-3.34836363636364
RPL37	-0.6645
G6PC3	0.178125
NCOA4	-0.239166666666667
LRRC14	-0.8485
GORASP1	1.35525
FCHO2	1.43075
CYP24A1	-4.7342
FXYD3	2.87425
SMARCAL1	-0.06475
ABCB8	0.5895
CCDC44	-0.24275
PRDM7	-4.175
USH1C	-2.00175
DNAH5	1.49283333333333
SRF	0.78125
MAL2	2.08166666666667
PGPEP1	-0.134
SIN3B	0.287
SEMA3C	1.04766666666667
GRAMD3	2.284
FBXO10	-0.294875
OR5D13	-0.3495
FLJ31818	0.018625
CACNA1I	0.284
S100A13	0.451
TP63	3.06323076923077
ANXA11	0.1849
WDR66	-0.741875
CSF2RB	0.73
IFI44	-0.709
DACT1	1.69333333333333
ANKRD23	-2.09
ATP5G1	-1.24683333333333
C21orf70	-0.755166666666667
PPWD1	-0.25725
DNAJC13	-0.04225
PAH	-6.619
PTCH2	0.745
TRMU	-1.1375
CCDC9	0.7885
USP3	-0.2727
DCLRE1C	-0.3876
FAM55C	-0.09975
FRMD4B	2.7515
CYP2R1	0.5175
RFPL1	-1.0615
XPO5	-1.1385
ARL6IP2	-0.142
OSBPL5	1.52975
MMP9	2.06681818181818
KIAA0802	-0.019875
DHRS2	2.46216666666667
SGEF	1.685875
TXNDC10	-0.9577
EXOC6	1.395
RPS27	0.746333333333333
PNCK	-1.00666666666667
FSTL1	-0.27125
AACS	2.90075
SLMAP	0.656833333333333
SAMD4A	-1.0543
ABRA	1.152
SMARCD3	0.70725
PKNOX2	-2.28933333333333
A4GNT	0.2005
C9orf39	-0.927666666666667
RALYL	0.193
MGC33556	-3.1375
C10orf25	-1.0105
BBOX1	6.18675
NHEDC1	0.071
XDH	0.1325
GCSH	-1.7435
EDN1	2.1855
MTERF	0.34
CLK4	1.132
ZNF799	0.9035
KCNG1	-1.832125
CXCR4	1.18833333333333
PTPRR	-1.4585
IRAK1	-0.773625
LOC401397	-0.577
TMSB10	0.057
CXCL3	-3.5294
TMC4	2.148
OR7A10	-0.011
STYK1	4.1445
CHRNA10	-0.69125
CCNI	0.3055
EP300	0.396857142857143
LOC165186	-0.0251666666666666
HIC2	-2.7615
SDR-O	0.3765
OR2W1	-0.00950000000000001
KCNA6	1.007
TRIM74	-1.9565
REEP6	2.1835
ATP5G2	0.41925
ERG	1.378
TMEM42	0.824
PARN	0.562666666666667
SOD2	-1.171
DIRAS1	-0.566
PNPT1	-1.9865
JOSD3	-1.801
hCG_40738	-0.035
PDE1C	-1.56825
SEMA4D	0.246125
AGPAT1	0.145833333333333
NOSTRIN	1.89375
MAP3K3	-0.110833333333333
MAX	1.6515
CAPS	0.836333333333333
SERPINA12	-0.219
OSBPL8	0.116125
RICS	1.5372
NR4A2	1.093
PPCS	0.924833333333333
LONP1	-0.06325
SCYL3	2.5605
HERC2P2	-1.32933333333333
FIBCD1	0.878
C15orf41	-1.41325
DMC1	-0.885333333333333
C20orf27	-1.63375
RPS6KA5	1.7263
FAHD1	0.448333333333333
SLC12A4	-0.248
BRCA1	-1.56625
GBL	0.0175
SLK	0.450333333333333
NUDT9P1	0.0955
NOXO1	1.991
USP52	-0.665
BAZ1B	0.090875
SLCO2B1	2.9695
BBS12	0.406166666666667
LRGUK	-0.584
TERF2IP	0.35775
COL1A1	4.553
KIAA0090	0.1815
GRK5	0.314833333333333
AP1S2	-1.1708
TMEM52	-1.33866666666667
CA11	0.452875
OR4A15	0.113666666666667
ACBD3	1.898
SPAG11B	-0.300428571428571
PRDM2	0.9955
FOXP3	0.582
SMYD3	-0.3509
LOC389199	0.6215
LGI2	0.351666666666667
NAPE-PLD	0.0276
ANKRD6	1.0445
WDR45	0.244166666666667
SHROOM1	3.839
PSCD3	0.4035
PYY	0.131
KCNC1	-0.076
ARHGEF9	0.915
OR8J1	0.36775
GPR55	-0.627833333333333
NS3BP	-1.5055
C10orf22	-0.0223333333333333
NAT8L	-1.02575
DUSP4	1.6175
FOXM1	-1.89316666666667
GRAMD2	3.3049
ZBTB48	0.348
BUD31	-0.1755
PABPC5	1.289
CCDC41	-0.7595
FBXO11	-0.66175
C6orf148	-0.736
RFXAP	-1.6675
C6orf15	0.295166666666667
CDK8	-1.04933333333333
C6orf70	0.32775
TESSP2	-0.372
ALG2	0.816
PPP1R3D	1.598
TPM3	0.680166666666667
SYT13	4.95425
EPB42	-0.478333333333333
CETN3	-0.94
PRY	-0.219
NTHL1	-0.076
POLR2B	-0.374
RPS28	-0.149833333333333
P2RX3	0.1865
LYZL4	1.2245
WBP4	-0.3533
PMM1	-0.48325
C11orf79	0.2135
CBLL1	-0.39175
IL1F10	0.3235
VAX2	0.0525
SETDB1	0.77
LRAP	-0.2375
GCLM	-0.8982
CPEB3	2.98075
PPM1A	1.3435625
INTS1	-0.30275
CAMTA1	0.292333333333333
SAMSN1	-1.7735
LOC158830	-1.86116666666667
GMPPA	-0.365875
AIPL1	0.12075
IL24	0.107727272727273
BDKRB1	-1.3095
MLF1	0.9823
TAF12	-0.4875
ID1	-1.955
THADA	-0.2235
PIK3CB	-0.438
OR4N5	1.55
TBC1D17	-0.370333333333333
COX8A	-0.50175
CDCA4	-0.57
C2orf44	-0.983
ZNF534	-1.368
IMMP1L	-0.04725
NIPSNAP3B	0.38975
FTMT	-0.129
PWP2	-0.714833333333333
MMP15	-0.1767
DNAH11	-1.967
MTMR14	-0.083625
DNAL4	1.007
IPP	-0.5835
TMEM59	1.1735
C1orf157	1.067
RGS4	-0.0648333333333333
DDX18	-0.280833333333333
SNX6	-0.11425
ZNHIT2	0.0931666666666667
NCDN	0.016
FLJ33534	-0.1305
RAG1	-2.5625
OR4D10	0.648
PTPN5	0.224833333333333
POMT1	0.3525
LRRC8A	1.2085
CYP1A1	-1.76125
CAPN1	-0.109
DDHD2	-0.698625
GRIK2	-0.852
GNRHR	0.511
PPBP	2.34725
HTR3A	-1.084375
SLITRK4	2.553
ANKRD49	-0.1195
BTF3	0.0964
SARS	-0.91525
C13orf18	-0.425333333333333
CACNB1	-0.467428571428571
QKI	0.0756818181818182
SETMAR	0.751125
MAN2B1	0.975166666666667
EML3	-0.9015
ACADL	5.078
OFD1	-0.10225
DEFB114	0.957
CGA	-4.50122222222222
PEX16	0.184166666666667
LRRC10	0.2485
GNG12	-0.5235
C1orf152	-0.0791666666666667
CHRM1	0.8485
CD53	0.7005
DBH	-0.99075
TFAP2B	5.351125
HIST1H2BJ	-0.581166666666667
FAM46D	0.106
TMEM11	-0.15725
C3orf32	-1.45125
PCCB	-0.03275
IPO13	-0.4045
C6orf105	-3.13925
COMMD5	0.571
SUV420H1	-0.1079
LTBR	0.53625
ARHGAP15	-0.300125
HDHD2	-0.28375
TDRKH	0.49
LOC401052	1.095
PSG4	-1.705
GNB4	-1.0085
SPATA4	1.38925
SLC9A3	-2.588
OSBP	0.390166666666667
NBPF3	-0.0316666666666666
DOCK11	-0.0405
SLC39A5	-2.459
PRR5	0.8064
C10orf63	-0.0278571428571429
SMTNL2	-1.048
ADRA1A	0.041
ASAH1	2.5649
DOM3Z	0.0876
GIPR	0.603666666666667
AHI1	-0.877583333333333
NADSYN1	-0.370666666666667
RGS14	-0.3897
IL18BP	0.8778
RTN4RL1	2.14716666666667
ARMC6	-0.51775
PSMD5	0.645333333333333
HK3	1.509
OR4S1	0.436
RSU1	0.3424
MAD2L1	-2.21255555555556
EIF4A3	-0.46875
DLEC1	-0.419333333333333
E4F1	1.14966666666667
CHMP2B	0.569
CAMSAP1	-0.591
RPS21	-1.33216666666667
ARID5A	0.6875
UBE2N	0.3333
IGSF8	1.50533333333333
MAGEB6	-0.7145
ACAD11	-1.4755
MGC4172	-1.7455
LMO4	-0.816
KLKB1	-0.72825
HP	-1.0555
HDAC3	-0.06525
SCHIP1	0.587
CLCA1	-1.48
OLFML2A	1.168125
C1orf112	0.236
KIF19	2.11741666666667
HAPLN4	-0.6517
CXCR7	0.885833333333333
GOT2	0.3703
RAB38	-2.434
DCX	1.05375
PPM1H	1.04516666666667
NFYC	0.252083333333333
KIN	-0.335125
ZNF228	1.55975
PLSCR4	2.26933333333333
HIG2	0.876
FAM79B	4.997
C21orf86	-0.8772
KCNK10	0.88675
ZNF738	-0.307
FSTL5	-0.940666666666667
OR6A2	-2.14
OTOA	1.095
EXOC1	0.2965
AHRR	-4.512375
PDAP1	-1.80191666666667
C19orf6	0.232875
ZAN	0.56725
LY6G6E	-0.322
EIF4E2	-0.6365
C20orf198	0.3095
ZNF324	0.97225
CYP3A5	-3.46166666666667
ENTPD7	1.12733333333333
MBOAT5	1.01316666666667
GJB5	-1.69225
TTC13	-0.33675
S100Z	-1.3715
KIAA0664	-0.0485
PDGFRB	2.38258333333333
IL17D	-0.612
OR56B4	0.8115
RDX	-1.69
SLC34A3	0.486
IL28B	-0.0445
JUND	1.731
CHRNB1	-0.4825
CAMK2B	-0.54325
FETUB	-2.1675
CXorf23	1.573625
MRTO4	-1.66575
TTC3	0.6829
NDUFB8	-0.1845
EDG2	-1.56225
SEMA3G	2.31175
IL23A	-0.66375
GRHL1	2.3114
LOC441054	-2.404
WDR65	-0.339625
PSTK	-0.52325
STOML3	0.3548
R3HDM2	0.0587
C5	-2.77725
SLC2A10	2.1085
C3orf22	0.497
PAQR3	-1.56169230769231
ANKRD26	-0.236166666666667
HCRTR1	0.042
LOC399947	-0.8155
PSD2	0.258
TIGD2	-0.469333333333333
SCRN1	-1.157
COQ10A	-1.2915
DDI2	-0.4635
METTL7B	-1.47266666666667
UCN2	0.2885
FAM92A3	-1.6935
WDR16	0.837
ZNF511	-0.7565
ZMYM5	-0.28125
POLR3G	-3.26825
ZNF586	0.79175
C1orf49	2.54983333333333
TANK	0.244166666666667
RCAN1	1.2605
PELI3	0.399333333333333
LIMD2	-0.460166666666667
TMEM189	-0.687
NTN4	2.1535
LOC151300	0.3545
CLEC2A	-0.64
GPR135	-0.772125
DPYSL4	-1.879
JAK2	-0.0268333333333333
TSHZ1	1.51016666666667
TM9SF4	0.591625
ZNF264	1.04266666666667
SIRPG	1.8495
BICD1	-0.40175
HERC6	1.38616666666667
METTL5	-1.2605
CASP1	0.2605
PRRT1	0.0365
PLA2G4C	2.353
ICA1L	-0.198769230769231
TPTE2	0.0566
OTUD7A	0.618
AQP11	-1.35975
APOA2	-4.7414
KALRN	-0.0891
SECTM1	0.0184166666666667
IFNAR1	0.32725
TALDO1	-0.240125
RAB11FIP4	0.42475
EIF5A	-2.116
FAM49A	1.86925
NEGR1	0.421833333333333
YTHDC2	0.06725
EHD2	0.00912500000000001
NCF1	2.1662
SCRT2	0.467
HOXA5	0.2265
NUP133	1.225
FGF12	-0.7804375
SLMO2	-0.7795
SNTA1	0.95
CACNG2	0.206125
GCM1	0.657875
ELF1	0.632666666666667
TLR5	3.15025
TCFL5	-1.14475
RBMY2FP	-2.3105
LOC100125556	0.31825
FAM129B	0.287375
MAP3K7IP1	-0.2155
NCK2	0.0765
OXA1L	-0.1415
FMO9P	2.378
ZSCAN12	1.8885
PSMD12	-0.863
HSCB	-1.23425
CLDN10	-3.8705
MGC13053	-1.09
HPCAL4	-0.913833333333333
ASZ1	1.944
MEX3D	0.532833333333333
NFAT5	-0.7917
CSPG4LYP1	-0.677333333333333
FBXO3	0.5727
DVL1	-0.652333333333333
CMKLR1	2.24966666666667
TYMS	-3.093125
PEF1	0.9095
ZNF750	2.63366666666667
MCM5	-0.6309
MEGF11	-1.92025
KCNK7	0.021
PTP4A3	-0.0495
C1QTNF2	0.365333333333333
OR6S1	-0.26
FAM122B	-1.00325
ZNF551	0.3235
HBQ1	-3.082
GEMIN6	-1.106
ARSK	1.286
RBP7	3.06633333333333
CPNE9	0.09175
DSC1	3.686
LOC730112	-0.1705
MAP2K4	0.42625
HS3ST5	-2.015
EPB41L3	0.69275
TEKT2	-0.3675
CDKN2B	0.638583333333333
ZNF480	-0.04125
MAP3K6	0.6865
MAP6	2.02266666666667
HN1	-1.2083
OR2L13	-0.3848
SLC16A11	1.4855
FAM96A	-0.86725
APOL1	0.42275
C5orf32	-0.32
RTP1	-0.541
RNF175	-0.0168750000000003
ZBTB41	1.608125
AHCTF1	-0.2602
SAE2	-0.1325
ITGA2	0.573166666666667
MME	1.063
CCDC14	-0.96325
MAST4	1.70842857142857
KRT33B	-1.0625
KCTD2	-0.103333333333333
WDR26	0.973583333333333
MFI2	-0.411625
NR4A3	0.34
ARSA	1.49
UNKL	0.0248333333333333
SULT6B1	-0.00600000000000001
CCNA2	-3.09366666666667
SOX15	-0.9915
PPAPDC1B	1.18375
C19orf44	0.7105
MCAT	0.87925
ARID1B	0.371125
OR52N1	0.5995
C12orf48	-0.785
MAGI1	0.77575
NIPA2	-0.2925
GBX2	-2.5365
RSHL3	-0.141125
RAVER1	0.221833333333333
C15orf17	-0.63275
SLC30A2	1.983375
ZNF518	-0.16225
PCYT1B	-1.66475
C10orf114	-1.22225
EIF3H	-0.0894166666666667
SLC25A39	-1.22033333333333
KIF1B	-0.913375
AMOTL2	0.49075
C6orf120	0.84825
PSRC1	-2.29275
PLA2G10	4.26975
KIF5C	1.0145
MRPL37	-0.862
C17orf62	0.0188333333333333
C9orf135	-1.45466666666667
DUSP10	0.9355
CLCNKB	-0.1225
PSMA5	-0.396625
C8orf53	-0.17
AMPD3	0.0953333333333333
PIAS1	-0.02775
ADCYAP1R1	-0.118
GYLTL1B	1.0655
CDH20	-0.194
FBXO7	-0.492
TMEM134	0.127666666666667
FLJ14213	0.577666666666667
ZNF3	0.1615
LRRFIP1	0.405625
CNOT2	0.571083333333333
ABI3	2.76525
ALDH5A1	-0.956666666666667
HNT	2.2833
SERPINA4	-3.2615
TK2	0.391166666666667
STMN1	-1.09633333333333
GUCA2A	-0.252333333333333
GALNT10	1.44528571428571
DPP6	-1.1052
C9orf93	-0.57175
PRELID2	-0.37625
STK39	-0.090375
SFTPA1	-1.40125
CKS2	-1.80066666666667
RHO	0.26525
C20orf135	0.0425
XKR3	-3.9315
CR1	0.24575
RPS6KA2	1.06185714285714
C20orf112	0.639
MRPL22	0.7985
C4orf23	1.285
GADD45B	1.845
KLHDC1	1.79766666666667
C2orf48	-2.861
ZNF287	0.484
DAAM2	-0.364
DPPA2	-2.9165
TCTN3	-0.00733333333333334
DNAJB11	0.149125
FPR1	3.2535
DEFB4	-0.06
PTCD2	-0.5681
SMOC2	5.406
CABP7	-0.81325
SERPINB11	-0.38775
MAGEF1	-0.5935
NDE1	0.375333333333333
ITGA10	1.1485
FSHB	0.3495
ANXA2	0.2025
HORMAD2	-0.13725
HLCS	0.44275
MCF2L	1.35958333333333
FH	-0.016375
TBC1D24	2.36225
KIAA1505	1.22525
LGALS2	-0.078
CNBD1	-0.6925
SYNPO2L	1.1225
PTPN23	0.102714285714286
C1orf183	-0.287
MAGEA8	-3.093
DGCR8	-1.71325
GSR	0.456
PAQR7	-0.20075
ZNF676	0.37125
CACNA1C	0.0331
SP7	0.867
PDCD6	0.19175
NRN1L	-0.8115
BRI3BP	0.225666666666667
KIAA1183	1.40475
ASB4	-0.05775
CCL23	1.5313
OBSL1	-0.74975
SLC12A7	0.487666666666667
KIAA0240	1.732
CD1B	-2.63183333333333
FCGR2A	1.4545
MDC1	-0.72975
HTR1A	0.0246666666666667
OCEL1	1.07525
ATP11B	-1.037375
FBXO34	0.67
PCDH12	4.073
RPE	-0.8015
C17orf74	0.0245
CSDC2	0.726333333333333
PET112L	0.06825
TMBIM1	0.303
P2RXL1	-0.482666666666667
TCHP	0.6165
TRMT1	-0.760666666666667
F2RL2	1.88491666666667
LRRC32	3.56033333333333
IMPG2	0.3545
BGLAP	-0.1555
LOC493869	0.43025
MRAS	1.702375
SLC35F5	0.86375
CBWD1	1.2255
AXL	-1.426125
ATP2C2	3.1505
TELO2	0.13425
PNPLA3	-3.0875
PCDHB14	0.5505
CD276	-0.39075
KRT80	-1.781875
DUSP28	-0.3425
CSNK1E	-0.4075
SRP14	1.043
KCNQ4	0.3085
KRT72	-0.0776666666666666
CCDC117	-0.01525
C6orf89	0.615222222222222
TUBB2B	-1.93733333333333
RTN4IP1	-0.663
CR1L	-3.77816666666667
CEND1	0.00687499999999996
C12orf41	0.3625
RNF31	0.4765
UBN1	0.715833333333333
C17orf32	0.62625
SLC5A7	0.14
GPR92	1.15316666666667
ESAM	3.0909
CTNNA1	0.841166666666667
HRBL	0.7519
CBX4	1.1005
TMEM182	0.44625
SH3TC2	-0.566166666666667
IL10	1.41716666666667
PXMP4	2.776
RNF167	0.1596
PAK7	2.95983333333333
ETV3	-0.272
ATPIF1	-0.586833333333333
LOC554207	-2.26233333333333
OR8H1	0.1345
WDFY3	0.75325
DPM1	-0.12575
GPSM1	-0.795
WDR92	-0.3134
LRP1	0.472833333333333
ANKH	-0.850625
THUMPD3	-1.00025
POLR1B	-1.4145
OLFM4	6.30933333333333
RAD9B	0.08725
TSPY2	-4.511
PAX6	-2.2495
SCG2	-1.848125
SLC17A6	0.54575
FMO3	3.536
PADI4	-0.0951428571428571
TUBB4	-1.1383
NLK	-1.04775
POU4F3	-0.6755
SDF4	-0.0755
ITGBL1	2.46216666666667
NETO1	-2.251125
TAP2	-0.145125
