Hybridization REF	TCGA-AO-A0JA-01A-11R-A056-07
C6orf157	-0.79325
BRMS1	0.37575
CHST1	2.88916666666667
LGALS1	0.608375
TAF1B	-0.8555
FLJ40504	0.41375
GPR173	0.4995
COL15A1	1.177875
CASP10	-0.412357142857143
PCMT1	-0.166571428571429
HDAC5	0.1602
LOC641367	-0.6025
EVC2	0.8325
SGPL1	2.1785
GON4L	0.438357142857143
AFG3L2	-0.969666666666667
C5orf15	0.651
UBXD1	1.2561
LILRB4	1.44483333333333
GSTA4	0.481166666666667
ADIG	-0.6535
GRIPAP1	0.14175
HIST1H3B	-0.5025
BTRC	0.152666666666667
USP49	-1.778
IQCH	0.138375
ACBD6	0.37
YEATS2	-1.386
CABP5	0.35025
TRIM3	1.30325
HNRPM	0.8875
FGG	-3.96066666666667
C18orf16	0.00175000000000002
CLEC2B	-0.00475
PQBP1	-0.0268333333333333
JTB	0.791
REST	0.373666666666667
SLC8A3	-0.976833333333333
TMEM16H	0.24075
MRPL47	0.10875
EVI1	0.9402
MUC1	3.42775
TEAD3	1.13275
STOML1	0.435
USP24	-0.9965
PNMA5	-0.48725
MAEL	1.094
LBP	0.8966
HSD17B4	-0.104
SEC31B	-2.84075
IDH2	0.6613
SFRS16	-0.8845
AICDA	1.473
RNF180	-1.51175
C1orf56	0.965666666666667
FLJ10324	0.0885
GPR148	-0.015
MEF2A	0.460083333333333
ASF1B	-0.9315
HTN3	-0.77975
RNF215	1.10625
SLC4A3	0.486
ADAMTS9	-0.4842
C9orf66	0.536833333333333
FOXD3	0.8445
GSDM1	0.79575
IFITM5	1.6145
PODXL2	-0.565166666666667
C1orf176	-0.04075
RPS3	-0.8555
hCG_2004593	-1.024625
COL21A1	0.251
NTNG2	1.0885
RAI14	-0.557
P76	0.75775
LRFN3	1.5905
FAM14B	-0.4035
FKBP14	-0.597
TNNI3	-2.25533333333333
HOXB3	1.923125
SGCB	-0.093
PPAPDC3	0.52675
FRAT1	0.635
MORN1	0.595166666666667
ARHGEF2	0.85975
BNIP2	-0.4685
DHX30	-0.39025
EEFSEC	-0.4405
FGF20	0.7335
FLJ38973	0.280357142857143
PLCH2	-0.0778333333333334
CCNG2	2.41225
PSPN	0.1405
WDR88	0.1695
HOXB13	-2.561
MTMR8	-0.8105
SPAM1	0.0965
PPP2R1B	-0.409
TANC1	1.185375
CNN3	1.0177
CHGA	-0.292875
C9orf128	2.35375
CACNA1B	0.840166666666667
MMAB	-0.1786
RHOA	0.323833333333333
RAPGEFL1	2.03625
SLC1A5	-0.864833333333333
CALCA	-0.13775
SYCP1	3.29
CXCL11	4.921375
GFI1B	-1.2535
PSCD1	0.165
C11orf58	1.086
MGC45438	1.85116666666667
NUDT18	2.34016666666667
ASB3	-0.337333333333333
ZP1	-2.7445
LPPR2	0.746
ZNF527	0.678166666666667
ZNF771	0.37825
TTBK2	0.0665
TRIM55	-0.46825
GJB3	-0.088
PRSS35	-0.126
SCRG1	-0.4915
ZDHHC24	1.18175
DUSP26	0.92725
C1orf51	0.936875
DNAJC3	0.612
LITAF	0.761125
ZNF410	0.6885
AFP	-4.34633333333333
ZW10	-1.23275
PHOX2B	0.377
VILL	-0.34325
ELOVL7	-0.94975
LOC644186	2.8245
PPP3CC	-0.52875
CHST13	-1.31325
WDR40B	0.207333333333333
MEA1	-0.038
HILS1	-0.97475
DLX6	-3.0325
NKG7	1.6945
EMP1	0.968
ACTR6	0.1015
CHCHD7	-1.694
COG2	0.7434
TCEA2	0.6633
TARS	-1.54425
FLJ20294	0.187333333333333
ZNF92	1.267
TRAPPC2L	-0.8885
ARHGAP28	0.666625
CCDC109B	-0.33175
LGTN	-0.931666666666667
INGX	-0.654
LOC124446	1.142
RPS2	-1.50725
C17orf75	-1.33016666666667
NBPF1	-0.8235
SLC2A8	0.7965
SNRPE	-0.5195
CARD6	0.32425
IL13RA2	0.503125
CUEDC2	-0.558
C4orf19	2.34075
AOC3	1.607625
MTHFD2	-1.8525
OR5M9	0.579
C4orf38	0.496333333333333
SS18L2	-0.94725
OAS3	1.33533333333333
LARGE	0.42675
LRIG3	0.266666666666667
LIMA1	1.6105
STARD3	-0.3255
VPS39	0.998875
CTAGE6	1.0505
ODAM	-2.56
MORF4L2	1.016625
GSTO2	0.5455
MTFMT	-0.98275
PRKAB2	-1.13492857142857
ZNF76	0.390333333333333
HSPB2	3.885
CRB2	-0.199
KLRK1	-2.234
LYST	1.051625
UBE2M	-0.274333333333333
SLC16A9	-1.85575
ZNF281	-0.423
ST8SIA1	-0.053875
C9orf105	-0.5735
ANKRD46	0.2285
FAM108A3	0.608
C20orf91	-0.41525
ZYX	0.538166666666667
RSPH1	1.24075
ZSCAN5	-0.02975
RIMS3	-1.2275
KRT76	0.2395
CEACAM4	0.3805
SIRPB1	0.361125
CFHR4	-1.8215
SOX3	-0.3965
GATAD1	-0.052875
C21orf57	-1.63475
TMC8	-0.737833333333333
AVIL	-0.256666666666667
LMOD1	3.76875
HIGD1A	-0.3925
NEU3	-0.247166666666667
DES	0.0471250000000001
BZW1	0.4203
ZNF221	0.2465
CCDC27	-0.618
GDAP1	-0.30175
RBBP4	0.12975
MGC40499	0.49875
PHKA1	-0.047
PRKAR1A	0.589944444444444
HSD3B1	-0.9175
RAD52	-0.429166666666667
CD207	0.7345
LOC389791	0.471
RSPO1	2.04033333333333
TMEPAI	2.671
MFSD2	-0.295625
ETV4	-3.09758333333333
SCGN	1.6065
LOC391356	-0.236
MPP1	-1.0325
STARD3NL	-0.509
TFAP2D	-0.9625
CD2AP	-0.11775
CCL20	-5.02383333333333
CCDC86	-1.296
ZFP30	-0.788
CTBP1	0.610416666666667
MAK10	0.109
STXBP5	-1.526
LOR	0.7758
MAP6D1	0.140125
ARMC7	0.708
TMEM150	1.2339
NSL1	-0.075
KIF5A	-0.91975
ASCC2	-0.0928333333333333
PSENEN	0.435
OPTC	-0.217
FCRL2	-0.2725
KBTBD11	0.59025
PCK1	-2.951625
CENTD3	-0.99125
MEGF8	-0.199
ALPPL2	0.1355
OBFC2B	-0.529333333333333
ZFYVE20	0.173875
GALC	1.25333333333333
CTRB2	0.4525
C20orf71	0.0515
TBKBP1	0.635
CAMLG	0.572875
TREML4	1.4165
RSAD1	-0.34
TUBA3D	0.7508
KIAA1833	0.197625
PNPLA1	-0.035
LRRC34	-1.79083333333333
CDH26	-1.28983333333333
ZNF167	0.281666666666667
ZBTB26	-0.4421
VWF	3.7429
VTN	-0.744
BAD	1.3555
PDS5B	0.602545454545454
ZNF644	-0.369666666666667
SH3GLB2	-0.07225
SMPDL3A	0.0487
NRG2	-1.19425
IL15	-0.0578333333333333
GABARAPL1	-0.219333333333333
LAT2	0.4863
SLCO1A2	-2.252
LIG4	-0.386083333333333
GSDMDC1	0.9745
BMP4	1.0035
METT10D	-0.20975
SYCE1	0.31025
SPANXD	-5.75
SLC12A9	0.682166666666667
MC1R	-2.1885
RNF168	-0.9985
TRIM69	0.44325
GALNT7	1.34383333333333
ISG20L2	0.277
KIAA2026	0.2015
TNFAIP8L1	-0.927
DPY19L2	-1.122
C12orf63	0.031
PRDX5	0.381
MED6	-0.653875
TXNDC5	-0.5625
CD46	1.24333333333333
CCK	-1.622
C17orf48	-0.87625
ANUBL1	0.52925
SIT1	-1.0565
TYSND1	0.541833333333333
DEF6	0.713833333333333
GLT8D4	1.7035
UTP14A	-0.2655
RPH3AL	0.52475
NXF1	-0.206666666666667
TRERF1	-0.0196666666666667
TUBB3	-1.078125
SLC24A2	1.647
SEC22B	1.907
ZNF653	0.68375
GGTL3	-2.14566666666667
CDKL2	0.44375
CTF8	-0.412666666666667
EPC1	0.723
CYP4A11	-0.726
THRSP	2.71916666666667
LELP1	0.160333333333333
TES	0.8885
C17orf87	1.7895
FERD3L	-0.07
SH3TC1	0.858
RAB36	-0.3035
CRYGB	-0.436
GRIA3	1.0969
BHLHB9	1.17725
C1QTNF9	1.12825
GOPC	0.869875
PNPLA8	-0.113666666666667
ZNF444	0.63675
FMO1	4.3165
POLR3C	0.48225
SLC35F3	-0.38975
SGCG	-2.549
DCDC2	-3.2945
NANP	-0.54025
MGC23270	-0.9645
BEX4	-0.16625
HYDIN	0.0515
RPS6KB2	-0.8845
ADRM1	-0.600333333333333
BAT3	-0.2995
RAB31	0.4825
SCGB2A1	7.925625
SLC6A14	-2.272875
DDX4	-0.2065
PRRC1	-0.109333333333333
AP3B2	0.196833333333333
TRGV7	0.788
TMEM184B	0.9315
ADPRHL1	1.35983333333333
C21orf45	-0.45875
ARNTL	0.647375
AADAT	-0.715625
CCL2	-0.601166666666667
SNTB2	-0.415166666666667
RGS9BP	0.64975
KPNA1	0.5405
TMEM41B	-0.407666666666667
S100A11	1.63308333333333
DOT1L	-1.136
EFHC2	-1.229375
CLTC	0.416666666666667
SRP9	1.36692857142857
ZNF521	1.1485
FAM26F	-0.1135
GPR88	0.496833333333333
COL13A1	-0.263333333333333
CHMP4B	0.0939
SIGLEC6	-0.313666666666667
NFAM1	0.6185
PVRL2	1.784
ALKBH4	0.222
CCDC93	-0.7413125
NXT1	0.00675
KCNK4	1.127
TROAP	-1.02233333333333
KCNA10	0.464
CCDC114	0.0513333333333333
RAN	-0.54975
LMTK2	-0.055
LOC400657	-0.896
UFC1	0.95575
UBE1DC1	-1.4115
EEF1A1	0.0728333333333332
CHAC1	0.049
HMGA2	-5.0687
B3GALTL	-0.87775
ING2	0.0065
C1orf109	-0.9605
INTS3	0.884125
ZNF558	0.25525
TRPM4	1.9965
LTB4R	-1.0885
ISYNA1	0.15775
LSM7	0.08175
LRRC47	0.071625
ZNF179	-2.143
EXDL1	-0.738166666666667
SLC4A10	0.66425
ACSS2	-0.753833333333333
COPS7B	-0.155
KIAA0040	1.92683333333333
C1orf95	0.422
AP1GBP1	-0.31925
OR9A2	-0.0355
FAM71C	0.155333333333333
RIN1	-1.59916666666667
ITGA4	-1.918
DNAJC6	-0.929833333333333
CLOCK	0.950166666666667
SLC35A4	0.916333333333333
DSG4	0.233
LOC26010	0.3275
NSUN2	-0.1915
TMEM86B	-1.4415
C14orf135	-0.25375
KIFC3	-1.20266666666667
PHF5A	-1.107
NCAPH	-1.774375
STK11IP	0.45725
FLJ42953	0.8255
CCDC19	1.85483333333333
ZNF329	-0.41
TAX1BP1	-0.242333333333333
ZDHHC18	0.0405
C10orf88	-0.60775
TMBIM4	1.4039
NMUR1	-0.043
KIR2DS4	0.62375
C9orf90	0.185125
MGC87631	-1.7095
KDR	3.1016
ST3GAL2	-1.004125
RLN2	-1.0445
HPD	-3.6665
MOXD1	-1.70633333333333
PDGFRL	2.7755
SMYD4	-1.04214285714286
FAM103A1	0.512833333333333
MFAP4	0.222833333333333
LOC285141	1.269
TMEM45B	-3.877375
SMCR7L	-1.3585
GZMH	3.91275
CBLN1	-2.35666666666667
CNNM1	-1.725
PHF17	-0.60325
NUP98	-0.375416666666667
RMI1	0.56
PTPRS	0.393375
ANKRD57	0.27925
CLDN15	-0.547833333333333
OR51A2	0.6645
GUCA2B	1.046
DOCK9	1.747
ITGB1BP1	-0.693833333333333
DLG2	0.576125
BRAP	-0.063
SESN3	1.155
ZC3H7B	-0.45775
FAM101A	2.67933333333333
FKSG24	-0.501
ZYG11B	-0.956
RFC2	-0.644
SH2D3A	-0.0133333333333333
DVL3	0.3315
ADFP	-0.988333333333333
KRIT1	-0.71375
SERTAD3	2.23633333333333
LEFTY2	-2.12475
KRT27	0.5545
SCFD2	-0.06975
MN1	-0.8575
RORA	0.0175
PTPRD	0.317
PIAS2	0.198166666666667
CYP4X1	0.640833333333333
FBXL15	-0.2725
MYH15	-0.196833333333333
CRX	0.464666666666667
TBC1D13	0.82225
SLC22A17	2.35983333333333
PLK2	1.48666666666667
ARHGAP9	1.193
EIF1B	-1.2125
C20orf185	-0.656
DEFA7P	0.5005
PRIM1	-2.743
CRYAA	-1.4805
BACE1	0.192
AGTRL1	0.775
ACAD9	-0.354
GRASP	0.9095
RBP4	-2.956
TFB2M	-0.44275
METTL9	-0.9026
ATP5O	-0.539
SP100	0.765
CPSF1	-0.00583333333333334
S100A4	-1.067
LIME1	-1.063
GPR137C	1.57175
OR2A2	0.944
C2orf29	0.11
NUP188	-0.611
SDPR	-0.11225
RAI1	0.283375
RPS20	-1.2108
LAMB1	-0.352
ADM2	0.493666666666667
ZNF229	0.9605
DKFZp434K1815	-0.69025
EPN3	3.81883333333333
CLIC3	1.76625
MEIG1	-0.753
HMGB4	0.0955
STARD10	2.198875
KLF8	1.5105
EPB41L2	-0.122333333333333
JMJD6	-0.3175
CTSL1	0.184
GPR27	0.395
ELAVL4	-0.467625
MMP21	0.1665
PPM1B	0.84975
SUV39H1	-0.723
AAMP	0.638
TUSC4	-0.042
MBD6	0.15475
KLK13	-1.216
FMNL3	0.728166666666667
TRIM13	0.783166666666667
C15orf5	-1.3475
IQCF1	0.819125
CACNG8	0.3895
SLC35D3	0.349166666666667
ZDHHC9	0.635
ODF3L1	-0.30725
C9orf86	-0.1391
TSEN2	-1.30825
C17orf64	-0.45325
SEPX1	0.1982
TSPO	0.469833333333333
SYMPK	0.1035
ADORA1	1.21925
TSPAN10	1.196
SEMA6C	0.789166666666667
RTTN	-1.2806
IL2	0.223833333333333
ARRDC3	0.47825
TBPL1	-0.639166666666667
STX12	0.651
MRPL39	-0.99675
OR8H3	0.3385
IFIT5	1.4435
CASC5	-1.70575
FAM46A	-1.18833333333333
HPCAL1	-0.38025
CYLC1	-0.8635
VGLL2	0.408125
C20orf191	-0.3635
CDH1	2.22933333333333
ITPA	-0.49
CCDC101	-0.71425
D15Wsu75e	-0.516
EDA	-1.28575
CREG1	0.0415
OR7G2	0.2995
SAP18	1.04958333333333
IFIT1	2.44825
CALML3	2.21133333333333
FLJ37440	2.5065
FNDC5	-0.1315
SERPINB6	0.227285714285714
JUNB	1.3921
SYS1	0.88775
SCN2A	-0.690166666666667
ZKSCAN5	-0.5282
WNT7A	0.042
TSHZ3	3.0515
RNF148	0.36925
H6PD	0.024625
CAD	-0.584833333333333
ZNF449	-0.64125
DOCK10	-0.5935
FAIM2	0.211
HEXDC	0.61
PRB1	-1.78433333333333
C14orf148	0.0335
ETHE1	0.835
IRF5	0.9172
GNMT	0.188333333333333
MGC16291	-2.198125
RPAIN	-1.12292857142857
CAGE1	0.7155
CNTNAP3	-3.171125
ACTR1B	0.15225
EEF1E1	-1.86775
MSX1	-0.160375
ESF1	-1.478
HSPC171	-0.12425
MRPL2	-0.895333333333333
RDH12	-0.381333333333333
CELP	0.4925
METRNL	0.43625
C10orf116	3.25233333333333
C19orf48	-1.18875
ZNF346	0.11525
NCR1	-0.774
C10orf64	0.577
CD52	0.869
VPS18	1.361125
AP4S1	-0.4715
NPBWR1	1.0535
TPK1	1.392
UBA52	-0.482388888888889
RIPK1	0.781333333333333
CPNE3	0.4579
HSPC159	0.357
C8orf38	0.656
LRRC4B	0.126
PARP10	1.1191
ANKRD50	1.521125
CXCL9	6.4025
FGF18	0.980545454545455
EIF2A	-1.373125
SLC20A2	2.09583333333333
KIAA1549	-0.614666666666667
SPINT1	2.606
ZNF584	-0.4315
CRBN	-0.659166666666667
ABCF3	0.465666666666667
NCBP1	0.252666666666667
PLA2G4F	2.36166666666667
PCDH10	-1.272
TTC21A	-0.503
C20orf144	0.705
FGFR1OP2	-0.450333333333333
SLC9A1	0.6211
CHRND	0.075
FOXF1	-2.387
KIAA1467	0.1955
TPO	0.945666666666667
LTF	4.47928571428571
DNAJB9	-0.11275
MRPS27	-0.92625
bA16L21.2.1	-0.192
WBP2	0.513333333333333
MRGPRX3	-1.46566666666667
PRPF18	0.93625
C10orf58	0.35825
SMOC1	-2.7058
ADAT3	0.888166666666667
TMEM138	0.11375
TMEM131	0.44475
TIMM8B	-0.28775
MYH7	-0.1665
ST6GAL2	1.5855
KIF1C	-0.4545
SUHW2	-1.627
PAPSS1	1.1025
CABP2	-0.2185
HOXA4	-0.93525
ELF2	0.014
SEMA3D	0.8916
MC5R	0.215
OGFR	0.837
FLJ30092	0.191166666666667
TGFA	-0.2477
MMP17	1.2245
KIF15	-2.42625
CHIA	0.28925
CATSPER3	0.95675
CEACAM7	1.65108333333333
PADI2	2.043625
HOXA9	-0.187833333333333
LNX2	1.367
TMEM144	2.16475
HIF1AN	0.696
METTL7A	0.2668
C6orf165	1.43783333333333
KIAA1468	0.12675
DSG3	-0.2185
ZNF180	0.708333333333333
EIF4E3	0.937375
SLC46A1	0.689875
DKK1	-5.01816666666667
ZNF205	1.15033333333333
LOC162073	-0.145
COX7A1	4.86475
MAGEA1	0.434833333333333
NEDD8	0.552916666666667
KLHDC5	0.005
C3orf19	-0.388333333333333
MRPS2	-0.75975
POLR3H	-0.0981428571428572
ABHD11	1.1729
TMEM17	-0.0445
PAIP2B	0.231
MAT1A	-3.36075
LGI3	0.108
THUMPD2	-0.06325
TKTL2	-0.02325
XAGE3	-2.4825
CALM3	0.765583333333333
C6orf136	-0.674333333333333
KCNC4	0.436333333333333
RGS9	0.280833333333333
ACIN1	-0.692
SPATS1	-1.12525
XKR8	-0.528
FAM84A	1.7435
MS4A7	4.85245454545455
AGXT2L2	-0.6465
OR1F1	0.2965
SMAP1L	-0.0976666666666667
IPO11	0.61575
ZC3H11A	0.5810625
C1orf151	0.238625
RNASEH2A	-1.07225
CCR10	-0.7055
TXNDC11	0.392583333333333
TMEM112	1.534375
MAP1B	-0.611214285714286
NVL	0.674
PKM2	-0.7722
ARC	-0.53375
NUP54	-0.5655
PPFIBP2	1.44416666666667
STAT2	1.379625
PTAFR	1.98516666666667
ROBO2	-0.8245
RNF40	0.627666666666667
CCDC135	-0.744166666666667
IFT81	-0.5198
MORF4	0.33675
TM7SF3	0.52375
OR10H3	0.528
ABP1	0.07825
CHRD	0.532375
PLEKHA8	0.1365
NCALD	1.76741666666667
OR5AK2	0.08275
ACCN1	2.20933333333333
SLITRK1	0.00550000000000003
ARMET	-0.774
C9orf52	0.96925
REEP4	0.43825
MTSS1	1.403875
ADH1B	2.79883333333333
DLD	-0.35125
CDK5	0.39625
PPFIA1	-0.421625
WFDC3	1.18475
DNAJB12	0.634571428571429
RANGRF	-1.431
MLANA	-4.516
AMY2B	-1.35225
KIAA0319	-1.9935
RPS7	-1.1175
JAK3	0.0665
ARFGEF1	0.05175
CXCL5	0.590916666666667
TRAPPC4	0.05325
CETN2	0.5085
HSPC111	-1.66625
RHOBTB3	0.2667
PHLPP	-1.237
RGS10	0.913
TMEM58	1.7085
CHERP	0.2755
HSP90AB3P	-1.02483333333333
FSTL3	-0.122333333333333
PEX11A	0.5175
OR5V1	0.819
FCN3	1.68625
PTPN3	0.713375
NPTX1	-4.938625
C21orf84	-1.5275
C11orf51	-0.2065
ZBED2	2.367
FLJ90757	1.30125
NPY2R	1.08375
PLD3	0.5585
SYT17	-0.206333333333333
SGSM2	-0.6815
OR1A2	-0.32075
FOXP1	0.814875
SLC5A1	1.961
POFUT1	-0.2997
EPHB6	-2.719
MYO1G	-1.384375
STAC	-1.8896
KLHL17	-0.247333333333333
RGMA	1.0045
TJP2	-0.0278
FAM114A1	0.501666666666667
SERINC1	1.69866666666667
SLC9A8	-0.50375
PEX19	1.12175
EDN2	2.42975
PSMD7	-1.01844444444444
C3orf41	-2.41575
UQCR	-0.181875
PPP1R3C	-0.44825
LRP4	-1.96716666666667
TM2D1	-0.90225
TTC17	-0.3001875
C4BPB	-4.342375
CCL25	0.865
ZNF253	-0.239333333333333
CHRNA9	-4.144
SOX11	-0.436125
HIVEP3	0.2
CGN	3.04775
C3orf35	-0.06275
PKD2L1	4.09
SYVN1	0.394
PDE8B	-0.363125
LOC439951	1.2305
LTC4S	2.70616666666667
MIF4GD	0.513666666666667
SMARCA2	1.011875
TUBGCP6	-0.346
CABLES1	-0.470625
C16orf77	1.535
ZNF791	0.0575
FUT5	-0.92
ADH6	-2.45766666666667
P4HB	0.8575
CLDND2	-1.52375
ALKBH8	-1.04675
PLAC4	-0.8695
F11R	1.27014285714286
MGC35295	1.64016666666667
PDZD4	-0.406333333333333
LOC389073	-0.05175
FAM80B	-0.291166666666667
PSMB1	-0.082375
TXN	-0.453333333333333
VIPR1	1.1993
WBSCR18	0.3036
EXOSC6	-0.266666666666667
ACTA2	4.01266666666667
SP5	-0.329416666666667
ANKRD1	-2.034
DDR1	2.3861
ATP6V1D	0.09875
PTGS1	-0.335833333333333
RNF157	-1.0885
DCC	0.65625
SPAG7	-0.24475
FBXO18	0.28275
UBE3C	-0.2961
HOXC6	0.76
LRP2BP	-0.759666666666667
MYST2	0.41575
PDSS2	0.40025
ATE1	-0.17425
ARAF	0.14475
KLF10	-0.9175
PLA2G2E	0.01825
ASCL1	-1.4945
TSNAXIP1	0.4045
FAM131B	-0.316125
IFNA10	1.198
NUP43	-0.574875
FAM44B	-0.422625
L1TD1	-4.228
NMD3	-1.30316666666667
C18orf54	-1.9368
PHOSPHO1	-0.3205
RAG2	-2.2775
EMILIN3	-0.115
METTL3	-1.317
VPS13C	0.935625
REXO2	-1.226
ANXA4	0.7485
CA1	-1.4735
DCP1B	0.799
TULP3	-1.03766666666667
ATP2A2	-0.383785714285714
ATIC	-0.60375
ADAM15	0.222
NPL	1.75483333333333
LGR4	-1.2045
UEVLD	-0.1075
GAB1	2.18125
SNAI2	0.612333333333333
ZGPAT	0.6449
SNF1LK	0.690875
DLEU1	-0.7215
UBE2Q1	0.696875
ZMYM6	-0.75025
JPH3	-0.981666666666667
FAM38A	-0.20225
PXK	-0.0418333333333333
DENND2D	1.819
BAX	-0.484416666666667
CP	-3.60381818181818
RPL37	-0.6861
G6PC3	0.361375
NCOA4	-0.0631666666666667
LRRC14	0.805625
GORASP1	0.13
FCHO2	0.98225
CYP24A1	-3.3673
FXYD3	1.66325
SMARCAL1	0.44825
ABCB8	0.3305
CCDC44	0.13525
PRDM7	-2.606
USH1C	-1.19025
DNAH5	0.273
SRF	0.22175
MAL2	1.35883333333333
PGPEP1	0.103333333333333
SIN3B	0.03925
SEMA3C	0.600166666666667
GRAMD3	1.50525
FBXO10	-0.135625
OR5D13	-0.964
FLJ31818	0.257
CACNA1I	0.758875
S100A13	0.9035
TP63	2.30207142857143
ANXA11	0.2577
WDR66	-0.700125
CSF2RB	0.1545
IFI44	0.5445
DACT1	1.92283333333333
ANKRD23	-1.801875
ATP5G1	-0.877666666666666
C21orf70	-0.199
PPWD1	-1.4225
DNAJC13	-0.6075
PAH	-5.001
PTCH2	0.77625
TRMU	-1.97475
CCDC9	0.686
USP3	0.4715
DCLRE1C	-0.0162
FAM55C	1.5325
FRMD4B	1.25625
CYP2R1	0.2805
RFPL1	-0.2358
XPO5	-0.69525
ARL6IP2	-0.3505
OSBPL5	2.6225
MMP9	3.49372727272727
KIAA0802	-1.417375
DHRS2	-3.69616666666667
SGEF	1.234125
TXNDC10	-1.5373
EXOC6	0.59325
RPS27	0.253833333333333
PNCK	-1.646
FSTL1	0.14175
AACS	0.3125
SLMAP	0.00116666666666665
SAMD4A	-0.3468
ABRA	-0.0575
SMARCD3	1.417
PKNOX2	-3.25066666666667
A4GNT	0.2065
C9orf39	-1.61933333333333
RALYL	0.7645
MGC33556	-3.0095
C10orf25	-0.514
BBOX1	4.9665
NHEDC1	-0.13925
XDH	0.0295
GCSH	-2.016
EDN1	0.072
MTERF	-0.615
CLK4	-0.37975
ZNF799	0.3845
KCNG1	-1.4585
CXCR4	0.845
PTPRR	-2.12875
IRAK1	0.06625
LOC401397	-0.65475
TMSB10	1.03
CXCL3	-3.3142
TMC4	2.62675
OR7A10	0.318
STYK1	2.30725
CHRNA10	-1.065
CCNI	1.0965
EP300	-0.338857142857143
LOC165186	-0.256
HIC2	-2.91325
SDR-O	0.3485
OR2W1	0.289
KCNA6	-1.169
TRIM74	-1.90625
REEP6	2.507
ATP5G2	0.18
ERG	0.71475
TMEM42	-1.204
PARN	0.314166666666667
SOD2	-0.5659375
DIRAS1	0.0675
PNPT1	-1.5025
JOSD3	-2.333
hCG_40738	0.0935
PDE1C	-2.12075
SEMA4D	0.607875
AGPAT1	0.199833333333333
NOSTRIN	1.07225
MAP3K3	-0.269666666666667
MAX	1.18764285714286
CAPS	3.358
SERPINA12	-0.1525
OSBPL8	-0.84925
RICS	1.3891
NR4A2	-0.609166666666667
PPCS	0.595
LONP1	-0.556
SCYL3	1.86775
HERC2P2	-2.228
FIBCD1	-0.707
C15orf41	-1.48775
DMC1	-1.685
C20orf27	-1.35125
RPS6KA5	1.1565
FAHD1	-0.00366666666666667
SLC12A4	0.5525
BRCA1	-1.68525
GBL	0.08225
SLK	-0.0638333333333333
NUDT9P1	-0.239
NOXO1	3.3265
USP52	-1.31275
BAZ1B	0.57175
SLCO2B1	3.82
BBS12	0.721666666666667
LRGUK	-1.35683333333333
TERF2IP	0.19975
COL1A1	5.6915
KIAA0090	-0.28725
GRK5	-0.407333333333333
AP1S2	-0.839777777777778
TMEM52	-0.397166666666667
CA11	-0.151
OR4A15	0.392833333333333
ACBD3	1.7813
SPAG11B	0.232875
PRDM2	1.0386
FOXP3	0.2765
SMYD3	-0.6665
LOC389199	1.089
LGI2	0.758666666666667
NAPE-PLD	-0.4399
ANKRD6	2.0235
WDR45	0.373833333333333
SHROOM1	-0.6315
PSCD3	0.485
PYY	0.306
KCNC1	-1.283
ARHGEF9	0.7797
OR8J1	0.707
GPR55	0.182333333333333
NS3BP	-1.6555
C10orf22	-0.281666666666667
NAT8L	-0.688
DUSP4	0.750833333333333
FOXM1	-1.252
GRAMD2	1.4583
ZBTB48	-0.1675
BUD31	-0.3965
PABPC5	1.016
CCDC41	-0.947
FBXO11	0.308833333333333
C6orf148	-0.57925
RFXAP	-1.03475
C6orf15	0.734666666666667
CDK8	-0.6685
C6orf70	0.329875
TESSP2	0.519
ALG2	0.61075
PPP1R3D	0.54025
TPM3	1.12344444444444
SYT13	-0.9545
EPB42	-1.061
CETN3	-0.4465
PRY	0.4605
NTHL1	0.0888333333333333
POLR2B	0.0895
RPS28	-0.434916666666667
P2RX3	0.331
LYZL4	0.05075
WBP4	-0.1544
PMM1	-0.7855
C11orf79	0.56575
CBLL1	-0.6595
IL1F10	0.246833333333333
VAX2	1.6495
SETDB1	0.437
LRAP	-1.13766666666667
GCLM	-1.068
CPEB3	1.4785
PPM1A	1.695375
INTS1	-0.51825
CAMTA1	0.340416666666667
SAMSN1	-1.169
LOC158830	-2.6255
GMPPA	-0.202
AIPL1	-0.1355
IL24	-0.383333333333333
BDKRB1	-1.94266666666667
MLF1	0.1792
TAF12	-1.013
ID1	-2.461625
THADA	-0.111625
PIK3CB	-0.70325
OR4N5	1.8285
TBC1D17	-0.155166666666667
COX8A	0.1165
CDCA4	-0.254
C2orf44	-0.90625
ZNF534	-1.17375
IMMP1L	-0.459
NIPSNAP3B	-0.1065
FTMT	1.221
PWP2	-0.601333333333333
MMP15	-0.7597
DNAH11	-2.121
MTMR14	0.295625
DNAL4	0.55025
IPP	-1.33325
TMEM59	0.639
C1orf157	0.636
RGS4	0.7615
DDX18	-0.154333333333333
SNX6	0.37375
ZNHIT2	1.1795
NCDN	0.698666666666667
FLJ33534	-0.86675
RAG1	-1.789125
OR4D10	0.3885
PTPN5	0.0278333333333333
POMT1	0.88075
LRRC8A	0.7036
CYP1A1	-1.355
CAPN1	0.812
DDHD2	0.394875
GRIK2	-0.20525
GNRHR	0.42175
PPBP	0.56925
HTR3A	-0.782
SLITRK4	2.50925
ANKRD49	-0.9765
BTF3	-0.0562
SARS	-0.76375
C13orf18	-0.0825
CACNB1	-0.144785714285714
QKI	0.300272727272727
SETMAR	0.256625
MAN2B1	1.27383333333333
EML3	0.08425
ACADL	-0.173833333333333
OFD1	0.219125
DEFB114	0.46
CGA	-2.854
